Combination,Impact_Score,Profit_Factor
Vol_Spike + FinancingTotalVolK,0.0,0.0
Vol_Spike + FinancingLimitVolK,0.0,0.0
Vol_Spike + ShortBuyVolK,0.0,0.0
Vol_Spike + LendingRepayVolK,0.0,0.0
Vol_Spike + ShortSellVolK,0.0,0.0
Vol_Spike + ShortRepayVolK,0.0,0.0
Vol_Spike + ShortTotalVolK,0.0,0.0
Vol_Spike + ShortLimitVolK,0.0,0.0
Vol_Spike + ShortUsageRatio,0.0,0.0
Vol_Spike + LendingSellVolK,0.0,0.0
BIAS_Short_Col + MA_Short,0.0,0.0
BIAS_Short_Col + DMA,0.0,0.0
Vol_Spike + Symbol,0.0,0.0
BIAS_Short_Col + AMA,0.0,0.0
BIAS_Short_Col + ForeignDiffVolK,0.0,0.0
BIAS_Short_Col + ForeignHoldPercent,0.0,0.0
BIAS_Short_Col + ForeignSellVolK,0.0,0.0
BIAS_Short_Col + InvestmentTrustBuyVolK,0.0,0.0
BIAS_Short_Col + InvestmentTrustDiffVolK,0.0,0.0
BIAS_Short_Col + InvestmentTrustSellVolK,0.0,0.0
BIAS_Short_Col + TotalBuyVolK,0.0,0.0
BIAS_Short_Col + TotalDiffVolK,0.0,0.0
BIAS_Short_Col + TotalSellVolK,0.0,0.0
BIAS_Short_Col + FormattedDate,0.0,0.0
BIAS_Short_Col + Foreign_VolumeK,0.0,0.0
BIAS_Short_Col + Foreign_LayoutScore,0.0,0.0
BIAS_Short_Col + Foreign_Consecutive_BuyDays,0.0,0.0
BIAS_Short_Col + Foreign_Hold_Increasing,0.0,0.0
BIAS_Short_Col + Symbol,0.0,0.0
BIAS_Short_Col + ForeignBuyVolK,0.0,0.0
BIAS_Short_Col + DealerSellVolK,0.0,0.0
BIAS_Short_Col + DealerDiffVolK,0.0,0.0
BIAS_Short_Col + MA200,0.0,0.0
BIAS_Short_Col + DMA_Golden_Cross,0.0,0.0
BIAS_Short_Col + DMA_Death_Cross,0.0,0.0
BIAS_Short_Col + DMA_Bullish,0.0,0.0
BIAS_Short_Col + DMA_Diff,0.0,0.0
BIAS_Short_Col + DMA_Momentum_Up,0.0,0.0
BIAS_Short_Col + Action,0.0,0.0
BIAS_Short_Col + High_120,0.0,0.0
BIAS_Short_Col + DealerBuyVolK,0.0,0.0
BIAS_Short_Col + MA20,0.0,0.0
BIAS_Short_Col + Bias_Ratio,0.0,0.0
BIAS_Short_Col + V_MA20,0.0,0.0
BIAS_Short_Col + MA_60,0.0,0.0
BIAS_Short_Col + ATR_20,0.0,0.0
BIAS_Short_Col + ChangePercent,0.0,0.0
Vol_Spike + DayTradingVolK,0.0,0.0
Vol_Spike + Foreign_Hold_Increasing,0.0,0.0
BIAS_Short_Col + ShortFinancingPercent,0.0,0.0
Vol_Spike + Bias_Divergence,0.0,0.0
Vol_Ratio + DirSupHoldPercent,0.0,0.0
Vol_Ratio + EndDate,0.0,0.0
Vol_Ratio + MainHolderCount,0.0,0.0
Vol_Ratio + MainHoldPercent,0.0,0.0
Vol_Ratio + StartDate,0.0,0.0
Vol_Ratio + TotalDifferenceVolK,0.0,0.0
Vol_Ratio + TotalOverbuyVolK,0.0,0.0
Vol_Ratio + TotalOversellVolK,0.0,0.0
Vol_Ratio + TradeVolumeRate,0.0,0.0
Vol_Ratio + Vol_Mom,0.0,0.0
Vol_Spike + BIAS_Short_Col,0.0,0.0
Vol_Spike + BIAS_6,0.0,0.0
Vol_Spike + BIAS_20,0.0,0.0
Vol_Spike + Bullish_Align,0.0,0.0
Vol_Spike + Short_Term_Rebound,0.0,0.0
Vol_Ratio + LendingTotalVolK,0.0,0.0
Vol_Ratio + LendingRepayVolK,0.0,0.0
Vol_Ratio + LendingSellVolK,0.0,0.0
Vol_Ratio + FinancingTotalVolK,0.0,0.0
Vol_Ratio + Symbol,0.0,0.0
Vol_Ratio + DayTradingVolK,0.0,0.0
Vol_Ratio + ShortFinancingPercent,0.0,0.0
Vol_Ratio + FinancingBuyVolK,0.0,0.0
Vol_Ratio + FinancingSellVolK,0.0,0.0
Vol_Ratio + FinancingPaybackVolK,0.0,0.0
Vol_Ratio + FinancingLimitVolK,0.0,0.0
Vol_Ratio + ShortUsageRatio,0.0,0.0
Vol_Ratio + FinancingUsageRatio,0.0,0.0
Vol_Ratio + ShortBuyVolK,0.0,0.0
Vol_Ratio + ShortSellVolK,0.0,0.0
Vol_Ratio + ShortRepayVolK,0.0,0.0
Vol_Ratio + ShortTotalVolK,0.0,0.0
Vol_Ratio + ShortLimitVolK,0.0,0.0
Vol_Spike + Strong_Trend,0.0,0.0
Vol_Spike + Golden_Cross,0.0,0.0
Vol_Spike + Foreign_Consecutive_BuyDays,0.0,0.0
Vol_Spike + MA_Short,0.0,0.0
Vol_Spike + DealerDiffVolK,0.0,0.0
Vol_Spike + DealerSellVolK,0.0,0.0
Vol_Spike + ForeignBuyVolK,0.0,0.0
Vol_Spike + ForeignDiffVolK,0.0,0.0
Vol_Spike + ForeignHoldPercent,0.0,0.0
Vol_Spike + ForeignSellVolK,0.0,0.0
Vol_Spike + InvestmentTrustBuyVolK,0.0,0.0
Vol_Spike + InvestmentTrustDiffVolK,0.0,0.0
Vol_Spike + InvestmentTrustSellVolK,0.0,0.0
Vol_Spike + TotalBuyVolK,0.0,0.0
Vol_Spike + TotalDiffVolK,0.0,0.0
Vol_Spike + TotalSellVolK,0.0,0.0
Vol_Spike + FormattedDate,0.0,0.0
Vol_Spike + Foreign_VolumeK,0.0,0.0
Vol_Spike + Foreign_LayoutScore,0.0,0.0
Vol_Spike + DealerBuyVolK,0.0,0.0
Vol_Spike + ChangePercent,0.0,0.0
Vol_Spike + ATR_20,0.0,0.0
Vol_Spike + DMA_Diff,0.0,0.0
Vol_Spike + MA_Long,0.0,0.0
Vol_Spike + DMA,0.0,0.0
Vol_Spike + AMA,0.0,0.0
Vol_Spike + DMA_Golden_Cross,0.0,0.0
Vol_Spike + DMA_Death_Cross,0.0,0.0
Vol_Spike + DMA_Bullish,0.0,0.0
Vol_Spike + DMA_Momentum_Up,0.0,0.0
Vol_Spike + MA_60,0.0,0.0
Vol_Spike + Action,0.0,0.0
Vol_Spike + MA200,0.0,0.0
Vol_Spike + High_120,0.0,0.0
Vol_Spike + MA20,0.0,0.0
Vol_Spike + Bias_Ratio,0.0,0.0
Vol_Spike + V_MA20,0.0,0.0
BIAS_Short_Col + DayTradingVolK,0.0,0.0
BIAS_Short_Col + FinancingBuyVolK,0.0,0.0
-DI + ShortFinancingPercent,0.0,0.0
BIAS_20 + MA200,0.0,0.0
BIAS_6 + Vol_Mom,0.0,0.0
BIAS_20 + Bullish_Align,0.0,0.0
BIAS_20 + Short_Term_Rebound,0.0,0.0
BIAS_20 + Strong_Trend,0.0,0.0
BIAS_20 + Bias_Divergence,0.0,0.0
BIAS_20 + Golden_Cross,0.0,0.0
BIAS_20 + MA_Short,0.0,0.0
BIAS_20 + MA_Long,0.0,0.0
BIAS_20 + DMA,0.0,0.0
BIAS_20 + AMA,0.0,0.0
BIAS_20 + DMA_Golden_Cross,0.0,0.0
BIAS_20 + DMA_Death_Cross,0.0,0.0
BIAS_20 + DMA_Bullish,0.0,0.0
BIAS_20 + DMA_Diff,0.0,0.0
BIAS_20 + DMA_Momentum_Up,0.0,0.0
BIAS_6 + TradeVolumeRate,0.0,0.0
BIAS_6 + TotalOversellVolK,0.0,0.0
BIAS_6 + TotalOverbuyVolK,0.0,0.0
BIAS_6 + LendingSellVolK,0.0,0.0
BIAS_6 + ShortBuyVolK,0.0,0.0
BIAS_6 + ShortSellVolK,0.0,0.0
BIAS_6 + ShortRepayVolK,0.0,0.0
BIAS_6 + ShortTotalVolK,0.0,0.0
BIAS_6 + ShortLimitVolK,0.0,0.0
BIAS_6 + ShortUsageRatio,0.0,0.0
BIAS_6 + LendingRepayVolK,0.0,0.0
BIAS_6 + TotalDifferenceVolK,0.0,0.0
BIAS_6 + LendingTotalVolK,0.0,0.0
BIAS_6 + DirSupHoldPercent,0.0,0.0
BIAS_6 + EndDate,0.0,0.0
BIAS_6 + MainHolderCount,0.0,0.0
BIAS_6 + MainHoldPercent,0.0,0.0
BIAS_6 + StartDate,0.0,0.0
BIAS_20 + Action,0.0,0.0
BIAS_20 + High_120,0.0,0.0
BIAS_6 + FinancingLimitVolK,0.0,0.0
BIAS_20 + MA20,0.0,0.0
BIAS_20 + FormattedDate,0.0,0.0
BIAS_20 + Foreign_VolumeK,0.0,0.0
BIAS_20 + Foreign_LayoutScore,0.0,0.0
BIAS_20 + Foreign_Consecutive_BuyDays,0.0,0.0
BIAS_20 + Foreign_Hold_Increasing,0.0,0.0
BIAS_20 + Symbol,0.0,0.0
BIAS_20 + DayTradingVolK,0.0,0.0
BIAS_20 + ShortFinancingPercent,0.0,0.0
BIAS_20 + FinancingBuyVolK,0.0,0.0
BIAS_20 + FinancingSellVolK,0.0,0.0
BIAS_20 + FinancingPaybackVolK,0.0,0.0
BIAS_20 + FinancingTotalVolK,0.0,0.0
BIAS_20 + FinancingLimitVolK,0.0,0.0
BIAS_20 + FinancingUsageRatio,0.0,0.0
BIAS_20 + ShortBuyVolK,0.0,0.0
BIAS_20 + TotalSellVolK,0.0,0.0
BIAS_20 + TotalDiffVolK,0.0,0.0
BIAS_20 + TotalBuyVolK,0.0,0.0
BIAS_20 + DealerDiffVolK,0.0,0.0
BIAS_20 + Bias_Ratio,0.0,0.0
BIAS_20 + V_MA20,0.0,0.0
BIAS_20 + MA_60,0.0,0.0
BIAS_20 + ATR_20,0.0,0.0
BIAS_20 + ChangePercent,0.0,0.0
BIAS_20 + DealerBuyVolK,0.0,0.0
BIAS_20 + DealerSellVolK,0.0,0.0
BIAS_20 + InvestmentTrustSellVolK,0.0,0.0
BIAS_20 + ForeignBuyVolK,0.0,0.0
BIAS_20 + ForeignDiffVolK,0.0,0.0
BIAS_20 + ForeignHoldPercent,0.0,0.0
BIAS_20 + ForeignSellVolK,0.0,0.0
BIAS_20 + InvestmentTrustBuyVolK,0.0,0.0
BIAS_20 + InvestmentTrustDiffVolK,0.0,0.0
BIAS_6 + FinancingUsageRatio,0.0,0.0
BIAS_6 + FinancingTotalVolK,0.0,0.0
BIAS_Short_Col + FinancingSellVolK,0.0,0.0
BIAS_6 + DMA_Death_Cross,0.0,0.0
BIAS_Short_Col + TotalDifferenceVolK,0.0,0.0
BIAS_Short_Col + TotalOverbuyVolK,0.0,0.0
BIAS_Short_Col + TotalOversellVolK,0.0,0.0
BIAS_Short_Col + TradeVolumeRate,0.0,0.0
BIAS_Short_Col + Vol_Mom,0.0,0.0
BIAS_6 + BIAS_20,0.0,0.0
BIAS_6 + Bullish_Align,0.0,0.0
BIAS_6 + Short_Term_Rebound,0.0,0.0
BIAS_6 + Strong_Trend,0.0,0.0
BIAS_6 + Bias_Divergence,0.0,0.0
BIAS_6 + Golden_Cross,0.0,0.0
BIAS_6 + MA_Short,0.0,0.0
BIAS_6 + MA_Long,0.0,0.0
BIAS_6 + DMA,0.0,0.0
BIAS_6 + AMA,0.0,0.0
BIAS_Short_Col + StartDate,0.0,0.0
BIAS_Short_Col + MainHoldPercent,0.0,0.0
BIAS_Short_Col + MainHolderCount,0.0,0.0
BIAS_Short_Col + ShortRepayVolK,0.0,0.0
BIAS_Short_Col + FinancingPaybackVolK,0.0,0.0
BIAS_Short_Col + FinancingTotalVolK,0.0,0.0
BIAS_Short_Col + FinancingLimitVolK,0.0,0.0
BIAS_Short_Col + FinancingUsageRatio,0.0,0.0
BIAS_Short_Col + ShortBuyVolK,0.0,0.0
BIAS_Short_Col + ShortSellVolK,0.0,0.0
BIAS_Short_Col + ShortTotalVolK,0.0,0.0
BIAS_Short_Col + EndDate,0.0,0.0
BIAS_Short_Col + ShortLimitVolK,0.0,0.0
BIAS_Short_Col + ShortUsageRatio,0.0,0.0
BIAS_Short_Col + LendingSellVolK,0.0,0.0
BIAS_Short_Col + LendingRepayVolK,0.0,0.0
BIAS_Short_Col + LendingTotalVolK,0.0,0.0
BIAS_Short_Col + DirSupHoldPercent,0.0,0.0
BIAS_6 + DMA_Golden_Cross,0.0,0.0
BIAS_6 + DMA_Bullish,0.0,0.0
BIAS_6 + FinancingPaybackVolK,0.0,0.0
BIAS_6 + DMA_Diff,0.0,0.0
BIAS_6 + InvestmentTrustDiffVolK,0.0,0.0
BIAS_6 + InvestmentTrustSellVolK,0.0,0.0
BIAS_6 + TotalBuyVolK,0.0,0.0
BIAS_6 + TotalDiffVolK,0.0,0.0
BIAS_6 + TotalSellVolK,0.0,0.0
BIAS_6 + FormattedDate,0.0,0.0
BIAS_6 + Foreign_VolumeK,0.0,0.0
BIAS_6 + Foreign_LayoutScore,0.0,0.0
BIAS_6 + Foreign_Consecutive_BuyDays,0.0,0.0
BIAS_6 + Foreign_Hold_Increasing,0.0,0.0
BIAS_6 + Symbol,0.0,0.0
BIAS_6 + DayTradingVolK,0.0,0.0
BIAS_6 + ShortFinancingPercent,0.0,0.0
BIAS_6 + FinancingBuyVolK,0.0,0.0
BIAS_6 + FinancingSellVolK,0.0,0.0
BIAS_6 + InvestmentTrustBuyVolK,0.0,0.0
BIAS_6 + ForeignSellVolK,0.0,0.0
BIAS_6 + ForeignHoldPercent,0.0,0.0
BIAS_6 + V_MA20,0.0,0.0
BIAS_6 + DMA_Momentum_Up,0.0,0.0
BIAS_6 + Action,0.0,0.0
BIAS_6 + MA200,0.0,0.0
BIAS_6 + High_120,0.0,0.0
BIAS_6 + MA20,0.0,0.0
BIAS_6 + Bias_Ratio,0.0,0.0
BIAS_6 + MA_60,0.0,0.0
BIAS_6 + ForeignDiffVolK,0.0,0.0
BIAS_6 + ATR_20,0.0,0.0
BIAS_6 + ChangePercent,0.0,0.0
BIAS_6 + DealerBuyVolK,0.0,0.0
BIAS_6 + DealerDiffVolK,0.0,0.0
BIAS_6 + DealerSellVolK,0.0,0.0
BIAS_6 + ForeignBuyVolK,0.0,0.0
Vol_Ratio + Foreign_Hold_Increasing,0.0,0.0
Vol_Ratio + Foreign_Consecutive_BuyDays,0.0,0.0
Vol_Ratio + Foreign_LayoutScore,0.0,0.0
ADX_5 + Short_Term_Rebound,0.0,0.0
ADX + EndDate,0.0,0.0
ADX + MainHolderCount,0.0,0.0
ADX + MainHoldPercent,0.0,0.0
ADX + StartDate,0.0,0.0
ADX + TotalDifferenceVolK,0.0,0.0
ADX + TotalOverbuyVolK,0.0,0.0
ADX + TotalOversellVolK,0.0,0.0
ADX + TradeVolumeRate,0.0,0.0
ADX + Vol_Mom,0.0,0.0
ADX_5 + Vol_MA6,0.0,0.0
ADX_5 + Vol_Ratio,0.0,0.0
ADX_5 + Vol_Spike,0.0,0.0
ADX_5 + BIAS_Short_Col,0.0,0.0
ADX_5 + BIAS_6,0.0,0.0
ADX_5 + BIAS_20,0.0,0.0
ADX + DirSupHoldPercent,0.0,0.0
ADX + LendingTotalVolK,0.0,0.0
ADX + LendingRepayVolK,0.0,0.0
ADX + FinancingLimitVolK,0.0,0.0
ADX + DayTradingVolK,0.0,0.0
ADX + ShortFinancingPercent,0.0,0.0
ADX + FinancingBuyVolK,0.0,0.0
ADX + FinancingSellVolK,0.0,0.0
ADX + FinancingPaybackVolK,0.0,0.0
ADX + FinancingTotalVolK,0.0,0.0
ADX + FinancingUsageRatio,0.0,0.0
ADX + LendingSellVolK,0.0,0.0
ADX + ShortBuyVolK,0.0,0.0
ADX + ShortSellVolK,0.0,0.0
ADX + ShortRepayVolK,0.0,0.0
ADX + ShortTotalVolK,0.0,0.0
ADX + ShortLimitVolK,0.0,0.0
ADX + ShortUsageRatio,0.0,0.0
ADX_5 + Bullish_Align,0.0,0.0
ADX_5 + Strong_Trend,0.0,0.0
ADX + Foreign_Hold_Increasing,0.0,0.0
ADX_5 + Bias_Divergence,0.0,0.0
ADX_5 + ChangePercent,0.0,0.0
ADX_5 + DealerBuyVolK,0.0,0.0
ADX_5 + DealerDiffVolK,0.0,0.0
ADX_5 + DealerSellVolK,0.0,0.0
ADX_5 + ForeignBuyVolK,0.0,0.0
ADX_5 + ForeignDiffVolK,0.0,0.0
ADX_5 + ForeignHoldPercent,0.0,0.0
ADX_5 + ForeignSellVolK,0.0,0.0
ADX_5 + InvestmentTrustBuyVolK,0.0,0.0
ADX_5 + InvestmentTrustDiffVolK,0.0,0.0
ADX_5 + InvestmentTrustSellVolK,0.0,0.0
ADX_5 + TotalBuyVolK,0.0,0.0
ADX_5 + TotalDiffVolK,0.0,0.0
ADX_5 + TotalSellVolK,0.0,0.0
ADX_5 + FormattedDate,0.0,0.0
ADX_5 + ATR_20,0.0,0.0
ADX_5 + MA_60,0.0,0.0
ADX_5 + V_MA20,0.0,0.0
ADX_5 + DMA_Death_Cross,0.0,0.0
ADX_5 + Golden_Cross,0.0,0.0
ADX_5 + MA_Short,0.0,0.0
ADX_5 + MA_Long,0.0,0.0
ADX_5 + DMA,0.0,0.0
ADX_5 + AMA,0.0,0.0
ADX_5 + DMA_Golden_Cross,0.0,0.0
ADX_5 + DMA_Bullish,0.0,0.0
ADX_5 + Bias_Ratio,0.0,0.0
ADX_5 + DMA_Diff,0.0,0.0
ADX_5 + DMA_Momentum_Up,0.0,0.0
ADX_5 + Action,0.0,0.0
ADX_5 + MA200,0.0,0.0
ADX_5 + High_120,0.0,0.0
ADX_5 + MA20,0.0,0.0
ADX + Symbol,0.0,0.0
ADX + Foreign_Consecutive_BuyDays,0.0,0.0
Vol_Ratio + Foreign_VolumeK,0.0,0.0
ADX + Strong_Trend,0.0,0.0
-DI + MainHoldPercent,0.0,0.0
-DI + StartDate,0.0,0.0
-DI + TotalDifferenceVolK,0.0,0.0
-DI + TotalOverbuyVolK,0.0,0.0
-DI + TotalOversellVolK,0.0,0.0
-DI + TradeVolumeRate,0.0,0.0
-DI + Vol_Mom,0.0,0.0
ADX + ADX_5,0.0,0.0
ADX + Vol_MA6,0.0,0.0
ADX + Vol_Ratio,0.0,0.0
ADX + Vol_Spike,0.0,0.0
ADX + BIAS_Short_Col,0.0,0.0
ADX + BIAS_6,0.0,0.0
ADX + BIAS_20,0.0,0.0
ADX + Bullish_Align,0.0,0.0
-DI + MainHolderCount,0.0,0.0
-DI + EndDate,0.0,0.0
-DI + DirSupHoldPercent,0.0,0.0
-DI + ShortBuyVolK,0.0,0.0
-DI + FinancingBuyVolK,0.0,0.0
-DI + FinancingSellVolK,0.0,0.0
-DI + FinancingPaybackVolK,0.0,0.0
-DI + FinancingTotalVolK,0.0,0.0
-DI + FinancingLimitVolK,0.0,0.0
-DI + FinancingUsageRatio,0.0,0.0
-DI + ShortSellVolK,0.0,0.0
-DI + LendingTotalVolK,0.0,0.0
-DI + ShortRepayVolK,0.0,0.0
-DI + ShortTotalVolK,0.0,0.0
-DI + ShortLimitVolK,0.0,0.0
-DI + ShortUsageRatio,0.0,0.0
-DI + LendingSellVolK,0.0,0.0
-DI + LendingRepayVolK,0.0,0.0
ADX + Short_Term_Rebound,0.0,0.0
ADX + Bias_Divergence,0.0,0.0
ADX + Foreign_LayoutScore,0.0,0.0
ADX + Golden_Cross,0.0,0.0
ADX + DealerBuyVolK,0.0,0.0
ADX + DealerDiffVolK,0.0,0.0
ADX + DealerSellVolK,0.0,0.0
ADX + ForeignBuyVolK,0.0,0.0
ADX + ForeignDiffVolK,0.0,0.0
ADX + ForeignHoldPercent,0.0,0.0
ADX + ForeignSellVolK,0.0,0.0
ADX + InvestmentTrustBuyVolK,0.0,0.0
ADX + InvestmentTrustDiffVolK,0.0,0.0
ADX + InvestmentTrustSellVolK,0.0,0.0
ADX + TotalBuyVolK,0.0,0.0
ADX + TotalDiffVolK,0.0,0.0
ADX + TotalSellVolK,0.0,0.0
ADX + FormattedDate,0.0,0.0
ADX + Foreign_VolumeK,0.0,0.0
ADX + ChangePercent,0.0,0.0
ADX + ATR_20,0.0,0.0
ADX + MA_60,0.0,0.0
ADX + DMA_Bullish,0.0,0.0
ADX + MA_Short,0.0,0.0
ADX + MA_Long,0.0,0.0
ADX + DMA,0.0,0.0
ADX + AMA,0.0,0.0
ADX + DMA_Golden_Cross,0.0,0.0
ADX + DMA_Death_Cross,0.0,0.0
ADX + DMA_Diff,0.0,0.0
ADX + V_MA20,0.0,0.0
ADX + DMA_Momentum_Up,0.0,0.0
ADX + Action,0.0,0.0
ADX + MA200,0.0,0.0
ADX + High_120,0.0,0.0
ADX + MA20,0.0,0.0
ADX + Bias_Ratio,0.0,0.0
ADX_5 + Foreign_VolumeK,0.0,0.0
ADX_5 + Foreign_LayoutScore,0.0,0.0
ADX_5 + Foreign_Consecutive_BuyDays,0.0,0.0
Vol_Ratio + Short_Term_Rebound,0.0,0.0
Vol_MA6 + LendingTotalVolK,0.0,0.0
Vol_MA6 + DirSupHoldPercent,0.0,0.0
Vol_MA6 + EndDate,0.0,0.0
Vol_MA6 + MainHolderCount,0.0,0.0
Vol_MA6 + MainHoldPercent,0.0,0.0
Vol_MA6 + StartDate,0.0,0.0
Vol_MA6 + TotalDifferenceVolK,0.0,0.0
Vol_MA6 + TotalOverbuyVolK,0.0,0.0
Vol_MA6 + TotalOversellVolK,0.0,0.0
Vol_MA6 + TradeVolumeRate,0.0,0.0
Vol_MA6 + Vol_Mom,0.0,0.0
Vol_Ratio + Vol_Spike,0.0,0.0
Vol_Ratio + BIAS_Short_Col,0.0,0.0
Vol_Ratio + BIAS_6,0.0,0.0
Vol_Ratio + BIAS_20,0.0,0.0
Vol_MA6 + LendingRepayVolK,0.0,0.0
Vol_MA6 + LendingSellVolK,0.0,0.0
Vol_MA6 + ShortUsageRatio,0.0,0.0
Vol_MA6 + FinancingPaybackVolK,0.0,0.0
Vol_MA6 + Foreign_Hold_Increasing,0.0,0.0
Vol_MA6 + Symbol,0.0,0.0
Vol_MA6 + DayTradingVolK,0.0,0.0
Vol_MA6 + ShortFinancingPercent,0.0,0.0
Vol_MA6 + FinancingBuyVolK,0.0,0.0
Vol_MA6 + FinancingSellVolK,0.0,0.0
Vol_MA6 + FinancingTotalVolK,0.0,0.0
Vol_MA6 + ShortLimitVolK,0.0,0.0
Vol_MA6 + FinancingLimitVolK,0.0,0.0
Vol_MA6 + FinancingUsageRatio,0.0,0.0
Vol_MA6 + ShortBuyVolK,0.0,0.0
Vol_MA6 + ShortSellVolK,0.0,0.0
Vol_MA6 + ShortRepayVolK,0.0,0.0
Vol_MA6 + ShortTotalVolK,0.0,0.0
Vol_Ratio + Bullish_Align,0.0,0.0
Vol_Ratio + Strong_Trend,0.0,0.0
ADX_5 + Foreign_Hold_Increasing,0.0,0.0
Vol_Ratio + Bias_Divergence,0.0,0.0
Vol_Ratio + ChangePercent,0.0,0.0
Vol_Ratio + DealerBuyVolK,0.0,0.0
Vol_Ratio + DealerDiffVolK,0.0,0.0
Vol_Ratio + DealerSellVolK,0.0,0.0
Vol_Ratio + ForeignBuyVolK,0.0,0.0
Vol_Ratio + ForeignDiffVolK,0.0,0.0
Vol_Ratio + ForeignHoldPercent,0.0,0.0
Vol_Ratio + ForeignSellVolK,0.0,0.0
Vol_Ratio + InvestmentTrustBuyVolK,0.0,0.0
Vol_Ratio + InvestmentTrustDiffVolK,0.0,0.0
Vol_Ratio + InvestmentTrustSellVolK,0.0,0.0
Vol_Ratio + TotalBuyVolK,0.0,0.0
Vol_Ratio + TotalDiffVolK,0.0,0.0
Vol_Ratio + TotalSellVolK,0.0,0.0
Vol_Ratio + FormattedDate,0.0,0.0
Vol_Ratio + ATR_20,0.0,0.0
Vol_Ratio + MA_60,0.0,0.0
Vol_Ratio + V_MA20,0.0,0.0
Vol_Ratio + DMA_Death_Cross,0.0,0.0
Vol_Ratio + Golden_Cross,0.0,0.0
Vol_Ratio + MA_Short,0.0,0.0
Vol_Ratio + MA_Long,0.0,0.0
Vol_Ratio + DMA,0.0,0.0
Vol_Ratio + AMA,0.0,0.0
Vol_Ratio + DMA_Golden_Cross,0.0,0.0
Vol_Ratio + DMA_Bullish,0.0,0.0
Vol_Ratio + Bias_Ratio,0.0,0.0
Vol_Ratio + DMA_Diff,0.0,0.0
Vol_Ratio + DMA_Momentum_Up,0.0,0.0
Vol_Ratio + Action,0.0,0.0
Vol_Ratio + MA200,0.0,0.0
Vol_Ratio + High_120,0.0,0.0
Vol_Ratio + MA20,0.0,0.0
Vol_MA6 + Foreign_Consecutive_BuyDays,0.0,0.0
Vol_MA6 + Foreign_LayoutScore,0.0,0.0
Vol_MA6 + Foreign_VolumeK,0.0,0.0
Vol_MA6 + FormattedDate,0.0,0.0
ADX_5 + DirSupHoldPercent,0.0,0.0
ADX_5 + EndDate,0.0,0.0
ADX_5 + MainHolderCount,0.0,0.0
ADX_5 + MainHoldPercent,0.0,0.0
ADX_5 + StartDate,0.0,0.0
ADX_5 + TotalDifferenceVolK,0.0,0.0
ADX_5 + TotalOverbuyVolK,0.0,0.0
ADX_5 + TotalOversellVolK,0.0,0.0
ADX_5 + TradeVolumeRate,0.0,0.0
ADX_5 + Vol_Mom,0.0,0.0
Vol_MA6 + Vol_Ratio,0.0,0.0
Vol_MA6 + Vol_Spike,0.0,0.0
Vol_MA6 + BIAS_Short_Col,0.0,0.0
Vol_MA6 + BIAS_6,0.0,0.0
Vol_MA6 + BIAS_20,0.0,0.0
ADX_5 + LendingTotalVolK,0.0,0.0
ADX_5 + LendingRepayVolK,0.0,0.0
ADX_5 + LendingSellVolK,0.0,0.0
ADX_5 + FinancingTotalVolK,0.0,0.0
ADX_5 + Symbol,0.0,0.0
ADX_5 + DayTradingVolK,0.0,0.0
ADX_5 + ShortFinancingPercent,0.0,0.0
ADX_5 + FinancingBuyVolK,0.0,0.0
ADX_5 + FinancingSellVolK,0.0,0.0
ADX_5 + FinancingPaybackVolK,0.0,0.0
ADX_5 + FinancingLimitVolK,0.0,0.0
ADX_5 + ShortUsageRatio,0.0,0.0
ADX_5 + FinancingUsageRatio,0.0,0.0
ADX_5 + ShortBuyVolK,0.0,0.0
ADX_5 + ShortSellVolK,0.0,0.0
ADX_5 + ShortRepayVolK,0.0,0.0
ADX_5 + ShortTotalVolK,0.0,0.0
ADX_5 + ShortLimitVolK,0.0,0.0
Vol_MA6 + Bullish_Align,0.0,0.0
Vol_MA6 + Short_Term_Rebound,0.0,0.0
Vol_MA6 + Strong_Trend,0.0,0.0
Vol_MA6 + ForeignHoldPercent,0.0,0.0
Vol_MA6 + ChangePercent,0.0,0.0
Vol_MA6 + DealerBuyVolK,0.0,0.0
Vol_MA6 + DealerDiffVolK,0.0,0.0
Vol_MA6 + DealerSellVolK,0.0,0.0
Vol_MA6 + ForeignBuyVolK,0.0,0.0
Vol_MA6 + ForeignDiffVolK,0.0,0.0
Vol_MA6 + ForeignSellVolK,0.0,0.0
Vol_MA6 + MA_60,0.0,0.0
Vol_MA6 + InvestmentTrustBuyVolK,0.0,0.0
Vol_MA6 + InvestmentTrustDiffVolK,0.0,0.0
Vol_MA6 + InvestmentTrustSellVolK,0.0,0.0
Vol_MA6 + TotalBuyVolK,0.0,0.0
Vol_MA6 + TotalDiffVolK,0.0,0.0
Vol_MA6 + TotalSellVolK,0.0,0.0
Vol_MA6 + ATR_20,0.0,0.0
Vol_MA6 + V_MA20,0.0,0.0
Vol_MA6 + Bias_Divergence,0.0,0.0
Vol_MA6 + DMA_Death_Cross,0.0,0.0
Vol_MA6 + Golden_Cross,0.0,0.0
Vol_MA6 + MA_Short,0.0,0.0
Vol_MA6 + MA_Long,0.0,0.0
Vol_MA6 + DMA,0.0,0.0
Vol_MA6 + AMA,0.0,0.0
Vol_MA6 + DMA_Golden_Cross,0.0,0.0
Vol_MA6 + DMA_Bullish,0.0,0.0
Vol_MA6 + Bias_Ratio,0.0,0.0
Vol_MA6 + DMA_Diff,0.0,0.0
