日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-09-22,2317,鴻海,250.0,241.21,2000,17580,3.64%
2026-09-22,4142,國光生,17.7,25.32,1000,-7620,-30.09%
2026-09-22,0050,元大台灣50,111.35,46.6,16000,1036000,138.95%
2026-09-22,0056,元大高股息,56.85,36.43,4000,81680,56.05%
2026-09-22,00635U,期元大S&P黃金,45.07,55.25,3000,-30540,-18.43%
2026-09-22,00738U,期元大道瓊白銀,52.45,66.26,1000,-13810,-20.84%
2026-09-22,00929,復華台灣科技優息,29.03,19.73,8000,74400,47.14%
2026-09-22,009816,凱基台灣TOP50,16.25,11.01,63000,330120,47.59%
2026-09-22,00990A,主動元大AI新經濟,15.42,11.48,5000,19700,34.32%
2026-09-22,2009,第一銅,39.5,50.56,4000,-44240,-21.88%
2026-09-22,2337,旺宏,120.0,95.28,2000,49440,25.94%
2026-09-22,2409,友達,33.35,16.21,2000,34280,105.74%
2026-09-22,3481,群創,50.4,25.1,4000,101200,100.80%
2026-09-22,3105,穩懋,490.5,556.47,300,-19791,-11.86%
2026-09-22,4966,譜瑞-KY,567.0,1921.64,1000,-1354640,-70.49%
2026-09-22,2327,國巨*,557.0,1030.0,1,-473,-45.92%
2026-09-22,00403A,主動統一升級50,10.33,10.68,26000,-9100,-3.28%
2026-09-22,00981A,主動統一台股增長,29.07,27.48,2000,3180,5.79%
2026-09-22,2330,台積電,2480.0,225.55,10,22544,999.53%
2026-09-22,6789,采鈺,458.5,593.5,400,-54000,-22.75%
2026-09-22,6849,奇鼎科技,180.0,266.4,280,-24192,-32.43%
2026-09-22,7853,政美應用,380.5,409.29,280,-8061,-7.03%
2026-09-22,3576,聯合再生,17.7,18.15,5000,-2250,-2.48%
2026-09-22,1721,三晃,24.2,27.88,3000,-11050,-13.21%
2026-09-22,8215,明基材,30.05,31.6,200,-310,-4.91%
2026-09-22,00405A,主動富邦台灣龍耀,8.97,9.34,11000,-4070,-3.96%
2026-09-22,5498,凱崴,52.4,69.61,188,-3235,-24.72%
2026-09-22,1301,台塑,65.2,50.5,100,1470,29.11%
2026-09-22,6498,久禾光,68.3,67.3,12,12,1.49%
2026-09-22,009821,野村稀土關鍵資源,14.15,17.3,12000,-37800,-18.21%
