advice,om,expansion,date,name,gm,prev_eps_yoy,est_price,symbol,status,prev_year,rev_yoy,prev_eps,prev_rev_yoy,eps,pe,eps_yoy,price
⚪ 中性觀察,N/A,-292.19,2026-03,八貫,N/A,-8.97,215.85,1342.TW,⚠️ 獲利稀釋,2025,308.39,5.62,13.91,2.08,6.984016678248785,16.2,100.5
⚪ 中性觀察,10.88%,-292.40999999999997,2026-03,竣邦-KY,27.73%,52.37,200.70000000000002,4442.TWO,📉 獲利侵蝕,2025,265.83,5.23,29.61,1.17,4.005978959200299,-26.58,53.5999984741
⚪ 中性觀察,N/A,-292.69,2026-03,安勤,N/A,-5.85,251.85,3479.TWO,⚠️ 獲利稀釋,2025,310.78,6.45,11.55,2.22,7.71292435973794,18.09,129.5
⚪ 數據不足,-30.10%,-292.96000000000004,2026-03,夏都,27.13%,-2550.0,-19.5,2722.TW,📉 獲利侵蝕,2025,269.43,-0.49,-9.87,-0.21,0.0,-23.53,21.2000007629
⚪ 中性觀察,N/A,-293.42,2026-03,台林,N/A,-36.28,50.699999999999996,5353.TWO,📉 獲利侵蝕,2025,285.87,1.38,-1.77,0.5,8.284023668639053,-7.55,28.0
⚪ 數據不足,N/A,-293.47,2026-03,松崗,N/A,-428.57,-60.44999999999999,6240.TWO,📉 獲利侵蝕,2025,270.61,-1.15,-1.12,-0.43,0.0,-22.86,24.2000007629
⚪ 中性觀察,N/A,-294.70000000000005,2026-03,關中,N/A,-77.08,51.45,8941.TWO,📉 獲利侵蝕,2025,280.23,1.16,-5.35,1.36,12.82798833819242,-14.47,44.0
⚪ 中性觀察,N/A,-294.88,2026-03,世紀*,N/A,-69.48,152.7,5314.TWO,📉 獲利侵蝕,2025,242.32,5.56,373.32,0.37,2.568762241502947,-52.56,26.1499996185
❌ 暫避觀望,N/A,-295.02,2026-03,寶一,N/A,-63.09,16.35,8222.TW,⚠️ 獲利稀釋,2025,314.37,0.55,16.61,0.37,32.3394495412844,19.35,35.25
⚪ 中性觀察,N/A,-295.08,2026-03,佳邦,N/A,-34.8,140.85000000000002,6284.TWO,📉 獲利侵蝕,2025,224.56,4.36,3.44,0.51,8.051118048359957,-70.52,75.5999984741
⚪ 數據不足,N/A,-295.26,2026-03,立凱-KY,N/A,104.91,-4.199999999999994,5227.TWO,📉 獲利侵蝕,2025,120.26,0.17,-32.24,-1.43,0.0,-175.0,30.8500003815
⚪ 中性觀察,N/A,-295.66,2026-03,合機,N/A,13.48,169.35,1618.TW,⚠️ 獲利稀釋,2025,323.3,4.21,3.01,1.57,3.47209927040744,27.64,39.2000007629
❌ 暫避觀望,2.96%,-296.05999999999995,2026-03,吉茂,18.05%,188.1,10.799999999999999,1587.TW,⚠️ 獲利稀釋,2025,596.06,0.37,23.11,0.04,32.986111111111114,300.0,23.75
⚪ 中性觀察,N/A,-296.59999999999997,2026-03,鴻呈,N/A,-2.92,167.7,6913.TWO,⚠️ 獲利稀釋,2025,336.78,4.34,21.66,1.58,11.538461538461538,40.18,129.0
⚪ 中性觀察,7.42%,-297.86,2026-03,漢平,19.83%,-12.98,163.65,2488.TW,⚠️ 獲利稀釋,2025,307.38,4.56,-9.29,0.92,4.50045815527956,9.52,49.0999984741
❌ 暫避觀望,N/A,-299.69,2026-03,立誠,N/A,-48.7,60.44999999999999,6597.TWO,📉 獲利侵蝕,2025,163.62,2.51,-11.79,-0.45,17.12158808933003,-136.07,69.0
⚪ 中性觀察,12.74%,-299.92999999999995,2026-03,富林-KY,23.43%,-30.65,137.7,1341.TW,⚠️ 獲利稀釋,2025,329.53,3.71,-7.95,1.62,6.5359477124183005,29.6,60.0
⚪ 中性觀察,N/A,-300.07,2026-03,崧騰,N/A,3.41,155.39999999999998,3484.TWO,📉 獲利侵蝕,2025,265.7,4.27,6.42,0.63,4.3967180730791515,-34.37,45.5499992371
❌ 暫避觀望,N/A,-300.11,2026-03,南良,N/A,-80.53,4.050000000000001,5450.TWO,📉 獲利侵蝕,2025,277.89,0.22,-8.96,0.07,55.00000141296296,-22.22,14.8500003815
⚪ 中性觀察,N/A,-300.19,2026-03,福興,N/A,-26.71,98.39999999999999,9924.TW,📉 獲利侵蝕,2025,251.13,3.08,-8.15,0.54,5.762195005655489,-49.06,37.7999992371
⚪ 中性觀察,N/A,-300.4,2026-03,德記,N/A,6.16,85.35000000000001,5902.TWO,📉 獲利侵蝕,2025,285.59,2.24,2.91,0.46,6.03690658595782,-14.81,34.3499984741
⚪ 數據不足,-8.96%,-300.77,2026-03,環天科,23.89%,-6600.0,-57.15,3499.TWO,📉 獲利侵蝕,2025,241.39,-1.3,-18.27,-0.51,0.0,-59.38,13.3999996185
⚪ 中性觀察,9.96%,-301.15,2026-03,長榮航太,14.11%,11.43,216.15,2645.TW,⚠️ 獲利稀釋,2025,374.3,5.46,11.63,2.58,11.970853573907009,73.15,172.5
⚪ 數據不足,N/A,-301.24,2026-03,全坤建,N/A,-480.95,-36.75,2509.TW,📉 獲利侵蝕,2025,291.48,-0.8,-81.41,-0.45,0.0,-9.76,14.5500001907
⚪ 中性觀察,N/A,-301.33,2026-03,大樹,N/A,-22.33,154.2,6469.TWO,📉 獲利侵蝕,2025,269.93,4.01,9.39,0.83,6.2548641100972775,-31.4,64.3000030518
❌ 暫避觀望,N/A,-302.19,2026-03,新門,N/A,69.12,61.800000000000004,5432.TWO,⚠️ 獲利稀釋,2025,370.94,2.3,6.1,0.27,37.25728155339806,68.75,153.5
⚪ 中性觀察,N/A,-302.93,2026-03,崴寶,N/A,41.2,631.05,7744.TWO,⚠️ 獲利稀釋,2025,344.68,16.28,59.94,5.66,12.693130496791062,41.75,534.0
⚪ 數據不足,N/A,-303.34000000000003,2026-03,邑錡,N/A,-93.2,-6.15,7402.TWO,📉 獲利侵蝕,2025,108.1,0.1,2.56,-0.4,0.0,-195.24,100.0
⚪ 中性觀察,N/A,-303.46999999999997,2026-03,復盛應用,N/A,-18.94,825.45,6670.TW,📉 獲利侵蝕,2025,283.01,22.45,5.01,6.96,4.9245865891332,-20.46,271.0
❌ 暫避觀望,27.31%,-303.88,2026-03,精材,32.82%,-18.86,165.0,3374.TWO,⚠️ 獲利稀釋,2025,316.58,4.99,2.53,1.42,44.27272727272727,12.7,487.0
❌ 暫避觀望,7.20%,-303.89,2026-03,光頡,23.30%,-9.71,65.1,3624.TWO,⚠️ 獲利稀釋,2025,342.78,1.86,3.65,0.75,28.110599078341014,38.89,122.0
⚪ 數據不足,N/A,-303.95,2026-03,威力暘-創,N/A,-337.5,-24.15,6988.TW,📉 獲利侵蝕,2025,153.95,-1.13,-10.48,-0.05,0.0,-150.0,11.8999996185
❌ 暫避觀望,3.31%,-304.39,2026-03,巧新,18.31%,-56.6,71.55000000000001,1563.TW,📉 獲利侵蝕,2025,243.32,1.42,-6.64,0.6,15.178197384884694,-61.07,72.4000015259
⚪ 數據不足,-7.17%,-304.86,2026-03,敦泰,20.78%,-270.99,-28.650000000000006,3545.TW,🔄 轉虧為盈,2025,207.42,-4.64,-17.79,0.02,0.0,-97.44,52.0
⚪ 中性觀察,N/A,-305.17,2026-03,寶綠特-KY,N/A,-40.21,131.7,6887.TW,📉 獲利侵蝕,2025,163.56,4.58,-12.03,-0.62,4.4419134396355355,-141.61,39.0
⚪ 中性觀察,19.26%,-305.45,2026-03,台星科,25.97%,-12.04,197.55,3265.TWO,⚠️ 獲利稀釋,2025,319.74,5.48,11.55,1.76,14.388762338648442,14.29,189.5
⚪ 數據不足,9.68%,-306.64,2026-03,興采,22.41%,46.48,-13.649999999999997,4433.TWO,📉 獲利侵蝕,2025,253.31,1.06,12.09,0.14,0.0,-53.33,18.5
⚪ 中性觀察,N/A,-307.01,2026-03,力泰,N/A,10.9,384.6,5520.TWO,⚠️ 獲利稀釋,2025,310.34,9.97,2.6,2.48,3.2020280216107646,3.33,82.0999984741
⚪ 中性觀察,24.28%,-308.06,2026-03,國巨*,37.30%,-69.45,662.1,2327.TW,📉 獲利侵蝕,2025,244.27,11.51,9.26,3.9,12.936112369732669,-63.79,571.0
⚪ 中性觀察,2.92%,-308.22,2026-03,華晶科,23.91%,18.27,46.349999999999994,3059.TW,📉 獲利侵蝕,2025,308.22,1.24,20.59,0.26,12.249190444692557,0.0,37.8499984741
⚪ 中性觀察,N/A,-309.15,2026-03,精誠,N/A,9.74,289.65000000000003,6214.TW,⚠️ 獲利稀釋,2025,473.15,7.91,12.89,2.64,9.865354738477471,164.0,190.5
⚪ 中性觀察,8.89%,-310.42,2026-03,眾福科,25.14%,-6.99,94.65,3168.TW,⚠️ 獲利稀釋,2025,317.56,2.61,0.46,0.6,6.711568696370839,7.14,42.3499984741
⚪ 中性觀察,N/A,-310.99,2026-03,晉泰,N/A,-33.33,92.85,6221.TWO,📉 獲利侵蝕,2025,255.86,2.35,2.45,0.35,4.935379521340873,-55.13,30.5499992371
⚪ 中性觀察,4.10%,-311.83000000000004,2026-03,佳格,23.19%,-30.16,49.65,1227.TW,⚠️ 獲利稀釋,2025,345.16,1.33,-3.8,0.52,8.519637692719034,33.33,28.2000007629
❌ 暫避觀望,N/A,-311.92,2026-03,信昌電,N/A,11.72,112.64999999999999,6173.TWO,⚠️ 獲利稀釋,2025,381.92,3.26,8.9,1.19,40.34620505992011,70.0,303.0
❌ 暫避觀望,N/A,-312.87,2026-03,弘凱,N/A,-79.59,13.35,5244.TW,📉 獲利侵蝕,2025,101.24,0.51,-1.9,-0.48,40.168539325842694,-211.63,35.75
⚪ 數據不足,-1.86%,-315.06,2026-03,上曜,30.65%,35.21,-30.449999999999996,1316.TW,⚠️ 獲利稀釋,2025,356.44,-0.52,195.34,-0.19,0.0,41.38,10.5500001907
⚪ 中性觀察,0.74%,-315.13,2026-03,六方科-KY,15.14%,-47.66,169.65,4569.TW,⚠️ 獲利稀釋,2025,344.16,4.13,25.19,3.22,13.704686118479222,29.03,155.0
❌ 暫避觀望,N/A,-315.78,2026-03,惠光,N/A,-74.77,15.450000000000001,6508.TWO,📉 獲利侵蝕,2025,303.58,0.27,-4.08,0.36,28.155339805825243,-12.2,29.0
⚪ 中性觀察,6.75%,-316.37,2026-03,正新,22.84%,-39.27,60.44999999999999,2105.TW,⚠️ 獲利稀釋,2025,343.04,1.5,-5.68,0.57,7.444168734491316,26.67,30.0
⚪ 數據不足,-2.51%,-316.44000000000005,2026-03,艾笛森,21.48%,-132.32,0.0,3591.TW,🔄 轉虧為盈,2025,338.66,-0.34,-9.81,0.12,0.0,22.22,0.0
⚪ 中性觀察,N/A,-318.08,2026-03,榮剛,N/A,-50.0,75.0,5009.TWO,📉 獲利侵蝕,2025,293.89,2.2,-10.14,0.5,6.4199996948199995,-24.19,32.0999984741
⚪ 中性觀察,N/A,-318.43,2026-03,永道-KY,N/A,-73.47,129.75,6863.TW,📉 獲利侵蝕,2025,242.64,3.0,-14.3,0.61,11.283236817815029,-75.79,97.5999984741
⚪ 數據不足,N/A,-318.53999999999996,2026-03,光麗-KY,N/A,17.15,-73.94999999999999,6431.TW,📉 獲利侵蝕,2025,313.28,-2.07,-1.12,-0.4,0.0,-5.26,17.3999996185
⚪ 數據不足,N/A,-318.9,2026-03,成信實業*-創,N/A,95.65,-9.3,6969.TW,📉 獲利侵蝕,2025,168.9,-0.09,79.86,-0.05,0.0,-150.0,32.25
⚪ 數據不足,N/A,-318.90999999999997,2026-03,共信-KY,N/A,-38.46,-30.450000000000003,6617.TWO,📉 獲利侵蝕,2025,74.47,-0.92,13.75,-0.32,0.0,-244.44,141.0
⚪ 數據不足,N/A,-319.8,2026-03,雷笛克光學,N/A,-338.6,-60.6,5230.TWO,⚠️ 獲利稀釋,2025,364.7,-1.35,-14.66,-0.28,0.0,44.9,21.75
⚪ 數據不足,N/A,-320.69,2026-03,華祺,N/A,-97.61,-13.799999999999999,5015.TWO,📉 獲利侵蝕,2025,271.71,0.06,-4.99,0.25,0.0,-48.98,21.3500003815
⚪ 中性觀察,9.15%,-321.18,2026-03,信邦,23.64%,-11.43,505.34999999999997,3023.TW,📉 獲利侵蝕,2025,314.69,13.02,-6.24,3.6,9.513208667260315,-6.49,320.5
⚪ 中性觀察,14.20%,-321.40999999999997,2026-03,臺慶科,28.44%,30.29,388.79999999999995,3357.TWO,⚠️ 獲利稀釋,2025,334.59,10.26,20.3,2.51,8.121141975308642,13.18,210.5
❌ 暫避觀望,24.30%,-322.13,2026-03,金像電,33.66%,64.8,705.45,2368.TW,⚠️ 獲利稀釋,2025,411.46,19.47,54.05,6.87,22.113544546034447,89.33,1040.0
⚪ 中性觀察,0.16%,-323.06,2026-03,全台,20.87%,-50.0,38.550000000000004,3038.TW,📉 獲利侵蝕,2025,292.45,1.1,-16.5,0.37,7.879377431906614,-30.61,20.25
❌ 暫避觀望,4.03%,-323.71000000000004,2026-03,健椿,19.95%,-79.88,19.650000000000002,4561.TWO,📉 獲利侵蝕,2025,316.3,0.66,-22.51,0.25,31.75572402603053,-7.41,41.5999984741
⚪ 中性觀察,5.11%,-324.37,2026-03,信錦,21.08%,-51.27,130.05,1582.TW,📉 獲利侵蝕,2025,257.7,3.45,-7.71,0.35,8.14302173865052,-66.67,70.5999984741
⚪ 中性觀察,12.75%,-324.52,2026-03,錩新,25.38%,58.77,63.6,2415.TW,⚠️ 獲利稀釋,2025,366.19,1.81,3.4,0.35,6.367924528301886,41.67,27.0
⚪ 中性觀察,N/A,-327.45000000000005,2026-03,大台北,N/A,0.6,64.64999999999999,9908.TW,⚠️ 獲利稀釋,2025,345.97,1.72,1.69,0.33,6.728538283062646,18.52,29.0
⚪ 中性觀察,N/A,-327.51,2026-03,昇佳電子,N/A,-43.71,242.10000000000002,6732.TWO,⚠️ 獲利稀釋,2025,333.31,6.22,-7.67,2.19,9.293680297397769,5.8,150.0
⚪ 中性觀察,-1.87%,-328.4,2026-03,友通,25.36%,-28.03,113.25000000000001,2397.TW,📉 獲利侵蝕,2025,310.12,2.49,14.61,0.76,8.278145695364238,-18.28,62.5
⚪ 中性觀察,10.08%,-328.71999999999997,2026-03,怡利電,25.76%,-21.36,78.75,2497.TW,⚠️ 獲利稀釋,2025,331.39,2.37,-3.38,0.8,8.285714285714286,2.67,43.5
⚪ 中性觀察,4.56%,-329.09,2026-03,凌群,24.39%,1.96,115.50000000000001,2453.TW,⚠️ 獲利稀釋,2025,330.21,3.12,7.21,0.9,7.012987012987012,1.12,54.0
⚪ 中性觀察,N/A,-330.46999999999997,2026-03,汎瑋材料,N/A,26.43,140.85000000000002,6967.TWO,⚠️ 獲利稀釋,2025,397.14,4.02,5.45,1.07,7.060703200404686,66.67,66.3000030518
❌ 暫避觀望,8.56%,-330.52999999999986,2026-03,康普,14.91%,9.15,51.45,4739.TW,⚠️ 獲利稀釋,2025,1078.36,1.56,51.17,1.51,23.294461086268218,747.83,79.9000015259
❌ 暫避觀望,N/A,-330.84,2026-03,鉅橡,N/A,15.38,45.3,8074.TWO,⚠️ 獲利稀釋,2025,447.51,1.35,4.4,0.52,17.11920555062914,116.67,51.7000007629
❌ 暫避觀望,14.09%,-331.19,2026-03,晶相光,31.94%,230.83,35.550000000000004,3530.TW,⚠️ 獲利稀釋,2025,506.19,1.74,6.6,0.44,24.599155796244727,175.0,58.2999992371
⚪ 數據不足,N/A,-331.56,2026-03,尚茂,N/A,-78.9,-75.75,8291.TWO,📉 獲利侵蝕,2025,125.31,-1.95,-71.56,-0.49,0.0,-206.25,29.4500007629
⚪ 中性觀察,N/A,-331.65,2026-03,久元,N/A,4.19,136.35,6261.TWO,📉 獲利侵蝕,2025,324.12,4.23,5.64,0.85,8.789879155764575,-7.53,79.9000015259
❌ 暫避觀望,15.45%,-332.42,2026-03,新盛力,26.27%,26.02,104.99999999999999,4931.TWO,⚠️ 獲利稀釋,2025,339.67,3.13,22.86,1.48,34.35714285714286,7.25,240.5
⚪ 中性觀察,8.66%,-333.13,2026-03,新纖,22.79%,13.33,40.95,1409.TW,⚠️ 獲利稀釋,2025,389.13,1.19,-14.65,0.39,8.827838967582418,56.0,24.1000003815
❌ 暫避觀望,-5.47%,-333.35,2026-03,健亞,34.00%,-56.52,4.500000000000001,4130.TWO,📉 獲利侵蝕,2025,133.35,0.1,-3.61,-0.09,89.000002543,-200.0,26.7000007629
⚪ 中性觀察,N/A,-333.83,2026-03,科嘉-KY,N/A,-45.45,62.85000000000001,5215.TW,⚠️ 獲利稀釋,2025,418.94,2.04,-4.56,0.87,9.069212410501192,85.11,38.0
⚪ 中性觀察,N/A,-334.14,2026-03,大中,N/A,56.88,342.3,6435.TWO,⚠️ 獲利稀釋,2025,390.31,9.52,25.24,3.67,10.780017528483786,56.17,246.0
⚪ 數據不足,N/A,-334.65999999999997,2026-03,易發,N/A,-348.39,-90.45,6425.TWO,🔄 轉虧為盈,2025,458.27,-1.61,-16.91,0.17,0.0,123.61,72.6999969482
⚪ 數據不足,4.80%,-335.88,2026-03,先益,22.74%,-77.78,-10.5,3531.TWO,📉 獲利侵蝕,2025,320.5,0.3,-18.09,0.33,0.0,-15.38,21.2000007629
⚪ 中性觀察,N/A,-336.1,2026-03,嘉彰,N/A,-26.62,94.19999999999999,4942.TW,📉 獲利侵蝕,2025,321.35,3.06,7.48,0.52,4.984076311640128,-14.75,31.2999992371
❌ 暫避觀望,N/A,-336.15,2026-03,新漢,N/A,-35.0,10.2,8234.TWO,📉 獲利侵蝕,2025,158.96,0.39,5.19,-0.44,89.85293893250001,-177.19,61.0999984741
⚪ 數據不足,N/A,-336.41,2026-03,正能量智能,N/A,-109.86,-53.4,5348.TWO,⚠️ 獲利稀釋,2025,378.91,-1.49,-3.8,-0.23,0.0,42.5,16.5499992371
⚪ 中性觀察,N/A,-337.78999999999996,2026-03,弘帆,N/A,-67.55,59.1,8433.TWO,📉 獲利侵蝕,2025,319.83,3.17,-3.48,1.37,13.451776649746193,-17.96,53.0
❌ 暫避觀望,N/A,-338.04,2026-03,睿生光電,N/A,4.08,154.20000000000002,6861.TW,⚠️ 獲利稀釋,2025,443.87,3.84,15.29,2.12,25.972762645914393,105.83,267.0
⚪ 數據不足,-2.95%,-338.47,2026-03,程泰,19.66%,-142.57,-285.45000000000005,1583.TW,🔄 轉虧為盈,2025,440.91,-4.83,-12.11,0.18,0.0,102.44,46.4000015259
⚪ 數據不足,N/A,-338.64,2026-03,欣普羅,N/A,50.0,-28.5,6560.TWO,🔄 轉虧為盈,2025,423.64,-0.16,123.75,0.37,0.0,85.0,33.0999984741
⚪ 中性觀察,N/A,-339.59000000000003,2026-03,捷敏-KY,N/A,14.17,216.14999999999998,6525.TW,⚠️ 獲利稀釋,2025,353.67,5.88,14.03,1.62,9.229701596113811,14.08,133.0
⚪ 中性觀察,6.47%,-339.99,2026-03,東元,23.29%,-18.15,92.10000000000001,1504.TW,📉 獲利侵蝕,2025,332.58,2.42,6.99,0.51,11.17263818796417,-7.41,68.5999984741
⚪ 中性觀察,N/A,-340.70000000000005,2026-03,美隆電,N/A,12.0,65.1,2477.TW,📉 獲利侵蝕,2025,305.41,1.68,-5.34,0.11,5.345622295599078,-35.29,23.2000007629
⚪ 數據不足,-18.26%,-341.05,2026-03,永昕,1.76%,4.42,-88.94999999999999,4726.TWO,⚠️ 獲利稀釋,2025,350.73,-2.17,8.23,-0.56,0.0,9.68,22.6499996185
❌ 暫避觀望,N/A,-341.15999999999997,2026-03,力麒,N/A,-11.76,4.65,5512.TWO,📉 獲利侵蝕,2025,312.59,0.16,17.58,0.05,24.741935729999994,-28.57,7.6700000763
⚪ 中性觀察,N/A,-341.82,2026-03,寶成,N/A,-24.63,144.6,9904.TW,📉 獲利侵蝕,2025,304.12,4.1,-4.71,0.76,2.5518672594917016,-37.7,24.6000003815
⚪ 數據不足,N/A,-341.91,2026-03,M31,N/A,-44.41,-10.35,6643.TWO,🌑 雙重衰退,2025,-9.15,1.69,20.34,-1.18,0.0,-351.06,489.5
⚪ 中性觀察,16.53%,-342.0,2026-03,長榮航,22.90%,-9.87,182.10000000000002,2618.TW,⚠️ 獲利稀釋,2025,381.09,4.84,-0.31,1.53,3.500823723228995,39.09,42.5
⚪ 中性觀察,N/A,-342.15,2026-03,立敦,N/A,-14.74,99.14999999999999,6175.TWO,⚠️ 獲利稀釋,2025,343.52,2.68,-1.38,0.74,10.590015128593041,1.37,70.0
⚪ 數據不足,19.39%,-342.27,2026-03,鉅祥,32.99%,-15.98,0.0,2476.TW,⚠️ 獲利稀釋,2025,349.82,4.36,12.66,1.14,0.0,7.55,0.0
⚪ 中性觀察,-5.65%,-342.89,2026-03,中環,23.42%,685.19,16.200000000000003,2323.TW,⚠️ 獲利稀釋,2025,402.3,1.58,-3.39,-0.41,10.046296649537036,59.41,10.8500003815
⚪ 數據不足,-5.18%,-343.62,2026-03,永光,17.63%,-147.73,-5.3999999999999995,1711.TW,🔄 轉虧為盈,2025,372.19,-0.21,-7.34,0.09,0.0,28.57,38.7000007629
⚪ 中性觀察,N/A,-343.79,2026-03,宏全,N/A,-5.01,354.0,9939.TW,📉 獲利侵蝕,2025,340.36,9.1,1.65,2.25,5.317796610169491,-3.43,125.5
⚪ 中性觀察,12.50%,-345.14,2026-03,湧德,30.92%,19.61,284.7,3689.TWO,📉 獲利侵蝕,2025,337.45,7.55,20.51,2.04,5.690200210748156,-7.69,108.0
⚪ 數據不足,N/A,-345.26,2026-03,普誠,N/A,-9.0,-44.85,6129.TWO,⚠️ 獲利稀釋,2025,409.09,-1.09,-2.06,-0.17,0.0,63.83,15.1000003815
⚪ 中性觀察,10.72%,-346.63,2026-03,三福化,22.24%,-9.76,128.1,4755.TW,📉 獲利侵蝕,2025,338.45,3.7,-9.17,1.01,13.466042154566747,-8.18,115.0
❌ 暫避觀望,N/A,-346.71000000000004,2026-03,榮田,N/A,-52.99,63.0,7709.TWO,📉 獲利侵蝕,2025,293.55,2.48,-31.16,0.37,20.71428571428571,-53.16,87.0
⚪ 中性觀察,N/A,-347.21,2026-03,美利達,N/A,271.37,189.45000000000002,9914.TW,📉 獲利侵蝕,2025,325.07,4.01,-9.71,1.09,5.281076559635787,-22.14,66.6999969482
⚪ 中性觀察,9.66%,-347.43,2026-03,揚秦,27.43%,8.73,243.15,2755.TWO,📉 獲利侵蝕,2025,345.63,6.44,20.09,1.65,6.138186304750154,-1.8,99.5
⚪ 中性觀察,N/A,-347.71999999999997,2026-03,大世科,N/A,9.52,86.39999999999999,8099.TWO,⚠️ 獲利稀釋,2025,423.28,2.53,27.49,0.79,10.520833068420139,75.56,60.5999984741
⚪ 中性觀察,15.06%,-347.81,2026-03,冠德,23.17%,-74.55,91.79999999999998,2520.TW,📉 獲利侵蝕,2025,312.37,2.61,-20.24,0.52,6.086601307189543,-35.44,37.25
⚪ 中性觀察,N/A,-348.15,2026-03,迅得,N/A,-29.85,216.75,6438.TW,⚠️ 獲利稀釋,2025,367.88,5.24,26.29,1.76,10.553633217993081,19.73,152.5
⚪ 中性觀察,11.86%,-348.83,2026-03,智伸科,23.25%,-27.14,205.05,4551.TW,⚠️ 獲利稀釋,2025,379.26,6.04,1.71,2.7,11.485003657644475,30.43,157.0
⚪ 中性觀察,10.67%,-349.53999999999996,2026-03,敦陽科,24.08%,6.67,310.95,2480.TW,⚠️ 獲利稀釋,2025,366.95,8.0,11.38,2.63,7.838880849011095,17.41,162.5
⚪ 中性觀察,14.07%,-349.59,2026-03,大成鋼,25.55%,77.93,108.3,2027.TW,⚠️ 獲利稀釋,2025,426.15,2.88,12.63,1.17,6.440443213296399,76.56,46.5
⚪ 數據不足,N/A,-350.82,2026-03,無敵,N/A,60.23,-16.950000000000003,8201.TW,📉 獲利侵蝕,2025,340.82,-0.35,1.42,-0.11,0.0,-10.0,12.3000001907
⚪ 中性觀察,N/A,-351.45,2026-03,環泥,N/A,18.52,86.25,1104.TW,📉 獲利侵蝕,2025,349.07,2.56,-0.42,0.41,4.626087022869565,-2.38,26.6000003815
❌ 暫避觀望,N/A,-351.84,2026-03,系統電,N/A,-57.38,8.100000000000001,5309.TWO,📉 獲利侵蝕,2025,318.51,0.27,9.13,0.09,95.92592451314815,-33.33,51.7999992371
⚪ 中性觀察,N/A,-352.17999999999995,2026-03,宜新實業,N/A,-35.23,38.1,4440.TW,⚠️ 獲利稀釋,2025,1180.75,1.14,-4.85,0.51,6.929134008464566,828.57,17.6000003815
⚪ 中性觀察,N/A,-352.58,2026-03,匯僑設計,N/A,-46.72,99.3,6754.TW,📉 獲利侵蝕,2025,293.96,3.41,-30.87,0.12,6.314199280528701,-58.62,41.7999992371
❌ 暫避觀望,19.80%,-352.75,2026-03,台光電,28.58%,47.96,1617.45,2383.TW,⚠️ 獲利稀釋,2025,401.75,41.67,46.42,14.9,45.070945006028005,49.0,4860.0
❌ 暫避觀望,N/A,-353.52,2026-03,安鈦克,N/A,142.59,16.35,6276.TWO,📉 獲利侵蝕,2025,155.69,0.92,20.19,-0.9,17.84403739715596,-197.83,19.4500007629
⚪ 中性觀察,N/A,-353.81000000000006,2026-03,峰源-KY,N/A,-47.18,174.14999999999998,6807.TW,📉 獲利侵蝕,2025,286.97,4.69,-14.72,0.63,2.7950043723428077,-66.84,32.4500007629
⚪ 中性觀察,11.87%,-354.47999999999996,2026-03,京鼎,23.90%,-12.83,780.75,3413.TW,📉 獲利侵蝕,2025,318.21,21.44,26.66,4.28,5.4370797310278585,-36.27,283.0
⚪ 中性觀察,N/A,-354.85999999999996,2026-03,大汽電,N/A,-19.4,82.94999999999999,8931.TWO,📉 獲利侵蝕,2025,306.21,1.87,-1.74,0.38,7.784809988625679,-48.65,43.0499992371
❌ 暫避觀望,1.57%,-354.98,2026-03,合勤控,30.58%,10.87,41.1,3704.TW,📉 獲利侵蝕,2025,296.16,1.56,-2.6,0.29,15.07299242229927,-58.82,41.2999992371
⚪ 數據不足,-13.38%,-355.28999999999996,2026-03,川寶,26.86%,-3800.0,-88.5,1595.TWO,📉 獲利侵蝕,2025,237.64,-1.95,-21.77,-0.74,0.0,-117.65,74.5999984741
❌ 暫避觀望,N/A,-355.85,2026-03,和椿,N/A,-1.42,77.10000000000001,6215.TW,⚠️ 獲利稀釋,2025,572.52,2.08,50.12,1.14,18.968871595330736,216.67,97.5
❌ 暫避觀望,1.48%,-356.64,2026-03,建大,20.30%,-90.0,4.35,2106.TW,⚠️ 獲利稀釋,2025,428.07,0.13,-0.7,0.12,56.72414056172414,71.43,16.4500007629
⚪ 中性觀察,7.03%,-357.75,2026-03,士電,17.20%,7.92,278.55,1503.TW,⚠️ 獲利稀釋,2025,376.47,6.27,6.01,2.79,10.608508346795908,18.72,197.0
❌ 暫避觀望,N/A,-357.90000000000003,2026-03,萬年清,N/A,-52.17,2.5500000000000003,6624.TWO,⚠️ 獲利稀釋,2025,529.33,0.36,-10.21,0.05,221.1764616123529,171.43,37.5999984741
⚪ 數據不足,N/A,-359.76,2026-03,攸泰科技,N/A,6.41,-11.1,6928.TW,📉 獲利侵蝕,2025,242.37,-0.73,-2.54,-0.04,0.0,-117.39,46.0
❌ 暫避觀望,N/A,-360.16,2026-03,紅木-KY,N/A,-63.22,3.300000000000003,8426.TWO,⚠️ 獲利稀釋,2025,395.54,1.85,-5.62,-0.42,93.63636537045446,35.38,20.6000003815
⚪ 中性觀察,5.60%,-360.24,2026-03,維熹,18.84%,-50.98,115.95,3501.TW,📉 獲利侵蝕,2025,271.35,3.0,-6.46,0.15,4.922380237658474,-88.89,38.0499992371
⚪ 中性觀察,9.93%,-360.24,2026-03,廣隆,18.72%,-32.28,292.8,1537.TW,📉 獲利侵蝕,2025,346.01,7.95,-18.5,2.11,5.891393442622951,-14.23,115.0
