
📅 投資日報表: 2026-09-22
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 251.50   | 252.00   | 249.00   | 250.00   | 16,241,779   | 241.21      | 2000     | ▲17,580   |   +3.64%
4142     | 國光生        | 17.75    | 17.80    | 17.55    | 17.70    | 356,002      | 25.32       | 1000     | ▼7,620    |  -30.09%
0050     | 元大台灣50     | 109.90   | 111.45   | 109.85   | 111.35   | 114,373,545  | 46.60       | 16000    | ▲1,036,000 | +138.95%
0056     | 元大高股息      | 57.00    | 57.10    | 56.35    | 56.85    | 18,541,381   | 36.43       | 4000     | ▲81,680   |  +56.05%
00635U   | 期元大S&P黃金   | 44.97    | 45.09    | 44.73    | 45.07    | 2,568,515    | 55.25       | 3000     | ▼30,540   |  -18.43%
00738U   | 期元大道瓊白銀    | 52.90    | 53.15    | 52.40    | 52.45    | 1,320,371    | 66.26       | 1000     | ▼13,810   |  -20.84%
00929    | 復華台灣科技優息   | 28.82    | 29.07    | 28.77    | 29.03    | 34,738,374   | 19.73       | 8000     | ▲74,400   |  +47.14%
009816   | 凱基台灣TOP50  | 16.23    | 16.27    | 16.10    | 16.25    | 110,975,240  | 11.01       | 63000    | ▲330,120  |  +47.59%
00990A   | 主動元大AI新經濟  | 15.31    | 15.50    | 15.31    | 15.42    | 10,558,875   | 11.48       | 5000     | ▲19,700   |  +34.32%
2009     | 第一銅        | 39.75    | 39.95    | 39.15    | 39.50    | 946,635      | 50.56       | 4000     | ▼44,240   |  -21.88%
2337     | 旺宏         | 123.50   | 124.50   | 119.50   | 120.00   | 25,793,216   | 95.28       | 2000     | ▲49,440   |  +25.94%
2409     | 友達         | 31.85    | 33.35    | 31.80    | 33.35    | 818,586,616  | 16.21       | 2000     | ▲34,280   | +105.74%
3481     | 群創         | 48.95    | 50.50    | 48.70    | 50.40    | 286,391,590  | 25.10       | 4000     | ▲101,200  | +100.80%
3105     | 穩懋         | 497.00   | 504.00   | 486.00   | 490.50   | 23,215,905   | 556.47      | 300      | ▼19,791   |  -11.86%
4966     | 譜瑞-KY      | 568.00   | 573.00   | 559.00   | 567.00   | 660,366      | 1921.64     | 1000     | ▼1,354,640 |  -70.49%
2327     | 國巨*        | 556.00   | 579.00   | 556.00   | 557.00   | 26,357,532   | 1030.00     | 1        | ▼473      |  -45.92%
00403A   | 主動統一升級50   | 10.23    | 10.34    | 10.20    | 10.33    | 315,170,380  | 10.68       | 26000    | ▼9,100    |   -3.28%
00981A   | 主動統一台股增長   | 28.68    | 29.07    | 28.68    | 29.07    | 143,678,572  | 27.48       | 2000     | ▲3,180    |   +5.79%
2330     | 台積電        | 2445.00  | 2485.00  | 2445.00  | 2480.00  | 14,553,960   | 225.55      | 10       | ▲22,544   | +999.53%
6789     | 采鈺         | 467.00   | 467.00   | 455.00   | 458.50   | 564,057      | 593.50      | 400      | ▼54,000   |  -22.75%
6849     | 奇鼎科技       | 188.00   | 189.00   | 178.50   | 180.00   | 270,573      | 266.40      | 280      | ▼24,192   |  -32.43%
7853     | 政美應用       | 370.00   | 392.50   | 365.50   | 380.50   | 803,270      | 409.29      | 280      | ▼8,061    |   -7.03%
3576     | 聯合再生       | 17.50    | 18.50    | 17.15    | 17.70    | 26,392,947   | 18.15       | 5000     | ▼2,250    |   -2.48%
1721     | 三晃         | 22.00    | 24.20    | 22.00    | 24.20    | 2,161,341    | 27.88       | 3000     | ▼11,050   |  -13.21%
8215     | 明基材        | 27.80    | 30.05    | 27.50    | 30.05    | 7,572,287    | 31.60       | 200      | ▼310      |   -4.91%
00405A   | 主動富邦台灣龍耀   | 8.95     | 9.02     | 8.83     | 8.97     | 81,015,486   | 9.34        | 11000    | ▼4,070    |   -3.96%
5498     | 凱崴         | 52.60    | 53.20    | 52.20    | 52.40    | 1,447,083    | 69.61       | 188      | ▼3,235    |  -24.72%
1301     | 台塑         | 65.10    | 66.00    | 64.70    | 65.20    | 12,500,236   | 50.50       | 100      | ▲1,470    |  +29.11%
6498     | 久禾光        | 66.80    | 68.50    | 66.80    | 68.30    | 123,150      | 67.30       | 12       | ▲12       |   +1.49%
009821   | 野村稀土關鍵資源   | 14.07    | 14.19    | 14.07    | 14.15    | 3,922,358    | 17.30       | 12000    | ▼37,800   |  -18.21%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,426,664    📊 未實現損益:        +146,424 (  +2.28%)
