代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
6120.TW,達運,13.15,196,0,-1,20260922,-125,0,0,N/A,9.58%,🚨 外資提款
6583.TWO,友松,11.05,0,0,0,20260921,0,0,0,N/A,0.00%,🚨 外資提款
8423.TWO,保綠-KY,18.0,-1,0,0,20260922,0,0,0,N/A,1.98%,🚨 外資提款
4304.TWO,勝昱,20.8,61,0,1,20260922,0,0,0,N/A,45.45%,🚨 外資提款
3308.TW,聯德,21.6,10,0,0,20260922,3,0,0,N/A,-1.59%,🚨 外資提款
3332.TWO,幸康,60.2,-2,0,0,20260922,0,0,0,N/A,-1.95%,🚨 外資提款
5520.TWO,力泰,82.1,0,0,0,20260922,0,0,0,N/A,0.37%,🚨 外資提款
00994A.TW,主動第一金台股優,17.11,9,0,2611,20260922,-5986,0,0,N/A,6.08%,🚨 外資提款
7819.TWO,精誠金融,34.35,-1,0,0,20260922,0,0,0,N/A,0.00%,🚨 外資提款
2454.TW,聯發科,5180.0,2886,-120,292,20260922,354,0,0,N/A,14.35%,🚨 外資提款
00989B.TWO,台新美國非投等債,9.93,0,0,-2682,20260922,1701,0,0,N/A,0.00%,🚨 外資提款
2816.TW,旺旺保,40.35,-261,0,4,20260922,103,0,0,N/A,1.77%,🚨 外資提款
6486.TWO,互動,81.6,9,0,0,20260922,14,0,0,N/A,0.62%,🚨 外資提款
2105.TW,正新,30.0,-2169,65,173,20260922,-1911,0,0,N/A,0.33%,🚨 外資提款
4106.TW,雃博,24.35,-2,0,1,20260922,10,0,0,N/A,-0.20%,🚨 外資提款
8110.TW,華東,48.95,-2917,0,305,20260922,672,0,0,N/A,16.83%,🚨 外資提款
6835.TW,圓裕,31.75,10,0,1,20260922,0,0,0,N/A,4.61%,🚨 外資提款
7783.TWO,佳運,90.2,0,0,0,20260922,0,0,0,N/A,-6.72%,🚨 外資提款
1232.TW,大統益,154.5,33,0,7,20260922,-12,0,0,N/A,0.32%,🚨 外資提款
6649.TWO,台生材,35.65,-1,0,0,20260922,4,0,0,N/A,0.42%,🚨 外資提款
2408.TW,南亞科,497.0,32233,3978,1101,20260922,-37576,0,0,N/A,0.91%,🚨 外資提款
6482.TWO,弘煜科,24.05,1,0,0,20260921,0,0,0,N/A,-2.83%,🚨 外資提款
6909.TW,創控,41.9,59,0,1,20260922,-584,0,0,N/A,0.48%,🚨 外資提款
6999.TWO,瀚醫生技,28.2,0,0,0,20260922,0,0,0,N/A,2.55%,🚨 外資提款
7724.TWO,諾亞克,14.45,0,0,0,20260922,0,0,0,N/A,0.00%,🚨 外資提款
4908.TWO,前鼎,222.5,-391,0,-47,20260922,4964,0,0,N/A,-7.48%,🚨 外資提款
1343.TWO,旭東環保,31.9,0,0,0,20260922,0,0,0,N/A,12.92%,🚨 外資提款
1594.TWO,日高,8.1,0,0,0,20260922,0,0,0,N/A,2.66%,🚨 外資提款
00690.TW,兆豐藍籌30,83.2,7,0,253,20260922,3,0,0,N/A,6.87%,🚨 外資提款
5706.TW,鳳凰,44.4,32,0,1,20260922,0,0,0,N/A,1.14%,🚨 外資提款
3062.TW,建漢,22.35,-104,0,13,20260922,82,0,0,N/A,7.45%,🚨 外資提款
3356.TW,奇偶,67.0,0,0,0,20260922,-127,0,0,N/A,-4.00%,🚨 外資提款
00927.TW,群益半導體收益,39.88,4165,0,4387,20260922,-11537,0,0,N/A,7.18%,🚨 外資提款
7516.TWO,清淨海,8.33,0,0,0,20260922,0,0,0,N/A,0.00%,🚨 外資提款
1235.TW,興泰,37.45,5,0,3,20260922,0,0,0,N/A,1.49%,🚨 外資提款
6177.TW,達麗,47.1,-296,71,-1,20260922,-75,0,0,N/A,0.86%,🚨 外資提款
6516.TWO,勤崴國際,57.5,-2,0,0,20260922,0,0,0,N/A,1.05%,🚨 外資提款
