代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,成交量,進度日期,上市櫃進度(註)
1260,富味鄉,30.23,29.7,3000,31.15,2998,31.15,29.70,30.17,31.15,32015,-,
1269,乾杯,56.67,55.8,2978,58.4,2988,58.40,55.80,56.72,58.40,34,-,
1271,晨暉生技,59.12,58.6,3000,59.5,1599,59.70,59.10,59.40,59.30,52533,-,
1293,利統,23.60,22.8,3000,23.6,3000,-,-,-,-,-,-,
1343,旭東環保,30.04,31.05,3000,31.9,2990,31.95,30.40,31.52,31.90,18063,-,
1480,東盟開發,7.53,7.36,5000,7.63,5000,7.50,7.40,7.47,7.50,15000,-,
1594,日高,7.79,7.76,3000,8.15,5000,8.10,7.76,7.76,8.10,2002,-,
2071,震南鐵,32.25,30.7,3000,32,5000,32.35,30.70,31.66,31.50,46241,-,
2245,詠勝昌*,23.58,22.75,6000,23.65,1950,23.65,23.65,23.65,23.65,1050,-,
2249,湧盛,88.25,89.6,3000,91,2999,93.00,88.10,90.56,91.00,146149,115/07/28,櫃買中心同意上櫃契約
2252,為昇科,29.73,29.1,5000,29.7,3000,31.70,27.65,29.46,29.10,314966,-,
2255,凱銳光電,17.42,17.65,5000,17.9,10000,18.15,17.30,17.71,17.90,64961,-,
2256,歐特明,72.75,73.7,1800,76.6,1995,77.00,72.50,74.93,76.60,134192,-,
2644,中信造船,76.22,75.4,2000,77.2,2988,78.10,75.40,76.76,77.20,24587,-,
2733,維格餅家,10.80,10.45,5000,10.85,4995,10.85,10.85,10.85,10.85,6,-,
2741,老四川,19.95,20,7000,20.6,3000,20.60,20.00,20.00,20.00,1004,-,
2758,路易莎咖啡,63.82,62.7,3000,64.8,3000,65.00,63.10,63.92,64.00,13663,-,
2760,巨宇翔,8.29,8,5000,8.27,5000,-,-,-,-,-,-,
2761,橘焱胡同,12.95,12.35,5000,12.6,9800,12.60,12.35,12.49,12.60,20421,-,
2940,歐都納,23.90,23.85,3000,24.1,6000,24.00,23.90,23.95,24.00,6000,-,
2942,京站,38.06,36.75,3000,37.9,2999,37.90,36.60,37.90,37.90,357,-,
3097,拍檔,24.51,24.3,3000,25.3,3000,25.45,24.40,24.45,25.30,12011,-,
3117,年程,27.43,25.9,3000,27.05,2999,28.20,26.15,27.23,27.05,101652,-,
3184,微邦,17.57,17.3,9000,17.8,4968,18.10,17.30,17.51,17.80,240663,-,
3194,圓方科技,30.90,29.8,3000,30.9,2000,30.90,30.90,30.90,30.90,1000,-,
3473,智通聯網,79.50,76.3,3000,79.5,3000,-,-,-,-,-,-,
3585,聯致,46.22,45.35,6000,45.95,5919,47.40,45.35,46.16,45.95,608869,-,
3595,山太士,1298.04,1455,2000,1480,2966,1495.00,1300.00,1405.41,1480.00,798414,115/08/26,櫃買中心同意上櫃契約
3603,建祥國際,6.20,6.08,5000,6.35,5000,6.15,6.15,6.15,6.15,3000,-,
3633,云光,142.06,141,5000,143,1946,145.00,141.00,141.84,143.00,17279,-,
3644,凌嘉科,322.41,312,2000,316.5,5000,329.00,310.50,318.87,314.50,268571,-,
3678,聯享,49.93,49.8,3000,50.8,3000,49.95,49.80,49.85,49.80,6550,-,
4115,善德生技,7.32,7.2,10000,7.54,4999,7.57,7.20,7.48,7.54,7448,-,
4117,普生,8.80,8.56,1994,8.93,4993,8.94,8.56,8.58,8.93,10127,-,
4170,鑫品生醫,12.56,12.45,10000,12.9,4995,13.00,12.40,12.66,12.90,22119,-,
4172,因華,10.42,10.35,5000,10.5,9997,10.70,10.25,10.34,10.50,120621,-,
4186,尖端醫,7.07,6.96,5000,7.2,4999,7.26,6.90,7.06,7.20,82504,-,
