股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,殖利率,狀態,連續大漲,連續大跌,原因,最終狀態
6570,維田,56.90,523,64.28,36.61,---,3.53%,貼軌運行 -> 強勢突破 (軌外),隔一漲,無,股價衝破布林上軌 (56.04)，進入噴發段,強勢突破 (軌外)
7806,精華生醫,57.90,0,80.50,57.60,---,---,均線糾擺,無,無,MA 乖離率僅 1.45%,均線糾擺
6831,邁科,597.00,1356,956.00,153.36,---,0.74%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00696,富邦美債20年,28.74,4081,30.21,26.28,---,0.94%,均線糾擺,無,無,MA 乖離率僅 0.39%,均線糾擺
6153,嘉聯益,16.00,3622,24.45,13.50,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
8261,富鼎,179.50,10974,346.94,79.40,---,4.05%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6205,詮欣,60.10,548,98.20,37.00,📅 預告 (20260812),3.47%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7595,世基生醫,7.20,26,13.60,6.09,---,---,均線糾擺,無,無,MA 乖離率僅 0.37%,均線糾擺
3479,安勤,140.00,2047,156.50,83.70,---,5.22%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
1789,神隆,19.40,439,28.25,16.65,---,2.02%,均線糾擺,無,無,MA 乖離率僅 1.27%,均線糾擺
3171,炎洲流通,65.50,9,79.40,38.90,---,7.01%,均線糾擺,無,無,MA 乖離率僅 0.20%,均線糾擺
4721,美琪瑪,71.40,312,101.00,61.20,---,3.35%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
911608,明輝-DR,2.79,55,3.51,2.59,---,1.89%,均線糾擺,無,無,MA 乖離率僅 0.63%,均線糾擺
6924,榮惠-KY創,108.00,20,193.50,47.80,---,7.45%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3044,健鼎,398.50,4188,573.00,268.50,---,4.08%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3011,今皓,11.80,287,17.15,11.30,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00876,元大全球5G,89.65,257,107.70,37.15,---,---,趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
00676,富邦臺灣加權反1,5.70,14482,11.43,5.32,---,---,均線糾擺,無,無,MA 乖離率僅 0.75%,均線糾擺
4961,天鈺,158.50,494,188.00,135.00,📅 預告 (20260807),5.89%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2012,春雨,15.20,38,18.23,14.15,---,5.31%,均線糾擺 -> 離開盤整 (向下),無,無,跌破布林下軌 (15.25),離開盤整 (向下)
8114,振樺電,230.00,1768,283.50,164.00,---,2.62%,趨勢運行 -> 貼軌運行,無,無,股價於高位貼軌 (230.00 > 1.5σ)，動能強勁,貼軌運行
6638,沅聖,51.40,0,66.90,24.50,---,---,進入盤整,無,無,ADX 為 16.65 (低於 20),進入盤整
8028,昇陽半導體,282.00,1542,356.50,128.00,---,1.49%,進入盤整,連1日大漲,無,ADX 為 17.10 (低於 20),進入盤整
6972,博瑞達應材,24.15,4,31.40,22.70,---,---,均線糾擺,無,無,MA 乖離率僅 0.74%,均線糾擺
6443,元晶,27.70,8096,52.30,11.95,---,1.64%,進入盤整 -> 趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
00990,主動元大AI新經濟,10.11,2288,10.11,9.99,---,---,趨勢運行 -> 貼軌運行,無,無,股價於高位貼軌 (10.11 > 1.5σ)，動能強勁,貼軌運行
2748,雲品,38.20,88,49.24,37.76,---,4.02%,均線糾擺,無,無,MA 乖離率僅 0.96%,均線糾擺
6525,捷敏-KY,135.00,2768,221.00,67.50,---,5.85%,進入盤整,無,無,ADX 為 19.25 (低於 20),進入盤整
006205,富邦上証,41.42,694,42.30,32.40,---,---,均線糾擺,無,無,MA 乖離率僅 0.12%,均線糾擺
6877,鏵友益,125.00,84,186.00,73.55,---,0.1%,進入盤整,隔一漲,無,ADX 為 12.91 (低於 20),進入盤整
4582,聚恆-創,28.35,281,43.20,17.05,---,---,資料不足 -> 均線糾擺,無,無,MA 乖離率僅 0.30%,均線糾擺
2758,路易莎咖啡,71.00,8,104.34,64.70,---,---,均線糾擺,無,無,MA 乖離率僅 0.36%,均線糾擺
1802,台玻,53.90,41276,76.60,20.25,---,---,進入盤整,無,無,ADX 為 17.96 (低於 20),進入盤整
7642,昶瑞機電,78.00,20,129.00,63.20,---,4.08%,均線糾擺,無,無,MA 乖離率僅 1.28%,均線糾擺
9938,百和,42.50,1629,60.40,42.10,---,5.67%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4442,竣邦-KY,53.10,1091,72.60,45.50,---,5.25%,趨勢運行,無,連3日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
00635,期元大S&P黃金,43.03,2545,60.55,35.95,---,---,均線糾擺 -> 貼軌運行,無,無,股價於高位貼軌 (43.03 > 1.5σ)，動能強勁,貼軌運行
2408,南亞科,445.00,144193,505.00,42.20,---,0.32%,進入盤整,無,無,ADX 為 9.93 (低於 20),進入盤整
2539,櫻花建,43.35,1872,57.09,33.20,---,0.83%,均線糾擺 -> 貼軌運行,連1日大漲,無,股價於高位貼軌 (43.35 > 1.5σ)，動能強勁,貼軌運行
2504,國產,30.35,3755,39.65,30.30,---,6.39%,均線糾擺 -> 離開盤整 (向下),無,無,跌破布林下軌 (30.37),離開盤整 (向下)
5546,永固-KY,13.60,17,28.45,13.50,---,6.57%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3086,華義*,27.45,188,43.50,13.35,---,0.17%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2395,研華,633.00,4131,633.00,273.50,---,2.49%,進入盤整 -> 強勢突破 (軌外),連1日大漲,無,股價衝破布林上軌 (621.50)，進入噴發段,強勢突破 (軌外)
3050,鈺德,11.30,418,15.30,10.65,---,3.5%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00984,大華優利美A債15,16.19,549,16.82,14.73,---,0.48%,均線糾擺,無,無,MA 乖離率僅 0.34%,均線糾擺
6591,動力-KY,44.00,212,98.76,42.30,---,3.5%,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 1.07%,均線糾擺
6176,瑞儀,84.60,6928,139.27,82.30,---,7.07%,均線糾擺,無,無,MA 乖離率僅 0.76%,均線糾擺
6811,宏�硌穈T,246.00,418,263.00,182.50,---,3.86%,趨勢運行 -> 貼軌運行,無,無,股價於高位貼軌 (246.00 > 1.5σ)，動能強勁,貼軌運行
4544,春日,14.00,1,17.95,13.10,---,---,均線糾擺,無,無,MA 乖離率僅 0.79%,均線糾擺
9949,琉園,23.25,61,36.70,15.58,---,8.09%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4510,高鋒,38.25,665,55.20,33.00,---,4.14%,進入盤整,隔一漲,無,ADX 為 18.58 (低於 20),進入盤整
6194,育富,29.55,16,39.65,29.20,---,5.78%,均線糾擺,無,無,MA 乖離率僅 0.66%,均線糾擺
6124,業強,26.80,23,37.95,23.30,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00757,統一FANG+,141.95,6016,141.95,101.15,---,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (138.87)，進入噴發段,強勢突破 (軌外)
2101,南港,34.45,2430,45.45,29.75,---,1.99%,均線糾擺,無,無,MA 乖離率僅 0.52%,均線糾擺
00945,凱基美國非投等債,14.71,7492,14.72,13.02,---,0.6%,貼軌運行 -> 均線糾擺,無,無,MA 乖離率僅 0.13%,均線糾擺
4556,旭然,84.50,114,132.50,22.45,---,1.17%,趨勢運行,隔一漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
1612,宏泰,30.75,1164,40.65,29.60,---,5.79%,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 1.33%,均線糾擺
6624,萬年清,40.50,13,72.50,31.85,---,1.56%,均線糾擺,無,無,MA 乖離率僅 1.06%,均線糾擺
3081,聯亞,2160.00,372,3160.00,369.50,📅 預告 (20260812),0.14%,均線糾擺 -> 強勢突破 (軌外),連4日大漲,無,股價衝破布林上軌 (2071.72)，進入噴發段,強勢突破 (軌外)
9925,新保,40.10,676,40.60,38.16,---,---,均線糾擺,無,無,MA 乖離率僅 0.61%,均線糾擺
8446,華研,85.10,55,95.60,83.00,---,8.07%,均線糾擺,無,無,MA 乖離率僅 0.49%,均線糾擺
