日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-08-05,2317,鴻海,253.0,241.21,2000,23580,4.89%
2026-08-05,4142,國光生,16.8,25.32,1000,-8520,-33.65%
2026-08-05,0050,元大台灣50,102.0,46.6,16000,886400,118.88%
2026-08-05,0056,元大高股息,49.82,36.43,4000,53560,36.76%
2026-08-05,00635U,期元大S&P黃金,42.26,55.25,3000,-38970,-23.51%
2026-08-05,00738U,期元大道瓊白銀,46.76,66.26,1000,-19500,-29.43%
2026-08-05,00929,復華台灣科技優息,27.57,19.73,8000,62720,39.74%
2026-08-05,009816,凱基台灣TOP50,14.61,11.01,63000,226800,32.70%
2026-08-05,00990A,主動元大AI新經濟,15.34,11.48,5000,19300,33.62%
2026-08-05,2009,第一銅,36.55,50.56,4000,-56040,-27.71%
2026-08-05,2337,旺宏,110.5,95.28,2000,30440,15.97%
2026-08-05,2409,友達,23.9,16.21,2000,15380,47.44%
2026-08-05,3481,群創,45.8,25.1,4000,82800,82.47%
2026-08-05,3105,穩懋,311.0,556.47,300,-73641,-44.11%
2026-08-05,4966,譜瑞-KY,576.0,1921.64,1000,-1345640,-70.03%
2026-08-05,2327,國巨*,552.0,1030.0,1,-478,-46.41%
2026-08-05,00403A,主動統一升級50,9.39,10.68,26000,-33540,-12.08%
2026-08-05,00981A,主動統一台股增長,27.11,27.48,2000,-740,-1.35%
2026-08-05,2330,台積電,2370.0,225.55,10,21444,950.76%
2026-08-05,6789,采鈺,430.5,593.5,400,-65200,-27.46%
2026-08-05,6849,奇鼎科技,127.5,266.4,280,-38892,-52.14%
2026-08-05,7853,政美應用,310.5,409.29,280,-27661,-24.14%
2026-08-05,3576,聯合再生,16.65,18.15,5000,-7500,-8.26%
2026-08-05,1721,三晃,19.6,27.88,3000,-24850,-29.71%
2026-08-05,8215,明基材,22.85,31.6,200,-1750,-27.69%
2026-08-05,00405A,主動富邦台灣龍耀,7.66,9.34,11000,-18480,-17.99%
2026-08-05,5498,凱崴,44.5,69.61,188,-4721,-36.07%
2026-08-05,1301,台塑,53.8,50.5,100,330,6.53%
2026-08-05,6498,久禾光,72.2,67.3,12,59,7.28%
2026-08-05,009821,野村稀土關鍵資源,12.85,17.3,12000,-53400,-25.72%
