eps,gm,prev_rev_yoy,price,pe,advice,est_price,prev_year,rev_yoy,prev_eps_yoy,eps_yoy,name,status,date,expansion,symbol,prev_eps,om
1.75,N/A,15.04,130.5,8.746648793565683,⚪ 中性觀察,223.8,2025,148.79,-4.63,10.06,博大,⚠️ 獲利稀釋,2026-03,-138.73,8109.TWO,6.18,N/A
0.06,15.75%,-10.66,19.5,50.0,❌ 暫避觀望,5.8500000000000005,2025,539.09,-19.23,400.0,東和,⚠️ 獲利稀釋,2026-03,-139.09000000000003,1414.TW,0.19,-3.56%
0.1,N/A,12.79,39.7999992371,7.653846007134616,⚪ 中性觀察,78.0,2025,51.4,-47.4,-87.95,君曜,📉 獲利侵蝕,2026-03,-139.35,7770.TWO,3.0,N/A
3.38,N/A,3.64,222.5,7.573179033356024,⚪ 中性觀察,440.70000000000005,2025,142.19,2.97,2.74,中華資安,⚠️ 獲利稀釋,2026-03,-139.45,7765.TW,11.47,N/A
0.39,49.97%,4.97,46.4000015259,3.5885538689791185,⚪ 中性觀察,193.95,2025,70.64,-6.08,-69.05,生合,📉 獲利侵蝕,2026-03,-139.69,1295.TWO,5.29,11.73%
-0.03,N/A,-12.93,49.5,0.0,⚪ 數據不足,-18.6,2025,30.39,-147.27,-109.68,迅杰,📉 獲利侵蝕,2026-03,-140.07,6243.TW,-0.52,N/A
0.91,34.23%,-1.51,38.9500007629,4.347098299430804,⚪ 中性觀察,134.39999999999998,2025,108.67,-4.72,-31.58,君帆,📉 獲利侵蝕,2026-03,-140.25,4584.TWO,3.43,12.30%
1.64,N/A,0.46,160.0,8.251676121712222,⚪ 中性觀察,290.85,2025,104.46,-24.75,-36.22,瓦城,📉 獲利侵蝕,2026-03,-140.68,2729.TWO,6.76,N/A
0.4,42.16%,62.61,171.5,25.789473684210527,❌ 暫避觀望,99.74999999999999,2025,71.65,-29.75,-69.92,智原,📉 獲利侵蝕,2026-03,-141.57,3035.TW,2.81,2.86%
0.73,N/A,-3.28,58.5999984741,16.60056613997167,❌ 暫避觀望,52.95,2025,244.55,-48.05,102.78,迅德,⚠️ 獲利稀釋,2026-03,-141.77,6292.TWO,2.0,N/A
4.62,N/A,5.0,258.0,5.871643149749658,⚪ 中性觀察,659.1,2025,137.6,-0.84,-4.18,致新,📉 獲利侵蝕,2026-03,-141.78,8081.TW,17.76,N/A
1.33,N/A,9.33,73.5999984741,5.118219643539639,⚪ 中性觀察,215.7,2025,133.59,15.63,-8.28,明達醫,📉 獲利侵蝕,2026-03,-141.87,6527.TWO,5.8,N/A
-0.63,N/A,170.31,15.8000001907,0.0,⚪ 數據不足,-88.05,2025,143.49,18.35,1.56,益得,⚠️ 獲利稀釋,2026-03,-141.93,6461.TWO,-2.57,N/A
0.64,N/A,-27.76,35.5999984741,4.183313569224442,⚪ 中性觀察,127.64999999999999,2025,89.96,-39.84,-52.24,裕山,📉 獲利侵蝕,2026-03,-142.2,7715.TWO,3.09,N/A
13.35,47.51%,11.97,1510.0,14.303305863408164,⚪ 中性觀察,1583.5500000000002,2025,180.17,10.18,37.91,亞德客-KY,⚠️ 獲利稀釋,2026-03,-142.26,1590.TW,42.0,31.25%
-1.11,32.24%,1.9,10.1999998093,0.0,⚪ 數據不足,-39.0,2025,51.34,6.47,-91.38,正峰,📉 獲利侵蝕,2026-03,-142.72,1538.TW,-1.59,-58.77%
0.12,N/A,36.88,25.4500007629,0.0,⚪ 數據不足,-13.65,2025,443.05,-246.15,300.0,凱鈺,🔄 轉虧為盈,2026-03,-143.05,5468.TWO,-0.65,N/A
6.19,38.19%,-2.07,550.0,8.01048645499563,⚪ 中性觀察,1029.8999999999999,2025,114.65,-19.62,-28.44,聯詠,📉 獲利侵蝕,2026-03,-143.09,3034.TW,26.87,16.92%
0.34,N/A,14.37,189.0,80.42553191489363,❌ 暫避觀望,35.24999999999999,2025,185.98,14.0,41.67,雷虎,⚠️ 獲利稀釋,2026-03,-144.31,8033.TW,0.58,N/A
6.77,N/A,1.76,618.0,7.166879276353938,⚪ 中性觀察,1293.4499999999998,2025,125.8,6.64,-19.19,譜瑞-KY,📉 獲利侵蝕,2026-03,-144.99,4966.TWO,34.51,N/A
25.7,N/A,116.34,6530.0,35.08866200967222,❌ 暫避觀望,2791.5,2025,206.98,110.03,61.74,鴻勁,⚠️ 獲利稀釋,2026-03,-145.23999999999998,7769.TW,75.71,N/A
1.01,N/A,-7.32,49.4500007629,10.238095396045548,⚪ 中性觀察,72.45,2025,237.89,-50.22,92.31,晶達,⚠️ 獲利稀釋,2026-03,-145.57999999999998,4995.TWO,2.25,N/A
0.39,N/A,-6.81,14.3999996185,18.70129820584416,❌ 暫避觀望,11.549999999999999,2025,269.52,-10.94,123.53,訊映,⚠️ 獲利稀釋,2026-03,-145.98999999999998,4155.TW,0.58,N/A
0.49,33.56%,-10.06,47.7999992371,11.327014037227489,⚪ 中性觀察,63.3,2025,130.66,-23.5,-15.52,味王,📉 獲利侵蝕,2026-03,-146.18,1203.TW,1.81,14.34%
0.5,N/A,-15.67,78.0,8.975834292289987,⚪ 中性觀察,130.35000000000002,2025,79.57,-50.94,-66.89,昶瑞機電,📉 獲利侵蝕,2026-03,-146.45999999999998,7642.TWO,3.29,N/A
1.83,N/A,34.56,189.5,14.05786350148368,⚪ 中性觀察,202.2,2025,177.74,47.62,30.71,捷創科技,⚠️ 獲利稀釋,2026-03,-147.03,7810.TWO,6.25,N/A
0.53,N/A,51.84,99.4000015259,13.921568841162465,⚪ 中性觀察,107.1,2025,107.87,-7.07,-39.77,智通*,📉 獲利侵蝕,2026-03,-147.64000000000001,8932.TWO,1.85,N/A
0.32,N/A,2.84,42.5999984741,15.323740458309352,❌ 暫避觀望,41.699999999999996,2025,151.01,-5.93,3.33,聯寶,⚠️ 獲利稀釋,2026-03,-147.67999999999998,6821.TWO,1.13,N/A
2.21,N/A,12.43,335.0,18.26608505997819,❌ 暫避觀望,275.1,2025,165.36,32.55,17.55,達興材料,⚠️ 獲利稀釋,2026-03,-147.81,5234.TW,7.37,N/A
0.26,N/A,-2.1,23.0,4.483430799220274,⚪ 中性觀察,76.94999999999999,2025,118.45,-25.47,-29.73,三能-KY,📉 獲利侵蝕,2026-03,-148.18,6671.TW,2.37,N/A
0.18,N/A,2.69,18.7000007629,8.201754720570177,⚪ 中性觀察,34.199999999999996,2025,86.03,3.23,-62.5,時報,📉 獲利侵蝕,2026-03,-148.53,8923.TWO,0.96,N/A
0.92,N/A,-23.02,140.0,19.662921348314608,❌ 暫避觀望,106.8,2025,119.1,-58.85,-29.77,駐龍,📉 獲利侵蝕,2026-03,-148.87,4572.TW,3.0,N/A
9.53,41.25%,42.0,4340.0,47.88172992056487,❌ 暫避觀望,1359.6,2025,148.55,49.96,-0.63,健策,📉 獲利侵蝕,2026-03,-149.18,3653.TW,36.75,31.26%
0.4,23.65%,-21.77,93.3000030518,0.0,⚪ 數據不足,-24.3,2025,106.56,-148.96,-42.86,為升,🔄 轉虧為盈,2026-03,-149.42000000000002,2231.TW,-1.63,-15.73%
-0.21,N/A,-42.69,10.0,0.0,⚪ 數據不足,-33.75,2025,166.01,-10.0,16.0,安克,⚠️ 獲利稀釋,2026-03,-150.01,4188.TWO,-0.88,N/A
0.01,N/A,-3.71,20.7999992371,0.0,⚪ 數據不足,-9.9,2025,261.16,38.64,111.11,光鼎,🔄 轉虧為盈,2026-03,-150.05,6226.TW,-0.28,N/A
1.08,N/A,9.51,37.2000007629,3.5327636052136753,⚪ 中性觀察,157.95,2025,159.56,10.39,9.09,星亞,⚠️ 獲利稀釋,2026-03,-150.47,7753.TWO,4.22,N/A
-0.44,49.56%,-9.99,17.1499996185,0.0,⚪ 數據不足,-47.25000000000001,2025,167.87,1.75,17.31,國光生,⚠️ 獲利稀釋,2026-03,-150.56,4142.TW,-0.57,23.11%
2.1,N/A,23.89,216.0,14.5748987854251,⚪ 中性觀察,222.3,2025,192.82,198.64,41.89,力智,⚠️ 獲利稀釋,2026-03,-150.93,6719.TW,6.58,N/A
6.23,N/A,23.03,1195.0,32.56130790190736,❌ 暫避觀望,550.4999999999999,2025,216.06,-12.9,64.88,雍智科技,⚠️ 獲利稀釋,2026-03,-151.18,6683.TWO,15.42,N/A
-0.01,44.07%,5.99,27.4500007629,0.0,⚪ 數據不足,-25.5,2025,47.85,-192.54,-104.55,華義*,📉 獲利侵蝕,2026-03,-152.4,3086.TWO,-0.62,-19.63%
19.54,N/A,35.51,6885.0,56.048518397915984,❌ 暫避觀望,1842.6000000000001,2025,166.0,40.24,13.4,穎崴,⚠️ 獲利稀釋,2026-03,-152.6,6515.TW,46.93,N/A
0.41,N/A,786.25,71.9000015259,7.443064340155279,⚪ 中性觀察,144.9,2025,69.99,131.69,-82.61,辣椒,📉 獲利侵蝕,2026-03,-152.6,4946.TWO,3.14,N/A
0.58,N/A,-15.03,31.2000007629,3.8805971098134324,⚪ 中性觀察,120.60000000000001,2025,83.05,-39.39,-69.68,奕力-KY,📉 獲利侵蝕,2026-03,-152.73000000000002,6962.TW,2.87,N/A
0.51,49.60%,69.66,56.5,6.758373205741627,⚪ 中性觀察,125.39999999999999,2025,148.91,61.83,-3.85,聯發國際,📉 獲利侵蝕,2026-03,-152.76,2756.TWO,3.93,5.94%
0.24,38.12%,4.92,60.9000015259,31.23077001328205,❌ 暫避觀望,29.250000000000004,2025,125.85,-33.77,-27.27,類比科,📉 獲利侵蝕,2026-03,-153.12,3438.TWO,1.0,-0.86%
1.86,N/A,-13.21,121.5,8.678571428571429,⚪ 中性觀察,210.0,2025,124.98,-45.5,-28.46,鼎基,📉 獲利侵蝕,2026-03,-153.44,6585.TW,5.64,N/A
0.01,23.48%,-88.36,19.7999992371,37.35848912660377,❌ 暫避觀望,7.95,2025,55.25,-32.0,-98.28,聯德,📉 獲利侵蝕,2026-03,-153.53,3308.TW,0.68,-362.94%
0.16,34.04%,-27.63,68.8000030518,4.9567725541642655,⚪ 中性觀察,208.2,2025,60.26,-51.27,-93.37,海悅,📉 獲利侵蝕,2026-03,-153.63,2348.TW,6.85,22.47%
0.53,N/A,-12.78,26.3999996185,5.764192056441048,⚪ 中性觀察,68.7,2025,108.08,-45.98,-45.92,耿鼎,📉 獲利侵蝕,2026-03,-154.0,1524.TW,1.95,N/A
0.71,46.23%,-2.28,0.0,0.0,⚪ 數據不足,0.0,2025,177.0,3.25,22.41,台航,⚠️ 獲利稀釋,2026-03,-154.59,2617.TW,3.18,41.07%
-0.29,34.82%,-11.1,25.6000003815,0.0,⚪ 數據不足,-67.95,2025,199.88,-22.38,45.28,笙泉,⚠️ 獲利稀釋,2026-03,-154.6,3122.TWO,-1.75,-12.95%
-0.68,N/A,10.49,51.0999984741,0.0,⚪ 數據不足,-87.9,2025,159.07,-355.0,4.29,芯鼎,⚠️ 獲利稀釋,2026-03,-154.78,6695.TW,-1.83,N/A
3.68,58.57%,5.02,1285.0,66.30546955624355,❌ 暫避觀望,290.7,2025,225.35,-12.03,70.37,昇達科,🏰 高護城河,2026-03,-154.98,3491.TWO,7.83,27.57%
0.83,N/A,12.38,55.5999984741,8.335831855187406,⚪ 中性觀察,100.05,2025,200.61,-20.23,45.61,捷波,⚠️ 獲利稀釋,2026-03,-155.0,6161.TWO,2.72,N/A
1.29,N/A,1.22,122.5,10.251046025104602,⚪ 中性觀察,179.25000000000003,2025,132.18,-5.16,-23.31,鐿鈦,📉 獲利侵蝕,2026-03,-155.49,4163.TWO,5.13,N/A
1.6,N/A,-2.32,151.5,8.440111420612814,⚪ 中性觀察,269.25,2025,140.64,2.89,-14.89,穩得,📉 獲利侵蝕,2026-03,-155.52999999999997,6761.TWO,7.34,N/A
0.08,40.97%,38.76,46.5,15.551839464882944,❌ 暫避觀望,44.849999999999994,2025,74.54,15.09,-81.4,港建*,📉 獲利侵蝕,2026-03,-155.94,3093.TWO,1.22,11.18%
0.6,N/A,22.92,149.0,12.035541195476576,⚪ 中性觀察,185.7,2025,115.66,-22.13,-41.18,聰泰,📉 獲利侵蝕,2026-03,-156.84,5474.TWO,5.49,N/A
1.75,N/A,19.77,76.1999969482,4.9706455934898885,⚪ 中性觀察,229.95000000000002,2025,173.58,11.33,16.67,久禾光,⚠️ 獲利稀釋,2026-03,-156.91000000000003,6498.TWO,6.51,N/A
0.63,N/A,2.96,42.5999984741,9.770641851857796,⚪ 中性觀察,65.4,2025,174.38,-28.18,16.98,欣天然,⚠️ 獲利稀釋,2026-03,-157.4,9918.TW,1.61,N/A
-0.62,N/A,-2.17,13.6499996185,0.0,⚪ 數據不足,-29.85,2025,57.79,16.9,-100.0,志旭,📉 獲利侵蝕,2026-03,-157.79,8067.TWO,-0.59,N/A
-0.57,N/A,2.86,17.5,0.0,⚪ 數據不足,-50.4,2025,68.27,-1377.78,-90.0,笙科,📉 獲利侵蝕,2026-03,-158.26999999999998,5272.TWO,-1.33,N/A
0.02,24.73%,-31.39,12.5,13.586956521739129,⚪ 中性觀察,13.800000000000002,2025,68.51,-57.58,-90.0,憶聲,📉 獲利侵蝕,2026-03,-158.51,3024.TW,0.28,-2.71%
0.02,N/A,22.38,27.6000003815,46.00000063583333,❌ 暫避觀望,9.0,2025,76.73,139.29,-81.82,泰霖,📉 獲利侵蝕,2026-03,-158.55,8080.TWO,0.12,N/A
1.0,N/A,2.98,144.0,7.779578606158834,⚪ 中性觀察,277.65,2025,90.37,-19.59,-68.65,三集瑞-KY,📉 獲利侵蝕,2026-03,-159.02,6862.TW,8.29,N/A
-0.31,42.56%,9.94,14.5500001907,0.0,⚪ 數據不足,-58.650000000000006,2025,185.58,31.02,26.19,中天,⚠️ 獲利稀釋,2026-03,-159.39000000000001,4128.TWO,-1.29,-18.87%
3.27,N/A,-9.4,180.0,6.430868167202572,⚪ 中性觀察,419.85,2025,195.54,-14.17,36.13,力領科技,⚠️ 獲利稀釋,2026-03,-159.41,6996.TWO,12.15,N/A
0.51,34.44%,0.3,28.3999996185,8.632218729027356,⚪ 中性觀察,49.35,2025,155.84,-13.92,-3.77,倉佑,📉 獲利侵蝕,2026-03,-159.61,1568.TW,1.36,17.09%
-0.24,N/A,11.69,34.0999984741,0.0,⚪ 數據不足,-67.2,2025,214.29,-462.96,52.94,驊訊,⚠️ 獲利稀釋,2026-03,-161.35,6237.TWO,-1.52,N/A
0.4,N/A,-23.31,69.4000015259,13.094339910547172,⚪ 中性觀察,79.49999999999999,2025,100.37,-62.55,-61.9,傑霖科技,📉 獲利侵蝕,2026-03,-162.27,8102.TWO,2.25,N/A
1.37,N/A,37.15,61.0,5.550500454959054,⚪ 中性觀察,164.85,2025,137.15,57.43,-25.14,海韻電,📉 獲利侵蝕,2026-03,-162.29000000000002,6203.TWO,5.51,N/A
2.47,N/A,3.91,120.0,7.692307692307692,⚪ 中性觀察,234.00000000000003,2025,186.39,-22.95,22.89,全宇昕,⚠️ 獲利稀釋,2026-03,-163.5,6651.TWO,6.32,N/A
2.59,25.33%,1.19,134.5,6.900974858902,⚪ 中性觀察,292.35,2025,155.73,-12.32,-8.48,茂訊,📉 獲利侵蝕,2026-03,-164.20999999999998,3213.TWO,7.4,7.00%
-0.58,27.86%,34.04,8.1999998093,0.0,⚪ 數據不足,-58.8,2025,50.4,59.69,-114.81,隴華,📉 獲利侵蝕,2026-03,-165.21,2424.TW,-1.34,-40.94%
0.84,44.64%,-11.82,51.2000007629,5.26748979042181,⚪ 中性觀察,145.8,2025,139.24,-32.69,-26.32,曜亞,📉 獲利侵蝕,2026-03,-165.56,4138.TWO,3.81,12.42%
1.17,35.36%,-4.75,64.5,6.950431034482761,⚪ 中性觀察,139.19999999999996,2025,499.13,-22.2,333.33,裕民,⚠️ 獲利稀釋,2026-03,-165.8,2606.TW,4.31,30.49%
0.09,43.11%,-3.71,15.8999996185,93.52940952058825,❌ 暫避觀望,2.55,2025,179.42,141.94,12.5,海灣,⚠️ 獲利稀釋,2026-03,-166.92,3252.TWO,0.13,22.84%
1.19,N/A,-0.48,66.3000030518,12.41573090857678,⚪ 中性觀察,80.1,2025,364.73,240.74,197.5,有成精密,⚠️ 獲利稀釋,2026-03,-167.23000000000002,4949.TW,1.91,N/A
3.21,N/A,12.03,312.5,14.400921658986178,⚪ 中性觀察,325.49999999999994,2025,264.19,-0.23,96.93,佳必琪,⚠️ 獲利稀釋,2026-03,-167.26,6197.TW,8.67,N/A
-0.64,N/A,-62.05,11.25,0.0,⚪ 數據不足,-160.04999999999998,2025,192.98,-40.62,25.58,北極星藥業-KY,⚠️ 獲利稀釋,2026-03,-167.39999999999998,6550.TW,-5.1,N/A
-0.23,35.81%,-16.89,16.5,0.0,⚪ 數據不足,-45.3,2025,162.93,-234.57,-4.55,連宇,📉 獲利侵蝕,2026-03,-167.48000000000002,2482.TW,-1.09,-38.32%
-0.4,N/A,-31.28,8.8900003433,0.0,⚪ 數據不足,-46.050000000000004,2025,157.19,-516.13,-11.11,大地-KY,📉 獲利侵蝕,2026-03,-168.3,8437.TWO,-1.29,N/A
3.85,39.78%,18.56,633.0,20.93253968253968,❌ 暫避觀望,453.6,2025,190.06,17.26,21.52,研華,⚠️ 獲利稀釋,2026-03,-168.54,2395.TW,12.25,15.69%
0.64,N/A,-2.5,55.7000007629,17.79552740028754,❌ 暫避觀望,46.949999999999996,2025,215.08,-69.96,46.51,聚鼎,⚠️ 獲利稀釋,2026-03,-168.57000000000002,6224.TW,0.67,N/A
3.66,44.02%,28.3,794.0,27.53120665742025,❌ 暫避觀望,432.6,2025,232.49,32.78,63.39,新應材,⚠️ 獲利稀釋,2026-03,-169.10000000000002,4749.TWO,11.33,23.34%
0.96,N/A,-13.26,260.0,37.68115942028986,❌ 暫避觀望,103.49999999999999,2025,201.37,-50.25,31.51,天虹,⚠️ 獲利稀釋,2026-03,-169.86,6937.TW,3.01,N/A
2.27,N/A,13.3,164.5,6.874216464688675,⚪ 中性觀察,358.95000000000005,2025,191.57,36.27,21.39,安�硌穈T,⚠️ 獲利稀釋,2026-03,-170.18,6690.TWO,10.22,N/A
0.0,N/A,16.84,63.2999992371,90.4285703387143,❌ 暫避觀望,10.5,2025,70.28,152.21,-100.0,點序,📉 獲利侵蝕,2026-03,-170.28,6485.TWO,0.71,N/A
-0.21,N/A,-1.45,23.3999996185,0.0,⚪ 數據不足,-49.05,2025,195.61,-54.29,25.0,佑全,⚠️ 獲利稀釋,2026-03,-170.61,6929.TWO,-1.63,N/A
1.65,N/A,-12.32,105.0,9.749303621169915,⚪ 中性觀察,161.55,2025,189.52,-22.77,18.71,杰力,⚠️ 獲利稀釋,2026-03,-170.81,5299.TWO,4.58,N/A
0.36,15.09%,-23.91,19.75,29.044117647058826,❌ 暫避觀望,10.2,2025,792.05,-89.88,620.0,永裕,⚠️ 獲利稀釋,2026-03,-172.04999999999995,1323.TW,0.26,1.25%
0.28,45.13%,-2.97,53.0,12.211981566820278,⚪ 中性觀察,65.1,2025,129.05,-22.56,-43.18,精湛,📉 獲利侵蝕,2026-03,-172.23000000000002,2070.TWO,2.3,17.87%
0.75,N/A,38.81,44.0,3.2305433186490458,⚪ 中性觀察,204.29999999999998,2025,116.4,60.88,-55.88,動力-KY,📉 獲利侵蝕,2026-03,-172.28,6591.TW,5.37,N/A
0.17,40.82%,1.84,30.6000003815,23.906250298046874,❌ 暫避觀望,19.2,2025,178.72,100.0,6.25,誠品生活,⚠️ 獲利稀釋,2026-03,-172.47,2926.TWO,0.54,-1.48%
-0.05,30.70%,20.59,26.7999992371,21.78861726593496,❌ 暫避觀望,18.45,2025,201.59,461.54,28.57,杭特,⚠️ 獲利稀釋,2026-03,-173.02,3297.TWO,0.47,-18.51%
0.7,N/A,-11.73,65.3000030518,13.326531235061227,⚪ 中性觀察,73.49999999999999,2025,216.12,-22.56,42.86,明遠精密,⚠️ 獲利稀釋,2026-03,-173.26,7704.TWO,2.07,N/A
1.57,N/A,1.36,60.5999984741,9.395348600635659,⚪ 中性觀察,96.74999999999999,2025,192.24,-21.14,18.94,諾貝兒,⚠️ 獲利稀釋,2026-03,-173.3,6844.TWO,2.35,N/A
5.19,N/A,10.19,910.0,28.02587003387742,❌ 暫避觀望,487.05000000000007,2025,392.93,-14.04,218.52,均華,⚠️ 獲利稀釋,2026-03,-174.41,6640.TWO,12.75,N/A
1.3,33.63%,2.67,137.0,10.8300395256917,⚪ 中性觀察,189.75,2025,177.66,3.96,3.17,中華電,⚠️ 獲利稀釋,2026-03,-174.49,2412.TW,4.99,17.33%
0.53,N/A,-3.52,32.9000015259,8.703704107380952,⚪ 中性觀察,56.7,2025,203.95,-13.79,29.27,邁達康,⚠️ 獲利稀釋,2026-03,-174.67999999999998,9960.TWO,1.75,N/A
0.19,N/A,-3.87,21.0499992371,20.637254154019608,❌ 暫避觀望,15.3,2025,592.65,-43.1,416.67,鴻名,⚠️ 獲利稀釋,2026-03,-175.97999999999996,3021.TW,0.33,N/A
1.51,36.51%,-9.88,267.5,43.214862681744755,❌ 暫避觀望,92.85,2025,188.41,-66.46,11.85,德微,⚠️ 獲利稀釋,2026-03,-176.56,3675.TWO,2.67,9.03%
3.81,N/A,20.03,179.5,12.153012863913338,⚪ 中性觀察,221.54999999999998,2025,261.06,-27.15,84.31,研揚,⚠️ 獲利稀釋,2026-03,-176.75,6579.TW,5.62,N/A
0.14,21.75%,-54.43,9.8699998856,18.277777565925927,❌ 暫避觀望,8.100000000000001,2025,147.2,-93.38,-30.0,寶徠,📉 獲利侵蝕,2026-03,-177.2,1805.TW,0.2,10.56%
0.37,31.63%,-7.24,53.2999992371,34.836600808562096,❌ 暫避觀望,22.95,2025,219.88,-73.51,42.31,通嘉,⚠️ 獲利稀釋,2026-03,-177.57,3588.TW,0.5,-1.96%
2.24,30.02%,8.51,276.5,18.758480325644506,❌ 暫避觀望,221.1,2025,373.81,-40.84,196.0,閎康,⚠️ 獲利稀釋,2026-03,-177.81,3587.TWO,6.1,10.45%
1.06,37.27%,4.29,388.0,55.42857142857143,❌ 暫避觀望,105.0,2025,202.94,-18.46,24.71,全新,⚠️ 獲利稀釋,2026-03,-178.23,2455.TW,2.97,21.78%
0.5,25.16%,-17.82,20.7999992371,4.463519149592275,⚪ 中性觀察,69.89999999999999,2025,167.71,-12.16,-10.71,太普高,📉 獲利侵蝕,2026-03,-178.42000000000002,3284.TWO,2.31,13.35%
0.55,N/A,8.73,42.2000007629,4.3282052064512815,⚪ 中性觀察,146.25,2025,168.81,117.01,-9.84,綠界科技*,📉 獲利侵蝕,2026-03,-178.65,6763.TWO,4.21,N/A
0.1,N/A,10.32,26.1000003815,0.0,⚪ 數據不足,-4.35,2025,162.23,-50.0,-16.67,天鉞電,📉 獲利侵蝕,2026-03,-178.89999999999998,5251.TWO,0.03,N/A
1.42,N/A,7.88,91.6999969482,4.652460525022831,⚪ 中性觀察,295.65000000000003,2025,152.96,-0.37,-26.34,中菲,📉 獲利侵蝕,2026-03,-179.3,5403.TWO,8.57,N/A
0.48,N/A,-24.49,26.6000003815,19.0000002725,❌ 暫避觀望,21.0,2025,97.83,-99.85,-81.89,嘉威,📉 獲利侵蝕,2026-03,-179.72,3557.TW,0.01,N/A
0.69,26.67%,13.44,475.0,39.419087136929456,❌ 暫避觀望,180.75,2025,109.26,31.15,-70.51,聯鈞,📉 獲利侵蝕,2026-03,-179.77,3450.TW,5.01,15.62%
0.92,N/A,0.49,54.9000015259,5.018281675127971,⚪ 中性觀察,164.1,2025,156.53,16.97,-23.33,岱稜,📉 獲利侵蝕,2026-03,-179.86,3303.TWO,4.57,N/A
0.13,37.93%,-8.17,11.9499998093,49.79166587208333,❌ 暫避觀望,3.6,2025,188.41,-94.0,8.33,中電,⚠️ 獲利稀釋,2026-03,-180.07999999999998,1611.TW,0.03,11.05%
0.57,N/A,-4.28,30.8999996185,5.841209757750473,⚪ 中性觀察,79.35,2025,131.75,-56.63,-48.65,森田,📉 獲利侵蝕,2026-03,-180.4,8410.TWO,3.27,N/A
1.18,N/A,22.39,69.5999984741,6.04166653421007,⚪ 中性觀察,172.79999999999998,2025,156.16,-31.43,-24.52,虎山,📉 獲利侵蝕,2026-03,-180.68,7736.TW,5.04,N/A
0.83,N/A,-1.52,98.5,3.714177978883861,⚪ 中性觀察,397.80000000000007,2025,113.25,-10.98,-67.69,波力-KY,📉 獲利侵蝕,2026-03,-180.94,8467.TW,10.03,N/A
2.45,N/A,55.14,20.8999996185,1.5057636612752163,⚪ 中性觀察,208.2,2025,334.61,66.99,152.58,坤悅,⚠️ 獲利稀釋,2026-03,-182.03,5206.TWO,3.44,N/A
0.02,N/A,5.6,25.2000007629,2520.0000762899977,❌ 暫避觀望,0.15000000000000013,2025,282.06,66.67,100.0,宏齊,⚠️ 獲利稀釋,2026-03,-182.06,6168.TW,0.05,N/A
-0.12,29.80%,16.01,15.0,0.0,⚪ 數據不足,-23.549999999999997,2025,228.74,18.37,45.45,東訊,⚠️ 獲利稀釋,2026-03,-183.29000000000002,2321.TW,-0.76,-5.26%
0.83,39.87%,20.5,70.5999984741,7.12411689950555,⚪ 中性觀察,148.65,2025,140.62,2.69,-42.76,倫飛,📉 獲利侵蝕,2026-03,-183.38,2364.TW,4.2,7.82%
-1.18,N/A,4.22,23.8500003815,0.0,⚪ 數據不足,-152.85,2025,148.52,-85.58,-34.88,科懋,📉 獲利侵蝕,2026-03,-183.4,6496.TWO,-3.97,N/A
2.6,N/A,13.67,194.5,10.58215451577802,⚪ 中性觀察,275.7,2025,186.36,-8.99,2.36,宸曜,⚠️ 獲利稀釋,2026-03,-184.0,6922.TWO,6.9,N/A
-0.11,33.58%,-1.34,13.0,0.0,⚪ 數據不足,-13.799999999999999,2025,192.47,-5.88,8.33,優盛,⚠️ 獲利稀釋,2026-03,-184.14,4121.TWO,-0.36,-3.01%
0.01,N/A,-15.36,47.9500007629,5.674556303301776,⚪ 中性觀察,126.74999999999999,2025,84.83,137.2,-99.76,安格,📉 獲利侵蝕,2026-03,-184.59,6684.TWO,1.57,N/A
2.25,33.38%,1.82,132.5,12.46472248353716,⚪ 中性觀察,159.45,2025,277.35,-37.99,92.31,艾訊,⚠️ 獲利稀釋,2026-03,-185.04000000000002,3088.TWO,4.68,10.77%
1.23,N/A,6.1,89.9000015259,3.544952741557571,⚪ 中性觀察,380.4,2025,139.57,13.09,-45.58,生展,📉 獲利侵蝕,2026-03,-185.14999999999998,8279.TWO,10.02,N/A
1.15,31.73%,2.32,73.1999969482,7.778958230414452,⚪ 中性觀察,141.15,2025,211.77,-5.22,26.37,統一,⚠️ 獲利稀釋,2026-03,-185.4,1216.TW,3.45,2.59%
0.42,N/A,5.66,48.4000015259,7.80645185901613,⚪ 中性觀察,92.99999999999999,2025,183.17,22.61,-2.33,碩網,📉 獲利侵蝕,2026-03,-185.5,7547.TWO,2.65,N/A
0.5,N/A,-13.56,48.9000015259,14.051724576408047,⚪ 中性觀察,52.2,2025,204.61,-54.63,19.05,凌通,⚠️ 獲利稀釋,2026-03,-185.56,4952.TW,1.03,N/A
1.34,N/A,6.74,138.0,15.098468271334792,❌ 暫避觀望,137.10000000000002,2025,192.19,4.76,6.4,宏觀,⚠️ 獲利稀釋,2026-03,-185.79,6568.TWO,4.0,N/A
4.41,N/A,-3.69,136.0,4.159021406727828,⚪ 中性觀察,490.50000000000006,2025,173.42,-26.4,-12.5,帝寶,📉 獲利侵蝕,2026-03,-185.92,6605.TW,13.97,N/A
1.8,38.51%,19.07,185.0,10.553337136337708,⚪ 中性觀察,262.95,2025,182.83,4.56,-3.23,融程電,📉 獲利侵蝕,2026-03,-186.06,3416.TW,7.39,18.05%
1.02,N/A,-25.1,371.5,72.41715399610136,❌ 暫避觀望,76.95,2025,232.47,-65.38,46.38,嘉基,⚠️ 獲利稀釋,2026-03,-186.09,6715.TW,1.8,N/A
