eps,gm,prev_rev_yoy,price,pe,advice,est_price,prev_year,rev_yoy,prev_eps_yoy,eps_yoy,name,status,date,expansion,symbol,prev_eps,om
1.14,32.99%,12.66,0.0,0.0,⚪ 數據不足,0.0,2025,349.82,-15.98,7.55,鉅祥,⚠️ 獲利稀釋,2026-03,-342.27,2476.TW,4.36,19.39%
-0.41,23.42%,-3.39,10.3000001907,9.53703721361111,⚪ 中性觀察,16.200000000000003,2025,402.3,685.19,59.41,中環,⚠️ 獲利稀釋,2026-03,-342.89,2323.TW,1.58,-5.65%
0.09,17.63%,-7.34,35.4000015259,0.0,⚪ 數據不足,-5.3999999999999995,2025,372.19,-147.73,28.57,永光,🔄 轉虧為盈,2026-03,-343.62,1711.TW,-0.21,-5.18%
2.25,N/A,1.65,134.0,5.677966101694915,⚪ 中性觀察,354.0,2025,340.36,-5.01,-3.43,宏全,📉 獲利侵蝕,2026-03,-343.79,9939.TW,9.1,N/A
2.04,30.92%,20.51,107.5,5.663856691253951,⚪ 中性觀察,284.7,2025,337.45,19.61,-7.69,湧德,📉 獲利侵蝕,2026-03,-345.14,3689.TWO,7.55,12.50%
-0.17,N/A,-2.06,14.5,0.0,⚪ 數據不足,-44.85,2025,409.09,-9.0,63.83,普誠,⚠️ 獲利稀釋,2026-03,-345.26,6129.TWO,-1.09,N/A
1.01,22.24%,-9.17,116.0,13.583138173302109,⚪ 中性觀察,128.1,2025,338.45,-9.76,-8.18,三福化,📉 獲利侵蝕,2026-03,-346.63,4755.TW,3.7,10.72%
0.37,N/A,-31.16,72.0999984741,17.166666303357143,❌ 暫避觀望,63.0,2025,293.55,-52.99,-53.16,榮田,📉 獲利侵蝕,2026-03,-346.71000000000004,7709.TWO,2.48,N/A
1.09,N/A,-9.71,78.3000030518,6.199525182248615,⚪ 中性觀察,189.45000000000002,2025,325.07,271.37,-22.14,美利達,📉 獲利侵蝕,2026-03,-347.21,9914.TW,4.01,N/A
1.65,27.43%,20.09,103.0,6.35410240592227,⚪ 中性觀察,243.15,2025,345.63,8.73,-1.8,揚秦,📉 獲利侵蝕,2026-03,-347.43,2755.TWO,6.44,9.66%
0.79,N/A,27.49,56.0,9.722222222222223,⚪ 中性觀察,86.39999999999999,2025,423.28,9.52,75.56,大世科,⚠️ 獲利稀釋,2026-03,-347.71999999999997,8099.TWO,2.53,N/A
0.52,23.17%,-20.24,34.2999992371,5.604575038741832,⚪ 中性觀察,91.79999999999998,2025,312.37,-74.55,-35.44,冠德,📉 獲利侵蝕,2026-03,-347.81,2520.TW,2.61,15.06%
1.76,N/A,26.29,147.0,10.173010380622838,⚪ 中性觀察,216.75,2025,367.88,-29.85,19.73,迅得,⚠️ 獲利稀釋,2026-03,-348.15,6438.TW,5.24,N/A
2.7,23.25%,1.71,165.5,12.106803218727139,⚪ 中性觀察,205.05,2025,379.26,-27.14,30.43,智伸科,⚠️ 獲利稀釋,2026-03,-348.83,4551.TW,6.04,11.86%
2.63,24.08%,11.38,153.0,7.380607814761215,⚪ 中性觀察,310.95,2025,366.95,6.67,17.41,敦陽科,⚠️ 獲利稀釋,2026-03,-349.53999999999996,2480.TW,8.0,10.67%
1.17,25.55%,12.63,44.3499984741,6.142659068434903,⚪ 中性觀察,108.3,2025,426.15,77.93,76.56,大成鋼,⚠️ 獲利稀釋,2026-03,-349.59,2027.TW,2.88,14.07%
-0.11,N/A,1.42,11.6000003815,0.0,⚪ 數據不足,-16.950000000000003,2025,340.82,60.23,-10.0,無敵,📉 獲利侵蝕,2026-03,-350.82,8201.TW,-0.35,N/A
0.41,N/A,-0.42,26.3999996185,4.591304281478261,⚪ 中性觀察,86.25,2025,349.07,18.52,-2.38,環泥,📉 獲利侵蝕,2026-03,-351.45,1104.TW,2.56,N/A
0.09,N/A,9.13,52.7000007629,97.59259400537036,❌ 暫避觀望,8.100000000000001,2025,318.51,-57.38,-33.33,系統電,📉 獲利侵蝕,2026-03,-351.84,5309.TWO,0.27,N/A
0.51,N/A,-4.85,17.4500007629,6.870079040511811,⚪ 中性觀察,38.1,2025,1180.75,-35.23,828.57,宜新實業,⚠️ 獲利稀釋,2026-03,-352.17999999999995,4440.TW,1.14,N/A
0.12,N/A,-30.87,42.0,6.3444108761329305,⚪ 中性觀察,99.3,2025,293.96,-46.72,-58.62,匯僑設計,📉 獲利侵蝕,2026-03,-352.58,6754.TW,3.41,N/A
14.9,28.58%,46.42,5245.0,48.64137994992117,❌ 暫避觀望,1617.45,2025,401.75,47.96,49.0,台光電,⚠️ 獲利稀釋,2026-03,-352.75,2383.TW,41.67,19.80%
-0.9,N/A,20.19,21.4500007629,19.678899782477064,❌ 暫避觀望,16.35,2025,155.69,142.59,-197.83,安鈦克,📉 獲利侵蝕,2026-03,-353.52,6276.TWO,0.92,N/A
0.63,N/A,-14.72,35.2000007629,3.0318691440913006,⚪ 中性觀察,174.14999999999998,2025,286.97,-47.18,-66.84,峰源-KY,📉 獲利侵蝕,2026-03,-353.81000000000006,6807.TW,4.69,N/A
4.28,23.90%,26.66,321.5,6.176753121998079,⚪ 中性觀察,780.75,2025,318.21,-12.83,-36.27,京鼎,📉 獲利侵蝕,2026-03,-354.47999999999996,3413.TW,21.44,11.87%
0.38,N/A,-1.74,40.9000015259,7.396021975750453,⚪ 中性觀察,82.94999999999999,2025,306.21,-19.4,-48.65,大汽電,📉 獲利侵蝕,2026-03,-354.85999999999996,8931.TWO,1.87,N/A
0.29,30.58%,-2.6,48.7999992371,17.810218699671534,❌ 暫避觀望,41.1,2025,296.16,10.87,-58.82,合勤控,📉 獲利侵蝕,2026-03,-354.98,3704.TW,1.56,1.57%
-0.74,26.86%,-21.77,62.5,0.0,⚪ 數據不足,-88.5,2025,237.64,-3800.0,-117.65,川寶,📉 獲利侵蝕,2026-03,-355.28999999999996,1595.TWO,-1.95,-13.38%
1.14,N/A,50.12,96.0,18.677042801556418,❌ 暫避觀望,77.10000000000001,2025,572.52,-1.42,216.67,和椿,⚠️ 獲利稀釋,2026-03,-355.85,6215.TW,2.08,N/A
0.12,20.30%,-0.7,18.1000003815,62.413794418965516,❌ 暫避觀望,4.35,2025,428.07,-90.0,71.43,建大,⚠️ 獲利稀釋,2026-03,-356.64,2106.TW,0.13,1.48%
2.79,17.20%,6.01,197.5,10.635433494884222,⚪ 中性觀察,278.55,2025,376.47,7.92,18.72,士電,⚠️ 獲利稀釋,2026-03,-357.75,1503.TW,6.27,7.03%
0.05,N/A,-10.21,40.5,238.23529411764704,❌ 暫避觀望,2.5500000000000003,2025,529.33,-52.17,171.43,萬年清,⚠️ 獲利稀釋,2026-03,-357.90000000000003,6624.TWO,0.36,N/A
-0.04,N/A,-2.54,49.2999992371,0.0,⚪ 數據不足,-11.1,2025,242.37,6.41,-117.39,攸泰科技,📉 獲利侵蝕,2026-03,-359.76,6928.TW,-0.73,N/A
-0.42,N/A,-5.62,21.5,97.72727272727263,❌ 暫避觀望,3.300000000000003,2025,395.54,-63.22,35.38,紅木-KY,⚠️ 獲利稀釋,2026-03,-360.16,8426.TWO,1.85,N/A
0.15,18.84%,-6.46,38.5,4.980595084087969,⚪ 中性觀察,115.95,2025,271.35,-50.98,-88.89,維熹,📉 獲利侵蝕,2026-03,-360.24,3501.TW,3.0,5.60%
2.11,18.72%,-18.5,125.5,6.429303278688525,⚪ 中性觀察,292.8,2025,346.01,-32.28,-14.23,廣隆,📉 獲利侵蝕,2026-03,-360.24,1537.TW,7.95,9.93%
1.92,24.39%,15.8,128.5,8.387728459530026,⚪ 中性觀察,229.8,2025,356.78,-24.15,-3.52,豐達科,📉 獲利侵蝕,2026-03,-360.29999999999995,3004.TW,5.85,9.60%
0.69,13.69%,-10.32,19.7999992371,6.7346936180612245,⚪ 中性觀察,44.1,2025,315.63,-81.13,-44.8,台南,📉 獲利侵蝕,2026-03,-360.43,1473.TW,0.57,-4.13%
1.45,23.03%,16.19,114.0,14.339622641509434,⚪ 中性觀察,119.25,2025,384.64,-34.24,23.93,奇鈦科,⚠️ 獲利稀釋,2026-03,-360.71,3430.TWO,3.15,7.70%
1.47,N/A,-7.74,85.9000015259,7.535087853149122,⚪ 中性觀察,171.0,2025,408.08,30.95,47.0,乙盛-KY,⚠️ 獲利稀釋,2026-03,-361.08,5243.TW,4.4,N/A
-0.07,27.89%,0.72,11.3000001907,0.0,⚪ 數據不足,-2.7,2025,172.23,-92.73,-188.89,鈺德,📉 獲利侵蝕,2026-03,-361.12,3050.TW,0.04,-1.07%
1.87,37.66%,30.08,247.0,10.582690659811485,⚪ 中性觀察,350.09999999999997,2025,315.93,41.67,-46.72,京元電子,📉 獲利侵蝕,2026-03,-362.65,2449.TW,9.01,28.21%
0.12,N/A,19.79,52.5,12.80487804878049,⚪ 中性觀察,61.49999999999999,2025,303.38,23.62,-60.0,微矽電子-創,📉 獲利侵蝕,2026-03,-363.38,8162.TW,1.57,N/A
3.19,42.12%,95.35,645.0,32.608695652173914,❌ 暫避觀望,296.70000000000005,2025,572.88,474.47,208.82,大量,⚠️ 獲利稀釋,2026-03,-364.06,3167.TW,8.13,18.24%
0.05,N/A,4.18,18.4500007629,0.0,⚪ 數據不足,-12.75,2025,280.38,-342.86,-83.87,盛達,🔄 轉虧為盈,2026-03,-364.25,3027.TW,-1.06,N/A
5.61,25.47%,11.54,398.5,8.142623620760114,⚪ 中性觀察,734.1,2025,390.24,21.94,25.22,健鼎,⚠️ 獲利稀釋,2026-03,-365.02,3044.TW,19.45,17.08%
-0.56,N/A,-25.69,16.0,0.0,⚪ 數據不足,-148.64999999999998,2025,409.13,0.46,44.0,嘉聯益,⚠️ 獲利稀釋,2026-03,-365.13,6153.TW,-4.38,N/A
1.14,24.27%,7.81,120.0,13.937282229965158,⚪ 中性觀察,129.14999999999998,2025,396.55,8.95,28.41,大毅,⚠️ 獲利稀釋,2026-03,-368.14,2478.TW,3.45,12.13%
0.18,N/A,10.87,54.9000015259,50.83333474620371,❌ 暫避觀望,16.2,2025,311.46,-23.71,-57.14,鈞寶,📉 獲利侵蝕,2026-03,-368.59999999999997,6155.TW,0.74,N/A
0.34,25.29%,-16.0,27.4500007629,13.260869933768117,⚪ 中性觀察,31.049999999999997,2025,378.36,-27.19,9.68,南帝,⚠️ 獲利稀釋,2026-03,-368.68,2108.TW,0.83,9.12%
0.18,N/A,0.45,27.8999996185,0.0,⚪ 數據不足,-137.25,2025,474.55,-152.78,105.36,亞崴,🔄 轉虧為盈,2026-03,-369.19,1530.TW,-2.45,N/A
0.99,N/A,20.29,52.0999984741,5.410176373219107,⚪ 中性觀察,144.45,2025,403.64,21.07,33.78,國統,⚠️ 獲利稀釋,2026-03,-369.86,8936.TWO,4.08,N/A
0.02,29.42%,1.86,16.0,0.0,⚪ 數據不足,-14.55,2025,273.28,46.34,-97.67,喬鼎,🔄 轉虧為盈,2026-03,-370.95,3057.TW,-0.88,-21.05%
0.28,N/A,17.01,25.7000007629,17.482993716258505,❌ 暫避觀望,22.05,2025,341.24,-47.47,-30.0,振發,📉 獲利侵蝕,2026-03,-371.24,5426.TWO,0.52,N/A
2.26,N/A,-3.92,108.0,8.385093167701864,⚪ 中性觀察,193.2,2025,442.71,-16.96,71.21,榮惠-KY創,⚠️ 獲利稀釋,2026-03,-371.5,6924.TW,5.68,N/A
0.33,N/A,-2.95,29.5499992371,5.402193644808043,⚪ 中性觀察,82.05000000000001,2025,305.92,-47.23,-66.33,育富,📉 獲利侵蝕,2026-03,-372.25,6194.TWO,2.19,N/A
0.33,17.29%,-13.1,23.7000007629,5.851852040222223,⚪ 中性觀察,60.75,2025,336.21,-10.88,-36.54,世鎧,📉 獲利侵蝕,2026-03,-372.75,2063.TWO,1.72,2.75%
0.73,21.67%,60.25,69.3000030518,12.833333898481484,⚪ 中性觀察,80.99999999999999,2025,507.12,28.57,133.33,佳能,⚠️ 獲利稀釋,2026-03,-373.78999999999996,2374.TW,2.44,8.17%
0.26,21.42%,-13.21,32.9500007629,6.752049336659835,⚪ 中性觀察,73.20000000000002,2025,315.88,-50.73,-58.06,志豐,📉 獲利侵蝕,2026-03,-373.94,3206.TWO,2.02,4.13%
0.9,N/A,-5.94,37.5999984741,4.0692639041233765,⚪ 中性觀察,138.6,2025,352.87,19.85,-21.74,華豫寧,📉 獲利侵蝕,2026-03,-374.61,6474.TWO,3.49,N/A
0.37,21.29%,-7.93,66.5,19.164265129682995,❌ 暫避觀望,52.050000000000004,2025,398.73,-9.62,23.33,長興,⚠️ 獲利稀釋,2026-03,-375.40000000000003,1717.TW,1.41,3.94%
0.33,21.81%,10.07,70.5,51.459854014598534,❌ 暫避觀望,20.55,2025,412.92,-34.34,37.5,希華,⚠️ 獲利稀釋,2026-03,-375.42,2484.TW,0.65,6.31%
0.65,N/A,6.75,220.0,48.888888888888886,❌ 暫避觀望,67.5,2025,478.88,-11.69,103.13,台虹,⚠️ 獲利稀釋,2026-03,-375.75,8039.TW,2.07,N/A
2.86,17.62%,5.01,547.0,31.691772885283896,❌ 暫避觀望,258.9,2025,446.0,12.1,70.24,禾伸堂,⚠️ 獲利稀釋,2026-03,-375.76,3026.TW,6.58,5.81%
0.17,18.01%,0.02,73.5,8.61664712778429,⚪ 中性觀察,127.95000000000002,2025,559.82,-53.89,183.33,力致,⚠️ 獲利稀釋,2026-03,-376.49,3483.TWO,3.74,2.40%
0.05,N/A,-2.38,30.75,12.974683544303797,⚪ 中性觀察,35.550000000000004,2025,283.66,-76.35,-94.38,圓裕,📉 獲利侵蝕,2026-03,-378.04,6835.TW,0.97,N/A
3.59,N/A,-6.57,191.5,6.426174496644296,⚪ 中性觀察,446.99999999999994,2025,374.33,-27.39,-4.8,豐祥-KY,📉 獲利侵蝕,2026-03,-379.13,5288.TW,12.25,N/A
0.24,N/A,237.84,31.8999996185,15.263157712200956,❌ 暫避觀望,31.350000000000005,2025,612.53,160.13,233.33,長園科,⚠️ 獲利稀釋,2026-03,-379.19999999999993,8038.TWO,0.92,N/A
0.37,N/A,-11.42,42.7999992371,4.163424050301557,⚪ 中性觀察,154.2,2025,316.24,15.99,-62.96,菱光,📉 獲利侵蝕,2026-03,-379.2,8249.TW,4.03,N/A
2.7,N/A,2.49,134.0,9.312022237665046,⚪ 中性觀察,215.85000000000002,2025,461.95,-6.72,82.43,龍德造船,⚠️ 獲利稀釋,2026-03,-379.52,6753.TW,5.98,N/A
1.37,18.31%,-4.56,60.7000007629,4.098582090675219,⚪ 中性觀察,222.15,2025,368.25,-3.34,-11.76,三陽工業,📉 獲利侵蝕,2026-03,-380.01,2206.TW,5.78,4.93%
0.27,18.21%,-4.72,21.8999996185,4.792122454814004,⚪ 中性觀察,68.55000000000001,2025,326.78,-22.93,-53.45,六暉-KY,📉 獲利侵蝕,2026-03,-380.22999999999996,2115.TW,1.58,6.19%
0.61,N/A,-12.83,39.9000015259,9.109589389474886,⚪ 中性觀察,65.7,2025,382.05,-53.88,1.47,�矬�,⚠️ 獲利稀釋,2026-03,-380.58,8349.TWO,1.93,N/A
0.68,N/A,-4.54,67.4000015259,5.954063739037102,⚪ 中性觀察,169.8,2025,339.61,-14.14,-41.38,豐泰,📉 獲利侵蝕,2026-03,-380.99,9910.TW,5.1,N/A
0.41,18.10%,10.54,68.5999984741,12.680221529408504,⚪ 中性觀察,81.15,2025,335.22,-10.04,-48.1,利機,📉 獲利侵蝕,2026-03,-383.32000000000005,3444.TWO,2.15,4.42%
0.2,23.02%,-2.31,19.6000003815,10.888889100833334,⚪ 中性觀察,27.0,2025,344.48,-47.52,-39.39,德淵,📉 獲利侵蝕,2026-03,-383.87,4720.TW,0.74,3.03%
0.18,N/A,-14.5,20.3500003815,28.26388941875,❌ 暫避觀望,10.799999999999999,2025,734.16,-72.09,350.0,北基,⚠️ 獲利稀釋,2026-03,-384.15999999999997,8927.TWO,0.35,N/A
-0.2,N/A,42.33,39.0,278.5714285714286,❌ 暫避觀望,2.0999999999999996,2025,62.97,180.65,-322.22,天擎,📉 獲利侵蝕,2026-03,-385.19000000000005,6708.TWO,0.25,N/A
0.41,5.67%,-26.56,50.5999984741,4.195688099013267,⚪ 中性觀察,180.9,2025,304.43,-73.34,-81.61,陽明,📉 獲利侵蝕,2026-03,-386.04,2609.TW,4.9,-1.94%
0.37,17.44%,12.58,56.0999984741,13.325415314513064,⚪ 中性觀察,63.15,2025,471.2,-13.89,85.0,全漢,⚠️ 獲利稀釋,2026-03,-386.2,3015.TW,1.86,-0.45%
0.85,43.42%,-10.43,29.0499992371,13.32568772344037,⚪ 中性觀察,32.699999999999996,2025,559.52,457.5,173.28,吉祥全,⚠️ 獲利稀釋,2026-03,-386.24,2491.TW,1.43,-66.51%
0.1,N/A,0.3,48.75,29.907975460122703,❌ 暫避觀望,24.45,2025,299.04,-97.61,-87.5,大井泵浦,📉 獲利侵蝕,2026-03,-386.54,6982.TWO,0.06,N/A
-1.05,8.05%,70.72,26.0,2.4208566108007448,⚪ 中性觀察,161.1,2025,371.35,248.27,-17.98,三一東林,📉 獲利侵蝕,2026-03,-389.33000000000004,3609.TWO,6.42,-11.23%
0.1,18.44%,4.75,28.8999996185,0.0,⚪ 數據不足,-15.3,2025,540.0,-190.0,150.0,明泰,🔄 轉虧為盈,2026-03,-390.0,3380.TW,-0.36,1.17%
1.37,19.71%,-0.31,110.5,9.262363788767813,⚪ 中性觀察,178.95,2025,403.57,4.58,13.27,台灣大,⚠️ 獲利稀釋,2026-03,-390.3,3045.TW,4.77,10.58%
0.92,N/A,-10.76,31.3999996185,15.778894280653265,❌ 暫避觀望,29.85,2025,404.06,-67.92,13.58,世豐,⚠️ 獲利稀釋,2026-03,-390.48,2065.TWO,1.12,N/A
0.05,N/A,6.19,20.7999992371,16.910568485447154,❌ 暫避觀望,18.45,2025,332.87,-69.73,-58.33,金利食安,📉 獲利侵蝕,2026-03,-391.2,7743.TWO,0.57,N/A
0.04,N/A,8.46,19.3999996185,51.052630575,❌ 暫避觀望,5.7,2025,327.76,-60.0,-63.64,熒茂,📉 獲利侵蝕,2026-03,-391.4,4729.TWO,0.16,N/A
1.56,N/A,-4.4,130.0,6.838506049447658,⚪ 中性觀察,285.15000000000003,2025,381.69,10.62,-9.83,漢科,📉 獲利侵蝕,2026-03,-391.52,3402.TWO,7.5,N/A
1.62,N/A,27.06,492.0,37.933693138010796,❌ 暫避觀望,194.54999999999998,2025,398.1,43.01,5.92,華星光,⚠️ 獲利稀釋,2026-03,-392.18,4979.TWO,5.43,N/A
-0.34,21.21%,-10.11,23.7999992371,0.0,⚪ 數據不足,-58.35,2025,389.42,-410.42,-3.03,飛宏,📉 獲利侵蝕,2026-03,-392.45,2457.TW,-1.48,-6.90%
0.29,N/A,-13.43,28.4500007629,9.579124835993266,⚪ 中性觀察,44.550000000000004,2025,342.65,-46.94,-50.0,至興,📉 獲利侵蝕,2026-03,-392.65,4535.TWO,1.3,N/A
0.08,25.04%,16.57,26.25,61.04651162790697,❌ 暫避觀望,6.450000000000001,2025,337.41,-74.05,-55.56,映興,📉 獲利侵蝕,2026-03,-392.97,3597.TWO,0.34,8.41%
0.67,26.65%,11.14,101.5,9.602649006622515,⚪ 中性觀察,158.55,2025,343.32,74.89,-50.0,宏致,📉 獲利侵蝕,2026-03,-393.32,3605.TW,4.35,5.06%
-0.3,8.14%,-0.82,18.2000007629,0.0,⚪ 數據不足,-148.5,2025,408.48,-24.32,14.29,永邑-KY,⚠️ 獲利稀釋,2026-03,-394.19,2939.TW,-3.68,-46.94%
-0.55,N/A,-31.37,14.6999998093,0.0,⚪ 數據不足,-97.19999999999999,2025,394.41,-121.74,0.0,佑華,📉 獲利侵蝕,2026-03,-394.41,8024.TWO,-2.55,N/A
-0.22,37.85%,-89.32,14.8000001907,0.0,⚪ 數據不足,-12.0,2025,-71.35,-112.91,-466.67,聯上,🌑 雙重衰退,2026-03,-395.32000000000005,4113.TWO,-0.43,-47.25%
1.2,N/A,10.46,66.0,3.7183098591549295,⚪ 中性觀察,266.25,2025,340.44,-17.06,-55.22,志強-KY,📉 獲利侵蝕,2026-03,-395.65999999999997,6768.TW,6.77,N/A
-0.07,N/A,-7.81,27.0,3.5340314136125652,⚪ 中性觀察,114.60000000000001,2025,208.18,55.31,-187.5,智基,📉 獲利侵蝕,2026-03,-395.68,6294.TWO,2.78,N/A
0.75,N/A,5.05,171.5,5.707154742096506,⚪ 中性觀察,450.75,2025,316.5,-14.96,-79.51,來億-KY,📉 獲利侵蝕,2026-03,-396.01,6890.TW,13.02,N/A
0.3,N/A,13.71,39.1500015259,5.407458774295581,⚪ 中性觀察,108.60000000000001,2025,344.45,-2.36,-51.61,華孚,📉 獲利侵蝕,2026-03,-396.06,6235.TW,2.9,N/A
0.24,N/A,-2.42,17.7000007629,0.0,⚪ 數據不足,-9.9,2025,374.82,67.24,-22.58,耀億,🔄 轉虧為盈,2026-03,-397.4,4430.TWO,-0.19,N/A
1.51,N/A,-7.61,124.0,15.856777493606138,❌ 暫避觀望,117.30000000000001,2025,657.4,26.79,259.52,宏捷科,⚠️ 獲利稀釋,2026-03,-397.88,8086.TWO,3.36,N/A
1.17,22.14%,28.87,828.0,101.84501845018451,❌ 暫避觀望,121.94999999999999,2025,471.97,3072.73,73.33,景碩,⚠️ 獲利稀釋,2026-03,-398.64000000000004,3189.TW,3.51,8.52%
0.55,17.58%,-12.57,0.0,0.0,⚪ 數據不足,0.0,2025,438.93,-20.13,40.0,和益,⚠️ 獲利稀釋,2026-03,-398.93,1709.TW,1.23,8.28%
10.73,N/A,51.55,1170.0,16.106828193832598,❌ 暫避觀望,1089.6,2025,492.63,77.66,93.47,勤誠,⚠️ 獲利稀釋,2026-03,-399.15999999999997,8210.TW,29.06,N/A
0.2,N/A,191.86,15.6000003815,0.0,⚪ 數據不足,-11.850000000000001,2025,586.98,23.4,186.96,金耘國際,🔄 轉虧為盈,2026-03,-400.02,4950.TWO,-0.36,N/A
-2.14,N/A,-23.56,96.4000015259,0.0,⚪ 數據不足,-149.25000000000003,2025,14.56,-276.79,-386.36,錼創科技-KY創,📉 獲利侵蝕,2026-03,-400.92,6854.TW,-1.02,N/A
-0.05,15.04%,28.81,16.8999996185,0.0,⚪ 數據不足,-5.3999999999999995,2025,334.65,-44.44,-66.67,郡都開發,📉 獲利侵蝕,2026-03,-401.32,4402.TWO,-0.13,-80.56%
3.28,15.77%,13.75,969.0,93.7137330754352,❌ 暫避觀望,155.1,2025,830.09,18.07,428.33,欣興,⚠️ 獲利稀釋,2026-03,-401.76000000000005,3037.TW,4.38,6.82%
0.57,N/A,3.13,19.5499992371,6.147798502232705,⚪ 中性觀察,47.699999999999996,2025,474.91,54.05,72.73,達輝-KY,⚠️ 獲利稀釋,2026-03,-402.18,5276.TWO,1.14,N/A
0.28,37.12%,-2.19,13.3999996185,15.952380498214287,❌ 暫避觀望,12.6,2025,557.65,-68.29,154.9,志信,⚠️ 獲利稀釋,2026-03,-402.75,2611.TW,0.52,5.53%
0.09,N/A,-8.11,13.3999996185,30.454544587500003,❌ 暫避觀望,6.6,2025,752.81,1000.0,350.0,松普,⚠️ 獲利稀釋,2026-03,-402.80999999999995,5488.TWO,0.11,N/A
0.47,21.28%,-3.28,59.5,30.989583333333336,❌ 暫避觀望,28.799999999999997,2025,407.81,-74.48,4.44,健和興,⚠️ 獲利稀釋,2026-03,-403.37,3003.TW,0.99,6.05%
0.37,22.67%,3.73,70.4000015259,30.60869631560869,❌ 暫避觀望,34.50000000000001,2025,349.69,-41.88,-53.75,時碩工業,📉 獲利侵蝕,2026-03,-403.44,4566.TW,1.36,3.55%
4.54,N/A,13.2,0.0,0.0,⚪ 數據不足,0.0,2025,403.93,5.99,0.44,崑鼎,⚠️ 獲利稀釋,2026-03,-403.49,6803.TWO,18.44,N/A
0.13,N/A,17.93,21.9500007629,16.628788456742427,❌ 暫避觀望,19.799999999999997,2025,412.13,10.77,8.33,金橋,⚠️ 獲利稀釋,2026-03,-403.8,6133.TW,0.72,N/A
0.42,N/A,1.55,31.5,6.61764705882353,⚪ 中性觀察,71.39999999999999,2025,404.41,-10.78,0.0,海柏特,📉 獲利侵蝕,2026-03,-404.41,6884.TWO,2.05,N/A
2.76,N/A,-72.18,45.4000015259,7.655986766593593,⚪ 中性觀察,88.94999999999999,2025,1224.69,-79.5,820.0,富宇,⚠️ 獲利稀釋,2026-03,-404.69000000000005,4907.TWO,1.23,N/A
0.2,19.87%,-12.95,20.4500007629,17.330509121101695,❌ 暫避觀望,17.7,2025,423.58,-19.59,17.65,日勝化,⚠️ 獲利稀釋,2026-03,-405.93,1735.TW,0.78,1.24%
3.63,N/A,75.17,230.5,6.7555685814771405,⚪ 中性觀察,511.79999999999995,2025,414.73,39.39,8.68,信紘科,⚠️ 獲利稀釋,2026-03,-406.05,6667.TWO,13.77,N/A
-0.31,41.13%,9.49,45.75,0.0,⚪ 數據不足,-100.49999999999999,2025,414.88,10.29,8.82,合一,⚠️ 獲利稀釋,2026-03,-406.06,4743.TWO,-2.18,-478.52%
2.29,N/A,-5.52,84.5999984741,3.643410786998277,⚪ 中性觀察,348.3,2025,404.8,-40.24,-3.0,瑞儀,📉 獲利侵蝕,2026-03,-407.8,6176.TW,9.4,N/A
-0.03,N/A,-17.71,10.4499998093,0.0,⚪ 數據不足,-15.9,2025,286.39,-126.47,-121.43,萬國通,📉 獲利侵蝕,2026-03,-407.82,9950.TWO,-0.27,N/A
0.35,22.50%,-15.76,16.7000007629,23.52112783507042,❌ 暫避觀望,10.65,2025,558.67,-64.1,150.0,展宇,⚠️ 獲利稀釋,2026-03,-408.66999999999996,1776.TW,0.28,10.88%
0.27,16.15%,-6.01,27.9500007629,14.78836019201058,⚪ 中性觀察,28.35,2025,360.59,-64.42,-48.08,謚源,📉 獲利侵蝕,2026-03,-408.66999999999996,2235.TWO,0.95,1.41%
4.81,24.81%,28.28,0.0,0.0,⚪ 數據不足,0.0,2025,410.79,-11.39,2.12,振大環球,⚠️ 獲利稀釋,2026-03,-408.67,4441.TW,14.79,9.90%
12.28,19.04%,36.32,4390.0,60.21947873799725,❌ 暫避觀望,1093.5,2025,480.34,9.24,71.27,創意,⚠️ 獲利稀釋,2026-03,-409.07,3443.TW,28.13,10.13%
0.07,11.98%,50.27,19.1000003815,0.0,⚪ 數據不足,-84.29999999999998,2025,520.84,18.81,110.77,台船,🔄 轉虧為盈,2026-03,-410.07000000000005,2208.TW,-1.77,7.19%
0.51,N/A,12.02,74.4000015259,19.476440190026178,❌ 暫避觀望,57.3,2025,421.47,-20.6,11.36,長科*,⚠️ 獲利稀釋,2026-03,-410.11,6548.TWO,1.63,N/A
1.5,N/A,1.44,47.9500007629,5.798065388500604,⚪ 中性觀察,124.05,2025,471.19,-40.13,60.87,友鋮,⚠️ 獲利稀釋,2026-03,-410.32,7718.TWO,3.75,N/A
1.35,22.10%,10.44,89.5999984741,11.516709315437017,⚪ 中性觀察,116.7,2025,426.7,-70.28,15.93,聯德控股-KY,⚠️ 獲利稀釋,2026-03,-410.77,4912.TW,1.98,9.53%
0.17,28.02%,-11.81,48.5999984741,23.142856416238093,❌ 暫避觀望,31.5,2025,374.73,-79.87,-37.04,旭富,📉 獲利侵蝕,2026-03,-411.77000000000004,4119.TW,0.9,12.04%
0.05,21.38%,3.41,39.3499984741,89.43181471386364,❌ 暫避觀望,6.6,2025,413.58,-42.42,0.0,中釉,📉 獲利侵蝕,2026-03,-413.58,1809.TW,0.19,1.74%
5.15,N/A,-2.8,469.0,8.439805650530863,⚪ 中性觀察,833.55,2025,400.46,10.59,-14.45,樺漢,📉 獲利侵蝕,2026-03,-414.90999999999997,6414.TW,23.26,N/A
