代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,成交量,進度日期,上市櫃進度(註)
1260,富味鄉,24.00,23.25,3000,24.35,3000,24.30,23.25,23.57,23.70,14181,-,
1269,乾杯,77.05,74.6,3000,78.3,2999,79.30,75.00,75.52,78.30,25013,-,
1271,晨暉生技,61.83,61.8,3000,62.4,5000,62.50,61.00,61.95,62.40,85674,-,
1293,利統,26.55,26.1,3000,27.0,3000,27.00,26.50,26.60,27.00,6003,-,
1343,旭東環保,25.35,23.35,3000,23.8,2950,24.70,23.45,24.07,23.80,26406,-,
1480,東盟開發,9.01,9.01,4889,9.15,5000,9.01,9.01,9.01,9.01,111,-,
1594,日高,8.00,7.8,5000,8.1,4999,8.10,7.70,7.86,8.10,45138,-,
2071,震南鐵,25.05,24.4,3000,25.2,3000,25.25,24.30,24.54,24.50,221106,-,
2237,華德動能,39.66,39.75,3000,40.1,2950,40.20,39.75,39.91,40.10,37407,115/03/09,證交所同意創新板上市契約
2245,詠勝昌*,26.50,26.45,6000,27.65,4998,27.65,27.65,27.65,27.65,1002,-,
2249,湧盛,110.20,111.0,2000,112.0,1868,113.50,111.00,111.45,112.00,12105,115/05/08,送件申請上櫃
2252,為昇科,17.64,17.1,5000,17.4,5000,17.95,17.10,17.63,17.20,134400,-,
2255,凱銳光電,18.13,17.8,5000,18.6,5000,18.35,17.90,18.08,18.35,14040,-,
2256,歐特明,68.49,68.8,6000,70.1,6000,71.80,66.90,68.77,69.30,77923,-,
2644,中信造船,83.19,81.8,2900,82.9,2990,84.00,81.10,82.44,82.90,73810,-,
2733,維格餅家,10.65,10.2,2000,10.65,3944,10.65,10.20,10.38,10.65,5056,-,
2741,老四川,20.51,20.2,3000,20.8,2975,20.80,20.50,20.64,20.80,8025,-,
2758,路易莎咖啡,70.23,68.5,3000,71.4,3000,71.40,68.40,71.14,71.40,277,-,
2760,巨宇翔,16.28,15.4,5000,16.05,5000,16.20,16.00,16.01,16.00,7000,-,
2761,橘焱胡同,14.90,15.0,5000,15.55,10000,15.45,15.45,15.45,15.45,5000,-,
2938,床的世界,26.65,25.4,3000,26.25,3000,27.95,24.75,26.17,25.85,33366,115/06/22,上櫃審議會通過
2940,歐都納,24.60,24.0,3000,24.6,3000,-,-,-,-,-,-,
2942,京站,37.54,37.55,1000,38.0,3000,37.55,37.40,37.50,37.55,3000,-,
3097,拍檔,26.40,25.5,6000,26.8,5999,27.30,26.00,26.48,26.70,16111,-,
3117,年程,24.40,26.6,4000,27.4,2992,28.20,24.95,26.67,27.40,228961,-,
3184,微邦,16.35,16.3,5000,17.05,4990,17.05,16.10,16.47,17.05,158851,-,
3473,智通聯網,89.27,89.3,1000,90.5,2997,90.50,89.30,89.30,90.50,2003,-,
3585,聯致,72.45,74.5,4770,75.3,10982,76.80,72.40,74.84,74.50,874181,-,
3595,山太士,2336.80,2275.0,2985,2300.0,5549,2355.00,2255.00,2311.82,2275.00,179851,115/06/17,送件申請上櫃
3603,建祥國際,7.53,7.6,10000,8.0,10000,7.72,7.63,7.69,7.63,34000,-,
3633,云光,122.62,120.5,4000,122.5,4000,124.00,120.00,121.93,123.00,15669,-,
3644,凌嘉科,345.72,352.0,1000,355.5,2000,357.00,348.00,353.10,352.00,382663,-,
3659,百辰,21.61,21.05,3000,22.1,3000,21.50,21.05,21.32,21.50,3000,-,
3678,聯享,49.73,51.3,2835,52.1,2940,52.10,49.85,51.43,52.10,40276,-,
4115,善德生技,7.74,7.41,5000,7.75,7999,7.75,7.41,7.59,7.73,13004,-,
4117,普生,11.18,11.1,5000,11.5,4999,11.80,11.05,11.24,11.50,162244,-,
4150,優你康,4.82,4.79,10000,4.85,8409,5.00,4.68,4.79,4.85,318363,-,
4170,鑫品生醫,12.01,11.95,3000,12.45,4000,12.45,11.95,12.11,12.45,12200,-,
4172,因華,11.08,10.75,10000,11.15,10000,11.35,10.75,10.97,11.15,315129,-,
4186,尖端醫,10.01,9.91,4998,10.1,9950,10.20,9.86,10.01,10.10,179368,-,
4194,禾生技,7.08,6.85,5000,7.16,4990,7.23,6.70,6.94,7.00,134039,-,
4197,暐世,9.39,9.07,10000,9.52,2599,9.52,9.52,9.52,9.52,2401,-,
4431,敏成健康,16.89,16.9,3000,17.45,5000,17.50,16.90,17.14,16.90,21002,-,
4537,旭東,167.71,164.5,2000,165.5,3000,171.00,164.00,165.68,165.00,215603,-,
4544,春日,13.92,13.6,10000,14.3,10000,-,-,-,-,-,-,
4546,長亨,99.63,109.0,1967,113.0,1799,118.00,105.00,111.94,113.00,105392,-,
4553,盛復,17.18,17.0,5000,17.4,4825,17.60,17.40,17.40,17.40,176,-,
4559,久裕興,7.88,7.75,5000,8.05,4990,8.12,7.80,7.99,8.05,57045,-,
4565,宏偉,120.06,119.0,2000,120.5,4000,120.50,119.50,120.14,120.00,22462,115/06/26,送件申請上櫃
4570,傑生,70.20,68.0,5997,71.0,4000,70.50,68.00,70.49,68.00,1026,-,
4573,高明鐵,390.24,395.5,2000,398.5,4000,401.50,389.00,395.43,395.50,268826,-,
4575,銓寶,26.00,25.95,3000,27.1,3000,26.60,26.50,26.56,26.50,5050,-,
4587,寶元數控,57.61,55.6,2000,57.0,3000,57.50,54.90,56.07,56.20,36514,-,
4589,碩陽電機,39.30,38.85,3000,39.55,3000,40.75,37.70,39.26,39.45,90723,-,
4724,宣捷幹細胞,9.91,9.87,3000,10.1,14000,10.20,9.62,9.91,10.10,160767,-,
4732,彥臣,17.79,16.45,5000,17.15,5000,18.35,16.00,16.91,16.70,88241,-,
4738,大同精化,6.99,6.71,10000,7.04,10000,7.14,6.71,6.93,7.04,229272,-,
4765,磐采,16.70,16.0,5000,16.7,1779,16.70,16.70,16.70,16.70,3221,-,
4925,智微,134.42,145.5,11000,150.0,3000,156.50,136.50,145.62,150.00,252395,-,
4980,佐臻,42.43,42.35,3000,44.05,2999,44.15,41.95,43.00,44.05,64148,-,
5240,建騰,21.20,20.6,3000,21.5,1998,21.60,20.80,21.05,21.50,6054,-,
5246,勵威,166.95,151.0,2000,152.0,2000,170.00,149.50,157.13,151.50,898407,-,
5248,景傳,29.34,29.9,9000,30.2,6992,31.00,29.00,30.28,30.20,350420,-,
5254,欣訊科技,40.30,41.0,5000,42.8,3000,43.00,40.85,41.48,41.00,16440,-,
5262,立達,46.12,45.85,2900,46.55,2935,46.55,45.05,46.19,46.55,71387,-,
5267,龍翩,48.32,47.5,3000,48.2,2000,49.15,47.10,48.21,48.20,29550,-,
5271,紘通,15.26,15.25,7000,15.7,5000,15.70,14.95,15.28,15.35,389399,-,
5297,廣化,96.21,89.1,5951,91.6,3000,96.80,89.00,91.49,89.10,924100,-,
5859,遠壽,13.44,13.3,6998,13.55,5000,13.55,13.20,13.34,13.55,60647,-,
5863,瑞興銀,11.07,10.95,1318,11.05,7754,11.15,10.50,10.94,11.05,71880,-,
6027,德信,11.71,11.45,10000,11.95,5000,12.00,11.45,11.56,11.50,107892,-,
6035,悠遊卡,51.91,52.1,3000,53.2,3000,53.20,51.60,52.63,53.20,22532,-,
6407,相互,29.37,29.45,5000,29.7,5000,30.25,29.35,29.65,29.50,144280,-,
6428,淘米,26.42,27.6,1999,29.0,3000,29.60,27.60,28.78,27.60,83130,-,
6434,達輝光電,18.02,18.15,7000,18.5,10000,19.15,18.10,18.38,18.30,445094,-,
6467,泰合,111.49,109.5,5000,111.5,10000,113.50,109.50,110.75,110.00,232619,115/05/28,證交所同意上市契約
6473,美賣*,7.33,7.55,5000,7.7,5000,7.89,7.24,7.54,7.72,297886,-,
6483,原創生醫,14.61,13.85,10000,14.2,5000,15.15,13.85,14.38,14.00,153921,-,
6493,雷虎生,29.19,34.55,3000,35.65,4000,36.15,28.70,33.01,35.65,897224,-,
6518,康科特,31.04,31.0,2000,31.6,1980,31.60,31.00,31.10,31.60,15041,-,
6536,碩豐,21.08,20.45,5000,21.45,3000,21.55,20.45,20.83,21.00,10010,-,
6539,麗彤,41.20,39.8,3000,41.6,3000,41.50,41.20,41.20,41.50,1013,-,
6543,普惠醫工,18.54,18.4,10000,18.7,4999,18.95,18.50,18.62,18.70,52412,-,
6549,景凱,7.21,7.11,5000,7.17,4999,7.31,7.10,7.15,7.17,158995,-,
6555,榮炭,19.05,19.25,4900,19.8,5000,19.85,19.20,19.55,19.25,32152,-,
6559,研晶,18.30,17.6,10000,18.45,4832,18.70,17.50,17.92,18.45,110356,-,
6563,映智,26.95,26.9,3000,27.45,2999,28.00,26.90,27.05,27.45,46535,-,
6564,安特羅,15.66,15.75,5000,16.0,4999,16.00,15.55,15.77,16.00,47875,-,
6565,物聯,19.91,19.85,10000,20.75,3000,20.70,20.00,20.22,20.70,16123,-,
6572,博錸,6.90,6.81,5000,7.04,5000,7.11,6.80,7.00,6.89,111935,-,
6580,台睿,13.30,13.0,4000,13.45,4997,13.50,13.00,13.18,13.00,46228,-,
6583,友松,12.20,13.05,5000,13.6,4994,13.60,12.20,12.93,13.60,91913,-,
6586,醣基,131.85,130.5,4950,131.5,6000,145.50,129.00,136.24,130.50,1795365,-,
6595,光禹國際,29.53,28.8,3000,30.2,2989,30.50,29.00,29.00,30.20,6012,-,
6599,普達系統,43.39,42.0,3000,43.0,2998,43.00,43.00,43.00,43.00,2,-,
6604,儒億,33.97,36.0,2000,36.35,3000,36.95,34.00,36.19,36.45,146661,115/06/26,櫃買中心董事會通過上櫃
6610,安成生技,26.37,26.05,6000,26.6,2999,27.00,26.05,26.37,26.60,84753,-,
6618,永虹先進,20.84,20.8,4662,21.05,4999,23.00,19.00,20.51,21.05,2996297,-,
6621,華宇藥,11.15,11.1,1999,11.35,10000,11.30,11.00,11.16,11.30,62077,-,
6622,百聿數碼,6.80,6.78,2383,7.09,5000,7.09,6.78,6.78,7.09,4618,-,
6634,欣耀,71.65,70.5,2000,72.7,3000,76.30,70.50,72.45,72.70,288057,-,
6638,沅聖,49.63,48.05,3000,50.4,3000,50.40,48.65,49.26,50.40,20038,-,
6639,源大環能,5.96,5.85,5000,6.1,4000,6.14,5.81,5.96,6.00,57259,-,
6648,斯其大,16.70,16.0,15000,16.8,14990,16.80,16.80,16.80,16.80,10,-,
6650,帝圖,28.05,29.2,3000,30.65,3000,30.65,28.50,29.45,30.65,37866,-,
6659,天明製藥,19.73,19.25,10000,20.15,5000,20.45,19.25,19.76,20.15,63989,-,
6665,康聯生醫,19.05,18.9,10000,19.8,14990,19.80,19.00,19.09,19.80,49220,-,
6673,和詮,17.77,17.95,5000,18.8,5000,18.80,17.70,17.99,18.00,246169,-,
6676,祥翊,12.65,12.65,6500,12.8,5000,13.15,12.65,12.78,12.75,269740,-,
