代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
2851.TW,中再保,36.15,-2178,1,-88,20260630,560,0,0,N/A,-1.47%,🚨 外資提款
00936.TW,台新永續高息中小,21.38,277,0,52,20260630,-7453,0,0,N/A,3.64%,🚨 外資提款
3686.TW,達能,17.3,5,0,0,20260630,25,0,0,N/A,-0.57%,🚨 外資提款
00982D.TW,主動富邦動態入息,10.06,-26,0,1941,20260630,1,0,0,N/A,1.31%,🚨 外資提款
1605.TW,華新,37.2,-15862,0,-1625,20260630,10756,0,0,N/A,-1.59%,🚨 外資提款
4137.TW,麗豐-KY,109.5,19,0,0,20260630,-36,0,0,N/A,-0.90%,🚨 外資提款
6547.TWO,高端疫苗,45.45,842,0,-28,20260630,-87,0,0,N/A,0.11%,🚨 外資提款
3206.TWO,志豐,37.55,4,0,0,20260630,13,0,0,N/A,-0.66%,🚨 外資提款
006201.TWO,元大富櫃50,47.33,-1,43,-258,20260630,82,0,0,N/A,-3.88%,🚨 外資提款
7776.TWO,奧孟亞,25.7,0,0,0,20260630,0,0,0,N/A,-2.65%,🚨 外資提款
00685L.TW,群益臺灣加權正2,306.0,-38,0,-11691,20260630,309,0,0,N/A,-3.94%,🚨 外資提款
1789.TW,神隆,20.65,-148,0,-6,20260630,26,0,0,N/A,1.98%,🚨 外資提款
8272.TWO,全景軟體,67.6,-2,0,0,20260630,0,0,0,N/A,1.79%,🚨 外資提款
3211.TWO,順達,413.0,-215,0,37,20260630,2750,0,0,N/A,-3.39%,🚨 外資提款
2007.TW,燁興,7.22,-84,0,-7,20260630,65,0,0,N/A,-2.17%,🚨 外資提款
00980D.TWO,主動聯博投等入息,20.63,0,-37,236,20260630,0,0,0,N/A,1.18%,🚨 外資提款
7717.TWO,萊德光電-KY,440.0,-15,0,1,20260630,58,0,0,N/A,-11.56%,🚨 外資提款
2890.TW,永豐金,39.9,416,6708,2062,20260630,27333,0,0,N/A,0.25%,🚨 外資提款
4433.TWO,興采,21.2,-1,0,0,20260630,-1,0,0,N/A,2.42%,🚨 外資提款
6541.TW,泰福-KY,40.1,-55,0,0,20260630,56,0,0,N/A,-8.55%,🚨 外資提款
7507.TWO,環拓科技,21.25,0,0,0,20260630,0,0,0,N/A,2.66%,🚨 外資提款
8077.TWO,洛��,47.95,1,0,0,20260630,0,0,0,N/A,-7.43%,🚨 外資提款
6525.TW,捷敏-KY,151.0,176,0,3,20260630,-2345,0,0,N/A,-11.44%,🚨 外資提款
4924.TWO,欣厚-KY,14.25,27,0,2,20260630,257,0,0,N/A,5.56%,🚨 外資提款
6549.TWO,景凱,7.17,0,0,0,20260630,0,0,0,N/A,-1.78%,🚨 外資提款
1444.TW,力麗,8.96,1230,0,-5,20260630,110,0,0,N/A,29.48%,🚨 外資提款
1476.TW,儒鴻,312.5,-119,278,1,20260630,-2990,0,0,N/A,0.00%,🚨 外資提款
4968.TW,立積,115.5,-102,0,3,20260630,1349,0,0,N/A,-2.94%,🚨 外資提款
8234.TWO,新漢,71.4,-84,0,-3,20260630,74,0,0,N/A,11.04%,🚨 外資提款
6692.TWO,進能服,26.35,0,0,0,20260630,-1,0,0,N/A,1.15%,🚨 外資提款
2509.TW,全坤建,13.15,7,0,-1,20260630,-9,0,0,N/A,-2.23%,🚨 外資提款
7642.TWO,昶瑞機電,72.5,10,0,0,20260630,0,0,0,N/A,6.15%,🚨 外資提款
2923.TW,鼎固-KY,27.35,-58,0,-4,20260630,3,0,0,N/A,6.84%,🚨 外資提款
6603.TWO,富強鑫,22.9,-35,0,-17,20260630,-1403,0,0,N/A,-5.76%,🚨 外資提款
3287.TWO,廣寰科,32.2,12,0,0,20260630,5,0,0,N/A,-4.59%,🚨 外資提款
