股票代碼         名稱              收盤價       最佳均線        實戰勝率%          區間報酬%     交易次數       外資5日買超 目前狀態                
00685L.TW    群益臺灣加權正2      166.1          7         68.0          12.05        3           -2 📉 建議賣出              
00686R.TW    群益臺灣加權反1        1.4          6         40.0          -0.68        2           -5 📉 建議賣出              
00687B.TWO   國泰20年美債       28.68         14         50.0           0.01        4        13868 📉 建議賣出              
00688L.TW    國泰20年美債正2      7.15          3        52.38           1.77        6         2439 📉 建議賣出              
00693U.TW    期街口S&P黃豆      23.16         18        82.61          13.41        1         -346 📈 持有 → 繼續持有         
00696B.TWO   富邦美債20年       29.74         14        52.63           1.14        3         8747 📉 建議賣出              
00700.TW     富邦�琤肭磪�       17.69          4         50.0           4.09        4         1169 📈 持有 → 繼續持有         
00703.TW     台新MSCI中國      20.85         15         50.0          -1.02        1            0 📈 持有 → 繼續持有         
00712.TW     復華富時不動產         9.1         10         50.0          -1.03        3       -24058 📉 建議賣出              
00713.TW     元大台灣高息低波      52.05          5        73.91           5.42        3         -719 📈 持有 → 繼續持有         
00715L.TW    期街口布蘭特正2       50.8         11        71.88         139.85        0        24650 📈 持有 → 繼續持有         
00719B.TWO   元大美債1-3       31.42          4        56.25           1.36        5         1211 📈 持有 → 繼續持有         
00720B.TWO   元大投資級公司債      33.06          3        43.48          -1.68        8        -4567 📉 建議賣出              
00722B.TWO   群益投資級電信債      36.29          3        45.45          -0.56        7          443 📉 建議賣出              
00724B.TWO   群益投資級金融債      33.95          3        52.63           1.31        8          368 📉 建議賣出              
00725B.TWO   國泰投資級公司債      35.16          3        45.83          -0.47        8         4148 📉 建議賣出              
00735.TW     國泰臺韓科技         66.9          4        65.38          16.49        5          -79 📉 建議賣出              
00738U.TW    期元大道瓊白銀        68.8          5        70.83           39.0        3            5 📉 建議賣出              
00740B.TWO   富邦全球投等債       38.74          3        57.14           0.38        7         8485 📉 建議賣出              
00746B.TWO   未知            35.76          3         50.0          -0.27        8         2021 📉 建議賣出              
00749B.TWO   凱基新興債10+      32.17         19        38.89           0.56        2        70027 📉 建議賣出              
00751B.TWO   元大AAA至A公司債    31.96         19        30.77          -1.95        4       -10899 📉 建議賣出              
00752.TW     中信中國50        24.93          4        53.85           1.18        5         1379 📈 持有 → 繼續持有         
00753L.TW    中信中國50正2      11.17          5         60.0           0.93        3         2415 📈 持有 → 繼續持有         
00757.TW     統一FANG+       111.8          3        52.63          -0.45        7         1536 📉 建議賣出              
00761B.TWO   國泰A級公司債       34.55          3        47.37          -0.28        7          489 📉 建議賣出              
00764B.TWO   群益25年美債       28.68          3        45.45          -0.05        8         5805 📉 建議賣出              
00768B.TWO   復華20年美債       51.55         14        57.14           0.55        3         2214 📉 建議賣出              
00770.TW     國泰北美科技        51.65         18         37.5          -6.14        2           79 📉 建議賣出              
00772B.TWO   中信高評級公司債      33.82          3        52.17          -0.14        7         5885 📉 建議賣出              
00773B.TWO   中信優先金融債       35.96          3        54.55           1.51        7          674 📉 建議賣出              
00780B.TWO   國泰A級金融債       37.72         16        36.84           0.05        2          -56 📉 建議賣出              
00795B.TWO   中信美國公債20年     27.59         14        52.63           1.22        3        22491 📉 建議賣出              
00830.TW     國泰費城半導體       54.55         14        53.33          -3.64        3           70 📉 建議賣出              
00852L.TW    未知            28.72         19        33.33          -6.53        2          -31 📉 建議賣出              
00857B.TWO   永豐20年美公債      23.89         14         50.0          -0.03        4         8659 📉 建議賣出              
00864B.TWO   中信美國公債0-1     46.64          4        52.38           1.79        5         1762 📈 持有 → 繼續持有         
00865B.TW    國泰US短期公債      48.17          4        57.14           2.12        4         -400 📈 持有 → 繼續持有         
00875.TW     國泰網路資安        38.59         13        44.44           4.85        1         -104 📈 持有 → 繼續持有         
00877.TWO    復華中國5G        28.58          5        36.36          -4.11        8         1126 📈 持有 → 繼續持有         
00878.TW     國泰永續高股息        22.3          5         72.0           5.95        4         7811 📈 持有 → 繼續持有         
00881.TW     國泰台灣科技龍頭      36.65          6        66.67           11.3        3        -1172 📈 持有 → 繼續持有         
00882.TW     中信中國高股息       16.24          3         60.0           4.84        7         7067 📈 持有 → 繼續持有         
00885.TW     富邦越南          17.65          7        35.71          -2.31        6        -8541 📉 建議賣出              
00887.TWO    永豐中國科技50大     12.94          6        52.63           0.19        5         3383 📈 持有 → 繼續持有         
00891.TW     中信關鍵半導體       23.95          6        61.54          12.49        3        13018 📈 持有 → 繼續持有         
00893.TW     國泰智能電動車       33.59          6        52.38           2.43        3         2264 📈 持有 → 繼續持有         
00900.TW     富邦特選高股息30      14.2          6         61.9            2.3        4        -2695 📈 持有 → 繼續持有         
00902.TW     中信電池及儲能       14.47          5        58.33           11.3        4         1841 📈 持有 → 繼續持有         
00904.TW     新光臺灣半導體30     28.53          5        69.23          16.06        2          998 📈 持有 → 繼續持有         
00909.TW     國泰數位支付服務      39.16         18         37.5          -8.43        2          273 📈 持有 → 繼續持有         
00910.TW     第一金太空衛星       56.25          3         50.0          -0.88        8          277 📈 持有 → 繼續持有         
00915.TW     凱基優選高股息30     23.36          6         64.0           6.59        2        -2381 📉 建議賣出              
00918.TW     大華優利高填息30     23.09          6        69.57           3.78        3        -1366 📈 持有 → 繼續持有         
00919.TW     群益台灣精選高息      23.65          5        66.67           6.65        3       -32594 📈 持有 → 繼續持有         
00922.TW     國泰台灣領袖50      30.43          6        65.38           8.79        3       -63457 📈 持有 → 繼續持有         
00923.TW     群益台ESG低碳50     28.8          4         60.0           8.78        5         -196 📉 建議賣出              
00924.TW     復華S&P500成長    28.28         16        33.33          -2.47        3         2092 📉 建議賣出              
00927.TW     群益半導體收益       24.39          5        65.22          14.37        3          470 📈 持有 → 繼續持有         
00929.TW     復華台灣科技優息      19.56          6        68.18           9.33        3          327 📈 持有 → 繼續持有         
00931B.TWO   統一美債20年       13.82         14         50.0           0.12        4        12406 📉 建議賣出              
00933B.TWO   國泰10Y+金融債     16.12          3         50.0           1.04        8        -4513 📉 建議賣出              
00936.TW     台新永續高息中小       17.6          3        64.29           8.27        6         -522 📈 持有 → 繼續持有         
00937B.TWO   群益ESG投等債20+    14.84          3        47.62          -1.18        7       -40482 📉 建議賣出              
00939.TW     統一台灣高息動能      15.64          3        65.52           7.27        6         2031 📉 建議賣出              
00940.TW     元大台灣價值高息       9.65          3        69.23           3.79        6          986 📉 建議賣出              
00941.TW     中信上游半導體        21.5          6         50.0           12.0        3         -215 📈 持有 → 繼續持有         
00942B.TWO   台新美A公司債20+    14.34          3         50.0          -0.37        8         5201 📉 建議賣出              
00945B.TW    凱基美國非投等債      14.51          3        58.82           0.48        7         9577 📉 建議賣出              
00946.TW     群益科技高息成長       10.0          6        68.18           8.82        2         1382 📈 持有 → 繼續持有         
00947.TW     台新臺灣IC設計      23.46          8        68.18           9.56        2         -120 📈 持有 → 繼續持有         
00948B.TWO   中信優息投資級債       9.44         19         40.0          -1.45        3       384960 📉 建議賣出              
00949.TW     復華日本龍頭        19.43          5         50.0           6.43        3          951 📈 持有 → 繼續持有         
00950B.TWO   凱基A級公司債        14.1          3         45.0          -0.38        9        55744 📉 建議賣出              
00951.TW     台新日本半導體       13.48          6        43.48           4.23        5          309 📉 建議賣出              
00952.TW     凱基台灣AI50      12.87          6         65.0            4.5        4        -2401 📈 持有 → 繼續持有         
00953B.TW    群益優選非投等債       9.65          4        53.85           0.54        4        25671 📈 持有 → 繼續持有         
00955.TWO    中信日本商社        15.14          4        71.43          14.45        5         2487 📉 建議賣出              
00959B.TWO   大華投等美債15Y+     9.38          3         45.0          -1.14        9        -1140 📉 建議賣出              
00963.TW     中信全球高股息       12.35          7         68.0           5.47        1          878 📈 持有 → 繼續持有         
00965.TW     元大航太防衛科技      25.88          3         56.0          -3.49        7         2626 📉 建議賣出              
00968B.TWO   元大優息投等債        9.27          3         50.0          -0.63        9        -6952 📉 建議賣出              
00969B.TWO   未知             8.52         19         50.0           0.12        2         2974 📉 建議賣出              
00970B.TWO   新光BBB投等債20+     9.38         19        53.33          -1.17        2         -609 📉 建議賣出              
009801.TW    中信美國創新科技      10.59         20         25.0          -3.85        3         1443 📈 持有 → 繼續持有         
009803.TW    保德信市值動能50     15.68          7        61.54           9.78        3          -76 📈 持有 → 繼續持有         
009805.TW    新光美國電力基建      14.92          3        56.52          12.58        7         2122 📉 建議賣出              
00980A.TW    主動野村臺灣優選      17.06          6        56.52            4.8        4         -129 📈 持有 → 繼續持有         
009811.TW    統一美國50        11.36         19          0.0           -1.6        2         3070 📉 建議賣出              
009813.TW    貝萊德標普卓越50     10.18         19          0.0          -1.13        1         9248 📉 建議賣出              
009814.TWO   富邦標普500        9.94         17          0.0           -3.0        3        -1117 📉 建議賣出              
009815.TWO   大華美國MAG7+      9.59         20          0.0            0.0        0         1860 📉 建議賣出              
009816.TW    凱基台灣TOP50     10.75          4        66.67           7.16        1       -27654 📉 建議賣出              
009817.TW    國泰日本不動產        9.71          9          0.0            0.0        0         -260 📉 建議賣出              
00981A.TW    主動統一台股增長      20.23         12        100.0            0.9        0        10062 📈 持有 → 繼續持有         
00981B.TWO   第一金優選非投債        9.3          3         50.0           0.24        7        10595 📈 持有 → 繼續持有         
00981D.TWO   主動中信非投等債      10.43          3        64.29           0.47        6        -1538 📉 建議賣出              
00982A.TW    主動群益台灣強棒      16.05          3         50.0           2.17        2        -6358 📉 建議賣出              
00982D.TW    主動富邦動態入息      10.08         14          0.0            0.0        0          202 📉 建議賣出              
00983A.TW    主動中信ARK創新     10.81         16          0.0            0.0        0        -2479 📉 建議賣出              
00984B.TWO   大華優利美A債15     16.35          3         50.0          -1.07        8        -8636 📉 建議賣出              
00985A.TW    主動野村台灣50      16.01          6        66.67           9.58        4         -283 📈 持有 → 繼續持有         
00985B.TW    群益ESG投等債0-5    10.33          4        53.33           0.56        6         2016 📈 持有 → 繼續持有         
00987A.TW    主動台新優勢成長      11.58         16          0.0            0.0        0          509 📈 持有 → 繼續持有         
00988A.TW    主動統一全球創新      12.58          4         50.0           2.12        1         5554 📉 建議賣出              
00989A.TW    未知            13.99         19          0.0            0.0        0         1362 📉 建議賣出              
00990A.TW    主動元大AI新經濟     11.91          5         50.0           8.14        5         6899 📈 持有 → 繼續持有         
00991A.TW    主動復華未來50       12.3          3         50.0           1.01        2        18686 📉 建議賣出              
00992A.TW    主動群益科技創新      12.84          5        66.67           5.44        1         3502 📈 持有 → 繼續持有         
00993A.TW    主動安聯台灣         10.5          5         70.0           5.36        1        12991 📈 持有 → 繼續持有         
00995A.TW    主動中信台灣卓越      11.57          3        68.75           8.59        4          499 📈 持有 → 繼續持有         
02001L.TW    未知             64.7          3         50.0            4.4        1            0 📉 建議賣出              
02001R.TW    未知             0.72          4          0.0            0.0        0            0 📉 建議賣出              
020030.TW    統一智慧電動車N      11.19          3        100.0           0.45        0            0 📈 持有 → 繼續持有         
1101.TW      台泥             24.6          4        57.14           9.02        3       -19596 📉 建議賣出              
1102.TW      亞泥             34.8          9        63.64          -0.42        1       -15732 📈 持有 → 繼續持有         
1203.TW      味王             38.6          5        47.06          -0.81        6         -118 📉 建議賣出              
1210.TW      大成             52.9         19         60.0           2.12        2         2672 📈 持有 → 繼續持有         
1213.TW      大飲              9.8         20          0.0          -3.65        1            0 📉 建議賣出              
1216.TW      統一             70.0          6         30.0          -3.71        5       -12559 📉 建議賣出              
1218.TW      泰山            19.15          9        57.14           4.08        3         3778 📈 持有 → 繼續持有         
1219.TW      福壽            13.55          3        46.67           1.13        8         -281 📈 持有 → 繼續持有         
1220.TW      台榮            12.85          4         50.0           1.22        6          -35 📉 建議賣出              
1225.TW      福懋油           32.55         16         60.0          11.64        2         -179 📈 持有 → 繼續持有         
1229.TW      聯華            43.55         19          0.0          -3.65        1        -3040 📉 建議賣出              
1235.TW      興泰             36.4          6         50.0           3.01        3          -68 📉 建議賣出              
1256.TW      鮮活果汁-KY       161.0          4        38.89          -5.46        7          -46 📉 建議賣出              
1259.TWO     安心             61.9          3        42.86           1.66        7           -3 📉 建議賣出              
1294.TWO     漢田生技           87.6          3        56.25           11.6        6           -1 📉 建議賣出              
1295.TWO     生合             71.5         19          0.0            0.0        0          -21 📉 建議賣出              
1301.TW      台塑             45.5          4        59.09          12.88        7       -49731 📉 建議賣出              
1303.TW      南亞             83.5          9        47.37          17.54        4       -22915 📈 持有 → 繼續持有         
1304.TW      台聚            12.85         15         45.0           3.77        1       -16017 📈 持有 → 繼續持有         
1305.TW      華夏            13.75         16        38.89           10.3        1        -5483 📈 持有 → 繼續持有         
1307.TW      三芳            33.35         20        46.67          -1.29        1         -949 📈 持有 → 繼續持有         
1308.TW      亞聚            14.95         16        38.89          -3.97        2        -7535 📈 持有 → 繼續持有         
1309.TW      台達化            15.3         14        45.83          14.43        3        -3909 📈 持有 → 繼續持有         
1310.TW      台苯            11.85         14         61.9          32.56        1        -3563 📈 持有 → 繼續持有         
1312.TW      國喬            13.65          6        39.13          -4.22        4       -22600 📉 建議賣出              
1313.TW      聯成            12.55          5        54.17          16.89        5       -15798 📉 建議賣出              
1314.TW      中石化            8.74         16        33.33           5.14        1      -100273 📈 持有 → 繼續持有         
1319.TW      東陽             85.8          5        36.36          -0.72        4        -6743 📉 建議賣出              
1323.TW      永裕            18.55         18          0.0          -1.87        1          -27 📉 建議賣出              
1326.TW      台化             41.7          8        63.64          23.81        2       -20758 📉 建議賣出              
1337.TW      再生-KY          5.83          7         40.0           8.36        4        -1446 📈 持有 → 繼續持有         
1338.TW      廣華-KY         15.15          7         50.0           2.24        1          191 📉 建議賣出              
1340.TW      勝悅-KY           7.4          5        47.62          11.64        4          106 📈 持有 → 繼續持有         
1341.TW      富林-KY          59.2          7         50.0          -0.29        4          -23 📈 持有 → 繼續持有         
1402.TW      遠東新            27.3          3        47.62          -6.39        9       -31669 📉 建議賣出              
1409.TW      新纖            16.45          3         61.9          13.79        6        11825 📈 持有 → 繼續持有         
1413.TW      宏洲             9.59         16        38.46          -4.93        3          -46 📉 建議賣出              
1414.TW      東和            19.85         20        61.11           0.49        2         -292 📉 建議賣出              
1418.TW      東華             18.5          8         20.0          -4.44        7          -16 📉 建議賣出              
1432.TW      大魯閣           18.85          4        33.33            1.9        6          360 📈 持有 → 繼續持有         
1434.TW      福懋            16.45          6        47.83           5.79        3        -4945 📉 建議賣出              
1435.TW      中福            19.05         20        57.14          -2.32        1          -24 📉 建議賣出              
1436.TW      華友聯            54.0         18          0.0            0.0        0          268 📉 建議賣出              
1438.TW      三地開發          29.65          3        35.71          -0.39        8          -17 📉 建議賣出              
1439.TW      雋揚            27.45          3        53.33           0.68        6          -40 📈 持有 → 繼續持有         
1442.TW      名軒            27.35          6        63.64          -0.17        3        -1398 📈 持有 → 繼續持有         
1443.TW      立益物流           24.8          3        46.67           -0.8        9          -48 📉 建議賣出              
1444.TW      力麗             6.03          3        47.37           5.51        6         -556 📉 建議賣出              
1455.TW      集盛             8.86          6        66.67          17.06        1         -481 📈 持有 → 繼續持有         
1456.TW      怡華            13.55          5        33.33          -5.94        8          -38 📈 持有 → 繼續持有         
1459.TW      聯發            11.65          5         40.0           4.25        3         -166 📉 建議賣出              
1460.TW      宏遠              6.8          4        65.22           5.95        4         -476 📉 建議賣出              
1466.TW      聚隆             18.0          6        63.64          28.74        2         -198 📈 持有 → 繼續持有         
1470.TW      大統新創           22.2          3         37.5           -4.9        7          -15 📉 建議賣出              
1471.TW      首利             13.0          3         50.0          35.16        8          171 📈 持有 → 繼續持有         
1477.TW      聚陽            285.5          8         40.0          -2.15        4        -3685 📉 建議賣出              
1503.TW      士電            203.0          8        55.56          29.03        2        -2596 📉 建議賣出              
1504.TW      東元             69.9         20          0.0            0.0        0         1947 📉 建議賣出              
1512.TW      瑞利             7.84          3        36.36           6.27        6         -110 📉 建議賣出              
1513.TW      中興電           158.0          8         62.5          19.67        2        -1763 📈 持有 → 繼續持有         
1514.TW      亞力            115.5          6        58.82          35.83        3          628 📈 持有 → 繼續持有         
1516.TW      川飛             23.4          4        63.64           6.18        7          -70 📉 建議賣出              
1519.TW      華城            921.0          6        45.45          22.98        4         -729 📈 持有 → 繼續持有         
1522.TW      堤維西            36.7          6        54.55           8.48        2        -2223 📉 建議賣出              
1525.TW      江申             62.0          9        42.86          -4.78        4          -30 📉 建議賣出              
1528.TW      恩德             22.4          4         50.0          10.57        6         2421 📈 持有 → 繼續持有         
1529.TW      樂事綠能          28.85          4        60.87          39.71        4         -227 📈 持有 → 繼續持有         
1535.TW      中宇             53.8          3         62.5          14.01        6          -97 📈 持有 → 繼續持有         
1536.TW      和大             52.5          8        53.33           5.34        2         -437 📉 建議賣出              
1537.TW      廣隆            125.0          9         50.0           1.22        3           29 📈 持有 → 繼續持有         
1538.TW      正峰            17.65          6        44.44          -2.86        3            0 📉 建議賣出              
1560.TW      中砂            460.0          6        42.11            4.4        6        -2145 📉 建議賣出              
1563.TW      巧新             40.7         19          0.0            0.0        0         -130 📉 建議賣出              
1568.TW      倉佑            22.15          4        56.25          14.61        3          -59 📈 持有 → 繼續持有         
1569.TWO     濱川             51.0          4        57.89          10.55        3          310 📈 持有 → 繼續持有         
1582.TW      信錦             90.3          6        58.62          42.13        1        -1020 📈 持有 → 繼續持有         
1583.TW      程泰             43.1          4        43.75           6.27        5          -28 📉 建議賣出              
1584.TWO     精剛            22.65         15         30.0          -9.66        2          137 📉 建議賣出              
1587.TW      吉茂             37.5         15          0.0            0.0        0           48 📉 建議賣出              
1589.TW      永冠-KY          7.98         16         50.0          -2.23        1          212 📉 建議賣出              
1590.TW      亞德客-KY       1020.0         15        73.68          16.75        1           71 📉 建議賣出              
1591.TWO     駿吉-KY          44.5         20        16.67          -2.75        2         -183 📉 建議賣出              
1593.TWO     祺驊             34.1          4        44.44          15.31        6          -16 📉 建議賣出              
1597.TW      直得             75.6          8        41.18          -2.05        4          257 📈 持有 → 繼續持有         
1599.TWO     宏佳騰           25.95          9         20.0          -4.01        1           -1 📉 建議賣出              
1603.TW      華電            34.45          9        45.45           1.79        2        -2339 📉 建議賣出              
1605.TW      華新            32.05          3         40.0           4.51        7        17143 📉 建議賣出              
1608.TW      華榮             32.8          8         40.0           -3.5        4        -6340 📉 建議賣出              
1609.TW      大亞            35.95          7        66.67           10.0        3        -3958 📉 建議賣出              
1611.TW      中電            13.25          8        41.18            5.0        4          391 📈 持有 → 繼續持有         
1612.TW      宏泰            34.15          8        52.94           6.86        3         -698 📈 持有 → 繼續持有         
1616.TW      億泰             25.5         10         50.0           2.99        2        -2751 📉 建議賣出              
1623.TW      大東電           196.5          5        45.45           7.09        3           91 📉 建議賣出              
1708.TW      東鹼             39.3          3         64.0          12.14        6         -331 📈 持有 → 繼續持有         
1709.TW      和益             17.1         18        33.33          -2.04        1         -165 📈 持有 → 繼續持有         
1710.TW      東聯             14.1          4        47.37           0.24        7        -4104 📈 持有 → 繼續持有         
1711.TW      永光             32.3         18        66.67          35.15        0         4805 📈 持有 → 繼續持有         
1714.TW      和桐             9.23          4        45.45           3.55        8        -2918 📉 建議賣出              
1717.TW      長興             64.7          5        52.63          32.48        4        -1868 📈 持有 → 繼續持有         
1718.TW      中纖              7.5         14        46.15          -1.94        2        -2739 📈 持有 → 繼續持有         
1721.TW      三晃            18.95          4        56.25          34.49        4          754 📈 持有 → 繼續持有         
1723.TW      中碳             76.1          4        59.09          10.41        5          238 📈 持有 → 繼續持有         
1725.TW      元禎             29.5          8        45.45           -5.5        4          -79 📈 持有 → 繼續持有         
1726.TW      永記             75.2          8        53.85          -0.92        4          -72 📉 建議賣出              
1727.TW      中華化            60.8          9        58.33          33.51        2         5401 📈 持有 → 繼續持有         
1735.TW      日勝化           23.75         18        53.33          22.86        1         -308 📈 持有 → 繼續持有         
1736.TW      喬山            129.5         19          0.0          -3.86        1         -767 📉 建議賣出              
1762.TW      中化生            28.6          3        43.75          10.55        9          -94 📉 建議賣出              
1773.TW      勝一            150.5          3        47.06           1.78        6           10 📈 持有 → 繼續持有         
1784.TWO     訊聯             86.6         14         40.0          -4.68        1         -137 📉 建議賣出              
1785.TWO     光洋科            82.0          4         61.9          34.08        4        45994 📈 持有 → 繼續持有         
1789.TW      神隆            20.75          3         60.0           11.1        8         -319 📉 建議賣出              
1795.TW      美時            237.0          7        64.71           9.59        3        -3668 📉 建議賣出              
1799.TWO     易威             32.8          4        71.43          12.79        3           78 📈 持有 → 繼續持有         
1802.TW      台玻             57.7          3        52.17           67.1        6        -1153 📈 持有 → 繼續持有         
1805.TW      寶徠            10.25         16          0.0            0.0        0          -53 📉 建議賣出              
1808.TW      潤隆             31.4         15         50.0           1.45        0         1895 📈 持有 → 繼續持有         
1809.TW      中釉             26.0          7        57.14          35.36        3         1041 📈 持有 → 繼續持有         
1815.TWO     富喬            107.5          3         50.0          13.88        7          879 📈 持有 → 繼續持有         
1904.TW      正隆             17.3          4        58.82          -0.53        5        -2547 📉 建議賣出              
2002.TW      中鋼             19.1         18         60.0           4.65        1       -54306 📉 建議賣出              
2006.TW      東和鋼鐵           77.7          4        71.43          18.03        4         3626 📉 建議賣出              
2009.TW      第一銅           42.45         18        66.67            0.0        1          620 📉 建議賣出              
2010.TW      春源             24.2         19         70.0          12.11        1          295 📈 持有 → 繼續持有         
2012.TW      春雨            15.05          4         40.0          -2.64        5         -127 📉 建議賣出              
2013.TW      中鋼構            43.9          5         50.0           4.19        4          208 📉 建議賣出              
2014.TW      中鴻            17.35          5         45.0           7.19        5         3921 📉 建議賣出              
2017.TW      官田鋼            9.58         18        41.67           4.45        1         -415 📈 持有 → 繼續持有         
2022.TW      聚亨             9.05          5        47.62           1.97        5          329 📈 持有 → 繼續持有         
2023.TW      燁輝            14.55         19        33.33          -2.33        3        -1925 📉 建議賣出              
2027.TW      大成鋼           36.55         14        45.45           0.56        3       -23289 📉 建議賣出              
2031.TW      新光鋼           39.15         11        35.29          -4.64        4         -591 📈 持有 → 繼續持有         
2034.TW      允強             20.0          8        57.14           3.78        2            9 📈 持有 → 繼續持有         
2035.TWO     唐榮             28.2          4        33.33          -0.39        6           -1 📉 建議賣出              
2049.TW      上銀            238.5          3        47.83          18.13        8         3783 📉 建議賣出              
2059.TW      川湖           3365.0          5        52.94           4.24        3          127 📈 持有 → 繼續持有         
2061.TWO     風青            17.35         19         20.0          -3.21        1          -30 📉 建議賣出              
2066.TWO     世德             53.6          3        57.14          24.91        6           13 📈 持有 → 繼續持有         
2067.TWO     嘉鋼             7.89          3        46.15           -3.3        6            8 📉 建議賣出              
2069.TW      運錩            19.15          4        57.14           8.56        4          169 📈 持有 → 繼續持有         
2072.TWO     世紀風電          261.5         16        58.82          11.71        1            0 📉 建議賣出              
2103.TW      台橡             21.7         14        65.22          41.37        1        -4259 📈 持有 → 繼續持有         
2104.TW      國際中橡           12.4          3        52.38          18.63        7        -3434 📉 建議賣出              
2105.TW      正新             29.4          3         50.0          -1.83        8       -18871 📈 持有 → 繼續持有         
2108.TW      南帝            25.85          6         45.0          12.87        4          -87 📈 持有 → 繼續持有         
2201.TW      裕隆            27.85         18          0.0            0.0        0        -3213 📉 建議賣出              
2204.TW      中華             56.8          8        57.14            3.4        2        -1441 📈 持有 → 繼續持有         
2206.TW      三陽工業           58.0          7        64.29           1.17        3        -1741 📉 建議賣出              
2208.TW      台船             21.5          4        71.43           18.6        3        -3886 📈 持有 → 繼續持有         
2211.TW      長榮鋼           103.0         18        63.64          -2.44        3          450 📈 持有 → 繼續持有         
2230.TWO     泰茂             35.4          3         50.0           2.94        4           13 📈 持有 → 繼續持有         
2231.TW      為升             82.1          8        53.85           3.03        2         -466 📉 建議賣出              
2233.TW      宇隆            226.5          4        44.44          10.55        5           91 📈 持有 → 繼續持有         
2235.TWO     謚源             35.0         14        66.67           1.59        1           -1 📈 持有 → 繼續持有         
2236.TW      百達-KY         113.0         11         37.5          -2.18        3           70 📈 持有 → 繼續持有         
2237.TWO     華德動能           30.5          3         50.0          -1.07        7            0 📉 建議賣出              
2239.TW      英利-KY          24.3         13          0.0            0.0        0          -42 📉 建議賣出              
2241.TW      艾姆勒            28.9         19          0.0          -1.68        1          -37 📉 建議賣出              
2243.TW      宏旭-KY          15.6          3        47.37          24.53        7          -80 📈 持有 → 繼續持有         
2252.TWO     為昇科            14.0         16          0.0          -5.56        1            0 📉 建議賣出              
2254.TW      巨鎧精密-創         68.0          7        53.33          11.69        6          -24 📉 建議賣出              
2258.TW      鴻華先進-創        32.25          6         30.0           0.27        3         -603 📉 建議賣出              
2301.TW      光寶科           167.0         17        58.33          -4.95        3       -12524 📉 建議賣出              
