股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
HDB.VN,未知,🔥 訊號出現,27200.0,85.45,🔴 空頭陷阱,33.33%,33.33%,-0.89%,-2.11%,6,26625.33,0.3333,-0.0089
BID.VN,未知,無,41350.0,45.45,🟢 黃金標的,50.00%,70.00%,5.91%,-2.46%,10,0.0,0.7,0.0591
PLX.VN,未知,無,35100.0,20.34,🟢 黃金標的,77.78%,66.67%,8.74%,-4.83%,9,0.0,0.6667,0.0874
VPB.VN,未知,無,27450.0,67.74,⚪ 一般監控,0.00%,100.00%,1.69%,-1.32%,1,0.0,1.0,0.0169
LPB.VN,未知,無,51300.0,63.29,⚪ 一般監控,57.14%,71.43%,2.65%,-1.51%,7,0.0,0.7143,0.0265
VIC.VN,未知,無,220300.0,70.91,⚪ 一般監控,66.67%,50.00%,3.00%,-4.57%,6,0.0,0.5,0.03
BCM.VN,未知,無,50300.0,25.0,⚪ 一般監控,0.00%,50.00%,1.75%,-4.12%,4,0.0,0.5,0.0175
VNM.VN,未知,無,55300.0,28.67,⚪ 一般監控,40.00%,40.00%,0.33%,-3.85%,5,0.0,0.4,0.0033
VCB.VN,未知,無,61200.0,43.18,⚪ 一般監控,66.67%,33.33%,2.80%,-1.85%,12,0.0,0.3333,0.028
MBB.VN,未知,無,25300.0,55.0,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
VID.VN,未知,無,4650.0,38.1,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
FUEVFVND.VN,未知,無,35970.0,40.26,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
SSI.VN,未知,無,26750.0,36.07,🔴 空頭陷阱,25.00%,50.00%,-2.79%,-5.32%,4,0.0,0.5,-0.0279
GMD.VN,未知,無,77200.0,40.32,🔴 空頭陷阱,50.00%,50.00%,-1.11%,-2.69%,14,0.0,0.5,-0.0111
VHC.VN,未知,無,57600.0,45.16,🔴 空頭陷阱,28.57%,42.86%,-0.68%,-3.11%,7,0.0,0.4286,-0.0068
FPT.VN,未知,無,73000.0,48.57,🔴 空頭陷阱,20.00%,40.00%,-0.16%,-3.47%,5,0.0,0.4,-0.0016
FRT.VN,未知,無,116200.0,28.09,🔴 空頭陷阱,50.00%,33.33%,-1.23%,-2.71%,6,0.0,0.3333,-0.0123
E1VFVN30.VN,未知,無,35750.0,65.96,🔴 空頭陷阱,66.67%,33.33%,-1.42%,-1.34%,3,0.0,0.3333,-0.0142
HPG.VN,未知,無,23100.0,25.0,🔴 空頭陷阱,33.33%,33.33%,-0.29%,-1.88%,3,0.0,0.3333,-0.0029
VHM.VN,未知,無,154100.0,74.78,🔴 空頭陷阱,20.00%,20.00%,-1.41%,-5.24%,5,0.0,0.2,-0.0141
GEE.VN,未知,無,83000.0,25.66,🔴 空頭陷阱,54.55%,18.18%,-5.81%,-7.55%,11,0.0,0.1818,-0.0581
MWG.VN,未知,無,78000.0,44.07,🔴 空頭陷阱,33.33%,0.00%,-6.17%,-3.39%,3,0.0,0.0,-0.0617
HVN.VN,未知,無,25350.0,59.52,🔴 空頭陷阱,100.00%,0.00%,-4.38%,-4.72%,2,0.0,0.0,-0.0438
VJC.VN,未知,無,140600.0,54.89,🔴 空頭陷阱,50.00%,0.00%,-3.02%,-4.94%,2,0.0,0.0,-0.0302
