eps,status,date,eps_yoy,advice,symbol,prev_eps_yoy,pe,price,name,rev_yoy,om,gm,expansion,prev_year,est_price,prev_rev_yoy,prev_eps
1.17,⚠️ 獲利稀釋,2026-03,222.22,❌ 暫避觀望,8021.TW,88.97,81.16385911179174,530.0,尖點,484.9,N/A,N/A,-262.67999999999995,2025,97.94999999999999,24.54,2.75
2.58,📉 獲利侵蝕,2026-03,-2.27,⚪ 中性觀察,5292.TW,0.71,9.504991680532447,228.5,華懋,260.49,N/A,N/A,-262.76,2025,360.59999999999997,27.29,9.93
0.9,📉 獲利侵蝕,2026-03,-7.22,⚪ 中性觀察,6546.TWO,-23.53,12.145214269653467,73.5999984741,正基,255.62,N/A,N/A,-262.84000000000003,2025,90.89999999999999,-1.73,2.73
-0.32,📉 獲利侵蝕,2026-03,-6.67,❌ 暫避觀望,6220.TWO,-12.9,60.62500136232142,33.9500007629,岳豐,256.36,N/A,N/A,-263.03000000000003,2025,8.4,-17.2,0.81
0.75,⚠️ 獲利稀釋,2026-03,4.17,❌ 暫避觀望,2481.TW,30.0,30.619111709286674,227.5,強茂,267.26,7.81%,32.67%,-263.09,2025,111.45,4.45,3.12
1.07,📉 獲利侵蝕,2026-03,-28.19,⚪ 中性觀察,2211.TW,40.52,4.498141405752787,96.8000030518,長榮鋼,235.46,19.61%,25.25%,-263.65000000000003,2025,322.80000000000007,18.61,8.6
2.1,⚠️ 獲利稀釋,2026-03,32.48,❌ 暫避觀望,6257.TW,6.63,18.905817174515235,273.0,矽格,296.81,N/A,N/A,-264.33,2025,216.6,7.51,6.14
1.35,⚠️ 獲利稀釋,2026-03,22.73,⚪ 中性觀察,6416.TW,-4.44,7.953890783073968,82.8000030518,瑞祺電通,287.06,N/A,N/A,-264.33,2025,156.15,1.31,4.3
1.6,📉 獲利侵蝕,2026-03,-4.19,❌ 暫避觀望,2472.TW,24.54,21.98697068403909,405.0,立隆電,260.38,21.55%,32.60%,-264.57,2025,276.29999999999995,7.68,8.73
1.5,⚠️ 獲利稀釋,2026-03,76.47,❌ 暫避觀望,6789.TW,-27.01,52.29540918163673,524.0,采鈺,341.33,N/A,N/A,-264.86,2025,150.29999999999998,-10.64,4.01
-0.08,📉 獲利侵蝕,2026-03,-14.29,⚪ 數據不足,4108.TW,21.62,0.0,12.5,懷特,250.66,-127.15%,18.27%,-264.95,2025,-11.4,-12.36,-0.29
0.06,📉 獲利侵蝕,2026-03,-81.82,❌ 暫避觀望,6207.TWO,-56.52,75.38860103626943,145.5,雷科,183.52,N/A,N/A,-265.34000000000003,2025,28.95,-18.16,0.9
-0.35,📉 獲利侵蝕,2026-03,-29.63,⚪ 數據不足,6698.TW,-72.63,0.0,42.0499992371,旭暉應材,235.87,N/A,N/A,-265.5,2025,-68.55000000000001,29.86,-1.65
0.48,📉 獲利侵蝕,2026-03,-9.43,⚪ 中性觀察,1541.TW,118.87,4.9884527439953805,21.6000003815,錩泰,256.17,7.07%,19.55%,-265.6,2025,64.95,21.45,2.32
0.05,🔄 轉虧為盈,2026-03,-83.87,⚪ 數據不足,3043.TW,-381.05,0.0,23.0499992371,科風,182.03,-3.20%,24.04%,-265.9,2025,-53.4,-3.21,-2.67
0.13,📉 獲利侵蝕,2026-03,-84.88,⚪ 中性觀察,6272.TW,44.34,4.007398273736128,32.5,驊陞,181.13,N/A,N/A,-266.01,2025,121.64999999999999,30.88,3.43
0.02,📉 獲利侵蝕,2026-03,-95.74,⚪ 中性觀察,8011.TW,-46.94,5.846905785960912,17.9500007629,台通,170.66,N/A,N/A,-266.4,2025,46.050000000000004,-16.56,1.3
1.04,⚠️ 獲利稀釋,2026-03,20.93,⚪ 中性觀察,2607.TW,108.46,5.2705749718151065,46.75,榮運,288.16,6.32%,18.52%,-267.23,2025,133.05,-19.52,3.56
2.03,⚠️ 獲利稀釋,2026-03,26.87,⚪ 中性觀察,1726.TW,4.17,5.374056489485245,78.3000030518,永記,295.0,10.08%,28.35%,-268.13,2025,218.54999999999998,2.72,5.5
2.94,⚠️ 獲利稀釋,2026-03,50.26,❌ 暫避觀望,1560.TW,30.18,33.832879200726616,745.0,中砂,318.79,15.49%,34.18%,-268.53000000000003,2025,330.3,16.1,9.28
1.04,⚠️ 獲利稀釋,2026-03,47.14,⚪ 中性觀察,8383.TWO,-2.59,8.748317631224765,65.0,千附,316.39,N/A,N/A,-269.25,2025,111.44999999999999,13.17,3.41
2.61,📉 獲利侵蝕,2026-03,-5.43,⚪ 中性觀察,8499.TW,-8.89,14.466666666666667,325.5,鼎炫-KY,264.0,N/A,N/A,-269.43,2025,337.5,42.88,10.13
-0.22,📉 獲利侵蝕,2026-03,0.0,⚪ 數據不足,2924.TWO,10.0,0.0,17.8500003815,宏太-KY,269.74,-86.00%,15.04%,-269.74,2025,-38.849999999999994,-59.26,-1.17
0.7,📉 獲利侵蝕,2026-03,-1.41,⚪ 中性觀察,2504.TW,-15.42,4.028642400261519,32.3499984741,國產,268.33,22.79%,27.76%,-269.74,2025,120.45000000000002,3.75,3.3
-0.92,📉 獲利侵蝕,2026-03,-237.31,❌ 暫避觀望,6692.TWO,-75.0,47.92452758207547,25.3999996185,進能服,32.58,N/A,N/A,-269.89,2025,7.95,-34.63,0.23
-0.09,📉 獲利侵蝕,2026-03,-128.13,⚪ 中性觀察,2904.TW,-28.99,5.57999992372,13.9499998093,匯僑,142.21,N/A,N/A,-270.34000000000003,2025,37.5,-3.71,0.98
7.9,⚠️ 獲利稀釋,2026-03,2.07,⚪ 中性觀察,3406.TW,-14.37,8.942755409476854,653.0,玉晶光,273.05,20.51%,34.25%,-270.98,2025,1095.3000000000002,7.77,32.84
-0.45,📉 獲利侵蝕,2026-03,-4.65,⚪ 數據不足,3523.TWO,34.68,0.0,16.0,迎輝,266.99,-404.30%,-184.95%,-271.64,2025,-66.15,-42.16,-1.45
0.03,⚠️ 獲利稀釋,2026-03,50.0,❌ 暫避觀望,6603.TWO,25.0,30.454544587613636,26.7999992371,富強鑫,322.32,N/A,N/A,-272.32,2025,13.2,12.22,0.61
0.13,⚠️ 獲利稀釋,2026-03,160.0,⚪ 中性觀察,4164.TW,-5.94,14.390243902439027,29.5,承業醫,432.53,15.00%,31.61%,-272.53,2025,30.749999999999996,22.15,1.0
1.86,📉 獲利侵蝕,2026-03,-43.25,⚪ 中性觀察,4961.TW,-39.94,6.949352179034158,177.0,天鈺,229.47,N/A,N/A,-272.72,2025,382.04999999999995,-6.28,9.65
0.54,⚠️ 獲利稀釋,2026-03,25.58,⚪ 中性觀察,2945.TW,5.94,8.433734939759036,42.0,三商家購,298.43,1.25%,27.39%,-272.85,2025,74.7,3.54,2.14
-0.1,📉 獲利侵蝕,2026-03,-42.86,⚪ 數據不足,6198.TWO,23.33,0.0,21.3500003815,瑞築,230.0,N/A,N/A,-272.86,2025,-7.95,-90.1,-0.23
0.45,🔄 轉虧為盈,2026-03,164.71,⚪ 數據不足,5220.TWO,-332.14,0.0,20.75,萬達光電,438.24,N/A,N/A,-273.53,2025,-10.8,-0.13,-0.65
0.02,📉 獲利侵蝕,2026-03,-98.33,⚪ 數據不足,3226.TWO,-95.68,0.0,46.5499992371,龍鋒,175.44,4.48%,15.90%,-273.77,2025,-5.7,-24.52,0.24
2.68,⚠️ 獲利稀釋,2026-03,4.3,❌ 暫避觀望,6290.TWO,31.08,15.214319359397079,323.0,良維,278.53,N/A,N/A,-274.22999999999996,2025,318.45,26.34,8.73
0.07,📉 獲利侵蝕,2026-03,-22.22,❌ 暫避觀望,2906.TW,-9.62,18.506493506493506,14.25,高林,252.41,N/A,N/A,-274.63,2025,11.55,0.06,0.47
0.02,🔄 轉虧為盈,2026-03,113.33,⚪ 數據不足,2923.TW,-922.73,0.0,26.8999996185,鼎固-KY,390.11,-153.80%,55.83%,-276.78000000000003,2025,-69.6,-32.33,-3.62
0.76,⚠️ 獲利稀釋,2026-03,153.33,❌ 暫避觀望,4543.TWO,-74.4,68.14814673537039,36.7999992371,萬在,430.66,7.11%,25.17%,-277.33000000000004,2025,8.1,1.33,0.53
-1.04,📉 獲利侵蝕,2026-03,-191.43,⚪ 數據不足,6674.TW,54.88,0.0,17.1000003815,鋐寶科技,86.45,N/A,N/A,-277.88,2025,-59.1,-36.53,-1.13
0.62,📉 獲利侵蝕,2026-03,-7.58,⚪ 中性觀察,8930.TWO,-20.27,5.00886524822695,28.25,青鋼,271.13,N/A,N/A,-278.71,2025,84.6,-7.81,2.4
0.08,🔄 轉虧為盈,2026-03,166.67,⚪ 數據不足,6578.TWO,-700.0,0.0,16.5,達邦蛋白,445.75,N/A,N/A,-279.08000000000004,2025,-21.15,-8.43,-0.96
1.09,📉 獲利侵蝕,2026-03,-1.9,⚪ 中性觀察,6165.TW,288.24,5.073170731707317,52.0,浪凡,277.44,N/A,N/A,-279.34,2025,153.75,12.97,4.02
0.72,⚠️ 獲利稀釋,2026-03,55.56,❌ 暫避觀望,6432.TWO,-71.34,84.19355166860215,78.3000030518,今展科,334.94,N/A,N/A,-279.38,2025,13.950000000000001,10.3,0.48
0.15,📉 獲利侵蝕,2026-03,-74.58,❌ 暫避觀望,3540.TWO,155.22,18.47826086956522,25.5,曜越,205.16,-3.44%,27.46%,-279.74,2025,20.7,29.09,0.74
0.51,⚠️ 獲利稀釋,2026-03,240.0,⚪ 數據不足,2413.TW,193.18,0.0,48.5,環科,521.37,3.38%,17.05%,-281.37,2025,-4.2,3.52,0.41
2.36,⚠️ 獲利稀釋,2026-03,30.64,⚪ 中性觀察,2421.TW,45.05,7.795275590551181,148.5,建準,312.22,16.47%,32.82%,-281.58000000000004,2025,285.75,27.72,7.94
1.45,📉 獲利侵蝕,2026-03,-9.38,⚪ 中性觀察,8342.TWO,-21.86,6.526468455402466,90.0,益張,272.22,N/A,N/A,-281.6,2025,206.85,-5.89,5.97
1.89,📉 獲利侵蝕,2026-03,-32.26,❌ 暫避觀望,6271.TW,-6.83,15.060908084163898,272.0,同欣電,249.4,N/A,N/A,-281.66,2025,270.9,-4.53,7.64
0.61,⚠️ 獲利稀釋,2026-03,31.82,⚪ 中性觀察,1402.TW,-21.93,7.461538559358973,29.1000003815,遠東新,313.98,6.69%,19.14%,-282.16,2025,58.50000000000001,-6.24,1.55
-0.22,📉 獲利侵蝕,2026-03,0.0,⚪ 數據不足,6264.TWO,-1080.0,0.0,6.1500000954,富裔,283.09,N/A,N/A,-283.09,2025,-26.999999999999996,-43.95,-0.5
1.63,⚠️ 獲利稀釋,2026-03,16.43,❌ 暫避觀望,6829.TWO,-30.21,22.787385554425228,224.0,千附精密,299.83,N/A,N/A,-283.4,2025,147.45,19.87,3.95
0.19,📉 獲利侵蝕,2026-03,-56.82,❌ 暫避觀望,5443.TWO,40.56,18.869426751592357,118.5,均豪,226.98,N/A,N/A,-283.8,2025,94.2,5.3,2.59
0.07,📉 獲利侵蝕,2026-03,-58.82,⚪ 中性觀察,6148.TWO,-11.69,12.961538754961534,33.7000007629,驊宏資,225.33,N/A,N/A,-284.15000000000003,2025,39.00000000000001,19.79,1.36
4.5,⚠️ 獲利稀釋,2026-03,72.41,⚪ 中性觀察,6894.TWO,29.29,12.832633053221288,366.5,衛司特,356.69,N/A,N/A,-284.28,2025,428.40000000000003,40.66,10.99
0.61,⚠️ 獲利稀釋,2026-03,40.0,⚪ 中性觀察,2362.TW,-31.43,10.55164337157277,44.9500007629,藍天,324.54,N/A,N/A,-284.54,2025,63.9,-23.26,2.05
0.25,📉 獲利侵蝕,2026-03,-62.69,⚪ 中性觀察,6873.TW,-65.19,13.31845238095238,89.5,泓德能源,222.27,N/A,N/A,-284.96000000000004,2025,100.80000000000001,-13.29,3.59
0.68,⚠️ 獲利稀釋,2026-03,6.25,⚪ 中性觀察,9926.TW,1.52,6.990154818973276,49.7000007629,新海,291.37,N/A,N/A,-285.12,2025,106.65,5.91,2.68
-0.01,📉 獲利侵蝕,2026-03,-102.86,⚪ 中性觀察,2545.TW,-80.22,4.961636731086957,38.7999992371,皇翔,182.49,N/A,N/A,-285.35,2025,117.30000000000001,-50.97,1.92
0.43,🔄 轉虧為盈,2026-03,79.17,❌ 暫避觀望,8374.TW,-191.67,86.8867910133019,92.0999984741,羅昇,364.8,N/A,N/A,-285.63,2025,15.899999999999997,23.94,-0.55
2.63,⚠️ 獲利稀釋,2026-03,86.52,⚪ 中性觀察,9958.TW,-2.48,6.854379977246871,120.5,世紀鋼,372.28,N/A,N/A,-285.76,2025,263.70000000000005,15.94,6.57
1.94,⚠️ 獲利稀釋,2026-03,8.57,⚪ 中性觀察,1513.TW,10.14,9.070121951219512,178.5,中興電,295.87,17.59%,27.00%,-287.3,2025,295.2,7.18,8.07
0.84,⚠️ 獲利稀釋,2026-03,13.51,❌ 暫避觀望,3317.TWO,-33.33,18.606701940035272,105.5,尼克森,301.45,15.60%,29.13%,-287.94,2025,85.05,9.65,1.66
11.66,⚠️ 獲利稀釋,2026-03,37.66,❌ 暫避觀望,3665.TW,98.71,17.7350232515729,1945.0,貿聯-KY,326.04,18.37%,31.93%,-288.38,2025,1645.05,31.74,46.57
0.08,📉 獲利侵蝕,2026-03,-60.0,⚪ 中性觀察,4148.TW,13.43,6.321721389651641,30.8500003815,全宇生技-KY,228.62,9.28%,28.39%,-288.62,2025,73.19999999999999,19.95,2.28
0.31,⚠️ 獲利稀釋,2026-03,34.78,⚪ 中性觀察,1470.TW,-30.97,14.662162677635134,21.7000007629,大統新創,324.71,18.03%,30.30%,-289.92999999999995,2025,22.200000000000003,1.99,0.78
2.22,⚠️ 獲利稀釋,2026-03,11.56,❌ 暫避觀望,7788.TW,-51.37,27.53456221198157,239.0,松川精密,301.8,N/A,N/A,-290.24,2025,130.2,7.87,3.63
2.08,⚠️ 獲利稀釋,2026-03,16.2,⚪ 中性觀察,1342.TW,-8.97,8.095899930507297,116.5,八貫,308.39,N/A,N/A,-292.19,2025,215.85,13.91,5.62
1.17,📉 獲利侵蝕,2026-03,-26.58,⚪ 中性觀察,4442.TWO,52.37,3.766816257541106,50.4000015259,竣邦-KY,265.83,10.88%,27.73%,-292.40999999999997,2025,200.70000000000002,29.61,5.23
2.22,⚠️ 獲利稀釋,2026-03,18.09,⚪ 中性觀察,3479.TWO,-5.85,8.51697438951757,143.0,安勤,310.78,N/A,N/A,-292.69,2025,251.85,11.55,6.45
-0.21,📉 獲利侵蝕,2026-03,-23.53,⚪ 數據不足,2722.TW,-2550.0,0.0,23.0,夏都,269.43,-30.10%,27.13%,-292.96000000000004,2025,-19.5,-9.87,-0.49
0.5,📉 獲利侵蝕,2026-03,-7.55,⚪ 中性觀察,5353.TWO,-36.28,9.289940715532545,31.3999996185,台林,285.87,N/A,N/A,-293.42,2025,50.699999999999996,-1.77,1.38
-0.43,📉 獲利侵蝕,2026-03,-22.86,⚪ 數據不足,6240.TWO,-428.57,0.0,18.3999996185,松崗,270.61,N/A,N/A,-293.47,2025,-60.44999999999999,-1.12,-1.15
1.36,📉 獲利侵蝕,2026-03,-14.47,⚪ 中性觀察,8941.TWO,-77.08,12.63848352014577,43.3499984741,關中,280.23,N/A,N/A,-294.70000000000005,2025,51.45,-5.35,1.16
0.37,📉 獲利侵蝕,2026-03,-52.56,⚪ 中性觀察,5314.TWO,-69.48,6.640471362878193,67.5999984741,世紀*,242.32,N/A,N/A,-294.88,2025,152.7,373.32,5.56
0.37,⚠️ 獲利稀釋,2026-03,19.35,❌ 暫避觀望,8222.TW,-63.09,40.183485538623856,43.7999992371,寶一,314.37,N/A,N/A,-295.02,2025,16.35,16.61,0.55
0.51,📉 獲利侵蝕,2026-03,-70.52,⚪ 中性觀察,6284.TWO,-34.8,11.182108626198083,105.0,佳邦,224.56,N/A,N/A,-295.08,2025,140.85000000000002,3.44,4.36
-1.43,📉 獲利侵蝕,2026-03,-175.0,⚪ 數據不足,5227.TWO,104.91,0.0,36.1500015259,立凱-KY,120.26,N/A,N/A,-295.26,2025,-4.199999999999994,-32.24,0.17
1.57,⚠️ 獲利稀釋,2026-03,27.64,⚪ 中性觀察,1618.TW,13.48,3.7378211481753763,42.2000007629,合機,323.3,N/A,N/A,-295.66,2025,169.35,3.01,4.21
0.04,⚠️ 獲利稀釋,2026-03,300.0,❌ 暫避觀望,1587.TW,188.1,39.99999894041667,28.7999992371,吉茂,596.06,2.96%,18.05%,-296.05999999999995,2025,10.799999999999999,23.11,0.37
1.58,⚠️ 獲利稀釋,2026-03,40.18,⚪ 中性觀察,6913.TWO,-2.92,11.180679785330948,125.0,鴻呈,336.78,N/A,N/A,-296.59999999999997,2025,167.7,21.66,4.34
0.92,⚠️ 獲利稀釋,2026-03,9.52,⚪ 中性觀察,2488.TW,-12.98,4.977085172969753,54.2999992371,漢平,307.38,7.42%,19.83%,-297.86,2025,163.65,-9.29,4.56
-0.45,📉 獲利侵蝕,2026-03,-136.07,❌ 暫避觀望,6597.TWO,-48.7,16.45161366049628,66.3000030518,立誠,163.62,N/A,N/A,-299.69,2025,60.44999999999999,-11.79,2.51
1.62,⚠️ 獲利稀釋,2026-03,29.6,⚪ 中性觀察,1341.TW,-30.65,6.285403133213507,57.7000007629,富林-KY,329.53,12.74%,23.43%,-299.92999999999995,2025,137.7,-7.95,3.71
0.63,📉 獲利侵蝕,2026-03,-34.37,⚪ 中性觀察,3484.TWO,3.41,5.202702849990348,53.9000015259,崧騰,265.7,N/A,N/A,-300.07,2025,155.39999999999998,6.42,4.27
0.07,📉 獲利侵蝕,2026-03,-22.22,❌ 暫避觀望,5450.TWO,-80.53,57.592593298888886,15.5500001907,南良,277.89,N/A,N/A,-300.11,2025,4.050000000000001,-8.96,0.22
0.54,📉 獲利侵蝕,2026-03,-49.06,⚪ 中性觀察,9924.TW,-26.71,6.150914401539634,40.3499984741,福興,251.13,N/A,N/A,-300.19,2025,98.39999999999999,-8.15,3.08
0.46,📉 獲利侵蝕,2026-03,-14.81,⚪ 中性觀察,5902.TWO,6.16,5.949033123743408,33.8499984741,德記,285.59,N/A,N/A,-300.4,2025,85.35000000000001,2.91,2.24
-0.51,📉 獲利侵蝕,2026-03,-59.38,⚪ 數據不足,3499.TWO,-6600.0,0.0,14.8500003815,環天科,241.39,-8.96%,23.89%,-300.77,2025,-57.15,-18.27,-1.3
2.58,⚠️ 獲利稀釋,2026-03,73.15,❌ 暫避觀望,2645.TW,11.43,16.516308119361554,238.0,長榮航太,374.3,9.96%,14.11%,-301.15,2025,216.15,11.63,5.46
-0.45,📉 獲利侵蝕,2026-03,-9.76,⚪ 數據不足,2509.TW,-480.95,0.0,13.5500001907,全坤建,291.48,N/A,N/A,-301.24,2025,-36.75,-81.41,-0.8
0.83,📉 獲利侵蝕,2026-03,-31.4,⚪ 中性觀察,6469.TWO,-22.33,7.499999851566149,77.0999984741,大樹,269.93,N/A,N/A,-301.33,2025,154.2,9.39,4.01
0.27,⚠️ 獲利稀釋,2026-03,68.75,❌ 暫避觀望,5432.TWO,69.12,36.89320388349515,152.0,新門,370.94,N/A,N/A,-302.19,2025,61.800000000000004,6.1,2.3
5.66,⚠️ 獲利稀釋,2026-03,41.75,⚪ 中性觀察,7744.TWO,41.2,11.053006893273116,465.0,崴寶,344.68,N/A,N/A,-302.93,2025,631.05,59.94,16.28
-0.4,📉 獲利侵蝕,2026-03,-195.24,⚪ 數據不足,7402.TWO,-93.2,0.0,136.0,邑錡,108.1,N/A,N/A,-303.34000000000003,2025,-6.15,2.56,0.1
6.96,📉 獲利侵蝕,2026-03,-20.46,⚪ 中性觀察,6670.TW,-18.94,4.715609667454116,259.5,復盛應用,283.01,N/A,N/A,-303.46999999999997,2025,825.45,5.01,22.45
1.42,⚠️ 獲利稀釋,2026-03,12.7,❌ 暫避觀望,3374.TWO,-18.86,29.272727272727273,322.0,精材,316.58,27.31%,32.82%,-303.88,2025,165.0,2.53,4.99
0.75,⚠️ 獲利稀釋,2026-03,38.89,❌ 暫避觀望,3624.TWO,-9.71,34.10138248847927,148.0,光頡,342.78,7.20%,23.30%,-303.89,2025,65.1,3.65,1.86
-0.05,📉 獲利侵蝕,2026-03,-150.0,⚪ 數據不足,6988.TW,-337.5,0.0,13.5,威力暘-創,153.95,N/A,N/A,-303.95,2025,-24.15,-10.48,-1.13
0.6,📉 獲利侵蝕,2026-03,-61.07,⚪ 中性觀察,1563.TW,-56.6,14.884696016771487,71.0,巧新,243.32,3.31%,18.31%,-304.39,2025,71.55000000000001,-6.64,1.42
0.02,🔄 轉虧為盈,2026-03,-97.44,⚪ 數據不足,3545.TW,-270.99,0.0,58.5,敦泰,207.42,-7.17%,20.78%,-304.86,2025,-28.650000000000006,-17.79,-4.64
-0.62,📉 獲利侵蝕,2026-03,-141.61,⚪ 數據不足,6887.TW,-40.21,0.0,0.0,寶綠特-KY,163.56,N/A,N/A,-305.17,2025,0.0,-12.03,4.58
1.76,⚠️ 獲利稀釋,2026-03,14.29,⚪ 中性觀察,3265.TWO,-12.04,14.616552771450264,192.5,台星科,319.74,19.26%,25.97%,-305.45,2025,197.55,11.55,5.48
0.14,📉 獲利侵蝕,2026-03,-53.33,⚪ 數據不足,4433.TWO,46.48,0.0,21.5499992371,興采,253.31,9.68%,22.41%,-306.64,2025,-13.649999999999997,12.09,1.06
2.48,⚠️ 獲利稀釋,2026-03,3.33,⚪ 中性觀察,5520.TWO,10.9,3.217628705148206,82.5,力泰,310.34,N/A,N/A,-307.01,2025,384.6,2.6,9.97
3.9,📉 獲利侵蝕,2026-03,-63.79,❌ 暫避觀望,2327.TW,-69.45,22.76846397825102,1005.0,國巨*,244.27,24.28%,37.30%,-308.06,2025,662.1,9.26,11.51
0.26,📉 獲利侵蝕,2026-03,0.0,❌ 暫避觀望,3059.TW,18.27,16.21359173919094,50.0999984741,華晶科,308.22,2.92%,23.91%,-308.22,2025,46.349999999999994,20.59,1.24
2.64,⚠️ 獲利稀釋,2026-03,164.0,⚪ 中性觀察,6214.TW,9.74,7.068876229932677,136.5,精誠,473.15,N/A,N/A,-309.15,2025,289.65000000000003,12.89,7.91
0.6,⚠️ 獲利稀釋,2026-03,7.14,⚪ 中性觀察,3168.TW,-6.99,7.218700354532488,45.5499992371,眾福科,317.56,8.89%,25.14%,-310.42,2025,94.65,0.46,2.61
0.35,📉 獲利侵蝕,2026-03,-55.13,⚪ 中性觀察,6221.TWO,-33.33,3.69143786453958,22.8500003815,晉泰,255.86,N/A,N/A,-310.99,2025,92.85,2.45,2.35
0.52,⚠️ 獲利稀釋,2026-03,33.33,⚪ 中性觀察,1227.TW,-30.16,9.259818615861027,30.6499996185,佳格,345.16,4.10%,23.19%,-311.83000000000004,2025,49.65,-3.8,1.33
1.19,⚠️ 獲利稀釋,2026-03,70.0,❌ 暫避觀望,6173.TWO,11.72,42.01065246338216,315.5,信昌電,381.92,N/A,N/A,-311.92,2025,112.64999999999999,8.9,3.26
-0.48,📉 獲利侵蝕,2026-03,-211.63,❌ 暫避觀望,5244.TW,-79.59,40.28089716191011,35.8499984741,弘凱,101.24,N/A,N/A,-312.87,2025,13.35,-1.9,0.51
-0.19,⚠️ 獲利稀釋,2026-03,41.38,⚪ 數據不足,1316.TW,35.21,0.0,10.75,上曜,356.44,-1.86%,30.65%,-315.06,2025,-30.449999999999996,195.34,-0.52
3.22,⚠️ 獲利稀釋,2026-03,29.03,❌ 暫避觀望,4569.TW,-47.66,15.561450044208664,176.0,六方科-KY,344.16,0.74%,15.14%,-315.13,2025,169.65,25.19,4.13
0.36,📉 獲利侵蝕,2026-03,-12.2,❌ 暫避觀望,6508.TWO,-74.77,24.126213962621357,24.8500003815,惠光,303.58,N/A,N/A,-315.78,2025,15.450000000000001,-4.08,0.27
0.57,⚠️ 獲利稀釋,2026-03,26.67,⚪ 中性觀察,2105.TW,-39.27,8.076922887617869,32.5499992371,正新,343.04,6.75%,22.84%,-316.37,2025,60.44999999999999,-5.68,1.5
0.12,🔄 轉虧為盈,2026-03,22.22,⚪ 數據不足,3591.TW,-132.32,0.0,0.0,艾笛森,338.66,-2.51%,21.48%,-316.44000000000005,2025,0.0,-9.81,-0.34
0.5,📉 獲利侵蝕,2026-03,-24.19,⚪ 中性觀察,5009.TWO,-50.0,6.9900001525799995,34.9500007629,榮剛,293.89,N/A,N/A,-318.08,2025,75.0,-10.14,2.2
0.61,📉 獲利侵蝕,2026-03,-75.79,⚪ 中性觀察,6863.TW,-73.47,10.739884569468208,92.9000015259,永道-KY,242.64,N/A,N/A,-318.43,2025,129.75,-14.3,3.0
-0.4,📉 獲利侵蝕,2026-03,-5.26,⚪ 數據不足,6431.TW,17.15,0.0,19.6000003815,光麗-KY,313.28,N/A,N/A,-318.53999999999996,2025,-73.94999999999999,-1.12,-2.07
-0.05,📉 獲利侵蝕,2026-03,-150.0,⚪ 數據不足,6969.TW,95.65,0.0,25.6000003815,成信實業*-創,168.9,N/A,N/A,-318.9,2025,-9.3,79.86,-0.09
-0.32,📉 獲利侵蝕,2026-03,-244.44,⚪ 數據不足,6617.TWO,-38.46,0.0,101.5,共信-KY,74.47,N/A,N/A,-318.90999999999997,2025,-30.450000000000003,13.75,-0.92
-0.28,⚠️ 獲利稀釋,2026-03,44.9,⚪ 數據不足,5230.TWO,-338.6,0.0,21.0499992371,雷笛克光學,364.7,N/A,N/A,-319.8,2025,-60.6,-14.66,-1.35
0.25,📉 獲利侵蝕,2026-03,-48.98,⚪ 數據不足,5015.TWO,-97.61,0.0,22.4500007629,華祺,271.71,N/A,N/A,-320.69,2025,-13.799999999999999,-4.99,0.06
3.6,📉 獲利侵蝕,2026-03,-6.49,⚪ 中性觀察,3023.TW,-11.43,9.824873849807066,331.0,信邦,314.69,9.15%,23.64%,-321.18,2025,505.34999999999997,-6.24,13.02
2.51,⚠️ 獲利稀釋,2026-03,13.18,⚪ 中性觀察,3357.TWO,30.29,10.956790123456791,284.0,臺慶科,334.59,14.20%,28.44%,-321.40999999999997,2025,388.79999999999995,20.3,10.26
6.87,⚠️ 獲利稀釋,2026-03,89.33,❌ 暫避觀望,2368.TW,64.8,26.04720391239634,1225.0,金像電,411.46,24.30%,33.66%,-322.13,2025,705.45,54.05,19.47
0.37,📉 獲利侵蝕,2026-03,-30.61,⚪ 中性觀察,3038.TW,-50.0,8.87159503389105,22.7999992371,全台,292.45,0.16%,20.87%,-323.06,2025,38.550000000000004,-16.5,1.1
0.25,📉 獲利侵蝕,2026-03,-7.41,❌ 暫避觀望,4561.TWO,-79.88,33.549618902977095,43.9500007629,健椿,316.3,4.03%,19.95%,-323.71000000000004,2025,19.650000000000002,-22.51,0.66
0.35,📉 獲利侵蝕,2026-03,-66.67,⚪ 中性觀察,1582.TW,-51.27,9.46943465675894,82.0999984741,信錦,257.7,5.11%,21.08%,-324.37,2025,130.05,-7.71,3.45
0.35,⚠️ 獲利稀釋,2026-03,41.67,⚪ 中性觀察,2415.TW,58.77,9.823113567429246,41.6500015259,錩新,366.19,12.75%,25.38%,-324.52,2025,63.6,3.4,1.81
0.33,⚠️ 獲利稀釋,2026-03,18.52,⚪ 中性觀察,9908.TW,0.6,6.960556844547565,30.0,大台北,345.97,N/A,N/A,-327.45000000000005,2025,64.64999999999999,1.69,1.72
2.19,⚠️ 獲利稀釋,2026-03,5.8,⚪ 中性觀察,6732.TWO,-43.71,12.949194547707558,209.0,昇佳電子,333.31,N/A,N/A,-327.51,2025,242.10000000000002,-7.67,6.22
0.76,📉 獲利侵蝕,2026-03,-18.28,⚪ 中性觀察,2397.TW,-28.03,8.079470198675496,61.0,友通,310.12,-1.87%,25.36%,-328.4,2025,113.25000000000001,14.61,2.49
0.8,⚠️ 獲利稀釋,2026-03,2.67,⚪ 中性觀察,2497.TW,-21.36,12.723810105104763,66.8000030518,怡利電,331.39,10.08%,25.76%,-328.71999999999997,2025,78.75,-3.38,2.37
