eps,status,date,eps_yoy,advice,symbol,prev_eps_yoy,pe,price,name,rev_yoy,om,gm,expansion,prev_year,est_price,prev_rev_yoy,prev_eps
0.48,⚠️ 獲利稀釋,2026-03,108.7,❌ 暫避觀望,5471.TW,-32.71,32.551020018928575,63.7999992371,松翰,198.59,N/A,N/A,-89.89,2025,29.4,-2.51,0.72
-0.09,📉 獲利侵蝕,2026-03,-50.0,⚪ 數據不足,6547.TWO,-258.33,0.0,48.0,高端疫苗,41.09,N/A,N/A,-91.09,2025,-26.4,1.24,-0.86
1.92,⚠️ 獲利稀釋,2026-03,54.31,⚪ 中性觀察,8436.TWO,12.64,5.759557344064387,114.5,大江,145.96,N/A,N/A,-91.65,2025,298.2,-3.47,8.68
0.98,⚠️ 獲利稀釋,2026-03,88.46,⚪ 中性觀察,5607.TW,40.61,7.242339832869081,52.0,遠雄港,180.48,N/A,N/A,-92.02,2025,107.69999999999999,19.58,2.77
3.06,⚠️ 獲利稀釋,2026-03,209.38,❌ 暫避觀望,2467.TW,15.47,44.497282608695656,655.0,志聖,301.54,15.86%,44.10%,-92.16000000000003,2025,220.79999999999998,26.65,5.5
3.36,⚠️ 獲利稀釋,2026-03,19.15,⚪ 中性觀察,8416.TWO,22.25,5.621107833497215,171.5,實威,111.41,N/A,N/A,-92.25999999999999,2025,457.65,9.96,13.46
3.37,📉 獲利侵蝕,2026-03,-5.41,❌ 暫避觀望,6187.TWO,13.93,26.764934057408844,1035.0,萬潤,87.28,N/A,N/A,-92.69,2025,580.0500000000001,-3.04,15.46
0.52,📉 獲利侵蝕,2026-03,-5.45,⚪ 中性觀察,1443.TW,-37.57,11.785714115401788,26.3999996185,立益物流,87.35,28.93%,47.79%,-92.8,2025,33.599999999999994,6.05,1.13
-0.1,⚠️ 獲利稀釋,2026-03,9.09,⚪ 數據不足,5481.TWO,-165.22,0.0,20.6000003815,新華,102.8,N/A,N/A,-93.71,2025,-28.799999999999997,-0.63,-0.65
0.71,⚠️ 獲利稀釋,2026-03,153.57,⚪ 中性觀察,2641.TWO,4.26,3.5288462272115386,18.3500003815,正德,247.78,38.28%,44.07%,-94.21000000000001,2025,77.99999999999999,43.12,2.01
-0.13,⚠️ 獲利稀釋,2026-03,7.14,⚪ 數據不足,1742.TWO,-222.73,0.0,15.3500003815,台蠟,101.73,-115.34%,11.07%,-94.59,2025,-42.0,-51.69,-1.08
1.14,📉 獲利侵蝕,2026-03,0.0,⚪ 中性觀察,6799.TW,26.76,13.902743142144638,111.5,來頡,94.61,N/A,N/A,-94.61,2025,120.3,6.56,3.7
0.19,📉 獲利侵蝕,2026-03,-70.31,⚪ 中性觀察,3257.TW,39.18,9.256409865153845,72.1999969482,虹冠電,24.31,18.06%,45.11%,-94.62,2025,117.0,29.32,3.42
0.75,🔄 轉虧為盈,2026-03,92.31,⚪ 數據不足,4127.TWO,-184.62,0.0,76.6999969482,天良,187.13,-18.66%,56.44%,-94.82,2025,-4.800000000000001,32.86,-0.22
0.59,📉 獲利侵蝕,2026-03,-19.18,⚪ 中性觀察,1439.TW,84.48,3.403656928677919,24.2000007629,雋揚,76.82,13.53%,25.21%,-96.0,2025,106.64999999999999,728.61,3.21
0.32,📉 獲利侵蝕,2026-03,-44.83,⚪ 中性觀察,6666.TW,42.35,5.927694510627558,43.4500007629,羅麗芬-KY,51.66,N/A,N/A,-96.49,2025,109.94999999999999,-1.2,2.42
0.91,🏰 高護城河,2026-03,-54.04,⚪ 中性觀察,4129.TWO,23.26,6.920263238778346,94.5999984741,聯合,42.85,11.96%,78.77%,-96.89,2025,205.05,21.54,5.83
-0.04,⚠️ 獲利稀釋,2026-03,83.33,⚪ 數據不足,3049.TW,41.28,0.0,13.1000003815,精金,180.37,-21.51%,-12.51%,-97.04,2025,-27.150000000000002,1.22,-0.64
-0.26,⚠️ 獲利稀釋,2026-03,75.7,⚪ 數據不足,8472.TWO,70.36,0.0,82.6999969482,夠麻吉,174.03,N/A,N/A,-98.33,2025,-65.7,41.85,-1.31
0.07,📉 獲利侵蝕,2026-03,-72.0,❌ 暫避觀望,6909.TW,-37.25,63.99999830455555,57.5999984741,創控,27.24,N/A,N/A,-99.24,2025,13.500000000000002,11.08,1.01
4.47,⚠️ 獲利稀釋,2026-03,2.52,❌ 暫避觀望,6526.TW,7.78,15.31591873185979,686.0,達發,102.09,N/A,N/A,-99.57000000000001,2025,671.85,9.43,17.32
0.81,📉 獲利侵蝕,2026-03,-26.36,❌ 暫避觀望,6612.TWO,-54.81,22.356495468277945,74.0,奈米醫材,73.34,N/A,N/A,-99.7,2025,49.65,31.54,1.09
46.63,📉 獲利侵蝕,2026-03,-4.97,⚪ 中性觀察,3008.TW,-17.91,11.142248928889009,4135.0,大立光,95.17,36.75%,47.97%,-100.14,2025,5566.650000000001,2.84,159.41
0.22,📉 獲利侵蝕,2026-03,-75.56,❌ 暫避觀望,5222.TW,-49.48,21.8013468013468,129.5,全訊,25.37,N/A,N/A,-100.93,2025,89.10000000000001,-26.68,2.51
0.65,🏰 高護城河,2026-03,-10.96,❌ 暫避觀望,4585.TW,16.35,98.94578313253012,328.5,達明,90.0,5.77%,50.62%,-100.96000000000001,2025,49.8,23.03,1.46
4.13,🏰 高護城河,2026-03,-6.82,⚪ 中性觀察,3617.TW,-40.33,6.3236562230526,220.0,碩天,94.17,10.14%,51.62%,-100.99000000000001,2025,521.8500000000001,-4.98,14.47
0.2,📉 獲利侵蝕,2026-03,-56.52,⚪ 中性觀察,2596.TWO,177.61,7.535377538419811,31.9500007629,綠意,44.81,26.41%,32.97%,-101.33000000000001,2025,63.6,59.65,1.86
24.85,⚠️ 獲利稀釋,2026-03,51.34,⚪ 中性觀察,5269.TW,45.15,8.370965965414692,1520.0,祥碩,152.85,N/A,N/A,-101.50999999999999,2025,2723.7000000000003,66.0,72.7
9.12,🏰 高護城河,2026-03,82.16,❌ 暫避觀望,2360.TW,122.05,31.983568075117372,2180.0,致茂,185.89,34.82%,60.80%,-103.72999999999999,2025,1022.4,31.05,27.7
3.73,📉 獲利侵蝕,2026-03,-11.4,⚪ 中性觀察,6664.TWO,-9.46,11.103233125354508,391.5,群翊,92.55,N/A,N/A,-103.95,2025,528.9000000000001,3.07,15.06
0.42,📉 獲利侵蝕,2026-03,-48.78,❌ 暫避觀望,4994.TW,-59.0,17.13747645951036,91.0,傳奇,55.25,N/A,N/A,-104.03,2025,79.64999999999999,-25.18,1.96
2.1,📉 獲利侵蝕,2026-03,0.0,⚪ 中性觀察,6263.TWO,-3.37,8.255528255528255,168.0,普萊德,104.44,N/A,N/A,-104.44,2025,305.25,0.24,8.32
57.49,⚠️ 獲利稀釋,2026-03,1441.85,❌ 暫避觀望,5289.TWO,75.21,16.894320632638387,1645.0,宜鼎,1546.32,N/A,N/A,-104.47000000000003,2025,1460.5500000000002,59.96,21.72
3.4,⚠️ 獲利稀釋,2026-03,390.6,⚪ 中性觀察,5864.TWO,56.1,6.791044776119403,45.5,致和證,495.09,N/A,N/A,-104.48999999999995,2025,100.5,42.16,2.56
-0.75,🏰 高護城河,2026-03,-9.09,⚪ 數據不足,1418.TW,-373.33,0.0,18.5499992371,東華,95.77,-991.43%,208.69%,-104.86,2025,-87.00000000000001,-48.0,-1.29
4.08,🏰 高護城河,2026-03,6.25,⚪ 中性觀察,2752.TWO,-3.09,4.7913862718707945,178.0,豆府,111.9,11.29%,52.30%,-105.65,2025,557.25,11.58,15.04
1.13,🏰 高護城河,2026-03,-94.5,⚪ 中性觀察,4763.TW,-92.76,3.134796238244514,50.0,材料*-KY,11.68,50.09%,57.83%,-106.18,2025,239.25,-15.8,6.1
30.05,⚠️ 獲利稀釋,2026-03,1706.79,⚪ 中性觀察,3260.TWO,144.7,6.054572271386431,410.5,威剛,1813.26,35.36%,48.37%,-106.47000000000003,2025,1017.0,32.13,23.18
0.34,📉 獲利侵蝕,2026-03,-84.96,⚪ 中性觀察,3310.TWO,34.17,7.5357535753575355,68.5,佳穎,22.14,5.55%,21.56%,-107.1,2025,136.35,84.93,3.39
1.63,⚠️ 獲利稀釋,2026-03,328.95,❌ 暫避觀望,6658.TW,24.77,55.994550408719356,205.5,聯策,436.36,N/A,N/A,-107.41000000000003,2025,55.04999999999999,30.53,1.38
0.32,📉 獲利侵蝕,2026-03,-36.0,⚪ 中性觀察,1540.TW,-47.64,10.857142493857141,22.7999992371,喬福,71.52,N/A,N/A,-107.52,2025,31.5,-0.53,1.11
0.29,🏰 高護城河,2026-03,-63.29,⚪ 中性觀察,1786.TW,-35.61,12.14285748345982,54.4000015259,科妍,44.42,19.86%,75.32%,-107.71000000000001,2025,67.2,0.37,2.24
2.82,📉 獲利侵蝕,2026-03,-4.73,⚪ 中性觀察,3217.TWO,12.8,5.902777777777778,178.5,優群,104.27,28.69%,49.95%,-109.0,2025,453.6,19.44,12.69
14.68,⚠️ 獲利稀釋,2026-03,43.77,❌ 暫避觀望,7734.TWO,-26.31,33.17615358706635,2955.0,印能科技,153.11,N/A,N/A,-109.34,2025,1336.05,27.91,33.5
1.64,⚠️ 獲利稀釋,2026-03,78.26,⚪ 中性觀察,6791.TWO,0.0,10.488888888888889,118.0,虎門科技,187.97,N/A,N/A,-109.71,2025,168.75,19.26,4.16
-0.39,📉 獲利侵蝕,2026-03,-14.71,⚪ 數據不足,4198.TWO,-14.62,0.0,41.7999992371,欣大健康,95.21,-23.61%,30.43%,-109.91999999999999,2025,-74.55000000000001,-15.0,-1.96
2.36,🏰 高護城河,2026-03,9.77,⚪ 中性觀察,2640.TWO,0.9,7.268226822682268,161.5,大車隊,119.83,21.47%,51.63%,-110.06,2025,333.29999999999995,4.37,9.01
1.39,📉 獲利侵蝕,2026-03,-4.79,⚪ 中性觀察,3152.TWO,51.69,11.002678913126672,287.5,璟德,105.69,18.21%,44.03%,-110.48,2025,391.95000000000005,-15.61,9.42
1.01,📉 獲利侵蝕,2026-03,-46.56,❌ 暫避觀望,6859.TWO,-8.36,18.236173393124066,122.0,伯特光,64.12,N/A,N/A,-110.68,2025,100.35000000000001,35.45,2.86
8.44,📉 獲利侵蝕,2026-03,-9.48,⚪ 中性觀察,2379.TW,-4.02,9.895766310642133,769.0,瑞昱,101.71,8.88%,48.08%,-111.19,2025,1165.6499999999999,8.21,28.77
0.37,⚠️ 獲利稀釋,2026-03,12.12,⚪ 中性觀察,2633.TW,1.74,8.721311600491802,26.6000003815,台灣高鐵,123.39,38.82%,43.22%,-111.27,2025,45.75000000000001,2.75,1.17
0.45,⚠️ 獲利稀釋,2026-03,2.33,⚪ 中性觀察,3051.TW,-49.5,12.000000165869565,27.6000003815,力特,113.93,15.38%,33.67%,-111.60000000000001,2025,34.5,-0.63,1.01
0.87,📉 獲利侵蝕,2026-03,-35.56,⚪ 中性觀察,5508.TWO,-80.85,7.336683608781408,58.4000015259,永信建,76.83,N/A,N/A,-112.39,2025,119.39999999999999,-74.75,3.07
3.56,🏰 高護城河,2026-03,-14.42,❌ 暫避觀望,4583.TW,-15.13,21.257689678742313,622.0,台灣精銳,98.42,30.40%,51.18%,-112.84,2025,438.9,1.32,12.0
0.54,⚠️ 獲利稀釋,2026-03,12.5,⚪ 中性觀察,5212.TWO,23.44,5.896805896805898,48.0,凌網,125.36,N/A,N/A,-112.86,2025,122.09999999999998,15.91,4.74
-0.04,📉 獲利侵蝕,2026-03,-100.0,⚪ 數據不足,5523.TWO,-116.36,0.0,30.3500003815,豐謙,13.7,N/A,N/A,-113.7,2025,-3.9000000000000004,-98.98,-0.09
4.7,⚠️ 獲利稀釋,2026-03,14.99,⚪ 中性觀察,3526.TWO,5.64,7.824337121212121,330.5,凡甲,128.79,32.41%,48.09%,-113.8,2025,633.6,22.33,16.97
1.16,⚠️ 獲利稀釋,2026-03,289.29,⚪ 數據不足,6907.TWO,24.55,0.0,187.5,雅特力-KY,403.24,N/A,N/A,-113.94999999999999,2025,0.0,1.91,2.08
2.8,⚠️ 獲利稀釋,2026-03,2.94,⚪ 中性觀察,7738.TWO,44.26,4.8529007423700845,176.5,東聯互動,117.76,N/A,N/A,-114.82000000000001,2025,545.5500000000001,30.15,14.61
1.83,⚠️ 獲利稀釋,2026-03,50.0,⚪ 中性觀察,6904.TWO,-48.04,10.375816993464053,127.0,伯鑫,164.92,N/A,N/A,-114.91999999999999,2025,183.6,-3.05,5.44
0.52,🔄 轉虧為盈,2026-03,154.74,⚪ 數據不足,3066.TWO,-207.69,0.0,29.1499996185,李洲,269.86,-18.85%,38.23%,-115.12,2025,-67.35000000000001,10.12,-1.4
2.59,🏰 高護城河,2026-03,-18.06,⚪ 中性觀察,2915.TW,-28.5,2.317558669876161,52.4000015259,潤泰全,97.54,5.98%,58.30%,-115.60000000000001,2025,339.15,-16.33,9.29
0.05,📉 獲利侵蝕,2026-03,-73.68,⚪ 中性觀察,3164.TW,0.0,13.983050847457624,16.5,景岳,42.46,N/A,N/A,-116.14000000000001,2025,17.700000000000003,4.11,0.66
5.04,⚠️ 獲利稀釋,2026-03,14.09,⚪ 中性觀察,2727.TW,2.75,5.995115995115995,245.5,王品,131.29,7.36%,47.07%,-117.19999999999999,2025,614.25,5.21,16.02
0.25,🏰 高護城河,2026-03,-17.86,❌ 暫避觀望,1784.TWO,-38.61,27.85714164611111,70.1999969482,訊聯,99.89,-0.97%,56.51%,-117.75,2025,37.8,1.19,1.02
6.06,📉 獲利侵蝕,2026-03,-3.51,⚪ 中性觀察,6491.TW,-11.08,7.110266159695818,374.0,晶碩,114.65,N/A,N/A,-118.16000000000001,2025,789.0,3.26,20.87
1.39,📉 獲利侵蝕,2026-03,0.0,⚪ 中性觀察,6752.TWO,20.95,5.921052631578947,103.5,叡揚,119.32,N/A,N/A,-119.32,2025,262.2,16.33,7.41
15.17,📉 獲利侵蝕,2026-03,-17.75,❌ 暫避觀望,2454.TW,-1.14,24.406839831962607,4125.0,聯發科,102.07,14.55%,46.13%,-119.82,2025,2535.1499999999996,12.32,66.16
1.34,📉 獲利侵蝕,2026-03,-42.98,⚪ 中性觀察,6104.TWO,66.87,6.877444589308996,105.5,創惟,76.96,N/A,N/A,-119.94,2025,230.1,27.6,5.62
0.27,📉 獲利侵蝕,2026-03,-15.62,⚪ 中性觀察,6910.TWO,58.93,5.684647223755187,27.3999996185,德鴻,104.82,N/A,N/A,-120.44,2025,72.30000000000001,30.1,2.0
-1.32,📉 獲利侵蝕,2026-03,-120.75,⚪ 數據不足,2740.TWO,35.27,0.0,32.4000015259,華軒,0.01,-45.63%,41.62%,-120.76,2025,-137.1,-45.74,-3.19
0.65,⚠️ 獲利稀釋,2026-03,41.3,❌ 暫避觀望,6530.TWO,18.9,17.96680466267635,86.5999984741,創威,162.97,N/A,N/A,-121.67,2025,72.30000000000001,16.68,1.95
-0.27,🌑 雙重衰退,2026-03,-175.0,❌ 暫避觀望,6921.TW,-55.26,135.29411764705884,69.0,嘉雨思-創,-53.12,N/A,N/A,-121.88,2025,7.649999999999999,28.45,0.35
7.0,⚠️ 獲利稀釋,2026-03,74.56,❌ 暫避觀望,7751.TWO,60.48,30.166366005211465,1505.0,竑騰,196.55,N/A,N/A,-121.99000000000001,2025,748.35,62.42,20.5
0.9,📉 獲利侵蝕,2026-03,-12.87,❌ 暫避觀望,6538.TWO,-87.49,25.955734406438633,129.0,倉和,110.02,N/A,N/A,-122.89,2025,74.55,-34.5,1.15
1.82,📉 獲利侵蝕,2026-03,-7.91,⚪ 中性觀察,9941.TW,-12.45,4.325871862264446,83.0999984741,裕融,115.84,N/A,N/A,-123.75,2025,288.15000000000003,-4.66,7.68
0.19,📉 獲利侵蝕,2026-03,-79.31,⚪ 中性觀察,5534.TW,-23.57,8.551651017231096,80.3000030518,長虹,44.79,N/A,N/A,-124.1,2025,140.85000000000002,-29.66,6.0
0.44,📉 獲利侵蝕,2026-03,-18.52,⚪ 中性觀察,6730.TWO,-10.33,7.224334600760456,38.0,常廣,106.18,N/A,N/A,-124.7,2025,78.89999999999999,7.33,2.14
1.05,⚠️ 獲利稀釋,2026-03,2.97,⚪ 中性觀察,2420.TW,-10.32,6.581740976645436,62.0,新巨,127.83,35.64%,49.30%,-124.86,2025,141.3,-2.6,3.91
-0.38,🏰 高護城河,2026-03,-151.35,⚪ 數據不足,3176.TWO,46.94,0.0,37.0499992371,基亞,-26.36,-48.58%,56.72%,-124.99,2025,-9.600000000000001,15.28,-0.78
1.7,🔄 轉虧為盈,2026-03,644.0,⚪ 數據不足,4807.TW,84.62,0.0,38.0999984741,日成-KY,769.01,4.68%,18.47%,-125.00999999999999,2025,-3.4499999999999997,19.6,-0.24
0.95,⚠️ 獲利稀釋,2026-03,20.78,⚪ 中性觀察,6655.TW,-18.72,13.495575221238939,122.0,科定,148.24,N/A,N/A,-127.46000000000001,2025,135.6,3.86,3.92
-0.24,🏰 高護城河,2026-03,-41.18,⚪ 數據不足,3085.TWO,41.67,0.0,12.1499996185,新零售,86.45,-74.64%,73.88%,-127.63,2025,-23.400000000000002,5.58,-0.56
1.76,⚠️ 獲利稀釋,2026-03,170.77,⚪ 中性觀察,4580.TWO,-42.92,6.357362080207055,82.9000015259,捷流閥業,298.59,12.43%,31.57%,-127.81999999999996,2025,195.6,-5.55,5.03
0.76,⚠️ 獲利稀釋,2026-03,1.33,❌ 暫避觀望,4908.TWO,-29.79,34.86055776892431,175.0,前鼎,129.18,17.75%,46.40%,-127.85000000000001,2025,75.3,-12.98,1.98
21.37,🏰 高護城河,2026-03,5.34,⚪ 中性觀察,3533.TW,-15.21,12.79195762099687,2125.0,嘉澤,133.38,29.92%,51.54%,-128.04,2025,2491.8,12.28,70.17
2.97,⚠️ 獲利稀釋,2026-03,4.21,⚪ 中性觀察,6146.TWO,-14.93,7.227356746765249,195.5,耕興,133.06,N/A,N/A,-128.85,2025,405.75,-1.34,10.77
9.3,⚠️ 獲利稀釋,2026-03,24.33,⚪ 中性觀察,5904.TWO,10.48,10.183777808484178,737.0,寶雅,153.5,N/A,N/A,-129.17000000000002,2025,1085.5500000000002,7.16,29.54
1.08,⚠️ 獲利稀釋,2026-03,3.92,⚪ 中性觀察,6899.TWO,7.23,6.773823191733639,59.0,創為精密,133.24,N/A,N/A,-129.32000000000002,2025,130.65,27.05,3.59
0.16,🏰 高護城河,2026-03,-30.43,⚪ 中性觀察,4166.TWO,79.17,13.703703501851852,25.8999996185,友霖,100.47,23.50%,60.10%,-130.9,2025,28.35,14.52,0.9
15.38,⚠️ 獲利稀釋,2026-03,103.4,❌ 暫避觀望,7750.TW,51.69,24.19889502762431,2190.0,新代,234.77,N/A,N/A,-131.37,2025,1357.5,29.17,35.12
0.38,📉 獲利侵蝕,2026-03,-45.71,❌ 暫避觀望,6205.TW,-25.66,15.828092243186584,75.5,詮欣,86.74,N/A,N/A,-132.45,2025,71.55,-3.02,2.0
0.58,⚠️ 獲利稀釋,2026-03,107.14,❌ 暫避觀望,4968.TW,56.47,25.82056892778993,118.0,立積,239.86,N/A,N/A,-132.72000000000003,2025,68.55000000000001,2.24,2.66
0.7,📉 獲利侵蝕,2026-03,-5.56,⚪ 中性觀察,5490.TWO,382.35,6.740576412084257,30.3999996185,同亨,127.49,N/A,N/A,-133.04999999999998,2025,67.64999999999999,12.01,1.69
2.55,⚠️ 獲利稀釋,2026-03,15.91,❌ 暫避觀望,3680.TWO,-22.51,28.427205100956428,535.0,家登,149.46,17.47%,43.28%,-133.55,2025,282.3,12.26,9.43
0.4,⚠️ 獲利稀釋,2026-03,2.56,⚪ 中性觀察,2948.TWO,-2.28,7.495145334776698,38.5999984741,寶陞,136.2,9.02%,48.05%,-133.64,2025,77.25,1.84,2.14
16.11,⚠️ 獲利稀釋,2026-03,81.01,❌ 暫避觀望,3131.TWO,56.98,33.069421647195135,3425.0,弘塑,215.25,29.56%,42.10%,-134.24,2025,1553.55,59.93,45.48
0.11,📉 獲利侵蝕,2026-03,-70.27,⚪ 中性觀察,5906.TW,-41.32,13.42756183745583,38.0,台南-KY,64.29,N/A,N/A,-134.56,2025,42.45,-7.04,0.98
0.08,⚠️ 獲利稀釋,2026-03,166.67,⚪ 中性觀察,6171.TWO,-33.33,2.2675521459677417,23.8999996185,大城地產,301.75,N/A,N/A,-135.08,2025,158.10000000000002,-35.35,3.82
-0.02,⚠️ 獲利稀釋,2026-03,90.48,❌ 暫避觀望,3138.TW,-51.49,116.17647058823529,118.5,耀登,226.98,7.58%,41.30%,-136.5,2025,15.3,2.05,1.5
0.29,📉 獲利侵蝕,2026-03,-21.62,⚪ 中性觀察,5278.TWO,56.72,9.652509652509654,25.0,尚凡*,115.09,N/A,N/A,-136.71,2025,38.849999999999994,18.28,1.05
0.74,📉 獲利侵蝕,2026-03,-11.9,⚪ 中性觀察,6642.TWO,-27.37,13.687600644122384,85.0,富致,124.86,N/A,N/A,-136.76,2025,93.15,3.61,2.6
0.15,⚠️ 獲利稀釋,2026-03,45.45,⚪ 中性觀察,4109.TWO,-80.37,14.044943820224718,12.5,加捷生醫,182.43,-7.54%,24.70%,-136.98000000000002,2025,13.35,-9.62,0.43
0.08,🔄 轉虧為盈,2026-03,100.0,⚪ 數據不足,6680.TWO,-106.78,0.0,50.0999984741,鑫創電子,237.41,N/A,N/A,-137.41,2025,-35.849999999999994,-15.41,-0.29
1.62,📉 獲利侵蝕,2026-03,-34.68,⚪ 數據不足,1319.TW,-13.11,0.0,0.0,東陽,102.78,18.07%,33.68%,-137.46,2025,0.0,-1.96,6.43
0.52,📉 獲利侵蝕,2026-03,-35.0,❌ 暫避觀望,6517.TWO,-55.59,22.880794196721855,69.0999984741,保勝光學,102.54,N/A,N/A,-137.54000000000002,2025,45.3,-1.73,1.63
-0.04,📉 獲利侵蝕,2026-03,0.0,⚪ 數據不足,2913.TW,31.82,0.0,11.25,農林,137.61,-7.01%,40.70%,-137.61,2025,-5.7,9.13,-0.15
0.21,📉 獲利侵蝕,2026-03,-94.21,⚪ 中性觀察,8422.TW,-87.79,1.4321482414371558,28.6000003815,可寧衛*,43.67,N/A,N/A,-137.88,2025,299.54999999999995,-7.53,1.29
2.51,⚠️ 獲利稀釋,2026-03,10.57,⚪ 中性觀察,6206.TW,-0.43,7.212317666126418,133.5,飛捷,148.7,N/A,N/A,-138.13,2025,277.65000000000003,9.26,6.9
0.84,📉 獲利侵蝕,2026-03,-34.88,⚪ 中性觀察,6532.TWO,81.39,7.7397261580393835,90.4000015259,瑞耘,103.42,N/A,N/A,-138.3,2025,175.2,-6.21,7.31
-0.18,⚠️ 獲利稀釋,2026-03,35.71,⚪ 數據不足,5211.TWO,34.19,0.0,22.2999992371,蒙恬,174.21,N/A,N/A,-138.5,2025,-33.3,34.16,-0.77
0.11,⚠️ 獲利稀釋,2026-03,173.33,⚪ 中性觀察,3306.TWO,-33.45,9.38958693664273,52.2999992371,鼎天,312.01,1.28%,25.80%,-138.67999999999998,2025,83.55000000000001,10.49,1.95
1.75,⚠️ 獲利稀釋,2026-03,10.06,⚪ 中性觀察,8109.TWO,-4.63,10.355227882037534,154.5,博大,148.79,N/A,N/A,-138.73,2025,223.8,15.04,6.18
0.06,⚠️ 獲利稀釋,2026-03,400.0,❌ 暫避觀望,1414.TW,-19.23,50.12820317205128,19.5499992371,東和,539.09,-3.56%,15.75%,-139.09000000000003,2025,5.8500000000000005,-10.66,0.19
0.1,📉 獲利侵蝕,2026-03,-87.95,⚪ 中性觀察,7770.TWO,-47.4,8.29807721651923,43.1500015259,君曜,51.4,N/A,N/A,-139.35,2025,78.0,12.79,3.0
3.38,⚠️ 獲利稀釋,2026-03,2.74,⚪ 中性觀察,7765.TW,2.97,7.658270932607215,225.0,中華資安,142.19,N/A,N/A,-139.45,2025,440.70000000000005,3.64,11.47
0.39,📉 獲利侵蝕,2026-03,-69.05,⚪ 中性觀察,1295.TWO,-6.08,3.8128383013998457,49.2999992371,生合,70.64,11.73%,49.97%,-139.69,2025,193.95,4.97,5.29
-0.03,📉 獲利侵蝕,2026-03,-109.68,⚪ 數據不足,6243.TW,-147.27,0.0,41.2000007629,迅杰,30.39,N/A,N/A,-140.07,2025,-18.6,-12.93,-0.52
0.91,📉 獲利侵蝕,2026-03,-31.58,⚪ 中性觀察,4584.TWO,-4.72,4.447544472555804,39.8499984741,君帆,108.67,12.30%,34.23%,-140.25,2025,134.39999999999998,-1.51,3.43
1.64,📉 獲利侵蝕,2026-03,-36.22,⚪ 中性觀察,2729.TWO,-24.75,8.251676121712222,160.0,瓦城,104.46,N/A,N/A,-140.68,2025,290.85,0.46,6.76
0.4,📉 獲利侵蝕,2026-03,-69.92,❌ 暫避觀望,3035.TW,-29.75,31.72932330827068,211.0,智原,71.65,2.86%,42.16%,-141.57,2025,99.74999999999999,62.61,2.81
0.73,⚠️ 獲利稀釋,2026-03,102.78,❌ 暫避觀望,6292.TWO,-48.05,17.677054256628896,62.4000015259,迅德,244.55,N/A,N/A,-141.77,2025,52.95,-3.28,2.0
4.62,📉 獲利侵蝕,2026-03,-4.18,⚪ 中性觀察,8081.TW,-0.84,7.3736913973600355,324.0,致新,137.6,N/A,N/A,-141.78,2025,659.1,5.0,17.76
1.33,📉 獲利侵蝕,2026-03,-8.28,⚪ 中性觀察,6527.TWO,15.63,5.076495132127956,73.0,明達醫,133.59,N/A,N/A,-141.87,2025,215.7,9.33,5.8
-0.63,⚠️ 獲利稀釋,2026-03,1.56,⚪ 數據不足,6461.TWO,18.35,0.0,15.6999998093,益得,143.49,N/A,N/A,-141.93,2025,-88.05,170.31,-2.57
0.64,📉 獲利侵蝕,2026-03,-52.24,⚪ 中性觀察,7715.TWO,-39.84,4.05992940506463,34.5499992371,裕山,89.96,N/A,N/A,-142.2,2025,127.64999999999999,-27.76,3.09
13.35,⚠️ 獲利稀釋,2026-03,37.91,⚪ 中性觀察,1590.TW,10.18,13.11925736478166,1385.0,亞德客-KY,180.17,31.25%,47.51%,-142.26,2025,1583.5500000000002,11.97,42.0
-1.11,📉 獲利侵蝕,2026-03,-91.38,⚪ 數據不足,1538.TW,6.47,0.0,10.6999998093,正峰,51.34,-58.77%,32.24%,-142.72,2025,-39.0,1.9,-1.59
0.12,🔄 轉虧為盈,2026-03,300.0,⚪ 數據不足,5468.TWO,-246.15,0.0,34.0499992371,凱鈺,443.05,N/A,N/A,-143.05,2025,-13.65,36.88,-0.65
6.19,📉 獲利侵蝕,2026-03,-28.44,⚪ 中性觀察,3034.TW,-19.62,7.835712205068454,538.0,聯詠,114.65,16.92%,38.19%,-143.09,2025,1029.8999999999999,-2.07,26.87
0.34,⚠️ 獲利稀釋,2026-03,41.67,❌ 暫避觀望,8033.TW,14.0,94.46808510638299,222.0,雷虎,185.98,N/A,N/A,-144.31,2025,35.24999999999999,14.37,0.58
6.77,📉 獲利侵蝕,2026-03,-19.19,⚪ 中性觀察,4966.TWO,6.64,7.410414009045577,639.0,譜瑞-KY,125.8,N/A,N/A,-144.99,2025,1293.4499999999998,1.76,34.51
25.7,⚠️ 獲利稀釋,2026-03,61.74,❌ 暫避觀望,7769.TW,110.03,36.53949489521763,6800.0,鴻勁,206.98,N/A,N/A,-145.23999999999998,2025,2791.5,116.34,75.71
1.01,⚠️ 獲利稀釋,2026-03,92.31,⚪ 中性觀察,4995.TWO,-50.22,9.358178211780537,45.2000007629,晶達,237.89,N/A,N/A,-145.57999999999998,2025,72.45,-7.32,2.25
0.39,⚠️ 獲利稀釋,2026-03,123.53,❌ 暫避觀望,4155.TW,-10.94,20.389610141948054,15.6999998093,訊映,269.52,N/A,N/A,-145.98999999999998,2025,11.549999999999999,-6.81,0.58
0.49,📉 獲利侵蝕,2026-03,-15.52,⚪ 中性觀察,1203.TW,-23.5,10.165877138838864,42.9000015259,味王,130.66,14.34%,33.56%,-146.18,2025,63.3,-10.06,1.81
