prev_eps,status,pe,eps_yoy,rev_yoy,expansion,date,prev_rev_yoy,name,price,eps,gm,om,est_price,advice,prev_year,prev_eps_yoy,symbol
3.43,📉 獲利侵蝕,3.8964242147348953,-84.88,181.13,-266.01,2026-03,30.88,驊陞,31.6000003815,0.13,N/A,N/A,121.64999999999999,⚪ 中性觀察,2025,44.34,6272.TW
1.3,📉 獲利侵蝕,5.765472561205211,-95.74,170.66,-266.4,2026-03,-16.56,台通,17.7000007629,0.02,N/A,N/A,46.050000000000004,⚪ 中性觀察,2025,-46.94,8011.TW
3.56,⚠️ 獲利稀釋,5.129650507328072,20.93,288.16,-267.23,2026-03,-19.52,榮運,45.5,1.04,18.52%,6.32%,133.05,⚪ 中性觀察,2025,108.46,2607.TW
5.5,⚠️ 獲利稀釋,5.36032933933425,26.87,295.0,-268.13,2026-03,2.72,永記,78.0999984741,2.03,28.35%,10.08%,218.54999999999998,⚪ 中性觀察,2025,4.17,1726.TW
9.28,⚠️ 獲利稀釋,34.9227974568574,50.26,318.79,-268.53000000000003,2026-03,16.1,中砂,769.0,2.94,34.18%,15.49%,330.3,❌ 暫避觀望,2025,30.18,1560.TW
3.41,⚠️ 獲利稀釋,8.465679882355317,47.14,316.39,-269.25,2026-03,13.17,千附,62.9000015259,1.04,N/A,N/A,111.44999999999999,⚪ 中性觀察,2025,-2.59,8383.TWO
10.13,📉 獲利侵蝕,13.244444444444444,-5.43,264.0,-269.43,2026-03,42.88,鼎炫-KY,298.0,2.61,N/A,N/A,337.5,⚪ 中性觀察,2025,-8.89,8499.TW
-1.17,📉 獲利侵蝕,0.0,0.0,269.74,-269.74,2026-03,-59.26,宏太-KY,19.0,-0.22,15.04%,-86.00%,-38.849999999999994,⚪ 數據不足,2025,10.0,2924.TWO
3.3,📉 獲利侵蝕,4.047322540473225,-1.41,268.33,-269.74,2026-03,3.75,國產,32.5,0.7,27.76%,22.79%,120.45000000000002,⚪ 中性觀察,2025,-15.42,2504.TW
0.23,📉 獲利侵蝕,48.49056747716981,-237.31,32.58,-269.89,2026-03,-34.63,進能服,25.7000007629,-0.92,N/A,N/A,7.95,❌ 暫避觀望,2025,-75.0,6692.TWO
0.98,📉 獲利侵蝕,5.7,-128.13,142.21,-270.34000000000003,2026-03,-3.71,匯僑,14.25,-0.09,N/A,N/A,37.5,⚪ 中性觀察,2025,-28.99,2904.TW
32.84,⚠️ 獲利稀釋,8.819501506436591,2.07,273.05,-270.98,2026-03,7.77,玉晶光,644.0,7.9,34.25%,20.51%,1095.3000000000002,⚪ 中性觀察,2025,-14.37,3406.TW
-1.45,📉 獲利侵蝕,0.0,-4.65,266.99,-271.64,2026-03,-42.16,迎輝,16.9500007629,-0.45,-184.95%,-404.30%,-66.15,⚪ 數據不足,2025,34.68,3523.TWO
0.61,⚠️ 獲利稀釋,28.579545021022728,50.0,322.32,-272.32,2026-03,12.22,富強鑫,25.1499996185,0.03,N/A,N/A,13.2,❌ 暫避觀望,2025,25.0,6603.TWO
1.0,⚠️ 獲利稀釋,14.195122137317075,160.0,432.53,-272.53,2026-03,22.15,承業醫,29.1000003815,0.13,31.61%,15.00%,30.749999999999996,⚪ 中性觀察,2025,-5.94,4164.TW
9.65,📉 獲利侵蝕,6.51747153513938,-43.25,229.47,-272.72,2026-03,-6.28,天鈺,166.0,1.86,N/A,N/A,382.04999999999995,⚪ 中性觀察,2025,-39.94,4961.TW
2.14,⚠️ 獲利稀釋,8.22289171945783,25.58,298.43,-272.85,2026-03,3.54,三商家購,40.9500007629,0.54,27.39%,1.25%,74.7,⚪ 中性觀察,2025,5.94,2945.TW
-0.23,📉 獲利侵蝕,0.0,-42.86,230.0,-272.86,2026-03,-90.1,瑞築,20.3500003815,-0.1,N/A,N/A,-7.95,⚪ 數據不足,2025,23.33,6198.TWO
-0.65,🔄 轉虧為盈,0.0,164.71,438.24,-273.53,2026-03,-0.13,萬達光電,20.75,0.45,N/A,N/A,-10.8,⚪ 數據不足,2025,-332.14,5220.TWO
0.24,📉 獲利侵蝕,0.0,-98.33,175.44,-273.77,2026-03,-24.52,龍鋒,44.5999984741,0.02,15.90%,4.48%,-5.7,⚪ 數據不足,2025,-95.68,3226.TWO
8.73,⚠️ 獲利稀釋,14.696184644371172,4.3,278.53,-274.22999999999996,2026-03,26.34,良維,312.0,2.68,N/A,N/A,318.45,⚪ 中性觀察,2025,31.08,6290.TWO
0.47,📉 獲利侵蝕,18.571428819090908,-22.22,252.41,-274.63,2026-03,0.06,高林,14.3000001907,0.07,N/A,N/A,11.55,❌ 暫避觀望,2025,-9.62,2906.TW
-3.62,🔄 轉虧為盈,0.0,113.33,390.11,-276.78000000000003,2026-03,-32.33,鼎固-KY,26.3999996185,0.02,55.83%,-153.80%,-69.6,⚪ 數據不足,2025,-922.73,2923.TW
0.53,⚠️ 獲利稀釋,67.12962962962963,153.33,430.66,-277.33000000000004,2026-03,1.33,萬在,36.25,0.76,25.17%,7.11%,8.1,❌ 暫避觀望,2025,-74.4,4543.TWO
-1.13,📉 獲利侵蝕,0.0,-191.43,86.45,-277.88,2026-03,-36.53,鋐寶科技,16.8500003815,-1.04,N/A,N/A,-59.1,⚪ 數據不足,2025,54.88,6674.TW
2.4,📉 獲利侵蝕,5.017730361187944,-7.58,271.13,-278.71,2026-03,-7.81,青鋼,28.2999992371,0.62,N/A,N/A,84.6,⚪ 中性觀察,2025,-20.27,8930.TWO
-0.96,🔄 轉虧為盈,0.0,166.67,445.75,-279.08000000000004,2026-03,-8.43,達邦蛋白,16.3500003815,0.08,N/A,N/A,-21.15,⚪ 數據不足,2025,-700.0,6578.TWO
4.02,📉 獲利侵蝕,4.7317073170731705,-1.9,277.44,-279.34,2026-03,12.97,浪凡,48.5,1.09,N/A,N/A,153.75,⚪ 中性觀察,2025,288.24,6165.TW
0.48,⚠️ 獲利稀釋,83.97849298290323,55.56,334.94,-279.38,2026-03,10.3,今展科,78.0999984741,0.72,N/A,N/A,13.950000000000001,❌ 暫避觀望,2025,-71.34,6432.TWO
0.74,📉 獲利侵蝕,18.224637404710148,-74.58,205.16,-279.74,2026-03,29.09,曜越,25.1499996185,0.15,27.46%,-3.44%,20.7,❌ 暫避觀望,2025,155.22,3540.TWO
0.41,⚠️ 獲利稀釋,0.0,240.0,521.37,-281.37,2026-03,3.52,環科,48.25,0.51,17.05%,3.38%,-4.2,⚪ 數據不足,2025,193.18,2413.TW
7.94,⚠️ 獲利稀釋,7.769028871391076,30.64,312.22,-281.58000000000004,2026-03,27.72,建準,148.0,2.36,32.82%,16.47%,285.75,⚪ 中性觀察,2025,45.05,2421.TW
5.97,📉 獲利侵蝕,6.453952139231327,-9.38,272.22,-281.6,2026-03,-5.89,益張,89.0,1.45,N/A,N/A,206.85,⚪ 中性觀察,2025,-21.86,8342.TWO
7.64,📉 獲利侵蝕,14.61794019933555,-32.26,249.4,-281.66,2026-03,-4.53,同欣電,264.0,1.89,N/A,N/A,270.9,⚪ 中性觀察,2025,-6.83,6271.TW
1.55,⚠️ 獲利稀釋,7.2820511842307685,31.82,313.98,-282.16,2026-03,-6.24,遠東新,28.3999996185,0.61,19.14%,6.69%,58.50000000000001,⚪ 中性觀察,2025,-21.93,1402.TW
-0.5,📉 獲利侵蝕,0.0,0.0,283.09,-283.09,2026-03,-43.95,富裔,6.0700001717,-0.22,N/A,N/A,-26.999999999999996,⚪ 數據不足,2025,-1080.0,6264.TWO
3.95,⚠️ 獲利稀釋,22.431332655137336,16.43,299.83,-283.4,2026-03,19.87,千附精密,220.5,1.63,N/A,N/A,147.45,❌ 暫避觀望,2025,-30.21,6829.TWO
2.59,📉 獲利侵蝕,19.34713375796178,-56.82,226.98,-283.8,2026-03,5.3,均豪,121.5,0.19,N/A,N/A,94.2,❌ 暫避觀望,2025,40.56,5443.TWO
1.36,📉 獲利侵蝕,12.903845860423075,-58.82,225.33,-284.15000000000003,2026-03,19.79,驊宏資,33.5499992371,0.07,N/A,N/A,39.00000000000001,⚪ 中性觀察,2025,-11.69,6148.TWO
10.99,⚠️ 獲利稀釋,12.53501400560224,72.41,356.69,-284.28,2026-03,40.66,衛司特,358.0,4.5,N/A,N/A,428.40000000000003,⚪ 中性觀察,2025,29.29,6894.TWO
2.05,⚠️ 獲利稀釋,9.741784037558686,40.0,324.54,-284.54,2026-03,-23.26,藍天,41.5,0.61,N/A,N/A,63.9,⚪ 中性觀察,2025,-31.43,2362.TW
3.59,📉 獲利侵蝕,12.023809977946428,-62.69,222.27,-284.96000000000004,2026-03,-13.29,泓德能源,80.8000030518,0.25,N/A,N/A,100.80000000000001,⚪ 中性觀察,2025,-65.19,6873.TW
2.68,⚠️ 獲利稀釋,6.983122577482419,6.25,291.37,-285.12,2026-03,5.91,新海,49.6500015259,0.68,N/A,N/A,106.65,⚪ 中性觀察,2025,1.52,9926.TW
1.92,📉 獲利侵蝕,4.916879892953964,-102.86,182.49,-285.35,2026-03,-50.97,皇翔,38.4500007629,-0.01,N/A,N/A,117.30000000000001,⚪ 中性觀察,2025,-80.22,2545.TW
-0.55,🔄 轉虧為盈,88.7735834661321,79.17,364.8,-285.63,2026-03,23.94,羅昇,94.0999984741,0.43,N/A,N/A,15.899999999999997,❌ 暫避觀望,2025,-191.67,8374.TW
6.57,⚠️ 獲利稀釋,6.655290102389078,86.52,372.28,-285.76,2026-03,15.94,世紀鋼,117.0,2.63,N/A,N/A,263.70000000000005,⚪ 中性觀察,2025,-2.48,9958.TW
8.07,⚠️ 獲利稀釋,8.96849593495935,8.57,295.87,-287.3,2026-03,7.18,中興電,176.5,1.94,27.00%,17.59%,295.2,⚪ 中性觀察,2025,10.14,1513.TW
1.66,⚠️ 獲利稀釋,17.160494365396826,13.51,301.45,-287.94,2026-03,9.65,尼克森,97.3000030518,0.84,29.13%,15.60%,85.05,❌ 暫避觀望,2025,-33.33,3317.TWO
46.57,⚠️ 獲利稀釋,18.60125832041579,37.66,326.04,-288.38,2026-03,31.74,貿聯-KY,2040.0,11.66,31.93%,18.37%,1645.05,❌ 暫避觀望,2025,98.71,3665.TW
2.28,📉 獲利侵蝕,6.250000000000001,-60.0,228.62,-288.62,2026-03,19.95,全宇生技-KY,30.5,0.08,28.39%,9.28%,73.19999999999999,⚪ 中性觀察,2025,13.43,4148.TW
0.78,⚠️ 獲利稀釋,14.189189189189188,34.78,324.71,-289.92999999999995,2026-03,1.99,大統新創,21.0,0.31,30.30%,18.03%,22.200000000000003,⚪ 中性觀察,2025,-30.97,1470.TW
3.63,⚠️ 獲利稀釋,28.629032258064516,11.56,301.8,-290.24,2026-03,7.87,松川精密,248.5,2.22,N/A,N/A,130.2,❌ 暫避觀望,2025,-51.37,7788.TW
5.62,⚠️ 獲利稀釋,7.887421820708826,16.2,308.39,-292.19,2026-03,13.91,八貫,113.5,2.08,N/A,N/A,215.85,⚪ 中性觀察,2025,-8.97,1342.TW
5.23,📉 獲利侵蝕,3.7742899850523166,-26.58,265.83,-292.40999999999997,2026-03,29.61,竣邦-KY,50.5,1.17,27.73%,10.88%,200.70000000000002,⚪ 中性觀察,2025,52.37,4442.TWO
6.45,⚠️ 獲利稀釋,8.450086547051818,18.09,310.78,-292.69,2026-03,11.55,安勤,141.876953125,2.22,N/A,N/A,251.85,⚪ 中性觀察,2025,-5.85,3479.TWO
-0.49,📉 獲利侵蝕,0.0,-23.53,269.43,-292.96000000000004,2026-03,-9.87,夏都,22.9500007629,-0.21,27.13%,-30.10%,-19.5,⚪ 數據不足,2025,-2550.0,2722.TW
1.38,📉 獲利侵蝕,9.245562130177515,-7.55,285.87,-293.42,2026-03,-1.77,台林,31.25,0.5,N/A,N/A,50.699999999999996,⚪ 中性觀察,2025,-36.28,5353.TWO
-1.15,📉 獲利侵蝕,0.0,-22.86,270.61,-293.47,2026-03,-1.12,松崗,18.1000003815,-0.43,N/A,N/A,-60.44999999999999,⚪ 數據不足,2025,-428.57,6240.TWO
1.16,📉 獲利侵蝕,12.580175371982508,-14.47,280.23,-294.70000000000005,2026-03,-5.35,關中,43.1500015259,1.36,N/A,N/A,51.45,⚪ 中性觀察,2025,-77.08,8941.TWO
5.56,📉 獲利侵蝕,6.385068762278978,-52.56,242.32,-294.88,2026-03,373.32,世紀*,65.0,0.37,N/A,N/A,152.7,⚪ 中性觀察,2025,-69.48,5314.TWO
0.55,⚠️ 獲利稀釋,37.33945024119266,19.35,314.37,-295.02,2026-03,16.61,寶一,40.7000007629,0.37,N/A,N/A,16.35,❌ 暫避觀望,2025,-63.09,8222.TW
4.36,📉 獲利侵蝕,11.34185303514377,-70.52,224.56,-295.08,2026-03,3.44,佳邦,106.5,0.51,N/A,N/A,140.85000000000002,⚪ 中性觀察,2025,-34.8,6284.TWO
0.17,📉 獲利侵蝕,0.0,-175.0,120.26,-295.26,2026-03,-32.24,立凱-KY,36.3499984741,-1.43,N/A,N/A,-4.199999999999994,⚪ 數據不足,2025,104.91,5227.TWO
4.21,⚠️ 獲利稀釋,3.609388839681134,27.64,323.3,-295.66,2026-03,3.01,合機,40.75,1.57,N/A,N/A,169.35,⚪ 中性觀察,2025,13.48,1618.TW
0.37,⚠️ 獲利稀釋,38.12500105958333,300.0,596.06,-296.05999999999995,2026-03,23.11,吉茂,27.4500007629,0.04,18.05%,2.96%,10.799999999999999,❌ 暫避觀望,2025,188.1,1587.TW
4.34,⚠️ 獲利稀釋,10.688729874776387,40.18,336.78,-296.59999999999997,2026-03,21.66,鴻呈,119.5,1.58,N/A,N/A,167.7,⚪ 中性觀察,2025,-2.92,6913.TWO
4.56,⚠️ 獲利稀釋,4.958753297351054,9.52,307.38,-297.86,2026-03,-9.29,漢平,54.0999984741,0.92,19.83%,7.42%,163.65,⚪ 中性觀察,2025,-12.98,2488.TW
2.51,📉 獲利侵蝕,16.12903225806452,-136.07,163.62,-299.69,2026-03,-11.79,立誠,65.0,-0.45,N/A,N/A,60.44999999999999,❌ 暫避觀望,2025,-48.7,6597.TWO
3.71,⚠️ 獲利稀釋,6.5795208633878,29.6,329.53,-299.92999999999995,2026-03,-7.95,富林-KY,60.4000015259,1.62,23.43%,12.74%,137.7,⚪ 中性觀察,2025,-30.65,1341.TW
4.27,📉 獲利侵蝕,4.980694833407336,-34.37,265.7,-300.07,2026-03,6.42,崧騰,51.5999984741,0.63,N/A,N/A,155.39999999999998,⚪ 中性觀察,2025,3.41,3484.TWO
0.22,📉 獲利侵蝕,55.74074144703704,-22.22,277.89,-300.11,2026-03,-8.96,南良,15.0500001907,0.07,N/A,N/A,4.050000000000001,❌ 暫避觀望,2025,-80.53,5450.TWO
3.08,📉 獲利侵蝕,6.074694889344512,-49.06,251.13,-300.19,2026-03,-8.15,福興,39.8499984741,0.54,N/A,N/A,98.39999999999999,⚪ 中性觀察,2025,-26.71,9924.TW
2.24,📉 獲利侵蝕,5.931458699472759,-14.81,285.59,-300.4,2026-03,2.91,德記,33.75,0.46,N/A,N/A,85.35000000000001,⚪ 中性觀察,2025,6.16,5902.TWO
-1.3,📉 獲利侵蝕,0.0,-59.38,241.39,-300.77,2026-03,-18.27,環天科,14.5500001907,-0.51,23.89%,-8.96%,-57.15,⚪ 數據不足,2025,-6600.0,3499.TWO
5.46,⚠️ 獲利稀釋,13.671061762664817,73.15,374.3,-301.15,2026-03,11.63,長榮航太,197.0,2.58,14.11%,9.96%,216.15,⚪ 中性觀察,2025,11.43,2645.TW
-0.8,📉 獲利侵蝕,0.0,-9.76,291.48,-301.24,2026-03,-81.41,全坤建,13.3500003815,-0.45,N/A,N/A,-36.75,⚪ 數據不足,2025,-480.95,2509.TW
4.01,📉 獲利侵蝕,7.315174800408561,-31.4,269.93,-301.33,2026-03,9.39,大樹,75.1999969482,0.83,N/A,N/A,154.2,⚪ 中性觀察,2025,-22.33,6469.TWO
2.3,⚠️ 獲利稀釋,38.349514563106794,68.75,370.94,-302.19,2026-03,6.1,新門,158.0,0.27,N/A,N/A,61.800000000000004,❌ 暫避觀望,2025,69.12,5432.TWO
16.28,⚠️ 獲利稀釋,10.64891846921797,41.75,344.68,-302.93,2026-03,59.94,崴寶,448.0,5.66,N/A,N/A,631.05,⚪ 中性觀察,2025,41.2,7744.TWO
0.1,📉 獲利侵蝕,0.0,-195.24,108.1,-303.34000000000003,2026-03,2.56,邑錡,126.0,-0.4,N/A,N/A,-6.15,⚪ 數據不足,2025,-93.2,7402.TWO
22.45,📉 獲利侵蝕,4.624750136289297,-20.46,283.01,-303.46999999999997,2026-03,5.01,復盛應用,254.5,6.96,N/A,N/A,825.45,⚪ 中性觀察,2025,-18.94,6670.TW
4.99,⚠️ 獲利稀釋,28.727272727272727,12.7,316.58,-303.88,2026-03,2.53,精材,316.0,1.42,32.82%,27.31%,165.0,❌ 暫避觀望,2025,-18.86,3374.TWO
1.86,⚠️ 獲利稀釋,35.36866359447005,38.89,342.78,-303.89,2026-03,3.65,光頡,153.5,0.75,23.30%,7.20%,65.1,❌ 暫避觀望,2025,-9.71,3624.TWO
-1.13,📉 獲利侵蝕,0.0,-150.0,153.95,-303.95,2026-03,-10.48,威力暘-創,13.6000003815,-0.05,N/A,N/A,-24.15,⚪ 數據不足,2025,-337.5,6988.TW
1.42,📉 獲利侵蝕,13.438154816373165,-61.07,243.32,-304.39,2026-03,-6.64,巧新,64.0999984741,0.6,18.31%,3.31%,71.55000000000001,⚪ 中性觀察,2025,-56.6,1563.TW
-4.64,🔄 轉虧為盈,0.0,-97.44,207.42,-304.86,2026-03,-17.79,敦泰,57.2999992371,0.02,20.78%,-7.17%,-28.650000000000006,⚪ 數據不足,2025,-270.99,3545.TW
4.58,📉 獲利侵蝕,0.0,-141.61,163.56,-305.17,2026-03,-12.03,寶綠特-KY,0.0,-0.62,N/A,N/A,0.0,⚪ 數據不足,2025,-40.21,6887.TW
5.48,⚠️ 獲利稀釋,14.001518139445709,14.29,319.74,-305.45,2026-03,11.55,台星科,184.3999938965,1.76,25.97%,19.26%,197.55,⚪ 中性觀察,2025,-12.04,3265.TWO
1.06,📉 獲利侵蝕,0.0,-53.33,253.31,-306.64,2026-03,12.09,興采,21.1499996185,0.14,22.41%,9.68%,-13.649999999999997,⚪ 數據不足,2025,46.48,4433.TWO
9.97,⚠️ 獲利稀釋,3.217628705148206,3.33,310.34,-307.01,2026-03,2.6,力泰,82.5,2.48,N/A,N/A,384.6,⚪ 中性觀察,2025,10.9,5520.TWO
11.51,📉 獲利侵蝕,23.901223380154054,-63.79,244.27,-308.06,2026-03,9.26,國巨*,1055.0,3.9,37.30%,24.28%,662.1,❌ 暫避觀望,2025,-69.45,2327.TW
1.24,📉 獲利侵蝕,15.857605177993529,0.0,308.22,-308.22,2026-03,20.59,華晶科,49.0,0.26,23.91%,2.92%,46.349999999999994,❌ 暫避觀望,2025,18.27,3059.TW
7.91,⚠️ 獲利稀釋,6.835836354220611,164.0,473.15,-309.15,2026-03,12.89,精誠,132.0,2.64,N/A,N/A,289.65000000000003,⚪ 中性觀察,2025,9.74,6214.TW
2.61,⚠️ 獲利稀釋,6.830427650412044,7.14,317.56,-310.42,2026-03,0.46,眾福科,43.0999984741,0.6,25.14%,8.89%,94.65,⚪ 中性觀察,2025,-6.99,3168.TW
2.35,📉 獲利侵蝕,3.6106624202746365,-55.13,255.86,-310.99,2026-03,2.45,晉泰,22.3500003815,0.35,N/A,N/A,92.85,⚪ 中性觀察,2025,-33.33,6221.TWO
1.33,⚠️ 獲利稀釋,8.836858006042297,33.33,345.16,-311.83000000000004,2026-03,-3.8,佳格,29.25,0.52,23.19%,4.10%,49.65,⚪ 中性觀察,2025,-30.16,1227.TW
3.26,⚠️ 獲利稀釋,42.47669773635153,70.0,381.92,-311.92,2026-03,8.9,信昌電,319.0,1.19,N/A,N/A,112.64999999999999,❌ 暫避觀望,2025,11.72,6173.TWO
0.51,📉 獲利侵蝕,39.6629204911236,-211.63,101.24,-312.87,2026-03,-1.9,弘凱,35.2999992371,-0.48,N/A,N/A,13.35,❌ 暫避觀望,2025,-79.59,5244.TW
-0.52,⚠️ 獲利稀釋,0.0,41.38,356.44,-315.06,2026-03,195.34,上曜,10.5500001907,-0.19,30.65%,-1.86%,-30.449999999999996,⚪ 數據不足,2025,35.21,1316.TW
4.13,⚠️ 獲利稀釋,15.384615384615383,29.03,344.16,-315.13,2026-03,25.19,六方科-KY,174.0,3.22,15.14%,0.74%,169.65,❌ 暫避觀望,2025,-47.66,4569.TW
0.27,📉 獲利侵蝕,23.446601571359224,-12.2,303.58,-315.78,2026-03,-4.08,惠光,24.1499996185,0.36,N/A,N/A,15.450000000000001,❌ 暫避觀望,2025,-74.77,6508.TWO
1.5,⚠️ 獲利稀釋,7.866005152084369,26.67,343.04,-316.37,2026-03,-5.68,正新,31.7000007629,0.57,22.84%,6.75%,60.44999999999999,⚪ 中性觀察,2025,-39.27,2105.TW
-0.34,🔄 轉虧為盈,0.0,22.22,338.66,-316.44000000000005,2026-03,-9.81,艾笛森,0.0,0.12,21.48%,-2.51%,0.0,⚪ 數據不足,2025,-132.32,3591.TW
2.2,📉 獲利侵蝕,6.55,-24.19,293.89,-318.08,2026-03,-10.14,榮剛,32.75,0.5,N/A,N/A,75.0,⚪ 中性觀察,2025,-50.0,5009.TWO
3.0,📉 獲利侵蝕,10.54335224834682,-75.79,242.64,-318.43,2026-03,-14.3,永道-KY,91.1999969482,0.61,N/A,N/A,129.75,⚪ 中性觀察,2025,-73.47,6863.TW
-2.07,📉 獲利侵蝕,0.0,-5.26,313.28,-318.53999999999996,2026-03,-1.12,光麗-KY,18.2000007629,-0.4,N/A,N/A,-73.94999999999999,⚪ 數據不足,2025,17.15,6431.TW
-0.09,📉 獲利侵蝕,0.0,-150.0,168.9,-318.9,2026-03,79.86,成信實業*-創,23.5,-0.05,N/A,N/A,-9.3,⚪ 數據不足,2025,95.65,6969.TW
-0.92,📉 獲利侵蝕,0.0,-244.44,74.47,-318.90999999999997,2026-03,13.75,共信-KY,84.1999969482,-0.32,N/A,N/A,-30.450000000000003,⚪ 數據不足,2025,-38.46,6617.TWO
-1.35,⚠️ 獲利稀釋,0.0,44.9,364.7,-319.8,2026-03,-14.66,雷笛克光學,20.75,-0.28,N/A,N/A,-60.6,⚪ 數據不足,2025,-338.6,5230.TWO
0.06,📉 獲利侵蝕,0.0,-48.98,271.71,-320.69,2026-03,-4.99,華祺,22.4500007629,0.25,N/A,N/A,-13.799999999999999,⚪ 數據不足,2025,-97.61,5015.TWO
13.02,📉 獲利侵蝕,9.795191451469279,-6.49,314.69,-321.18,2026-03,-6.24,信邦,330.0,3.6,23.64%,9.15%,505.34999999999997,⚪ 中性觀察,2025,-11.43,3023.TW
10.26,⚠️ 獲利稀釋,11.535493827160495,13.18,334.59,-321.40999999999997,2026-03,20.3,臺慶科,299.0,2.51,28.44%,14.20%,388.79999999999995,⚪ 中性觀察,2025,30.29,3357.TWO
19.47,⚠️ 獲利稀釋,26.259834148415905,89.33,411.46,-322.13,2026-03,54.05,金像電,1235.0,6.87,33.66%,24.30%,705.45,❌ 暫避觀望,2025,64.8,2368.TW
1.1,📉 獲利侵蝕,8.638132592568093,-30.61,292.45,-323.06,2026-03,-16.5,全台,22.2000007629,0.37,20.87%,0.16%,38.550000000000004,⚪ 中性觀察,2025,-50.0,3038.TW
0.66,📉 獲利侵蝕,32.82442748091603,-7.41,316.3,-323.71000000000004,2026-03,-22.51,健椿,43.0,0.25,19.95%,4.03%,19.650000000000002,❌ 暫避觀望,2025,-79.88,4561.TWO
3.45,📉 獲利侵蝕,9.446366958004614,-66.67,257.7,-324.37,2026-03,-7.71,信錦,81.9000015259,0.35,21.08%,5.11%,130.05,⚪ 中性觀察,2025,-51.27,1582.TW
1.81,⚠️ 獲利稀釋,8.84433962264151,41.67,366.19,-324.52,2026-03,3.4,錩新,37.5,0.35,25.38%,12.75%,63.6,⚪ 中性觀察,2025,58.77,2415.TW
1.72,⚠️ 獲利稀釋,6.879350259512762,18.52,345.97,-327.45000000000005,2026-03,1.69,大台北,29.6499996185,0.33,N/A,N/A,64.64999999999999,⚪ 中性觀察,2025,0.6,9908.TW
6.22,⚠️ 獲利稀釋,10.718711276332094,5.8,333.31,-327.51,2026-03,-7.67,昇佳電子,173.0,2.19,N/A,N/A,242.10000000000002,⚪ 中性觀察,2025,-43.71,6732.TWO
2.49,📉 獲利侵蝕,7.774834538132449,-18.28,310.12,-328.4,2026-03,14.61,友通,58.7000007629,0.76,25.36%,-1.87%,113.25000000000001,⚪ 中性觀察,2025,-28.03,2397.TW
2.37,⚠️ 獲利稀釋,10.857142857142858,2.67,331.39,-328.71999999999997,2026-03,-3.38,怡利電,57.0,0.8,25.76%,10.08%,78.75,⚪ 中性觀察,2025,-21.36,2497.TW
3.12,⚠️ 獲利稀釋,7.350649152480518,1.12,330.21,-329.09,2026-03,7.21,凌群,56.5999984741,0.9,24.39%,4.56%,115.50000000000001,⚪ 中性觀察,2025,1.96,2453.TW
4.02,⚠️ 獲利稀釋,7.689030558913737,66.67,397.14,-330.46999999999997,2026-03,5.45,汎瑋材料,72.1999969482,1.07,N/A,N/A,140.85000000000002,⚪ 中性觀察,2025,26.43,6967.TWO
1.56,⚠️ 獲利稀釋,32.50728862973761,747.83,1078.36,-330.52999999999986,2026-03,51.17,康普,111.5,1.51,14.91%,8.56%,51.45,❌ 暫避觀望,2025,9.15,4739.TW
1.35,⚠️ 獲利稀釋,22.516556291390728,116.67,447.51,-330.84,2026-03,4.4,鉅橡,68.0,0.52,N/A,N/A,45.3,❌ 暫避觀望,2025,15.38,8074.TWO
1.74,⚠️ 獲利稀釋,28.860760137510546,175.0,506.19,-331.19,2026-03,6.6,晶相光,68.4000015259,0.44,31.94%,14.09%,35.550000000000004,❌ 暫避觀望,2025,230.83,3530.TW
-1.95,📉 獲利侵蝕,0.0,-206.25,125.31,-331.56,2026-03,-71.56,尚茂,39.0,-0.49,N/A,N/A,-75.75,⚪ 數據不足,2025,-78.9,8291.TWO
4.23,📉 獲利侵蝕,10.429043240022002,-7.53,324.12,-331.65,2026-03,5.64,久元,94.8000030518,0.85,N/A,N/A,136.35,⚪ 中性觀察,2025,4.19,6261.TWO
3.13,⚠️ 獲利稀釋,33.78571428571429,7.25,339.67,-332.42,2026-03,22.86,新盛力,236.5,1.48,26.27%,15.45%,104.99999999999999,❌ 暫避觀望,2025,26.02,4931.TWO
1.19,⚠️ 獲利稀釋,10.32967060912088,56.0,389.13,-333.13,2026-03,-14.65,新纖,28.2000007629,0.39,22.79%,8.66%,40.95,⚪ 中性觀察,2025,13.33,1409.TW
0.1,📉 獲利侵蝕,90.99999745699999,-200.0,133.35,-333.35,2026-03,-3.61,健亞,27.2999992371,-0.09,34.00%,-5.47%,4.500000000000001,❌ 暫避觀望,2025,-56.52,4130.TWO
2.04,⚠️ 獲利稀釋,10.692123922935561,85.11,418.94,-333.83,2026-03,-4.56,科嘉-KY,44.7999992371,0.87,N/A,N/A,62.85000000000001,⚪ 中性觀察,2025,-45.45,5215.TW
9.52,⚠️ 獲利稀釋,17.199824715162137,56.17,390.31,-334.14,2026-03,25.24,大中,392.5,3.67,N/A,N/A,342.3,❌ 暫避觀望,2025,56.88,6435.TWO
-1.61,🔄 轉虧為盈,0.0,123.61,458.27,-334.65999999999997,2026-03,-16.91,易發,71.3000030518,0.17,N/A,N/A,-90.45,⚪ 數據不足,2025,-348.39,6425.TWO
0.3,📉 獲利侵蝕,0.0,-15.38,320.5,-335.88,2026-03,-18.09,先益,22.2999992371,0.33,22.74%,4.80%,-10.5,⚪ 數據不足,2025,-77.78,3531.TWO
3.06,📉 獲利侵蝕,5.995223172914014,-14.75,321.35,-336.1,2026-03,7.48,嘉彰,37.6500015259,0.52,N/A,N/A,94.19999999999999,⚪ 中性觀察,2025,-26.62,4942.TW
