prev_eps,status,pe,eps_yoy,rev_yoy,expansion,date,prev_rev_yoy,name,price,eps,gm,om,est_price,advice,prev_year,prev_eps_yoy,symbol
9.42,📉 獲利侵蝕,11.09835438193647,-4.79,105.69,-110.48,2026-03,-15.61,璟德,290.0,1.39,44.03%,18.21%,391.95000000000005,⚪ 中性觀察,2025,51.69,3152.TWO
2.86,📉 獲利侵蝕,18.684603886397607,-46.56,64.12,-110.68,2026-03,35.45,伯特光,125.0,1.01,N/A,N/A,100.35000000000001,❌ 暫避觀望,2025,-8.36,6859.TWO
28.77,📉 獲利侵蝕,10.436237292497749,-9.48,101.71,-111.19,2026-03,8.21,瑞昱,811.0,8.44,48.08%,8.88%,1165.6499999999999,⚪ 中性觀察,2025,-4.02,2379.TW
1.17,⚠️ 獲利稀釋,8.655737579836066,12.12,123.39,-111.27,2026-03,2.75,台灣高鐵,26.3999996185,0.37,43.22%,38.82%,45.75000000000001,⚪ 中性觀察,2025,1.74,2633.TW
1.01,⚠️ 獲利稀釋,11.934782940391305,2.33,113.93,-111.60000000000001,2026-03,-0.63,力特,27.4500007629,0.45,33.67%,15.38%,34.5,⚪ 中性觀察,2025,-49.5,3051.TW
3.07,📉 獲利侵蝕,7.173366642474875,-35.56,76.83,-112.39,2026-03,-74.75,永信建,57.0999984741,0.87,N/A,N/A,119.39999999999999,⚪ 中性觀察,2025,-80.85,5508.TWO
12.0,🏰 高護城河,21.086807928913192,-14.42,98.42,-112.84,2026-03,1.32,台灣精銳,617.0,3.56,51.18%,30.40%,438.9,❌ 暫避觀望,2025,-15.13,4583.TW
4.74,⚠️ 獲利稀釋,5.829238422960689,12.5,125.36,-112.86,2026-03,15.91,凌網,47.4500007629,0.54,N/A,N/A,122.09999999999998,⚪ 中性觀察,2025,23.44,5212.TWO
-0.09,📉 獲利侵蝕,0.0,-100.0,13.7,-113.7,2026-03,-98.98,豐謙,30.2999992371,-0.04,N/A,N/A,-3.9000000000000004,⚪ 數據不足,2025,-116.36,5523.TWO
16.97,⚠️ 獲利稀釋,8.155776515151516,14.99,128.79,-113.8,2026-03,22.33,凡甲,344.5,4.7,48.09%,32.41%,633.6,⚪ 中性觀察,2025,5.64,3526.TWO
2.08,⚠️ 獲利稀釋,0.0,289.29,403.24,-113.94999999999999,2026-03,1.91,雅特力-KY,155.0,1.16,N/A,N/A,0.0,⚪ 數據不足,2025,24.55,6907.TWO
14.61,⚠️ 獲利稀釋,4.591696453120703,2.94,117.76,-114.82000000000001,2026-03,30.15,東聯互動,167.0,2.8,N/A,N/A,545.5500000000001,⚪ 中性觀察,2025,44.26,7738.TWO
5.44,⚠️ 獲利稀釋,10.294117647058822,50.0,164.92,-114.91999999999999,2026-03,-3.05,伯鑫,126.0,1.83,N/A,N/A,183.6,⚪ 中性觀察,2025,-48.04,6904.TWO
-1.4,🔄 轉虧為盈,0.0,154.74,269.86,-115.12,2026-03,10.12,李洲,24.1000003815,0.52,38.23%,-18.85%,-67.35000000000001,⚪ 數據不足,2025,-207.69,3066.TWO
9.29,🏰 高護城河,2.2998673153471914,-18.06,97.54,-115.60000000000001,2026-03,-16.33,潤泰全,52.0,2.59,58.30%,5.98%,339.15,⚪ 中性觀察,2025,-28.5,2915.TW
0.66,📉 獲利侵蝕,13.601694268728812,-73.68,42.46,-116.14000000000001,2026-03,4.11,景岳,16.0499992371,0.05,N/A,N/A,17.700000000000003,⚪ 中性觀察,2025,0.0,3164.TW
16.02,⚠️ 獲利稀釋,6.068376068376068,14.09,131.29,-117.19999999999999,2026-03,5.21,王品,248.5,5.04,47.07%,7.36%,614.25,⚪ 中性觀察,2025,2.75,2727.TW
1.02,🏰 高護城河,26.626983521468254,-17.86,99.89,-117.75,2026-03,1.19,訊聯,67.0999984741,0.25,56.51%,-0.97%,37.8,❌ 暫避觀望,2025,-38.61,1784.TWO
20.87,📉 獲利侵蝕,6.596958174904943,-3.51,114.65,-118.16000000000001,2026-03,3.26,晶碩,347.0,6.06,N/A,N/A,789.0,⚪ 中性觀察,2025,-11.08,6491.TW
7.41,📉 獲利侵蝕,5.778032036613272,0.0,119.32,-119.32,2026-03,16.33,叡揚,101.0,1.39,N/A,N/A,262.2,⚪ 中性觀察,2025,20.95,6752.TWO
66.16,📉 獲利侵蝕,25.708537956333945,-17.75,102.07,-119.82,2026-03,12.32,聯發科,4345.0,15.17,46.13%,14.55%,2535.1499999999996,❌ 暫避觀望,2025,-1.14,2454.TW
5.62,📉 獲利侵蝕,6.8122555410691,-42.98,76.96,-119.94,2026-03,27.6,創惟,104.5,1.34,N/A,N/A,230.1,⚪ 中性觀察,2025,66.87,6104.TWO
2.0,📉 獲利侵蝕,5.66390025665975,-15.62,104.82,-120.44,2026-03,30.1,德鴻,27.2999992371,0.27,N/A,N/A,72.30000000000001,⚪ 中性觀察,2025,58.93,6910.TWO
-3.19,📉 獲利侵蝕,0.0,-120.75,0.01,-120.76,2026-03,-45.74,華軒,31.1499996185,-1.32,41.62%,-45.63%,-137.1,⚪ 數據不足,2025,35.27,2740.TWO
1.95,⚠️ 獲利稀釋,17.531120331950206,41.3,162.97,-121.67,2026-03,16.68,創威,84.5,0.65,N/A,N/A,72.30000000000001,❌ 暫避觀望,2025,18.9,6530.TWO
0.35,🌑 雙重衰退,133.33333333333337,-175.0,-53.12,-121.88,2026-03,28.45,嘉雨思-創,68.0,-0.27,N/A,N/A,7.649999999999999,❌ 暫避觀望,2025,-55.26,6921.TW
20.5,⚠️ 獲利稀釋,28.26217678893566,74.56,196.55,-121.99000000000001,2026-03,62.42,竑騰,1410.0,7.0,N/A,N/A,748.35,❌ 暫避觀望,2025,60.48,7751.TWO
1.15,📉 獲利侵蝕,27.56539235412475,-12.87,110.02,-122.89,2026-03,-34.5,倉和,137.0,0.9,N/A,N/A,74.55,❌ 暫避觀望,2025,-87.49,6538.TWO
7.68,📉 獲利侵蝕,4.211348335549193,-7.91,115.84,-123.75,2026-03,-4.66,裕融,80.9000015259,1.82,N/A,N/A,288.15000000000003,⚪ 中性觀察,2025,-12.45,9941.TW
6.0,📉 獲利侵蝕,8.381256331011713,-79.31,44.79,-124.1,2026-03,-29.66,長虹,78.6999969482,0.19,N/A,N/A,140.85000000000002,⚪ 中性觀察,2025,-23.57,5534.TW
2.14,📉 獲利侵蝕,7.1673005252661595,-18.52,106.18,-124.7,2026-03,7.33,常廣,37.7000007629,0.44,N/A,N/A,78.89999999999999,⚪ 中性觀察,2025,-10.33,6730.TWO
3.91,⚠️ 獲利稀釋,6.51804687111465,2.97,127.83,-124.86,2026-03,-2.6,新巨,61.4000015259,1.05,49.30%,35.64%,141.3,⚪ 中性觀察,2025,-10.32,2420.TW
-0.78,🏰 高護城河,0.0,-151.35,-26.36,-124.99,2026-03,15.28,基亞,33.9500007629,-0.38,56.72%,-48.58%,-9.600000000000001,⚪ 數據不足,2025,46.94,3176.TWO
-0.24,🔄 轉虧為盈,0.0,644.0,769.01,-125.00999999999999,2026-03,19.6,日成-KY,37.8499984741,1.7,18.47%,4.68%,-3.4499999999999997,⚪ 數據不足,2025,84.62,4807.TW
3.92,⚠️ 獲利稀釋,13.274336283185843,20.78,148.24,-127.46000000000001,2026-03,3.86,科定,120.0,0.95,N/A,N/A,135.6,⚪ 中性觀察,2025,-18.72,6655.TW
-0.56,🏰 高護城河,0.0,-41.18,86.45,-127.63,2026-03,5.58,新零售,12.1999998093,-0.24,73.88%,-74.64%,-23.400000000000002,⚪ 數據不足,2025,41.67,3085.TWO
5.03,⚠️ 獲利稀釋,6.311349927285277,170.77,298.59,-127.81999999999996,2026-03,-5.55,捷流閥業,82.3000030518,1.76,31.57%,12.43%,195.6,⚪ 中性觀察,2025,-42.92,4580.TWO
1.98,⚠️ 獲利稀釋,34.36254980079681,1.33,129.18,-127.85000000000001,2026-03,-12.98,前鼎,172.5,0.76,46.40%,17.75%,75.3,❌ 暫避觀望,2025,-29.79,4908.TWO
70.17,🏰 高護城河,13.092944859137972,5.34,133.38,-128.04,2026-03,12.28,嘉澤,2175.0,21.37,51.54%,29.92%,2491.8,⚪ 中性觀察,2025,-15.21,3533.TW
10.77,⚠️ 獲利稀釋,7.097966728280961,4.21,133.06,-128.85,2026-03,-1.34,耕興,192.0,2.97,N/A,N/A,405.75,⚪ 中性觀察,2025,-14.93,6146.TWO
29.54,⚠️ 獲利稀釋,9.65869835567224,24.33,153.5,-129.17000000000002,2026-03,7.16,寶雅,699.0,9.3,N/A,N/A,1085.5500000000002,⚪ 中性觀察,2025,10.48,5904.TWO
3.59,⚠️ 獲利稀釋,6.578645147772675,3.92,133.24,-129.32000000000002,2026-03,27.05,創為精密,57.2999992371,1.08,N/A,N/A,130.65,⚪ 中性觀察,2025,7.23,6899.TWO
0.9,🏰 高護城河,13.386242982592591,-30.43,100.47,-130.9,2026-03,14.52,友霖,25.2999992371,0.16,60.10%,23.50%,28.35,⚪ 中性觀察,2025,79.17,4166.TWO
35.12,⚠️ 獲利稀釋,23.591160220994475,103.4,234.77,-131.37,2026-03,29.17,新代,2135.0,15.38,N/A,N/A,1357.5,❌ 暫避觀望,2025,51.69,7750.TW
2.0,📉 獲利侵蝕,15.324947269203356,-45.71,86.74,-132.45,2026-03,-3.02,詮欣,73.0999984741,0.38,N/A,N/A,71.55,❌ 暫避觀望,2025,-25.66,6205.TW
2.66,⚠️ 獲利稀釋,25.382932166301966,107.14,239.86,-132.72000000000003,2026-03,2.24,立積,116.0,0.58,N/A,N/A,68.55000000000001,❌ 暫避觀望,2025,56.47,4968.TW
1.69,📉 獲利侵蝕,6.141907042771619,-5.56,127.49,-133.04999999999998,2026-03,12.01,同亨,27.7000007629,0.7,N/A,N/A,67.64999999999999,⚪ 中性觀察,2025,382.35,5490.TWO
9.43,⚠️ 獲利稀釋,29.48990435706695,15.91,149.46,-133.55,2026-03,12.26,家登,555.0,2.55,43.28%,17.47%,282.3,❌ 暫避觀望,2025,-22.51,3680.TWO
2.14,⚠️ 獲利稀釋,6.990291262135922,2.56,136.2,-133.64,2026-03,1.84,寶陞,36.0,0.4,48.05%,9.02%,77.25,⚪ 中性觀察,2025,-2.28,2948.TWO
45.48,⚠️ 獲利稀釋,37.70396833059767,81.01,215.25,-134.24,2026-03,59.93,弘塑,3905.0,16.11,42.10%,29.56%,1553.55,❌ 暫避觀望,2025,56.98,3131.TWO
0.98,📉 獲利侵蝕,13.42756183745583,-70.27,64.29,-134.56,2026-03,-7.04,台南-KY,38.0,0.11,N/A,N/A,42.45,⚪ 中性觀察,2025,-41.32,5906.TW
3.82,⚠️ 獲利稀釋,2.2485769224762806,166.67,301.75,-135.08,2026-03,-35.35,大城地產,23.7000007629,0.08,N/A,N/A,158.10000000000002,⚪ 中性觀察,2025,-33.33,6171.TWO
1.5,⚠️ 獲利稀釋,115.19607843137254,90.48,226.98,-136.5,2026-03,2.05,耀登,117.5,-0.02,41.30%,7.58%,15.3,❌ 暫避觀望,2025,-51.49,3138.TW
1.05,📉 獲利侵蝕,9.594594741891893,-21.62,115.09,-136.71,2026-03,18.28,尚凡*,24.8500003815,0.29,N/A,N/A,38.849999999999994,⚪ 中性觀察,2025,56.72,5278.TWO
2.6,📉 獲利侵蝕,13.188406042818034,-11.9,124.86,-136.76,2026-03,3.61,富致,81.9000015259,0.74,N/A,N/A,93.15,⚪ 中性觀察,2025,-27.37,6642.TWO
0.43,⚠️ 獲利稀釋,13.089887211797754,45.45,182.43,-136.98000000000002,2026-03,-9.62,加捷生醫,11.6499996185,0.15,24.70%,-7.54%,13.35,⚪ 中性觀察,2025,-80.37,4109.TWO
-0.29,🔄 轉虧為盈,0.0,100.0,237.41,-137.41,2026-03,-15.41,鑫創電子,50.7999992371,0.08,N/A,N/A,-35.849999999999994,⚪ 數據不足,2025,-106.78,6680.TWO
6.43,📉 獲利侵蝕,0.0,-34.68,102.78,-137.46,2026-03,-1.96,東陽,0.0,1.62,33.68%,18.07%,0.0,⚪ 數據不足,2025,-13.11,1319.TW
1.63,📉 獲利侵蝕,23.013245033112582,-35.0,102.54,-137.54000000000002,2026-03,-1.73,保勝光學,69.5,0.52,N/A,N/A,45.3,❌ 暫避觀望,2025,-55.59,6517.TWO
-0.15,📉 獲利侵蝕,0.0,0.0,137.61,-137.61,2026-03,9.13,農林,11.0,-0.04,40.70%,-7.01%,-5.7,⚪ 數據不足,2025,31.82,2913.TW
1.29,📉 獲利侵蝕,1.3420129813269905,-94.21,43.67,-137.88,2026-03,-7.53,可寧衛*,26.7999992371,0.21,N/A,N/A,299.54999999999995,⚪ 中性觀察,2025,-87.79,8422.TW
6.9,⚠️ 獲利稀釋,7.023230686115612,10.57,148.7,-138.13,2026-03,9.26,飛捷,130.0,2.51,N/A,N/A,277.65000000000003,⚪ 中性觀察,2025,-0.43,6206.TW
7.31,📉 獲利侵蝕,7.8595893023801375,-34.88,103.42,-138.3,2026-03,-6.21,瑞耘,91.8000030518,0.84,N/A,N/A,175.2,⚪ 中性觀察,2025,81.39,6532.TWO
-0.77,⚠️ 獲利稀釋,0.0,35.71,174.21,-138.5,2026-03,34.16,蒙恬,24.2000007629,-0.18,N/A,N/A,-33.3,⚪ 數據不足,2025,34.19,5211.TWO
1.95,⚠️ 獲利稀釋,8.88689407540395,173.33,312.01,-138.67999999999998,2026-03,10.49,鼎天,49.5,0.11,25.80%,1.28%,83.55000000000001,⚪ 中性觀察,2025,-33.45,3306.TWO
6.18,⚠️ 獲利稀釋,8.579088471849866,10.06,148.79,-138.73,2026-03,15.04,博大,128.0,1.75,N/A,N/A,223.8,⚪ 中性觀察,2025,-4.63,8109.TWO
0.19,⚠️ 獲利稀釋,49.871796827948714,400.0,539.09,-139.09000000000003,2026-03,-10.66,東和,19.4500007629,0.06,15.75%,-3.56%,5.8500000000000005,❌ 暫避觀望,2025,-19.23,1414.TW
3.0,📉 獲利侵蝕,7.9423075455961545,-87.95,51.4,-139.35,2026-03,12.79,君曜,41.2999992371,0.1,N/A,N/A,78.0,⚪ 中性觀察,2025,-47.4,7770.TWO
11.47,⚠️ 獲利稀釋,7.539142273655547,2.74,142.19,-139.45,2026-03,3.64,中華資安,221.5,3.38,N/A,N/A,440.70000000000005,⚪ 中性觀察,2025,2.97,7765.TW
5.29,📉 獲利侵蝕,3.708430066736272,-69.05,70.64,-139.69,2026-03,4.97,生合,47.9500007629,0.39,49.97%,11.73%,193.95,⚪ 中性觀察,2025,-6.08,1295.TWO
-0.52,📉 獲利侵蝕,0.0,-109.68,30.39,-140.07,2026-03,-12.93,迅杰,40.0999984741,-0.03,N/A,N/A,-18.6,⚪ 數據不足,2025,-147.27,6243.TW
3.43,📉 獲利侵蝕,4.45312517030134,-31.58,108.67,-140.25,2026-03,-1.51,君帆,39.9000015259,0.91,34.23%,12.30%,134.39999999999998,⚪ 中性觀察,2025,-4.72,4584.TWO
6.76,📉 獲利侵蝕,8.251676121712222,-36.22,104.46,-140.68,2026-03,0.46,瓦城,160.0,1.64,N/A,N/A,290.85,⚪ 中性觀察,2025,-24.75,2729.TWO
2.81,📉 獲利侵蝕,33.684210526315795,-69.92,71.65,-141.57,2026-03,62.61,智原,224.0,0.4,42.16%,2.86%,99.74999999999999,❌ 暫避觀望,2025,-29.75,3035.TW
2.0,⚠️ 獲利稀釋,17.73371061589235,102.78,244.55,-141.77,2026-03,-3.28,迅德,62.5999984741,0.73,N/A,N/A,52.95,❌ 暫避觀望,2025,-48.05,6292.TWO
17.76,📉 獲利侵蝕,7.191624943104232,-4.18,137.6,-141.78,2026-03,5.0,致新,316.0,4.62,N/A,N/A,659.1,⚪ 中性觀察,2025,-0.84,8081.TW
5.8,📉 獲利侵蝕,5.01390809972879,-8.28,133.59,-141.87,2026-03,9.33,明達醫,72.0999984741,1.33,N/A,N/A,215.7,⚪ 中性觀察,2025,15.63,6527.TWO
-2.57,⚠️ 獲利稀釋,0.0,1.56,143.49,-141.93,2026-03,170.31,益得,15.3000001907,-0.63,N/A,N/A,-88.05,⚪ 數據不足,2025,18.35,6461.TWO
3.09,📉 獲利侵蝕,4.236192624806111,-52.24,89.96,-142.2,2026-03,-27.76,裕山,36.0499992371,0.64,N/A,N/A,127.64999999999999,⚪ 中性觀察,2025,-39.84,7715.TWO
42.0,⚠️ 獲利稀釋,13.166619304726721,37.91,180.17,-142.26,2026-03,11.97,亞德客-KY,1390.0,13.35,47.51%,31.25%,1583.5500000000002,⚪ 中性觀察,2025,10.18,1590.TW
-1.59,📉 獲利侵蝕,0.0,-91.38,51.34,-142.72,2026-03,1.9,正峰,11.1999998093,-1.11,32.24%,-58.77%,-39.0,⚪ 數據不足,2025,6.47,1538.TW
-0.65,🔄 轉虧為盈,0.0,300.0,443.05,-143.05,2026-03,36.88,凱鈺,33.5999984741,0.12,N/A,N/A,-13.65,⚪ 數據不足,2025,-246.15,5468.TWO
26.87,📉 獲利侵蝕,7.879405767550248,-28.44,114.65,-143.09,2026-03,-2.07,聯詠,541.0,6.19,38.19%,16.92%,1029.8999999999999,⚪ 中性觀察,2025,-19.62,3034.TW
0.58,⚠️ 獲利稀釋,79.14893617021278,41.67,185.98,-144.31,2026-03,14.37,雷虎,186.0,0.34,N/A,N/A,35.24999999999999,❌ 暫避觀望,2025,14.0,8033.TW
34.51,📉 獲利侵蝕,7.6075611736054745,-19.19,125.8,-144.99,2026-03,1.76,譜瑞-KY,656.0,6.77,N/A,N/A,1293.4499999999998,⚪ 中性觀察,2025,6.64,4966.TWO
75.71,⚠️ 獲利稀釋,37.775389575497044,61.74,206.98,-145.23999999999998,2026-03,116.34,鴻勁,7030.0,25.7,N/A,N/A,2791.5,❌ 暫避觀望,2025,110.03,7769.TW
2.25,⚠️ 獲利稀釋,9.316770186335404,92.31,237.89,-145.57999999999998,2026-03,-7.32,晶達,45.0,1.01,N/A,N/A,72.45,⚪ 中性觀察,2025,-50.22,4995.TWO
0.58,⚠️ 獲利稀釋,19.87013011779221,123.53,269.52,-145.98999999999998,2026-03,-6.81,訊映,15.3000001907,0.39,N/A,N/A,11.549999999999999,❌ 暫避觀望,2025,-10.94,4155.TW
1.81,📉 獲利侵蝕,10.213269780592418,-15.52,130.66,-146.18,2026-03,-10.06,味王,43.0999984741,0.49,33.56%,14.34%,63.3,⚪ 中性觀察,2025,-23.5,1203.TW
3.29,📉 獲利侵蝕,8.998848900828536,-66.89,79.57,-146.45999999999998,2026-03,-15.67,昶瑞機電,78.1999969482,0.5,N/A,N/A,130.35000000000002,⚪ 中性觀察,2025,-50.94,7642.TWO
6.25,⚠️ 獲利稀釋,15.244807121661722,30.71,177.74,-147.03,2026-03,34.56,捷創科技,205.5,1.83,N/A,N/A,202.2,❌ 暫避觀望,2025,47.62,7810.TWO
1.85,📉 獲利侵蝕,15.056022408963585,-39.77,107.87,-147.64000000000001,2026-03,51.84,智通*,107.5,0.53,N/A,N/A,107.1,❌ 暫避觀望,2025,-7.07,8932.TWO
1.13,⚠️ 獲利稀釋,21.762589928057555,3.33,151.01,-147.67999999999998,2026-03,2.84,聯寶,60.5,0.32,N/A,N/A,41.699999999999996,❌ 暫避觀望,2025,-5.93,6821.TWO
7.37,⚠️ 獲利稀釋,21.673936750272627,17.55,165.36,-147.81,2026-03,12.43,達興材料,397.5,2.21,N/A,N/A,275.1,❌ 暫避觀望,2025,32.55,5234.TW
2.37,📉 獲利侵蝕,4.834307843489279,-29.73,118.45,-148.18,2026-03,-2.1,三能-KY,24.7999992371,0.26,N/A,N/A,76.94999999999999,⚪ 中性觀察,2025,-25.47,6671.TW
0.96,📉 獲利侵蝕,8.771929824561404,-62.5,86.03,-148.53,2026-03,2.69,時報,20.0,0.18,N/A,N/A,34.199999999999996,⚪ 中性觀察,2025,3.23,8923.TWO
3.0,📉 獲利侵蝕,20.786516853932582,-29.77,119.1,-148.87,2026-03,-23.02,駐龍,148.0,0.92,N/A,N/A,106.8,❌ 暫避觀望,2025,-58.85,4572.TW
36.75,📉 獲利侵蝕,38.33848190644307,-0.63,148.55,-149.18,2026-03,42.0,健策,3475.0,9.53,41.25%,31.26%,1359.6,❌ 暫避觀望,2025,49.96,3653.TW
-1.63,🔄 轉虧為盈,0.0,-42.86,106.56,-149.42000000000002,2026-03,-21.77,為升,110.0,0.4,23.65%,-15.73%,-24.3,⚪ 數據不足,2025,-148.96,2231.TW
-0.88,⚠️ 獲利稀釋,0.0,16.0,166.01,-150.01,2026-03,-42.69,安克,10.6999998093,-0.21,N/A,N/A,-33.75,⚪ 數據不足,2025,-10.0,4188.TWO
-0.28,🔄 轉虧為盈,0.0,111.11,261.16,-150.05,2026-03,-3.71,光鼎,26.6499996185,0.01,N/A,N/A,-9.9,⚪ 數據不足,2025,38.64,6226.TW
4.22,⚠️ 獲利稀釋,4.007597413380816,9.09,159.56,-150.47,2026-03,9.51,星亞,42.2000007629,1.08,N/A,N/A,157.95,⚪ 中性觀察,2025,10.39,7753.TWO
-0.57,⚠️ 獲利稀釋,0.0,17.31,167.87,-150.56,2026-03,-9.99,國光生,17.3999996185,-0.44,49.56%,23.11%,-47.25000000000001,⚪ 數據不足,2025,1.75,4142.TW
6.58,⚠️ 獲利稀釋,20.242914979757085,41.89,192.82,-150.93,2026-03,23.89,力智,300.0,2.1,N/A,N/A,222.3,❌ 暫避觀望,2025,198.64,6719.TW
15.42,⚠️ 獲利稀釋,48.36512261580382,64.88,216.06,-151.18,2026-03,23.03,雍智科技,1775.0,6.23,N/A,N/A,550.4999999999999,❌ 暫避觀望,2025,-12.9,6683.TWO
-0.62,📉 獲利侵蝕,0.0,-104.55,47.85,-152.4,2026-03,5.99,華義*,32.7000007629,-0.01,44.07%,-19.63%,-25.5,⚪ 數據不足,2025,-192.54,3086.TWO
46.93,⚠️ 獲利稀釋,75.7896450667535,13.4,166.0,-152.6,2026-03,35.51,穎崴,9310.0,19.54,N/A,N/A,1842.6000000000001,❌ 暫避觀望,2025,40.24,6515.TW
3.14,📉 獲利侵蝕,10.869565217391305,-82.61,69.99,-152.6,2026-03,786.25,辣椒,105.0,0.41,N/A,N/A,144.9,⚪ 中性觀察,2025,131.69,4946.TWO
2.87,📉 獲利侵蝕,4.788557213930348,-69.68,83.05,-152.73000000000002,2026-03,-15.03,奕力-KY,38.5,0.58,N/A,N/A,120.60000000000001,⚪ 中性觀察,2025,-39.39,6962.TW
3.93,📉 獲利侵蝕,7.141148416614833,-3.85,148.91,-152.76,2026-03,69.66,聯發國際,59.7000007629,0.51,49.60%,5.94%,125.39999999999999,⚪ 中性觀察,2025,61.83,2756.TWO
1.0,📉 獲利侵蝕,35.53846310348718,-27.27,125.85,-153.12,2026-03,4.92,類比科,69.3000030518,0.24,38.12%,-0.86%,29.250000000000004,❌ 暫避觀望,2025,-33.77,3438.TWO
5.64,📉 獲利侵蝕,9.178571428571429,-28.46,124.98,-153.44,2026-03,-13.21,鼎基,128.5,1.86,N/A,N/A,210.0,⚪ 中性觀察,2025,-45.5,6585.TW
0.68,📉 獲利侵蝕,42.45283018867924,-98.28,55.25,-153.53,2026-03,-88.36,聯德,22.5,0.01,23.48%,-362.94%,7.95,❌ 暫避觀望,2025,-32.0,3308.TW
6.85,📉 獲利侵蝕,5.172910882694525,-93.37,60.26,-153.63,2026-03,-27.63,海悅,71.8000030518,0.16,34.04%,22.47%,208.2,⚪ 中性觀察,2025,-51.27,2348.TW
1.95,📉 獲利侵蝕,6.3537118736899565,-45.92,108.08,-154.0,2026-03,-12.78,耿鼎,29.1000003815,0.53,N/A,N/A,68.7,⚪ 中性觀察,2025,-45.98,1524.TW
3.18,⚠️ 獲利稀釋,0.0,22.41,177.0,-154.59,2026-03,-2.28,台航,0.0,0.71,46.23%,41.07%,0.0,⚪ 數據不足,2025,3.25,2617.TW
-1.75,⚠️ 獲利稀釋,0.0,45.28,199.88,-154.6,2026-03,-11.1,笙泉,31.5,-0.29,34.82%,-12.95%,-67.95,⚪ 數據不足,2025,-22.38,3122.TWO
-1.83,⚠️ 獲利稀釋,0.0,4.29,159.07,-154.78,2026-03,10.49,芯鼎,58.7000007629,-0.68,N/A,N/A,-87.9,⚪ 數據不足,2025,-355.0,6695.TW
7.83,🏰 高護城河,65.2734778121775,70.37,225.35,-154.98,2026-03,5.02,昇達科,1265.0,3.68,58.57%,27.57%,290.7,❌ 暫避觀望,2025,-12.03,3491.TWO
2.72,⚠️ 獲利稀釋,7.976012108380809,45.61,200.61,-155.0,2026-03,12.38,捷波,53.2000007629,0.83,N/A,N/A,100.05,⚪ 中性觀察,2025,-20.23,6161.TWO
5.13,📉 獲利侵蝕,10.502092050209203,-23.31,132.18,-155.49,2026-03,1.22,鐿鈦,125.5,1.29,N/A,N/A,179.25000000000003,⚪ 中性觀察,2025,-5.16,4163.TWO
7.34,📉 獲利侵蝕,10.835654596100278,-14.89,140.64,-155.52999999999997,2026-03,-2.32,穩得,194.5,1.6,N/A,N/A,269.25,⚪ 中性觀察,2025,2.89,6761.TWO
1.22,📉 獲利侵蝕,24.48160433050167,-81.4,74.54,-155.94,2026-03,38.76,港建*,73.1999969482,0.08,40.97%,11.18%,44.849999999999994,❌ 暫避觀望,2025,15.09,3093.TWO
5.49,📉 獲利侵蝕,13.52988691437803,-41.18,115.66,-156.84,2026-03,22.92,聰泰,167.5,0.6,N/A,N/A,185.7,⚪ 中性觀察,2025,-22.13,5474.TWO
6.51,⚠️ 獲利稀釋,6.183953232341813,16.67,173.58,-156.91000000000003,2026-03,19.77,久禾光,94.8000030518,1.75,N/A,N/A,229.95000000000002,⚪ 中性觀察,2025,11.33,6498.TWO
1.61,⚠️ 獲利稀釋,9.885320750940366,16.98,174.38,-157.4,2026-03,2.96,欣天然,43.0999984741,0.63,N/A,N/A,65.4,⚪ 中性觀察,2025,-28.18,9918.TW
-0.59,📉 獲利侵蝕,0.0,-100.0,57.79,-157.79,2026-03,-2.17,志旭,13.25,-0.62,N/A,N/A,-29.85,⚪ 數據不足,2025,16.9,8067.TWO
-1.33,📉 獲利侵蝕,0.0,-90.0,68.27,-158.26999999999998,2026-03,2.86,笙科,20.8999996185,-0.57,N/A,N/A,-50.4,⚪ 數據不足,2025,-1377.78,5272.TWO
0.28,📉 獲利侵蝕,13.20652132445652,-90.0,68.51,-158.51,2026-03,-31.39,憶聲,12.1499996185,0.02,24.73%,-2.71%,13.800000000000002,⚪ 中性觀察,2025,-57.58,3024.TW
0.12,📉 獲利侵蝕,46.25,-81.82,76.73,-158.55,2026-03,22.38,泰霖,27.75,0.02,N/A,N/A,9.0,❌ 暫避觀望,2025,139.29,8080.TWO
8.29,📉 獲利侵蝕,10.372771474878446,-68.65,90.37,-159.02,2026-03,2.98,三集瑞-KY,192.0,1.0,N/A,N/A,277.65,⚪ 中性觀察,2025,-19.59,6862.TW
-1.29,⚠️ 獲利稀釋,0.0,26.19,185.58,-159.39000000000001,2026-03,9.94,中天,15.6000003815,-0.31,42.56%,-18.87%,-58.650000000000006,⚪ 數據不足,2025,31.02,4128.TWO
12.15,⚠️ 獲利稀釋,7.020364415862808,36.13,195.54,-159.41,2026-03,-9.4,力領科技,196.5,3.27,N/A,N/A,419.85,⚪ 中性觀察,2025,-14.17,6996.TWO
1.36,📉 獲利侵蝕,11.413373628297872,-3.77,155.84,-159.61,2026-03,0.3,倉佑,37.5499992371,0.51,34.44%,17.09%,49.35,⚪ 中性觀察,2025,-13.92,1568.TW
-1.52,⚠️ 獲利稀釋,0.0,52.94,214.29,-161.35,2026-03,11.69,驊訊,45.2000007629,-0.24,N/A,N/A,-67.2,⚪ 數據不足,2025,-462.96,6237.TWO
2.25,📉 獲利侵蝕,12.792453406000003,-61.9,100.37,-162.27,2026-03,-23.31,傑霖科技,67.8000030518,0.4,N/A,N/A,79.49999999999999,⚪ 中性觀察,2025,-62.55,8102.TWO
