
📅 投資日報表: 2026-07-02
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 247.63   | 248.11   | 240.83   | 240.83   | 63,616,512   | 241.21      | 2000     | ▼760      |   -0.16%
4142     | 國光生        | 17.70    | 17.70    | 17.35    | 17.50    | 894,809      | 25.32       | 1000     | ▼7,820    |  -30.88%
0050     | 元大台灣50     | 106.85   | 108.25   | 106.75   | 107.80   | 103,816,325  | 46.60       | 16000    | ▲979,200  | +131.33%
0056     | 元大高股息      | 52.60    | 53.25    | 52.15    | 53.25    | 41,444,341   | 36.43       | 4000     | ▲67,280   |  +46.17%
00635U   | 期元大S&P黃金   | 41.56    | 41.66    | 41.21    | 41.58    | 4,768,792    | 55.25       | 3000     | ▼41,010   |  -24.74%
00738U   | 期元大道瓊白銀    | 46.17    | 46.61    | 45.59    | 46.20    | 5,249,275    | 66.26       | 1000     | ▼20,060   |  -30.27%
00929    | 復華台灣科技優息   | 30.35    | 30.84    | 30.30    | 30.78    | 27,162,422   | 19.73       | 8000     | ▲88,400   |  +56.01%
009816   | 凱基台灣TOP50  | 15.43    | 15.70    | 15.43    | 15.65    | 161,915,020  | 11.01       | 63000    | ▲292,320  |  +42.14%
00990A   | 主動元大AI新經濟  | 20.40    | 20.82    | 20.31    | 20.78    | 34,184,858   | 11.48       | 5000     | ▲46,500   |  +81.01%
2009     | 第一銅        | 38.60    | 38.80    | 38.20    | 38.60    | 1,039,318    | 50.56       | 4000     | ▼47,840   |  -23.66%
2337     | 旺宏         | 156.00   | 156.50   | 142.50   | 143.50   | 126,239,928  | 95.28       | 2000     | ▲96,440   |  +50.61%
2409     | 友達         | 33.60    | 34.45    | 30.50    | 30.65    | 726,371,062  | 16.21       | 2000     | ▲28,880   |  +89.08%
3481     | 群創         | 70.80    | 72.50    | 67.10    | 67.40    | 584,557,798  | 25.10       | 4000     | ▲169,200  | +168.53%
6806     | 森崴能源       | 3.17     | 3.56     | 3.17     | 3.51     | 6,596,870    | 45.39       | 5000     | ▼209,400  |  -92.27%
3105     | 穩懋         | 436.00   | 439.50   | 415.50   | 417.50   | 15,778,828   | 556.47      | 300      | ▼41,691   |  -24.97%
4966     | 譜瑞-KY      | 631.00   | 637.00   | 615.00   | 623.00   | 1,654,262    | 1921.64     | 1000     | ▼1,298,640 |  -67.58%
2327     | 國巨*        | 1200.00  | 1220.00  | 1130.00  | 1140.00  | 69,879,190   | 1030.00     | 1        | ▲110      |  +10.68%
00403A   | 主動統一升級50   | 10.83    | 11.04    | 10.82    | 11.02    | 317,350,865  | 10.68       | 26000    | ▲8,840    |   +3.18%
00981A   | 主動統一台股增長   | 30.55    | 31.30    | 30.51    | 31.28    | 229,675,287  | 27.48       | 2000     | ▲7,600    |  +13.83%
2330     | 台積電        | 2495.00  | 2505.00  | 2475.00  | 2505.00  | 30,489,002   | 225.55      | 10       | ▲22,794   | +1010.62%
6789     | 采鈺         | 525.00   | 539.00   | 515.00   | 535.00   | 2,469,580    | 593.50      | 400      | ▼23,400   |   -9.86%
6849     | 奇鼎科技       | 140.50   | 166.50   | 140.00   | 166.50   | 757,889      | 266.40      | 280      | ▼27,972   |  -37.50%
7853     | 政美應用       | 346.00   | 360.50   | 341.50   | 360.50   | 891,805      | 409.29      | 280      | ▼13,661   |  -11.92%
3576     | 聯合再生       | 17.70    | 18.00    | 16.80    | 16.80    | 12,816,769   | 18.15       | 5000     | ▼6,750    |   -7.44%
1721     | 三晃         | 23.25    | 25.60    | 22.70    | 25.60    | 3,732,171    | 27.88       | 3000     | ▼6,850    |   -8.19%
8215     | 明基材        | 30.60    | 31.05    | 29.15    | 29.15    | 1,674,347    | 31.60       | 200      | ▼490      |   -7.75%
00405A   | 主動富邦台灣龍耀   | 9.12     | 9.31     | 9.09     | 9.29     | 70,252,032   | 9.34        | 11000    | ▼550      |   -0.54%
5498     | 凱崴         | 62.00    | 62.50    | 59.00    | 59.10    | 2,083,764    | 69.61       | 188      | ▼1,976    |  -15.10%
1301     | 台塑         | 54.90    | 55.40    | 52.80    | 54.30    | 44,671,443   | 50.50       | 100      | ▲380      |   +7.52%
6498     | 久禾光        | 93.50    | 93.60    | 91.50    | 92.40    | 187,112      | 67.30       | 12       | ▲301      |  +37.30%
009821   | 野村稀土關鍵資源   | 14.20    | 14.24    | 14.10    | 14.21    | 29,909,203   | 17.30       | 12000    | ▼37,080   |  -17.86%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,653,614    📊 未實現損益:         +22,296 (  +0.34%)
