股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,殖利率,狀態,連續大漲,連續大跌,原因,最終狀態
2748,雲品,39.65,48,49.24,38.45,---,4.02%,均線糾擺,無,無,MA 乖離率僅 0.28%,均線糾擺
6525,捷敏-KY,166.50,3772,170.50,65.60,---,5.85%,趨勢運行 -> 貼軌運行,連1日大漲,無,股價於高位貼軌 (166.50 > 1.5σ)，動能強勁,貼軌運行
6877,鏵友益,139.00,821,186.00,71.37,---,0.1%,進入盤整,無,無,ADX 為 14.98 (低於 20),進入盤整
4582,聚恆-創,26.80,91,43.20,17.05,---,---,資料不足 -> 均線糾擺,連1日大漲,無,MA 乖離率僅 0.76%,均線糾擺
2758,路易莎咖啡,72.00,13,104.34,64.70,---,---,強勢突破 (軌外) -> 貼軌運行,無,無,股價於高位貼軌 (72.00 > 1.5σ)，動能強勁,貼軌運行
1802,台玻,70.40,38199,76.60,15.55,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7642,昶瑞機電,78.20,163,129.00,63.20,---,4.08%,均線糾擺 -> 強勢突破 (軌外),連1日大漲,無,股價衝破布林上軌 (78.12)，進入噴發段,強勢突破 (軌外)
9938,百和,44.90,1699,60.40,42.10,---,5.67%,均線糾擺,無,無,MA 乖離率僅 0.40%,均線糾擺
4442,竣邦-KY,50.50,1,71.50,42.35,---,5.25%,均線糾擺,無,無,MA 乖離率僅 1.14%,均線糾擺
00635,期元大S&P黃金,42.31,3260,60.55,35.92,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2408,南亞科,407.00,64346,505.00,40.55,📅 預告 (20260710),0.32%,趨勢運行 -> 進入盤整,無,無,ADX 為 19.03 (低於 20),進入盤整
2539,櫻花建,39.10,662,57.09,33.20,---,0.83%,均線糾擺,無,無,MA 乖離率僅 0.37%,均線糾擺
2504,國產,32.50,7348,42.17,32.50,---,6.39%,均線糾擺 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
5546,永固-KY,15.95,58,28.45,15.40,---,6.57%,均線糾擺,無,無,MA 乖離率僅 0.96%,均線糾擺
3086,華義*,32.70,126,43.50,13.35,---,0.17%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2395,研華,510.00,1946,522.00,273.50,---,2.49%,均線糾擺 -> 貼軌運行,無,無,股價於高位貼軌 (510.00 > 1.5σ)，動能強勁,貼軌運行
3050,鈺德,12.60,506,15.30,11.20,---,3.5%,均線糾擺,無,無,MA 乖離率僅 1.32%,均線糾擺
00984,大華優利美A債15,16.44,2016,16.82,14.54,---,0.48%,貼軌運行 -> 均線糾擺,無,無,MA 乖離率僅 0.37%,均線糾擺
6591,動力-KY,54.90,116,98.76,51.30,---,3.5%,均線糾擺,無,無,MA 乖離率僅 1.07%,均線糾擺
6176,瑞儀,87.50,4762,139.27,85.59,---,7.07%,進入盤整 -> 均線糾擺,無,無,MA 乖離率僅 1.49%,均線糾擺
6811,宏�硌穈T,219.50,249,263.00,182.50,---,3.86%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4544,春日,13.80,6,18.00,13.10,---,---,均線糾擺 -> 趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
9949,琉園,27.20,16,36.70,15.58,---,8.09%,貼軌運行,無,無,股價於高位貼軌 (27.20 > 1.5σ)，動能強勁,貼軌運行
4510,高鋒,45.30,3715,55.20,35.05,---,4.14%,趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
6194,育富,32.60,25,39.65,30.95,---,5.78%,均線糾擺,無,無,MA 乖離率僅 0.40%,均線糾擺
6124,業強,29.85,36,37.95,23.30,---,---,進入盤整 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00757,統一FANG+,128.30,3966,138.05,98.95,---,---,均線糾擺,無,無,MA 乖離率僅 0.60%,均線糾擺
2101,南港,32.30,1811,45.45,29.75,---,1.99%,均線糾擺,無,無,MA 乖離率僅 0.89%,均線糾擺
00945,凱基美國非投等債,14.53,5059,14.54,12.76,---,0.6%,貼軌運行,無,無,股價於高位貼軌 (14.53 > 1.5σ)，動能強勁,貼軌運行
4556,旭然,80.60,285,80.60,22.45,---,1.17%,進入盤整,連1日大漲,無,ADX 為 16.72 (低於 20),進入盤整
1612,宏泰,34.90,2491,40.65,33.50,---,5.79%,均線糾擺 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6624,萬年清,44.85,77,72.50,31.85,---,1.56%,趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
3081,聯亞,1940.00,2322,3160.00,310.55,---,0.14%,進入盤整,無,無,ADX 為 18.52 (低於 20),進入盤整
8446,華研,87.50,42,95.60,83.00,---,8.07%,均線糾擺,無,無,MA 乖離率僅 0.05%,均線糾擺
00685,群益臺灣加權正2,0.00,0,329.55,71.60,---,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
6446,藥華藥,1395.00,2590,1395.00,442.00,---,0.22%,強勢突破 (軌外) -> 貼軌運行,無,無,股價於高位貼軌 (1395.00 > 1.5σ)，動能強勁,貼軌運行
009813,貝萊德標普卓越50,11.01,2991,11.45,9.64,---,---,均線糾擺,無,無,MA 乖離率僅 0.49%,均線糾擺
6485,點序,80.90,329,124.50,50.00,---,0.96%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6294,智基,27.50,16,56.63,27.00,---,5.98%,均線糾擺,無,無,MA 乖離率僅 0.83%,均線糾擺
5403,中菲,94.00,78,118.35,84.50,---,5.04%,均線糾擺,無,無,MA 乖離率僅 0.20%,均線糾擺
6775,穎台科技,39.45,220,72.30,20.40,---,---,進入盤整,無,無,ADX 為 19.26 (低於 20),進入盤整
00981,平衡凱基雙核收息,10.41,2438,10.58,9.91,---,0.67%,均線糾擺 -> 貼軌運行,無,無,股價於高位貼軌 (10.41 > 1.5σ)，動能強勁,貼軌運行
5455,昇益,26.65,6,37.35,22.55,---,---,均線糾擺,無,無,MA 乖離率僅 0.92%,均線糾擺
2374,佳能,77.00,9870,94.96,46.06,---,0.56%,均線糾擺,無,無,MA 乖離率僅 0.45%,均線糾擺
6113,亞矽,26.60,232,29.85,18.45,---,1.65%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6912,益鈞環科*,12.00,75,20.40,12.00,---,---,進入盤整,無,無,ADX 為 18.93 (低於 20),進入盤整
6804,明係,16.05,15,24.20,15.00,---,---,均線糾擺,無,無,MA 乖離率僅 0.23%,均線糾擺
1443,立益物流,26.25,2,32.25,21.20,---,---,均線糾擺,無,無,MA 乖離率僅 1.17%,均線糾擺
2025,千興,13.20,555,15.30,9.01,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6141,柏承,38.85,311,46.00,10.25,---,---,進入盤整,無,無,ADX 為 17.15 (低於 20),進入盤整
5243,乙盛-KY,102.00,1214,135.00,54.32,---,1.95%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4771,望隼,201.50,313,207.00,170.00,---,3.09%,均線糾擺 -> 貼軌運行,無,無,股價於高位貼軌 (201.50 > 1.5σ)，動能強勁,貼軌運行
2303,聯電,165.50,83257,178.50,40.40,---,6.06%,進入盤整,無,無,ADX 為 11.45 (低於 20),進入盤整
3372,典範,20.15,981,25.65,12.65,---,---,均線糾擺 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4968,立積,116.00,639,166.50,101.00,---,0.76%,均線糾擺,無,無,MA 乖離率僅 1.22%,均線糾擺
6158,禾昌,17.80,204,24.75,17.10,---,3.32%,均線糾擺,無,無,MA 乖離率僅 0.71%,均線糾擺
8454,富邦媒,281.00,2453,439.50,170.00,---,4.28%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
5603,陸海,14.70,186,21.08,14.65,---,4.6%,均線糾擺,無,無,MA 乖離率僅 0.80%,均線糾擺
8433,弘帆,52.60,15,59.80,46.57,---,7.64%,均線糾擺,無,無,MA 乖離率僅 0.27%,均線糾擺
00991,主動復華未來50,20.64,106873,21.33,9.66,---,---,均線糾擺,無,無,MA 乖離率僅 1.27%,均線糾擺
1540,喬福,22.75,1200,28.45,20.30,---,5.35%,均線糾擺 -> 貼軌運行,無,無,股價於高位貼軌 (22.75 > 1.5σ)，動能強勁,貼軌運行
2417,圓剛,48.05,2662,56.90,33.40,---,0.55%,趨勢運行 -> 均線糾擺,連1日大漲,無,MA 乖離率僅 1.35%,均線糾擺
2402,毅嘉,68.00,5365,77.70,36.65,---,4.8%,均線糾擺,無,無,MA 乖離率僅 0.97%,均線糾擺
2351,順德,213.00,5624,229.00,66.04,---,3.17%,進入盤整,隔一漲,無,ADX 為 16.18 (低於 20),進入盤整
2420,新巨,61.40,452,65.30,47.60,---,5.95%,均線糾擺,無,無,MA 乖離率僅 0.62%,均線糾擺
6189,豐藝,52.50,1178,65.30,42.50,---,5.06%,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 1.38%,均線糾擺
7893,睿信,194.00,23,249.00,140.00,---,---,均線糾擺,無,無,MA 乖離率僅 0.43%,均線糾擺
911622,泰聚亨-DR,3.79,23,4.67,3.51,---,---,均線糾擺,無,無,MA 乖離率僅 0.60%,均線糾擺
8222,寶一,40.70,2608,58.60,33.75,---,1.46%,強勢突破 (軌外),無,無,股價衝破布林上軌 (40.10)，進入噴發段,強勢突破 (軌外)
7743,金利食安,19.85,13,30.80,18.50,---,---,均線糾擺,無,無,MA 乖離率僅 1.37%,均線糾擺
3499,環天科,14.55,29,21.35,13.10,---,---,均線糾擺,無,無,MA 乖離率僅 0.38%,均線糾擺
6223,旺矽,7255.00,1577,7255.00,853.96,---,1.5%,進入盤整 -> 貼軌運行,連2日大漲,無,股價於高位貼軌 (7255.00 > 1.5σ)，動能強勁,貼軌運行
6261,久元,94.80,614,133.50,56.72,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7583,國際海洋,39.40,7,87.00,34.50,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3287,廣寰科,33.25,122,38.45,27.85,---,4.12%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6658,聯策,231.50,3641,257.00,46.40,---,1.31%,強勢突破 (軌外) -> 貼軌運行,無,連1日大跌,股價於高位貼軌 (231.50 > 1.5σ)，動能強勁,貼軌運行
2732,六角,65.00,23,79.89,60.35,---,---,均線糾擺,無,無,MA 乖離率僅 0.25%,均線糾擺
2497,怡利電,57.00,217,65.80,36.72,---,4.88%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2059,川湖,7880.00,329,7880.00,1968.20,---,1.1%,進入盤整 -> 貼軌運行,無,無,股價於高位貼軌 (7880.00 > 1.5σ)，動能強勁,貼軌運行
7773,富禾生醫,28.20,3,47.00,21.00,---,---,均線糾擺,無,無,MA 乖離率僅 0.42%,均線糾擺
3434,哲固,30.15,120,48.71,27.90,---,1.03%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6913,鴻呈,119.50,90,156.00,105.00,---,1.49%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00749,凱基新興債10+,32.17,100,32.43,27.40,---,1.31%,均線糾擺,無,無,MA 乖離率僅 0.44%,均線糾擺
3030,德律,319.00,8537,419.50,136.00,---,3.79%,均線糾擺,無,連1日大跌,MA 乖離率僅 0.88%,均線糾擺
1786,科妍,53.80,123,123.00,51.50,---,3.41%,均線糾擺,無,無,MA 乖離率僅 1.19%,均線糾擺
6677,瑩碩生技,17.10,54,29.05,16.45,---,---,均線糾擺,無,無,MA 乖離率僅 0.54%,均線糾擺
9802,鈺齊-KY,72.80,609,112.32,72.40,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3219,倚強科,71.90,69,109.50,44.14,---,0.58%,均線糾擺,無,無,MA 乖離率僅 1.16%,均線糾擺
00918,大華優利高填息30,31.82,25754,32.48,20.34,---,3.92%,均線糾擺,無,無,MA 乖離率僅 0.93%,均線糾擺
7848,騏億鑫,349.00,11,529.00,279.50,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4951,精拓科,96.70,428,140.00,62.50,---,4.65%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3022,威強電,87.00,4629,87.10,56.20,---,5.62%,均線糾擺,無,無,MA 乖離率僅 0.19%,均線糾擺
4537,旭東,173.50,55,200.00,26.59,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
5906,台南-KY,38.00,7,55.80,38.00,---,1.58%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4167,松瑞藥,20.15,603,21.85,17.00,---,2.15%,均線糾擺,無,無,MA 乖離率僅 0.57%,均線糾擺
00641,富邦日本反1,3.76,1499,5.80,3.69,---,---,均線糾擺,無,無,MA 乖離率僅 0.48%,均線糾擺
7842,天能綠電,95.20,11,243.83,95.20,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00912,中信臺灣智慧50,34.97,493,35.82,16.91,---,2.72%,均線糾擺,無,無,MA 乖離率僅 0.93%,均線糾擺
2743,山富,66.20,26,99.22,65.40,---,1.75%,均線糾擺,無,無,MA 乖離率僅 0.89%,均線糾擺
6617,共信-KY,84.20,906,113.00,60.20,---,---,強勢突破 (軌外),連3日大漲,無,股價衝破布林上軌 (77.63)，進入噴發段,強勢突破 (軌外)
2412,中華電,141.00,16465,146.50,128.00,📅 預告 (20260805),3.72%,均線糾擺,無,無,MA 乖離率僅 0.41%,均線糾擺
8354,冠好,16.30,45,19.00,13.92,---,4.03%,均線糾擺,無,無,MA 乖離率僅 0.38%,均線糾擺
2428,興勤,311.00,1751,316.00,123.89,---,3.96%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2065,世豐,32.70,32,37.78,26.53,---,4.72%,均線糾擺,無,無,MA 乖離率僅 1.19%,均線糾擺
6818,連騰,57.60,57,100.50,32.60,---,---,均線糾擺,無,無,MA 乖離率僅 0.72%,均線糾擺
4536,拓凱,167.00,166,195.00,148.00,---,4.83%,貼軌運行 -> 均線糾擺,無,無,MA 乖離率僅 0.40%,均線糾擺
2901,欣欣,24.05,7,26.71,22.45,---,1.42%,均線糾擺,無,無,MA 乖離率僅 0.34%,均線糾擺
00944,野村趨勢動能高息,21.96,501,22.54,13.16,---,---,均線糾擺,無,無,MA 乖離率僅 1.15%,均線糾擺
4554,橙的,31.80,49,38.26,24.70,---,0.95%,貼軌運行,無,無,股價於高位貼軌 (31.80 > 1.5σ)，動能強勁,貼軌運行
6173,信昌電,319.00,17610,341.50,34.78,---,3.79%,貼軌運行 -> 趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
3224,三顧,37.95,35,52.50,33.75,---,---,均線糾擺,無,無,MA 乖離率僅 0.55%,均線糾擺
3231,緯創,158.50,17322,194.00,109.50,---,3.3%,均線糾擺,無,無,MA 乖離率僅 0.92%,均線糾擺
8930,青鋼,28.30,115,31.50,25.38,---,6.66%,均線糾擺,無,無,MA 乖離率僅 0.37%,均線糾擺
2464,盟立,183.50,63748,199.00,53.30,---,0.6%,貼軌運行 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2248,華勝-KY,56.70,72,59.90,41.85,---,5.75%,均線糾擺,無,無,MA 乖離率僅 0.48%,均線糾擺
7758,睿騰能源,45.80,5,58.77,35.05,---,---,均線糾擺,無,無,MA 乖離率僅 1.26%,均線糾擺
4765,磐采,16.10,8,31.15,11.45,---,---,均線糾擺,無,無,MA 乖離率僅 1.18%,均線糾擺
2884,玉山金,33.70,53378,35.80,29.50,---,3.51%,均線糾擺,無,無,MA 乖離率僅 1.37%,均線糾擺
2007,燁興,7.20,341,9.03,6.88,---,---,均線糾擺,無,無,MA 乖離率僅 1.18%,均線糾擺
6842,瑞宇,88.80,170,161.50,30.35,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4150,優你康,4.84,120,11.40,4.59,---,---,均線糾擺,無,無,MA 乖離率僅 1.33%,均線糾擺
5355,佳總,6.10,107,11.30,5.62,---,---,離開盤整 (向下) -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
1725,元禎,33.65,115,41.15,26.40,---,4.13%,進入盤整,無,無,ADX 為 12.59 (低於 20),進入盤整
006201,元大富櫃50,48.50,427,50.80,18.83,---,3.24%,均線糾擺,無,無,MA 乖離率僅 1.12%,均線糾擺
3184,微邦,16.70,116,35.05,8.90,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6808,三鼎生技,32.90,80,55.35,23.80,---,---,貼軌運行 -> 進入盤整,無,無,ADX 為 14.18 (低於 20),進入盤整
6116,彩晶,18.50,57246,22.70,6.69,---,---,趨勢運行 -> 進入盤整,無,無,ADX 為 18.04 (低於 20),進入盤整
7815,新特,397.50,48,580.34,136.50,---,---,均線糾擺,無,無,MA 乖離率僅 0.99%,均線糾擺
2453,凌群,56.60,393,63.90,50.50,---,4.44%,均線糾擺,無,無,MA 乖離率僅 0.93%,均線糾擺
6735,美達科技,88.20,174,145.00,42.95,---,3.61%,進入盤整 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6867,坦德科技,22.05,24,29.60,19.80,---,---,貼軌運行 -> 強勢突破 (軌外),隔一漲,無,股價衝破布林上軌 (22.02)，進入噴發段,強勢突破 (軌外)
3609,三一東林,27.00,175,52.90,21.20,---,---,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 1.21%,均線糾擺
4568,科際精密,41.95,14,48.50,39.80,---,4.48%,均線糾擺,無,無,MA 乖離率僅 0.41%,均線糾擺
8923,時報,20.00,1,22.55,18.70,---,3.86%,均線糾擺,無,無,MA 乖離率僅 0.95%,均線糾擺
7789,開展,38.70,0,62.80,31.45,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
8068,全達,19.20,106,28.90,17.65,---,---,均線糾擺,無,無,MA 乖離率僅 0.89%,均線糾擺
9958,世紀鋼,117.00,1176,239.72,101.00,---,2.16%,均線糾擺,無,無,MA 乖離率僅 0.32%,均線糾擺
1586,和勤,19.15,350,30.40,19.15,---,0.31%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
006208,富邦台50,252.30,3100,257.45,105.89,---,2.38%,均線糾擺,無,無,MA 乖離率僅 0.85%,均線糾擺
8932,智通*,107.50,1305,118.75,58.50,---,0.12%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
1709,和益,23.40,2887,23.40,16.40,---,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (22.93)，進入噴發段,強勢突破 (軌外)
8908,欣雄,39.90,200,47.22,38.80,---,2.86%,均線糾擺 -> 離開盤整 (向下),無,無,跌破布林下軌 (40.73),離開盤整 (向下)
4174,浩鼎,28.80,285,70.80,26.55,---,---,均線糾擺,無,無,MA 乖離率僅 0.40%,均線糾擺
00930,永豐ESG低碳高息,24.73,1413,26.19,16.07,---,1.33%,均線糾擺,無,無,MA 乖離率僅 0.95%,均線糾擺
00861,元大全球未來通訊,93.95,397,97.50,41.10,---,---,均線糾擺,無,無,MA 乖離率僅 0.78%,均線糾擺
6597,立誠,65.00,4,83.44,50.30,---,3.58%,均線糾擺,無,無,MA 乖離率僅 1.48%,均線糾擺
3055,蔚華科,140.00,6020,140.00,54.00,---,1.09%,強勢突破 (軌外),連4日大漲,無,股價衝破布林上軌 (128.66)，進入噴發段,強勢突破 (軌外)
5276,達輝-KY,19.25,11,22.20,13.97,---,4%,均線糾擺,無,無,MA 乖離率僅 0.22%,均線糾擺
1584,精剛,18.90,651,25.55,18.55,---,2.71%,均線糾擺,無,無,MA 乖離率僅 1.09%,均線糾擺
2722,夏都,22.95,42,30.95,22.30,---,0.45%,均線糾擺,無,無,MA 乖離率僅 0.09%,均線糾擺
7562,博來科技,60.00,3,76.70,37.40,---,---,均線糾擺,無,無,MA 乖離率僅 1.33%,均線糾擺
6240,松崗,18.10,42,23.80,17.20,---,---,均線糾擺,無,無,MA 乖離率僅 0.46%,均線糾擺
2885,元大金,65.80,21196,68.80,30.29,---,4.54%,均線糾擺,無,無,MA 乖離率僅 0.84%,均線糾擺
6812,梭特,70.20,14,104.00,43.10,---,---,均線糾擺,無,無,MA 乖離率僅 0.97%,均線糾擺
4119,旭富,45.10,326,66.40,40.40,---,2.32%,均線糾擺 -> 貼軌運行,無,無,股價於高位貼軌 (45.10 > 1.5σ)，動能強勁,貼軌運行
8472,夠麻吉,80.10,48,106.50,28.30,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3306,鼎天,49.50,358,68.80,36.86,---,5.13%,均線糾擺 -> 貼軌運行,無,無,股價於高位貼軌 (49.50 > 1.5σ)，動能強勁,貼軌運行
2929,淘帝-KY,5.66,131,10.15,5.17,---,---,均線糾擺,無,無,MA 乖離率僅 1.33%,均線糾擺
4190,佐登-KY,25.35,19,36.48,24.00,---,1.4%,均線糾擺,無,無,MA 乖離率僅 0.46%,均線糾擺
6473,美賣*,7.41,12,17.00,5.93,---,---,均線糾擺,無,無,MA 乖離率僅 0.77%,均線糾擺
6645,金萬林-創,15.70,18,26.30,11.70,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
9946,三發地產,19.75,362,20.60,15.60,---,---,進入盤整,無,無,ADX 為 8.14 (低於 20),進入盤整
7871,安立璽榮-KY,75.50,556,87.00,39.50,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7792,安葆,252.50,25,406.00,180.50,---,3.08%,均線糾擺 -> 進入盤整,無,無,ADX 為 9.04 (低於 20),進入盤整
00881,國泰台灣科技龍頭,55.70,10935,57.35,20.81,---,7.39%,均線糾擺,無,無,MA 乖離率僅 0.66%,均線糾擺
7825,和亞智慧,82.70,82,220.00,48.00,---,---,進入盤整,無,無,ADX 為 13.74 (低於 20),進入盤整
1717,長興,74.20,8056,84.50,23.90,---,4.51%,均線糾擺,隔二漲,無,MA 乖離率僅 0.45%,均線糾擺
6127,九豪,90.60,18417,96.90,17.90,---,1.39%,強勢突破 (軌外) -> 趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
7556,意德士,288.00,69,319.00,152.50,---,1.84%,均線糾擺,無,無,MA 乖離率僅 0.27%,均線糾擺
5206,坤悅,22.80,84,38.05,21.60,---,1.35%,均線糾擺,無,無,MA 乖離率僅 0.68%,均線糾擺
4763,材料*-KY,49.50,18063,88.06,40.30,---,---,貼軌運行 -> 強勢突破 (軌外),隔二漲,無,股價衝破布林上軌 (48.78)，進入噴發段,強勢突破 (軌外)
2535,達欣工,88.90,278,96.70,55.50,---,6.4%,均線糾擺,無,無,MA 乖離率僅 0.76%,均線糾擺
5464,霖宏,103.00,346,107.50,22.60,---,2.51%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2013,中鋼構,44.00,263,45.15,40.10,---,4.55%,均線糾擺 -> 貼軌運行,無,無,股價於高位貼軌 (44.00 > 1.5σ)，動能強勁,貼軌運行
3284,太普高,30.30,1315,30.30,15.35,---,3.22%,進入盤整 -> 貼軌運行,無,無,股價於高位貼軌 (30.30 > 1.5σ)，動能強勁,貼軌運行
4528,江興鍛,15.25,28,21.40,15.25,---,1.09%,均線糾擺,無,無,MA 乖離率僅 1.00%,均線糾擺
1714,和桐,20.70,10274,20.70,7.18,---,2.54%,趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
1808,潤隆,29.65,723,35.95,28.15,---,6.48%,均線糾擺,無,無,MA 乖離率僅 1.40%,均線糾擺
3709,鑫聯大投控,74.50,391,92.90,33.65,---,2.78%,均線糾擺,無,無,MA 乖離率僅 0.80%,均線糾擺
2352,佳世達,31.90,24152,38.24,22.75,---,4.16%,均線糾擺,無,無,MA 乖離率僅 0.80%,均線糾擺
