日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-07-02,2317,鴻海,240.83,241.21,2000,-760,-0.16%
2026-07-02,4142,國光生,17.5,25.32,1000,-7820,-30.88%
2026-07-02,0050,元大台灣50,107.8,46.6,16000,979200,131.33%
2026-07-02,0056,元大高股息,53.25,36.43,4000,67280,46.17%
2026-07-02,00635U,期元大S&P黃金,41.58,55.25,3000,-41010,-24.74%
2026-07-02,00738U,期元大道瓊白銀,46.2,66.26,1000,-20060,-30.27%
2026-07-02,00929,復華台灣科技優息,30.78,19.73,8000,88400,56.01%
2026-07-02,009816,凱基台灣TOP50,15.65,11.01,63000,292320,42.14%
2026-07-02,00990A,主動元大AI新經濟,20.78,11.48,5000,46500,81.01%
2026-07-02,2009,第一銅,38.6,50.56,4000,-47840,-23.66%
2026-07-02,2337,旺宏,143.5,95.28,2000,96440,50.61%
2026-07-02,2409,友達,30.65,16.21,2000,28880,89.08%
2026-07-02,3481,群創,67.4,25.1,4000,169200,168.53%
2026-07-02,6806,森崴能源,3.51,45.39,5000,-209400,-92.27%
2026-07-02,3105,穩懋,417.5,556.47,300,-41691,-24.97%
2026-07-02,4966,譜瑞-KY,623.0,1921.64,1000,-1298640,-67.58%
2026-07-02,2327,國巨*,1140.0,1030.0,1,110,10.68%
2026-07-02,00403A,主動統一升級50,11.02,10.68,26000,8840,3.18%
2026-07-02,00981A,主動統一台股增長,31.28,27.48,2000,7600,13.83%
2026-07-02,2330,台積電,2505.0,225.55,10,22794,1010.62%
2026-07-02,6789,采鈺,535.0,593.5,400,-23400,-9.86%
2026-07-02,6849,奇鼎科技,166.5,266.4,280,-27972,-37.50%
2026-07-02,7853,政美應用,360.5,409.29,280,-13661,-11.92%
2026-07-02,3576,聯合再生,16.8,18.15,5000,-6750,-7.44%
2026-07-02,1721,三晃,25.6,27.88,3000,-6850,-8.19%
2026-07-02,8215,明基材,29.15,31.6,200,-490,-7.75%
2026-07-02,00405A,主動富邦台灣龍耀,9.29,9.34,11000,-550,-0.54%
2026-07-02,5498,凱崴,59.1,69.61,188,-1976,-15.10%
2026-07-02,1301,台塑,54.3,50.5,100,380,7.52%
2026-07-02,6498,久禾光,92.4,67.3,12,301,37.30%
2026-07-02,009821,野村稀土關鍵資源,14.21,17.3,12000,-37080,-17.86%
