代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,成交量,進度日期,上市櫃進度(註)
1260,富味鄉,23.46,23.05,3000,24.15,3000,23.65,23.05,23.52,23.05,13100,-,
1269,乾杯,68.30,66.6,3000,69.7,2993,69.70,66.50,68.73,69.70,6015,-,
1271,晨暉生技,59.72,59.4,5950,59.8,3000,60.20,59.30,59.72,59.60,135511,-,
1293,利統,26.93,26.8,6000,27.1,2999,27.70,26.80,26.99,27.10,32335,-,
1343,旭東環保,19.10,19.2,5000,19.9,1898,20.00,19.10,19.83,19.90,19111,-,
1480,東盟開發,9.04,8.96,5000,9.36,5000,9.36,9.36,9.36,9.36,1,-,
1594,日高,9.59,10,9000,10.5,9531,10.70,9.80,10.19,10.00,128743,-,
1780,立弘,33.04,32.4,3000,32.7,3000,33.20,31.85,32.63,32.50,97114,115/01/28,櫃買中心同意上櫃契約
2071,震南鐵,20.86,20.2,3000,20.95,3000,20.95,20.10,20.20,20.95,161459,-,
2237,華德動能,38.15,37.5,3000,38.8,3000,38.50,37.45,37.97,37.70,133994,115/03/09,證交所同意創新板上市契約
2245,詠勝昌*,26.57,26.8,3000,27,1000,28.05,26.80,27.29,26.90,22218,-,
2249,湧盛,123.75,122,4000,123.5,1940,124.00,122.00,122.84,123.50,25625,115/05/08,送件申請上櫃
2252,為昇科,16.77,16,3500,16.15,5000,16.60,15.85,16.13,16.00,238474,-,
2255,凱銳光電,18.80,18.15,5000,18.8,8000,18.85,18.65,18.76,18.80,48150,-,
2256,歐特明,78.09,74.1,6000,77.1,3000,80.00,73.30,75.56,77.10,329860,-,
2644,中信造船,76.29,75.9,3000,77,3000,78.00,75.60,76.33,77.00,31562,-,
2733,維格餅家,10.55,10.4,10000,10.9,9999,10.90,10.40,10.48,10.90,18218,-,
2741,老四川,20.35,20.3,3000,21,3000,20.80,20.40,20.60,20.80,12300,-,
2758,路易莎咖啡,65.63,64.8,3000,67,3000,67.30,64.70,65.68,67.00,7872,-,
2760,巨宇翔,20.70,19.3,5000,20.25,2999,20.25,20.00,20.03,20.25,6051,-,
2761,橘焱胡同,15.50,14.8,15000,15.55,13800,15.55,15.55,15.55,15.55,1200,-,
2938,床的世界,22.17,21.9,3000,22.55,2600,22.55,22.40,22.46,22.55,10360,115/04/29,送件申請上櫃
2940,歐都納,24.20,23.9,6000,24.6,2972,24.60,24.60,24.60,24.60,28,-,
2942,京站,37.62,37.6,3000,39.1,3000,38.00,37.00,37.68,37.55,9123,-,
3097,拍檔,26.44,26.3,3000,27,2999,27.00,26.10,26.95,27.00,32104,-,
3117,年程,27.32,27.35,3000,28,3000,28.50,27.35,27.84,27.50,64942,-,
3184,微邦,24.26,22.8,6000,24,6000,24.05,22.05,22.98,23.00,527472,-,
3473,智通聯網,89.72,89.2,3000,90.3,2999,90.30,89.40,89.73,90.30,22735,-,
3585,聯致,80.53,79.8,3000,80.2,2648,87.10,79.40,82.53,80.20,3043905,-,
3595,山太士,2674.67,2645,2000,2675,1848,2740.00,2645.00,2689.94,2675.00,236976,-,
3603,建祥國際,7.77,7.66,5000,8.05,5000,8.05,7.32,7.93,8.00,115100,-,
3633,云光,124.15,123,1715,125.5,2000,126.00,123.00,124.21,125.00,7474,-,
3659,百辰,23.16,22.6,3000,23.5,3000,23.10,22.60,22.86,22.70,15070,-,
3678,聯享,59.74,58.1,2000,59.5,3000,60.90,58.10,59.34,58.10,23610,-,
4115,善德生技,7.57,8.05,2000,8.2,5000,8.17,7.68,7.89,8.05,52505,-,
4150,優你康,5.39,5.21,5000,5.39,10000,5.55,5.18,5.35,5.40,685953,-,
4170,鑫品生醫,13.22,13.05,4765,13.3,5000,13.55,12.90,13.07,13.10,160664,-,
4172,因華,10.70,11.45,5000,11.7,1992,12.50,10.20,11.28,11.70,1038835,-,
4186,尖端醫,10.01,9.96,4996,10.1,1990,10.15,9.86,10.00,10.10,285606,-,
4194,禾生技,7.04,6.92,5000,7.2,10000,7.32,6.95,7.10,7.12,54434,-,
4197,暐世,9.02,9.15,5000,9.36,5000,9.36,8.94,9.19,9.36,37003,-,
4431,敏成健康,16.29,16.25,5000,17,9490,17.00,16.00,16.27,17.00,55672,-,
