股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,狀態,連續大漲,連續大跌,原因,最終狀態
6570,維田,57.80,139,64.28,36.51,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7806,精華生醫,66.80,0,80.50,61.00,---,均線糾擺,無,無,MA 乖離率僅 0.87%,均線糾擺
6831,邁科,721.00,646,820.00,70.83,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00696,富邦美債20年,28.87,2256,30.21,25.92,---,均線糾擺,無,無,MA 乖離率僅 0.38%,均線糾擺
6153,嘉聯益,18.45,6670,20.65,10.50,---,貼軌運行 -> 均線糾擺,無,連1日大跌,MA 乖離率僅 1.15%,均線糾擺
8261,富鼎,176.50,7077,195.00,75.30,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6205,詮欣,86.00,3714,98.20,37.00,---,貼軌運行 -> 進入盤整,無,連1日大跌,ADX 為 13.73 (低於 20),進入盤整
7595,世基生醫,8.08,27,13.60,8.08,---,趨勢運行 -> 離開盤整 (向下),無,連1日大跌,跌破布林下軌 (8.13),離開盤整 (向下)
3479,安勤,129.00,1146,137.50,83.70,---,進入盤整,無,無,ADX 為 14.47 (低於 20),進入盤整
1789,神隆,20.40,793,28.25,16.02,⚠️ 今天 (20260604),強勢突破 (軌外),無,無,股價衝破布林上軌 (20.27)，進入噴發段,強勢突破 (軌外)
3171,炎洲流通,71.70,14,72.70,38.22,---,貼軌運行 -> 均線糾擺,無,無,MA 乖離率僅 1.40%,均線糾擺
4721,美琪瑪,89.70,1200,97.80,57.22,---,均線糾擺,無,無,MA 乖離率僅 0.24%,均線糾擺
911608,明輝-DR,3.22,1089,3.22,2.59,---,貼軌運行 -> 強勢突破 (軌外),連1日大漲,無,股價衝破布林上軌 (3.06)，進入噴發段,強勢突破 (軌外)
6924,榮惠-KY創,169.50,166,193.50,47.80,---,進入盤整,無,連1日大跌,ADX 為 12.86 (低於 20),進入盤整
3044,健鼎,512.00,2664,529.00,193.28,⚠️ 今天 (20260604),均線糾擺,無,無,MA 乖離率僅 1.44%,均線糾擺
3011,今皓,15.20,3054,17.15,11.40,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (15.09)，進入噴發段,強勢突破 (軌外)
00876,元大全球5G,95.10,156,95.55,33.63,---,貼軌運行,無,無,股價於高位貼軌 (95.10 > 1.5σ)，動能強勁,貼軌運行
00676,富邦臺灣加權反1,5.58,7979,13.03,5.51,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4961,天鈺,168.00,745,213.16,135.00,📅 預告 (20260609),均線糾擺,無,無,MA 乖離率僅 0.17%,均線糾擺
2012,春雨,14.75,37,20.08,14.20,---,均線糾擺,無,無,MA 乖離率僅 0.23%,均線糾擺
8114,振樺電,238.50,1261,314.53,164.00,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
