prev_eps,prev_eps_yoy,eps,advice,price,est_price,date,pe,name,status,prev_rev_yoy,symbol,expansion,om,rev_yoy,gm,eps_yoy,prev_year
-1.44,-28.57,-1.75,⚪ 數據不足,31.1499996185,-71.55000000000001,2025-12,0.0,笙泉,🌑 雙重衰退,-8.69,3122.TWO,-11.28,-12.95%,-11.1,34.82%,-22.38,2025
4.67,7.46,6.44,⚪ 中性觀察,137.5,243.44999999999996,2025-12,8.471965495995072,揚秦,⚠️ 獲利稀釋,19.82,2755.TWO,-11.36,9.66%,20.09,27.43%,8.73,2025
8.15,23.67,10.99,⚪ 中性觀察,384.0,400.05,2025-12,14.398200224971877,衛司特,⚠️ 獲利稀釋,50.25,6894.TWO,-11.369999999999997,N/A,40.66,N/A,29.29,2025
1.23,-2.54,2.07,❌ 暫避觀望,101.5,66.15,2025-12,23.015873015873016,台半,⚠️ 獲利稀釋,28.14,5425.TWO,-11.419999999999998,N/A,21.08,N/A,9.66,2025
1.39,20.35,1.52,⚪ 中性觀察,29.0,60.6,2025-12,7.178217821782178,偉康科技,🌑 雙重衰退,-8.24,6865.TWO,-11.990000000000002,N/A,-17.45,N/A,-29.44,2025
3.18,-5.64,4.31,⚪ 中性觀察,136.5,156.15,2025-12,13.112391930835734,超豐,📉 獲利侵蝕,10.09,2441.TW,-12.01,15.72%,10.19,19.91%,-1.82,2025
10.3,-14.05,14.66,⚪ 中性觀察,303.5,531.45,2025-12,8.566186847304545,矽創,📉 獲利侵蝕,3.67,8016.TW,-12.120000000000001,N/A,6.59,N/A,-5.53,2025
6.71,-39.68,9.29,⚪ 中性觀察,48.9000015259,347.7,2025-12,2.1095772875711822,潤泰全,🏰 高護城河,-5.04,2915.TW,-12.170000000000002,5.98%,-16.33,58.30%,-28.5,2025
2.0,-1.49,2.81,⚪ 中性觀察,51.2999992371,97.95,2025-12,7.856048887764166,元山,📉 獲利侵蝕,9.43,6275.TWO,-12.18,N/A,10.76,N/A,-1.42,2025
0.26,-71.11,0.76,❌ 暫避觀望,22.5,7.65,2025-12,44.11764705882353,宏遠證,📉 獲利侵蝕,-24.7,6015.TWO,-12.190000000000001,N/A,0.56,N/A,-11.63,2025
23.59,1.72,28.77,⚪ 中性觀察,624.0,1178.25,2025-12,7.943984723106302,瑞昱,📉 獲利侵蝕,10.77,2379.TW,-12.23,8.88%,8.21,48.08%,-4.02,2025
6.1,-9.9,8.67,❌ 暫避觀望,316.5,301.79999999999995,2025-12,15.730616302186881,佳必琪,📉 獲利侵蝕,12.17,6197.TW,-12.26,N/A,12.03,N/A,-0.23,2025
1.42,-5.33,2.05,⚪ 數據不足,33.9500007629,0.0,2025-12,0.0,海柏特,📉 獲利侵蝕,-4.43,6884.TWO,-12.33,N/A,1.55,N/A,-10.78,2025
1.54,29.41,2.16,⚪ 中性觀察,42.2999992371,79.80000000000001,2025-12,7.9511276761466165,欣雄,⚠️ 獲利稀釋,44.68,8908.TWO,-12.4,N/A,27.37,N/A,14.97,2025
1.66,-25.56,2.4,⚪ 中性觀察,28.75,85.19999999999999,2025-12,5.061619718309859,青鋼,🌑 雙重衰退,-5.22,8930.TWO,-12.46,N/A,-7.81,N/A,-20.27,2025
10.74,-5.97,15.06,⚪ 中性觀察,409.0,536.5500000000001,2025-12,11.43416270617836,群翊,📉 獲利侵蝕,-0.08,6664.TWO,-12.530000000000001,N/A,3.07,N/A,-9.46,2025
-1.34,-123.33,-1.58,⚪ 數據不足,13.5500001907,-68.1,2025-12,0.0,華夏,🌑 雙重衰退,-13.55,1305.TW,-12.680000000000003,-10.28%,-16.83,0.65%,-29.51,2025
2.2,-29.94,3.28,⚪ 中性觀察,47.6500015259,114.60000000000001,2025-12,6.236911194489529,東鹼,🌑 雙重衰退,-3.31,1708.TW,-12.82,19.41%,-3.29,33.86%,-16.11,2025
0.97,-25.38,1.5,⚪ 中性觀察,26.1499996185,53.25,2025-12,7.366197075633804,松和,📉 獲利侵蝕,2.31,5016.TWO,-12.85,N/A,0.57,N/A,-12.28,2025
66.35,58.13,103.23,❌ 暫避觀望,5350.0,3430.95,2025-12,23.390023171424826,川湖,🏰 高護城河,78.51,2059.TW,-12.949999999999996,69.19%,72.77,76.10%,59.82,2025
0.6,8.16,0.81,⚪ 中性觀察,11.8000001907,12.300000000000004,2025-12,14.390244134999996,聯發,⚠️ 獲利稀釋,43.56,1459.TW,-12.950000000000003,6.56%,31.28,15.20%,18.33,2025
3.23,-47.48,5.68,⚪ 數據不足,0.0,0.0,2025-12,0.0,榮惠-KY創,🌑 雙重衰退,-1.99,6924.TW,-13.040000000000001,N/A,-3.92,N/A,-16.96,2025
-1.71,30.2,-2.36,⚪ 數據不足,17.75,-86.25,2025-12,0.0,鑫創,⚠️ 獲利稀釋,4.82,3259.TWO,-13.05,-45.05%,17.89,15.22%,4.84,2025
-2.19,8.02,-2.92,⚪ 數據不足,39.5499992371,-117.89999999999999,2025-12,0.0,華安,🌑 雙重衰退,-5.71,6657.TW,-13.149999999999999,N/A,-0.97,N/A,-14.12,2025
1.96,-18.83,2.68,⚪ 中性觀察,87.9000015259,99.00000000000003,2025-12,13.318182049378784,立敦,🌑 雙重衰退,-1.77,6175.TWO,-13.36,N/A,-1.38,N/A,-14.74,2025
1.21,-27.11,1.86,❌ 暫避觀望,103.5,61.95000000000001,2025-12,25.060532687651328,光頡,📉 獲利侵蝕,1.22,3624.TWO,-13.360000000000001,7.20%,3.65,23.30%,-9.71,2025
1.28,-19.23,1.81,⚪ 中性觀察,43.0999984741,64.64999999999999,2025-12,9.999999645962877,味王,🌑 雙重衰退,-4.13,1203.TW,-13.44,14.34%,-10.06,33.56%,-23.5,2025
51.76,-0.39,66.16,❌ 暫避觀望,4430.0,2584.0499999999997,2025-12,25.715446682533237,聯發科,📉 獲利侵蝕,13.56,2454.TW,-13.46,14.55%,12.32,46.13%,-1.14,2025
6.08,-9.93,7.4,⚪ 中性觀察,126.5,295.94999999999993,2025-12,6.411556006082109,茂訊,📉 獲利侵蝕,6.38,3213.TWO,-13.51,7.00%,1.19,25.33%,-12.32,2025
18.13,13.67,28.26,❌ 暫避觀望,1185.0,891.8999999999999,2025-12,19.92936427850656,雙鴻,⚠️ 獲利稀釋,34.54,3324.TWO,-13.540000000000006,14.07%,47.52,26.37%,33.98,2025
7.92,-18.85,10.77,⚪ 中性觀察,223.0,403.95,2025-12,8.280727812848125,耕興,🌑 雙重衰退,-2.12,6146.TWO,-13.59,N/A,-1.34,N/A,-14.93,2025
5.76,-37.53,7.95,⚪ 中性觀察,128.5,298.05,2025-12,6.467035732259688,廣隆,🌑 雙重衰退,-17.19,1537.TW,-13.780000000000001,9.93%,-18.5,18.72%,-32.28,2025
4.09,-8.09,4.51,⚪ 中性觀察,91.3000030518,251.09999999999997,2025-12,5.454002571792116,正瀚-創,📉 獲利侵蝕,9.59,6534.TW,-13.8,N/A,11.21,N/A,-2.59,2025
4.28,-22.46,5.37,⚪ 中性觀察,54.2000007629,224.4,2025-12,3.622994703402406,台灣虎航,📉 獲利侵蝕,-0.39,6757.TW,-13.85,N/A,2.9,N/A,-10.95,2025
2.21,14.74,3.63,⚪ 中性觀察,64.0,134.10000000000002,2025-12,7.15883668903803,欣新網,⚠️ 獲利稀釋,22.59,2949.TWO,-14.18,2.34%,21.07,11.53%,6.89,2025
0.88,-33.33,1.36,⚪ 中性觀察,45.0499992371,49.650000000000006,2025-12,13.610271672839879,倉佑,📉 獲利侵蝕,-1.99,1568.TW,-14.22,17.09%,0.3,34.44%,-13.92,2025
2.54,-18.45,3.34,❌ 暫避觀望,125.0,117.6,2025-12,15.943877551020408,聯電,📉 獲利侵蝕,2.23,2303.TW,-14.23,19.78%,2.26,30.67%,-11.97,2025
4.59,-14.37,6.66,❌ 暫避觀望,319.0,235.35,2025-12,20.331421287444233,系微,📉 獲利侵蝕,4.28,6231.TWO,-14.27,N/A,4.64,N/A,-9.63,2025
1.64,-11.9,2.19,⚪ 中性觀察,82.0,84.74999999999999,2025-12,14.513274336283187,萬泰科,📉 獲利侵蝕,8.02,6190.TWO,-14.3,N/A,6.08,N/A,-8.22,2025
15.38,-15.63,20.87,⚪ 中性觀察,328.0,792.1500000000001,2025-12,6.210944896799848,晶碩,📉 獲利侵蝕,1.72,6491.TW,-14.34,N/A,3.26,N/A,-11.08,2025
1.08,417.65,1.07,⚪ 中性觀察,14.5,77.10000000000001,2025-12,2.8210116731517507,富華新,🌑 雙重衰退,1491.72,3056.TW,-14.39,-1.56%,-68.21,21.31%,-82.6,2025
5.3,-2.6,7.39,⚪ 中性觀察,180.0,263.85,2025-12,10.23308698123934,融程電,⚠️ 獲利稀釋,18.44,3416.TW,-14.510000000000002,18.05%,19.07,38.51%,4.56,2025
3.42,-30.83,5.39,⚪ 中性觀察,97.0,182.24999999999997,2025-12,7.983539094650206,和碩,🌑 雙重衰退,-0.09,4938.TW,-14.57,1.39%,-0.73,4.09%,-15.3,2025
11.18,1.18,15.04,⚪ 中性觀察,177.5,553.65,2025-12,4.808994852343539,豆府,🏰 高護城河,12.18,2752.TWO,-14.67,11.29%,11.58,52.30%,-3.09,2025
0.7,-24.1,0.93,⚪ 中性觀察,12.5500001907,34.95,2025-12,5.386266176266094,遠東銀,🏰 高護城河,-3.1,2845.TW,-14.91,38.22%,0.06,102.49%,-14.85,2025
3.68,50.82,5.15,⚪ 中性觀察,93.9000015259,184.2,2025-12,7.646579928819218,神達,⚠️ 獲利稀釋,97.96,3706.TW,-15.050000000000004,3.96%,72.06,10.03%,57.01,2025
2.42,-10.94,3.0,⚪ 中性觀察,34.3499984741,106.65,2025-12,4.831223414078762,亞泥,🌑 雙重衰退,-4.13,1102.TW,-15.149999999999999,10.05%,-6.89,14.02%,-22.04,2025
1.37,-17.96,1.53,⚪ 數據不足,0.0,0.0,2025-12,0.0,元禎,🌑 雙重衰退,2.13,1725.TW,-15.219999999999999,0.97%,-4.68,4.14%,-19.9,2025
4.81,-29.26,7.85,⚪ 中性觀察,129.5,265.35,2025-12,7.320520067834934,數泓科,📉 獲利侵蝕,4.61,6855.TWO,-15.37,N/A,0.7,N/A,-14.67,2025
-2.71,65.91,-5.06,⚪ 數據不足,5.5399999619,-222.15,2025-09,0.0,永冠-KY,⚠️ 獲利稀釋,18.73,1589.TW,-15.41,-5.22%,16.77,7.87%,1.36,2025
0.25,-30.56,0.45,❌ 暫避觀望,13.0,12.9,2025-12,15.116279069767442,福壽,📉 獲利侵蝕,0.36,1219.TW,-15.45,1.10%,0.36,9.65%,-15.09,2025
3.07,-16.19,6.56,⚪ 中性觀察,127.0,190.95000000000002,2025-12,9.97643362136685,聚賢研發-創,⚠️ 獲利稀釋,2.0,7631.TW,-15.609999999999998,N/A,29.58,N/A,13.97,2025
6.9,-8.37,9.39,⚪ 中性觀察,212.0,355.34999999999997,2025-12,8.9489235964542,台表科,📉 獲利侵蝕,13.01,6278.TW,-15.66,N/A,10.13,N/A,-5.53,2025
-4.65,7.24,-7.23,⚪ 數據不足,645.0,-237.15000000000003,2025-12,0.0,沛爾生醫-創,⚠️ 獲利稀釋,69.11,6949.TW,-15.689999999999998,N/A,60.07,N/A,44.38,2025
1.08,-22.9,1.55,⚪ 中性觀察,27.5499992371,56.25,2025-12,7.346666463226667,遠東新,🌑 雙重衰退,-7.44,1402.TW,-15.69,6.69%,-6.24,19.14%,-21.93,2025
-1.33,28.11,-1.96,⚪ 數據不足,24.5,-69.6,2025-12,0.0,ABC-KY,⚠️ 獲利稀釋,38.99,6598.TW,-15.690000000000005,N/A,38.52,N/A,22.83,2025
3.37,-11.78,4.1,⚪ 中性觀察,45.75,168.29999999999998,2025-12,4.077540106951872,百和,📉 獲利侵蝕,3.55,9938.TW,-15.73,N/A,2.05,N/A,-13.68,2025
1.89,-22.31,3.41,⚪ 中性觀察,60.7999992371,106.35,2025-12,8.575458284499295,千附,📉 獲利侵蝕,16.5,8383.TWO,-15.76,N/A,13.17,N/A,-2.59,2025
2.29,-54.2,3.41,⚪ 中性觀察,46.0999984741,101.85,2025-12,6.789395946111929,匯僑設計,🌑 雙重衰退,-30.5,6754.TW,-15.849999999999998,N/A,-30.87,N/A,-46.72,2025
4.02,-24.29,5.97,⚪ 中性觀察,88.0,209.09999999999997,2025-12,6.312769010043042,益張,🌑 雙重衰退,-2.74,8342.TWO,-15.969999999999999,N/A,-5.89,N/A,-21.86,2025
4.0,-15.38,5.48,⚪ 中性觀察,60.0999984741,199.65,2025-12,4.5154018387753565,群益期,📉 獲利侵蝕,14.8,6024.TW,-15.99,N/A,9.98,N/A,-6.01,2025
2.35,-13.92,2.9,⚪ 中性觀察,45.0999984741,113.39999999999999,2025-12,5.965608263769841,華孚,📉 獲利侵蝕,5.83,6235.TW,-16.07,N/A,13.71,N/A,-2.36,2025
2.8,-25.2,4.01,❌ 暫避觀望,524.0,140.54999999999998,2025-12,55.92315901814302,采鈺,🌑 雙重衰退,-9.08,6789.TW,-16.37,N/A,-10.64,N/A,-27.01,2025
3.84,-43.52,6.81,❌ 暫避觀望,287.0,197.24999999999997,2025-12,21.825095057034222,鈺太,🌑 雙重衰退,-6.83,6679.TWO,-16.4,N/A,-7.01,N/A,-23.41,2025
-1.85,-51.82,-2.6,⚪ 數據不足,13.6999998093,-96.6,2025-12,0.0,台聚,🌑 雙重衰退,-10.84,1304.TW,-16.419999999999998,-4.30%,-13.41,5.34%,-29.83,2025
12.33,9.74,16.97,⚪ 中性觀察,388.5,624.6,2025-12,9.329971181556196,凡甲,⚠️ 獲利稀釋,24.44,3526.TWO,-16.689999999999998,32.41%,22.33,48.09%,5.64,2025
1.39,-22.03,1.98,❌ 暫避觀望,234.5,75.14999999999999,2025-12,46.8063872255489,前鼎,🌑 雙重衰退,-4.58,4908.TWO,-16.81,17.75%,-12.98,46.40%,-29.79,2025
3.01,-10.23,4.04,⚪ 中性觀察,127.0,157.20000000000002,2025-12,12.118320610687022,昕奇雲端,📉 獲利侵蝕,12.71,7747.TWO,-16.88,N/A,9.7,N/A,-7.18,2025
6.59,67.26,9.52,⚪ 中性觀察,87.6999969482,319.65000000000003,2025-12,4.115438617935241,根基,⚠️ 獲利稀釋,58.45,2546.TW,-16.93,7.58%,51.01,9.56%,34.08,2025
0.95,-37.41,2.1,⚪ 中性觀察,43.0999984741,49.35,2025-12,13.100303487568388,興富發,🌑 雙重衰退,-41.9,2542.TW,-16.990000000000002,27.38%,-15.9,33.40%,-32.89,2025
-0.82,-38.98,-0.84,⚪ 數據不足,19.2999992371,-35.099999999999994,2025-12,0.0,全域,⚠️ 獲利稀釋,16.84,3067.TWO,-17.020000000000003,-17.20%,33.85,28.85%,16.83,2025
4.6,-25.66,7.83,❌ 暫避觀望,1950.0,268.79999999999995,2025-12,108.81696428571429,昇達科,🏰 高護城河,-6.01,3491.TWO,-17.049999999999997,27.57%,5.02,58.57%,-12.03,2025
-0.65,-58.54,-0.48,⚪ 數據不足,14.8500003815,-28.5,2025-12,0.0,尚立,📉 獲利侵蝕,7.82,3360.TWO,-17.25,0.87%,17.25,3.88%,0.0,2025
1.71,-11.4,2.23,⚪ 中性觀察,52.2000007629,84.74999999999999,2025-12,9.238938188123894,欣泰,📉 獲利侵蝕,16.23,8917.TWO,-17.27,N/A,11.76,N/A,-5.51,2025
9.12,113.1,11.77,❌ 暫避觀望,484.0,423.29999999999995,2025-12,17.15095676824947,意騰-KY,⚠️ 獲利稀釋,106.86,7749.TW,-17.349999999999994,N/A,85.22,N/A,67.87,2025
-0.08,-115.09,-0.09,⚪ 數據不足,30.4500007629,-3.5999999999999996,2025-12,0.0,豐謙,🌑 雙重衰退,-99.19,5523.TWO,-17.379999999999995,N/A,-98.98,N/A,-116.36,2025
4.7,-5.06,7.27,⚪ 數據不足,84.0999984741,0.0,2025-12,0.0,嘉實,🏰 高護城河,10.44,3158.TWO,-17.43,24.73%,7.07,63.24%,-10.36,2025
2.76,-37.98,4.31,⚪ 中性觀察,69.9000015259,125.69999999999999,2025-12,8.341288964904535,裕民,🌑 雙重衰退,-9.08,2606.TW,-17.45,30.49%,-4.75,35.36%,-22.2,2025
13.82,-8.92,18.14,⚪ 中性觀察,201.0,685.8,2025-12,4.396325459317586,美時,🏰 高護城河,0.51,1795.TW,-17.5,23.84%,10.36,55.31%,-7.14,2025
20.8,-18.56,26.87,⚪ 中性觀察,489.0,1066.8000000000002,2025-12,6.87570303712036,聯詠,🌑 雙重衰退,0.41,3034.TW,-17.55,16.92%,-2.07,38.19%,-19.62,2025
3.06,3.78,4.08,⚪ 中性觀察,68.0,149.1,2025-12,6.841046277665996,中信金,🏰 高護城河,23.13,2891.TW,-17.56,31.38%,29.29,70.98%,11.73,2025
1.66,0.61,2.14,⚪ 數據不足,36.7999992371,0.0,2025-12,0.0,常廣,📉 獲利侵蝕,4.58,6730.TWO,-17.66,N/A,7.33,N/A,-10.33,2025
1.84,8.24,1.87,⚪ 中性觀察,43.2000007629,88.35000000000001,2025-12,7.334465324770797,大汽電,🌑 雙重衰退,2.2,8931.TWO,-17.66,N/A,-1.74,N/A,-19.4,2025
2.44,-61.76,5.27,⚪ 中性觀察,78.0999984741,117.75,2025-12,9.949044391605097,慧洋-KY,🌑 雙重衰退,-24.86,2637.TW,-17.720000000000002,36.66%,-17.06,37.77%,-34.78,2025
1.21,-31.64,2.1,❌ 暫避觀望,86.8000030518,66.60000000000001,2025-12,19.549550236891893,昶昕,📉 獲利侵蝕,10.16,8438.TW,-17.77,N/A,12.79,N/A,-4.98,2025
-0.82,-28.12,-1.12,⚪ 數據不足,6.9200000763,-36.6,2025-12,0.0,佳總,🌑 雙重衰退,-9.55,5355.TWO,-17.79,N/A,-3.95,N/A,-21.74,2025
3.14,-4.85,4.2,⚪ 中性觀察,80.5999984741,157.95,2025-12,7.65432084274454,倫飛,⚠️ 獲利稀釋,25.9,2364.TW,-17.81,7.82%,20.5,39.87%,2.69,2025
4.61,11.3,7.05,❌ 暫避觀望,405.0,242.7,2025-12,25.030902348578493,勤凱,⚠️ 獲利稀釋,24.72,4760.TWO,-17.95,15.04%,27.79,22.01%,9.84,2025
1.52,0.66,2.53,⚪ 中性觀察,63.9000015259,81.3,2025-12,11.789668178210333,大世科,⚠️ 獲利稀釋,24.12,8099.TWO,-17.97,N/A,27.49,N/A,9.52,2025
1.49,-29.38,2.37,⚪ 中性觀察,61.7000007629,78.0,2025-12,11.865384762096152,怡利電,🌑 雙重衰退,0.55,2497.TW,-17.98,10.08%,-3.38,25.76%,-21.36,2025
12.08,-0.58,14.92,⚪ 中性觀察,162.5,604.9499999999999,2025-12,4.02925861641458,拓凱,🌑 雙重衰退,7.51,4536.TW,-17.98,10.54%,-2.91,32.65%,-20.89,2025
1.48,-1.99,1.58,⚪ 中性觀察,21.9500007629,73.2,2025-12,4.497950976004098,六暉-KY,🌑 雙重衰退,-3.67,2115.TW,-18.21,6.19%,-4.72,18.21%,-22.93,2025
4.78,-23.95,6.57,⚪ 中性觀察,117.5,245.39999999999998,2025-12,7.182151589242054,世紀鋼,📉 獲利侵蝕,20.49,9958.TW,-18.419999999999998,N/A,15.94,N/A,-2.48,2025
1.33,-41.96,2.07,❌ 暫避觀望,140.5,62.55,2025-12,33.69304556354916,台虹,📉 獲利侵蝕,2.03,8039.TW,-18.439999999999998,N/A,6.75,N/A,-11.69,2025
3.36,-30.34,5.32,⚪ 中性觀察,57.7000007629,181.05,2025-12,4.780447453429991,華勝-KY,🌑 雙重衰退,-4.67,2248.TW,-18.52,17.40%,-0.48,31.94%,-19.0,2025
2.14,-30.54,3.08,⚪ 中性觀察,43.2999992371,106.2,2025-12,6.115819101285311,福興,🌑 雙重衰退,-7.04,9924.TW,-18.560000000000002,N/A,-8.15,N/A,-26.71,2025
1.52,-1.94,2.2,⚪ 中性觀察,40.9000015259,78.30000000000001,2025-12,7.835249334463601,進典,📉 獲利侵蝕,6.64,6843.TWO,-18.599999999999998,N/A,11.04,N/A,-7.56,2025
2.98,-37.15,3.89,⚪ 中性觀察,150.5,163.8,2025-12,13.782051282051283,久昌,🌑 雙重衰退,-10.54,6720.TWO,-18.679999999999996,N/A,-14.48,N/A,-33.16,2025
-1.71,-33.86,-1.86,⚪ 數據不足,81.0,-73.35000000000001,2025-12,0.0,力積電,📉 獲利侵蝕,1.91,6770.TW,-18.68,N/A,4.48,N/A,-14.2,2025
6.03,14.64,8.72,⚪ 數據不足,295.0,0.0,2025-12,0.0,安葆,⚠️ 獲利稀釋,37.75,7792.TWO,-18.7,N/A,30.49,N/A,11.79,2025
12.91,74.46,16.28,⚪ 數據不足,465.0,0.0,2025-12,0.0,崴寶,⚠️ 獲利稀釋,75.55,7744.TWO,-18.739999999999995,N/A,59.94,N/A,41.2,2025
3.56,-26.95,6.18,⚪ 中性觀察,53.2000007629,244.04999999999998,2025-12,3.26982180472649,明安,📉 獲利侵蝕,9.03,8938.TWO,-18.79,N/A,8.55,N/A,-10.24,2025
-4.17,-37.5,-3.92,⚪ 數據不足,73.4000015259,0.0,2025-12,0.0,心誠鎂,🌑 雙重衰退,-51.26,6934.TW,-18.86,N/A,-29.22,N/A,-48.08,2025
0.16,-68.0,0.2,❌ 暫避觀望,8.1199998856,4.050000000000001,2025-12,30.07407365037037,三商壽,🌑 雙重衰退,-43.41,2867.TW,-18.939999999999998,0.03%,-28.43,3.78%,-47.37,2025
16.64,27.98,24.76,⚪ 中性觀察,635.0,864.6000000000001,2025-12,11.016655100624565,洋基工程,⚠️ 獲利稀釋,54.5,6691.TW,-19.090000000000003,N/A,47.13,N/A,28.04,2025
2.45,-20.71,3.3,⚪ 中性觀察,36.0,120.6,2025-12,4.477611940298508,國產,📉 獲利侵蝕,4.82,2504.TW,-19.17,22.79%,3.75,27.76%,-15.42,2025
3.37,-2.88,4.16,⚪ 中性觀察,117.0,157.95,2025-12,11.111111111111112,虎門科技,📉 獲利侵蝕,19.53,6791.TWO,-19.26,N/A,19.26,N/A,0.0,2025
-1.49,-0.68,-2.43,⚪ 數據不足,14.5500001907,-63.3,2025-12,0.0,康那香,🌑 雙重衰退,-8.87,9919.TW,-19.33,N/A,-9.24,N/A,-28.57,2025
2.21,-26.01,3.77,⚪ 中性觀察,85.0999984741,109.50000000000001,2025-12,11.657534037547945,迎廣,📉 獲利侵蝕,11.06,6117.TW,-19.43,N/A,11.78,N/A,-7.65,2025
3.18,-38.85,5.11,⚪ 中性觀察,73.6999969482,179.4,2025-12,6.162207102692307,博弘,📉 獲利侵蝕,7.39,6997.TWO,-19.490000000000002,N/A,11.23,N/A,-8.26,2025
19.9,-27.04,41.98,❌ 暫避觀望,2580.0,1148.25,2025-12,33.70346178967995,群聯,⚠️ 獲利稀釋,7.55,8299.TWO,-19.509999999999998,N/A,23.29,N/A,3.78,2025
1.25,-44.93,2.3,⚪ 中性觀察,66.6999969482,67.5,2025-12,14.822221544044444,精湛,🌑 雙重衰退,-10.95,2070.TWO,-19.59,17.87%,-2.97,45.13%,-22.56,2025
7.25,7.57,10.75,⚪ 中性觀察,179.5,364.35,2025-12,7.389872375463153,潤弘,⚠️ 獲利稀釋,16.0,2597.TW,-19.619999999999997,15.81%,19.99,18.77%,0.37,2025
4.41,-14.37,6.18,⚪ 中性觀察,119.5,221.4,2025-12,8.09620596205962,博大,📉 獲利侵蝕,9.06,8109.TWO,-19.669999999999998,N/A,15.04,N/A,-4.63,2025
2.46,-25.46,3.18,⚪ 中性觀察,99.0999984741,111.75000000000001,2025-12,13.302013217999999,晶焱,🌑 雙重衰退,-9.94,6411.TWO,-19.78,N/A,-10.51,N/A,-30.29,2025
2.65,6.94,3.59,⚪ 中性觀察,61.2000007629,129.75,2025-12,7.075144596867052,創為精密,⚠️ 獲利稀釋,24.69,6899.TWO,-19.82,N/A,27.05,N/A,7.23,2025
3.03,-35.26,4.1,⚪ 中性觀察,26.3999996185,151.5,2025-12,2.6138613483663367,寶成,🌑 雙重衰退,-3.47,9904.TW,-19.919999999999998,N/A,-4.71,N/A,-24.63,2025
9.16,-12.51,13.02,⚪ 中性觀察,231.5,494.40000000000003,2025-12,7.023665048543689,來億-KY,📉 獲利侵蝕,8.16,6890.TW,-20.01,N/A,5.05,N/A,-14.96,2025
14.33,-20.3,20.1,⚪ 中性觀察,363.5,732.9,2025-12,7.439623413835449,儒鴻,📉 獲利侵蝕,5.39,1476.TW,-20.09,19.16%,3.15,30.19%,-16.94,2025
0.94,-42.24,1.54,❌ 暫避觀望,100.0,48.900000000000006,2025-12,30.674846625766868,達邁,📉 獲利侵蝕,8.42,3645.TW,-20.169999999999998,12.18%,5.64,31.33%,-14.53,2025
7.64,-38.09,11.21,⚪ 中性觀察,83.6999969482,381.90000000000003,2025-12,3.287509699457973,萬海,🌑 雙重衰退,-11.06,2615.TW,-20.380000000000003,18.94%,-13.25,23.92%,-33.63,2025
5.84,-21.61,7.78,⚪ 中性觀察,98.9000015259,306.45000000000005,2025-12,4.840920290058736,達爾膚,🌑 雙重衰退,-0.64,6523.TWO,-20.479999999999997,N/A,-5.92,N/A,-26.4,2025
1.64,3.14,2.15,❌ 暫避觀望,104.0,86.85,2025-12,17.962003454231432,利機,📉 獲利侵蝕,10.26,3444.TWO,-20.58,4.42%,10.54,18.10%,-10.04,2025
5.41,-29.25,10.18,⚪ 中性觀察,194.0,278.85,2025-12,10.43571812802582,裕慶-KY,🌑 雙重衰退,-6.88,6957.TW,-20.61,N/A,-4.74,N/A,-25.35,2025
0.98,-8.41,1.18,❌ 暫避觀望,106.0,43.949999999999996,2025-12,36.177474402730375,艾華,📉 獲利侵蝕,3.67,6204.TWO,-20.63,N/A,0.36,N/A,-20.27,2025
-1.14,18.25,-1.51,⚪ 數據不足,19.75,-59.7,2025-12,0.0,位速,⚠️ 獲利稀釋,42.64,3508.TWO,-20.650000000000002,-34.06%,27.53,1.54%,6.88,2025
4.96,-30.26,7.48,❌ 暫避觀望,354.0,253.49999999999997,2025-12,20.94674556213018,力成,📉 獲利侵蝕,-4.79,6239.TW,-20.66,N/A,2.2,N/A,-18.46,2025
-2.36,-161.36,-2.16,⚪ 數據不足,10.6999998093,-81.14999999999999,2025-12,0.0,隆銘綠能,🌑 雙重衰退,-36.93,3018.TW,-20.75,-73.69%,-45.66,-18.95%,-66.41,2025
109.06,-15.56,159.41,⚪ 中性觀察,3825.0,5591.4,2025-12,10.261294130271489,大立光,📉 獲利侵蝕,6.5,3008.TW,-20.75,36.75%,2.84,47.97%,-17.91,2025
3.81,-26.64,5.77,⚪ 中性觀察,75.5999984741,199.5,2025-12,5.6842104115864664,友輝,📉 獲利侵蝕,11.19,4933.TWO,-20.76,12.48%,2.41,28.71%,-18.35,2025
8.74,-18.99,12.25,⚪ 中性觀察,166.5,449.85,2025-12,5.55185061687229,豐祥-KY,🌑 雙重衰退,-7.59,5288.TW,-20.82,N/A,-6.57,N/A,-27.39,2025
4.34,60.59,6.33,⚪ 中性觀察,127.5,214.04999999999998,2025-12,8.934828311142256,創泓科技,⚠️ 獲利稀釋,55.99,7714.TWO,-20.84,N/A,45.1,N/A,24.26,2025
52.62,40.25,72.7,⚪ 中性觀察,1570.0,2596.8,2025-12,9.068853974121996,祥碩,⚠️ 獲利稀釋,60.07,5269.TW,-20.85,N/A,66.0,N/A,45.15,2025
2.89,-27.93,3.81,⚪ 中性觀察,52.0999984741,150.3,2025-12,5.199600646117764,曜亞,🌑 雙重衰退,-12.22,4138.TWO,-20.869999999999997,12.42%,-11.82,44.64%,-32.69,2025
3.95,-13.57,5.28,❌ 暫避觀望,208.0,196.05,2025-12,15.914307574598316,晶技,📉 獲利侵蝕,7.28,3042.TW,-20.91,14.07%,5.34,32.18%,-15.57,2025
