prev_eps,prev_eps_yoy,eps,advice,price,est_price,date,pe,name,status,prev_rev_yoy,symbol,expansion,om,rev_yoy,gm,eps_yoy,prev_year
0.69,6800.0,0.61,💎 強力關注,22.7000007629,31.349999999999998,2025-12,10.86124438416268,勝德,🧐 疑業外收益,2.21,3296.TW,23.66,1.75%,-1.66,19.21%,22.0,2025
0.41,0.0,0.58,⚠️ 追價風險,26.7000007629,15.75,2025-12,25.428572155142856,南染,🧐 疑業外收益,-18.74,1410.TW,23.659999999999997,4.46%,-20.15,31.89%,3.51,2025
-1.5,33.88,-2.25,⚪ 數據不足,11.3000001907,-78.30000000000001,2025-12,0.0,康聯訊,🧐 疑業外收益,-8.13,3672.TWO,23.43,-34.01%,-20.4,28.80%,3.03,2025
-0.69,2.82,-0.6,⚪ 數據不足,54.0999984741,-45.3,2025-12,0.0,慧友,🚀 利潤擴張,-8.43,5484.TW,23.339999999999996,N/A,9.99,N/A,33.33,2025
0.9,8.43,1.23,💎 強力關注,22.2000007629,42.599999999999994,2025-12,7.816901677077465,統領,🏰 高護城河,-15.17,2910.TW,23.32,51.79%,-14.47,87.61%,8.85,2025
-0.3,53.13,-0.86,⚪ 數據不足,10.0500001907,-16.2,2025-12,0.0,艾美特-KY,🧐 疑業外收益,-4.12,1626.TW,23.01,-2.32%,-4.14,20.74%,18.87,2025
3.38,78.84,4.49,💎 強力關注,53.0999984741,159.75,2025-12,4.9859153496807505,統振,🚀 利潤擴張,13.41,6170.TWO,22.800000000000004,N/A,9.65,N/A,32.45,2025
3.98,81.37,5.23,💎 強力關注,51.0,207.0,2025-12,3.6956521739130435,竣邦-KY,🚀 利潤擴張,39.34,4442.TWO,22.759999999999998,10.88%,29.61,27.73%,52.37,2025
-0.11,35.29,-0.15,⚪ 數據不足,11.5,-5.7,2025-12,0.0,農林,🚀 利潤擴張,18.12,2913.TW,22.689999999999998,-7.01%,9.13,40.70%,31.82,2025
1.38,56.82,2.08,⚪ 數據不足,154.0,0.0,2025-12,0.0,雅特力-KY,🚀 利潤擴張,0.12,6907.TWO,22.64,N/A,1.91,N/A,24.55,2025
22.8,21.35,35.12,⚠️ 追價風險,2285.0,1242.0000000000002,2025-12,27.59661835748792,新代,🚀 利潤擴張,26.18,7750.TW,22.519999999999996,N/A,29.17,N/A,51.69,2025
1.13,25.56,1.63,💎 強力關注,30.7999992371,64.35,2025-12,7.179487001655011,五鼎,🚀 利潤擴張,7.7,1733.TW,22.34,7.57%,5.0,30.15%,27.34,2025
4.65,74.3,5.37,💎 強力關注,59.0999984741,218.7,2025-12,4.0534978377297675,動力-KY,🚀 利潤擴張,38.83,6591.TW,22.07,N/A,38.81,N/A,60.88,2025
3.27,51.89,4.03,💎 強力關注,68.0999984741,148.65,2025-12,6.871846465600404,海華,🚀 利潤擴張,26.88,3694.TW,22.03,3.72%,23.39,15.30%,45.42,2025
0.37,12.12,0.56,✅ 穩健價值,18.2999992371,18.6,2025-12,14.758063900887096,新鋼,🚀 利潤擴張,9.42,2032.TW,21.990000000000002,2.25%,2.45,6.08%,24.44,2025
9.32,13.52,11.19,💎 強力關注,200.0,383.3999999999999,2025-12,7.824726134585291,鮮活果汁-KY,🚀 利潤擴張,-3.77,1256.TW,21.939999999999998,6.32%,2.94,24.61%,24.88,2025
7.36,46.61,8.6,💎 強力關注,94.5999984741,329.1,2025-12,4.31175927411577,長榮鋼,🚀 利潤擴張,21.52,2211.TW,21.910000000000004,19.61%,18.61,25.25%,40.52,2025
20.04,68.69,31.0,⚠️ 追價風險,1985.0,993.9000000000001,2025-12,29.957742227588287,富世達,🚀 利潤擴張,55.74,6805.TW,21.56000000000001,N/A,51.62,N/A,73.18,2025
-2.91,-31.08,-5.1,⚪ 數據不足,13.1000003815,-163.35,2025-12,0.0,北極星藥業-KY,🌑 雙重衰退,-51.12,6550.TW,21.43,N/A,-62.05,N/A,-40.62,2025
-1.23,8.21,-1.29,⚪ 數據不足,15.1000003815,-60.300000000000004,2025-12,0.0,中天,🚀 利潤擴張,10.85,4128.TWO,21.08,-18.87%,9.94,42.56%,31.02,2025
2.13,41.06,2.77,💎 強力關注,52.9000015259,100.80000000000001,2025-12,7.872024036592261,遠雄港,🚀 利潤擴張,17.61,5607.TW,21.03,N/A,19.58,N/A,40.61,2025
2.87,14.98,4.02,💎 強力關注,71.3000030518,134.25000000000003,2025-12,7.966480787910614,汎瑋材料,🚀 利潤擴張,-1.08,6967.TWO,20.98,N/A,5.45,N/A,26.43,2025
-1.31,10.71,-1.65,⚪ 數據不足,266.0,-78.60000000000001,2025-12,0.0,中探針,🚀 利潤擴張,20.43,6217.TWO,20.569999999999997,N/A,19.12,N/A,39.69,2025
3.26,59.8,3.96,💎 強力關注,28.0499992371,185.99999999999997,2025-12,2.262096712669355,理銘,🌑 雙重衰退,-39.92,6212.TWO,20.330000000000005,N/A,-55.31,N/A,-34.98,2025
3.28,26.15,5.51,💎 強力關注,72.0,171.75,2025-12,6.2882096069869,海韻電,🚀 利潤擴張,42.84,6203.TWO,20.28,N/A,37.15,N/A,57.43,2025
2.29,5.14,3.7,✅ 穩健價值,97.0,120.6,2025-12,12.064676616915424,來頡,🚀 利潤擴張,6.38,6799.TW,20.200000000000003,N/A,6.56,N/A,26.76,2025
-0.92,35.66,-0.73,⚪ 數據不足,100.0,-48.449999999999996,2025-12,0.0,達航科技,🚀 利潤擴張,23.84,4577.TWO,20.159999999999997,7.93%,12.25,23.60%,32.41,2025
4.38,64.04,7.08,⚪ 中性觀察,275.5,204.3,2025-12,20.227606461086637,騰雲,🚀 利潤擴張,20.49,6870.TWO,20.15,N/A,20.33,N/A,40.48,2025
5.33,39.9,7.37,⚪ 中性觀察,391.0,270.15,2025-12,21.71016102165464,達興材料,🚀 利潤擴張,12.88,5234.TW,20.119999999999997,N/A,12.43,N/A,32.55,2025
-0.17,-108.72,2.11,⚠️ 追價風險,176.0,18.6,2025-12,141.93548387096774,廣穎,🔄 轉虧為盈,-2.98,4973.TWO,19.67,N/A,-3.19,N/A,16.48,2025
0.45,15.38,0.7,✅ 穩健價值,26.4500007629,25.2,2025-12,15.744048073154763,百徽,🚀 利潤擴張,22.11,6259.TWO,19.37,N/A,19.41,N/A,38.78,2025
0.57,-5.0,1.23,💎 強力關注,12.3000001907,37.199999999999996,2025-12,4.959677496250001,新建,🚀 利潤擴張,12.18,2516.TW,19.35,4.30%,7.45,6.67%,26.8,2025
1.03,-53.6,2.45,✅ 穩健價值,57.7999992371,70.19999999999999,2025-12,12.350427187414532,安心,🚀 利潤擴張,-0.82,1259.TWO,19.240000000000002,0.36%,0.27,23.02%,19.51,2025
0.02,110.53,-0.59,⚪ 數據不足,13.5,-25.200000000000003,2025-12,0.0,志旭,🧐 疑業外收益,2.3,8067.TWO,19.07,N/A,-2.17,N/A,16.9,2025
-1.44,11.69,-2.07,⚪ 數據不足,18.3500003815,-74.85,2025-12,0.0,光麗-KY,🧐 疑業外收益,2.36,6431.TW,18.27,N/A,-1.12,N/A,17.15,2025
-5.84,-22.62,-10.06,⚪ 數據不足,5.1199998856,-315.75,2025-12,0.0,綠河-KY,🌑 雙重衰退,-31.52,8444.TWO,17.939999999999998,N/A,-33.25,N/A,-15.31,2025
3.48,91.21,5.01,⚠️ 追價風險,520.0,205.5,2025-12,37.956204379562045,聯鈞,🚀 利潤擴張,26.94,3450.TW,17.71,15.62%,13.44,26.67%,31.15,2025
-0.36,-20.0,-0.61,⚪ 數據不足,58.5999984741,-20.55,2025-12,0.0,中裕,🚀 利潤擴張,-0.63,4147.TWO,17.38,-58.34%,0.19,28.91%,17.57,2025
1.58,15.33,1.68,💎 強力關注,23.7999992371,65.99999999999999,2025-12,5.409090735704546,美隆電,🧐 疑業外收益,-5.96,2477.TW,17.34,N/A,-5.34,N/A,12.0,2025
1.72,28.36,2.31,💎 強力關注,42.5499992371,87.30000000000001,2025-12,7.310996432491409,大甲,🧐 疑業外收益,0.76,2221.TWO,17.34,8.37%,-2.98,20.63%,14.36,2025
5.65,45.85,7.94,💎 強力關注,168.5,276.3,2025-12,9.147665580890335,建準,🚀 利潤擴張,27.79,2421.TW,17.33,16.47%,27.72,32.82%,45.05,2025
12.1,29.69,15.46,⚠️ 追價風險,1115.0,583.0500000000001,2025-12,28.68536146128119,萬潤,🧐 疑業外收益,13.75,6187.TWO,16.97,N/A,-3.04,N/A,13.93,2025
2.13,41.18,2.65,💎 強力關注,61.5999984741,93.14999999999999,2025-12,9.919484456376813,碩網,🚀 利潤擴張,11.11,7547.TWO,16.95,N/A,5.66,N/A,22.61,2025
5.19,4.85,8.73,⚪ 中性觀察,350.0,277.35,2025-12,18.929150892374253,立隆電,🚀 利潤擴張,8.92,2472.TW,16.86,21.55%,7.68,32.60%,24.54,2025
1.09,208.57,1.42,💎 強力關注,25.0,45.15,2025-12,8.305647840531561,榮群,🚀 利潤擴張,71.04,8034.TWO,16.630000000000003,N/A,15.15,N/A,31.78,2025
2.91,20.75,4.48,💎 強力關注,41.0999984741,128.25,2025-12,4.807017365391812,建國,🚀 利潤擴張,28.4,5515.TW,16.619999999999997,N/A,15.92,N/A,32.54,2025
2.0,-23.95,3.66,💎 強力關注,36.8499984741,111.75,2025-12,4.946308520013423,中再保,🚀 利潤擴張,-7.87,2851.TW,16.509999999999998,21.14%,0.05,24.99%,16.56,2025
-1.8,7.69,-1.4,⚪ 數據不足,16.4500007629,-66.3,2025-12,0.0,力銘,🚀 利潤擴張,43.83,3593.TW,16.49,-22.91%,25.06,-4.13%,41.55,2025
5.89,16.0,8.68,💎 強力關注,122.5,288.0,2025-12,6.380208333333334,大江,🧐 疑業外收益,-3.22,8436.TWO,16.11,N/A,-3.47,N/A,12.64,2025
44.63,11.41,59.99,💎 強力關注,892.0,2283.9,2025-12,5.858400105083409,華碩,🚀 利潤擴張,23.74,2357.TW,16.060000000000002,4.63%,25.86,15.94%,41.92,2025
3.73,37.64,5.43,⚠️ 追價風險,590.0,193.04999999999998,2025-12,45.84304584304584,華星光,🚀 利潤擴張,34.44,4979.TWO,15.95,N/A,27.06,N/A,43.01,2025
1.28,26.73,2.18,💎 強力關注,31.7000007629,71.25,2025-12,6.673684371136842,祺驊,🚀 利潤擴張,12.07,1593.TWO,15.929999999999998,10.89%,12.31,31.32%,28.24,2025
-0.2,0.0,-0.12,⚪ 數據不足,11.1499996185,-8.85,2025-12,0.0,太欣,🚀 利潤擴張,22.1,5302.TWO,15.870000000000005,N/A,39.69,N/A,55.56,2025
-0.24,87.3,-0.09,⚪ 數據不足,27.7000007629,-8.85,2025-12,0.0,成信實業*-創,🚀 利潤擴張,95.06,6969.TW,15.790000000000006,N/A,79.86,N/A,95.65,2025
-0.94,45.03,-1.4,⚪ 數據不足,136.5,-41.099999999999994,2025-12,0.0,光環,🚀 利潤擴張,19.64,3234.TWO,15.790000000000003,-32.45%,19.09,8.38%,34.88,2025
5.99,11.64,9.37,⚠️ 追價風險,593.0,308.85,2025-12,28.800388538125304,日月光投控,🚀 利潤擴張,7.92,3711.TW,15.79,9.94%,8.39,19.52%,24.18,2025
-0.35,44.44,-0.59,⚪ 數據不足,0.0,0.0,2025-12,0.0,易威,🚀 利潤擴張,12.53,1799.TWO,15.71,-18.36%,10.54,41.11%,26.25,2025
-0.86,-22.86,-0.99,⚪ 數據不足,36.9500007629,-49.95,2025-12,0.0,業強,🚀 利潤擴張,12.2,6124.TWO,15.649999999999999,N/A,1.16,N/A,16.81,2025
12.46,33.7,21.72,⚠️ 追價風險,1905.0,653.4000000000001,2025-12,43.732782369146,宜鼎,🚀 利潤擴張,41.37,5289.TWO,15.249999999999993,N/A,59.96,N/A,75.21,2025
2.0,26.58,2.92,💎 強力關注,78.8000030518,101.85,2025-12,11.605302364035346,固緯,🏰 高護城河,4.13,2423.TW,15.120000000000001,18.42%,5.54,51.76%,20.66,2025
-0.31,16.13,-0.4,⚪ 數據不足,20.4500007629,-15.449999999999998,2025-12,0.0,立軒,🧐 疑業外收益,12.72,6222.TWO,15.030000000000001,N/A,-0.4,N/A,14.63,2025
46.75,51.8,66.26,✅ 穩健價值,2385.0,2344.0499999999997,2025-12,15.262046458053371,台積電,🏰 高護城河,36.39,2330.TW,14.810000000000002,54.00%,31.61,62.33%,46.42,2025
2.35,9.22,2.87,💎 強力關注,51.5,111.75000000000001,2025-12,6.912751677852348,聚和,🚀 利潤擴張,4.39,6509.TWO,14.71,N/A,2.77,N/A,17.48,2025
2.02,-11.4,2.9,⚪ 數據不足,39.75,0.0,2025-12,0.0,輝創,🧐 疑業外收益,-0.96,6722.TW,14.329999999999998,N/A,-2.79,N/A,11.54,2025
1.12,-6.67,1.62,💎 強力關注,29.7000007629,58.8,2025-12,7.5765308068622454,福懋油,🧐 疑業外收益,-5.83,1225.TW,14.25,5.38%,-6.25,10.74%,8.0,2025
0.87,163.64,2.08,⚪ 數據不足,40.0,0.0,2025-12,0.0,資拓宏宇,🧐 疑業外收益,15.97,6614.TW,14.129999999999999,N/A,-2.37,N/A,11.76,2025
11.58,75.19,14.61,⚪ 數據不足,167.0,0.0,2025-12,0.0,東聯互動,🚀 利潤擴張,32.44,7738.TWO,14.11,N/A,30.15,N/A,44.26,2025
6.02,9.71,9.28,⚠️ 追價風險,716.0,315.59999999999997,2025-12,34.030418250950575,中砂,🚀 利潤擴張,15.28,1560.TW,14.079999999999998,15.49%,16.1,34.18%,30.18,2025
1.17,-53.39,2.56,⚠️ 追價風險,50.5999984741,31.95,2025-12,23.755867828215962,致和證,🚀 利潤擴張,-34.55,5864.TWO,13.940000000000005,N/A,42.16,N/A,56.1,2025
1.67,5.03,2.67,💎 強力關注,64.6999969482,86.25,2025-12,11.252173382295652,德勝,🧐 疑業外收益,-5.79,8048.TWO,13.9,N/A,-0.76,N/A,13.14,2025
0.92,-42.14,1.8,💎 強力關注,21.5,47.55,2025-12,6.782334384858045,欣陸,🚀 利潤擴張,-3.98,3703.TW,13.89,7.24%,11.98,13.84%,25.87,2025
-0.19,-375.0,-0.06,⚪ 數據不足,22.9500007629,-7.199999999999999,2025-12,0.0,天瀚,🚀 利潤擴張,-19.16,6225.TW,13.87,N/A,0.42,N/A,14.29,2025
1.54,-11.11,2.77,💎 強力關注,31.3500003815,88.20000000000002,2025-12,5.331632717942176,宣德,🚀 利潤擴張,11.53,5457.TWO,13.79,N/A,7.36,N/A,21.15,2025
0.49,28.21,0.68,💎 強力關注,12.1999998093,24.45,2025-12,7.484662459693252,高雄銀,🏰 高護城河,13.69,2836.TW,13.780000000000001,32.37%,14.52,89.95%,28.3,2025
-1.54,0.0,-2.24,⚪ 數據不足,7.9499998093,-76.95,2025-12,0.0,燁興,🌑 雙重衰退,-17.76,2007.TW,13.629999999999999,-33.95%,-23.43,-29.22%,-9.8,2025
4.14,-7.17,6.8,⚠️ 追價風險,489.5,215.39999999999998,2025-12,34.08774373259053,亞泰金屬,🚀 利潤擴張,-2.39,6727.TWO,13.499999999999998,N/A,8.58,N/A,22.08,2025
1.13,633.33,1.56,✅ 穩健價值,47.7000007629,47.25000000000001,2025-12,15.142857385047616,合勤控,🧐 疑業外收益,6.34,3704.TW,13.469999999999999,1.57%,-2.6,30.58%,10.87,2025
2.94,137.1,3.43,⚪ 數據不足,39.5999984741,0.0,2025-12,0.0,驊陞,🚀 利潤擴張,41.28,6272.TW,13.460000000000004,N/A,30.88,N/A,44.34,2025
-4.9,31.27,-8.65,⚪ 數據不足,53.0,-262.95000000000005,2025-12,0.0,泰鼎-KY,🧐 疑業外收益,-4.71,4927.TW,13.46,-27.74%,-6.83,-13.35%,6.63,2025
17.04,28.02,23.26,💎 強力關注,389.5,846.5999999999999,2025-12,6.901133947554926,樺漢,🧐 疑業外收益,-3.72,6414.TW,13.39,N/A,-2.8,N/A,10.59,2025
3.21,56.59,6.25,⚪ 數據不足,236.0,0.0,2025-12,0.0,捷創科技,🚀 利潤擴張,23.91,7810.TWO,13.059999999999995,N/A,34.56,N/A,47.62,2025
0.27,-35.71,0.61,⚠️ 追價風險,23.8999996185,13.05,2025-12,27.471263929310346,富強鑫,🚀 利潤擴張,9.61,6603.TWO,12.78,N/A,12.22,N/A,25.0,2025
6.5,68.94,9.13,💎 強力關注,74.6999969482,288.0,2025-12,3.8906248410520834,必應,🚀 利潤擴張,33.28,6625.TW,12.649999999999999,N/A,38.99,N/A,51.64,2025
2.47,2.54,3.92,✅ 穩健價值,101.5,124.20000000000002,2025-12,12.258454106280192,瀚荃,🚀 利潤擴張,4.44,8103.TW,12.46,N/A,5.25,N/A,17.71,2025
3.61,9.06,5.51,⚠️ 追價風險,265.5,180.29999999999998,2025-12,22.088186356073212,華通,🚀 利潤擴張,4.46,2313.TW,12.36,10.97%,4.87,18.70%,17.23,2025
8.34,24.85,13.46,💎 強力關注,184.0,449.54999999999995,2025-12,6.139472806139473,實威,🚀 利潤擴張,13.82,8416.TWO,12.29,N/A,9.96,N/A,22.25,2025
1.85,35.04,2.42,✅ 穩健價值,77.8000030518,87.44999999999999,2025-12,13.344768962572902,英業達,🚀 利潤擴張,15.92,2356.TW,12.260000000000002,1.48%,6.95,5.21%,19.21,2025
0.5,100.0,2.12,✅ 穩健價值,39.0,44.25,2025-12,13.220338983050846,彬台,🚀 利潤擴張,71.69,3379.TWO,12.180000000000007,7.02%,82.32,13.52%,94.5,2025
72.23,67.72,103.92,⚠️ 追價風險,18265.0,3595.8,2025-12,76.19305856832972,信驊,🚀 利潤擴張,52.48,5274.TWO,12.18,N/A,40.64,N/A,52.82,2025
3.69,61.14,3.44,💎 強力關注,22.2999992371,186.0,2025-12,1.79838703525,坤悅,🚀 利潤擴張,56.94,5206.TWO,11.849999999999994,N/A,55.14,N/A,66.99,2025
2.27,13.5,3.19,💎 強力關注,43.2999992371,111.9,2025-12,5.80428944197051,中鋼構,🚀 利潤擴張,10.09,2013.TW,11.79,2.40%,6.36,4.40%,18.15,2025
-1.09,-137.78,-0.57,⚪ 數據不足,17.7999992371,-48.6,2025-12,0.0,國光生,🧐 疑業外收益,-35.17,4142.TW,11.74,23.11%,-9.99,49.56%,1.75,2025
7.17,52.55,9.01,✅ 穩健價值,322.0,374.69999999999993,2025-12,12.890312249799841,京元電子,🚀 利潤擴張,27.65,2449.TW,11.590000000000003,28.21%,30.08,37.66%,41.67,2025
1.11,-23.97,1.98,⚪ 中性觀察,35.2999992371,29.849999999999998,2025-12,17.738693083969853,康和證,🚀 利潤擴張,-12.49,6016.TWO,11.55,N/A,1.59,N/A,13.14,2025
-1.73,-19.72,-2.68,⚪ 數據不足,103.5,-99.60000000000001,2025-12,0.0,蔚華科,🌑 雙重衰退,-39.2,3055.TW,11.239999999999998,-125.48%,-31.79,16.83%,-20.55,2025
12.09,34.48,17.36,💎 強力關注,408.5,610.05,2025-12,10.044258667322351,華景電,🚀 利潤擴張,19.97,6788.TWO,11.120000000000001,N/A,19.97,N/A,31.09,2025
0.81,-10.99,1.35,⚠️ 追價風險,73.0,41.1,2025-12,26.642335766423354,鉅橡,🚀 利潤擴張,4.12,8074.TWO,10.98,N/A,4.4,N/A,15.38,2025
13.61,50.06,19.47,⚠️ 追價風險,1350.0,656.4,2025-12,30.850091407678246,金像電,🚀 利潤擴張,49.83,2368.TW,10.75,24.30%,54.05,33.66%,64.8,2025
14.75,25.96,19.45,💎 強力關注,512.0,717.1500000000001,2025-12,10.709056682702363,健鼎,🚀 利潤擴張,11.61,3044.TW,10.400000000000002,17.08%,11.54,25.47%,21.94,2025
0.77,32.76,1.25,⚪ 中性觀察,44.75,41.85,2025-12,16.03942652329749,華經,🚀 利潤擴張,25.51,2468.TW,10.27,4.34%,19.94,11.41%,30.21,2025
0.6,-55.04,0.93,⚠️ 追價風險,37.0,1.1999999999999993,2025-12,462.5000000000002,宏璟,🏰 高護城河,-70.82,2527.TW,10.25,12.48%,-90.93,61.03%,-80.68,2025
1.07,-16.8,1.59,⚪ 數據不足,0.0,0.0,2025-12,0.0,泰山,🧐 疑業外收益,-6.62,1218.TW,10.05,2.59%,-5.32,16.49%,4.73,2025
8.11,41.71,11.61,💎 強力關注,282.0,402.59999999999997,2025-12,10.506706408345755,文曄,🚀 利潤擴張,19.83,3036.TW,10.049999999999997,1.75%,22.78,3.74%,32.83,2025
7.84,58.06,10.26,✅ 穩健價值,270.5,384.15,2025-12,10.562280359234673,臺慶科,🚀 利潤擴張,20.14,3357.TWO,9.989999999999998,14.20%,20.3,28.44%,30.29,2025
2.65,26.19,3.42,✅ 穩健價值,62.2999992371,123.75,2025-12,7.5515150590424245,虹冠電,🚀 利潤擴張,22.45,3257.TW,9.86,18.06%,29.32,45.11%,39.18,2025
1.62,23.66,2.12,✅ 穩健價值,33.4500007629,79.95,2025-12,6.275797516491557,玉山金,🏰 高護城河,15.61,2884.TW,9.619999999999997,40.48%,20.44,91.14%,30.06,2025
-0.05,-117.24,0.03,⚠️ 追價風險,11.8000001907,3.3,2025-12,53.636364503181824,首利,🔄 轉虧為盈,-27.03,1471.TW,9.369999999999997,-72.91%,-34.37,5.75%,-25.0,2025
4.55,-0.44,6.47,✅ 穩健價值,67.4000015259,232.95,2025-12,4.339987219954926,東和鋼鐵,🧐 疑業外收益,-2.5,2006.TW,9.21,10.83%,-3.84,15.94%,5.37,2025
9.27,24.31,13.04,✅ 穩健價值,325.5,453.15000000000003,2025-12,10.774577954319762,茂達,🚀 利潤擴張,21.32,6138.TWO,9.05,N/A,22.89,N/A,31.94,2025
1.43,10.0,1.9,✅ 穩健價值,37.7000007629,68.39999999999999,2025-12,8.267544026951754,華南金,🏰 高護城河,1.87,2880.TW,9.04,45.93%,4.06,97.25%,13.1,2025
-0.1,79.17,-0.73,⚪ 數據不足,47.2999992371,-7.05,2025-12,0.0,攸泰科技,🧐 疑業外收益,5.88,6928.TW,8.95,N/A,-2.54,N/A,6.41,2025
0.65,12.28,0.72,✅ 穩健價值,30.25,32.55,2025-12,13.940092165898617,光譜,🧐 疑業外收益,-6.16,5381.TWO,8.32,N/A,-5.88,N/A,2.44,2025
7.92,17.13,9.97,✅ 穩健價值,81.4000015259,383.4,2025-12,3.184663596474961,力泰,🚀 利潤擴張,3.98,5520.TWO,8.3,N/A,2.6,N/A,10.9,2025
-0.65,55.65,-1.54,⚪ 數據不足,3.2699999809,-39.300000000000004,2025-12,0.0,大略-KY,🚀 利潤擴張,8.04,4804.TWO,8.24,-65.06%,7.41,-7.81%,15.65,2025
2.27,14.07,3.87,✅ 穩健價值,50.7999992371,118.8,2025-12,6.414141317815657,宇智,🧐 疑業外收益,12.82,6470.TWO,8.06,N/A,-0.56,N/A,7.5,2025
5.84,-5.4,7.93,✅ 穩健價值,103.5,290.85,2025-12,5.337802991232594,智冠,🧐 疑業外收益,-8.2,5478.TWO,8.03,N/A,-3.78,N/A,4.25,2025
1.41,-2.16,2.45,✅ 穩健價值,58.0,74.1,2025-12,11.74089068825911,華泰,🚀 利潤擴張,19.58,2329.TW,8.0,8.19%,20.92,15.35%,28.92,2025
26.92,62.75,36.75,⚠️ 追價風險,3730.0,1360.5,2025-12,41.12458654906284,健策,🚀 利潤擴張,52.19,3653.TW,7.960000000000001,31.26%,42.0,41.25%,49.96,2025
13.9,23.16,19.63,✅ 穩健價值,192.0,690.6,2025-12,4.170286707211121,鼎翰,🚀 利潤擴張,40.71,3611.TWO,7.640000000000001,8.38%,31.04,32.53%,38.68,2025
2.82,-1.4,4.74,✅ 穩健價值,46.25,121.2,2025-12,5.724009900990099,凌網,🚀 利潤擴張,17.89,5212.TWO,7.530000000000001,N/A,15.91,N/A,23.44,2025
1.22,-0.64,2.02,✅ 穩健價值,50.0999984741,59.1,2025-12,12.715735653324872,東浦,🚀 利潤擴張,15.97,3290.TWO,7.41,14.85%,18.23,30.40%,25.64,2025
-1.0,11.5,-1.18,⚪ 數據不足,27.0,-45.89999999999999,2025-12,0.0,矽瑪,🧐 疑業外收益,1.3,3511.TWO,7.279999999999999,-5.62%,-0.93,15.28%,6.35,2025
0.52,-41.67,0.75,⚠️ 追價風險,41.5999984741,25.95,2025-12,24.046241892543353,華新,🧐 疑業外收益,-0.21,1605.TW,7.18,-1.88%,-2.83,4.90%,4.35,2025
34.07,52.4,48.08,✅ 穩健價值,1230.0,1659.9,2025-12,11.115127417314294,漢唐,🚀 利潤擴張,30.93,2404.TW,7.150000000000006,13.88%,39.37,17.19%,46.52,2025
4.75,5.79,6.58,⚠️ 追價風險,622.0,241.20000000000002,2025-12,38.68159203980099,禾伸堂,🚀 利潤擴張,5.39,3026.TW,7.09,5.81%,5.01,17.62%,12.1,2025
8.62,28.46,10.02,✅ 穩健價值,97.6999969482,395.85,2025-12,3.7021597934141717,生展,🚀 利潤擴張,7.66,8279.TWO,6.99,N/A,6.1,N/A,13.09,2025
4.94,28.23,6.64,✅ 穩健價值,248.5,239.70000000000002,2025-12,15.550688360450563,光寶科,🚀 利潤擴張,23.16,2301.TW,6.98,10.49%,21.11,21.72%,28.09,2025
0.99,3.13,1.66,✅ 穩健價值,29.3999996185,52.5,2025-12,8.399999891,樂斯科,🌑 雙重衰退,-7.37,6662.TWO,6.709999999999999,N/A,-10.2,N/A,-3.49,2025
0.94,10.59,1.34,✅ 穩健價值,34.3499984741,45.3,2025-12,11.374171680165562,精聯,🚀 利潤擴張,0.48,3652.TW,6.61,2.52%,0.59,32.08%,7.2,2025
2.56,17.51,3.06,✅ 穩健價值,40.75,122.85000000000002,2025-12,4.975579975579975,上海商銀,🚀 利潤擴張,3.26,5876.TW,6.409999999999999,N/A,3.7,N/A,10.11,2025
-3.69,7.98,-3.92,⚪ 數據不足,194.5,-168.45000000000002,2025-12,0.0,惠特,🧐 疑業外收益,38.55,6706.TW,6.380000000000001,N/A,-3.41,N/A,2.97,2025
8.17,75.65,9.14,✅ 穩健價值,214.5,355.8,2025-12,9.04300168634064,元太,🚀 利潤擴張,29.4,8069.TWO,6.300000000000001,N/A,12.29,N/A,18.59,2025
5.77,-23.43,9.9,✅ 穩健價值,111.0,327.6,2025-12,5.082417582417581,軒郁,🌑 雙重衰退,-15.54,6703.TWO,6.289999999999999,N/A,-8.29,N/A,-2.0,2025
1.5,2.8,2.05,✅ 穩健價值,25.3999996185,81.89999999999999,2025-12,4.652014582142858,瑞智,🧐 疑業外收益,-0.93,4532.TW,6.26,6.80%,-5.76,17.17%,0.5,2025
4.31,19.44,6.4,⚠️ 追價風險,570.0,213.00000000000003,2025-12,40.14084507042253,矽力*-KY,🚀 利潤擴張,0.55,6415.TW,6.200000000000001,N/A,1.94,N/A,8.14,2025
2.24,-17.65,6.0,✅ 穩健價值,74.1999969482,151.04999999999998,2025-12,7.36842074957299,長虹,🌑 雙重衰退,-38.06,5534.TW,6.09,N/A,-29.66,N/A,-23.57,2025
6.36,15.04,8.43,✅ 穩健價值,110.0,315.15000000000003,2025-12,5.2356020942408374,神基,🚀 利潤擴張,9.96,3005.TW,6.070000000000002,14.37%,10.6,31.02%,16.67,2025
0.32,0.0,0.42,⚠️ 追價風險,33.2000007629,15.75,2025-12,31.619048345619042,台聯櫃,🚀 利潤擴張,1.76,5601.TWO,5.880000000000001,N/A,1.81,N/A,7.69,2025
-1.24,-18.1,-1.74,⚪ 數據不足,5.1300001144,-62.85000000000001,2025-12,0.0,再生-KY,🌑 雙重衰退,-18.71,1337.TW,5.83,-65.33%,-18.82,-19.71%,-12.99,2025
2.07,6.7,2.6,✅ 穩健價值,39.5499992371,104.69999999999999,2025-12,5.666189002449857,興農,🧐 疑業外收益,-2.3,1712.TW,5.68,5.88%,-1.68,29.22%,4.0,2025
3.44,-0.87,4.78,✅ 穩健價值,48.3499984741,173.55,2025-12,4.178910844779602,擎邦,🚀 利潤擴張,-2.12,6122.TWO,5.67,N/A,1.36,N/A,7.03,2025
