id,name,price,signal,pnl,count,win_rate,reason
6515.TW,穎崴,8220.0,☁️ 觀望,187.85,7,85.71,[P:0.95/8.0] [📉 轉弱] 等待機會
5536.TWO,聖暉*,1055.0,💎 持股,126.29,9,66.67,[📈 標準 V3] [P:0.95/50.0] [🚀 極強] 趨勢維持
6640.TWO,均華,1265.0,☁️ 觀望,111.88,6,66.67,[P:0.95/8.0] [📉 轉弱] 等待機會
3131.TWO,弘塑,3200.0,🚀 持股,103.39,6,50.0,[🚀 爆發 5D30%] [P:0.95/8.0] [⏳ 猶豫] 趨勢維持
6187.TWO,萬潤,1065.0,☁️ 觀望,88.82,7,57.14,[P:0.95/8.0] [📉 轉弱] 等待機會
3030.TW,德律,372.5,☁️ 觀望,79.35,7,71.43,[P:0.95/8.0] [📉 轉弱] 等待機會
8064.TWO,東捷,172.5,💎 持股,69.59,9,44.44,[📈 標準 V3] [P:0.95/50.0] [🚀 極強] 趨勢維持
6196.TW,帆宣,510.0,💎 持股,67.36,9,55.56,[📈 標準 V3] [P:0.95/50.0] [📈 穩定] 趨勢維持
2467.TW,志聖,615.0,☁️ 觀望,59.17,6,66.67,[P:0.95/8.0] [🚀 極強] 等待機會
3583.TW,辛耘,845.0,☁️ 觀望,56.42,8,62.5,[P:0.95/8.0] [📈 穩定] 等待機會
3455.TWO,由田,230.5,☁️ 觀望,40.03,7,14.29,[P:0.95/8.0] [📉 轉弱] 等待機會
5443.TWO,均豪,122.0,☁️ 觀望,27.19,6,50.0,[P:0.95/8.0] [📉 轉弱] 等待機會
8027.TWO,鈦昇,291.0,💎 持股,4.16,10,30.0,[📈 標準 V3] [P:0.95/50.0] [🚀 極強] 趨勢維持
3402.TWO,漢科,145.0,☁️ 觀望,-27.96,9,11.11,[P:0.95/8.0] [📉 轉弱] 等待機會
