
📅 投資日報表: 2026-06-04
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 309.00   | 309.00   | 293.00   | 293.00   | 110,201,540  | 241.21      | 2000     | ▲103,580  |  +21.47%
4142     | 國光生        | 17.35    | 18.00    | 17.35    | 17.80    | 2,693,710    | 25.32       | 1000     | ▼7,520    |  -29.70%
0050     | 元大台灣50     | 106.75   | 107.00   | 106.05   | 106.10   | 121,305,311  | 46.60       | 16016    | ▲952,952  | +127.68%
0056     | 元大高股息      | 53.30    | 53.30    | 52.50    | 52.65    | 66,642,949   | 36.43       | 8000     | ▲129,760  |  +44.52%
00635U   | 期元大S&P黃金   | 46.54    | 46.83    | 46.50    | 46.76    | 1,952,862    | 55.25       | 3000     | ▼25,470   |  -15.37%
00738U   | 期元大道瓊白銀    | 59.20    | 59.55    | 58.70    | 59.05    | 9,733,917    | 66.26       | 1000     | ▼7,210    |  -10.88%
00929    | 復華台灣科技優息   | 30.78    | 30.90    | 30.25    | 30.47    | 28,112,795   | 19.73       | 8000     | ▲85,920   |  +54.43%
009816   | 凱基台灣TOP50  | 15.60    | 15.67    | 15.48    | 15.48    | 206,138,011  | 11.01       | 63000    | ▲281,610  |  +40.60%
00990A   | 主動元大AI新經濟  | 20.78    | 20.80    | 20.53    | 20.70    | 62,961,509   | 11.48       | 5000     | ▲46,100   |  +80.31%
2009     | 第一銅        | 45.20    | 45.95    | 43.65    | 44.50    | 23,345,130   | 50.56       | 4000     | ▼24,240   |  -11.99%
2337     | 旺宏         | 158.00   | 161.00   | 156.50   | 156.50   | 26,937,931   | 95.28       | 2000     | ▲122,440  |  +64.25%
2409     | 友達         | 28.40    | 29.60    | 27.50    | 29.25    | 877,327,316  | 16.21       | 2000     | ▲26,080   |  +80.44%
3481     | 群創         | 56.90    | 57.00    | 55.20    | 55.80    | 169,309,153  | 25.10       | 4000     | ▲122,800  | +122.31%
6806     | 森崴能源       | 6.26     | 6.26     | 6.26     | 6.26     | 841,294      | 45.39       | 5000     | ▼195,650  |  -86.21%
3105     | 穩懋         | 515.00   | 533.00   | 486.00   | 487.50   | 28,417,030   | 556.47      | 300      | ▼20,691   |  -12.39%
4966     | 譜瑞-KY      | 788.00   | 795.00   | 741.00   | 756.00   | 5,103,442    | 1921.64     | 1000     | ▼1,165,640 |  -60.66%
00403A   | 主動統一升級50   | 10.68    | 10.71    | 10.56    | 10.59    | 405,827,142  | 10.68       | 26026    | ▼2,342    |   -0.84%
00981A   | 主動統一台股增長   | 31.48    | 31.62    | 31.06    | 31.36    | 191,453,673  | 27.48       | 2000     | ▲7,760    |  +14.12%
2313     | 華通         | 266.00   | 272.00   | 258.00   | 265.50   | 39,365,317   | 250.71      | 1000     | ▲14,790   |   +5.90%
2330     | 台積電        | 2385.00  | 2415.00  | 2385.00  | 2385.00  | 28,261,827   | 225.55      | 10       | ▲21,594   | +957.42%
6789     | 采鈺         | 530.00   | 533.00   | 521.00   | 524.00   | 1,851,965    | 593.50      | 400      | ▼27,800   |  -11.71%
5474     | 聰泰         | 178.50   | 179.00   | 174.00   | 176.00   | 526,588      | 175.15      | 2000     | ▲1,700    |   +0.49%
6849     | 奇鼎科技       | 193.00   | 221.00   | 193.00   | 210.50   | 422,312      | 266.40      | 280      | ▼15,652   |  -20.98%
7853     | 政美應用       | 366.00   | 366.00   | 337.50   | 350.50   | 502,084      | 409.29      | 280      | ▼16,461   |  -14.36%
9105     | 泰金寶-DR     | 11.95    | 12.70    | 11.90    | 12.70    | 83,969,150   | 8.97        | 3000     | ▲11,190   |  +41.58%
3576     | 聯合再生       | 18.40    | 18.80    | 18.05    | 18.05    | 15,168,249   | 18.50       | 2000     | ▼900      |   -2.43%
1721     | 三晃         | 27.70    | 29.15    | 27.60    | 27.65    | 2,882,843    | 27.88       | 3000     | ▼700      |   -0.84%
8215     | 明基材        | 32.50    | 32.50    | 30.50    | 30.50    | 3,830,484    | 31.60       | 200      | ▼220      |   -3.48%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       7,044,213    📊 未實現損益:        +417,780 (  +5.93%)
