日期,代碼,名稱,收盤價,漲跌幅%,成交量(張),MJ狀態,J線值,MACD柱狀體
2026-04-10,8935.TWO,邦泰,19.5,9.86,536,🔥 MJ強勢攻擊,40.48,0.12
2026-04-10,2258.TW,鴻華先進-創,27.75,2.78,824,🔥 MJ強勢攻擊,43.95,0.4
2026-04-10,5269.TW,祥碩,1110.0,2.3,871,🔥 MJ強勢攻擊,48.95,5.38
2026-04-10,4157.TWO,太景*-KY,11.25,1.81,952,🔥 MJ強勢攻擊,31.14,0.06
2026-04-10,1808.TW,潤隆,30.9,1.64,858,🔥 MJ強勢攻擊,38.04,0.01
2026-04-10,1514.TW,亞力,104.5,1.46,1371,🔥 MJ強勢攻擊,44.71,0.38
2026-04-10,8042.TWO,金山電,56.0,1.08,1109,🔥 MJ強勢攻擊,48.25,0.66
2026-04-10,1519.TW,華城,814.0,0.99,959,🔥 MJ強勢攻擊,30.03,0.52
2026-04-10,1536.TW,和大,48.55,0.83,922,🔥 MJ強勢攻擊,31.3,0.24
2026-04-10,1440.TW,南紡,12.75,0.79,1355,🔥 MJ強勢攻擊,29.48,0.0
2026-04-10,2889.TW,國票金,15.35,0.66,1664,🔥 MJ強勢攻擊,27.47,0.0
2026-04-10,1504.TW,東元,59.7,0.34,7889,🔥 MJ強勢攻擊,16.66,0.26
2026-04-10,2365.TW,昆盈,31.35,0.32,1277,🔥 MJ強勢攻擊,43.42,0.12
2026-04-10,6282.TW,康舒,46.15,0.11,12847,🔥 MJ強勢攻擊,47.85,0.06
2026-04-10,2363.TW,矽統,47.2,0.11,2587,🔥 MJ強勢攻擊,33.36,0.04
2026-04-10,2547.TW,日勝生,10.65,0.0,1326,🔥 MJ強勢攻擊,49.81,0.02
2026-04-10,6188.TWO,廣明,87.5,-0.11,1858,🔥 MJ強勢攻擊,41.39,0.14
2026-04-10,8110.TW,華東,49.3,-0.2,11472,🔥 MJ強勢攻擊,40.6,0.23
2026-04-10,2515.TW,中工,13.15,-0.75,7008,🔥 MJ強勢攻擊,34.17,0.07
2026-04-10,2498.TW,宏達電,39.8,-0.75,4429,🔥 MJ強勢攻擊,49.71,0.2
2026-04-10,5608.TW,四維航,16.2,-0.92,1169,🔥 MJ強勢攻擊,38.72,0.03
2026-04-10,1522.TW,堤維西,31.35,-0.95,645,🔥 MJ強勢攻擊,26.54,0.63
2026-04-10,1301.TW,台塑,46.95,-0.95,15703,🔥 MJ強勢攻擊,46.88,0.15
2026-04-10,2331.TW,精英,21.3,-1.16,1509,🔥 MJ強勢攻擊,42.24,0.19
2026-04-10,2049.TW,上銀,242.0,-1.22,4492,🔥 MJ強勢攻擊,46.56,2.2
2026-04-10,6235.TW,華孚,45.2,-1.31,527,🔥 MJ強勢攻擊,18.23,0.14
2026-04-10,2401.TW,凌陽,19.75,-1.5,2006,🔥 MJ強勢攻擊,37.72,0.04
2026-04-10,8932.TWO,智通*,81.0,-1.7,2451,🔥 MJ強勢攻擊,48.15,0.85
2026-04-10,8131.TW,福懋科,60.8,-1.78,3716,🔥 MJ強勢攻擊,45.98,0.31
2026-04-10,2014.TW,中鴻,18.55,-1.85,7092,🔥 MJ強勢攻擊,49.91,0.01
2026-04-10,2431.TW,聯昌,11.3,-3.0,993,🔥 MJ強勢攻擊,15.48,0.03
2026-04-10,3680.TWO,家登,390.5,-6.47,3879,🔥 MJ強勢攻擊,49.84,2.63
2026-04-10,2413.TW,環科,53.6,9.95,7143,🚀 MJ低檔反彈,39.89,-0.31
2026-04-10,6127.TWO,九豪,42.75,9.9,13912,🚀 MJ低檔反彈,31.85,-0.45
2026-04-10,4960.TW,誠美材,23.0,9.79,23686,🚀 MJ低檔反彈,29.12,-0.94
2026-04-10,6596.TWO,寬宏藝術,101.5,5.73,664,🚀 MJ低檔反彈,20.67,-1.05
2026-04-10,5536.TWO,聖暉*,723.0,4.03,1501,🚀 MJ低檔反彈,24.86,-5.79
2026-04-10,4564.TW,元翎,18.6,3.33,1270,🚀 MJ低檔反彈,38.7,-0.17
2026-04-10,2324.TW,仁寶,28.2,3.3,35943,🚀 MJ低檔反彈,34.43,-0.11
2026-04-10,2406.TW,國碩,32.5,2.85,11641,🚀 MJ低檔反彈,21.64,-0.53
2026-04-10,3701.TW,大眾控,56.1,2.75,3707,🚀 MJ低檔反彈,24.64,-0.56
2026-04-10,8088.TWO,品安,50.4,2.65,1816,🚀 MJ低檔反彈,30.31,-0.32
2026-04-10,6770.TW,力積電,55.4,2.59,133762,🚀 MJ低檔反彈,30.2,-0.47
2026-04-10,6485.TWO,點序,78.7,2.08,528,🚀 MJ低檔反彈,17.82,-0.49
2026-04-10,8926.TW,台汽電,44.05,1.85,2736,🚀 MJ低檔反彈,24.3,-0.03
2026-04-10,2464.TW,盟立,68.9,1.77,2407,🚀 MJ低檔反彈,33.31,-0.39
2026-04-10,3707.TWO,漢磊,50.7,1.0,3255,🚀 MJ低檔反彈,23.57,-0.35
2026-04-10,6244.TWO,茂迪,25.8,0.98,6093,🚀 MJ低檔反彈,14.77,-0.29
2026-04-10,2543.TW,皇昌,57.9,0.7,982,🚀 MJ低檔反彈,11.21,-0.25
2026-04-10,3006.TW,晶豪科,156.0,0.65,16276,🚀 MJ低檔反彈,25.61,-2.54
2026-04-10,6125.TWO,廣運,52.2,0.58,1056,🚀 MJ低檔反彈,9.82,-0.27
2026-04-10,2392.TW,正崴,34.1,0.29,1155,🚀 MJ低檔反彈,28.99,-0.1
2026-04-10,3060.TW,銘異,29.5,0.17,1983,🚀 MJ低檔反彈,32.51,-0.13
2026-04-10,9958.TW,世紀鋼,107.0,0.0,1083,🚀 MJ低檔反彈,34.08,-1.02
2026-04-10,2609.TW,陽明,51.3,0.0,17643,🚀 MJ低檔反彈,12.17,-0.01
2026-04-10,6477.TW,安集,33.3,-0.45,547,🚀 MJ低檔反彈,33.91,-0.01
2026-04-10,3005.TW,神基,100.0,-0.5,3470,🚀 MJ低檔反彈,29.56,-0.59
2026-04-10,1477.TW,聚陽,219.5,-1.35,1022,🚀 MJ低檔反彈,13.13,-0.28
2026-04-10,7795.TW,長廣,344.0,-1.71,533,🚀 MJ低檔反彈,35.4,-2.46
2026-04-10,1809.TW,中釉,25.55,-1.73,1797,🚀 MJ低檔反彈,31.4,-0.41
2026-04-10,1314.TW,中石化,7.71,-4.1,83156,🚀 MJ低檔反彈,23.24,-0.08
2026-04-10,2314.TW,台揚,13.65,9.64,2237,💧 築底觀察,8.4,-0.97
2026-04-10,2485.TW,兆赫,73.5,5.15,40502,💧 築底觀察,5.01,-3.53
2026-04-10,5291.TWO,邑昇,70.9,2.9,1359,💧 築底觀察,0.47,-2.41
2026-04-10,6472.TW,保瑞,411.5,2.24,1025,💧 築底觀察,5.56,-5.84
2026-04-10,1904.TW,正隆,19.05,1.87,2193,💧 築底觀察,1.2,-0.13
2026-04-10,1305.TW,華夏,16.7,1.83,11223,💧 築底觀察,1.49,-0.47
2026-04-10,3543.TW,州巧,44.85,1.7,1183,💧 築底觀察,7.96,-0.78
2026-04-10,3149.TW,正達,41.4,1.47,5438,💧 築底觀察,9.58,-0.31
2026-04-10,5309.TWO,系統電,56.4,1.44,2437,💧 築底觀察,4.58,-0.15
2026-04-10,4128.TWO,中天,16.9,1.2,600,💧 築底觀察,8.39,0.06
2026-04-10,1723.TW,中碳,78.1,1.17,1023,💧 築底觀察,-1.66,-1.62
2026-04-10,4123.TWO,晟德,39.95,0.63,2083,💧 築底觀察,7.36,-0.17
2026-04-10,1304.TW,台聚,15.95,0.63,19701,💧 築底觀察,2.13,-0.49
2026-04-10,1909.TW,榮成,9.8,0.62,3242,💧 築底觀察,-4.09,-0.08
2026-04-10,8936.TWO,國統,50.7,0.6,1727,💧 築底觀察,7.58,-0.43
2026-04-10,3712.TW,永崴投控,17.3,0.58,622,💧 築底觀察,4.85,-0.86
2026-04-10,2601.TW,益航,5.7,0.53,1407,💧 築底觀察,2.75,-0.07
2026-04-10,6279.TWO,胡連,103.5,0.49,560,💧 築底觀察,3.27,-1.33
2026-04-10,2233.TW,宇隆,213.0,0.24,910,💧 築底觀察,-0.46,-2.32
2026-04-10,1708.TW,東鹼,39.55,0.13,3382,💧 築底觀察,0.22,-1.13
2026-04-10,00719B.TWO,元大美債1-3,31.39,0.06,2646,💧 築底觀察,5.56,-0.04
2026-04-10,9938.TW,百和,45.4,0.0,1221,💧 築底觀察,-1.23,-0.03
2026-04-10,4167.TWO,松瑞藥,20.45,0.0,805,💧 築底觀察,-2.85,-0.24
2026-04-10,4744.TWO,皇將,33.2,0.0,637,💧 築底觀察,-4.21,-1.09
2026-04-10,4306.TW,炎洲,13.5,0.0,617,💧 築底觀察,-5.09,-0.04
2026-04-10,1434.TW,福懋,16.4,0.0,1221,💧 築底觀察,6.11,0.0
2026-04-10,4532.TW,瑞智,24.45,0.0,1920,💧 築底觀察,5.73,-0.14
2026-04-10,2913.TW,農林,12.1,0.0,2238,💧 築底觀察,-3.01,-0.02
2026-04-10,2616.TW,山隆,15.5,0.0,692,💧 築底觀察,4.39,-0.43
2026-04-10,2204.TW,中華,54.2,0.0,1497,💧 築底觀察,-7.19,-0.18
2026-04-10,00864B.TWO,中信美國公債0-1,46.51,-0.11,942,💧 築底觀察,-6.61,-0.1
2026-04-10,2634.TW,漢翔,46.45,-0.21,2642,💧 築底觀察,5.84,-0.02
2026-04-10,00641R.TW,富邦日本反1,4.05,-0.25,1130,💧 築底觀察,-0.55,-0.05
2026-04-10,00865B.TW,國泰US短期公債,48.09,-0.25,5282,💧 築底觀察,-0.86,-0.11
2026-04-10,4510.TWO,高鋒,40.95,-0.36,615,💧 築底觀察,-11.47,-0.36
2026-04-10,6869.TW,雲豹能源,81.8,-0.37,669,💧 築底觀察,3.31,-0.48
2026-04-10,3323.TWO,加百裕,32.15,-0.46,551,💧 築底觀察,2.75,-0.14
2026-04-10,00674R.TW,期元大S&P黃金反1,5.2,-0.57,1407,💧 築底觀察,2.57,-0.08
2026-04-10,2520.TW,冠德,30.75,-0.65,1409,💧 築底觀察,-3.4,-0.23
2026-04-10,00673R.TW,期元大S&P原油反1,13.64,-0.66,22970,💧 築底觀察,-6.25,-0.56
2026-04-10,2405.TW,輔信,15.1,-0.66,1580,💧 築底觀察,7.83,-0.09
2026-04-10,1229.TW,聯華,44.35,-0.67,1879,💧 築底觀察,-7.73,-0.07
2026-04-10,9933.TW,中鼎,35.35,-0.7,4433,💧 築底觀察,9.34,-0.43
2026-04-10,8033.TW,雷虎,130.0,-0.76,2085,💧 築底觀察,4.66,-1.75
2026-04-10,2017.TW,官田鋼,9.72,-0.82,687,💧 築底觀察,1.65,-0.1
2026-04-10,2528.TW,皇普,23.9,-0.83,515,💧 築底觀察,3.44,-0.22
2026-04-10,6409.TW,旭隼,714.0,-0.83,1084,💧 築底觀察,8.56,2.4
2026-04-10,00669R.TW,國泰美國道瓊反1,5.72,-0.87,1289,💧 築底觀察,-15.45,-0.08
2026-04-10,9921.TW,巨大,67.3,-0.88,2203,💧 築底觀察,-5.47,-0.09
2026-04-10,3058.TW,立德,9.06,-0.88,1530,💧 築底觀察,-5.85,-0.12
2026-04-10,00648R.TW,元大S&P500反1,4.39,-0.9,1382,💧 築底觀察,-13.64,-0.07
2026-04-10,4303.TWO,信立,53.6,-0.92,581,💧 築底觀察,-1.47,-0.24
2026-04-10,2354.TW,鴻準,50.1,-0.99,5137,💧 築底觀察,2.19,0.01
2026-04-10,00671R.TW,富邦NASDAQ反1,2.89,-1.03,6600,💧 築底觀察,-11.85,-0.04
2026-04-10,1905.TW,華紙,14.3,-1.04,2781,💧 築底觀察,0.48,-0.41
2026-04-10,9941.TW,裕融,74.8,-1.06,1370,💧 築底觀察,-6.74,-0.56
2026-04-10,3041.TW,揚智,21.4,-1.15,637,💧 築底觀察,-1.07,-0.08
2026-04-10,9136.TW,巨騰-DR,8.59,-1.26,1090,💧 築底觀察,6.65,-0.28
2026-04-10,1313.TW,聯成,11.75,-1.26,4755,💧 築底觀察,-1.41,-0.29
2026-04-10,6142.TW,友勁,9.12,-1.3,907,💧 築底觀察,-4.15,-0.12
2026-04-10,6505.TW,台塑化,52.0,-1.33,10978,💧 築底觀察,1.23,-0.78
2026-04-10,5871.TW,中租-KY,107.0,-1.38,4636,💧 築底觀察,2.3,-0.6
2026-04-10,1712.TW,興農,42.45,-1.39,1141,💧 築底觀察,-10.23,-0.37
2026-04-10,00715L.TW,期街口S&P布蘭特油正2,48.73,-1.4,27935,💧 築底觀察,-4.0,-3.92
2026-04-10,6854.TW,錼創科技-KY創,137.5,-1.43,628,💧 築底觀察,4.42,-1.99
2026-04-10,00686R.TW,群益臺灣加權反1,1.31,-1.5,15546,💧 築底觀察,-10.06,-0.02
2026-04-10,2630.TW,亞航,45.85,-1.5,683,💧 築底觀察,0.36,-0.29
2026-04-10,4533.TWO,協易機,29.25,-1.52,1660,💧 築底觀察,-1.26,-0.37
2026-04-10,1312.TW,國喬,12.6,-1.56,9494,💧 築底觀察,1.44,-0.24
2026-04-10,00638R.TW,元大滬深300反1,6.9,-1.57,545,💧 築底觀察,-8.38,-0.05
2026-04-10,1337.TW,再生-KY,5.53,-1.6,800,💧 築底觀察,-5.3,-0.19
2026-04-10,9919.TW,康那香,15.15,-1.62,563,💧 築底觀察,-4.15,-0.03
2026-04-10,00676R.TW,富邦臺灣加權反1,7.29,-1.75,5538,💧 築底觀察,-15.97,-0.12
2026-04-10,00632R.TW,元大台灣50反1,13.23,-1.78,105825,💧 築底觀察,-17.1,-0.23
2026-04-10,1308.TW,亞聚,16.55,-1.78,10092,💧 築底觀察,-7.48,-0.57
2026-04-10,1710.TW,東聯,13.55,-1.81,14911,💧 築底觀察,-2.93,-0.34
2026-04-10,00664R.TW,國泰臺灣加權反1,2.15,-1.83,33973,💧 築底觀察,-12.17,-0.04
2026-04-10,00634R.TW,富邦上証反1,3.2,-1.84,976,💧 築底觀察,-8.53,-0.03
2026-04-10,4934.TW,太極,15.85,-1.86,1195,💧 築底觀察,6.12,-0.21
2026-04-10,1310.TW,台苯,10.3,-1.9,8299,💧 築底觀察,4.47,-0.3
2026-04-10,9910.TW,豐泰,76.9,-2.16,1871,💧 築底觀察,3.57,0.18
2026-04-10,1718.TW,中纖,7.17,-2.18,5687,💧 築底觀察,-1.62,-0.08
2026-04-10,2201.TW,裕隆,26.35,-2.23,5325,💧 築底觀察,-3.15,-0.07
2026-04-10,2104.TW,國際中橡,11.65,-2.51,4924,💧 築底觀察,-1.06,-0.12
2026-04-10,6589.TW,台康生技,52.9,-2.76,1386,💧 築底觀察,-3.99,-0.42
2026-04-10,9939.TW,宏全,112.0,-3.03,3644,💧 築底觀察,5.25,-0.76
2026-04-10,4746.TW,台耀,51.4,-3.75,1723,💧 築底觀察,-6.29,-0.56
2026-04-10,6443.TW,元晶,35.5,-4.18,43759,💧 築底觀察,3.03,-1.42
2026-04-10,6649.TWO,台生材,40.5,-5.04,508,💧 築底觀察,-4.94,-0.57
2026-04-10,6591.TW,動力-KY,56.6,-5.35,1023,💧 築底觀察,9.11,-0.48
2026-04-10,3576.TW,聯合再生,19.0,-5.94,52337,💧 築底觀察,2.93,-0.8
2026-04-10,6806.TW,森崴能源,22.9,-9.84,955,💧 築底觀察,-7.76,-2.66
2026-04-10,4949.TW,有成精密,84.7,10.0,6907,⚠️ 超買警示,109.95,2.31
2026-04-10,2426.TW,鼎元,47.3,10.0,26341,⚠️ 超買警示,112.5,1.5
2026-04-10,6217.TWO,中探針,236.5,10.0,24337,⚠️ 超買警示,104.99,5.08
2026-04-10,6725.TWO,矽科宏晟,341.0,10.0,2895,⚠️ 超買警示,107.76,13.71
2026-04-10,1569.TWO,濱川,56.1,10.0,3514,⚠️ 超買警示,104.95,1.19
2026-04-10,1785.TWO,光洋科,115.5,10.0,7412,⚠️ 超買警示,114.64,2.81
2026-04-10,6903.TWO,巨漢,391.0,9.99,2288,⚠️ 超買警示,122.45,17.72
2026-04-10,3081.TWO,聯亞,2315.0,9.98,2728,⚠️ 超買警示,101.98,94.25
2026-04-10,3030.TW,德律,303.0,9.98,15155,⚠️ 超買警示,107.87,6.18
2026-04-10,8438.TW,昶昕,89.3,9.98,5381,⚠️ 超買警示,108.31,3.8
2026-04-10,3583.TW,辛耘,673.0,9.97,9281,⚠️ 超買警示,110.96,31.23
2026-04-10,3532.TW,台勝科,165.5,9.97,5616,⚠️ 超買警示,109.08,4.93
2026-04-10,4569.TW,六方科-KY,171.0,9.97,543,⚠️ 超買警示,120.25,8.16
2026-04-10,4989.TW,榮科,80.7,9.95,49960,⚠️ 超買警示,113.0,2.4
2026-04-10,7610.TW,聯友金屬-創,497.5,9.94,1466,⚠️ 超買警示,106.61,19.6
2026-04-10,6117.TW,迎廣,78.6,9.93,1023,⚠️ 超買警示,96.66,1.38
2026-04-10,6451.TW,訊芯-KY,432.0,9.92,12122,⚠️ 超買警示,107.11,14.84
2026-04-10,4766.TW,南寶,365.5,9.92,3486,⚠️ 超買警示,98.64,7.39
2026-04-10,4577.TWO,達航科技,127.5,9.91,4370,⚠️ 超買警示,96.27,2.64
2026-04-10,3167.TW,大量,633.0,9.9,1080,⚠️ 超買警示,107.74,42.34
2026-04-10,3587.TWO,閎康,289.0,9.89,2875,⚠️ 超買警示,104.68,9.38
2026-04-10,3645.TW,達邁,82.2,9.89,14229,⚠️ 超買警示,103.85,0.56
2026-04-10,8147.TWO,正淩,155.5,9.89,2334,⚠️ 超買警示,104.06,1.84
2026-04-10,8240.TWO,華宏,63.4,9.88,7883,⚠️ 超買警示,107.63,0.82
2026-04-10,6933.TW,AMAX-KY,178.0,9.88,1821,⚠️ 超買警示,114.48,9.64
2026-04-10,3031.TW,佰鴻,28.35,9.88,15391,⚠️ 超買警示,106.15,0.78
2026-04-10,2402.TW,毅嘉,61.3,9.86,28777,⚠️ 超買警示,106.49,1.93
2026-04-10,3555.TWO,博士旺,195.0,9.86,639,⚠️ 超買警示,103.26,3.42
2026-04-10,1727.TW,中華化,55.7,9.86,10533,⚠️ 超買警示,103.97,0.79
2026-04-10,8021.TW,尖點,317.5,9.86,5612,⚠️ 超買警示,106.16,10.7
2026-04-10,4566.TW,時碩工業,66.9,9.85,4576,⚠️ 超買警示,105.67,1.43
2026-04-10,6147.TWO,頎邦,106.0,9.84,48107,⚠️ 超買警示,97.95,4.72
2026-04-10,3535.TW,晶彩科,134.0,9.84,26987,⚠️ 超買警示,120.42,4.39
2026-04-10,2467.TW,志聖,542.0,9.83,5528,⚠️ 超買警示,108.95,22.31
2026-04-10,4973.TWO,廣穎,78.3,9.82,12167,⚠️ 超買警示,111.19,0.36
2026-04-10,7704.TWO,明遠精密,55.9,9.82,517,⚠️ 超買警示,96.92,1.95
2026-04-10,1591.TWO,駿吉-KY,53.2,9.8,2059,⚠️ 超買警示,125.88,2.87
2026-04-10,4908.TWO,前鼎,129.0,9.79,12462,⚠️ 超買警示,108.99,3.0
2026-04-10,6259.TWO,百徽,19.1,9.77,936,⚠️ 超買警示,96.01,0.27
2026-04-10,2316.TW,楠梓電,118.0,9.77,13056,⚠️ 超買警示,110.26,2.66
2026-04-10,3042.TW,晶技,118.0,9.77,37810,⚠️ 超買警示,117.17,4.72
2026-04-10,6426.TW,統新,197.0,9.75,5449,⚠️ 超買警示,112.32,7.85
2026-04-10,5434.TW,崇越,401.0,9.71,2607,⚠️ 超買警示,117.71,15.15
2026-04-10,6488.TWO,環球晶,490.5,9.61,10205,⚠️ 超買警示,97.93,11.3
2026-04-10,6658.TW,聯策,81.7,8.79,5327,⚠️ 超買警示,97.53,1.16
2026-04-10,3234.TWO,光環,114.0,8.57,10734,⚠️ 超買警示,108.71,4.0
2026-04-10,1717.TW,長興,80.0,8.4,217601,⚠️ 超買警示,119.44,3.69
2026-04-10,6830.TW,汎銓,700.0,8.02,519,⚠️ 超買警示,103.64,31.99
2026-04-10,8942.TWO,森鉅,42.5,7.59,1723,⚠️ 超買警示,108.55,1.0
2026-04-10,5515.TW,建國,40.4,7.3,3022,⚠️ 超買警示,99.65,0.32
2026-04-10,3088.TWO,艾訊,91.3,7.03,3398,⚠️ 超買警示,111.87,1.47
2026-04-10,2460.TW,建通,31.0,6.9,2953,⚠️ 超買警示,108.76,1.12
2026-04-10,2486.TW,一詮,185.5,6.61,32621,⚠️ 超買警示,109.58,6.79
2026-04-10,6683.TWO,雍智科技,1700.0,6.58,3042,⚠️ 超買警示,98.37,26.61
2026-04-10,4939.TWO,亞電,31.0,6.53,3334,⚠️ 超買警示,99.42,0.84
2026-04-10,8271.TW,宇瞻,164.5,6.47,10117,⚠️ 超買警示,103.76,1.16
2026-04-10,3105.TWO,穩懋,464.0,6.42,47973,⚠️ 超買警示,97.44,13.94
2026-04-10,4966.TWO,譜瑞-KY,533.0,6.39,1924,⚠️ 超買警示,111.41,12.14
2026-04-10,2383.TW,台光電,3420.0,6.21,2995,⚠️ 超買警示,106.71,79.61
2026-04-10,3706.TW,神達,83.0,6.14,26026,⚠️ 超買警示,99.54,1.13
2026-04-10,2489.TW,瑞軒,45.3,5.96,226685,⚠️ 超買警示,117.18,2.34
2026-04-10,4991.TWO,環宇-KY,552.0,5.95,882,⚠️ 超買警示,97.13,17.66
2026-04-10,6715.TW,嘉基,439.0,5.91,3264,⚠️ 超買警示,108.07,14.11
2026-04-10,3450.TW,聯鈞,306.5,5.87,31912,⚠️ 超買警示,103.19,9.97
2026-04-10,3026.TW,禾伸堂,194.0,5.72,16919,⚠️ 超買警示,99.18,9.07
2026-04-10,8155.TWO,博智,322.0,5.57,7048,⚠️ 超買警示,102.67,8.99
2026-04-10,2308.TW,台達電,1735.0,5.47,11509,⚠️ 超買警示,104.39,40.66
2026-04-10,5475.TWO,德宏,292.0,5.23,4689,⚠️ 超買警示,98.36,11.6
2026-04-10,3455.TWO,由田,193.5,5.16,18810,⚠️ 超買警示,107.41,12.09
2026-04-10,2351.TW,順德,123.0,5.13,9971,⚠️ 超買警示,101.63,3.67
2026-04-10,6691.TW,洋基工程,630.0,5.0,989,⚠️ 超買警示,96.4,10.62
2026-04-10,5243.TW,乙盛-KY,119.0,4.85,15928,⚠️ 超買警示,100.57,7.71
2026-04-10,3594.TWO,磐儀,44.95,4.78,1199,⚠️ 超買警示,111.55,1.1
2026-04-10,4979.TWO,華星光,449.5,4.78,3818,⚠️ 超買警示,110.69,11.26
2026-04-10,2376.TW,技嘉,262.5,4.58,16436,⚠️ 超買警示,110.16,5.92
2026-04-10,5289.TWO,宜鼎,1155.0,4.52,4157,⚠️ 超買警示,103.77,27.55
2026-04-10,7728.TWO,光焱科技,857.0,4.38,587,⚠️ 超買警示,98.2,23.04
2026-04-10,2428.TW,興勤,169.0,4.32,2075,⚠️ 超買警示,106.8,3.92
2026-04-10,5498.TWO,凱崴,65.6,4.29,44714,⚠️ 超買警示,106.37,2.25
2026-04-10,2301.TW,光寶科,161.5,4.19,39052,⚠️ 超買警示,101.53,3.2
2026-04-10,4971.TWO,IET-KY,647.0,4.19,517,⚠️ 超買警示,96.3,10.97
2026-04-10,3289.TWO,宜特,155.5,4.15,12069,⚠️ 超買警示,99.89,3.92
2026-04-10,7792.TWO,安葆,359.0,4.06,748,⚠️ 超買警示,99.95,11.52
2026-04-10,6173.TWO,信昌電,65.3,3.98,3748,⚠️ 超買警示,103.78,1.36
2026-04-10,00631L.TW,元大台灣50正2,23.7,3.9,205985,⚠️ 超買警示,126.41,21.37
2026-04-10,5285.TW,界霖,53.5,3.88,721,⚠️ 超買警示,96.16,1.16
2026-04-10,3689.TWO,湧德,135.0,3.85,12672,⚠️ 超買警示,101.97,4.2
2026-04-10,00663L.TW,國泰臺灣加權正2,68.0,3.82,12292,⚠️ 超買警示,117.49,2.01
2026-04-10,00988A.TW,主動統一全球創新,14.98,3.81,63902,⚠️ 超買警示,117.54,0.41
2026-04-10,8074.TWO,鉅橡,66.8,3.73,11499,⚠️ 超買警示,111.39,2.67
2026-04-10,1590.TW,亞德客-KY,1115.0,3.72,988,⚠️ 超買警示,103.37,30.15
