Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
1717.TW,長興,2026-04-08,看漲 FVG,66.3,63.78,69.61,💰 已達標,獲利點,1,55.63,-,2,False
2316.TW,楠梓電,2026-04-09,看漲 FVG,110.0,98.11,115.5,⏳ 待回測,⚡結構突破 🧹,1,45.79,-,2,False
2402.TW,毅嘉,2026-04-08,看漲 FVG,55.4,53.93,58.17,💰 已達標,獲利點,1,65.59,-,2,True
4989.TW,榮科,2026-04-09,看漲 FVG,73.0,68.95,76.65,⏳ 待回測,⚡結構突破,1,46.29,-,2,True
1714.TW,和桐,2026-04-09,看漲 FVG,9.81,9.58,10.3,⏳ 待回測,監控中 🧹,0,45.64,-,3,True
1727.TW,中華化,2026-04-09,看漲 FVG,51.9,50.55,54.49,⏳ 待回測,監控中 🧹,0,37.89,-,3,True
3305.TW,昇貿,2026-04-08,看漲 FVG,108.0,103.48,113.4,💰 已達標,獲利點,0,52.33,-,3,True
3535.TW,晶彩科,2026-04-08,看漲 FVG,118.0,112.93,123.9,💰 已達標,獲利點,1,47.01,2026-04-10,3,True
4973.TWO,廣穎,2026-04-02,看漲 FVG,68.2,67.56,71.61,💰 已達標,獲利點,0,50.47,-,3,True
4977.TW,眾達-KY,2026-03-30,看跌 FVG,188.5,189.94,179.07,💰 已達標,獲利點,0,66.25,2026-04-01,3,True
6127.TWO,九豪,2026-04-02,看跌 FVG,41.7,43.72,39.62,💰 已達標,獲利點,0,58.35,-,3,True
6182.TWO,合晶,2026-04-08,看漲 FVG,32.65,31.79,34.28,💰 已達標,獲利點,0,50.0,-,3,True
6706.TW,惠特,2026-04-09,看漲 FVG,128.0,126.86,134.4,⏳ 待回測,監控中,0,51.77,-,3,True
2426.TW,鼎元,2026-04-09,看漲 FVG,45.6,38.9,47.88,⏳ 待回測,⚡結構突破 ⚠️過熱,0,56.58,-,4,False
3031.TW,佰鴻,2026-04-09,看漲 FVG,25.75,23.88,27.04,⏳ 待回測,⚡結構突破 ⚠️過熱,1,62.84,-,4,True
3234.TWO,光環,2026-04-09,看漲 FVG,102.0,95.32,107.1,⏳ 待回測,⚡結構突破 ⚠️過熱,1,63.7,-,4,False
4960.TW,誠美材,2026-04-02,看跌 FVG,21.25,22.01,20.19,💰 已達標,獲利點,0,42.44,-,4,True
6217.TWO,中探針,2026-04-07,看漲 FVG,195.0,191.54,204.75,💰 已達標,獲利點,1,67.62,2026-04-09,4,False
