股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
6532.TWO,瑞耘,🔥 訊號出現,82.0999984741,68.9,🟢 黃金標的,57.14%,71.43%,6.19%,-2.16%,7,80.33,0.7143,0.0619
7792.TWO,安葆,🔥 訊號出現,359.0,63.6,🟢 黃金標的,33.33%,66.67%,10.15%,-6.81%,9,334.55,0.6667,0.1015
6245.TWO,立端,🔥 訊號出現,74.5,72.87,🟢 黃金標的,0.00%,66.67%,4.33%,-1.24%,3,73.57,0.6667,0.0433
6217.TWO,中探針,🔥 訊號出現,236.5,65.14,🟢 黃金標的,66.67%,66.67%,10.94%,-1.53%,6,232.87,0.6667,0.1094
2432.TW,倚天酷��-創,🔥 訊號出現,28.0,51.33,🟢 黃金標的,33.33%,66.67%,3.02%,-0.99%,3,27.72,0.6667,0.0302
6451.TW,訊芯-KY,🔥 訊號出現,432.0,75.24,🟡 妖股/高波動,42.86%,42.86%,4.60%,-4.48%,7,412.64,0.4286,0.046
3532.TW,台勝科,🔥 訊號出現,165.5,56.61,🟡 妖股/高波動,40.00%,40.00%,4.69%,-5.45%,5,156.48,0.4,0.0469
4576.TW,大銀微系統,🔥 訊號出現,165.0,83.33,🟡 妖股/高波動,50.00%,25.00%,7.97%,-6.52%,4,154.24,0.25,0.0797
4915.TW,致伸,🔥 訊號出現,74.6999969482,59.85,⚪ 一般監控,0.00%,66.67%,2.55%,-1.64%,3,73.48,0.6667,0.0255
4908.TWO,前鼎,🔥 訊號出現,129.0,61.11,⚪ 一般監控,60.00%,50.00%,6.33%,-4.78%,10,122.84,0.5,0.0633
3583.TW,辛耘,🔥 訊號出現,673.0,85.67,⚪ 一般監控,66.67%,50.00%,5.25%,-2.35%,6,657.18,0.5,0.0525
3004.TW,豐達科,🔥 訊號出現,116.0,66.14,⚪ 一般監控,25.00%,50.00%,0.19%,-3.34%,4,112.12,0.5,0.0019
6227.TWO,茂綸,🔥 訊號出現,93.8000030518,64.44,⚪ 一般監控,50.00%,50.00%,0.80%,-1.63%,4,92.27,0.5,0.008
2484.TW,希華,🔥 訊號出現,31.75,59.95,⚪ 一般監控,42.86%,42.86%,1.58%,-3.97%,7,30.49,0.4286,0.0158
8342.TWO,益張,🔥 訊號出現,93.8000030518,86.57,⚪ 一般監控,33.33%,33.33%,0.54%,-1.33%,6,92.55,0.3333,0.0054
5515.TW,建國,🔥 訊號出現,40.4000015259,66.67,⚪ 一般監控,0.00%,33.33%,1.22%,-2.77%,3,39.28,0.3333,0.0122
3088.TWO,艾訊,🔥 訊號出現,91.3000030518,71.81,⚪ 一般監控,66.67%,33.33%,1.91%,-1.48%,6,89.95,0.3333,0.0191
8182.TWO,加高,🔥 訊號出現,29.7000007629,63.76,⚪ 一般監控,50.00%,25.00%,2.71%,-1.76%,4,29.18,0.25,0.0271
8349.TWO,�矬�,🔥 訊號出現,43.75,57.14,⚪ 一般監控,0.00%,0.00%,nan%,0.00%,1,43.75,0.0,
4966.TWO,譜瑞-KY,🔥 訊號出現,533.0,62.62,⚪ 一般監控,0.00%,0.00%,nan%,0.00%,1,533.0,0.0,
4439.TW,冠星-KY,🔥 訊號出現,97.9000015259,74.38,⚪ 一般監控,0.00%,0.00%,nan%,0.00%,1,97.9,0.0,
6933.TW,AMAX-KY,🔥 訊號出現,178.0,80.49,⚪ 一般監控,0.00%,0.00%,nan%,0.00%,1,178.0,0.0,
2382.TW,廣達,🔥 訊號出現,321.5,71.6,⚪ 一般監控,50.00%,0.00%,nan%,0.00%,2,321.5,0.0,
