股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,狀態,連續大漲,連續大跌,原因,最終狀態
6570,維田,59.30,694,64.28,37.20,---,貼軌運行,無,無,股價於高位貼軌 (59.30 > 1.5σ)，動能強勁,貼軌運行
7806,精華生醫,66.80,7,80.50,61.00,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6831,邁科,790.00,496,820.00,160.00,📅 預告 (20260601),趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00696,富邦美債20年,28.54,3269,30.21,25.92,---,均線糾擺,無,無,MA 乖離率僅 0.30%,均線糾擺
6153,嘉聯益,17.60,6347,20.65,10.50,---,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 1.23%,均線糾擺
8261,富鼎,190.00,16646,195.00,75.30,---,強勢突破 (軌外) -> 貼軌運行,無,無,股價於高位貼軌 (190.00 > 1.5σ)，動能強勁,貼軌運行
6205,詮欣,77.00,1826,98.20,37.00,---,進入盤整,無,無,ADX 為 10.04 (低於 20),進入盤整
7595,世基生醫,9.35,86,13.60,8.90,---,離開盤整 (向下) -> 趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
3479,安勤,137.50,3381,137.50,83.70,---,強勢突破 (軌外) -> 貼軌運行,無,無,股價於高位貼軌 (137.50 > 1.5σ)，動能強勁,貼軌運行
1789,神隆,19.20,1044,28.25,16.02,---,均線糾擺,無,無,MA 乖離率僅 0.77%,均線糾擺
3171,炎洲流通,68.80,25,72.50,38.22,---,均線糾擺,無,無,MA 乖離率僅 0.92%,均線糾擺
4721,美琪瑪,87.00,1234,97.80,57.22,---,均線糾擺,無,無,MA 乖離率僅 0.80%,均線糾擺
911608,明輝-DR,2.67,25,3.12,2.59,---,均線糾擺,無,無,MA 乖離率僅 1.20%,均線糾擺
6924,榮惠-KY創,175.00,107,175.00,47.80,---,趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
3044,健鼎,493.50,5501,529.00,189.44,---,貼軌運行 -> 均線糾擺,無,連1日大跌,MA 乖離率僅 1.46%,均線糾擺
3011,今皓,13.15,1483,17.15,11.40,---,均線糾擺,無,無,MA 乖離率僅 0.85%,均線糾擺
00876,元大全球5G,90.70,1062,93.05,33.63,---,貼軌運行 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00676,富邦臺灣加權反1,5.89,12885,13.03,5.79,---,離開盤整 (向下) -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4961,天鈺,170.00,1187,213.16,135.00,---,進入盤整 -> 均線糾擺,無,無,MA 乖離率僅 1.19%,均線糾擺
2012,春雨,14.50,82,20.22,14.20,---,均線糾擺,無,無,MA 乖離率僅 0.53%,均線糾擺
8114,振樺電,246.00,1304,314.53,164.00,---,貼軌運行 -> 趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
6638,沅聖,51.50,64,66.90,24.50,---,趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
8028,昇陽半導體,334.50,20088,334.50,128.00,📅 預告 (20260601),貼軌運行 -> 強勢突破 (軌外),連1日大漲,無,股價衝破布林上軌 (330.19)，進入噴發段,強勢突破 (軌外)
6972,博瑞達應材,23.50,4,32.48,22.70,---,均線糾擺,無,無,MA 乖離率僅 0.48%,均線糾擺
6443,元晶,40.45,21038,52.30,11.95,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2748,雲品,38.75,238,50.68,38.45,---,均線糾擺,無,無,MA 乖離率僅 0.76%,均線糾擺
6525,捷敏-KY,122.50,2469,134.00,65.60,---,貼軌運行 -> 趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
6877,鏵友益,165.00,346,186.00,69.28,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4582,聚恆,25.30,1098,33.35,22.45,---,資料不足,無,連1日大跌,缺少 MA5/10/20 指標數據,資料不足
2758,路易莎咖啡,67.90,2,104.34,65.10,---,進入盤整,無,無,ADX 為 16.71 (低於 20),進入盤整
1802,台玻,70.40,152484,74.20,14.05,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7642,昶瑞機電,66.00,22,129.00,63.20,---,均線糾擺,無,無,MA 乖離率僅 0.60%,均線糾擺
9938,百和,42.10,2354,60.40,42.10,---,均線糾擺,無,無,MA 乖離率僅 1.36%,均線糾擺
4442,竣邦-KY,50.10,69,71.50,42.35,---,趨勢運行 -> 進入盤整,無,無,ADX 為 19.43 (低於 20),進入盤整
00635,期元大S&P黃金,45.73,10320,60.55,35.52,---,均線糾擺 -> 離開盤整 (向下),無,無,跌破布林下軌 (46.01),離開盤整 (向下)
2408,南亞科,324.00,226431,341.00,40.55,📅 預告 (20260529),趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2539,櫻花建,34.50,2912,57.09,33.20,---,離開盤整 (向下) -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2504,國產,34.50,2041,43.62,33.70,---,均線糾擺,無,無,MA 乖離率僅 0.21%,均線糾擺
5546,永固-KY,16.60,22,28.50,15.65,---,均線糾擺,無,無,MA 乖離率僅 0.52%,均線糾擺
3086,華義*,30.45,1225,260.00,21.80,---,離開盤整 (向下),無,無,跌破布林下軌 (31.23),離開盤整 (向下)
2395,研華,490.50,4606,510.00,273.50,📅 預告 (20260529),趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3050,鈺德,12.45,1202,15.30,11.20,---,均線糾擺,無,無,MA 乖離率僅 1.03%,均線糾擺
00984,大華優利美A債15,16.25,4139,16.82,14.24,---,均線糾擺,無,無,MA 乖離率僅 0.18%,均線糾擺
6591,動力-KY,54.40,343,98.76,51.30,---,均線糾擺,無,無,MA 乖離率僅 1.21%,均線糾擺
6176,瑞儀,102.00,5246,150.54,88.50,---,均線糾擺,無,無,MA 乖離率僅 0.75%,均線糾擺
6811,宏�硌穈T,209.00,185,263.00,182.50,---,均線糾擺,無,無,MA 乖離率僅 1.02%,均線糾擺
4544,春日,14.00,18,18.00,13.80,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
9949,琉園,22.60,39,36.70,22.60,---,進入盤整,無,無,ADX 為 14.00 (低於 20),進入盤整
4510,高鋒,47.80,4140,55.20,35.05,---,均線糾擺,無,無,MA 乖離率僅 1.16%,均線糾擺
6194,育富,34.55,98,39.65,30.95,---,貼軌運行,無,無,股價於高位貼軌 (34.55 > 1.5σ)，動能強勁,貼軌運行
6124,業強,28.80,129,37.95,23.30,---,均線糾擺,無,無,MA 乖離率僅 0.80%,均線糾擺
00757,統一FANG+,130.55,3048,131.60,96.20,---,貼軌運行 -> 均線糾擺,無,無,MA 乖離率僅 0.97%,均線糾擺
2101,南港,29.75,2194,45.45,29.75,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00945,凱基美國非投等債,14.36,5381,14.53,12.76,---,均線糾擺,無,無,MA 乖離率僅 0.13%,均線糾擺
4556,旭然,38.20,234,45.55,22.45,---,均線糾擺,無,無,MA 乖離率僅 1.20%,均線糾擺
1612,宏泰,36.75,1122,40.45,31.04,---,均線糾擺,無,無,MA 乖離率僅 0.50%,均線糾擺
6624,萬年清,39.90,12,72.50,31.85,---,離開盤整 (向下) -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3081,聯亞,2650.00,3043,3160.00,253.63,📅 預告 (20260602),趨勢運行,無,連2日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
00685,群益臺灣加權正2,274.80,7439,286.00,65.65,---,強勢突破 (軌外) -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6446,藥華藥,862.00,3005,878.00,438.80,---,貼軌運行 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
009813,貝萊德標普卓越50,11.26,5375,11.39,9.64,---,均線糾擺,無,無,MA 乖離率僅 0.55%,均線糾擺
6485,點序,103.00,2629,124.50,50.00,---,進入盤整,無,無,ADX 為 14.84 (低於 20),進入盤整
6294,智基,27.50,40,56.63,27.00,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
5403,中菲,85.00,138,126.00,84.50,---,進入盤整,無,無,ADX 為 13.66 (低於 20),進入盤整
6775,穎台科技,45.20,2096,72.30,20.40,---,進入盤整,連1日大漲,無,ADX 為 17.65 (低於 20),進入盤整
00981,平衡凱基雙核收息,10.26,7632,10.58,9.91,---,強勢突破 (軌外) -> 均線糾擺,無,無,MA 乖離率僅 0.21%,均線糾擺
5455,昇益,23.40,5,39.30,22.55,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2374,佳能,78.60,9165,94.96,43.26,---,均線糾擺,無,無,MA 乖離率僅 0.53%,均線糾擺
6113,亞矽,26.20,583,29.42,18.45,---,貼軌運行 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6912,益鈞環科*,14.45,434,20.40,13.65,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
1443,立益物流,25.20,31,32.25,21.20,---,均線糾擺,無,無,MA 乖離率僅 0.85%,均線糾擺
2025,千興,12.00,247,16.30,9.01,---,均線糾擺 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6141,柏承,43.20,4178,43.20,10.20,---,貼軌運行 -> 強勢突破 (軌外),連3日大漲,無,股價衝破布林上軌 (41.50)，進入噴發段,強勢突破 (軌外)
5243,乙盛-KY,120.50,10673,135.00,47.07,---,貼軌運行 -> 趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
4771,望隼,198.50,299,207.40,170.00,---,貼軌運行 -> 均線糾擺,無,無,MA 乖離率僅 1.33%,均線糾擺
2303,聯電,142.00,417482,143.50,40.40,📅 預告 (20260529),強勢突破 (軌外) -> 貼軌運行,無,無,股價於高位貼軌 (142.00 > 1.5σ)，動能強勁,貼軌運行
3372,典範,21.50,2336,25.65,12.65,---,強勢突破 (軌外) -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4968,立積,115.50,1979,166.50,101.00,---,均線糾擺,無,無,MA 乖離率僅 1.05%,均線糾擺
6158,禾昌,17.60,67,24.75,17.60,---,均線糾擺,無,無,MA 乖離率僅 0.81%,均線糾擺
8454,富邦媒,210.00,2759,282.60,170.00,---,均線糾擺 -> 強勢突破 (軌外),連1日大漲,無,股價衝破布林上軌 (206.89)，進入噴發段,強勢突破 (軌外)
5603,陸海,15.15,276,15.85,15.15,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
8433,弘帆,51.70,54,70.10,50.00,---,均線糾擺,無,無,MA 乖離率僅 0.56%,均線糾擺
00991,主動復華未來50,19.10,191936,19.74,9.66,---,強勢突破 (軌外) -> 進入盤整,無,無,ADX 為 14.70 (低於 20),進入盤整
2417,圓剛,48.05,2402,56.90,33.40,---,均線糾擺,無,無,MA 乖離率僅 0.99%,均線糾擺
2402,毅嘉,66.10,8421,77.70,36.22,---,均線糾擺 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2351,順德,220.00,8239,229.00,66.04,---,強勢突破 (軌外) -> 貼軌運行,無,無,股價於高位貼軌 (220.00 > 1.5σ)，動能強勁,貼軌運行
2420,新巨,64.50,1507,64.70,47.60,---,趨勢運行 -> 貼軌運行,隔二漲,無,股價於高位貼軌 (64.50 > 1.5σ)，動能強勁,貼軌運行
7893,睿信,201.00,91,249.00,140.00,---,均線糾擺,無,無,MA 乖離率僅 1.00%,均線糾擺
911622,泰聚亨-DR,3.65,5,4.67,3.51,---,均線糾擺,無,無,MA 乖離率僅 0.42%,均線糾擺
8222,寶一,35.75,692,62.87,34.10,---,均線糾擺,無,無,MA 乖離率僅 0.58%,均線糾擺
