prev_year,pe,gm,date,prev_eps_yoy,symbol,prev_rev_yoy,eps_yoy,est_price,name,eps,expansion,status,advice,price,rev_yoy,prev_eps,om
2025,19.309838472834066,N/A,2025-12,64.04,6870.TWO,20.49,40.48,204.3,騰雲,7.08,20.15,🚀 利潤擴張,⚪ 中性觀察,263.0,20.33,4.38,N/A
2025,22.848417545807887,N/A,2025-12,39.9,5234.TW,12.88,32.55,270.15,達興材料,7.37,20.119999999999997,🚀 利潤擴張,⚠️ 追價風險,411.5,12.43,5.33,N/A
2025,122.98387096774194,N/A,2025-12,-108.72,4973.TWO,-2.98,16.48,18.6,廣穎,2.11,19.67,🔄 轉虧為盈,⚠️ 追價風險,152.5,-3.19,-0.17,N/A
2025,16.071428571428573,N/A,2025-12,15.38,6259.TWO,22.11,38.78,25.2,百徽,0.7,19.37,🚀 利潤擴張,⚪ 中性觀察,27.0,19.41,0.45,N/A
2025,5.10080629778226,6.67%,2025-12,-5.0,2516.TW,12.18,26.8,37.199999999999996,新建,1.23,19.35,🚀 利潤擴張,💎 強力關注,12.6499996185,7.45,0.57,4.30%
2025,12.371795197841882,23.02%,2025-12,-53.6,1259.TWO,-0.82,19.51,70.19999999999999,安心,2.45,19.240000000000002,🚀 利潤擴張,✅ 穩健價值,57.9000015259,0.27,1.03,0.36%
2025,0.0,N/A,2025-12,110.53,8067.TWO,2.3,16.9,-25.200000000000003,志旭,-0.59,19.07,🧐 疑業外收益,⚪ 數據不足,13.5500001907,-2.17,0.02,N/A
2025,0.0,N/A,2025-12,11.69,6431.TW,2.36,17.15,-74.85,光麗-KY,-2.07,18.27,🧐 疑業外收益,⚪ 數據不足,19.0499992371,-1.12,-1.44,N/A
2025,0.0,N/A,2025-12,-22.62,8444.TWO,-31.52,-15.31,-315.75,綠河-KY,-10.06,17.939999999999998,🌑 雙重衰退,⚪ 數據不足,5.5999999046,-33.25,-5.84,N/A
2025,35.10948905109489,26.67%,2025-12,91.21,3450.TW,26.94,31.15,205.5,聯鈞,5.01,17.71,🚀 利潤擴張,⚠️ 追價風險,481.0,13.44,3.48,15.62%
2025,0.0,28.91%,2025-12,-20.0,4147.TWO,-0.63,17.57,-20.55,中裕,-0.61,17.38,🚀 利潤擴張,⚪ 數據不足,47.0999984741,0.19,-0.36,-58.34%
2025,4.784090735704546,N/A,2025-12,15.33,2477.TW,-5.96,12.0,65.99999999999999,美隆電,1.68,17.34,🧐 疑業外收益,💎 強力關注,21.0499992371,-5.34,1.58,N/A
2025,7.096219800189004,20.63%,2025-12,28.36,2221.TWO,0.76,14.36,87.30000000000001,大甲,2.31,17.34,🧐 疑業外收益,💎 強力關注,41.2999992371,-2.98,1.72,8.37%
2025,8.496199782844734,32.82%,2025-12,45.85,2421.TW,27.79,45.05,276.3,建準,7.94,17.33,🚀 利潤擴張,💎 強力關注,156.5,27.72,5.65,16.47%
2025,31.90120915873424,N/A,2025-12,29.69,6187.TWO,13.75,13.93,583.0500000000001,萬潤,15.46,16.97,🧐 疑業外收益,⚠️ 追價風險,1240.0,-3.04,12.1,N/A
2025,9.822866344605476,N/A,2025-12,41.18,7547.TWO,11.11,22.61,93.14999999999999,碩網,2.65,16.95,🚀 利潤擴張,💎 強力關注,61.0,5.66,2.13,N/A
2025,20.06489994591671,32.60%,2025-12,4.85,2472.TW,8.92,24.54,277.35,立隆電,8.73,16.86,🚀 利潤擴張,⚪ 中性觀察,371.0,7.68,5.19,21.55%
2025,7.890365448504984,N/A,2025-12,208.57,8034.TWO,71.04,31.78,45.15,榮群,1.42,16.630000000000003,🚀 利潤擴張,💎 強力關注,23.75,15.15,1.09,N/A
2025,4.748537833228069,N/A,2025-12,20.75,5515.TW,28.4,32.54,128.25,建國,4.48,16.619999999999997,🚀 利潤擴張,💎 強力關注,40.5999984741,15.92,2.91,N/A
2025,4.724832317167785,24.99%,2025-12,-23.95,2851.TW,-7.87,16.56,111.75,中再保,3.66,16.509999999999998,🚀 利潤擴張,💎 強力關注,35.2000007629,0.05,2.0,21.14%
2025,0.0,-4.13%,2025-12,7.69,3593.TW,43.83,41.55,-66.3,力銘,-1.4,16.49,🚀 利潤擴張,⚪ 數據不足,16.9500007629,25.06,-1.8,-22.91%
2025,6.25,N/A,2025-12,16.0,8436.TWO,-3.22,12.64,288.0,大江,8.68,16.11,🧐 疑業外收益,💎 強力關注,120.0,-3.47,5.89,N/A
2025,4.544857480625246,15.94%,2025-12,11.41,2357.TW,23.74,41.92,2283.9,華碩,59.99,16.060000000000002,🚀 利潤擴張,💎 強力關注,692.0,25.86,44.63,4.63%
2025,46.93084693084693,N/A,2025-12,37.64,4979.TWO,34.44,43.01,193.04999999999998,華星光,5.43,15.95,🚀 利潤擴張,⚠️ 追價風險,604.0,27.06,3.73,N/A
2025,6.494736922421052,31.32%,2025-12,26.73,1593.TWO,12.07,28.24,71.25,祺驊,2.18,15.929999999999998,🚀 利潤擴張,💎 強力關注,30.8500003815,12.31,1.28,10.89%
2025,0.0,N/A,2025-12,0.0,5302.TWO,22.1,55.56,-8.85,太欣,-0.12,15.870000000000005,🚀 利潤擴張,⚪ 數據不足,10.9499998093,39.69,-0.2,N/A
2025,0.0,N/A,2025-12,87.3,6969.TW,95.06,95.65,-8.85,成信實業*-創,-0.09,15.790000000000006,🚀 利潤擴張,⚪ 數據不足,27.7999992371,79.86,-0.24,N/A
2025,0.0,8.38%,2025-12,45.03,3234.TWO,19.64,34.88,-41.099999999999994,光環,-1.4,15.790000000000003,🚀 利潤擴張,⚪ 數據不足,98.5999984741,19.09,-0.94,-32.45%
2025,30.451675570665373,19.52%,2025-12,11.64,3711.TW,7.92,24.18,308.85,日月光投控,9.37,15.79,🚀 利潤擴張,⚠️ 追價風險,627.0,8.39,5.99,9.94%
2025,0.0,41.11%,2025-12,44.44,1799.TWO,12.53,26.25,0.0,易威,-0.59,15.71,🚀 利潤擴張,⚪ 數據不足,0.0,10.54,-0.35,-18.36%
2025,0.0,N/A,2025-12,-22.86,6124.TWO,12.2,16.81,-49.95,業強,-0.99,15.649999999999999,🚀 利潤擴張,⚪ 數據不足,28.7999992371,1.16,-0.86,N/A
2025,39.02662993572084,N/A,2025-12,33.7,5289.TWO,41.37,75.21,653.4000000000001,宜鼎,21.72,15.249999999999993,🚀 利潤擴張,⚠️ 追價風險,1700.0,59.96,12.46,N/A
2025,12.488954794079529,51.76%,2025-12,26.58,2423.TW,4.13,20.66,101.85,固緯,2.92,15.120000000000001,🏰 高護城河,✅ 穩健價值,84.8000030518,5.54,2.0,18.42%
2025,0.0,N/A,2025-12,16.13,6222.TWO,12.72,14.63,-15.449999999999998,立軒,-0.4,15.030000000000001,🧐 疑業外收益,⚪ 數據不足,20.7000007629,-0.4,-0.31,N/A
2025,14.686120176617395,62.33%,2025-12,51.8,2330.TW,36.39,46.42,2344.0499999999997,台積電,66.26,14.810000000000002,🏰 高護城河,✅ 穩健價值,2295.0,31.61,46.75,54.00%
2025,6.711409395973154,N/A,2025-12,9.22,6509.TWO,4.39,17.48,111.75000000000001,聚和,2.87,14.71,🚀 利潤擴張,💎 強力關注,50.0,2.77,2.35,N/A
2025,0.0,N/A,2025-12,-11.4,6722.TW,-0.96,11.54,0.0,輝創,2.9,14.329999999999998,🧐 疑業外收益,⚪ 數據不足,36.9500007629,-2.79,2.02,N/A
2025,7.448979786454082,10.74%,2025-12,-6.67,1225.TW,-5.83,8.0,58.8,福懋油,1.62,14.25,🧐 疑業外收益,💎 強力關注,29.2000007629,-6.25,1.12,5.38%
2025,0.0,N/A,2025-12,163.64,6614.TW,15.97,11.76,0.0,資拓宏宇,2.08,14.129999999999999,🧐 疑業外收益,⚪ 數據不足,0.0,-2.37,0.87,N/A
2025,0.0,N/A,2025-12,75.19,7738.TWO,32.44,44.26,0.0,東聯互動,14.61,14.11,🚀 利潤擴張,⚪ 數據不足,166.0,30.15,11.58,N/A
2025,34.07794676806084,34.18%,2025-12,9.71,1560.TW,15.28,30.18,315.59999999999997,中砂,9.28,14.079999999999998,🚀 利潤擴張,⚠️ 追價風險,717.0,16.1,6.02,15.49%
2025,18.70891947140845,N/A,2025-12,-53.39,5864.TWO,-34.55,56.1,31.95,致和證,2.56,13.940000000000005,🚀 利潤擴張,⚪ 中性觀察,39.8499984741,42.16,1.17,N/A
2025,10.678261134939131,N/A,2025-12,5.03,8048.TWO,-5.79,13.14,86.25,德勝,2.67,13.9,🧐 疑業外收益,💎 強力關注,61.4000015259,-0.76,1.67,N/A
2025,6.324920894984227,13.84%,2025-12,-42.14,3703.TW,-3.98,25.87,47.55,欣陸,1.8,13.89,🚀 利潤擴張,💎 強力關注,20.0499992371,11.98,0.92,7.24%
2025,0.0,N/A,2025-12,-375.0,6225.TW,-19.16,14.29,-7.199999999999999,天瀚,-0.06,13.87,🚀 利潤擴張,⚪ 數據不足,26.0,0.42,-0.19,N/A
2025,4.982993067534013,N/A,2025-12,-11.11,5457.TWO,11.53,21.15,88.20000000000002,宣德,2.77,13.79,🚀 利潤擴張,💎 強力關注,29.2999992371,7.36,1.54,N/A
2025,7.208588957055215,89.95%,2025-12,28.21,2836.TW,13.69,28.3,24.45,高雄銀,0.68,13.780000000000001,🏰 高護城河,💎 強力關注,11.75,14.52,0.49,32.37%
2025,0.0,-29.22%,2025-12,0.0,2007.TW,-17.76,-9.8,-76.95,燁興,-2.24,13.629999999999999,🌑 雙重衰退,⚪ 數據不足,7.4099998474,-23.43,-1.54,-33.95%
2025,40.250696378830085,N/A,2025-12,-7.17,6727.TWO,-2.39,22.08,215.39999999999998,亞泰金屬,6.8,13.499999999999998,🚀 利潤擴張,⚠️ 追價風險,578.0,8.58,4.14,N/A
2025,14.396824912412695,30.58%,2025-12,633.33,3704.TW,6.34,10.87,47.25000000000001,合勤控,1.56,13.469999999999999,🧐 疑業外收益,✅ 穩健價值,45.3499984741,-2.6,1.13,1.57%
2025,0.0,N/A,2025-12,137.1,6272.TW,41.28,44.34,0.0,驊陞,3.43,13.460000000000004,🚀 利潤擴張,⚪ 數據不足,0.0,30.88,2.94,N/A
2025,0.0,-13.35%,2025-12,31.27,4927.TW,-4.71,6.63,-262.95000000000005,泰鼎-KY,-8.65,13.46,🧐 疑業外收益,⚪ 數據不足,57.2999992371,-6.83,-4.9,-27.74%
2025,6.245570517363572,N/A,2025-12,28.02,6414.TW,-3.72,10.59,846.5999999999999,樺漢,23.26,13.39,🧐 疑業外收益,💎 強力關注,352.5,-2.8,17.04,N/A
2025,0.0,N/A,2025-12,56.59,7810.TWO,23.91,47.62,0.0,捷創科技,6.25,13.059999999999995,🚀 利潤擴張,⚪ 數據不足,226.0,34.56,3.21,N/A
2025,28.21838992770115,N/A,2025-12,-35.71,6603.TWO,9.61,25.0,13.05,富強鑫,0.61,12.78,🚀 利潤擴張,⚠️ 追價風險,24.5499992371,12.22,0.27,N/A
2025,3.76041650771875,N/A,2025-12,68.94,6625.TW,33.28,51.64,288.0,必應,9.13,12.649999999999999,🚀 利潤擴張,💎 強力關注,72.1999969482,38.99,6.5,N/A
2025,12.258454106280192,N/A,2025-12,2.54,8103.TW,4.44,17.71,124.20000000000002,瀚荃,3.92,12.46,🚀 利潤擴張,✅ 穩健價值,101.5,5.25,2.47,N/A
2025,21.547420965058237,18.70%,2025-12,9.06,2313.TW,4.46,17.23,180.29999999999998,華通,5.51,12.36,🚀 利潤擴張,⚪ 中性觀察,259.0,4.87,3.61,10.97%
2025,6.306306306306307,N/A,2025-12,24.85,8416.TWO,13.82,22.25,449.54999999999995,實威,13.46,12.29,🚀 利潤擴張,💎 強力關注,189.0,9.96,8.34,N/A
2025,10.960549146809607,5.21%,2025-12,35.04,2356.TW,15.92,19.21,87.44999999999999,英業達,2.42,12.260000000000002,🚀 利潤擴張,💎 強力關注,63.9000015259,6.95,1.85,1.48%
2025,13.37288161454237,13.52%,2025-12,100.0,3379.TWO,71.69,94.5,44.25,彬台,2.12,12.180000000000007,🚀 利潤擴張,✅ 穩健價值,39.4500007629,82.32,0.5,7.02%
2025,74.39929918237944,N/A,2025-12,67.72,5274.TWO,52.48,52.82,3595.8,信驊,103.92,12.18,🚀 利潤擴張,⚠️ 追價風險,17835.0,40.64,72.23,N/A
2025,1.7500000615241935,N/A,2025-12,61.14,5206.TWO,56.94,66.99,186.0,坤悅,3.44,11.849999999999994,🚀 利潤擴張,💎 強力關注,21.7000007629,55.14,3.69,N/A
2025,5.683646317144772,4.40%,2025-12,13.5,2013.TW,10.09,18.15,111.9,中鋼構,3.19,11.79,🚀 利潤擴張,💎 強力關注,42.4000015259,6.36,2.27,2.40%
2025,0.0,49.56%,2025-12,-137.78,4142.TW,-35.17,1.75,-48.6,國光生,-0.57,11.74,🧐 疑業外收益,⚪ 數據不足,16.9500007629,-9.99,-1.09,23.11%
2025,12.810248198558849,37.66%,2025-12,52.55,2449.TW,27.65,41.67,374.69999999999993,京元電子,9.01,11.590000000000003,🚀 利潤擴張,✅ 穩健價值,320.0,30.08,7.17,28.21%
2025,13.542713951206032,N/A,2025-12,-23.97,6016.TWO,-12.49,13.14,29.849999999999998,康和證,1.98,11.55,🚀 利潤擴張,✅ 穩健價值,26.9500007629,1.59,1.11,N/A
2025,0.0,16.83%,2025-12,-19.72,3055.TW,-39.2,-20.55,-99.60000000000001,蔚華科,-2.68,11.239999999999998,🌑 雙重衰退,⚪ 數據不足,105.5,-31.79,-1.73,-125.48%
2025,10.265552003934106,N/A,2025-12,34.48,6788.TWO,19.97,31.09,610.05,華景電,17.36,11.120000000000001,🚀 利潤擴張,💎 強力關注,417.5,19.97,12.09,N/A
2025,27.55474452554744,N/A,2025-12,-10.99,8074.TWO,4.12,15.38,41.1,鉅橡,1.35,10.98,🚀 利潤擴張,⚠️ 追價風險,75.5,4.4,0.81,N/A
2025,29.821755027422306,33.66%,2025-12,50.06,2368.TW,49.83,64.8,656.4,金像電,19.47,10.75,🚀 利潤擴張,⚠️ 追價風險,1305.0,54.05,13.61,24.30%
2025,10.322108345534406,25.47%,2025-12,25.96,3044.TW,11.61,21.94,717.1500000000001,健鼎,19.45,10.400000000000002,🚀 利潤擴張,💎 強力關注,493.5,11.54,14.75,17.08%
2025,11.827956989247312,11.41%,2025-12,32.76,2468.TW,25.51,30.21,41.85,華經,1.25,10.27,🚀 利潤擴張,💎 強力關注,33.0,19.94,0.77,4.34%
2025,459.3750000000002,61.03%,2025-12,-55.04,2527.TW,-70.82,-80.68,1.1999999999999993,宏璟,0.93,10.25,🏰 高護城河,⚠️ 追價風險,36.75,-90.93,0.6,12.48%
2025,0.0,16.49%,2025-12,-16.8,1218.TW,-6.62,4.73,0.0,泰山,1.59,10.05,🧐 疑業外收益,⚪ 數據不足,0.0,-5.32,1.07,2.59%
2025,10.78614008941878,3.74%,2025-12,41.71,3036.TW,19.83,32.83,402.59999999999997,文曄,11.61,10.049999999999997,🚀 利潤擴張,💎 強力關注,289.5,22.78,8.11,1.75%
2025,11.050370948848107,28.44%,2025-12,58.06,3357.TWO,20.14,30.29,384.15,臺慶科,10.26,9.989999999999998,🚀 利潤擴張,✅ 穩健價值,283.0,20.3,7.84,14.20%
2025,7.951514966557577,45.11%,2025-12,26.19,3257.TW,22.45,39.18,123.75,虹冠電,3.42,9.86,🚀 利潤擴張,✅ 穩健價值,65.5999984741,29.32,2.65,18.06%
2025,5.7598500493245774,91.14%,2025-12,23.66,2884.TW,15.61,30.06,79.95,玉山金,2.12,9.619999999999997,🏰 高護城河,✅ 穩健價值,30.7000007629,20.44,1.62,40.48%
2025,46.13636190227273,5.75%,2025-12,-117.24,1471.TW,-27.03,-25.0,3.3,首利,0.03,9.369999999999997,🔄 轉虧為盈,⚠️ 追價風險,10.1499996185,-34.37,-0.05,-72.91%
2025,4.275595719632968,15.94%,2025-12,-0.44,2006.TW,-2.5,5.37,232.95,東和鋼鐵,6.47,9.21,🧐 疑業外收益,✅ 穩健價值,66.4000015259,-3.84,4.55,10.83%
2025,11.35385633896061,N/A,2025-12,24.31,6138.TWO,21.32,31.94,453.15000000000003,茂達,13.04,9.05,🚀 利潤擴張,✅ 穩健價值,343.0,22.89,9.27,N/A
2025,6.49122815383772,97.25%,2025-12,10.0,2880.TW,1.87,13.1,68.39999999999999,華南金,1.9,9.04,🏰 高護城河,✅ 穩健價值,29.6000003815,4.06,1.43,45.93%
2025,0.0,N/A,2025-12,79.17,6928.TW,5.88,6.41,-7.05,攸泰科技,-0.73,8.95,🧐 疑業外收益,⚪ 數據不足,46.4000015259,-2.54,-0.1,N/A
2025,11.612903577373272,N/A,2025-12,12.28,5381.TWO,-6.16,2.44,32.55,光譜,0.72,8.32,🧐 疑業外收益,✅ 穩健價值,25.2000007629,-5.88,0.65,N/A
2025,3.2237872271478873,N/A,2025-12,17.13,5520.TWO,3.98,10.9,383.4,力泰,9.97,8.3,🚀 利潤擴張,✅ 穩健價值,82.4000015259,2.6,7.92,N/A
2025,0.0,-7.81%,2025-12,55.65,4804.TWO,8.04,15.65,-39.300000000000004,大略-KY,-1.54,8.24,🚀 利潤擴張,⚪ 數據不足,3.2699999809,7.41,-0.65,-65.06%
2025,6.117424338749999,N/A,2025-12,14.07,6470.TWO,12.82,7.5,118.8,宇智,3.87,8.06,🧐 疑業外收益,✅ 穩健價值,48.4500007629,-0.56,2.27,N/A
2025,5.146983138308406,N/A,2025-12,-5.4,5478.TWO,-8.2,4.25,290.85,智冠,7.93,8.03,🧐 疑業外收益,✅ 穩健價值,99.8000030518,-3.78,5.84,N/A
2025,12.125506381761136,15.35%,2025-12,-2.16,2329.TW,19.58,28.92,74.1,華泰,2.45,8.0,🚀 利潤擴張,✅ 穩健價值,59.9000015259,20.92,1.41,8.19%
2025,38.58875413450937,41.25%,2025-12,62.75,3653.TW,52.19,49.96,1360.5,健策,36.75,7.960000000000001,🚀 利潤擴張,⚠️ 追價風險,3500.0,42.0,26.92,31.26%
2025,4.105125977410947,32.53%,2025-12,23.16,3611.TWO,40.71,38.68,690.6,鼎翰,19.63,7.640000000000001,🚀 利潤擴張,✅ 穩健價值,189.0,31.04,13.9,8.38%
2025,5.767326543824257,N/A,2025-12,-1.4,5212.TWO,17.89,23.44,121.2,凌網,4.74,7.530000000000001,🚀 利潤擴張,✅ 穩健價值,46.5999984741,15.91,2.82,N/A
2025,12.17005095505076,30.40%,2025-12,-0.64,3290.TWO,15.97,25.64,59.1,東浦,2.02,7.41,🚀 利潤擴張,✅ 穩健價值,47.9500007629,18.23,1.22,14.85%
2025,0.0,15.28%,2025-12,11.5,3511.TWO,1.3,6.35,-45.89999999999999,矽瑪,-1.18,7.279999999999999,🧐 疑業外收益,⚪ 數據不足,20.1000003815,-0.93,-1.0,-5.62%
2025,20.809248554913296,4.90%,2025-12,-41.67,1605.TW,-0.21,4.35,25.95,華新,0.75,7.18,🧐 疑業外收益,⚪ 中性觀察,36.0,-2.83,0.52,-1.88%
2025,10.482559190312669,17.19%,2025-12,52.4,2404.TW,30.93,46.52,1659.9,漢唐,48.08,7.150000000000006,🚀 利潤擴張,✅ 穩健價值,1160.0,39.37,34.07,13.88%
2025,37.624378109452735,17.62%,2025-12,5.79,3026.TW,5.39,12.1,241.20000000000002,禾伸堂,6.58,7.09,🚀 利潤擴張,⚠️ 追價風險,605.0,5.01,4.75,5.81%
2025,3.6491096268207657,N/A,2025-12,28.46,8279.TWO,7.66,13.09,395.85,生展,10.02,6.99,🚀 利潤擴張,✅ 穩健價值,96.3000030518,6.1,8.62,N/A
2025,14.424280350438048,21.72%,2025-12,28.23,2301.TW,23.16,28.09,239.70000000000002,光寶科,6.64,6.98,🚀 利潤擴張,✅ 穩健價值,230.5,21.11,4.94,10.49%
2025,8.157142639171429,N/A,2025-12,3.13,6662.TWO,-7.37,-3.49,52.5,樂斯科,1.66,6.709999999999999,🌑 雙重衰退,✅ 穩健價值,28.5499992371,-10.2,0.99,N/A
2025,11.241722106920529,32.08%,2025-12,10.59,3652.TW,0.48,7.2,45.3,精聯,1.34,6.61,🚀 利潤擴張,✅ 穩健價值,33.9500007629,0.59,0.94,2.52%
2025,4.719169905482295,N/A,2025-12,17.51,5876.TW,3.26,10.11,122.85000000000002,上海商銀,3.06,6.409999999999999,🚀 利潤擴張,✅ 穩健價值,38.6500015259,3.7,2.56,N/A
2025,0.0,N/A,2025-12,7.98,6706.TW,38.55,2.97,-168.45000000000002,惠特,-3.92,6.380000000000001,🧐 疑業外收益,⚪ 數據不足,202.5,-3.41,-3.69,N/A
2025,9.822934232715008,N/A,2025-12,75.65,8069.TWO,29.4,18.59,355.8,元太,9.14,6.300000000000001,🚀 利潤擴張,✅ 穩健價值,233.0,12.29,8.17,N/A
2025,4.967948717948717,N/A,2025-12,-23.43,6703.TWO,-15.54,-2.0,327.6,軒郁,9.9,6.289999999999999,🌑 雙重衰退,✅ 穩健價值,108.5,-8.29,5.77,N/A
2025,4.249084388809525,17.17%,2025-12,2.8,4532.TW,-0.93,0.5,81.89999999999999,瑞智,2.05,6.26,🧐 疑業外收益,✅ 穩健價值,23.2000007629,-5.76,1.5,6.80%
2025,43.66197183098591,N/A,2025-12,19.44,6415.TW,0.55,8.14,213.00000000000003,矽力*-KY,6.4,6.200000000000001,🚀 利潤擴張,⚠️ 追價風險,620.0,1.94,4.31,N/A
2025,7.408142847477658,N/A,2025-12,-17.65,5534.TW,-38.06,-23.57,151.04999999999998,長虹,6.0,6.09,🌑 雙重衰退,✅ 穩健價值,74.5999984741,-29.66,2.24,N/A
2025,4.902427415516421,31.02%,2025-12,15.04,3005.TW,9.96,16.67,315.15000000000003,神基,8.43,6.070000000000002,🚀 利潤擴張,✅ 穩健價值,103.0,10.6,6.36,14.37%
2025,30.476190476190474,N/A,2025-12,0.0,5601.TWO,1.76,7.69,15.75,台聯櫃,0.42,5.880000000000001,🚀 利潤擴張,⚠️ 追價風險,32.0,1.81,0.32,N/A
2025,0.0,-19.71%,2025-12,-18.1,1337.TW,-18.71,-12.99,-62.85000000000001,再生-KY,-1.74,5.83,🌑 雙重衰退,⚪ 數據不足,4.75,-18.82,-1.24,-65.33%
2025,5.5659023601862465,29.22%,2025-12,6.7,1712.TW,-2.3,4.0,104.69999999999999,興農,2.6,5.68,🧐 疑業外收益,✅ 穩健價值,38.8499984741,-1.68,2.07,5.88%
2025,4.006049997761452,N/A,2025-12,-0.87,6122.TWO,-2.12,7.03,173.55,擎邦,4.78,5.67,🚀 利潤擴張,✅ 穩健價值,46.3499984741,1.36,3.44,N/A
2025,3.368643986970339,25.16%,2025-12,-53.6,3284.TWO,-29.91,-12.16,70.80000000000001,太普高,2.31,5.66,🌑 雙重衰退,✅ 穩健價值,15.8999996185,-17.82,1.21,13.35%
2025,0.0,46.23%,2025-12,0.43,2617.TW,-5.48,3.25,0.0,台航,3.18,5.529999999999999,🧐 疑業外收益,⚪ 數據不足,0.0,-2.28,2.36,41.07%
2025,12.139357648339683,N/A,2025-12,1.73,6761.TWO,2.55,2.89,275.55,穩得,7.34,5.21,🧐 疑業外收益,✅ 穩健價值,223.0,-2.32,5.51,N/A
2025,6.164383561643835,N/A,2025-12,5.65,6005.TW,6.33,17.33,87.6,群益證,2.64,5.189999999999998,🚀 利潤擴張,✅ 穩健價值,36.0,12.14,1.87,N/A
2025,5.194300320492228,88.90%,2025-12,20.0,2801.TW,7.51,13.53,57.900000000000006,彰銀,1.51,5.18,🏰 高護城河,✅ 穩健價值,20.0499992371,8.35,1.2,38.59%
2025,5.530179694274062,N/A,2025-12,-6.06,9931.TW,-27.73,-14.34,91.95000000000002,欣高,2.45,5.170000000000002,🌑 雙重衰退,✅ 穩健價值,33.9000015259,-19.51,1.86,N/A
2025,4.623191129486939,N/A,2025-12,86.67,8114.TW,69.45,35.66,798.15,振樺電,18.5,4.989999999999995,🚀 利潤擴張,✅ 穩健價值,246.0,30.67,15.84,N/A
2025,9.650349783723776,N/A,2025-12,-1.14,9937.TW,-6.0,-1.26,85.8,全國,2.36,4.94,🌑 雙重衰退,✅ 穩健價值,55.2000007629,-6.2,1.74,N/A
2025,7.909774436090226,5.88%,2025-12,34.73,2317.TW,16.23,23.02,498.75,鴻海,13.61,4.890000000000001,🚀 利潤擴張,✅ 穩健價值,263.0,18.13,10.38,3.28%
2025,9.430756159728123,19.71%,2025-12,1.8,3045.TW,-0.87,4.58,176.54999999999998,台灣大,4.77,4.89,🧐 疑業外收益,✅ 穩健價值,111.0,-0.31,3.49,10.58%
2025,15.916627190904785,N/A,2025-12,42.86,6290.TWO,28.79,31.08,316.65,良維,8.73,4.739999999999998,🚀 利潤擴張,✅ 穩健價值,336.0,26.34,6.2,N/A
2025,75.67836694050287,N/A,2025-12,39.53,6515.TW,32.04,40.24,1807.6499999999999,穎崴,46.93,4.730000000000004,🚀 利潤擴張,⚠️ 追價風險,9120.0,35.51,33.4,N/A
2025,0.0,32.24%,2025-12,64.0,1538.TW,22.91,6.47,-31.050000000000004,正峰,-1.59,4.57,🚀 利潤擴張,⚪ 數據不足,11.8000001907,1.9,-0.36,-58.77%
2025,4.7484910224346075,27.24%,2025-12,26.36,3492.TWO,7.91,9.26,74.55,長盛,1.77,4.569999999999999,🚀 利潤擴張,✅ 穩健價值,23.6000003815,4.69,1.63,-0.96%
2025,6.832175079622642,25.09%,2025-12,36.4,3171.TWO,23.81,36.94,151.05,炎洲流通,4.3,4.509999999999998,🚀 利潤擴張,✅ 穩健價值,68.8000030518,32.43,3.11,7.94%
2025,31.304693715194908,N/A,2025-12,1.87,8155.TWO,35.15,41.38,188.55,博智,6.88,4.480000000000004,🚀 利潤擴張,⚠️ 追價風險,393.5,36.9,3.35,N/A
2025,39.69410050983248,44.02%,2025-12,32.29,4749.TWO,32.03,32.78,411.90000000000003,新應材,11.33,4.48,🚀 利潤擴張,⚠️ 追價風險,1090.0,28.3,8.49,23.34%
2025,6.755853097959866,94.34%,2025-12,-1.98,2838.TW,-0.7,8.94,44.85,聯邦銀,1.29,4.4399999999999995,🏰 高護城河,✅ 穩健價值,20.2000007629,4.5,0.91,35.36%
2025,2.8837470922234765,49.04%,2025-12,-57.58,1442.TW,-63.75,-57.74,132.89999999999998,名軒,3.03,4.43,🌑 雙重衰退,✅ 穩健價值,25.5499992371,-62.17,2.49,34.02%
2025,8.579522460542291,33.35%,2025-12,7.67,4571.TW,4.55,4.45,370.65,鈞興-KY,9.61,4.3500000000000005,🚀 利潤擴張,✅ 穩健價值,212.0,0.1,7.33,18.52%
2025,133.81201044386424,15.77%,2025-12,-37.88,3037.TW,12.28,18.07,114.89999999999999,欣興,4.38,4.32,🚀 利潤擴張,⚠️ 追價風險,1025.0,13.75,2.06,6.82%
2025,56.982757305344826,N/A,2025-12,-25.0,6220.TWO,-20.23,-12.9,8.700000000000001,岳豐,0.81,4.299999999999999,🌑 雙重衰退,⚠️ 追價風險,33.0499992371,-17.2,0.45,N/A
2025,0.0,15.43%,2025-12,-9.42,1210.TW,-1.43,2.79,0.0,大成,4.33,4.28,🧐 疑業外收益,⚪ 數據不足,0.0,-1.49,2.67,5.11%
2025,11.055776892430277,17.90%,2025-12,2.0,3388.TWO,-2.28,1.47,150.60000000000002,崇越電,4.15,4.16,🧐 疑業外收益,✅ 穩健價值,111.0,-2.69,3.06,6.27%
2025,6.682808716707021,8.77%,2025-12,-5.56,3010.TW,-2.77,1.84,309.75000000000006,華立,8.84,4.14,🧐 疑業外收益,✅ 穩健價值,138.0,-2.3,6.28,5.39%
2025,0.0,15.17%,2025-12,48.21,3349.TWO,28.56,9.52,-35.1,寶德,-1.02,3.9399999999999995,🚀 利潤擴張,⚪ 數據不足,17.8999996185,5.58,-0.64,-15.09%
