代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
6770.TW,力積電,80.7,74224,507,-381,20260528,399061,4315351,3916290,10.8x,36.55%,▲ 順勢追意
00403A.TW,主動統一升級50,10.47,50954,0,96931,20260528,-2808314,947255,3755570,-0.3x,4.60%,▲ 順勢追意
2344.TW,華邦電,144.0,46873,4364,2637,20260528,-280387,951759,1232147,-3.4x,26.32%,▲ 順勢追意
2337.TW,旺宏,160.0,-45692,-160,-1752,20260528,-381804,734503,1116307,-1.9x,13.48%,▲ 順勢追意
2408.TW,南亞科,324.0,7330,-3020,230,20260528,-200147,496313,696461,-2.5x,10.58%,▲ 順勢追意
6182.TWO,合晶,90.7,16104,5558,-487,20260528,12002,658603,646601,54.9x,42.61%,▲ 順勢追意
2324.TW,仁寶,33.5,-15249,-28022,-1410,20260528,-30463,475346,505810,-15.6x,10.38%,▲ 順勢追意
00992A.TW,主動群益科技創新,18.01,10908,0,17985,20260528,-73193,426449,499643,-5.8x,1.92%,▲ 順勢追意
2303.TW,聯電,142.0,71870,-19692,353,20260528,-189686,251728,441415,-1.3x,22.41%,▲ 順勢追意
1802.TW,台玻,70.4,3108,762,755,20260528,-38495,360793,399289,-9.4x,8.14%,▲ 順勢追意
2369.TW,菱生,39.75,9792,0,413,20260528,168,335075,334907,1991.7x,32.50%,▲ 順勢追意
2484.TW,希華,55.2,96,0,-77,20260528,-18201,280161,298363,-15.4x,23.08%,▲ 順勢追意
00999A.TW,主動野村臺灣高息,10.56,20390,0,23867,20260528,13098,306063,292964,23.4x,2.72%,▲ 順勢追意
00981A.TW,主動統一台股增長,30.72,-32901,12600,-18789,20260528,-202662,66157,268819,-0.3x,6.44%,▲ 順勢追意
2449.TW,京元電子,320.0,24629,-3869,1153,20260528,-16358,252442,268801,-15.4x,11.89%,▲ 順勢追意
4927.TW,泰鼎-KY,57.3,-2726,0,0,20260528,-5171,194099,199270,-37.5x,11.91%,▲ 順勢追意
3211.TWO,順達,442.5,2527,-74,-257,20260528,-681,197952,198633,-290.3x,25.35%,▲ 順勢追意
3006.TW,晶豪科,242.5,5617,0,-29,20260528,-85808,107083,192892,-1.2x,9.23%,▲ 順勢追意
0050.TW,元大台灣50,100.5,-14393,2131,-9331,20260528,-50956,139843,190800,-2.7x,4.85%,▲ 順勢追意
2485.TW,兆赫,71.8,-3748,0,106,20260528,-142629,45419,188049,-0.3x,2.57%,▲ 順勢追意
6282.TW,康舒,57.7,-20634,-100,-922,20260528,106240,280718,174478,2.6x,7.65%,▲ 順勢追意
3149.TW,正達,67.1,-3418,0,0,20260528,3810,169297,165487,44.4x,18.55%,▲ 順勢追意
4958.TW,臻鼎-KY,486.0,-2710,-2338,-175,20260528,-8995,141200,150195,-15.7x,3.51%,▲ 順勢追意
6265.TWO,方土昶,53.8,-505,0,90,20260528,-29886,108538,138425,-3.6x,22.97%,▲ 順勢追意
8150.TW,南茂,103.0,10508,301,-126,20260528,-23113,111797,134911,-4.8x,35.70%,▲ 順勢追意
6127.TWO,九豪,61.2,-500,0,101,20260528,120279,254120,133841,2.1x,15.47%,▲ 順勢追意
5351.TWO,鈺創,82.6,875,0,3,20260528,-69558,59781,129339,-0.9x,9.84%,▲ 順勢追意
3221.TWO,台嘉碩,60.2,-1435,0,-23,20260528,-17620,106350,123971,-6.0x,17.35%,▲ 順勢追意
3105.TWO,穩懋,528.0,181,364,0,20260528,-93559,29957,123517,-0.3x,9.32%,▲ 順勢追意
6147.TWO,頎邦,278.0,6092,709,-170,20260528,-26439,92133,118573,-3.5x,24.94%,▲ 順勢追意
00891.TW,中信關鍵半導體,35.36,11354,0,18590,20260528,47051,155421,108370,3.3x,8.40%,▲ 順勢追意
00982A.TW,主動群益台灣強棒,23.81,21802,389,12831,20260528,104205,212520,108315,2.0x,7.74%,▲ 順勢追意
2329.TW,華泰,59.9,1802,0,334,20260528,-19617,81898,101515,-4.2x,13.23%,▲ 順勢追意
2455.TW,全新,391.5,-2547,-160,-39,20260528,-77471,18613,96084,-0.2x,1.29%,▲ 順勢追意
8039.TW,台虹,153.5,2166,0,46,20260528,-37763,57878,95642,-1.5x,10.43%,▲ 順勢追意
3305.TW,昇貿,158.0,-240,0,-73,20260528,-44693,47218,91912,-1.1x,13.67%,▲ 順勢追意
00878.TW,國泰永續高股息,30.0,7569,0,37425,20260528,-27228,62144,89373,-2.3x,8.26%,▲ 順勢追意
00919.TW,群益台灣精選高息,28.41,3066,0,23389,20260528,-45372,35072,80445,-0.8x,7.09%,▲ 順勢追意
1303.TW,南亞,90.5,34098,-1157,2395,20260528,119,77251,77132,649.0x,3.67%,▲ 順勢追意
5347.TWO,世界,161.5,7695,-1604,595,20260528,-67806,274,68081,-0.0x,-1.22%,★ 壓低偷買
2399.TW,映泰,47.7,2099,0,1,20260528,-320,65393,65713,-204.3x,10.42%,▲ 順勢追意
3231.TW,緯創,144.5,2451,1597,19,20260528,17060,82369,65308,4.8x,3.21%,▲ 順勢追意
1717.TW,長興,82.4,4049,711,420,20260528,85684,147070,61385,1.7x,3.39%,▲ 順勢追意
6548.TWO,長科*,66.4,5369,0,-153,20260528,1039,61275,60235,59.0x,29.18%,▲ 順勢追意
3715.TW,定穎投控,171.0,-3627,0,-94,20260528,-17063,38486,55549,-2.3x,4.27%,▲ 順勢追意
00981D.TWO,主動中信非投等債,10.26,3790,0,-771,20260528,-35037,19063,54101,-0.5x,-0.10%,★ 壓低偷買
2881.TW,富邦金,110.0,58964,-15279,88,20260528,44440,97251,52810,2.2x,14.46%,▲ 順勢追意
4906.TW,正文,47.3,5647,0,374,20260528,14133,66501,52367,4.7x,21.59%,▲ 順勢追意
2436.TW,偉詮電,76.8,3331,0,50,20260528,10542,62820,52278,6.0x,2.67%,▲ 順勢追意
00401A.TW,主動摩根台灣鑫收,13.4,27,0,934,20260528,-22760,29334,52094,-1.3x,5.35%,▲ 順勢追意
3689.TWO,湧德,132.0,812,0,147,20260528,-785,49820,50605,-63.4x,9.09%,▲ 順勢追意
2472.TW,立隆電,371.0,1408,146,27,20260528,-29655,19392,49048,-0.7x,39.47%,▲ 順勢追意
6175.TWO,立敦,107.0,-45,0,107,20260528,11023,58306,47283,5.3x,25.59%,▲ 順勢追意
6290.TWO,良維,336.0,917,0,24,20260528,-4747,40849,45596,-8.6x,23.30%,▲ 順勢追意
5425.TWO,台半,114.5,-761,0,130,20260528,187687,232867,45179,1.2x,26.66%,▲ 順勢追意
5483.TWO,中美晶,160.5,-3537,6,-256,20260528,-6432,37635,44068,-5.9x,12.63%,▲ 順勢追意
4973.TWO,廣穎,152.5,39,0,38,20260528,2502,46486,43984,18.6x,41.20%,▲ 順勢追意
3019.TW,亞光,149.5,191,0,-17,20260528,-13322,29596,42919,-2.2x,-1.32%,★ 壓低偷買
4919.TW,新唐,188.5,-2147,0,-440,20260528,-362,41664,42027,-114.9x,3.86%,▲ 順勢追意
6285.TW,啟碁,304.0,4212,901,153,20260528,7696,47839,40143,6.2x,8.38%,▲ 順勢追意
00947.TW,台新臺灣IC設計,37.3,1262,0,48,20260528,-13178,26931,40110,-2.0x,6.72%,▲ 順勢追意
2495.TW,普安,47.35,1233,0,-80,20260528,17729,57297,39568,3.2x,16.48%,▲ 順勢追意
2498.TW,宏達電,43.9,-1353,0,-439,20260528,-36214,2604,38818,-0.1x,-3.41%,★ 壓低偷買
00981B.TWO,第一金優選非投債,9.1,13076,0,-7533,20260528,-6149,31931,38081,-5.2x,-0.55%,★ 壓低偷買
1815.TWO,富喬,103.5,-3795,-240,63,20260528,-1297,33744,35042,-26.0x,1.97%,▲ 順勢追意
