日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-05-28,2317,鴻海,263.0,241.21,2000,43580,9.03%
2026-05-28,4142,國光生,16.95,25.32,1000,-8370,-33.06%
2026-05-28,0050,元大台灣50,100.5,46.6,16016,863262,115.67%
2026-05-28,0056,元大高股息,48.83,36.43,8000,99200,34.04%
2026-05-28,00635U,期元大S&P黃金,45.73,55.25,3000,-28560,-17.23%
2026-05-28,00738U,期元大道瓊白銀,58.1,66.26,1000,-8160,-12.32%
2026-05-28,00929,復華台灣科技優息,29.4,19.73,8000,77360,49.01%
2026-05-28,009816,凱基台灣TOP50,14.8,11.01,63000,238770,34.42%
2026-05-28,00990A,主動元大AI新經濟,19.23,11.48,5000,38750,67.51%
2026-05-28,2009,第一銅,38.8,50.56,4000,-47040,-23.26%
2026-05-28,2337,旺宏,160.0,95.28,2000,129440,67.93%
2026-05-28,2409,友達,21.2,16.21,2000,9980,30.78%
2026-05-28,3481,群創,46.4,25.1,4000,85200,84.86%
2026-05-28,6806,森崴能源,6.1,45.39,5000,-196450,-86.56%
2026-05-28,3105,穩懋,528.0,556.47,300,-8541,-5.12%
2026-05-28,4966,譜瑞-KY,845.0,1921.64,1000,-1076640,-56.03%
2026-05-28,00403A,主動統一升級50,10.47,10.68,26026,-5465,-1.97%
2026-05-28,00981A,主動統一台股增長,30.72,27.48,2000,6480,11.79%
2026-05-28,2313,華通,259.0,250.71,1000,8290,3.31%
2026-05-28,2330,台積電,2295.0,225.55,10,20694,917.51%
2026-05-28,6789,采鈺,524.0,593.5,400,-27800,-11.71%
2026-05-28,5474,聰泰,164.0,175.15,2000,-22300,-6.37%
2026-05-28,6849,奇鼎科技,214.5,266.4,280,-14532,-19.48%
2026-05-28,7853,政美應用,356.5,409.29,280,-14781,-12.90%
2026-05-28,3576,聯合再生,18.25,18.5,2000,-500,-1.35%
