     Stock        Name  Score    Close                                BuyReason
   6994.TW        富威電力    6.5    87.70 ADX轉強 | 【EPS連2成長 | 營收爆發(114.38%) | 董監加碼】
  4123.TWO          晟德    5.5    44.40         ADX轉強 | 【EPS連2成長 | 營收爆發(56.42%)】
   2467.TW          志聖    5.5   368.00         ADX轉強 | 【EPS連2成長 | 營收爆發(124.1%)】
   6944.TW        兆聯實業    5.5   743.00         ADX轉強 | 【EPS連2成長 | 營收爆發(51.58%)】
  3093.TWO         港建*    5.0    33.55             ADX轉強 | 【營收爆發(90.8%) | 董監加碼】
   3036.TW          文曄    5.0   231.50           ADX轉強 | 【營收爆發(151.67%) | 董監加碼】
  5536.TWO         聖暉*    4.5   697.00          【EPS連2成長 | 營收爆發(38.79%) | 董監加碼】
  8299.TWO          群聯    4.5  1890.00         【EPS連2成長 | 營收爆發(169.43%) | 董監加碼】
  4991.TWO       環宇-KY    4.5   339.50         【EPS連2成長 | 營收爆發(155.98%) | 董監加碼】
  3088.TWO          艾訊    4.5    82.00          【EPS連2成長 | 營收爆發(50.04%) | 董監加碼】
   6902.TW    GOGOLOOK    4.5    76.50          【EPS連2成長 | 營收爆發(37.39%) | 董監加碼】
   2404.TW          漢唐    4.0  1085.00                   ADX轉強 | 【營收爆發(58.89%)】
  4908.TWO          前鼎    4.0    94.50                   ADX轉強 | 【營收爆發(66.88%)】
   3029.TW          零壹    4.0   115.00                    ADX轉強 | 【營收爆發(31.5%)】
   2377.TW          微星    4.0    94.50                   ADX轉強 | 【營收爆發(33.73%)】
  3709.TWO       鑫聯大投控    4.0    68.00                  ADX轉強 | 【營收爆發(132.66%)】
  4768.TWO        晶呈科技    4.0   440.50                  ADX轉強 | 【營收爆發(228.67%)】
  5205.TWO          中茂    4.0    28.80                  ADX轉強 | 【營收爆發(204.44%)】
   3706.TW          神達    4.0    82.90                   ADX轉強 | 【營收爆發(34.35%)】
  5291.TWO          邑昇    4.0    53.00                   ADX轉強 | 【營收爆發(34.27%)】
  1294.TWO        漢田生技    4.0    91.80                  ADX轉強 | 【營收爆發(117.94%)】
   6531.TW         愛普*    4.0   441.50                  ADX轉強 | 【營收爆發(146.68%)】
  6788.TWO         華景電    4.0   347.50                   ADX轉強 | 【營收爆發(35.54%)】
   2406.TW          國碩    4.0    34.15                  ADX轉強 | 【營收爆發(188.65%)】
   1256.TW     鮮活果汁-KY    4.0   171.00                   ADX轉強 | 【營收爆發(87.61%)】
   2543.TW          皇昌    4.0    74.00                   ADX轉強 | 【營收爆發(34.97%)】
   3702.TW         大聯大    4.0    72.80                   ADX轉強 | 【營收爆發(44.57%)】
   4137.TW       麗豐-KY    4.0   111.00                  ADX轉強 | 【營收爆發(117.15%)】
   6669.TW          緯穎    4.0  4190.00                  ADX轉強 | 【營收爆發(103.44%)】
   4943.TW       康控-KY    4.0    12.20                    ADX轉強 | 【營收爆發(38.5%)】
  6894.TWO         衛司特    4.0   308.50                   ADX轉強 | 【營收爆發(55.42%)】
   6477.TW          安集    4.0    39.35                   ADX轉強 | 【營收爆發(78.94%)】
  3066.TWO          李洲    4.0    16.25                   ADX轉強 | 【營收爆發(42.57%)】
  3207.TWO          耀勝    4.0    75.90                   ADX轉強 | 【營收爆發(45.99%)】
   1529.TW        樂事綠能    4.0    27.40                  ADX轉強 | 【營收爆發(277.22%)】
  8087.TWO        麗升能源    4.0    34.05                   ADX轉強 | 【營收爆發(883.4%)】
   9937.TW          全國    3.5    57.70                        ADX轉強 | 【EPS連2成長】
   1514.TW          亞力    3.5   115.50                 【EPS連2成長 | 營收爆發(68.91%)】
   3092.TW          鴻碩    3.5    32.00                        ADX轉強 | 【EPS連2成長】
   3530.TW         晶相光    3.5    59.20                 【EPS連2成長 | 營收爆發(33.12%)】
   2597.TW          潤弘    3.5   168.50                 【EPS連2成長 | 營收爆發(62.65%)】
  3374.TWO          精材    3.5   176.50                  【EPS連2成長 | 營收爆發(45.8%)】
   2344.TW         華邦電    3.5   114.00                 【EPS連2成長 | 營收爆發(88.45%)】
  3663.TWO          鑫科    3.5    66.00                【EPS連2成長 | 營收爆發(157.91%)】
  6465.TWO          威潤    3.5    32.65                 【EPS連2成長 | 營收爆發(45.25%)】
   5484.TW          慧友    3.5    40.25                【EPS連2成長 | 營收爆發(137.98%)】
   9917.TW         中保科    3.5   111.50                        ADX轉強 | 【EPS連2成長】
   2542.TW         興富發    3.5    37.00               【EPS連2成長 | 營收爆發(2480.63%)】
   7786.TW        東方風能    3.5   150.00                  【EPS連2成長 | 營收爆發(62.9%)】
   6415.TW      矽力*-KY    3.5   262.00                 【EPS連2成長 | 營收爆發(46.42%)】
  5498.TWO          凱崴    3.5    61.30                 【EPS連2成長 | 營收爆發(54.92%)】
   4967.TW          十銓    3.5   191.00                【EPS連2成長 | 營收爆發(112.73%)】
   8462.TW          柏文    3.5   138.50                 【EPS連2成長 | 營收爆發(30.55%)】
   3006.TW         晶豪科    3.5   159.50                 【EPS連2成長 | 營收爆發(128.4%)】
   2423.TW          固緯    3.5    48.35                 【EPS連2成長 | 營收爆發(46.67%)】
   2605.TW          新興    3.5    34.45                        ADX轉強 | 【EPS連2成長】
   2353.TW         宏��    3.5    27.60                 【EPS連2成長 | 營收爆發(39.83%)】
   3443.TW          創意    3.5  2375.00                 【EPS連2成長 | 營收爆發(60.15%)】
   6005.TW         群益證    3.5    28.35                【EPS連2成長 | 營收爆發(129.99%)】
  6275.TWO          元山    3.5    50.20                 【EPS連2成長 | 營收爆發(40.35%)】
   4770.TW          上品    3.5   258.50                 【EPS連2成長 | 營收爆發(51.15%)】
  3205.TWO          佰研    3.5    51.60                 【EPS連2成長 | 營收爆發(33.97%)】
  5302.TWO          太欣    3.5    11.30                 【EPS連2成長 | 營收爆發(69.18%)】
   2204.TW          中華    3.5    56.80                 【EPS連2成長 | 營收爆發(47.49%)】
  3163.TWO         波若威    3.5   770.00                 【EPS連2成長 | 營收爆發(47.89%)】
  4806.TWO        桂田文創    3.5    13.00                【EPS連2成長 | 營收爆發(203.86%)】
   1525.TW          江申    3.5    62.50                 【EPS連2成長 | 營收爆發(36.82%)】
  5223.TWO       安力-KY    3.5    30.35                        ADX轉強 | 【EPS連2成長】
   6830.TW          汎銓    3.5   393.00                        ADX轉強 | 【EPS連2成長】
   1597.TW          直得    3.5    74.80                 【EPS連2成長 | 營收爆發(39.89%)】
   2455.TW          全新    3.5   221.50                        ADX轉強 | 【EPS連2成長】
   8150.TW          南茂    3.5    63.40                 【EPS連2成長 | 營收爆發(31.23%)】
  4973.TWO          廣穎    3.5    55.60                 【EPS連2成長 | 營收爆發(42.53%)】
   8162.TW      微矽電子-創    3.5    38.55                        ADX轉強 | 【EPS連2成長】
   3535.TW         晶彩科    3.5   129.00               【EPS連2成長 | 營收爆發(9477.22%)】
   1528.TW          恩德    3.5    22.35                 【EPS連2成長 | 營收爆發(44.26%)】
