股票代碼         名稱              收盤價       最佳均線        實戰勝率%          區間報酬%     交易次數       外資5日買超 目前狀態                
1708.TW      東鹼            35.45          3         62.5           9.72        6         -895 📉 建議賣出              
1710.TW      東聯             13.5          4        44.44          -0.47        6          989 📉 建議賣出              
1711.TW      永光            27.75         18         62.5          16.11        0          637 📈 持有 → 繼續持有         
1714.TW      和桐             9.88          4        47.62          11.56        7          991 📈 持有 → 繼續持有         
1717.TW      長興             63.8          5        52.94          30.64        4        -8950 📈 持有 → 繼續持有         
1718.TW      中纖             7.41         14        45.45          -3.12        2          845 📈 持有 → 繼續持有         
1721.TW      三晃            16.95          4         50.0           20.3        4          366 📈 持有 → 繼續持有         
1723.TW      中碳             69.7          4         55.0           1.12        5         -359 📈 持有 → 繼續持有         
1726.TW      永記             76.3          5        53.85          -0.92        4          -39 📈 持有 → 繼續持有         
1727.TW      中華化            50.3          9         50.0          10.46        2        -3456 📈 持有 → 繼續持有         
1735.TW      日勝化            20.9         18        46.15           8.12        1         -133 📈 持有 → 繼續持有         
1736.TW      喬山            132.5         19          0.0          -3.86        1        -1336 📉 建議賣出              
1762.TW      中化生            30.0          3        46.67          12.62        8         -108 📈 持有 → 繼續持有         
1773.TW      勝一            146.5          6         40.0           0.43        3         -147 📈 持有 → 繼續持有         
1784.TWO     訊聯             88.9         14         40.0          -4.68        1         -236 📉 建議賣出              
1785.TWO     光洋科            79.8          4        63.16          30.49        4        30916 📈 持有 → 繼續持有         
1789.TW      神隆             21.5          3        63.16           15.4        7         -662 📈 持有 → 繼續持有         
1795.TW      美時            273.0          7        68.75          15.74        2          492 📈 持有 → 繼續持有         
1802.TW      台玻             57.2          3        52.38          65.65        6         4158 📈 持有 → 繼續持有         
1805.TW      寶徠            10.45         16          0.0            0.0        0          -39 📉 建議賣出              
1809.TW      中釉             25.0          8         60.0          31.87        3         -155 📉 建議賣出              
1815.TWO     富喬            105.5          3         50.0          11.76        7        -7765 📈 持有 → 繼續持有         
1904.TW      正隆            17.65          4        58.82          -0.53        5         -449 📉 建議賣出              
2002.TW      中鋼             19.5         18         60.0           4.65        1       -41912 📉 建議賣出              
2006.TW      東和鋼鐵           83.4          4        74.07          21.53        3         4369 📈 持有 → 繼續持有         
2009.TW      第一銅           44.25         18        66.67            0.0        1          592 📉 建議賣出              
2010.TW      春源            22.95         19        66.67           6.32        1           63 📈 持有 → 繼續持有         
2012.TW      春雨            15.65          4         40.0          -2.64        5          -66 📉 建議賣出              
2013.TW      中鋼構           44.35          5        53.33           5.86        3          159 📈 持有 → 繼續持有         
2014.TW      中鴻            17.85          5         50.0          10.27        5         -108 📈 持有 → 繼續持有         
2017.TW      官田鋼             9.9         18         50.0           7.94        1          162 📈 持有 → 繼續持有         
2022.TW      聚亨             9.15          5         50.0            3.1        5          220 📈 持有 → 繼續持有         
2023.TW      燁輝            14.75         19        33.33          -2.33        3          461 📉 建議賣出              
2027.TW      大成鋼           37.15         14         50.0           1.38        2       -30911 📈 持有 → 繼續持有         
2031.TW      新光鋼           39.15         18        27.27          -4.25        3         -731 📈 持有 → 繼續持有         
2034.TW      允強             20.0          8        58.33           3.78        2         -653 📈 持有 → 繼續持有         
2035.TWO     唐榮             28.5          4        33.33          -0.39        5           -1 📉 建議賣出              
2049.TW      上銀            238.0          3        47.62          17.88        8         2001 📈 持有 → 繼續持有         
2059.TW      川湖           3355.0          5        53.33           3.93        3           61 📈 持有 → 繼續持有         
2061.TWO     風青             17.9         12         20.0          -3.21        1          -69 📈 持有 → 繼續持有         
2066.TWO     世德             52.4          3        58.33          22.11        6           22 📈 持有 → 繼續持有         
2067.TWO     嘉鋼             8.17          3        46.15           -3.3        6          -32 📉 建議賣出              
2069.TW      運錩            18.95          4        52.63           7.42        4          258 📈 持有 → 繼續持有         
2072.TWO     世紀風電          251.5         16        58.82          11.71        1            0 📉 建議賣出              
2103.TW      台橡            20.25         14         61.9          31.92        1        -2349 📈 持有 → 繼續持有         
2104.TW      國際中橡          12.25          3         55.0          20.54        7        -6739 📉 建議賣出              
2105.TW      正新             28.5          6        46.67          -3.96        5       -17771 📉 建議賣出              
2108.TW      南帝             25.0          6        38.89           9.16        4         -207 📈 持有 → 繼續持有         
2201.TW      裕隆            28.55         18          0.0            0.0        0        -3485 📉 建議賣出              
2204.TW      中華             56.8          8        58.33            3.4        2        -2131 📈 持有 → 繼續持有         
2206.TW      三陽工業           59.4          7        64.29           1.17        3         -928 📉 建議賣出              
2208.TW      台船            21.35          4        73.68          17.77        3        -4482 📈 持有 → 繼續持有         
2211.TW      長榮鋼           100.0         18        63.64          -2.44        3         -378 📉 建議賣出              
2230.TWO     泰茂            34.45          3        45.45           1.19        4          179 📉 建議賣出              
2231.TW      為升             83.7          8        53.85           3.03        2         -142 📉 建議賣出              
2233.TW      宇隆            220.0          4         37.5           7.38        5         -109 📈 持有 → 繼續持有         
2235.TWO     謚源             33.0         14        66.67           1.59        1           -1 📉 建議賣出              
2236.TW      百達-KY         113.5         11        42.86          -1.75        3          -52 📈 持有 → 繼續持有         
2237.TWO     華德動能           31.2          3        53.85           1.86        6            0 📈 持有 → 繼續持有         
2239.TW      英利-KY          24.5         13          0.0            0.0        0          -17 📉 建議賣出              
2241.TW      艾姆勒           29.85         19          0.0            0.0        0           43 📈 持有 → 繼續持有         
2243.TW      宏旭-KY         13.95          3        41.18          11.36        7          -64 📈 持有 → 繼續持有         
2252.TWO     為昇科            14.3         16          0.0          -5.56        1            0 📉 建議賣出              
2254.TW      巨鎧精密-創         67.8          7        53.33          11.69        6           -9 📉 建議賣出              
2258.TW      鴻華先進-創         34.5          6         30.0           0.27        3         -605 📉 建議賣出              
2301.TW      光寶科           159.0         17        58.33          -4.95        3        -9267 📉 建議賣出              
2302.TW      麗正             18.9          5        57.14           3.87        4         -159 📈 持有 → 繼續持有         
2303.TW      聯電             62.2          3        59.09          38.68        5         7335 📈 持有 → 繼續持有         
2305.TW      全友             14.6          5         60.0          28.49        4          112 📈 持有 → 繼續持有         
2308.TW      台達電          1400.0          5         61.9          45.99        2        -1488 📈 持有 → 繼續持有         
2312.TW      金寶             24.0          5        61.54          35.63        3         4998 📈 持有 → 繼續持有         
2313.TW      華通            204.0          5        66.67          63.92        4       -35489 📈 持有 → 繼續持有         
2314.TW      台揚            17.55         18          0.0            0.0        0           -2 📉 建議賣出              
2316.TW      楠梓電            94.9          5        52.94          -4.53        7         -862 📈 持有 → 繼續持有         
2317.TW      鴻海            219.0          6        53.85           2.57        3       -53462 📈 持有 → 繼續持有         
2321.TW      東訊             15.0         20         20.0          -15.6        2            0 📉 建議賣出              
2323.TW      中環             11.3         18        55.56           0.17        2         2543 📈 持有 → 繼續持有         
