📅 統計區間: 20260101 | T+1 限制

💎 1605.TW    華新         | 股價:   33.45 | 買超:    16722張 | 勝率: 42.11%
💎 00981A.TW  主動統一台股增長   | 股價:   20.05 | 買超:    14076張 | 勝率:   0.0%
💎 00981B.TWO 第一金優選非投債   | 股價:    9.29 | 買超:    13816張 | 勝率:  50.0%
💎 2408.TW    南亞科        | 股價:   254.0 | 買超:    12178張 | 勝率: 52.94%
💎 00891.TW   中信關鍵半導體    | 股價:   24.41 | 買超:    10402張 | 勝率: 66.67%
💎 2353.TW    宏��        | 股價:    27.6 | 買超:     9289張 | 勝率: 43.75%
💎 6274.TWO   台燿         | 股價:   488.5 | 買超:     7831張 | 勝率: 66.67%
💎 2303.TW    聯電         | 股價:    62.2 | 買超:     7335張 | 勝率: 59.09%
💎 6285.TW    啟��        | 股價:   163.5 | 買超:     6470張 | 勝率:  65.0%
💎 8110.TW    華東         | 股價:    55.8 | 買超:     6066張 | 勝率: 53.33%
💎 6116.TW    彩晶         | 股價:    9.17 | 買超:     5563張 | 勝率: 53.33%
💎 6282.TW    康舒         | 股價:    47.0 | 買超:     5537張 | 勝率: 56.25%
💎 0056.TW    元大高股息      | 股價:   38.64 | 買超:     4810張 | 勝率: 69.57%
💎 1802.TW    台玻         | 股價:    57.2 | 買超:     4158張 | 勝率: 52.38%
💎 009811.TW  統一美國50     | 股價:   11.47 | 買超:     4109張 | 勝率:  25.0%
💎 2331.TW    精英         | 股價:    24.6 | 買超:     3418張 | 勝率: 35.71%
💎 009815.TWO 大華美國MAG7+  | 股價:    9.67 | 買超:     3284張 | 勝率:   0.0%
💎 1409.TW    新纖         | 股價:    15.2 | 買超:     3004張 | 勝率: 57.89%
💎 5371.TWO   中光電        | 股價:    81.2 | 買超:     2932張 | 勝率: 58.82%
💎 1528.TW    恩德         | 股價:   22.35 | 買超:     2846張 | 勝率:  50.0%
💎 6163.TWO   華電網        | 股價:    51.6 | 買超:     2739張 | 勝率: 45.45%
💎 5439.TWO   高技         | 股價:   265.5 | 買超:     2639張 | 勝率:  25.0%
💎 9904.TW    寶成         | 股價:   30.05 | 買超:     2548張 | 勝率: 41.18%
💎 00830.TW   國泰費城半導體    | 股價:   55.95 | 買超:     2470張 | 勝率: 55.56%
💎 4763.TW    材料*-KY     | 股價:    44.1 | 買超:     2264張 | 勝率:  50.0%
💎 2367.TW    燿華         | 股價:    69.2 | 買超:     2080張 | 勝率: 60.71%
💎 8422.TW    可寧衛*       | 股價:   31.55 | 買超:     1930張 | 勝率: 58.33%
💎 2637.TW    慧洋-KY      | 股價:    68.5 | 買超:     1861張 | 勝率:  60.0%
💎 2354.TW    鴻準         | 股價:    54.4 | 買超:     1652張 | 勝率: 41.67%
💎 00983A.TW  主動中信ARK創新  | 股價:   11.09 | 買超:     1451張 | 勝率:   0.0%
💎 4123.TWO   晟德         | 股價:    44.4 | 買超:     1332張 | 勝率: 63.64%
💎 4939.TWO   亞電         | 股價:    32.5 | 買超:     1311張 | 勝率: 57.14%
💎 8046.TW    南電         | 股價:   470.5 | 買超:     1173張 | 勝率: 65.38%
💎 6271.TW    同欣電        | 股價:   151.0 | 買超:     1063張 | 勝率: 52.38%
💎 2441.TW    超豐         | 股價:    87.8 | 買超:     1027張 | 勝率: 58.82%
💎 1714.TW    和桐         | 股價:    9.88 | 買超:      991張 | 勝率: 47.62%
💎 2392.TW    正崴         | 股價:   36.85 | 買超:      979張 | 勝率: 47.06%
💎 2388.TW    威盛         | 股價:   49.05 | 買超:      975張 | 勝率: 44.44%
💎 6190.TWO   萬泰科        | 股價:    51.2 | 買超:      952張 | 勝率: 47.06%
💎 2371.TW    大同         | 股價:    33.2 | 買超:      909張 | 勝率:  60.0%
💎 2455.TW    全新         | 股價:   221.5 | 買超:      906張 | 勝率: 57.14%
💎 3059.TW    華晶科        | 股價:    38.1 | 買超:      893張 | 勝率: 53.85%
💎 6451.TW    訊芯-KY      | 股價:   189.5 | 買超:      886張 | 勝率: 42.86%
💎 2457.TW    飛宏         | 股價:   28.65 | 買超:      864張 | 勝率:  50.0%
💎 0052.TW    富邦科技       | 股價:   46.46 | 買超:      837張 | 勝率: 69.57%
💎 5498.TWO   凱崴         | 股價:    61.3 | 買超:      816張 | 勝率: 52.94%
💎 3105.TWO   穩懋         | 股價:   299.0 | 買超:      769張 | 勝率: 56.52%
💎 4956.TW    光鋐         | 股價:   25.85 | 買超:      740張 | 勝率:  50.0%
💎 5425.TWO   台半         | 股價:    59.0 | 買超:      725張 | 勝率: 52.38%
💎 4916.TW    事欣科        | 股價:    60.0 | 買超:      715張 | 勝率: 57.89%
💎 00941.TW   中信上游半導體    | 股價:   21.69 | 買超:      700張 | 勝率: 53.85%
💎 3016.TW    嘉晶         | 股價:    59.0 | 買超:      694張 | 勝率: 46.67%
💎 2401.TW    凌陽         | 股價:    21.4 | 買超:      693張 | 勝率:  50.0%
💎 8150.TW    南茂         | 股價:    63.4 | 買超:      649張 | 勝率: 63.64%
💎 2431.TW    聯昌         | 股價:    12.4 | 買超:      633張 | 勝率: 57.14%
💎 3019.TW    亞光         | 股價:   132.5 | 買超:      632張 | 勝率: 55.56%
💎 3265.TWO   台星科        | 股價:   135.5 | 買超:      600張 | 勝率: 56.25%
💎 3707.TWO   漢磊         | 股價:    55.1 | 買超:      553張 | 勝率: 43.75%
💎 3624.TWO   光頡         | 股價:    52.9 | 買超:      549張 | 勝率: 46.15%
💎 2484.TW    希華         | 股價:   27.65 | 買超:      517張 | 勝率:  55.0%
💎 6214.TW    精誠         | 股價:   112.5 | 買超:      514張 | 勝率: 42.86%
💎 2342.TW    茂矽         | 股價:   31.05 | 買超:      507張 | 勝率: 58.33%
💎 2855.TW    統一證        | 股價:    30.6 | 買超:      502張 | 勝率: 66.67%
💎 1795.TW    美時         | 股價:   273.0 | 買超:      492張 | 勝率: 68.75%
💎 6488.TWO   環球晶        | 股價:   472.0 | 買超:      481張 | 勝率: 47.06%
💎 3533.TW    嘉澤         | 股價:  1690.0 | 買超:      476張 | 勝率: 52.17%
💎 5234.TW    達興材料       | 股價:   383.0 | 買超:      474張 | 勝率: 72.73%
💎 6127.TWO   九豪         | 股價:   36.05 | 買超:      461張 | 勝率: 38.46%
💎 6245.TWO   立端         | 股價:    65.0 | 買超:      459張 | 勝率:  50.0%
💎 6125.TWO   廣運         | 股價:    62.3 | 買超:      450張 | 勝率: 33.33%
💎 8033.TW    雷虎         | 股價:   143.5 | 買超:      433張 | 勝率: 57.14%
💎 9914.TW    美利達        | 股價:    70.0 | 買超:      429張 | 勝率: 55.56%
💎 1569.TWO   濱川         | 股價:    51.5 | 買超:      423張 | 勝率: 58.82%
💎 1522.TW    堤維西        | 股價:   41.35 | 買超:      418張 | 勝率:  60.0%
💎 00663L.TW  國泰臺灣加權正2   | 股價:    63.4 | 買超:      415張 | 勝率: 65.22%
💎 3152.TWO   璟德         | 股價:   141.5 | 買超:      410張 | 勝率: 58.33%
💎 1721.TW    三晃         | 股價:   16.95 | 買超:      366張 | 勝率:  50.0%
💎 2419.TW    仲琦         | 股價:    29.5 | 買超:      356張 | 勝率:  50.0%
💎 3691.TWO   碩禾         | 股價:   118.0 | 買超:      311張 | 勝率: 76.47%
💎 6120.TW    達運         | 股價:   13.35 | 買超:      310張 | 勝率: 38.89%
💎 6742.TW    澤米         | 股價:   43.05 | 買超:      282張 | 勝率:   0.0%
💎 4510.TWO   高鋒         | 股價:    42.7 | 買超:      277張 | 勝率:  50.0%
💎 8183.TWO   精星         | 股價:   35.75 | 買超:      275張 | 勝率: 52.94%
💎 6279.TWO   胡連         | 股價:   114.0 | 買超:      248張 | 勝率: 33.33%
💎 3305.TW    昇貿         | 股價:   106.0 | 買超:      242張 | 勝率: 47.06%
💎 4906.TW    正文         | 股價:    27.0 | 買超:      236張 | 勝率:  50.0%
💎 3221.TWO   台嘉碩        | 股價:   29.15 | 買超:      232張 | 勝率: 52.63%
💎 3416.TW    融程電        | 股價:   146.5 | 買超:      196張 | 勝率: 27.27%
💎 6148.TWO   驊宏資        | 股價:   33.85 | 買超:      195張 | 勝率:   0.0%
💎 2340.TW    台亞         | 股價:   25.65 | 買超:      191張 | 勝率: 46.15%
💎 2442.TW    新美齊        | 股價:    19.7 | 買超:      186張 | 勝率:   0.0%
💎 2468.TW    華經         | 股價:   35.75 | 買超:      182張 | 勝率:   0.0%
💎 3306.TWO   鼎天         | 股價:   47.45 | 買超:      181張 | 勝率:   0.0%
💎 00633L.TW  富邦上証正2     | 股價:   47.09 | 買超:      176張 | 勝率:   0.0%
💎 2329.TW    華泰         | 股價:    54.7 | 買超:      155張 | 勝率: 69.23%
💎 6237.TWO   驊訊         | 股價:   37.95 | 買超:      127張 | 勝率:  50.0%
💎 2365.TW    昆盈         | 股價:   34.85 | 買超:      122張 | 勝率: 56.25%
💎 6138.TWO   茂達         | 股價:   233.0 | 買超:      116張 | 勝率:  75.0%
💎 3437.TW    榮創         | 股價:   16.05 | 買超:      111張 | 勝率: 45.45%
💎 3444.TWO   利機         | 股價:    61.7 | 買超:      105張 | 勝率: 66.67%
💎 2425.TW    承啟         | 股價:   28.25 | 買超:      102張 | 勝率:   0.0%
💎 3430.TWO   奇鈦科        | 股價:    71.2 | 買超:       95張 | 勝率: 46.15%
💎 6841.TWO   長佳智能       | 股價:    59.7 | 買超:       85張 | 勝率: 42.86%
💎 2420.TW    新巨         | 股價:    51.2 | 買超:       84張 | 勝率: 55.56%
💎 2328.TW    廣宇         | 股價:    46.2 | 買超:       84張 | 勝率: 46.67%
💎 8091.TWO   翔名         | 股價:   136.5 | 買超:       80張 | 勝率: 64.71%
💎 6205.TW    詮欣         | 股價:    52.5 | 買超:       79張 | 勝率: 57.14%
💎 6104.TWO   創惟         | 股價:    94.2 | 買超:       76張 | 勝率: 46.67%
💎 6517.TWO   保勝光學       | 股價:    58.2 | 買超:       70張 | 勝率:  50.0%
💎 3083.TWO   網龍         | 股價:   29.35 | 買超:       68張 | 勝率: 57.14%
💎 5299.TWO   杰力         | 股價:    75.3 | 買超:       66張 | 勝率: 52.63%
💎 6811.TWO   宏�硌穈T      | 股價:   196.0 | 買超:       65張 | 勝率: 46.67%
💎 2059.TW    川湖         | 股價:  3355.0 | 買超:       61張 | 勝率: 53.33%
💎 6472.TW    保瑞         | 股價:   473.5 | 買超:       59張 | 勝率: 46.15%
💎 6142.TW    友勁         | 股價:    9.68 | 買超:       58張 | 勝率: 47.06%
💎 6598.TW    ABC-KY     | 股價:    25.3 | 買超:       54張 | 勝率: 52.38%
💎 4561.TWO   健椿         | 股價:   35.25 | 買超:       49張 | 勝率: 46.15%
💎 3441.TWO   聯一光        | 股價:    33.2 | 買超:       45張 | 勝率: 42.86%
💎 3338.TW    泰碩         | 股價:    58.9 | 買超:       45張 | 勝率: 61.11%
💎 2241.TW    艾姆勒        | 股價:   29.85 | 買超:       43張 | 勝率:   0.0%
💎 3556.TWO   禾瑞亞        | 股價:    42.2 | 買超:       40張 | 勝率: 47.83%
