📅 統計區間: 20260101 | T+1 + MACD + BIAS<5.0%

💎 00981B.TWO 第一金優選非投債   | 股價:    9.29 | 買超:    13816張 | 勝率:   0.0% | 乖離: 0.14%
💎 2353.TW    宏��        | 股價:    27.6 | 買超:     9289張 | 勝率:  50.0% | 乖離: 3.6%
💎 8110.TW    華東         | 股價:    55.8 | 買超:     6066張 | 勝率:  60.0% | 乖離: 3.46%
💎 6182.TWO   合晶         | 股價:   33.85 | 買超:     5638張 | 勝率: 58.33% | 乖離: 2.34%
💎 00665L.TW  富邦恒生國企正2   | 股價:    9.96 | 買超:     4653張 | 勝率:  50.0% | 乖離: 2.95%
💎 00887.TWO  永豐中國科技50大  | 股價:   13.11 | 買超:     3824張 | 勝率: 58.33% | 乖離: 1.97%
💎 009815.TWO 大華美國MAG7+  | 股價:    9.67 | 買超:     3284張 | 勝率:   0.0% | 乖離: 1.22%
💎 1528.TW    恩德         | 股價:   22.35 | 買超:     2846張 | 勝率: 71.43% | 乖離: 2.09%
💎 2495.TW    普安         | 股價:    30.1 | 買超:     2130張 | 勝率: 55.56% | 乖離: 0.84%
💎 00877.TWO  復華中國5G     | 股價:    28.7 | 買超:     1729張 | 勝率: 29.41% | 乖離: 3.39%
💎 00983A.TW  主動中信ARK創新  | 股價:   11.09 | 買超:     1451張 | 勝率:   0.0% | 乖離: 1.28%
💎 00989A.TW  未知         | 股價:   14.23 | 買超:     1380張 | 勝率:   0.0% | 乖離: 1.53%
💎 4939.TWO   亞電         | 股價:    32.5 | 買超:     1311張 | 勝率: 55.56% | 乖離: 1.56%
💎 3010.TW    華立         | 股價:   125.5 | 買超:     1226張 | 勝率:  75.0% | 乖離: 3.15%
💎 3042.TW    晶技         | 股價:    93.9 | 買超:     1197張 | 勝率: 64.71% | 乖離: 3.3%
💎 2903.TW    遠百         | 股價:    23.1 | 買超:     1075張 | 勝率:  60.0% | 乖離: 2.14%
💎 5871.TW    中租-KY      | 股價:   103.5 | 買超:      866張 | 勝率:  37.5% | 乖離: 2.14%
