Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority
0050,元大台灣50,2026-04-15,看漲 FVG,83.1,78.94,91.41,即時分析,🎯 看漲 FVG 訊號,0,72.18,-,1
0056,元大高股息,2026-04-15,看漲 FVG,39.97,37.97,43.97,即時分析,🎯 看漲 FVG 訊號,0,68.25,-,1
00635U,期元大S&P黃金,2026-04-15,看漲 FVG,50.15,47.64,55.17,即時分析,🎯 看漲 FVG 訊號,0,69.25,-,1
00918,大華優利高填息30,2026-04-15,看漲 FVG,22.8,21.66,25.08,即時分析,🎯 看漲 FVG 訊號,0,64.13,-,1
00919,群益台灣精選高息,2026-04-15,看漲 FVG,22.91,21.76,25.2,即時分析,🎯 看漲 FVG 訊號,0,57.56,-,1
009816,凱基台灣TOP50,2026-04-15,看漲 FVG,11.67,11.09,12.84,即時分析,🎯 看漲 FVG 訊號,0,70.71,-,1
