Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
2388.TW,威盛,2026-04-14,看漲 FVG,57.9,56.32,60.8,⏳ 待回測,⚡結構突破,0,51.6,-,2,True
6456.TW,GIS-KY,2026-04-14,看漲 FVG,62.1,57.71,65.2,⏳ 待回測,⚡結構突破 🧹,0,56.45,-,2,True
2399.TW,映泰,2026-04-10,看跌 FVG,33.75,34.37,32.06,❌ 已失效,實體過中線,0,50.65,2026-04-14,3,True
3437.TW,榮創,2026-04-14,看漲 FVG,23.35,22.79,24.52,⏳ 待回測,監控中,0,53.2,-,3,True
4960.TW,誠美材,2026-04-14,看漲 FVG,26.45,25.17,27.77,⏳ 待回測,監控中,1,52.91,-,3,True
6244.TWO,茂迪,2026-04-14,看漲 FVG,27.25,26.22,28.61,⏳ 待回測,監控中,0,40.1,-,3,True
8150.TW,南茂,2026-04-08,看漲 FVG,60.0,59.6,63.0,💰 已達標,獲利點,0,42.36,-,3,True
8289.TWO,泰藝,2026-04-13,看漲 FVG,39.35,38.11,41.32,💰 已達標,獲利點,1,63.67,-,3,True
2484.TW,希華,2026-04-14,看漲 FVG,35.0,34.73,36.75,⏳ 待回測,⚡結構突破 ⚠️過熱,1,68.33,-,4,True
2495.TW,普安,2026-04-14,看漲 FVG,40.15,39.2,42.16,⏳ 待回測,⚡結構突破 ⚠️過熱,1,63.31,-,4,True
3221.TWO,台嘉碩,2026-04-13,看漲 FVG,37.6,36.42,39.48,💰 已達標,獲利點,1,54.74,-,4,True
3450.TW,聯鈞,2026-04-14,看漲 FVG,323.5,315.91,339.68,⏳ 待回測,⚡結構突破 ⚠️過熱,0,67.79,-,4,True
3576.TW,聯合再生,2026-04-14,看跌 FVG,16.9,17.19,16.05,⏳ 待回測,⚡結構突破 ⚠️過熱,0,32.37,-,4,True
3673.TW,TPK-KY,2026-04-14,看漲 FVG,64.4,54.73,67.62,⏳ 待回測,⚡結構突破 ⚠️過熱,0,78.78,-,4,True
4720.TW,德淵,2026-04-14,看漲 FVG,19.9,19.25,20.89,⏳ 待回測,⚡結構突破 ⚠️過熱,1,74.03,-,4,True
4979.TWO,華星光,2026-04-14,看漲 FVG,485.5,463.67,509.78,⏳ 待回測,⚡結構突破 ⚠️過熱,1,69.23,-,4,True
4989.TW,榮科,2026-04-14,看漲 FVG,96.0,82.49,100.8,⏳ 待回測,⚡結構突破 ⚠️過熱,0,78.57,-,4,False
6175.TWO,立敦,2026-04-13,看漲 FVG,55.5,53.43,58.28,💰 已達標,獲利點,1,71.04,-,4,True
6278.TW,台表科,2026-04-14,看漲 FVG,122.0,113.43,128.1,⏳ 待回測,⚡結構突破 ⚠️過熱,1,82.46,-,4,False
6443.TW,元晶,2026-04-14,看漲 FVG,37.45,36.37,39.32,⏳ 待回測,監控中 🧹 ⚠️過熱,0,30.28,-,4,True
6706.TW,惠特,2026-04-10,看漲 FVG,136.0,131.84,142.8,💰 已達標,獲利點,1,61.64,-,4,True
8027.TWO,鈦昇,2026-03-31,看漲 FVG,149.5,143.28,156.97,💰 已達標,獲利點,1,76.47,2026-04-02,4,True
