日期,代碼,名稱,收盤價,漲跌幅%,成交量(張),MJ狀態,J線值,MACD柱狀體
2026-04-15,3576.TW,聯合再生,16.9,9.74,48036,🚀 MJ低檔反彈,17.51,-1.1
2026-04-15,4960.TW,誠美材,28.05,10.0,32786,⚠️ 超買警示,110.57,0.72
2026-04-15,5439.TWO,高技,396.5,9.99,10581,⚠️ 超買警示,105.84,19.13
2026-04-15,2495.TW,普安,45.2,9.98,25791,⚠️ 超買警示,121.34,1.97
2026-04-15,4989.TW,榮科,98.3,9.96,18692,⚠️ 超買警示,121.34,5.78
2026-04-15,3221.TWO,台嘉碩,41.55,9.92,15469,⚠️ 超買警示,99.47,0.57
2026-04-15,3673.TW,TPK-KY,66.5,9.92,14995,⚠️ 超買警示,111.29,3.29
2026-04-15,4979.TWO,華星光,533.0,9.9,12898,⚠️ 超買警示,114.59,24.01
2026-04-15,6456.TW,GIS-KY,70.1,9.87,38138,⚠️ 超買警示,121.76,2.5
2026-04-15,3450.TW,聯鈞,345.5,9.86,25198,⚠️ 超買警示,114.55,16.18
2026-04-15,2388.TW,威盛,62.4,9.86,22241,⚠️ 超買警示,112.05,1.52
2026-04-15,6175.TWO,立敦,62.4,9.86,14308,⚠️ 超買警示,111.35,2.62
2026-04-15,6244.TWO,茂迪,29.6,9.83,21786,⚠️ 超買警示,97.63,0.72
2026-04-15,3437.TW,榮創,25.2,9.8,15770,⚠️ 超買警示,106.89,0.37
2026-04-15,6278.TW,台表科,137.0,9.6,33343,⚠️ 超買警示,123.96,8.43
2026-04-15,3532.TW,台勝科,193.5,8.1,11293,⚠️ 超買警示,109.32,10.41
2026-04-15,4720.TW,德淵,22.15,7.79,15175,⚠️ 超買警示,106.29,0.63
2026-04-15,6706.TW,惠特,149.5,7.17,24173,⚠️ 超買警示,100.14,5.13
2026-04-15,8150.TW,南茂,67.0,6.35,39596,⚠️ 超買警示,97.75,1.92
