Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority
2317,鴻海,2026-04-15,看漲 FVG,211.0,200.45,232.1,即時分析,🎯 看漲 FVG 訊號,0,60.75,-,1
3702,大聯大,2026-04-15,-,96.5,91.67,106.15,即時分析,🟢 續抱/買進,0,60.9,-,1
2485,兆赫,2026-04-15,-,78.3,74.38,86.13,即時分析,🟢 續抱/買進,0,50.39,-,1
2367,燿華,2026-04-15,-,72.0,68.4,79.2,即時分析,🔴 建議賣出,0,51.06,-,1
4142,國光生,2026-04-15,-,18.2,17.29,20.02,即時分析,🔴 建議賣出,0,46.94,-,1
0050,元大台灣50,2026-04-15,看漲 FVG,84.85,80.61,93.34,即時分析,🎯 看漲 FVG 訊號,0,72.18,-,1
0056,元大高股息,2026-04-15,看漲 FVG,39.97,37.97,43.97,即時分析,🎯 看漲 FVG 訊號,0,68.25,-,1
00635U,期元大S&P黃金,2026-04-15,看漲 FVG,50.15,47.64,55.17,即時分析,🎯 看漲 FVG 訊號,0,69.25,-,1
00738U,期元大道瓊白銀,2026-04-15,看漲 FVG,62.55,59.42,68.81,即時分析,🎯 看漲 FVG 訊號,0,66.73,-,1
00929,復華台灣科技優息,2026-04-15,看漲 FVG,20.42,19.4,22.46,即時分析,🎯 看漲 FVG 訊號,1,65.54,-,1
009816,凱基台灣TOP50,2026-04-15,看漲 FVG,11.67,11.09,12.84,即時分析,🎯 看漲 FVG 訊號,0,70.71,-,1
00990A,主動元大AI新經濟,2026-04-15,看漲 FVG,14.5,13.77,15.95,即時分析,🎯 看漲 FVG 訊號,0,74.42,-,1
2009,第一銅,2026-04-15,看漲 FVG,41.65,39.57,45.82,即時分析,🎯 看漲 FVG 訊號,0,57.5,-,1
2352,佳世達,2026-04-15,看漲 FVG,24.2,22.99,26.62,即時分析,🎯 看漲 FVG 訊號,0,56.25,-,1
2409,友達,2026-04-15,看漲 FVG,19.8,18.81,21.78,即時分析,🎯 看漲 FVG 訊號,1,76.19,-,1
3481,群創,2026-04-15,看漲 FVG,27.7,26.31,30.47,即時分析,🎯 看漲 FVG 訊號,0,60.47,-,1
6136,富爾特,2026-04-15,看漲 FVG,24.55,23.32,27.01,即時分析,🎯 看漲 FVG 訊號,0,60.38,-,1
6806,森崴能源,2026-04-15,看跌 FVG,20.45,19.43,22.5,即時分析,🔴 建議賣出,1,10.75,-,1
3105,穩懋,2026-04-15,-,457.0,434.15,502.7,即時分析,🟢 續抱/買進,0,78.86,-,1
4966,譜瑞-KY,2026-04-15,-,539.0,512.05,592.9,即時分析,🟢 續抱/買進,0,66.37,-,1
6188,廣明,2026-04-15,-,87.7,83.31,96.47,即時分析,🟡 監控中,0,37.35,-,1
7792,安葆,2026-04-15,-,356.0,338.2,391.6,即時分析,🟢 續抱/買進,0,71.14,-,1
2327,國巨*,2026-04-15,看漲 FVG,312.0,296.4,343.2,即時分析,🎯 看漲 FVG 訊號,1,76.34,-,1
