symbol,prev_year,prev_rev_yoy,gm,eps_yoy,date,pe,om,expansion,prev_eps,est_price,rev_yoy,status,advice,name,price,prev_eps_yoy,eps
5206.TWO,2025,56.94,N/A,66.99,2025-12,1.9032258372177417,N/A,11.849999999999994,3.69,186.0,55.14,🚀 利潤擴張,💎 強力關注,坤悅,23.6000003815,61.14,3.44
2013.TW,2025,10.09,4.40%,18.15,2025-12,5.697050938337802,2.40%,11.79,2.27,111.9,6.36,🚀 利潤擴張,💎 強力關注,中鋼構,42.5,13.5,3.19
4142.TW,2025,-35.17,49.56%,1.75,2025-12,0.0,23.11%,11.74,-1.09,-48.6,-9.99,🧐 疑業外收益,⚪ 數據不足,國光生,18.1000003815,-137.78,-0.57
2449.TW,2025,27.65,37.66%,41.67,2025-12,14.171337069655726,28.21%,11.590000000000003,7.17,374.69999999999993,30.08,🚀 利潤擴張,✅ 穩健價值,京元電子,354.0,52.55,9.01
6016.TWO,2025,-12.49,N/A,13.14,2025-12,10.050251256281408,N/A,11.55,1.11,29.849999999999998,1.59,🚀 利潤擴張,💎 強力關注,康和證,20.0,-23.97,1.98
3055.TW,2025,-39.2,16.83%,-20.55,2025-12,0.0,-125.48%,11.239999999999998,-1.73,-99.60000000000001,-31.79,🌑 雙重衰退,⚪ 數據不足,蔚華科,78.8000030518,-19.72,-2.68
6788.TWO,2025,19.97,N/A,31.09,2025-12,10.867961642488321,N/A,11.120000000000001,12.09,610.05,19.97,🚀 利潤擴張,💎 強力關注,華景電,442.0,34.48,17.36
8074.TWO,2025,4.12,N/A,15.38,2025-12,33.83211567452555,N/A,10.98,0.81,41.1,4.4,🚀 利潤擴張,⚠️ 追價風險,鉅橡,92.6999969482,-10.99,1.35
2368.TW,2025,49.83,33.66%,64.8,2025-12,33.820840950639855,24.30%,10.75,13.61,656.4,54.05,🚀 利潤擴張,⚠️ 追價風險,金像電,1480.0,50.06,19.47
3044.TW,2025,11.61,25.47%,21.94,2025-12,10.133863208533779,17.08%,10.400000000000002,14.75,717.1500000000001,11.54,🚀 利潤擴張,💎 強力關注,健鼎,484.5,25.96,19.45
2468.TW,2025,25.51,11.41%,30.21,2025-12,12.258064789569891,4.34%,10.27,0.77,41.85,19.94,🚀 利潤擴張,✅ 穩健價值,華經,34.2000007629,32.76,1.25
2527.TW,2025,-70.82,61.03%,-80.68,2025-12,423.75001907375025,12.48%,10.25,0.6,1.1999999999999993,-90.93,🏰 高護城河,⚠️ 追價風險,宏璟,33.9000015259,-55.04,0.93
1218.TW,2025,-6.62,16.49%,4.73,2025-12,0.0,2.59%,10.05,1.07,0.0,-5.32,🧐 疑業外收益,⚪ 數據不足,泰山,0.0,-16.8,1.59
3036.TW,2025,19.83,3.74%,32.83,2025-12,7.78688524590164,1.75%,10.049999999999997,8.11,402.59999999999997,22.78,🚀 利潤擴張,💎 強力關注,文曄,209.0,41.71,11.61
3357.TWO,2025,20.14,28.44%,30.29,2025-12,6.794221007418977,14.20%,9.989999999999998,7.84,384.15,20.3,🚀 利潤擴張,✅ 穩健價值,臺慶科,174.0,58.06,10.26
3257.TW,2025,22.45,45.11%,39.18,2025-12,6.7272727272727275,18.06%,9.86,2.65,123.75,29.32,🚀 利潤擴張,✅ 穩健價值,虹冠電,55.5,26.19,3.42
2884.TW,2025,15.61,91.14%,30.06,2025-12,5.9193244347279546,40.48%,9.619999999999997,1.62,79.95,20.44,🏰 高護城河,✅ 穩健價值,玉山金,31.5499992371,23.66,2.12
1471.TW,2025,-27.03,5.75%,-25.0,2025-12,52.04545367863636,-72.91%,9.369999999999997,-0.05,3.3,-34.37,🔄 轉虧為盈,⚠️ 追價風險,首利,11.4499998093,-117.24,0.03
2006.TW,2025,-2.5,15.94%,5.37,2025-12,4.301352418016743,10.83%,9.21,4.55,232.95,-3.84,🧐 疑業外收益,✅ 穩健價值,東和鋼鐵,66.8000030518,-0.44,6.47
6138.TWO,2025,21.32,N/A,31.94,2025-12,8.325057927838463,N/A,9.05,9.27,453.15000000000003,22.89,🚀 利潤擴張,✅ 穩健價值,茂達,251.5,24.31,13.04
2880.TW,2025,1.87,97.25%,13.1,2025-12,7.16008805392544,45.93%,9.04,1.43,68.39999999999999,4.06,🏰 高護城河,✅ 穩健價值,華南金,32.6500015259,10.0,1.9
6928.TW,2025,5.88,N/A,6.41,2025-12,0.0,N/A,8.95,-0.1,-7.05,-2.54,🧐 疑業外收益,⚪ 數據不足,攸泰科技,52.2999992371,79.17,-0.73
5381.TWO,2025,-6.16,N/A,2.44,2025-12,10.990783585944701,N/A,8.32,0.65,32.55,-5.88,🧐 疑業外收益,✅ 穩健價值,光譜,23.8500003815,12.28,0.72
5520.TWO,2025,3.98,N/A,10.9,2025-12,3.1885758998435056,N/A,8.3,7.92,383.4,2.6,🚀 利潤擴張,✅ 穩健價值,力泰,81.5,17.13,9.97
4804.TWO,2025,8.04,-7.81%,15.65,2025-12,0.0,-65.06%,8.24,-0.65,-39.300000000000004,7.41,🚀 利潤擴張,⚪ 數據不足,大略-KY,3.2699999809,55.65,-1.54
6470.TWO,2025,12.82,N/A,7.5,2025-12,6.0606060606060606,N/A,8.06,2.27,118.8,-0.56,🧐 疑業外收益,✅ 穩健價值,宇智,48.0,14.07,3.87
5478.TWO,2025,-8.2,N/A,4.25,2025-12,5.002578648788035,N/A,8.03,5.84,290.85,-3.78,🧐 疑業外收益,✅ 穩健價值,智冠,97.0,-5.4,7.93
2329.TW,2025,19.58,15.35%,28.92,2025-12,12.57084989354251,8.19%,8.0,1.41,74.1,20.92,🚀 利潤擴張,✅ 穩健價值,華泰,62.0999984741,-2.16,2.45
3653.TW,2025,52.19,41.25%,49.96,2025-12,52.701212789415656,31.26%,7.960000000000001,26.92,1360.5,42.0,🚀 利潤擴張,⚠️ 追價風險,健策,4780.0,62.75,36.75
3611.TWO,2025,40.71,32.53%,38.68,2025-12,4.105125977410947,8.38%,7.640000000000001,13.9,690.6,31.04,🚀 利潤擴張,✅ 穩健價值,鼎翰,189.0,23.16,19.63
5212.TWO,2025,17.89,N/A,23.44,2025-12,5.785891089108911,N/A,7.530000000000001,2.82,121.2,15.91,🚀 利潤擴張,✅ 穩健價值,凌網,46.75,-1.4,4.74
3290.TWO,2025,15.97,30.40%,25.64,2025-12,12.030457240076142,14.85%,7.41,1.22,59.1,18.23,🚀 利潤擴張,✅ 穩健價值,東浦,47.4000015259,-0.64,2.02
3511.TWO,2025,1.3,15.28%,6.35,2025-12,0.0,-5.62%,7.279999999999999,-1.0,-45.89999999999999,-0.93,🧐 疑業外收益,⚪ 數據不足,矽瑪,23.5,11.5,-1.18
1605.TW,2025,-0.21,4.90%,4.35,2025-12,18.728324581445086,-1.88%,7.18,0.52,25.95,-2.83,🧐 疑業外收益,⚪ 中性觀察,華新,32.4000015259,-41.67,0.75
2404.TW,2025,30.93,17.19%,46.52,2025-12,8.828845111151272,13.88%,7.150000000000006,34.07,1659.9,39.37,🚀 利潤擴張,✅ 穩健價值,漢唐,977.0,52.4,48.08
3026.TW,2025,5.39,17.62%,12.1,2025-12,15.453980099502486,5.81%,7.09,4.75,241.20000000000002,5.01,🚀 利潤擴張,✅ 穩健價值,禾伸堂,248.5,5.79,6.58
8279.TWO,2025,7.66,N/A,13.09,2025-12,3.6377415687760513,N/A,6.99,8.62,395.85,6.1,🚀 利潤擴張,✅ 穩健價值,生展,96.0,28.46,10.02
2301.TW,2025,23.16,21.72%,28.09,2025-12,10.700876095118899,10.49%,6.98,4.94,239.70000000000002,21.11,🚀 利潤擴張,✅ 穩健價值,光寶科,171.0,28.23,6.64
6662.TWO,2025,-7.37,N/A,-3.49,2025-12,8.5,N/A,6.709999999999999,0.99,52.5,-10.2,🌑 雙重衰退,✅ 穩健價值,樂斯科,29.75,3.13,1.66
3652.TW,2025,0.48,32.08%,7.2,2025-12,10.016556291390728,2.52%,6.61,0.94,45.3,0.59,🚀 利潤擴張,✅ 穩健價值,精聯,30.25,10.59,1.34
5876.TW,2025,3.26,N/A,10.11,2025-12,4.688644874957265,N/A,6.409999999999999,2.56,122.85000000000002,3.7,🚀 利潤擴張,✅ 穩健價值,上海商銀,38.4000015259,17.51,3.06
6706.TW,2025,38.55,N/A,2.97,2025-12,0.0,N/A,6.380000000000001,-3.69,-168.45000000000002,-3.41,🧐 疑業外收益,⚪ 數據不足,惠特,183.0,7.98,-3.92
8069.TWO,2025,29.4,N/A,18.59,2025-12,5.881112984822933,N/A,6.300000000000001,8.17,355.8,12.29,🚀 利潤擴張,✅ 穩健價值,元太,139.5,75.65,9.14
6703.TWO,2025,-15.54,N/A,-2.0,2025-12,5.105311355311355,N/A,6.289999999999999,5.77,327.6,-8.29,🌑 雙重衰退,✅ 穩健價值,軒郁,111.5,-23.43,9.9
4532.TW,2025,-0.93,17.17%,0.5,2025-12,4.203296843021978,6.80%,6.26,1.5,81.89999999999999,-5.76,🧐 疑業外收益,✅ 穩健價值,瑞智,22.9500007629,2.8,2.05
6415.TW,2025,0.55,N/A,8.14,2025-12,30.704225352112672,N/A,6.200000000000001,4.31,213.00000000000003,1.94,🚀 利潤擴張,⚠️ 追價風險,矽力*-KY,436.0,19.44,6.4
5534.TW,2025,-38.06,N/A,-23.57,2025-12,7.706057445292951,N/A,6.09,2.24,151.04999999999998,-29.66,🌑 雙重衰退,✅ 穩健價值,長虹,77.5999984741,-17.65,6.0
3005.TW,2025,9.96,31.02%,16.67,2025-12,4.673964633422179,14.37%,6.070000000000002,6.36,315.15000000000003,10.6,🚀 利潤擴張,✅ 穩健價值,神基,98.1999969482,15.04,8.43
5601.TWO,2025,1.76,N/A,7.69,2025-12,33.904760451523806,N/A,5.880000000000001,0.32,15.75,1.81,🚀 利潤擴張,⚠️ 追價風險,台聯櫃,35.5999984741,0.0,0.42
1337.TW,2025,-18.71,-19.71%,-12.99,2025-12,0.0,-65.33%,5.83,-1.24,-62.85000000000001,-18.82,🌑 雙重衰退,⚪ 數據不足,再生-KY,5.0,-18.1,-1.74
1712.TW,2025,-2.3,29.22%,4.0,2025-12,6.010028762593123,5.88%,5.68,2.07,104.69999999999999,-1.68,🧐 疑業外收益,✅ 穩健價值,興農,41.9500007629,6.7,2.6
6122.TWO,2025,-2.12,N/A,7.03,2025-12,4.32152117545376,N/A,5.67,3.44,173.55,1.36,🚀 利潤擴張,✅ 穩健價值,擎邦,50.0,-0.87,4.78
3284.TWO,2025,-29.91,25.16%,-12.16,2025-12,3.3580509282838977,13.35%,5.66,1.21,70.80000000000001,-17.82,🌑 雙重衰退,✅ 穩健價值,太普高,15.8500003815,-53.6,2.31
2617.TW,2025,-5.48,46.23%,3.25,2025-12,0.0,41.07%,5.529999999999999,2.36,0.0,-2.28,🧐 疑業外收益,⚪ 數據不足,台航,0.0,0.43,3.18
6761.TWO,2025,2.55,N/A,2.89,2025-12,11.431682090364724,N/A,5.21,5.51,275.55,-2.32,🧐 疑業外收益,✅ 穩健價值,穩得,210.0,1.73,7.34
6005.TW,2025,6.33,N/A,17.33,2025-12,5.085616568989726,N/A,5.189999999999998,1.87,87.6,12.14,🚀 利潤擴張,✅ 穩健價值,群益證,29.7000007629,5.65,2.64
2801.TW,2025,7.51,88.90%,13.53,2025-12,5.388600838626942,38.59%,5.18,1.2,57.900000000000006,8.35,🏰 高護城河,✅ 穩健價值,彰銀,20.7999992371,20.0,1.51
9931.TW,2025,-27.73,N/A,-14.34,2025-12,5.693311831305056,N/A,5.170000000000002,1.86,91.95000000000002,-19.51,🌑 雙重衰退,✅ 穩健價值,欣高,34.9000015259,-6.06,2.45
8114.TW,2025,69.45,N/A,35.66,2025-12,3.3640293177974065,N/A,4.989999999999995,15.84,798.15,30.67,🚀 利潤擴張,✅ 穩健價值,振樺電,179.0,86.67,18.5
9937.TW,2025,-6.0,N/A,-1.26,2025-12,9.877622377622378,N/A,4.94,1.74,85.8,-6.2,🌑 雙重衰退,✅ 穩健價值,全國,56.5,-1.14,2.36
2317.TW,2025,16.23,5.88%,23.02,2025-12,7.203007518796992,3.28%,4.890000000000001,10.38,498.75,18.13,🚀 利潤擴張,✅ 穩健價值,鴻海,239.5,34.73,13.61
3045.TW,2025,-0.87,19.71%,4.58,2025-12,9.388275276125745,10.58%,4.89,3.49,176.54999999999998,-0.31,🧐 疑業外收益,✅ 穩健價值,台灣大,110.5,1.8,4.77
6290.TWO,2025,28.79,N/A,31.08,2025-12,13.78493604926575,N/A,4.739999999999998,6.2,316.65,26.34,🚀 利潤擴張,✅ 穩健價值,良維,291.0,42.86,8.73
6515.TW,2025,32.04,N/A,40.24,2025-12,83.4370591652145,N/A,4.730000000000004,33.4,1807.6499999999999,35.51,🚀 利潤擴張,⚠️ 追價風險,穎崴,10055.0,39.53,46.93
1538.TW,2025,22.91,32.24%,6.47,2025-12,0.0,-58.77%,4.57,-0.36,-31.050000000000004,1.9,🚀 利潤擴張,⚪ 數據不足,正峰,13.3500003815,64.0,-1.59
3492.TWO,2025,7.91,27.24%,9.26,2025-12,4.527162977867204,-0.96%,4.569999999999999,1.63,74.55,4.69,🚀 利潤擴張,✅ 穩健價值,長盛,22.5,26.36,1.77
3171.TWO,2025,23.81,25.09%,36.94,2025-12,6.832175079622642,7.94%,4.509999999999998,3.11,151.05,32.43,🚀 利潤擴張,✅ 穩健價值,炎洲流通,68.8000030518,36.4,4.3
8155.TWO,2025,35.15,N/A,41.38,2025-12,36.316626889419254,N/A,4.480000000000004,3.35,188.55,36.9,🚀 利潤擴張,⚠️ 追價風險,博智,456.5,1.87,6.88
4749.TWO,2025,32.03,44.02%,32.78,2025-12,35.72469045884923,23.34%,4.48,8.49,411.90000000000003,28.3,🚀 利潤擴張,⚠️ 追價風險,新應材,981.0,32.29,11.33
2838.TW,2025,-0.7,94.34%,8.94,2025-12,6.839465138093645,35.36%,4.4399999999999995,0.91,44.85,4.5,🏰 高護城河,✅ 穩健價值,聯邦銀,20.4500007629,-1.98,1.29
1442.TW,2025,-63.75,49.04%,-57.74,2025-12,2.9853273998758465,34.02%,4.43,2.49,132.89999999999998,-62.17,🌑 雙重衰退,✅ 穩健價值,名軒,26.4500007629,-57.58,3.03
4571.TW,2025,4.55,33.35%,4.45,2025-12,8.073654390934845,18.52%,4.3500000000000005,7.33,370.65,0.1,🚀 利潤擴張,✅ 穩健價值,鈞興-KY,199.5,7.67,9.61
3037.TW,2025,12.28,15.77%,18.07,2025-12,117.88511749347259,6.82%,4.32,2.06,114.89999999999999,13.75,🚀 利潤擴張,⚠️ 追價風險,欣興,903.0,-37.88,4.38
6220.TWO,2025,-20.23,N/A,-12.9,2025-12,51.98275796293103,N/A,4.299999999999999,0.45,8.700000000000001,-17.2,🌑 雙重衰退,⚠️ 追價風險,岳豐,30.1499996185,-25.0,0.81
1210.TW,2025,-1.43,15.43%,2.79,2025-12,0.0,5.11%,4.28,2.67,0.0,-1.49,🧐 疑業外收益,⚪ 數據不足,大成,0.0,-9.42,4.33
3388.TWO,2025,-2.28,17.90%,1.47,2025-12,11.90239043824701,6.27%,4.16,3.06,150.60000000000002,-2.69,🧐 疑業外收益,✅ 穩健價值,崇越電,119.5,2.0,4.15
3010.TW,2025,-2.77,8.77%,1.84,2025-12,6.610169491525423,5.39%,4.14,6.28,309.75000000000006,-2.3,🧐 疑業外收益,✅ 穩健價值,華立,136.5,-5.56,8.84
3349.TWO,2025,28.56,15.17%,9.52,2025-12,0.0,-15.09%,3.9399999999999995,-0.64,-35.1,5.58,🚀 利潤擴張,⚪ 數據不足,寶德,25.2000007629,48.21,-1.02
8162.TW,2025,28.35,N/A,23.62,2025-12,12.149532710280374,N/A,3.830000000000002,1.53,64.2,19.79,🚀 利潤擴張,✅ 穩健價值,微矽電子-創,52.0,96.15,1.57
3596.TW,2025,8.39,15.29%,11.7,2025-12,5.2715654952076685,6.31%,3.51,9.52,469.49999999999994,8.19,🚀 利潤擴張,✅ 穩健價值,智易,165.0,12.4,12.6
6689.TW,2025,2.81,N/A,1.77,2025-12,14.567901862510288,N/A,3.44,1.15,72.9,-1.67,🧐 疑業外收益,✅ 穩健價值,伊雲谷,70.8000030518,-34.29,2.31
6121.TWO,2025,-0.37,N/A,5.99,2025-12,4.966433758049048,N/A,3.3400000000000003,21.26,1094.85,2.65,🚀 利潤擴張,✅ 穩健價值,新普,362.5,3.45,30.6
6697.TWO,2025,14.74,N/A,16.48,2025-12,5.048309086606281,N/A,3.3100000000000005,2.54,124.19999999999999,13.17,🚀 利潤擴張,✅ 穩健價值,東捷資訊,41.7999992371,27.0,3.04
8432.TWO,2025,18.72,N/A,23.05,2025-12,5.617977528089889,N/A,3.2600000000000016,3.01,133.49999999999997,19.79,🚀 利潤擴張,✅ 穩健價值,東生華,50.0,11.48,3.63
5902.TWO,2025,3.96,N/A,6.16,2025-12,6.6637782951299815,N/A,3.25,1.79,86.55000000000001,2.91,🚀 利潤擴張,✅ 穩健價值,德記,38.4500007629,1.13,2.24
6417.TWO,2025,8.43,N/A,11.03,2025-12,10.346358792184725,N/A,3.1999999999999993,3.25,168.9,7.83,🚀 利潤擴張,✅ 穩健價值,韋僑,116.5,9.43,4.83
4931.TWO,2025,4.97,26.27%,26.02,2025-12,22.575976845151956,15.45%,3.16,1.55,103.64999999999999,22.86,🚀 利潤擴張,⚠️ 追價風險,新盛力,156.0,-8.33,3.13
6492.TWO,2025,10.67,N/A,10.09,2025-12,0.0,N/A,3.09,-2.06,-105.60000000000001,7.0,🚀 利潤擴張,⚪ 數據不足,生華科,50.7000007629,13.87,-2.97
3031.TW,2025,-7.8,30.45%,0.0,2025-12,11.134751637765959,11.22%,3.04,0.89,42.3,-3.04,🌑 雙重衰退,✅ 穩健價值,佰鴻,31.3999996185,-8.25,1.09
1714.TW,2025,15.96,14.20%,19.51,2025-12,8.052174112086956,8.91%,3.0100000000000016,0.37,17.250000000000004,16.5,🚀 利潤擴張,✅ 穩健價值,和桐,9.2600002289,5.71,0.5
1513.TW,2025,9.03,27.00%,10.14,2025-12,7.889344262295081,17.59%,2.960000000000001,5.99,292.80000000000007,7.18,🚀 利潤擴張,✅ 穩健價值,中興電,154.0,6.72,8.07
5455.TWO,2025,62.0,N/A,-40.65,2025-12,2.3402255280545115,N/A,2.9299999999999997,3.53,159.6,-43.58,🌑 雙重衰退,✅ 穩健價值,昇益,24.8999996185,44.67,3.46
6173.TWO,2025,10.39,N/A,11.72,2025-12,13.133902699173788,N/A,2.8200000000000003,2.12,105.30000000000001,8.9,🚀 利潤擴張,✅ 穩健價值,信昌電,92.1999969482,-7.86,3.26
2886.TW,2025,-5.03,83.45%,0.85,2025-12,6.473509681142383,33.61%,2.62,1.91,90.6,-1.77,🏰 高護城河,✅ 穩健價值,兆豐金,39.0999984741,-3.54,2.36
9933.TW,2025,-23.49,N/A,-20.92,2025-12,0.0,N/A,2.4899999999999984,-0.23,-15.600000000000001,-23.41,🔄 轉虧為盈,⚪ 數據不足,中鼎,36.5,-112.85,1.91
8401.TWO,2025,0.54,N/A,1.54,2025-12,4.134453845630252,N/A,2.41,1.71,89.25,-0.87,🧐 疑業外收益,✅ 穩健價值,白紗科,24.6000003815,-0.58,2.63
2945.TW,2025,3.48,27.39%,5.94,2025-12,8.39835760285421,1.25%,2.4000000000000004,1.44,73.05,3.54,🚀 利潤擴張,✅ 穩健價值,三商家購,40.9000015259,-2.04,2.14
3684.TWO,2025,31.38,34.09%,25.0,2025-12,7.624521170229886,7.78%,2.3900000000000006,2.55,117.44999999999999,22.61,🚀 利潤擴張,✅ 穩健價值,榮昌,59.7000007629,50.0,3.5
3583.TW,2025,20.22,37.11%,19.76,2025-12,24.22208663819402,15.14%,2.3900000000000006,9.71,491.70000000000005,17.37,🚀 利潤擴張,⚠️ 追價風險,辛耘,794.0,15.18,13.82
2321.TW,2025,19.86,29.80%,18.37,2025-12,0.0,-5.26%,2.3599999999999994,-0.3,-29.1,16.01,🚀 利潤擴張,⚪ 數據不足,東訊,12.8500003815,67.57,-0.76
3558.TWO,2025,38.81,14.36%,27.76,2025-12,6.779661016949151,0.40%,2.3000000000000007,4.87,247.80000000000004,25.46,🚀 利潤擴張,✅ 穩健價值,神準,112.0,73.93,5.2
6796.TW,2025,36.23,N/A,25.0,2025-12,0.0,N/A,2.280000000000001,-0.68,-18.75,22.72,🔄 轉虧為盈,⚪ 數據不足,晉弘,70.3000030518,22.73,0.2
2063.TWO,2025,-10.3,17.29%,-10.88,2025-12,6.009389760915493,2.75%,2.219999999999999,1.27,63.9,-13.1,🌑 雙重衰退,✅ 穩健價值,世鎧,25.6000003815,-13.01,1.72
6530.TWO,2025,18.97,N/A,18.9,2025-12,25.91792656587473,N/A,2.219999999999999,1.4,69.45,16.68,🚀 利潤擴張,⚠️ 追價風險,創威,120.0,20.69,1.95
5347.TWO,2025,10.75,N/A,12.47,2025-12,13.53251318101933,N/A,2.17,3.35,170.70000000000002,10.3,🚀 利潤擴張,✅ 穩健價值,世界,154.0,4.1,4.3
6192.TW,2025,-4.9,N/A,-4.01,2025-12,4.754481683554171,N/A,2.0,7.66,384.9,-6.01,🌑 雙重衰退,✅ 穩健價值,巨路,122.0,6.98,10.06
1503.TW,2025,5.13,17.20%,7.92,2025-12,10.921125206839491,7.03%,1.9100000000000001,5.46,271.95000000000005,6.01,🚀 利潤擴張,✅ 穩健價值,士電,198.0,9.86,6.27
4911.TWO,2025,35.41,85.36%,26.01,2025-12,6.008695519495652,42.63%,1.8800000000000026,1.76,86.25000000000001,24.13,🏰 高護城河,✅ 穩健價值,德英,34.5499992371,46.67,2.18
6933.TW,2025,36.49,N/A,28.97,2025-12,13.97238017871649,N/A,1.759999999999998,3.69,184.65,27.21,🚀 利潤擴張,✅ 穩健價值,AMAX-KY,172.0,86.8,5.04
4129.TWO,2025,24.04,78.77%,23.26,2025-12,6.723202067442333,11.96%,1.7200000000000024,4.47,221.10000000000002,21.54,🏰 高護城河,✅ 穩健價值,聯合,99.0999984741,29.11,5.83
1612.TW,2025,22.35,16.53%,16.39,2025-12,5.191489145262411,13.07%,1.7100000000000009,2.19,105.75,14.68,🚀 利潤擴張,✅ 穩健價值,宏泰,36.5999984741,14.06,2.77
3030.TW,2025,31.3,60.64%,34.83,2025-12,16.441620333598095,34.18%,1.6099999999999994,7.59,377.69999999999993,33.22,🏰 高護城河,⚪ 中性觀察,德律,414.0,37.0,10.49
4904.TW,2025,2.92,27.10%,7.02,2025-12,10.267953167395499,14.21%,1.5499999999999998,2.79,139.95,5.47,🚀 利潤擴張,✅ 穩健價值,遠傳,95.8000030518,9.41,3.81
2383.TW,2025,51.33,28.58%,47.96,2025-12,45.94909656110355,19.80%,1.5399999999999991,31.23,1544.1000000000001,46.42,🚀 利潤擴張,⚠️ 追價風險,台光電,4730.0,51.99,41.67
6901.TW,2025,32.78,N/A,53.38,2025-12,0.0,N/A,1.5300000000000011,-1.36,-69.00000000000001,51.85,🚀 利潤擴張,⚪ 數據不足,鑽石投資,13.6000003815,33.98,-1.38
1726.TW,2025,5.97,28.35%,4.17,2025-12,5.374823196605375,10.08%,1.4499999999999997,4.28,212.10000000000002,2.72,🚀 利潤擴張,✅ 穩健價值,永記,76.0,12.04,5.5
6223.TWO,2025,33.01,N/A,32.76,2025-12,63.15523556902868,N/A,1.3099999999999987,23.65,1187.5499999999997,31.45,🚀 利潤擴張,⚠️ 追價風險,旺矽,5000.0,39.51,33.49
2412.TW,2025,3.52,33.63%,3.96,2025-12,10.78509119746233,17.33%,1.29,3.79,189.15,2.67,🚀 利潤擴張,✅ 穩健價值,中華電,136.0,4.12,4.99
2883.TW,2025,-29.02,78.38%,-10.99,2025-12,5.989010779423077,39.14%,1.2699999999999996,1.09,54.6,-12.26,🏰 高護城河,✅ 穩健價值,凱基金,21.7999992371,-34.81,1.74
2206.TW,2025,-6.07,18.31%,-3.34,2025-12,3.825100082583445,4.93%,1.2199999999999998,4.6,224.70000000000002,-4.56,🌑 雙重衰退,✅ 穩健價值,三陽工業,57.2999992371,-1.93,5.78
2478.TW,2025,10.63,24.27%,8.95,2025-12,9.233532751389221,12.13%,1.1399999999999997,2.53,125.25000000000003,7.81,🚀 利潤擴張,✅ 穩健價值,大毅,77.0999984741,13.57,3.45
2612.TW,2025,7.95,34.11%,6.43,2025-12,3.9985643045872217,23.81%,1.0699999999999994,4.21,208.95,5.36,🚀 利潤擴張,✅ 穩健價值,中航,55.7000007629,94.01,5.46
3013.TW,2025,11.48,21.20%,13.2,2025-12,12.48561565017261,14.33%,1.0299999999999994,2.44,130.35000000000002,12.17,🚀 利潤擴張,✅ 穩健價值,晟銘電,108.5,15.64,4.03
3551.TWO,2025,12.87,36.55%,17.2,2025-12,10.043562439496611,18.42%,1.0299999999999976,6.12,309.9,16.17,🚀 利潤擴張,✅ 穩健價值,世禾,207.5,23.67,8.36
7753.TWO,2025,16.17,N/A,10.39,2025-12,4.113984747404214,N/A,0.8800000000000008,3.23,156.6,9.51,🚀 利潤擴張,✅ 穩健價值,星亞,42.9500007629,10.53,4.22
2406.TW,2025,-32.0,11.28%,-6.98,2025-12,0.0,-2.28%,0.8299999999999992,-0.92,-41.85,-7.81,🌑 雙重衰退,⚪ 數據不足,國碩,32.7000007629,-217.24,-0.92
3293.TWO,2025,21.48,97.58%,19.82,2025-12,7.8630107756321355,59.33%,0.8099999999999987,27.9,1405.9499999999998,19.01,🏰 高護城河,✅ 穩健價值,鈊象,737.0,21.2,38.51
4743.TWO,2025,-0.69,41.13%,10.29,2025-12,0.0,-478.52%,0.7999999999999989,-2.11,0.0,9.49,🚀 利潤擴張,⚪ 數據不足,合一,0.0,-31.06,-2.18
8936.TWO,2025,17.98,N/A,21.07,2025-12,5.554370839456289,N/A,0.7800000000000011,2.95,140.70000000000002,20.29,🚀 利潤擴張,✅ 穩健價值,國統,52.0999984741,28.82,4.08
2414.TW,2025,23.71,8.10%,18.73,2025-12,5.791457094736181,2.38%,0.5599999999999987,2.38,119.4,18.17,🚀 利潤擴張,✅ 穩健價值,精技,46.0999984741,21.43,3.17
8923.TWO,2025,9.05,N/A,3.23,2025-12,7.577519084147286,N/A,0.54,0.6,38.7,2.69,🚀 利潤擴張,✅ 穩健價值,時報,19.5499992371,0.0,0.96
4707.TWO,2025,-1.16,-0.45%,-6.32,2025-12,7.437810850398009,-7.50%,0.45999999999999996,0.61,30.150000000000002,-6.78,🌑 雙重衰退,✅ 穩健價值,磐亞,14.9499998093,-10.29,0.89
4198.TWO,2025,-18.9,30.43%,-14.62,2025-12,0.0,-23.61%,0.3800000000000008,-1.56,-73.8,-15.0,🌑 雙重衰退,⚪ 數據不足,欣大健康,39.2999992371,16.58,-1.96
2852.TW,2025,-3.25,31.15%,-2.67,2025-12,3.3462033462033465,10.03%,0.3799999999999999,2.43,116.55,-3.05,🌑 雙重衰退,✅ 穩健價值,第一保,26.0,-5.81,2.92
7556.TWO,2025,19.5,N/A,19.42,2025-12,15.382543103448274,N/A,0.16000000000000014,5.54,278.40000000000003,19.26,🚀 利潤擴張,✅ 穩健價值,意德士,285.5,25.35,7.1
6525.TW,2025,15.99,N/A,14.17,2025-12,7.213230119634061,N/A,0.14000000000000057,4.38,213.14999999999998,14.03,🚀 利潤擴張,✅ 穩健價值,捷敏-KY,102.5,21.33,5.88
5211.TWO,2025,25.77,N/A,34.19,2025-12,0.0,N/A,0.030000000000001137,-0.68,-34.800000000000004,34.16,🚀 利潤擴張,⚪ 數據不足,蒙恬,20.1000003815,26.09,-0.77
8358.TWO,2025,11.75,N/A,15.34,2025-12,44.731404958677686,N/A,-0.17999999999999972,2.71,145.2,15.52,⚠️ 獲利稀釋,❌ 暫避觀望,金居,433.0,-5.9,4.21
