symbol,prev_year,prev_rev_yoy,gm,eps_yoy,date,pe,om,expansion,prev_eps,est_price,rev_yoy,status,advice,name,price,prev_eps_yoy,eps
6508.TWO,2025,-1.96,N/A,-74.77,2025-12,23.518518165277776,N/A,-70.69,0.27,16.200000000000003,-4.08,🌑 雙重衰退,❌ 暫避觀望,惠光,25.3999996185,-73.79,0.27
4109.TWO,2025,-13.54,24.70%,-80.37,2025-12,13.488372536627907,-7.54%,-70.75,0.2,12.9,-9.62,🌑 雙重衰退,⚪ 中性觀察,加捷生醫,11.6000003815,-91.88,0.43
1473.TW,2025,-5.85,13.69%,-81.13,2025-12,5.942856924885715,-4.13%,-70.81,0.77,52.5,-10.32,🌑 雙重衰退,⚪ 中性觀察,台南,20.7999992371,-69.8,0.57
4174.TWO,2025,-26.19,-76.10%,-77.68,2025-12,0.0,-2289.99%,-71.13000000000001,-6.21,-423.0,-6.55,🌑 雙重衰退,⚪ 數據不足,浩鼎,34.8499984741,10.0,-15.61
3226.TWO,2025,-23.4,15.90%,-95.68,2025-12,51.43750190737501,4.48%,-71.16000000000001,-0.34,11.999999999999998,-24.52,🔄 轉虧為盈,❌ 暫避觀望,龍鋒,41.1500015259,-107.89,0.24
3003.TW,2025,-3.86,21.28%,-74.48,2025-12,29.210526315789476,6.05%,-71.2,0.5,28.5,-3.28,🌑 雙重衰退,❌ 暫避觀望,健和興,55.5,-82.94,0.99
5450.TWO,2025,-8.5,N/A,-80.53,2025-12,44.82758620689655,N/A,-71.57,0.04,4.3500000000000005,-8.96,🌑 雙重衰退,❌ 暫避觀望,南良,13.0,-94.81,0.22
2012.TW,2025,-3.32,13.55%,-81.05,2025-12,22.01492537313433,2.02%,-71.69,0.25,10.05,-9.36,🌑 雙重衰退,❌ 暫避觀望,春雨,14.75,-73.26,0.2
8941.TWO,2025,-4.94,N/A,-77.08,2025-12,12.158469945355192,N/A,-71.73,0.48,54.900000000000006,-5.35,🌑 雙重衰退,⚪ 中性觀察,關中,44.5,-88.89,1.16
6244.TWO,2025,-5.87,N/A,-77.05,2025-12,36.23376573831168,N/A,-72.0,0.28,11.550000000000002,-5.05,🌑 雙重衰退,❌ 暫避觀望,茂迪,27.8999996185,-46.15,0.14
3548.TWO,2025,8.05,10.77%,-74.46,2025-12,0.0,1.84%,-72.66,0.73,0.0,-1.8,🌑 雙重衰退,⚪ 數據不足,兆利,0.0,-87.97,2.23
4569.TW,2025,28.81,15.14%,-47.66,2025-12,16.887417218543046,0.74%,-72.85,3.23,158.55,25.19,📉 獲利侵蝕,❌ 暫避觀望,六方科-KY,178.5,-51.13,4.13
6219.TWO,2025,-99.58,N/A,-114.96,2025-12,0.0,N/A,-73.02,-2.47,-87.75,-41.94,🌑 雙重衰退,⚪ 數據不足,富旺,12.75,-255.35,-0.76
4402.TWO,2025,17.54,15.04%,-44.44,2025-12,0.0,-80.56%,-73.25,-0.11,-5.1,28.81,📉 獲利侵蝕,⚪ 數據不足,郡都開發,14.3500003815,63.33,-0.13
6560.TWO,2025,137.08,N/A,50.0,2025-12,0.0,N/A,-73.75,-0.88,-31.049999999999997,123.75,⚠️ 獲利稀釋,⚪ 數據不足,欣普羅,38.7999992371,-41.94,-0.16
2887.TW,2025,35.48,60.04%,-0.7,2025-12,5.576470767741177,25.42%,-74.55,1.3,63.75,73.85,🏰 高護城河,⚪ 中性觀察,台新新光金,23.7000007629,-27.12,1.91
2434.TW,2025,-8.66,-37.47%,-85.71,2025-12,56.20689392086206,-176.58%,-75.53,0.32,8.700000000000001,-10.18,🌑 雙重衰退,❌ 暫避觀望,統懋,32.5999984741,-58.97,0.02
4543.TWO,2025,-3.85,25.17%,-74.4,2025-12,0.0,7.11%,-75.73,-0.09,0.0,1.33,🔄 轉虧為盈,⚪ 數據不足,萬在,0.0,-105.39,0.53
7743.TWO,2025,17.91,N/A,-69.73,2025-12,15.384615384615387,N/A,-75.92,0.58,19.499999999999996,6.19,📉 獲利侵蝕,❌ 暫避觀望,金利食安,20.0,-48.15,0.57
3325.TWO,2025,-11.73,2.22%,-84.27,2025-12,0.0,-15.74%,-75.97,-1.08,-58.05,-8.3,🌑 雙重衰退,⚪ 數據不足,旭品,12.8999996185,-74.19,-1.64
6620.TWO,2025,122.44,N/A,31.64,2025-12,0.0,N/A,-76.53,3.76,0.0,108.17,⚠️ 獲利稀釋,⚪ 數據不足,漢達,73.1999969482,39.62,4.85
4763.TW,2025,-6.43,57.83%,-92.76,2025-12,1.2277228154427158,50.09%,-76.96000000000001,4.94,530.25,-15.8,🏰 高護城河,⚪ 中性觀察,材料*-KY,43.4000015259,-91.36,6.1
5244.TW,2025,-2.61,N/A,-79.59,2025-12,23.611111111111114,N/A,-77.69,0.64,26.999999999999996,-1.9,🌑 雙重衰退,❌ 暫避觀望,弘凱,42.5,-62.57,0.51
8038.TWO,2025,372.94,N/A,160.13,2025-12,26.347305389221553,N/A,-77.71000000000001,0.81,25.05,237.84,⚠️ 獲利稀釋,❌ 暫避觀望,長園科,44.0,164.8,0.92
8933.TWO,2025,0.33,N/A,-95.77,2025-12,0.0,N/A,-78.58,-1.1,-51.45,-17.19,🌑 雙重衰退,⚪ 數據不足,愛地雅,5.9899997711,-266.67,-1.39
2327.TW,2025,5.78,37.30%,-69.45,2025-12,6.83199372672025,24.28%,-78.71000000000001,8.22,765.1500000000001,9.26,📉 獲利侵蝕,⚪ 中性觀察,國巨*,348.5,-73.12,11.51
8076.TWO,2025,-17.3,N/A,-90.28,2025-12,42.92452830188679,N/A,-78.74000000000001,0.01,7.95,-11.54,🌑 雙重衰退,❌ 暫避觀望,伍豐,22.75,-99.59,0.14
2540.TW,2025,25.99,20.31%,-77.63,2025-12,20.481927710843372,4.98%,-78.94,0.68,37.35,1.31,📉 獲利侵蝕,❌ 暫避觀望,愛山林,51.0,-73.93,0.69
1591.TWO,2025,-47.7,-25.13%,-122.76,2025-12,0.0,-116.55%,-79.17,-2.09,0.0,-43.59,🌑 雙重衰退,⚪ 數據不足,駿吉-KY,0.0,-44.76,-2.75
1449.TW,2025,-18.87,0.84%,-87.21,2025-12,332.5000047675004,-27.07%,-79.33,-0.28,0.5999999999999993,-7.88,🔄 轉虧為盈,❌ 暫避觀望,佳和,13.3000001907,-128.57,0.12
6735.TWO,2025,-23.64,N/A,-84.51,2025-12,0.0,N/A,-79.7,-0.54,-10.649999999999999,-4.81,🔄 轉虧為盈,⚪ 數據不足,美達科技,132.5,-131.03,0.33
8182.TWO,2025,-3.51,N/A,-81.97,2025-12,56.690140845070424,N/A,-79.82,0.04,10.649999999999999,-2.15,🌑 雙重衰退,❌ 暫避觀望,加高,40.25,-97.71,0.44
6451.TW,2025,56.34,N/A,-35.0,2025-12,0.0,N/A,-80.18,-0.64,-46.050000000000004,45.18,🔄 轉虧為盈,⚪ 數據不足,訊芯-KY,521.0,-672.73,0.26
8422.TW,2025,-2.24,N/A,-87.79,2025-12,1.1946902815634217,N/A,-80.26,10.47,355.95,-7.53,🌑 雙重衰退,⚪ 中性觀察,可寧衛*,28.3500003815,40.9,1.29
4912.TW,2025,2.6,22.10%,-70.28,2025-12,10.806877903201059,9.53%,-80.72,2.73,113.39999999999999,10.44,📉 獲利侵蝕,⚪ 中性觀察,聯德控股-KY,81.6999969482,-45.51,1.98
4906.TW,2025,-33.96,14.16%,-116.56,2025-12,0.0,-1.55%,-80.9,-0.45,-20.55,-35.66,🌑 雙重衰退,⚪ 數據不足,正文,35.4000015259,-140.91,-0.25
2338.TW,2025,-17.29,5.40%,-101.09,2025-12,0.0,-14.81%,-80.94,-3.56,-190.34999999999997,-20.15,🌑 雙重衰退,⚪ 數據不足,光罩,50.5,-394.25,-4.88
6432.TWO,2025,10.79,N/A,-71.34,2025-12,64.62121443318183,N/A,-81.64,0.11,9.899999999999999,10.3,📉 獲利侵蝕,❌ 暫避觀望,今展科,42.6500015259,-90.83,0.48
6113.TWO,2025,-14.19,N/A,-92.31,2025-12,0.0,N/A,-82.3,-0.13,-5.1000000000000005,-10.01,🌑 雙重衰退,⚪ 數據不足,亞矽,23.25,31.58,-0.25
1522.TW,2025,6.94,15.03%,-61.33,2025-12,7.237443096552512,0.14%,-82.68,1.17,65.7,21.35,📉 獲利侵蝕,⚪ 中性觀察,堤維西,31.7000007629,-73.56,1.72
3717.TW,2025,0.43,19.34%,-80.0,2025-12,0.0,7.12%,-83.55,-0.29,0.0,3.55,🔄 轉虧為盈,⚪ 數據不足,聯嘉投控,22.0,-182.86,0.08
6921.TW,2025,51.06,N/A,-55.26,2025-12,0.0,N/A,-83.71,0.21,0.0,28.45,📉 獲利侵蝕,⚪ 數據不足,嘉雨思-創,91.0999984741,-25.0,0.35
6762.TWO,2025,32.38,N/A,-64.17,2025-12,67.12962962962962,N/A,-83.75,0.68,32.400000000000006,19.58,📉 獲利侵蝕,❌ 暫避觀望,達亞,145.0,-4.23,0.67
6158.TWO,2025,-6.12,N/A,-91.2,2025-12,14.360902542481204,N/A,-85.13,0.62,19.95,-6.07,🌑 雙重衰退,⚪ 中性觀察,禾昌,19.1000003815,-51.97,0.11
1611.TW,2025,-5.31,37.93%,-94.0,2025-12,51.304348655217396,11.05%,-85.83,0.1,3.4499999999999997,-8.17,🌑 雙重衰退,❌ 暫避觀望,中電,11.8000001907,-76.74,0.03
3543.TW,2025,2.18,5.62%,-84.96,2025-12,0.0,-16.08%,-86.05999999999999,-1.16,-55.95,1.1,📉 獲利侵蝕,⚪ 數據不足,州巧,40.1500015259,-43.75,-2.24
6612.TWO,2025,37.74,N/A,-54.81,2025-12,18.891965913628805,N/A,-86.35,0.7,54.150000000000006,31.54,📉 獲利侵蝕,❌ 暫避觀望,奈米醫材,68.1999969482,-59.52,1.09
1727.TW,2025,-6.15,11.85%,-92.0,2025-12,2666.666666666667,-0.08%,-86.54,0.03,0.44999999999999996,-5.46,🌑 雙重衰退,❌ 暫避觀望,中華化,80.0,-93.18,0.04
3714.TW,2025,-10.09,-2.65%,-95.74,2025-12,0.0,-25.24%,-86.69999999999999,-2.62,-130.50000000000003,-9.04,🌑 雙重衰退,⚪ 數據不足,富采,74.5999984741,-154.37,-3.69
3016.TW,2025,-9.76,11.81%,-92.39,2025-12,0.0,4.89%,-87.14,-0.09,-2.25,-5.25,🔄 轉虧為盈,⚪ 數據不足,嘉晶,108.0,-110.98,0.07
3713.TWO,2025,-14.16,0.24%,-96.23,2025-12,0.0,-22.36%,-88.05000000000001,-0.55,-27.9,-8.18,🌑 雙重衰退,⚪ 數據不足,新晶投控,14.4499998093,-13.64,-1.13
3169.TWO,2025,9.02,54.20%,-14.16,2026-03,11.863488624052003,26.68%,-88.1,3.67,138.45000000000002,73.94,🏰 高護城河,⚪ 中性觀察,亞信,109.5,7.31,0.97
3685.TWO,2025,-11.44,22.32%,-92.45,2025-12,0.0,6.52%,-88.41,-0.62,-36.9,-4.04,🌑 雙重衰退,⚪ 數據不足,元創精密,30.3999996185,-63.16,-1.02
3490.TWO,2025,-4.45,19.24%,-96.99,2025-12,0.0,-16.80%,-88.42999999999999,0.43,-2.850000000000001,-8.56,🌑 雙重衰退,⚪ 數據不足,單井,29.2999992371,-80.0,0.05
1220.TW,2025,-0.15,8.16%,-93.16,2025-12,8.899113138583821e+17,-0.43%,-88.78999999999999,0.13,2.0816681711721685e-16,-4.37,🌑 雙重衰退,❌ 暫避觀望,台榮,12.3500003815,-87.62,0.08
4534.TWO,2025,-3.65,15.20%,-91.3,2025-12,0.0,-3.10%,-88.89999999999999,-0.53,-18.3,-2.4,🔄 轉虧為盈,⚪ 數據不足,慶騰,24.3500003815,-630.0,0.01
2106.TW,2025,-1.02,20.30%,-90.0,2025-12,72.29166825624999,1.48%,-89.3,0.06,3.6,-0.7,🌑 雙重衰退,❌ 暫避觀望,建大,17.3500003815,-94.5,0.13
6582.TW,2025,-44.17,N/A,-141.41,2025-12,0.0,N/A,-89.55,-0.19,-23.249999999999996,-51.86,🌑 雙重衰退,⚪ 數據不足,申豐,30.7999992371,-117.59,-0.41
8024.TWO,2025,-30.69,N/A,-121.74,2025-12,0.0,N/A,-90.36999999999999,-1.97,-97.19999999999999,-31.37,🌑 雙重衰退,⚪ 數據不足,佑華,12.75,-103.09,-2.55
3597.TWO,2025,27.0,25.04%,-74.05,2025-12,50.471698113207545,8.41%,-90.62,0.12,7.95,16.57,📉 獲利侵蝕,❌ 暫避觀望,映興,26.75,-84.21,0.34
4806.TWO,2025,46.84,46.90%,-70.0,2025-12,0.0,-39.20%,-90.96000000000001,-0.24,-12.600000000000001,20.96,📉 獲利侵蝕,⚪ 數據不足,桂田文創,10.3500003815,-4.35,-0.34
6680.TWO,2025,-20.75,N/A,-106.78,2025-12,0.0,N/A,-91.37,-1.03,-36.449999999999996,-15.41,🌑 雙重衰退,⚪ 數據不足,鑫創電子,54.4000015259,-148.8,-0.29
8354.TWO,2025,-0.47,N/A,-91.14,2025-12,0.0,N/A,-91.77,-0.43,-21.45,0.63,🔄 轉虧為盈,⚪ 數據不足,冠好,15.5500001907,-136.75,0.14
3035.TW,2025,87.19,42.16%,-29.75,2025-12,23.350923482849606,2.86%,-92.36,2.01,113.7,62.61,📉 獲利侵蝕,❌ 暫避觀望,智原,177.0,-34.95,2.81
5015.TWO,2025,3.65,N/A,-97.61,2025-12,0.0,N/A,-92.62,-0.35,-10.2,-4.99,🔄 轉虧為盈,⚪ 數據不足,華祺,23.5,-128.23,0.06
3594.TWO,2025,40.54,41.27%,-63.43,2025-12,0.0,10.21%,-92.73,-0.05,-2.6999999999999993,29.3,🔄 轉虧為盈,⚪ 數據不足,磐儀,53.7999992371,-107.04,0.49
1906.TW,2025,-6.91,12.71%,-96.0,2025-12,0.0,7.26%,-92.89,-0.15,-7.95,-3.11,🔄 轉虧為盈,⚪ 數據不足,寶隆,11.3000001907,-650.0,0.01
6180.TWO,2025,-21.78,N/A,-112.99,2025-12,95.00000186073171,N/A,-93.03999999999999,0.44,6.149999999999999,-19.95,🌑 雙重衰退,❌ 暫避觀望,橘子,38.9500007629,-96.54,-1.53
2035.TWO,2025,-14.97,-14.72%,-114.55,2025-12,0.0,-18.44%,-93.33,-3.6,-181.2,-21.22,🌑 雙重衰退,⚪ 數據不足,唐榮,28.3500003815,-181.25,-4.72
3050.TW,2025,-0.77,27.89%,-92.73,2025-12,0.0,-1.07%,-93.45,0.02,-0.30000000000000027,0.72,📉 獲利侵蝕,⚪ 數據不足,鈺德,12.3500003815,-96.92,0.04
3147.TWO,2025,80.92,13.87%,-29.4,2025-12,8.143248175182482,5.75%,-93.72,5.92,328.79999999999995,64.32,📉 獲利侵蝕,⚪ 中性觀察,大綜,178.5,10.24,8.43
3221.TWO,2025,0.54,22.57%,-91.75,2025-12,0.0,4.08%,-94.11,-0.22,-1.6500000000000001,2.36,🔄 轉虧為盈,⚪ 數據不足,台嘉碩,44.4000015259,-130.14,0.08
1338.TW,2025,5.73,22.76%,-92.04,2025-12,0.0,-1.26%,-94.87,-2.0,-97.5,2.83,📉 獲利侵蝕,⚪ 數據不足,廣華-KY,16.0,-254.55,-2.24
8096.TWO,2025,25.43,N/A,-72.78,2025-12,30.734823306134185,N/A,-95.61,0.58,46.949999999999996,22.83,📉 獲利侵蝕,❌ 暫避觀望,擎亞,96.1999969482,-80.2,0.89
7402.TWO,2025,5.67,N/A,-93.2,2025-12,306.0975609756097,N/A,-95.76,0.05,6.15,2.56,📉 獲利侵蝕,❌ 暫避觀望,邑錡,125.5,-95.69,0.1
2719.TWO,2025,-14.79,7.41%,-111.9,2025-12,0.0,2.54%,-97.75,-0.47,-11.1,-14.15,🌑 雙重衰退,⚪ 數據不足,燦星旅,27.0499992371,-124.87,-0.15
6982.TWO,2025,-1.08,N/A,-97.61,2025-12,23.17596566523605,N/A,-97.91,0.64,34.95,0.3,📉 獲利侵蝕,❌ 暫避觀望,大井泵浦,54.0,-75.94,0.06
4533.TWO,2025,13.39,23.68%,-87.1,2025-12,96.32352941176471,-4.87%,-99.11999999999999,0.04,5.1,12.02,📉 獲利侵蝕,❌ 暫避觀望,協易機,32.75,-96.64,0.2
3465.TWO,2025,17.21,20.16%,-94.87,2025-12,118.80000305160003,-2.95%,-100.55000000000001,-0.1,3.749999999999999,5.68,🔄 轉虧為盈,❌ 暫避觀望,進泰電子,29.7000007629,37.5,0.04
6160.TWO,2025,0.11,N/A,-108.77,2025-12,0.0,N/A,-100.82,-0.55,-33.300000000000004,-7.95,🌑 雙重衰退,⚪ 數據不足,欣技,15.6499996185,12.7,-1.19
3481.TW,2025,4.39,9.08%,-96.3,2025-12,129.76190476190476,-2.06%,-101.02,0.03,3.15,4.72,📉 獲利侵蝕,❌ 暫避觀望,群創,27.25,109.38,0.03
9962.TWO,2025,-20.17,N/A,-122.06,2025-12,0.0,N/A,-101.05,-0.23,-6.15,-21.01,🌑 雙重衰退,⚪ 數據不足,有益,9.5600004196,-141.07,-0.15
6698.TW,2025,31.33,N/A,-72.63,2025-12,0.0,N/A,-102.49,-1.45,-67.35000000000001,29.86,📉 獲利侵蝕,⚪ 數據不足,旭暉應材,31.2999992371,-51.58,-1.65
8101.TW,2025,300.12,N/A,63.58,2025-12,0.0,N/A,-103.30999999999999,-2.53,-136.64999999999998,166.89,⚠️ 獲利稀釋,⚪ 數據不足,華冠,12.3999996185,66.4,-3.15
2646.TW,2025,26.11,13.18%,-79.55,2025-12,23.95348881569767,1.56%,-103.47999999999999,0.16,12.900000000000002,23.93,📉 獲利侵蝕,❌ 暫避觀望,星宇航空,20.6000003815,-73.33,0.09
8027.TWO,2025,-10.4,N/A,-93.62,2025-12,0.0,N/A,-103.62,-1.59,-72.00000000000001,10.0,📉 獲利侵蝕,⚪ 數據不足,鈦昇,202.0,-355.88,-0.93
8289.TWO,2025,15.96,N/A,-90.0,2025-12,0.0,N/A,-106.02,-0.24,-7.800000000000001,16.02,🔄 轉虧為盈,⚪ 數據不足,泰藝,49.3499984741,-196.0,0.04
5348.TWO,2025,-2.76,N/A,-109.86,2025-12,0.0,N/A,-106.06,-1.02,-55.949999999999996,-3.8,🌑 雙重衰退,⚪ 數據不足,正能量智能,15.5500001907,-15.91,-1.49
4768.TWO,2025,-22.96,16.79%,-86.55,2025-12,1590.9090909090905,4.95%,-107.44,-0.09,4.950000000000001,20.89,🔄 轉虧為盈,❌ 暫避觀望,晶呈科技,525.0,-103.78,0.39
4557.TW,2025,10.25,28.78%,-106.38,2025-12,13.309352517985612,9.33%,-107.8,-2.24,62.55,1.42,📉 獲利侵蝕,⚪ 中性觀察,永新-KY,55.5,-129.31,-0.67
6130.TWO,2025,-23.23,N/A,-129.33,2025-12,0.0,N/A,-108.54000000000002,-1.06,-58.35,-20.79,🌑 雙重衰退,⚪ 數據不足,上亞科技,24.25,-1077.78,-1.72
9950.TWO,2025,-20.28,N/A,-126.47,2025-12,0.0,N/A,-108.75999999999999,-0.44,-13.35,-17.71,🌑 雙重衰退,⚪ 數據不足,萬國通,10.6000003815,-150.0,-0.27
6542.TWO,2025,2.29,N/A,-99.01,2025-12,0.0,N/A,-109.23,-0.46,-8.25,10.22,🔄 轉虧為盈,⚪ 數據不足,隆中,49.2999992371,-120.18,0.02
6229.TWO,2025,23.03,N/A,-90.74,2025-12,0.0,N/A,-110.50999999999999,-0.02,-2.399999999999999,19.77,🔄 轉虧為盈,⚪ 數據不足,研通,25.8999996185,-103.57,0.05
1569.TWO,2025,11.56,-3.81%,-106.61,2025-12,0.0,-23.08%,-111.63,-4.54,-226.35,5.02,📉 獲利侵蝕,⚪ 數據不足,濱川,63.0999984741,-163.13,-5.61
3149.TW,2025,0.72,-12.37%,-106.98,2025-12,0.0,-29.19%,-112.51,-2.24,-111.9,5.53,📉 獲利侵蝕,⚪ 數據不足,正達,48.5999984741,-272.73,-2.86
4583.TW,2025,1.32,51.18%,-14.42,2026-03,26.144907723855095,30.40%,-112.84,12.0,438.9,98.42,🏰 高護城河,❌ 暫避觀望,台灣精銳,765.0,-15.13,3.56
3528.TW,2025,54.47,12.45%,-44.71,2025-12,25.274390709115853,8.05%,-114.03,0.27,49.199999999999996,69.32,📉 獲利侵蝕,❌ 暫避觀望,安馳,82.9000015259,-91.89,2.3
2354.TW,2025,166.67,4.22%,-8.3,2025-12,10.209424083769633,2.17%,-114.13,1.68,85.95,105.83,📉 獲利侵蝕,⚪ 中性觀察,鴻準,58.5,-11.58,2.32
5201.TWO,2025,8.86,N/A,-102.22,2025-12,0.0,N/A,-114.85,-0.13,-17.700000000000003,12.63,📉 獲利侵蝕,⚪ 數據不足,凱衛,30.6000003815,-115.29,-0.06
7780.TW,2025,51.38,N/A,-76.4,2025-12,2.333333286234568,N/A,-115.5,3.44,121.5,39.1,📉 獲利侵蝕,⚪ 中性觀察,大研生醫*,18.8999996185,209.41,0.51
2460.TW,2025,-3.42,3.88%,-117.65,2025-12,0.0,-6.88%,-117.14,-2.59,-108.3,-0.51,🌑 雙重衰退,⚪ 數據不足,建通,34.0,-247.95,-3.0
8047.TWO,2025,-6.79,N/A,-122.86,2025-12,0.0,N/A,-117.39,-0.36,-20.25,-5.47,🌑 雙重衰退,⚪ 數據不足,星雲,56.4000015259,-140.0,-0.78
2528.TW,2025,44251.78,15.63%,12.42,2025-12,2.263104915614919,10.37%,-117.88000000000001,3.39,148.8,130.3,⚠️ 獲利稀釋,⚪ 中性觀察,皇普,22.4500007629,525.0,3.65
3150.TW,2025,-11.3,40.07%,-131.88,2025-12,73.84615678038462,-42.60%,-119.3,0.19,3.9000000000000004,-12.58,🌑 雙重衰退,❌ 暫避觀望,鈺寶-創,19.2000007629,-73.61,-0.22
2023.TW,2025,-6.3,7.45%,-129.63,2025-12,0.0,-2.27%,-120.94999999999999,-1.4,-64.05000000000001,-8.68,🌑 雙重衰退,⚪ 數據不足,燁輝,13.9499998093,-243.9,-1.85
2230.TWO,2025,26.14,2.81%,-118.67,2025-12,0.0,-8.09%,-120.96000000000001,-0.19,-18.75,2.29,📉 獲利侵蝕,⚪ 數據不足,泰茂,29.0,-103.85,-1.05
1441.TW,2025,-3.74,-0.79%,-128.03,2025-12,0.0,-10.66%,-121.2,-0.26,-0.8999999999999991,-6.83,🌑 雙重衰退,⚪ 數據不足,大東,9.9200000763,-110.79,-0.45
8466.TW,2025,-11.54,N/A,-140.21,2025-12,193.12499761625008,N/A,-122.12,0.0,1.1999999999999993,-18.09,🌑 雙重衰退,❌ 暫避觀望,美吉吉-KY,15.4499998093,-100.0,-0.81
3591.TW,2025,-6.81,21.48%,-132.32,2025-12,0.0,-2.51%,-122.50999999999999,-0.21,0.0,-9.81,🌑 雙重衰退,⚪ 數據不足,艾笛森,0.0,-127.78,-0.34
2419.TW,2025,-2.54,21.56%,-125.0,2025-12,0.0,3.08%,-122.71,-0.17,-12.750000000000002,-2.29,🌑 雙重衰退,⚪ 數據不足,仲琦,31.3999996185,-325.0,-0.36
1465.TW,2025,-25.38,-4.05%,-150.77,2025-12,0.0,-24.47%,-123.04,-0.51,-18.3,-27.73,🌑 雙重衰退,⚪ 數據不足,偉全,12.1999998093,-221.43,-0.33
6494.TWO,2025,-18.16,N/A,-135.36,2025-12,0.0,N/A,-123.62000000000002,-1.8,-74.4,-11.74,🌑 雙重衰退,⚪ 數據不足,九齊,54.4000015259,-174.07,-0.93
3354.TWO,2025,-25.84,18.97%,-147.06,2025-12,0.0,-79.87%,-124.32000000000001,-0.71,-35.699999999999996,-22.74,🌑 雙重衰退,⚪ 數據不足,律勝,28.8500003815,-102.86,-0.84
3663.TWO,2025,2.32,2.83%,-117.39,2025-12,0.0,-0.74%,-125.91,-0.07,-1.2000000000000002,8.52,📉 獲利侵蝕,⚪ 數據不足,鑫科,74.9000015259,-128.0,-0.08
5202.TWO,2025,1.12,N/A,-134.86,2025-12,0.0,N/A,-126.51000000000002,-0.57,-33.3,-8.35,🌑 雙重衰退,⚪ 數據不足,力新,13.1999998093,-126.76,-0.61
2231.TW,2025,-18.65,23.65%,-148.96,2025-12,0.0,-15.73%,-127.19000000000001,-0.06,-19.8,-21.77,🌑 雙重衰退,⚪ 數據不足,為升,118.0,-103.64,-1.63
2024.TW,2025,-7.46,8.85%,-137.5,2025-12,0.0,2.74%,-127.67,-0.14,-3.75,-9.83,🌑 雙重衰退,⚪ 數據不足,志聯,14.0500001907,-380.0,-0.06
1583.TW,2025,-12.06,19.66%,-142.57,2025-12,0.0,-2.95%,-130.45999999999998,-5.75,-399.0,-12.11,🌑 雙重衰退,⚪ 數據不足,程泰,47.0,-269.21,-4.83
3390.TWO,2025,-10.98,17.06%,-138.3,2025-12,0.0,1.24%,-130.85000000000002,-0.72,-30.0,-7.45,🌑 雙重衰退,⚪ 數據不足,旭軟,25.5,-158.97,-0.55
3092.TW,2025,-17.54,1.51%,-147.12,2025-12,0.0,-21.28%,-131.88,-4.31,-208.2,-15.24,🌑 雙重衰退,⚪ 數據不足,鴻碩,32.2999992371,-174.52,-5.14
6693.TWO,2025,27.89,N/A,-102.7,2025-12,0.0,N/A,-131.91,-1.12,-48.45,29.21,📉 獲利侵蝕,⚪ 數據不足,廣閎科,153.0,-150.45,-0.09
2425.TW,2025,2.41,8.50%,-130.48,2025-12,0.0,0.94%,-132.64999999999998,-0.95,-35.4,2.17,📉 獲利侵蝕,⚪ 數據不足,承啟,32.25,-439.29,-0.32
1905.TW,2025,-10.29,4.37%,-143.48,2025-12,0.0,-6.00%,-133.85,-0.85,-34.35,-9.63,🌑 雙重衰退,⚪ 數據不足,華紙,12.75,-1316.67,-0.56
2461.TW,2025,-5.52,18.99%,-138.31,2025-12,0.0,-2.69%,-133.95,-0.32,-18.299999999999997,-4.36,🌑 雙重衰退,⚪ 數據不足,光群雷,17.25,-117.82,-0.61
6243.TW,2025,-6.38,N/A,-147.27,2025-12,0.0,N/A,-134.34,-0.32,-13.499999999999998,-12.93,🌑 雙重衰退,⚪ 數據不足,迅杰,34.75,-145.59,-0.52
4923.TWO,2025,6.21,25.62%,-124.23,2025-12,0.0,-11.28%,-134.54,-4.75,0.0,10.31,📉 獲利侵蝕,⚪ 數據不足,力士,0.0,-176.51,-5.26
6233.TWO,2025,-5.88,N/A,-141.67,2025-12,0.0,N/A,-134.54999999999998,-0.08,-6.75,-7.12,🌑 雙重衰退,⚪ 數據不足,旺玖,29.3500003815,-122.86,-0.16
6609.TWO,2025,-21.06,N/A,-159.3,2025-12,0.0,N/A,-135.03,-0.68,-40.5,-24.27,🌑 雙重衰退,⚪ 數據不足,瀧澤科,41.5499992371,-128.33,-1.53
3230.TWO,2025,-10.01,7.05%,-146.49,2025-12,0.0,-37.72%,-137.14000000000001,-1.15,-54.15,-9.35,🌑 雙重衰退,⚪ 數據不足,錦明,36.0999984741,-133.82,-1.6
3178.TWO,2025,-1.99,9.34%,-143.4,2025-12,0.0,-7.19%,-139.0,-0.34,-11.549999999999999,-4.4,🌑 雙重衰退,⚪ 數據不足,公準,73.6999969482,-148.57,-0.46
2369.TW,2025,-1.99,2.66%,-136.36,2025-12,0.0,-3.16%,-139.81,-0.99,-45.0,3.45,📉 獲利侵蝕,⚪ 數據不足,菱生,33.2000007629,-321.74,-1.05
1711.TW,2025,-6.57,17.63%,-147.73,2025-12,0.0,-5.18%,-140.39,-0.18,-5.7,-7.34,🌑 雙重衰退,⚪ 數據不足,永光,60.9000015259,-150.0,-0.21
8929.TWO,2025,-8.4,N/A,-147.37,2025-12,0.0,N/A,-140.48000000000002,-0.48,-27.599999999999998,-6.89,🌑 雙重衰退,⚪ 數據不足,富堡,14.8999996185,-145.28,-0.45
3362.TWO,2025,0.48,18.28%,-140.6,2025-12,0.0,-0.95%,-141.5,-1.17,-48.300000000000004,0.9,📉 獲利侵蝕,⚪ 數據不足,先進光,109.0,-159.18,-1.08
