股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
6588.TWO,東典光電,🔥 訊號出現,159.5,59.64,🟢 黃金標的,50.00%,75.00%,10.28%,-4.82%,4,151.81,0.75,0.1028
2313.TW,華通,🔥 訊號出現,274.5,55.9,🟢 黃金標的,42.86%,71.43%,12.16%,-2.36%,7,268.03,0.7143,0.1216
3691.TWO,碩禾,🔥 訊號出現,135.0,59.63,🟢 黃金標的,66.67%,66.67%,8.29%,-3.13%,6,130.77,0.6667,0.0829
4991.TWO,環宇-KY,🔥 訊號出現,744.0,62.37,🟢 黃金標的,20.00%,60.00%,4.35%,-9.20%,5,675.52,0.6,0.0435
6239.TW,力成,🔥 訊號出現,227.5,55.62,🟢 黃金標的,80.00%,60.00%,6.74%,-2.65%,5,221.47,0.6,0.0674
6257.TW,矽格,🔥 訊號出現,197.0,62.93,🟢 黃金標的,60.00%,60.00%,3.66%,-5.25%,5,186.65,0.6,0.0366
6830.TW,汎銓,🔥 訊號出現,975.0,62.41,🟢 黃金標的,58.33%,58.33%,17.49%,-1.54%,12,959.95,0.5833,0.1749
3317.TWO,尼克森,🔥 訊號出現,62.2000007629,73.33,🟢 黃金標的,28.57%,57.14%,3.15%,-3.84%,7,59.81,0.5714,0.0315
6642.TWO,富致,🔥 訊號出現,62.9000015259,78.57,🔵 穩健標的,14.29%,57.14%,0.41%,-1.86%,7,61.73,0.5714,0.0041
009802.TW,富邦旗艦50,🔥 訊號出現,16.9799995422,89.78,🔵 穩健標的,85.71%,57.14%,0.32%,-1.05%,7,16.8,0.5714,0.0032
3532.TW,台勝科,🔥 訊號出現,228.0,72.07,🟡 妖股/高波動,55.56%,44.44%,4.50%,-3.56%,9,219.88,0.4444,0.045
6775.TWO,穎台科技,🔥 訊號出現,48.7000007629,80.48,🟡 妖股/高波動,42.86%,42.86%,9.87%,-9.47%,7,44.09,0.4286,0.0987
3432.TW,台端,🔥 訊號出現,22.6000003815,70.55,🟡 妖股/高波動,57.14%,42.86%,3.35%,-4.67%,7,21.54,0.4286,0.0335
3026.TW,禾伸堂,🔥 訊號出現,248.5,55.56,🟡 妖股/高波動,28.57%,42.86%,9.06%,-4.98%,7,236.13,0.4286,0.0906
3184.TWO,微邦,🔥 訊號出現,30.0499992371,73.54,🟡 妖股/高波動,50.00%,41.67%,3.35%,-9.13%,12,27.31,0.4167,0.0335
3443.TW,創意,🔥 訊號出現,4835.0,87.42,🟡 妖股/高波動,40.00%,40.00%,8.48%,-6.74%,5,4508.88,0.4,0.0848
6278.TW,台表科,🔥 訊號出現,185.0,82.61,🟡 妖股/高波動,80.00%,40.00%,14.57%,0.87%,5,186.6,0.4,0.1457
6197.TW,佳必琪,🔥 訊號出現,243.5,83.33,🟡 妖股/高波動,75.00%,37.50%,5.08%,-3.45%,8,235.1,0.375,0.0508
2455.TW,全新,🔥 訊號出現,386.5,73.35,🟡 妖股/高波動,16.67%,33.33%,6.65%,-6.51%,6,361.33,0.3333,0.0665
6274.TWO,台燿,🔥 訊號出現,1220.0,80.63,🟡 妖股/高波動,75.00%,25.00%,15.14%,0.91%,4,1231.1,0.25,0.1514
4541.TWO,晟田,🔥 訊號出現,51.7000007629,67.69,⚪ 一般監控,50.00%,62.50%,1.66%,-2.31%,8,50.5,0.625,0.0166
6215.TW,和椿,🔥 訊號出現,116.0,62.67,⚪ 一般監控,44.44%,55.56%,1.67%,-2.92%,9,112.62,0.5556,0.0167
3088.TWO,艾訊,🔥 訊號出現,116.0,81.28,⚪ 一般監控,81.82%,54.55%,3.22%,-1.14%,11,114.68,0.5455,0.0322
00980A.TW,主動野村臺灣優選,🔥 訊號出現,22.8500003815,92.72,⚪ 一般監控,0.00%,50.00%,2.46%,-4.68%,2,21.78,0.5,0.0246
3633.TWO,云光,🔥 訊號出現,150.5,71.26,⚪ 一般監控,50.00%,50.00%,2.79%,-3.86%,8,144.68,0.5,0.0279
5210.TWO,寶碩,🔥 訊號出現,27.5,85.82,⚪ 一般監控,75.00%,50.00%,1.14%,-1.82%,4,27.0,0.5,0.0114
