Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
1809.TW,中釉,2026-05-04,看漲 FVG,28.7,26.52,30.14,⏳ 待回測,監控中,1,56.35,-,3,True
2354.TW,鴻準,2026-05-04,看漲 FVG,55.7,52.54,58.49,⏳ 待回測,監控中,1,61.61,-,3,True
2489.TW,瑞軒,2026-04-29,看漲 FVG,41.5,38.56,43.58,💰 已達標,獲利點,1,48.85,2026-05-04,3,True
3026.TW,禾伸堂,2026-04-24,看跌 FVG,218.0,224.62,207.1,❌ 已失效,實體過中線,0,71.23,-,3,True
3450.TW,聯鈞,2026-05-04,看漲 FVG,334.5,313.43,351.23,⏳ 待回測,監控中,0,55.58,-,3,False
4927.TW,泰鼎-KY,2026-04-30,看跌 FVG,54.8,56.68,52.06,❌ 已失效,實體過中線,0,62.99,-,3,True
8215.TW,明基材,2026-04-29,看漲 FVG,25.4,25.17,26.67,💰 已達標,獲利點,0,55.04,-,3,True
00715L.TW,期街口S&P布蘭特油正2,2026-04-30,看漲 FVG,65.3,63.38,68.56,💰 已達標,獲利點,1,79.41,-,4,True
2417.TW,圓剛,2026-05-04,看漲 FVG,52.5,46.91,55.12,⏳ 待回測,⚡結構突破 ⚠️過熱,1,77.35,-,4,True
3264.TWO,欣銓,2026-05-04,看漲 FVG,218.0,201.49,228.9,⏳ 待回測,監控中 ⚠️過熱,0,58.98,-,4,False
3707.TWO,漢磊,2026-05-04,看漲 FVG,69.6,65.87,73.08,⏳ 待回測,⚡結構突破 ⚠️過熱,1,72.8,-,4,True
6182.TWO,合晶,2026-05-04,看漲 FVG,43.8,41.19,45.99,⏳ 待回測,監控中 ⚠️過熱,0,67.84,-,4,False
6274.TWO,台燿,2026-05-04,看漲 FVG,1125.0,1009.92,1181.25,⏳ 待回測,⚡結構突破 ⚠️過熱,1,78.81,-,4,True
6405.TW,悅城,2026-05-04,看漲 FVG,56.1,50.65,58.91,⏳ 待回測,⚡結構突破 ⚠️過熱,0,89.74,-,4,True
6488.TWO,環球晶,2026-05-04,看漲 FVG,615.0,586.05,645.75,⏳ 待回測,監控中 🧹 ⚠️過熱,0,63.3,-,4,True
8064.TWO,東捷,2026-05-04,看漲 FVG,114.0,103.48,119.7,⏳ 待回測,⚡結構突破 ⚠️過熱,0,71.53,-,4,True
8150.TW,南茂,2026-05-04,看漲 FVG,79.8,73.13,83.79,⏳ 待回測,監控中 ⚠️過熱,1,62.83,-,4,False
