
📅 投資日報表: 2026-06-20
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 270.50   | 271.50   | 268.50   | 268.50   | 67,328,101   | 241.21      | 2000     | ▲54,580   |  +11.31%
4142     | 國光生        | 17.55    | 17.70    | 17.35    | 17.40    | 1,094,842    | 25.32       | 1000     | ▼7,920    |  -31.28%
0050     | 元大台灣50     | 107.00   | 107.45   | 106.65   | 107.30   | 74,587,200   | 46.60       | 16000    | ▲971,200  | +130.26%
0056     | 元大高股息      | 52.40    | 52.85    | 52.40    | 52.80    | 32,758,862   | 36.43       | 4000     | ▲65,480   |  +44.94%
00635U   | 期元大S&P黃金   | 45.04    | 45.17    | 45.01    | 45.09    | 4,727,631    | 55.25       | 3000     | ▼30,480   |  -18.39%
00738U   | 期元大道瓊白銀    | 55.85    | 56.20    | 55.30    | 55.60    | 4,200,563    | 66.26       | 1000     | ▼10,660   |  -16.09%
00929    | 復華台灣科技優息   | 30.70    | 31.13    | 30.69    | 31.10    | 32,318,389   | 19.73       | 8000     | ▲90,960   |  +57.63%
009816   | 凱基台灣TOP50  | 15.69    | 15.74    | 15.61    | 15.68    | 136,291,071  | 11.01       | 63000    | ▲294,210  |  +42.42%
00990A   | 主動元大AI新經濟  | 20.91    | 21.01    | 20.83    | 20.97    | 43,033,092   | 11.48       | 5000     | ▲47,450   |  +82.67%
2009     | 第一銅        | 40.05    | 40.25    | 39.30    | 39.50    | 2,712,160    | 50.56       | 4000     | ▼44,240   |  -21.88%
2337     | 旺宏         | 164.00   | 171.50   | 162.50   | 169.00   | 124,602,424  | 95.28       | 2000     | ▲147,440  |  +77.37%
2409     | 友達         | 27.45    | 28.60    | 26.05    | 28.15    | 826,248,378  | 16.21       | 2000     | ▲23,880   |  +73.66%
3481     | 群創         | 62.00    | 64.40    | 58.50    | 64.40    | 854,796,256  | 25.10       | 4000     | ▲157,200  | +156.57%
6806     | 森崴能源       | 3.60     | 3.60     | 3.24     | 3.24     | 4,292,008    | 45.39       | 5000     | ▼210,750  |  -92.86%
3105     | 穩懋         | 522.00   | 557.00   | 521.00   | 528.00   | 38,778,005   | 556.47      | 300      | ▼8,541    |   -5.12%
4966     | 譜瑞-KY      | 685.00   | 706.00   | 673.00   | 693.00   | 2,336,825    | 1921.64     | 1000     | ▼1,228,640 |  -63.94%
00403A   | 主動統一升級50   | 10.85    | 11.03    | 10.83    | 11.03    | 739,984,510  | 10.68       | 26000    | ▲9,100    |   +3.28%
00981A   | 主動統一台股增長   | 31.19    | 31.50    | 31.13    | 31.50    | 242,487,436  | 27.48       | 2000     | ▲8,040    |  +14.63%
2330     | 台積電        | 2395.00  | 2415.00  | 2385.00  | 2410.00  | 46,429,815   | 225.55      | 10       | ▲21,844   | +968.50%
6789     | 采鈺         | 496.00   | 543.00   | 496.00   | 543.00   | 3,808,710    | 593.50      | 400      | ▼20,200   |   -8.51%
6849     | 奇鼎科技       | 176.00   | 176.00   | 166.50   | 166.50   | 407,763      | 266.40      | 280      | ▼27,972   |  -37.50%
7853     | 政美應用       | 321.00   | 336.50   | 321.00   | 328.00   | 349,295      | 409.29      | 280      | ▼22,761   |  -19.86%
3576     | 聯合再生       | 19.05    | 19.05    | 18.00    | 18.00    | 39,247,263   | 18.50       | 2000     | ▼1,000    |   -2.70%
1721     | 三晃         | 24.30    | 24.95    | 23.60    | 23.80    | 2,125,151    | 27.88       | 3000     | ▼12,250   |  -14.64%
8215     | 明基材        | 32.05    | 33.15    | 31.15    | 31.15    | 9,745,670    | 31.60       | 200      | ▼90       |   -1.42%
00405A   | 主動富邦台灣龍耀   | 9.44     | 9.64     | 9.43     | 9.64     | 126,407,973  | 9.34        | 11000    | ▲3,300    |   +3.21%
5498     | 凱崴         | 66.40    | 68.40    | 66.10    | 67.10    | 4,354,458    | 69.61       | 188      | ▼472      |   -3.61%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,385,376    📊 未實現損益:        +268,708 (  +4.21%)
