代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
6182.TWO,合晶,97.0,2802,123,-666,20260601,15544,659259,643715,42.4x,26.30%,▲ 順勢追意
5347.TWO,世界,179.0,-1801,3016,205,20260601,-222514,22717,245232,-0.1x,6.23%,▲ 順勢追意
6147.TWO,頎邦,285.5,-11286,769,-16,20260601,-179997,7382,187380,-0.0x,20.46%,▲ 順勢追意
8027.TWO,鈦昇,283.0,223,0,90,20260601,-179628,1716,181345,-0.0x,12.97%,▲ 順勢追意
8150.TW,南茂,106.5,-5577,-2,100,20260601,-122956,25512,148468,-0.2x,22.70%,▲ 順勢追意
00403A.TW,主動統一升級50,10.82,-80093,0,-20212,20260601,203125,346895,143770,1.7x,2.27%,▲ 順勢追意
6127.TWO,九豪,74.0,-4640,0,132,20260601,11464,154367,142903,13.5x,42.31%,▲ 順勢追意
5351.TWO,鈺創,89.7,2422,0,0,20260601,-71421,66503,137924,-0.9x,9.26%,▲ 順勢追意
3105.TWO,穩懋,530.0,-2818,-1491,-138,20260601,-120301,15206,135508,-0.1x,-2.39%,★ 壓低偷買
8112.TW,至上,91.4,4281,-31,-85,20260601,-74306,57176,131483,-0.8x,9.59%,▲ 順勢追意
8043.TWO,蜜望實,155.0,2580,0,23,20260601,-28196,89469,117665,-3.2x,21.09%,▲ 順勢追意
6155.TW,鈞寶,69.0,-1284,0,-5,20260601,-41253,69168,110422,-1.7x,12.75%,▲ 順勢追意
6239.TW,力成,366.0,-1822,-100,391,20260601,-15354,93836,109190,-6.1x,17.68%,▲ 順勢追意
3706.TW,神達,93.5,19912,8,535,20260601,34033,136109,102075,4.0x,5.65%,▲ 順勢追意
6213.TW,聯茂,295.0,3518,0,295,20260601,-7222,81842,89064,-11.3x,10.49%,▲ 順勢追意
3624.TWO,光頡,113.0,39,0,75,20260601,-74045,7981,82026,-0.1x,20.21%,▲ 順勢追意
4939.TWO,亞電,55.5,2374,0,368,20260601,1296,77952,76656,60.1x,39.97%,▲ 順勢追意
6285.TW,啟碁,314.0,1508,139,122,20260601,-30765,36907,67672,-1.2x,5.37%,▲ 順勢追意
4540.TW,全球傳動,75.4,-230,0,0,20260601,193,59856,59663,308.8x,3.71%,▲ 順勢追意
3689.TWO,湧德,137.5,511,0,23,20260601,1967,55255,53287,28.1x,10.00%,▲ 順勢追意
4967.TW,十銓,289.0,-639,0,-27,20260601,-16895,33429,50325,-2.0x,6.45%,▲ 順勢追意
8046.TW,南電,905.0,43,-1492,-79,20260601,-22165,26164,48330,-1.2x,2.38%,▲ 順勢追意
6548.TWO,長科*,75.0,-5259,0,291,20260601,3084,48600,45516,15.8x,36.61%,▲ 順勢追意
4973.TWO,廣穎,156.5,-696,0,-16,20260601,-14519,25571,40091,-1.8x,32.63%,▲ 順勢追意
6175.TWO,立敦,99.8,-2476,0,-226,20260601,-19305,17840,37145,-0.9x,5.94%,▲ 順勢追意
3374.TWO,精材,260.5,-3393,0,-443,20260601,-12845,15317,28162,-1.2x,0.97%,▲ 順勢追意
3663.TWO,鑫科,89.5,-292,0,43,20260601,-19803,8016,27820,-0.4x,-2.40%,★ 壓低偷買
3645.TW,達邁,107.0,-608,0,-31,20260601,-24135,2012,26148,-0.1x,-8.94%,★ 壓低偷買
5864.TWO,致和證,43.4,-1132,0,0,20260601,-725,24195,24921,-33.3x,28.59%,▲ 順勢追意
