=== 殖利率掃描報告 (20260601) ===
基準條件: 10日新高 或 歷史分位 > 80%
--------------------------------------------------
[🔥 10日新高] 2528.TW: 14.89% (歷史分位: 100.0%)
[🔥 10日新高] 5519.TW: 11.89% (歷史分位: 100.0%)
[🔥 10日新高] 6523.TWO: 10.24% (歷史分位: 100.0%)
[🔥 10日新高] 4120.TWO: 9.07% (歷史分位: 100.0%)
[🔥 10日新高] 6171.TWO: 8.64% (歷史分位: 36.4%)
[🔥 10日新高] 5520.TWO: 8.61% (歷史分位: 88.3%)
[🔥 10日新高] 2916.TWO: 8.29% (歷史分位: 100.0%)
[🔥 10日新高] 2752.TWO: 7.89% (歷史分位: 100.0%)
[🔥 10日新高] 8930.TWO: 7.8% (歷史分位: 36.4%)
[🔥 10日新高] 5287.TWO: 7.69% (歷史分位: 100.0%)
[🔥 10日新高] 8938.TWO: 7.63% (歷史分位: 100.0%)
[🔥 10日新高] 8442.TW: 7.59% (歷史分位: 29.3%)
[🔥 10日新高] 8924.TWO: 7.25% (歷史分位: 100.0%)
[🔥 10日新高] 7767.TWO: 7.21% (歷史分位: 100.0%)
[🔥 10日新高] 4527.TWO: 7.06% (歷史分位: 26.0%)
[🔥 10日新高] 7760.TW: 6.81% (歷史分位: 100.0%)
[🔥 10日新高] 5604.TWO: 6.49% (歷史分位: 100.0%)
[🔥 10日新高] 6844.TWO: 6.2% (歷史分位: 19.5%)
[🔥 10日新高] 4754.TWO: 6.11% (歷史分位: 80.5%)
[🔥 10日新高] 1215.TW: 5.76% (歷史分位: 100.0%)
[🔥 10日新高] 2812.TW: 5.76% (歷史分位: 98.7%)
[🔥 10日新高] 1264.TWO: 5.62% (歷史分位: 100.0%)
[🔥 10日新高] 6629.TWO: 5.34% (歷史分位: 20.1%)
[🔥 10日新高] 6967.TWO: 5.22% (歷史分位: 87.7%)
[🔥 10日新高] 1702.TW: 5.19% (歷史分位: 33.3%)
[🔥 10日新高] 6534.TW: 5.16% (歷史分位: 85.1%)
[🔥 10日新高] 4129.TWO: 5.07% (歷史分位: 100.0%)
[🔥 10日新高] 6843.TWO: 4.89% (歷史分位: 100.0%)
[🔥 10日新高] 4205.TWO: 4.85% (歷史分位: 100.0%)
[🔥 10日新高] 5902.TWO: 4.79% (歷史分位: 100.0%)
[🔥 10日新高] 8923.TWO: 4.76% (歷史分位: 99.4%)
[🔥 10日新高] 4557.TW: 4.69% (歷史分位: 38.7%)
[🔥 10日新高] 6730.TWO: 4.36% (歷史分位: 100.0%)
[🔥 10日新高] 2729.TWO: 4.3% (歷史分位: 32.5%)
[🔥 10日新高] 8928.TWO: 3.84% (歷史分位: 39.0%)
[🔥 10日新高] 4728.TWO: 3.19% (歷史分位: 100.0%)
[🔥 10日新高] 6504.TW: 2.74% (歷史分位: 98.7%)
[🔥 10日新高] 6649.TWO: 2.63% (歷史分位: 100.0%)
[🔥 10日新高] 8905.TWO: 2.43% (歷史分位: 33.8%)
[🔥 10日新高] 1590.TW: 2.16% (歷史分位: 55.3%)
[🔥 10日新高] 6208.TWO: 2.16% (歷史分位: 7.8%)
[🔥 10日新高] 6508.TWO: 2.16% (歷史分位: 35.1%)
[🔥 10日新高] 2230.TWO: 2.13% (歷史分位: 31.8%)
[🔥 10日新高] 6955.TW: 2.07% (歷史分位: 100.0%)
[🔥 10日新高] 4569.TW: 1.91% (歷史分位: 18.9%)
[🔥 10日新高] 1459.TW: 1.73% (歷史分位: 100.0%)
[🔥 10日新高] 3219.TWO: 1.69% (歷史分位: 70.1%)
[🔥 10日新高] 3024.TW: 1.57% (歷史分位: 10.0%)
[🔥 10日新高] 1321.TW: 1.33% (歷史分位: 100.0%)
[🔥 10日新高] 4160.TWO: 1.25% (歷史分位: 38.3%)
[🔥 10日新高] 6187.TWO: 1.1% (歷史分位: 18.8%)
[🔥 10日新高] 6692.TWO: 0.79% (歷史分位: 40.3%)
[🔥 10日新高] 7750.TW: 0.71% (歷史分位: 12.8%)
[🔥 10日新高] 6735.TWO: 0.67% (歷史分位: 15.6%)
[🔥 10日新高] 1595.TWO: 0.63% (歷史分位: 11.0%)
[🔥 10日新高] 3529.TWO: 0.63% (歷史分位: 20.1%)
[🔥 10日新高] 6861.TW: 0.51% (歷史分位: 8.1%)
[🔥 10日新高] 4908.TWO: 0.44% (歷史分位: 8.4%)
[💎 歷史高位] 6596.TWO: 19.22% (歷史分位: 94.8%)
[💎 歷史高位] 6806.TW: 16.67% (歷史分位: 98.0%)
[💎 歷史高位] 3712.TW: 15.08% (歷史分位: 85.1%)
[💎 歷史高位] 2442.TW: 14.29% (歷史分位: 85.3%)
[💎 歷史高位] 3188.TWO: 14.17% (歷史分位: 99.4%)
[💎 歷史高位] 3489.TWO: 13.82% (歷史分位: 98.1%)
[💎 歷史高位] 6186.TWO: 12.71% (歷史分位: 96.8%)
[💎 歷史高位] 1432.TW: 11.9% (歷史分位: 86.7%)
[💎 歷史高位] 2718.TWO: 11.82% (歷史分位: 84.4%)
[💎 歷史高位] 2540.TW: 11.07% (歷史分位: 98.0%)
[💎 歷史高位] 6294.TWO: 10.85% (歷史分位: 95.5%)
[💎 歷史高位] 6165.TW: 10.36% (歷史分位: 82.0%)
[💎 歷史高位] 4303.TWO: 10.35% (歷史分位: 95.5%)
[💎 歷史高位] 2536.TW: 10.13% (歷史分位: 97.3%)
[💎 歷史高位] 6743.TW: 9.98% (歷史分位: 88.5%)
[💎 歷史高位] 8446.TWO: 9.46% (歷史分位: 92.9%)
[💎 歷史高位] 9949.TWO: 9.46% (歷史分位: 96.8%)
[💎 歷史高位] 2530.TW: 9.39% (歷史分位: 96.0%)
[💎 歷史高位] 2542.TW: 9.39% (歷史分位: 90.7%)
