日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-06-01,2317,鴻海,293.5,241.21,2000,104580,21.68%
2026-06-01,4142,國光生,17.2,25.32,1000,-8120,-32.07%
2026-06-01,0050,元大台灣50,105.5,46.6,16016,943342,126.39%
2026-06-01,0056,元大高股息,51.9,36.43,8000,123760,42.47%
2026-06-01,00635U,期元大S&P黃金,47.22,55.25,3000,-24090,-14.53%
2026-06-01,00738U,期元大道瓊白銀,61.1,66.26,1000,-5160,-7.79%
2026-06-01,00929,復華台灣科技優息,30.8,19.73,8000,88560,56.11%
2026-06-01,009816,凱基台灣TOP50,15.4,11.01,63000,276570,39.87%
2026-06-01,00990A,主動元大AI新經濟,20.2,11.48,5000,43600,75.96%
2026-06-01,2009,第一銅,40.05,50.56,4000,-42040,-20.79%
2026-06-01,2337,旺宏,167.5,95.28,2000,144440,75.80%
2026-06-01,2409,友達,23.8,16.21,2000,15180,46.82%
2026-06-01,3481,群創,56.1,25.1,4000,124000,123.51%
2026-06-01,6806,森崴能源,7.38,45.39,5000,-190050,-83.74%
2026-06-01,3105,穩懋,530.0,556.47,300,-7941,-4.76%
2026-06-01,4966,譜瑞-KY,859.0,1921.64,1000,-1062640,-55.30%
2026-06-01,00403A,主動統一升級50,10.82,10.68,26026,3644,1.31%
2026-06-01,00981A,主動統一台股增長,31.7,27.48,2000,8440,15.36%
2026-06-01,2313,華通,282.0,250.71,1000,31290,12.48%
2026-06-01,2330,台積電,2355.0,225.55,10,21294,944.11%
2026-06-01,6239,力成,366.0,243.21,1000,122790,50.49%
2026-06-01,6789,采鈺,547.0,593.5,400,-18600,-7.83%
2026-06-01,5276,達輝-KY,19.7,22.18,300,-744,-11.18%
2026-06-01,5474,聰泰,198.0,175.15,2000,45700,13.05%
2026-06-01,6849,奇鼎科技,204.5,266.4,280,-17332,-23.24%
2026-06-01,7853,政美應用,349.5,409.29,280,-16741,-14.61%
