股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
VNM.VN,未知,🔥 訊號出現,59000.0,65.26,⚪ 一般監控,33.33%,33.33%,0.33%,-3.85%,6,56731.14,0.3333,0.0033
BID.VN,未知,無,38800.0,18.18,🟢 黃金標的,50.00%,70.00%,5.91%,-2.46%,10,0.0,0.7,0.0591
PLX.VN,未知,無,35200.0,35.86,🟢 黃金標的,77.78%,66.67%,8.74%,-4.83%,9,0.0,0.6667,0.0874
LPB.VN,未知,無,52900.0,42.62,⚪ 一般監控,57.14%,71.43%,2.65%,-1.51%,7,0.0,0.7143,0.0265
BCM.VN,未知,無,44000.0,13.6,⚪ 一般監控,0.00%,50.00%,1.75%,-4.12%,4,0.0,0.5,0.0175
VIC.VN,未知,無,220000.0,56.73,⚪ 一般監控,57.14%,42.86%,2.38%,-4.65%,7,0.0,0.4286,0.0238
VCB.VN,未知,無,58500.0,19.3,⚪ 一般監控,66.67%,33.33%,2.80%,-1.85%,12,0.0,0.3333,0.028
VID.VN,未知,無,4650.0,49.71,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
FUEVFVND.VN,未知,無,34470.0,23.69,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
VPB.VN,未知,無,25850.0,35.0,🔴 空頭陷阱,0.00%,50.00%,-2.67%,-4.17%,2,0.0,0.5,-0.0267
SSI.VN,未知,無,24250.0,28.04,🔴 空頭陷阱,25.00%,50.00%,-2.79%,-5.32%,4,0.0,0.5,-0.0279
GMD.VN,未知,無,77500.0,63.45,🔴 空頭陷阱,50.00%,50.00%,-1.11%,-2.69%,14,0.0,0.5,-0.0111
VHC.VN,未知,無,57200.0,32.93,🔴 空頭陷阱,28.57%,42.86%,-0.68%,-3.11%,7,0.0,0.4286,-0.0068
HDB.VN,未知,無,27250.0,66.67,🔴 空頭陷阱,42.86%,42.86%,-1.21%,-1.73%,7,0.0,0.4286,-0.0121
FPT.VN,未知,無,67000.0,36.07,🔴 空頭陷阱,20.00%,40.00%,-0.16%,-3.47%,5,0.0,0.4,-0.0016
FRT.VN,未知,無,111800.0,27.78,🔴 空頭陷阱,50.00%,33.33%,-1.23%,-2.71%,6,0.0,0.3333,-0.0123
E1VFVN30.VN,未知,無,34670.0,18.42,🔴 空頭陷阱,66.67%,33.33%,-1.42%,-1.34%,3,0.0,0.3333,-0.0142
HPG.VN,未知,無,21850.0,12.5,🔴 空頭陷阱,33.33%,33.33%,-0.29%,-1.88%,3,0.0,0.3333,-0.0029
HVN.VN,未知,無,23800.0,51.85,🔴 空頭陷阱,75.00%,25.00%,-3.72%,-3.82%,4,0.0,0.25,-0.0372
VHM.VN,未知,無,140500.0,35.5,🔴 空頭陷阱,20.00%,20.00%,-1.41%,-5.24%,5,0.0,0.2,-0.0141
GEE.VN,未知,無,81300.0,27.82,🔴 空頭陷阱,54.55%,18.18%,-5.81%,-7.55%,11,0.0,0.1818,-0.0581
MBB.VN,未知,無,23750.0,44.49,🔴 空頭陷阱,0.00%,0.00%,-4.20%,-4.00%,1,0.0,0.0,-0.042
MWG.VN,未知,無,76700.0,39.25,🔴 空頭陷阱,33.33%,0.00%,-6.17%,-3.39%,3,0.0,0.0,-0.0617
VJC.VN,未知,無,131300.0,31.53,🔴 空頭陷阱,50.00%,0.00%,-3.02%,-4.94%,2,0.0,0.0,-0.0302
