股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,殖利率,狀態,連續大漲,連續大跌,原因,最終狀態
6570,維田,46.65,142,64.28,36.56,---,3.53%,進入盤整 -> 離開盤整 (向下),無,連1日大跌,跌破布林下軌 (46.83),離開盤整 (向下)
7806,精華生醫,61.90,0,80.50,61.00,---,---,均線糾擺,無,無,MA 乖離率僅 0.45%,均線糾擺
6831,邁科,612.00,639,956.00,125.57,---,0.74%,趨勢運行 -> 離開盤整 (向下),無,連1日大跌,跌破布林下軌 (626.92),離開盤整 (向下)
00696,富邦美債20年,29.07,3333,30.21,26.05,---,0.94%,均線糾擺,無,無,MA 乖離率僅 0.64%,均線糾擺
6153,嘉聯益,16.95,5977,24.45,12.95,---,---,進入盤整,無,連1日大跌,ADX 為 16.07 (低於 20),進入盤整
8261,富鼎,251.00,4195,346.94,75.30,---,4.05%,進入盤整,無,連2日大跌,ADX 為 14.48 (低於 20),進入盤整
6205,詮欣,61.40,768,98.20,37.00,---,3.47%,趨勢運行 -> 離開盤整 (向下),無,連1日大跌,跌破布林下軌 (61.96),離開盤整 (向下)
7595,世基生醫,8.95,255,13.60,6.09,---,---,趨勢運行 -> 強勢突破 (軌外),連2日大漲,無,股價衝破布林上軌 (8.43)，進入噴發段,強勢突破 (軌外)
3479,安勤,137.50,2532,147.50,83.70,---,5.22%,均線糾擺,無,連1日大跌,MA 乖離率僅 0.87%,均線糾擺
1789,神隆,19.85,820,28.25,16.40,---,2.02%,均線糾擺,無,無,MA 乖離率僅 0.53%,均線糾擺
3171,炎洲流通,63.60,23,79.40,38.60,---,7.01%,進入盤整,無,無,ADX 為 10.84 (低於 20),進入盤整
4721,美琪瑪,71.90,848,101.00,61.20,---,3.35%,趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
911608,明輝-DR,2.71,38,3.51,2.59,---,1.89%,進入盤整 -> 均線糾擺,無,無,MA 乖離率僅 1.39%,均線糾擺
6924,榮惠-KY創,113.00,15,193.50,47.80,---,7.45%,均線糾擺 -> 進入盤整,無,無,ADX 為 7.88 (低於 20),進入盤整
3044,健鼎,397.50,4144,573.00,234.05,---,4.08%,趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
3011,今皓,12.00,1111,17.15,11.95,---,---,進入盤整,無,無,ADX 為 13.72 (低於 20),進入盤整
00876,元大全球5G,87.25,1027,107.70,36.46,---,---,進入盤整 -> 離開盤整 (向下),無,連1日大跌,跌破布林下軌 (88.20),離開盤整 (向下)
00676,富邦臺灣加權反1,5.97,20688,11.99,5.32,---,---,均線糾擺 -> 強勢突破 (軌外),連1日大漲,無,股價衝破布林上軌 (5.87)，進入噴發段,強勢突破 (軌外)
4961,天鈺,154.00,1060,191.00,135.00,---,5.89%,均線糾擺,無,連1日大跌,MA 乖離率僅 1.24%,均線糾擺
2012,春雨,15.45,63,18.23,14.15,---,5.31%,均線糾擺,無,無,MA 乖離率僅 0.46%,均線糾擺
8114,振樺電,184.50,612,283.50,164.00,---,2.62%,均線糾擺,無,無,MA 乖離率僅 1.50%,均線糾擺
6638,沅聖,45.75,44,66.90,24.50,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
8028,昇陽半導體,315.00,14158,356.50,128.00,---,1.49%,強勢突破 (軌外) -> 均線糾擺,無,連1日大跌,MA 乖離率僅 0.42%,均線糾擺
6972,博瑞達應材,23.35,15,31.40,22.70,---,---,均線糾擺,無,連1日大跌,MA 乖離率僅 1.31%,均線糾擺
6443,元晶,29.85,9826,52.30,11.95,---,1.64%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00990,主動元大AI新經濟,10.03,11169,10.03,9.99,---,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
2748,雲品,39.60,262,49.24,38.45,---,4.02%,均線糾擺,無,無,MA 乖離率僅 0.16%,均線糾擺
6525,捷敏-KY,172.50,4734,221.00,65.60,---,5.85%,趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
006205,富邦上証,39.72,828,42.30,30.68,---,---,均線糾擺 -> 離開盤整 (向下),無,無,跌破布林下軌 (40.11),離開盤整 (向下)
6877,鏵友益,125.00,133,186.00,71.37,---,0.1%,均線糾擺,無,連1日大跌,MA 乖離率僅 0.33%,均線糾擺
4582,聚恆-創,27.80,265,43.20,17.05,---,---,資料不足 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2758,路易莎咖啡,73.00,8,104.34,64.70,---,---,均線糾擺,無,無,MA 乖離率僅 1.14%,均線糾擺
1802,台玻,56.60,34046,76.60,15.90,---,---,趨勢運行 -> 離開盤整 (向下),無,連1日大跌,跌破布林下軌 (57.84),離開盤整 (向下)
7642,昶瑞機電,83.00,125,129.00,63.20,---,4.08%,貼軌運行 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
9938,百和,45.85,2425,60.40,42.10,---,5.67%,貼軌運行 -> 均線糾擺,無,無,MA 乖離率僅 0.82%,均線糾擺
4442,竣邦-KY,48.00,39,71.50,45.31,---,5.25%,均線糾擺,無,無,MA 乖離率僅 1.17%,均線糾擺
00635,期元大S&P黃金,41.39,3844,60.55,35.95,---,---,均線糾擺,無,無,MA 乖離率僅 0.53%,均線糾擺
2408,南亞科,395.50,82540,505.00,40.55,---,0.32%,趨勢運行 -> 均線糾擺,無,連2日大跌,MA 乖離率僅 1.04%,均線糾擺
2539,櫻花建,40.80,1768,57.09,33.20,---,0.83%,強勢突破 (軌外) -> 貼軌運行,無,無,股價於高位貼軌 (40.80 > 1.5σ)，動能強勁,貼軌運行
