status,prev_rev_yoy,est_price,pe,expansion,date,om,advice,prev_eps_yoy,eps_yoy,prev_year,eps,symbol,name,prev_eps,gm,price,rev_yoy
📉 獲利侵蝕,5.58,-41.400000000000006,0.0,-979.9100000000001,2026-03,-15.09%,⚪ 數據不足,9.52,-700.0,2025,-0.48,3349.TWO,寶德,-1.02,15.17%,22.8999996185,279.91
⚠️ 獲利稀釋,-11.17,-252.15000000000003,0.0,-980.3599999999999,2026-03,-2.22%,⚪ 數據不足,-8644.44,51.72,2025,-1.68,2239.TW,英利-KY,-7.87,11.02%,19.8500003815,1032.08
⚠️ 獲利稀釋,4.14,43.8,10.136986432020548,-982.73,2026-03,2.51%,⚪ 中性觀察,-31.87,35.29,2025,0.23,2353.TW,宏��,1.26,11.56%,29.6000003815,1018.02
⚠️ 獲利稀釋,-0.51,54.300000000000004,8.314917232458564,-983.26,2026-03,N/A,⚪ 中性觀察,-26.77,130.77,2025,0.3,8183.TWO,精星,2.39,N/A,30.1000003815,1114.03
📉 獲利侵蝕,-14.66,-171.60000000000002,0.0,-984.34,2026-03,N/A,⚪ 數據不足,-259.36,-909.09,2025,-0.9,7723.TWO,築間,-6.69,N/A,20.4500007629,75.25
🔄 轉虧為盈,2.6,-44.7,0.0,-984.71,2026-03,-0.44%,⚪ 數據不足,-286.84,151.52,2025,0.17,2734.TWO,易飛網,-1.42,15.72%,15.1000003815,1136.23
⚠️ 獲利稀釋,14.78,-27.599999999999998,0.0,-985.9300000000001,2026-03,N/A,⚪ 數據不足,58.56,76.0,2025,-0.06,6116.TW,彩晶,-0.75,N/A,15.0,1061.93
📉 獲利侵蝕,-12.26,-118.8,0.0,-998.5899999999999,2026-03,N/A,⚪ 數據不足,-1354.17,-495.0,2025,-0.91,8066.TWO,來思達,-3.49,N/A,14.75,503.59
📉 獲利侵蝕,-21.83,95.7,7.421629854874608,-999.11,2026-03,N/A,⚪ 中性觀察,-57.28,-24.24,2025,1.0,6189.TW,豐藝,2.73,N/A,47.3499984741,974.87
📉 獲利侵蝕,2.83,-112.80000000000001,0.0,-999.97,2026-03,-1.26%,⚪ 數據不足,-92.04,-753.85,2025,-1.15,1338.TW,廣華-KY,-2.24,22.76%,16.25,246.12
⚠️ 獲利稀釋,-61.92,-76.95,0.0,-1002.0,2026-03,N/A,⚪ 數據不足,-38.16,6.82,2025,-0.41,6872.TWO,浩宇生醫,-2.14,N/A,16.0,1008.82
⚠️ 獲利稀釋,-32.9,17.099999999999998,19.078947368421055,-1006.46,2026-03,N/A,❌ 暫避觀望,-45.83,388.24,2025,0.49,6020.TWO,大展證,0.39,N/A,21.75,1394.7
📉 獲利侵蝕,26.05,-7.800000000000001,0.0,-1006.55,2026-03,-13.20%,⚪ 數據不足,-440.0,-125.0,2025,-0.45,3207.TWO,耀勝,-0.82,11.52%,51.7999992371,881.55
📉 獲利侵蝕,6.13,37.49999999999999,12.860000610360004,-1013.84,2026-03,0.67%,⚪ 中性觀察,-31.22,-53.13,2025,0.15,2489.TW,瑞軒,1.22,9.15%,32.1500015259,960.71
📉 獲利侵蝕,-7.75,2.999999999999999,91.00000381450002,-1025.38,2026-03,-10.81%,❌ 暫避觀望,189.47,-700.0,2025,-0.32,3191.TWO,雲嘉南,0.51,29.43%,18.2000007629,325.38
🔄 轉虧為盈,58.82,-6.6000000000000005,0.0,-1028.64,2026-03,N/A,⚪ 數據不足,88.24,260.0,2025,0.24,5475.TWO,德宏,-0.16,N/A,158.0,1288.64
📉 獲利侵蝕,22.72,-24.150000000000002,0.0,-1029.28,2026-03,N/A,⚪ 數據不足,25.0,-900.0,2025,-0.32,6796.TW,晉弘,0.2,N/A,57.4000015259,129.28
⚠️ 獲利稀釋,11.07,39.300000000000004,26.335877862595417,-1037.25,2026-03,N/A,❌ 暫避觀望,-33.33,182.35,2025,0.96,8131.TW,福懋科,1.36,N/A,69.0,1219.6
⚠️ 獲利稀釋,5.45,13.649999999999999,121.42857142857144,-1037.92,2026-03,N/A,❌ 暫避觀望,-64.1,200.0,2025,0.72,8150.TW,南茂,0.7,N/A,110.5,1237.92
⚠️ 獲利稀釋,0.36,13.05,13.965516802873562,-1043.77,2026-03,1.10%,⚪ 中性觀察,-15.09,10.0,2025,0.11,1219.TW,福壽,0.45,9.65%,12.1499996185,1053.77
🔄 轉虧為盈,-7.42,-131.54999999999998,0.0,-1046.69,2026-03,N/A,⚪ 數據不足,-248.85,-46.67,2025,0.16,5464.TWO,霖宏,-2.59,N/A,78.0999984741,1000.02
📉 獲利侵蝕,72.06,184.04999999999998,7.196414266650367,-1047.3000000000002,2026-03,3.96%,⚪ 中性觀察,57.01,-0.9,2025,1.1,3706.TW,神達,5.15,10.03%,88.3000030518,1046.4
⚠️ 獲利稀釋,-6.25,59.7,6.746231251633165,-1058.26,2026-03,5.38%,⚪ 中性觀察,8.0,15.79,2025,0.44,1225.TW,福懋油,1.62,10.74%,26.8500003815,1074.05
🔄 轉虧為盈,-1.96,-15.0,0.0,-1063.26,2026-03,N/A,⚪ 數據不足,-300.0,330.0,2025,0.43,8105.TW,凌巨,-0.3,N/A,16.6499996185,1393.26
📉 獲利侵蝕,-3.46,412.79999999999995,9.229651162790699,-1066.47,2026-03,N/A,⚪ 中性觀察,-17.53,-28.74,2025,2.43,8454.TW,富邦媒,11.29,N/A,254.0,1037.73
⚠️ 獲利稀釋,4.86,38.1,12.16535418051181,-1067.95,2026-03,N/A,⚪ 中性觀察,66.15,20.0,2025,0.24,6270.TWO,倍微,1.08,N/A,30.8999996185,1087.95
📉 獲利侵蝕,55.97,10.949999999999998,50.34246575342467,-1069.73,2026-03,-0.09%,❌ 暫避觀望,-140.0,-542.86,2025,-0.54,1235.TW,興泰,-0.03,27.19%,36.75,526.87
⚠️ 獲利稀釋,27.07,735.45,6.628594737915562,-1069.81,2026-03,4.26%,⚪ 中性觀察,24.57,69.03,2025,7.86,2376.TW,技嘉,18.2,10.28%,325.0,1138.84
⚠️ 獲利稀釋,-2.48,32.7,19.954128440366972,-1071.6,2026-03,-6.13%,❌ 暫避觀望,71.43,188.24,2025,0.15,2483.TW,百容,0.6,8.90%,43.5,1259.84
⚠️ 獲利稀釋,-9.17,-111.9,0.0,-1083.04,2026-03,N/A,⚪ 數據不足,-116.18,17.65,2025,-0.28,4426.TW,利勤,-2.94,N/A,8.25,1100.69
⚠️ 獲利稀釋,-6.4,2.8499999999999996,128.15789674473686,-1091.29,2026-03,N/A,❌ 暫避觀望,102.7,157.58,2025,0.19,8455.TWO,大拓-KY,0.02,N/A,24.3500003815,1248.87
📉 獲利侵蝕,-3.95,-38.1,0.0,-1098.03,2026-03,N/A,⚪ 數據不足,-21.74,-250.0,2025,-0.14,5355.TWO,佳總,-1.12,N/A,6.1799998283,848.03
📉 獲利侵蝕,-0.68,23.55,9.394904458598726,-1098.3000000000002,2026-03,1.90%,⚪ 中性觀察,-31.13,-5.88,2025,0.16,4401.TWO,東隆興,0.73,8.57%,14.75,1092.42
📉 獲利侵蝕,-28.43,3.1500000000000004,42.76190258190476,-1107.13,2026-03,0.03%,❌ 暫避觀望,-47.37,-200.0,2025,-0.03,2867.TW,三商壽,0.2,3.78%,8.9799995422,907.13
⚠️ 獲利稀釋,-0.22,18.9,19.682539077063495,-1108.55,2026-03,N/A,❌ 暫避觀望,25.0,162.5,2025,0.27,6179.TWO,亞通,0.05,N/A,24.7999992371,1271.05
⚠️ 獲利稀釋,9.49,-98.39999999999999,0.0,-1111.44,2026-03,N/A,⚪ 數據不足,8.37,8.54,2025,-0.76,6645.TW,金萬林-創,-2.41,N/A,13.4499998093,1119.98
📉 獲利侵蝕,58.33,12.6,25.892857142857142,-1111.49,2026-03,-34.05%,❌ 暫避觀望,-100.0,-100.0,2025,0.0,3073.TWO,天方能源,0.0,29.35%,21.75,1011.49
⚠️ 獲利稀釋,-15.24,-204.29999999999998,0.0,-1112.6,2026-03,-21.28%,⚪ 數據不足,-147.12,21.49,2025,-0.95,3092.TW,鴻碩,-5.14,1.51%,24.0,1134.09
⚠️ 獲利稀釋,8.58,240.74999999999994,22.897196261682247,-1116.22,2026-03,N/A,❌ 暫避觀望,22.08,135.2,2025,2.94,6727.TWO,亞泰金屬,6.8,N/A,367.5,1251.42
⚠️ 獲利稀釋,9.01,69.3,7.218614388333332,-1119.13,2026-03,N/A,⚪ 中性觀察,22.78,140.0,2025,0.73,3114.TWO,好德,2.22,N/A,33.3499984741,1259.13
📉 獲利侵蝕,11.23,123.15,8.757612853337392,-1120.8700000000001,2026-03,N/A,⚪ 中性觀察,-8.26,-260.42,2025,-2.31,6997.TWO,博弘,5.11,N/A,71.9000015259,860.45
⚠️ 獲利稀釋,41.88,251.25,6.3283582089552235,-1125.1100000000001,2026-03,N/A,⚪ 中性觀察,17.08,64.84,2025,3.0,6227.TWO,茂綸,7.54,N/A,106.0,1189.95
⚠️ 獲利稀釋,-0.1,42.3,10.99290780141844,-1128.0299999999997,2026-03,37.60%,⚪ 中性觀察,-43.36,3200.0,2025,0.66,2605.TW,新興,1.45,45.87%,31.0,4328.03
⚠️ 獲利稀釋,-4.78,-60.300000000000004,0.0,-1130.96,2026-03,2.26%,⚪ 數據不足,-39.68,50.0,2025,-0.2,1308.TW,亞聚,-1.76,6.52%,14.3500003815,1180.96
⚠️ 獲利稀釋,15.12,123.89999999999999,4.76392233342615,-1132.16,2026-03,7.27%,⚪ 中性觀察,-26.67,120.75,2025,0.22,2031.TW,新光鋼,3.3,12.43%,39.3499984741,1252.91
⚠️ 獲利稀釋,-25.98,-121.05000000000001,0.0,-1132.8500000000001,2026-03,N/A,⚪ 數據不足,62.26,46.58,2025,-0.4,3666.TWO,光耀,-3.45,N/A,24.5,1179.43
📉 獲利侵蝕,-16.11,-4.2,0.0,-1137.15,2026-03,-4.90%,⚪ 數據不足,55.88,0.0,2025,-0.05,1440.TW,南紡,-0.15,7.45%,12.9499998093,1137.15
📉 獲利侵蝕,85.08,-0.3000000000000011,0.0,-1138.98,2026-03,-39.60%,⚪ 數據不足,-245.95,-105.88,2025,-0.02,4714.TWO,永捷,-0.54,-12.82%,10.9499998093,1033.1
⚠️ 獲利稀釋,20.96,-11.700000000000001,0.0,-1141.0,2026-03,-39.20%,⚪ 數據不足,-70.0,60.0,2025,-0.04,4806.TWO,桂田文創,-0.34,46.90%,10.1000003815,1201.0
⚠️ 獲利稀釋,19.77,-1.7999999999999996,0.0,-1150.45,2026-03,N/A,⚪ 數據不足,-90.74,40.0,2025,0.14,6229.TWO,研通,0.05,N/A,24.2000007629,1190.45
⚠️ 獲利稀釋,8.17,156.75,5.014354213004785,-1154.96,2026-03,N/A,⚪ 中性觀察,4.7,8.11,2025,1.2,3046.TW,建��,4.01,N/A,52.4000015259,1163.07
⚠️ 獲利稀釋,-0.95,-1.3499999999999996,0.0,-1158.57,2026-03,N/A,⚪ 數據不足,28.3,166.67,2025,0.08,1617.TW,榮星,0.68,N/A,21.5499992371,1325.24
⚠️ 獲利稀釋,38.99,305.85,3.7763609612555173,-1158.76,2026-03,N/A,⚪ 中性觀察,51.64,610.0,2025,1.42,6625.TW,必應,9.13,N/A,77.0,1768.76
⚠️ 獲利稀釋,24.87,384.29999999999995,14.149102263856363,-1163.49,2026-03,N/A,⚪ 中性觀察,18.74,564.0,2025,6.72,6903.TWO,巨漢,10.62,N/A,362.5,1727.49
⚠️ 獲利稀釋,19.04,959.4,12.492182614133833,-1166.03,2026-03,N/A,⚪ 中性觀察,63.03,149.34,2025,9.45,6139.TW,亞翔,30.51,N/A,799.0,1315.37
🔄 轉虧為盈,-17.66,-31.499999999999993,0.0,-1168.92,2026-03,-1.33%,⚪ 數據不足,-1750.0,1437.5,2025,1.07,1326.TW,台化,-0.99,4.05%,66.0999984741,2606.42
📉 獲利侵蝕,10.06,-6.0,0.0,-1174.03,2026-03,N/A,⚪ 數據不足,-134.48,-450.0,2025,-0.07,3520.TWO,華盈,-0.1,N/A,15.8000001907,724.03
📉 獲利侵蝕,-14.6,97.2,10.493827160493826,-1180.25,2026-03,6.22%,⚪ 中性觀察,-22.09,-202.5,2025,-0.82,1525.TW,江申,3.21,20.24%,68.0,977.75
🔄 轉虧為盈,13.3,-13.799999999999999,0.0,-1183.18,2026-03,5.07%,⚪ 數據不足,-407.14,685.71,2025,0.55,3229.TW,晟鈦,-0.43,10.48%,40.9000015259,1868.89
📉 獲利侵蝕,18.08,-14.4,0.0,-1190.26,2026-03,N/A,⚪ 數據不足,-24.07,-780.0,2025,-0.44,5223.TWO,安力-KY,-0.67,N/A,23.7999992371,410.26
📉 獲利侵蝕,45.18,-52.05,0.0,-1205.6899999999998,2026-03,N/A,⚪ 數據不足,-35.0,-37.86,2025,-1.45,6451.TW,訊芯-KY,0.26,N/A,429.5,1167.83
📉 獲利侵蝕,4.63,74.25,3.0202019816767676,-1212.83,2026-03,-28.70%,⚪ 中性觀察,1502.33,-1180.0,2025,-0.54,1432.TW,大魯閣,6.03,34.83%,14.9499998093,32.83
📉 獲利侵蝕,-0.55,42.0,11.178571156107143,-1226.55,2026-03,1.66%,⚪ 中性觀察,-4.59,0.0,2025,0.35,2312.TW,金寶,1.05,5.36%,31.2999992371,1226.55
📉 獲利侵蝕,-0.23,19.349999999999998,63.17829457364342,-1230.2,2026-03,N/A,❌ 暫避觀望,-54.76,-700.0,2025,-0.3,5371.TWO,中光電,0.95,N/A,81.5,530.2
🏰 高護城河,-9.54,28.349999999999994,105.82010582010584,-1236.95,2026-03,6.13%,❌ 暫避觀望,-49.53,-1257.14,2025,-0.81,3455.TWO,由田,2.67,53.12%,200.0,-20.19
📉 獲利侵蝕,-68.65,-16.200000000000003,0.0,-1239.19,2026-03,-24.14%,⚪ 數據不足,-106.76,-975.0,2025,-0.43,2724.TWO,藝舍-KY,-0.2,16.85%,10.6499996185,264.19
🔄 轉虧為盈,4.48,-19.050000000000004,0.0,-1243.44,2026-03,N/A,⚪ 數據不足,-14.2,1388.46,2025,3.36,6770.TW,力積電,-1.86,N/A,68.9000015259,2631.9
📉 獲利侵蝕,-5.33,-39.0,0.0,-1250.66,2026-03,N/A,⚪ 數據不足,-1277.78,-200.0,2025,-0.2,1454.TW,台富,-1.12,N/A,12.5500001907,1050.66
⚠️ 獲利稀釋,22.83,59.25,32.405063291139236,-1252.29,2026-03,N/A,❌ 暫避觀望,-72.78,75.93,2025,1.9,8096.TWO,擎亞,0.89,N/A,128.0,1328.22
🔄 轉虧為盈,-11.09,-137.7,0.0,-1261.81,2026-03,N/A,⚪ 數據不足,-56.76,119.7,2025,0.13,4989.TW,榮科,-3.48,N/A,70.4000015259,1381.51
🔄 轉虧為盈,2.17,-31.049999999999997,0.0,-1269.3000000000002,2026-03,0.94%,⚪ 數據不足,-130.48,87.88,2025,0.62,2425.TW,承啟,-0.32,8.50%,41.25,1357.18
📉 獲利侵蝕,51.01,318.15000000000003,4.530881587652051,-1269.95,2026-03,7.58%,⚪ 中性觀察,34.08,-6.54,2025,1.43,2546.TW,根基,9.52,9.56%,96.0999984741,1263.41
📉 獲利侵蝕,16.55,51.3,6.257309829970761,-1271.67,2026-03,-12.63%,⚪ 中性觀察,6600.0,-124.0,2025,-0.54,3062.TW,建漢,0.68,1.56%,21.3999996185,1147.67
⚠️ 獲利稀釋,19.21,95.55,4.02668753822606,-1277.87,2026-03,-22.27%,⚪ 中性觀察,173.02,50.0,2025,-0.27,3630.TWO,新鉅科,1.86,4.18%,25.6499996185,1327.87
📉 獲利侵蝕,-10.68,-97.8,0.0,-1278.17,2026-03,N/A,⚪ 數據不足,54.46,-400.0,2025,-0.75,5543.TWO,桓鼎-KY,-2.52,N/A,29.1000003815,878.17
⚠️ 獲利稀釋,16.5,19.5,11.769230915923076,-1279.03,2026-03,8.91%,⚪ 中性觀察,19.51,175.0,2025,0.23,1714.TW,和桐,0.5,14.20%,15.3000001907,1454.03
⚠️ 獲利稀釋,-31.79,-91.95000000000002,0.0,-1295.4099999999999,2026-03,-125.48%,⚪ 數據不足,-20.55,76.92,2025,-0.15,3055.TW,蔚華科,-2.68,16.83%,163.0,1372.33
⚠️ 獲利稀釋,29.36,132.6,12.330316742081449,-1299.87,2026-03,3.80%,⚪ 中性觀察,-4.59,39.17,2025,1.73,3305.TW,昇貿,3.16,13.39%,109.0,1339.04
⚠️ 獲利稀釋,69.32,61.349999999999994,20.537897310513447,-1299.92,2026-03,8.05%,❌ 暫避觀望,-44.71,40.1,2025,2.83,3528.TW,安馳,2.3,12.45%,84.0,1340.02
⚠️ 獲利稀釋,26.06,-2.8499999999999983,0.0,-1305.47,2026-03,N/A,⚪ 數據不足,134.62,141.67,2025,0.05,9955.TW,佳龍,0.54,N/A,24.0,1447.14
📉 獲利侵蝕,-8.7,-108.30000000000001,0.0,-1336.75,2026-03,-18.43%,⚪ 數據不足,-491.43,-40.54,2025,-0.52,1536.TW,和大,-2.74,-3.41%,49.4500007629,1296.21
⚠️ 獲利稀釋,10.43,-34.05,0.0,-1339.41,2026-03,N/A,⚪ 數據不足,-17.44,40.74,2025,-0.16,8085.TWO,福華,-1.01,N/A,11.1000003815,1380.15
📉 獲利侵蝕,10.78,-23.400000000000002,0.0,-1351.07,2026-03,-6.40%,⚪ 數據不足,-145.21,-1140.0,2025,-0.52,4183.TWO,福永生技,-0.33,13.67%,14.0,211.07
⚠️ 獲利稀釋,-24.55,-224.55,0.0,-1351.1200000000001,2026-03,-10.37%,⚪ 數據不足,-82.6,11.76,2025,-1.37,2616.TW,山隆,-6.25,7.55%,13.6000003815,1362.88
⚠️ 獲利稀釋,43.43,-19.8,0.0,-1351.8899999999999,2026-03,17.10%,⚪ 數據不足,120.0,81.37,2025,-0.2,3498.TWO,陽程,0.48,41.15%,117.0,1433.26
⚠️ 獲利稀釋,96.9,-23.400000000000002,0.0,-1352.31,2026-03,N/A,⚪ 數據不足,-150.36,45.14,2025,-0.99,6869.TW,雲豹能源,-4.2,N/A,66.1999969482,1397.45
📉 獲利侵蝕,-21.87,-50.25,0.0,-1353.32,2026-03,N/A,⚪ 數據不足,-22.22,-9.09,2025,-0.36,5205.TWO,中茂,-1.43,N/A,21.7000007629,1344.23
📉 獲利侵蝕,59.22,-51.9,0.0,-1353.8,2026-03,-24.63%,⚪ 數據不足,9.68,-114.29,2025,-0.45,2429.TW,銘旺科,-1.4,4.20%,42.5499992371,1239.51
⚠️ 獲利稀釋,12.25,-39.599999999999994,0.0,-1357.19,2026-03,7.93%,⚪ 數據不足,32.41,73.75,2025,-0.21,4577.TWO,達航科技,-0.73,23.60%,70.0,1430.94
⚠️ 獲利稀釋,-22.72,142.35,8.503687771148577,-1360.3400000000001,2026-03,N/A,⚪ 中性觀察,-29.6,76.85,2025,1.95,6874.TWO,倍力,3.16,N/A,80.6999969482,1437.19
📉 獲利侵蝕,-3.11,-8.25,0.0,-1386.57,2026-03,7.26%,⚪ 數據不足,-96.0,-200.0,2025,-0.03,1906.TW,寶隆,0.01,12.71%,10.9499998093,1186.57
⚠️ 獲利稀釋,18.17,124.65,7.2202166064981945,-1400.22,2026-03,2.38%,⚪ 中性觀察,18.73,42.68,2025,1.17,2414.TW,精技,3.17,8.10%,60.0,1442.9
📉 獲利侵蝕,0.0,6.149999999999999,304.87804878048786,-1403.74,2026-03,N/A,❌ 暫避觀望,-47.75,-1400.0,2025,-0.65,6877.TWO,鏵友益,0.59,N/A,125.0,3.74
⚠️ 獲利稀釋,-59.56,-135.45,0.0,-1404.02,2026-03,N/A,⚪ 數據不足,-433.33,13.04,2025,-0.2,6443.TW,元晶,-6.24,N/A,29.8500003815,1417.06
📉 獲利侵蝕,19.38,-53.699999999999996,0.0,-1407.04,2026-03,N/A,⚪ 數據不足,-394.74,-1283.33,2025,-0.72,8097.TWO,常珵,-1.14,N/A,53.0,123.71
⚠️ 獲利稀釋,4.72,4.3500000000000005,181.37930508310342,-1407.51,2026-03,-2.06%,❌ 暫避觀望,-96.3,66.67,2025,0.2,3481.TW,群創,0.03,9.08%,52.5999984741,1474.18
📉 獲利侵蝕,-4.37,-1.05,0.0,-1407.58,2026-03,-0.43%,⚪ 數據不足,-93.16,-70.0,2025,-0.17,1220.TW,台榮,0.08,8.16%,11.3500003815,1337.58
⚠️ 獲利稀釋,-26.42,-11.25,0.0,-1415.73,2026-03,N/A,⚪ 數據不足,-95.24,21.05,2025,0.23,6234.TWO,高僑,0.05,N/A,36.75,1436.78
⚠️ 獲利稀釋,1.81,41.85,16.881719883189962,-1425.35,2026-03,3.04%,❌ 暫避觀望,-52.74,90.0,2025,0.19,1722.TW,台肥,0.95,15.30%,47.0999984741,1515.35
⚠️ 獲利稀釋,-2.3,317.7,5.335221907459868,-1441.89,2026-03,5.39%,⚪ 中性觀察,1.84,27.32,2025,2.47,3010.TW,華立,8.84,8.77%,113.0,1469.21
⚠️ 獲利稀釋,-9.88,19.35,47.44186105651163,-1454.61,2026-03,4.51%,❌ 暫避觀望,-66.09,12.0,2025,0.28,2634.TW,漢翔,0.78,8.73%,61.2000007629,1466.61
📉 獲利侵蝕,32.68,-1955.4,0.0,-1455.8700000000001,2026-03,N/A,⚪ 數據不足,-1744.48,-1135.38,2025,-6.73,6806.TW,森崴能源,-60.0,N/A,3.5099999905,320.49
📉 獲利侵蝕,-17.32,-35.849999999999994,0.0,-1465.92,2026-03,-26.63%,⚪ 數據不足,-1292.86,-1000.0,2025,-0.22,2929.TW,淘帝-KY,-1.68,-8.18%,5.8800001144,465.92
📉 獲利侵蝕,-5.19,-62.699999999999996,0.0,-1471.55,2026-03,-1.94%,⚪ 數據不足,-632.0,-50.0,2025,-0.09,3268.TWO,海德威,-1.33,7.59%,19.2999992371,1421.55
📉 獲利侵蝕,9.25,17.55,39.40170809752136,-1483.74,2026-03,1.19%,❌ 暫避觀望,-26.97,-1166.67,2025,-0.32,3564.TWO,其陽,0.65,20.85%,46.0999984741,317.07
📉 獲利侵蝕,18.67,43.050000000000004,16.829268026864113,-1503.3100000000002,2026-03,2.63%,❌ 暫避觀望,-33.61,-1.9,2025,1.03,3312.TW,弘憶股,1.74,5.61%,48.2999992371,1501.41
📉 獲利侵蝕,-9.24,-74.85000000000001,0.0,-1511.48,2026-03,N/A,⚪ 數據不足,-28.57,-308.0,2025,-0.52,9919.TW,康那香,-2.43,N/A,13.9499998093,1203.48
📉 獲利侵蝕,-23.43,-78.0,0.0,-1511.67,2026-03,-33.95%,⚪ 數據不足,-9.8,-18.42,2025,-0.45,2007.TW,燁興,-2.24,-29.22%,7.1199998856,1493.25
⚠️ 獲利稀釋,-33.25,0.0,0.0,-1518.97,2026-03,N/A,⚪ 數據不足,-15.31,7.08,2025,-3.3,8444.TWO,綠河-KY,-10.06,N/A,0.0,1526.05
🔄 轉虧為盈,-89.32,-71.10000000000001,0.0,-1524.58,2026-03,-63.96%,⚪ 數據不足,-112.33,25.0,2025,0.05,4909.TWO,新復興,-1.25,-26.90%,38.3499984741,1549.58
⚠️ 獲利稀釋,-11.24,-4.3500000000000005,0.0,-1577.3500000000001,2026-03,N/A,⚪ 數據不足,-88.24,108.82,2025,0.03,3607.TW,谷崧,0.02,N/A,14.75,1686.17
📉 獲利侵蝕,-24.07,-59.25,0.0,-1579.76,2026-03,-10.27%,⚪ 數據不足,-90.28,-176.47,2025,-0.94,1310.TW,台苯,-1.37,-7.37%,10.1499996185,1403.29
📉 獲利侵蝕,-5.97,-42.300000000000004,0.0,-1601.34,2026-03,N/A,⚪ 數據不足,-940.0,-50.0,2025,-0.75,2642.TW,宅配通,-1.04,N/A,20.1000003815,1551.34
📉 獲利侵蝕,-4.58,-27.900000000000002,0.0,-1604.8,2026-03,N/A,⚪ 數據不足,-269.57,-185.71,2025,-0.61,6456.TW,GIS-KY,-0.79,N/A,64.8000030518,1419.09
⚠️ 獲利稀釋,-22.64,103.49999999999999,6.884057971014493,-1636.2199999999998,2026-03,N/A,⚪ 中性觀察,-23.95,2621.43,2025,3.53,6177.TW,達麗,3.84,N/A,47.5,4257.65
📉 獲利侵蝕,7.45,36.449999999999996,5.720164452057614,-1640.48,2026-03,4.30%,⚪ 中性觀察,26.8,-16.67,2025,0.25,2516.TW,新建,1.23,6.67%,13.8999996185,1623.81
⚠️ 獲利稀釋,-2.37,53.550000000000004,10.700280325742295,-1656.04,2026-03,N/A,⚪ 中性觀察,11.76,134.04,2025,0.16,6614.TW,資拓宏宇,2.08,N/A,38.2000007629,1790.08
⚠️ 獲利稀釋,11.55,-33.0,0.0,-1658.02,2026-03,-1.35%,⚪ 數據不足,85.65,72.46,2025,-0.19,4540.TW,全球傳動,-0.66,16.55%,51.5999984741,1730.48
📉 獲利侵蝕,-34.37,-0.9,0.0,-1662.22,2026-03,-72.91%,⚪ 數據不足,-25.0,-112.0,2025,-0.03,1471.TW,首利,0.03,5.75%,9.7600002289,1550.22
⚠️ 獲利稀釋,-0.38,-99.9,0.0,-1687.6100000000001,2026-03,N/A,⚪ 數據不足,-8.77,9.8,2025,-0.47,6589.TW,台康生技,-2.51,N/A,44.8499984741,1697.41
⚠️ 獲利稀釋,27.32,17.400000000000002,8.663793267844827,-1699.06,2026-03,N/A,⚪ 中性觀察,2500.0,750.0,2025,0.13,5521.TW,工信,0.52,N/A,10.0500001907,2449.06
⚠️ 獲利稀釋,885.03,228.00000000000003,10.06578947368421,-1713.84,2026-03,N/A,⚪ 中性觀察,674.7,167.65,2025,3.64,7740.TW,熙特爾-創,4.9,N/A,153.0,1881.49
⚠️ 獲利稀釋,163.68,10046.849999999999,6.897684348825751,-1717.95,2026-03,N/A,⚪ 中性觀察,124.43,44.12,2025,75.95,6669.TW,緯穎,275.06,N/A,4620.0,1762.07
📉 獲利侵蝕,-18.04,-54.449999999999996,0.0,-1737.31,2026-03,N/A,⚪ 數據不足,-194.62,-191.89,2025,-1.08,6108.TW,競國,-0.88,N/A,16.5,1545.42
⚠️ 獲利稀釋,14.84,157.95,5.080721747388415,-1740.3100000000002,2026-03,N/A,⚪ 中性觀察,-8.03,12.87,2025,1.14,6776.TW,展�眥篕�,4.2,N/A,53.5,1753.18
📉 獲利侵蝕,-22.22,-49.2,0.0,-1770.6,2026-03,-4.04%,⚪ 數據不足,-91.07,-278.57,2025,-0.53,1309.TW,台達化,-1.07,3.28%,14.3999996185,1492.03
⚠️ 獲利稀釋,-49.22,30.0,10.89999961855,-1777.35,2026-03,N/A,⚪ 中性觀察,-32.16,900.0,2025,1.0,5525.TW,順天,1.4,N/A,21.7999992371,2677.35
⚠️ 獲利稀釋,6.36,112.35000000000001,5.4072096128170895,-1785.68,2026-03,2.40%,⚪ 中性觀察,18.15,4.76,2025,0.66,2013.TW,中鋼構,3.19,4.40%,40.5,1790.44
📉 獲利侵蝕,-3.62,8.85,23.898305731355933,-1786.48,2026-03,N/A,❌ 暫避觀望,66.67,-10.0,2025,-0.22,5398.TWO,慕康生醫,0.35,N/A,14.1000003815,1776.48
📉 獲利侵蝕,13.22,-2.1,0.0,-1792.31,2026-03,N/A,⚪ 數據不足,-250.0,-100.0,2025,-0.06,6167.TWO,久正,-0.03,N/A,10.75,1692.31
🔄 轉虧為盈,-0.05,-47.55,0.0,-1821.54,2026-03,2.18%,⚪ 數據不足,57.52,168.33,2025,0.41,2485.TW,兆赫,-0.96,15.28%,43.4000015259,1989.87
📉 獲利侵蝕,-16.78,52.49999999999999,10.285714285714286,-1837.55,2026-03,1.38%,⚪ 中性觀察,-39.91,-10.0,2025,0.45,2324.TW,仁寶,1.38,5.82%,36.0,1827.55
📉 獲利侵蝕,-6.83,-289.34999999999997,0.0,-1858.75,2026-03,-27.74%,⚪ 數據不足,6.63,-131.34,2025,-3.1,4927.TW,泰鼎-KY,-8.65,-13.35%,36.5,1727.41
