status,prev_rev_yoy,est_price,pe,expansion,date,om,advice,prev_eps_yoy,eps_yoy,prev_year,eps,symbol,name,prev_eps,gm,price,rev_yoy
🏰 高護城河,5.58,0.0,0.0,-127.63,2026-03,-74.64%,⚪ 數據不足,41.67,-41.18,2025,-0.24,3085.TWO,新零售,-0.56,73.88%,0.0,86.45
⚠️ 獲利稀釋,-5.55,195.6,6.203987847078221,-127.81999999999996,2026-03,12.43%,⚪ 中性觀察,-42.92,170.77,2025,1.76,4580.TWO,捷流閥業,5.03,31.57%,80.9000015259,298.59
⚠️ 獲利稀釋,-12.98,75.3,27.490039840637454,-127.85000000000001,2026-03,17.75%,❌ 暫避觀望,-29.79,1.33,2025,0.76,4908.TWO,前鼎,1.98,46.40%,138.0,129.18
🏰 高護城河,12.28,2491.8,11.226823982663134,-128.04,2026-03,29.92%,⚪ 中性觀察,-15.21,5.34,2025,21.37,3533.TW,嘉澤,70.17,51.54%,1865.0,133.38
⚠️ 獲利稀釋,-1.34,405.75,6.857670979667283,-128.85,2026-03,N/A,⚪ 中性觀察,-14.93,4.21,2025,2.97,6146.TWO,耕興,10.77,N/A,185.5,133.06
⚠️ 獲利稀釋,7.16,1085.5500000000002,8.497996407351112,-129.17000000000002,2026-03,N/A,⚪ 中性觀察,10.48,24.33,2025,9.3,5904.TWO,寶雅,29.54,N/A,615.0,153.5
⚠️ 獲利稀釋,27.05,130.65,5.832376491056257,-129.32000000000002,2026-03,N/A,⚪ 中性觀察,7.23,3.92,2025,1.08,6899.TWO,創為精密,3.59,N/A,50.7999992371,133.24
🏰 高護城河,14.52,28.35,14.206349408201056,-130.9,2026-03,23.50%,⚪ 中性觀察,79.17,-30.43,2025,0.16,4166.TWO,友霖,0.9,60.10%,26.8500003815,100.47
⚠️ 獲利稀釋,29.17,1357.5,20.055248618784532,-131.37,2026-03,N/A,❌ 暫避觀望,51.69,103.4,2025,15.38,7750.TW,新代,35.12,N/A,1815.0,234.77
📉 獲利侵蝕,-3.02,71.55,12.872117720314467,-132.45,2026-03,N/A,⚪ 中性觀察,-25.66,-45.71,2025,0.38,6205.TW,詮欣,2.0,N/A,61.4000015259,86.74
⚠️ 獲利稀釋,2.24,68.55000000000001,21.88183807439825,-132.72000000000003,2026-03,N/A,❌ 暫避觀望,56.47,107.14,2025,0.58,4968.TW,立積,2.66,N/A,100.0,239.86
📉 獲利侵蝕,12.01,67.64999999999999,6.2971174320399115,-133.04999999999998,2026-03,N/A,⚪ 中性觀察,382.35,-5.56,2025,0.7,5490.TWO,同亨,1.69,N/A,28.3999996185,127.49
⚠️ 獲利稀釋,12.26,282.3,24.681190223166844,-133.55,2026-03,17.47%,❌ 暫避觀望,-22.51,15.91,2025,2.55,3680.TWO,家登,9.43,43.28%,464.5,149.46
⚠️ 獲利稀釋,1.84,77.25,7.281553398058252,-133.64,2026-03,9.02%,⚪ 中性觀察,-2.28,2.56,2025,0.4,2948.TWO,寶陞,2.14,48.05%,37.5,136.2
⚠️ 獲利稀釋,59.93,1553.55,28.290045379936277,-134.24,2026-03,29.56%,❌ 暫避觀望,56.98,81.01,2025,16.11,3131.TWO,弘塑,45.48,42.10%,2930.0,215.25
📉 獲利侵蝕,-7.04,42.45,13.42756183745583,-134.56,2026-03,N/A,⚪ 中性觀察,-41.32,-70.27,2025,0.11,5906.TW,台南-KY,0.98,N/A,38.0,64.29
⚠️ 獲利稀釋,-35.35,158.10000000000002,2.205882352941176,-135.08,2026-03,N/A,⚪ 中性觀察,-33.33,166.67,2025,0.08,6171.TWO,大城地產,3.82,N/A,23.25,301.75
⚠️ 獲利稀釋,2.05,15.3,98.52941176470588,-136.5,2026-03,7.58%,❌ 暫避觀望,-51.49,90.48,2025,-0.02,3138.TW,耀登,1.5,41.30%,100.5,226.98
📉 獲利侵蝕,18.28,38.849999999999994,9.382239087683399,-136.71,2026-03,N/A,⚪ 中性觀察,56.72,-21.62,2025,0.29,5278.TWO,尚凡*,1.05,N/A,24.2999992371,115.09
📉 獲利侵蝕,3.61,93.15,12.286634951980677,-136.76,2026-03,N/A,⚪ 中性觀察,-27.37,-11.9,2025,0.74,6642.TWO,富致,2.6,N/A,76.3000030518,124.86
⚠️ 獲利稀釋,-9.62,13.35,13.202247191011235,-136.98000000000002,2026-03,-7.54%,⚪ 中性觀察,-80.37,45.45,2025,0.15,4109.TWO,加捷生醫,0.43,24.70%,11.75,182.43
🔄 轉虧為盈,-15.41,-35.849999999999994,0.0,-137.41,2026-03,N/A,⚪ 數據不足,-106.78,100.0,2025,0.08,6680.TWO,鑫創電子,-0.29,N/A,56.5999984741,237.41
📉 獲利侵蝕,-1.96,0.0,0.0,-137.46,2026-03,18.07%,⚪ 數據不足,-13.11,-34.68,2025,1.62,1319.TW,東陽,6.43,33.68%,0.0,102.78
📉 獲利侵蝕,-1.73,45.3,24.470199180761586,-137.54000000000002,2026-03,N/A,❌ 暫避觀望,-55.59,-35.0,2025,0.52,6517.TWO,保勝光學,1.63,N/A,73.9000015259,102.54
📉 獲利侵蝕,9.13,-5.7,0.0,-137.61,2026-03,-7.01%,⚪ 數據不足,31.82,0.0,2025,-0.04,2913.TW,農林,-0.15,40.70%,11.1999998093,137.61
📉 獲利侵蝕,-7.53,299.54999999999995,1.294441681597396,-137.88,2026-03,N/A,⚪ 中性觀察,-87.79,-94.21,2025,0.21,8422.TW,可寧衛*,1.29,N/A,25.8500003815,43.67
⚠️ 獲利稀釋,9.26,277.65000000000003,6.428957320367369,-138.13,2026-03,N/A,⚪ 中性觀察,-0.43,10.57,2025,2.51,6206.TW,飛捷,6.9,N/A,119.0,148.7
📉 獲利侵蝕,-6.21,175.2,5.967465492140411,-138.3,2026-03,N/A,⚪ 中性觀察,81.39,-34.88,2025,0.84,6532.TWO,瑞耘,7.31,N/A,69.6999969482,103.42
⚠️ 獲利稀釋,34.16,-33.3,0.0,-138.5,2026-03,N/A,⚪ 數據不足,34.19,35.71,2025,-0.18,5211.TWO,蒙恬,-0.77,N/A,20.0499992371,174.21
⚠️ 獲利稀釋,10.49,83.55000000000001,7.755834966409335,-138.67999999999998,2026-03,1.28%,⚪ 中性觀察,-33.45,173.33,2025,0.11,3306.TWO,鼎天,1.95,25.80%,43.2000007629,312.01
⚠️ 獲利稀釋,15.04,223.8,8.746648793565683,-138.73,2026-03,N/A,⚪ 中性觀察,-4.63,10.06,2025,1.75,8109.TWO,博大,6.18,N/A,130.5,148.79
⚠️ 獲利稀釋,-10.66,5.8500000000000005,46.923074966923075,-139.09000000000003,2026-03,-3.56%,❌ 暫避觀望,-19.23,400.0,2025,0.06,1414.TW,東和,0.19,15.75%,18.2999992371,539.09
📉 獲利侵蝕,12.79,78.0,7.9615387549807695,-139.35,2026-03,N/A,⚪ 中性觀察,-47.4,-87.95,2025,0.1,7770.TWO,君曜,3.0,N/A,41.4000015259,51.4
⚠️ 獲利稀釋,3.64,440.70000000000005,7.573179033356024,-139.45,2026-03,N/A,⚪ 中性觀察,2.97,2.74,2025,3.38,7765.TW,中華資安,11.47,N/A,222.5,142.19
📉 獲利侵蝕,4.97,193.95,3.7509667440061873,-139.69,2026-03,11.73%,⚪ 中性觀察,-6.08,-69.05,2025,0.39,1295.TWO,生合,5.29,49.97%,48.5,70.64
📉 獲利侵蝕,-12.93,-18.6,0.0,-140.07,2026-03,N/A,⚪ 數據不足,-147.27,-109.68,2025,-0.03,6243.TW,迅杰,-0.52,N/A,51.5999984741,30.39
📉 獲利侵蝕,-1.51,134.39999999999998,4.419642686841518,-140.25,2026-03,12.30%,⚪ 中性觀察,-4.72,-31.58,2025,0.91,4584.TWO,君帆,3.43,34.23%,39.5999984741,108.67
📉 獲利侵蝕,0.46,290.85,7.993811242908715,-140.68,2026-03,N/A,⚪ 中性觀察,-24.75,-36.22,2025,1.64,2729.TWO,瓦城,6.76,N/A,155.0,104.46
📉 獲利侵蝕,62.61,99.74999999999999,27.66917293233083,-141.57,2026-03,2.86%,❌ 暫避觀望,-29.75,-69.92,2025,0.4,3035.TW,智原,2.81,42.16%,184.0,71.65
⚠️ 獲利稀釋,-3.28,52.95,14.220963388923511,-141.77,2026-03,N/A,⚪ 中性觀察,-48.05,102.78,2025,0.73,6292.TWO,迅德,2.0,N/A,50.2000007629,244.55
📉 獲利侵蝕,5.0,659.1,5.4733727810650885,-141.78,2026-03,N/A,⚪ 中性觀察,-0.84,-4.18,2025,4.62,8081.TW,致新,17.76,N/A,240.5,137.6
📉 獲利侵蝕,9.33,215.7,4.8956885623018085,-141.87,2026-03,N/A,⚪ 中性觀察,15.63,-8.28,2025,1.33,6527.TWO,明達醫,5.8,N/A,70.4000015259,133.59
⚠️ 獲利稀釋,170.31,-88.05,0.0,-141.93,2026-03,N/A,⚪ 數據不足,18.35,1.56,2025,-0.63,6461.TWO,益得,-2.57,N/A,15.4499998093,143.49
📉 獲利侵蝕,-27.76,127.64999999999999,4.183313569224442,-142.2,2026-03,N/A,⚪ 中性觀察,-39.84,-52.24,2025,0.64,7715.TWO,裕山,3.09,N/A,35.5999984741,89.96
⚠️ 獲利稀釋,11.97,1583.5500000000002,11.982570806100217,-142.26,2026-03,31.25%,⚪ 中性觀察,10.18,37.91,2025,13.35,1590.TW,亞德客-KY,42.0,47.51%,1265.0,180.17
📉 獲利侵蝕,1.9,0.0,0.0,-142.72,2026-03,-58.77%,⚪ 數據不足,6.47,-91.38,2025,-1.11,1538.TW,正峰,-1.59,32.24%,0.0,51.34
🔄 轉虧為盈,36.88,-13.65,0.0,-143.05,2026-03,N/A,⚪ 數據不足,-246.15,300.0,2025,0.12,5468.TWO,凱鈺,-0.65,N/A,23.6000003815,443.05
📉 獲利侵蝕,-2.07,1029.8999999999999,6.706961840955433,-143.09,2026-03,16.92%,⚪ 中性觀察,-19.62,-28.44,2025,6.19,3034.TW,聯詠,26.87,38.19%,460.5,114.65
⚠️ 獲利稀釋,14.37,35.24999999999999,93.19148936170214,-144.31,2026-03,N/A,❌ 暫避觀望,14.0,41.67,2025,0.34,8033.TW,雷虎,0.58,N/A,219.0,185.98
📉 獲利侵蝕,1.76,1293.4499999999998,6.784181839267077,-144.99,2026-03,N/A,⚪ 中性觀察,6.64,-19.19,2025,6.77,4966.TWO,譜瑞-KY,34.51,N/A,585.0,125.8
⚠️ 獲利稀釋,116.34,2791.5,32.61687264911338,-145.23999999999998,2026-03,N/A,❌ 暫避觀望,110.03,61.74,2025,25.7,7769.TW,鴻勁,75.71,N/A,6070.0,206.98
⚠️ 獲利稀釋,-7.32,72.45,9.358178211780537,-145.57999999999998,2026-03,N/A,⚪ 中性觀察,-50.22,92.31,2025,1.01,4995.TWO,晶達,2.25,N/A,45.2000007629,237.89
⚠️ 獲利稀釋,-6.81,11.549999999999999,20.844154853376626,-145.98999999999998,2026-03,N/A,❌ 暫避觀望,-10.94,123.53,2025,0.39,4155.TW,訊映,0.58,N/A,16.0499992371,269.52
📉 獲利侵蝕,-10.06,63.3,10.888625773199053,-146.18,2026-03,14.34%,⚪ 中性觀察,-23.5,-15.52,2025,0.49,1203.TW,味王,1.81,33.56%,45.9500007629,130.66
📉 獲利侵蝕,-15.67,130.35000000000002,9.5512082853855,-146.45999999999998,2026-03,N/A,⚪ 中性觀察,-50.94,-66.89,2025,0.5,7642.TWO,昶瑞機電,3.29,N/A,83.0,79.57
⚠️ 獲利稀釋,34.56,202.2,14.465875370919882,-147.03,2026-03,N/A,⚪ 中性觀察,47.62,30.71,2025,1.83,7810.TWO,捷創科技,6.25,N/A,195.0,177.74
📉 獲利侵蝕,51.84,107.1,16.38655462184874,-147.64000000000001,2026-03,N/A,❌ 暫避觀望,-7.07,-39.77,2025,0.53,8932.TWO,智通*,1.85,N/A,117.0,107.87
⚠️ 獲利稀釋,2.84,41.699999999999996,15.809352792410072,-147.67999999999998,2026-03,N/A,❌ 暫避觀望,-5.93,3.33,2025,0.32,6821.TWO,聯寶,1.13,N/A,43.9500007629,151.01
⚠️ 獲利稀釋,12.43,275.1,18.75681570338059,-147.81,2026-03,N/A,❌ 暫避觀望,32.55,17.55,2025,2.21,5234.TW,達興材料,7.37,N/A,344.0,165.36
📉 獲利侵蝕,-2.1,76.94999999999999,4.678362573099416,-148.18,2026-03,N/A,⚪ 中性觀察,-25.47,-29.73,2025,0.26,6671.TW,三能-KY,2.37,N/A,24.0,118.45
📉 獲利侵蝕,2.69,34.199999999999996,8.464911946096493,-148.53,2026-03,N/A,⚪ 中性觀察,3.23,-62.5,2025,0.18,8923.TWO,時報,0.96,N/A,19.2999992371,86.03
📉 獲利侵蝕,-23.02,106.8,20.365168539325843,-148.87,2026-03,N/A,❌ 暫避觀望,-58.85,-29.77,2025,0.92,4572.TW,駐龍,3.0,N/A,145.0,119.1
📉 獲利侵蝕,42.0,1359.6,35.41482789055605,-149.18,2026-03,31.26%,❌ 暫避觀望,49.96,-0.63,2025,9.53,3653.TW,健策,36.75,41.25%,3210.0,148.55
🔄 轉虧為盈,-21.77,-24.3,0.0,-149.42000000000002,2026-03,-15.73%,⚪ 數據不足,-148.96,-42.86,2025,0.4,2231.TW,為升,-1.63,23.65%,109.5,106.56
⚠️ 獲利稀釋,-42.69,-33.75,0.0,-150.01,2026-03,N/A,⚪ 數據不足,-10.0,16.0,2025,-0.21,4188.TWO,安克,-0.88,N/A,9.8999996185,166.01
🔄 轉虧為盈,-3.71,-9.9,0.0,-150.05,2026-03,N/A,⚪ 數據不足,38.64,111.11,2025,0.01,6226.TW,光鼎,-0.28,N/A,22.5499992371,261.16
⚠️ 獲利稀釋,9.51,157.95,3.81766389011396,-150.47,2026-03,N/A,⚪ 中性觀察,10.39,9.09,2025,1.08,7753.TWO,星亞,4.22,N/A,40.2000007629,159.56
⚠️ 獲利稀釋,-9.99,-47.25000000000001,0.0,-150.56,2026-03,23.11%,⚪ 數據不足,1.75,17.31,2025,-0.44,4142.TW,國光生,-0.57,49.56%,16.7999992371,167.87
⚠️ 獲利稀釋,23.89,222.3,15.080971659919028,-150.93,2026-03,N/A,❌ 暫避觀望,198.64,41.89,2025,2.1,6719.TW,力智,6.58,N/A,223.5,192.82
⚠️ 獲利稀釋,23.03,550.4999999999999,33.106267029972756,-151.18,2026-03,N/A,❌ 暫避觀望,-12.9,64.88,2025,6.23,6683.TWO,雍智科技,15.42,N/A,1215.0,216.06
📉 獲利侵蝕,5.99,-25.5,0.0,-152.4,2026-03,-19.63%,⚪ 數據不足,-192.54,-104.55,2025,-0.01,3086.TWO,華義*,-0.62,44.07%,30.6499996185,47.85
⚠️ 獲利稀釋,35.51,1842.6000000000001,49.29176164115923,-152.6,2026-03,N/A,❌ 暫避觀望,40.24,13.4,2025,19.54,6515.TW,穎崴,46.93,N/A,6055.0,166.0
📉 獲利侵蝕,786.25,144.9,9.33747380416149,-152.6,2026-03,N/A,⚪ 中性觀察,131.69,-82.61,2025,0.41,4946.TWO,辣椒,3.14,N/A,90.1999969482,69.99
📉 獲利侵蝕,-15.03,120.60000000000001,4.0360697466293525,-152.73000000000002,2026-03,N/A,⚪ 中性觀察,-39.39,-69.68,2025,0.58,6962.TW,奕力-KY,2.87,N/A,32.4500007629,83.05
📉 獲利侵蝕,69.66,125.39999999999999,7.141148416614833,-152.76,2026-03,5.94%,⚪ 中性觀察,61.83,-3.85,2025,0.51,2756.TWO,聯發國際,3.93,49.60%,59.7000007629,148.91
📉 獲利侵蝕,4.92,29.250000000000004,27.79487218610256,-153.12,2026-03,-0.86%,❌ 暫避觀望,-33.77,-27.27,2025,0.24,3438.TWO,類比科,1.0,38.12%,54.2000007629,125.85
📉 獲利侵蝕,-13.21,210.0,8.821428571428571,-153.44,2026-03,N/A,⚪ 中性觀察,-45.5,-28.46,2025,1.86,6585.TW,鼎基,5.64,N/A,123.5,124.98
📉 獲利侵蝕,-88.36,7.95,37.54716909150943,-153.53,2026-03,-362.94%,❌ 暫避觀望,-32.0,-98.28,2025,0.01,3308.TW,聯德,0.68,23.48%,19.8999996185,55.25
📉 獲利侵蝕,-27.63,208.2,5.619596541786744,-153.63,2026-03,22.47%,⚪ 中性觀察,-51.27,-93.37,2025,0.16,2348.TW,海悅,6.85,34.04%,78.0,60.26
📉 獲利侵蝕,-12.78,68.7,5.807860345305676,-154.0,2026-03,N/A,⚪ 中性觀察,-45.98,-45.92,2025,0.53,1524.TW,耿鼎,1.95,N/A,26.6000003815,108.08
⚠️ 獲利稀釋,-2.28,0.0,0.0,-154.59,2026-03,41.07%,⚪ 數據不足,3.25,22.41,2025,0.71,2617.TW,台航,3.18,46.23%,0.0,177.0
⚠️ 獲利稀釋,-11.1,-67.95,0.0,-154.6,2026-03,-12.95%,⚪ 數據不足,-22.38,45.28,2025,-0.29,3122.TWO,笙泉,-1.75,34.82%,26.0499992371,199.88
⚠️ 獲利稀釋,10.49,-87.9,0.0,-154.78,2026-03,N/A,⚪ 數據不足,-355.0,4.29,2025,-0.68,6695.TW,芯鼎,-1.83,N/A,52.2999992371,159.07
🏰 高護城河,5.02,290.7,69.91744066047472,-154.98,2026-03,27.57%,❌ 暫避觀望,-12.03,70.37,2025,3.68,3491.TWO,昇達科,7.83,58.57%,1355.0,225.35
⚠️ 獲利稀釋,12.38,100.05,7.19640179910045,-155.0,2026-03,N/A,⚪ 中性觀察,-20.23,45.61,2025,0.83,6161.TWO,捷波,2.72,N/A,48.0,200.61
📉 獲利侵蝕,1.22,179.25000000000003,10.251046025104602,-155.49,2026-03,N/A,⚪ 中性觀察,-5.16,-23.31,2025,1.29,4163.TWO,鐿鈦,5.13,N/A,122.5,132.18
📉 獲利侵蝕,-2.32,269.25,8.523676880222842,-155.52999999999997,2026-03,N/A,⚪ 中性觀察,2.89,-14.89,2025,1.6,6761.TWO,穩得,7.34,N/A,153.0,140.64
📉 獲利侵蝕,38.76,44.849999999999994,15.819397738160538,-155.94,2026-03,11.18%,❌ 暫避觀望,15.09,-81.4,2025,0.08,3093.TWO,港建*,1.22,40.97%,47.2999992371,74.54
📉 獲利侵蝕,22.92,185.7,11.672051696284331,-156.84,2026-03,N/A,⚪ 中性觀察,-22.13,-41.18,2025,0.6,5474.TWO,聰泰,5.49,N/A,144.5,115.66
⚠️ 獲利稀釋,19.77,229.95000000000002,5.316373124592302,-156.91000000000003,2026-03,N/A,⚪ 中性觀察,11.33,16.67,2025,1.75,6498.TWO,久禾光,6.51,N/A,81.5,173.58
⚠️ 獲利稀釋,2.96,65.4,10.137614853876146,-157.4,2026-03,N/A,⚪ 中性觀察,-28.18,16.98,2025,0.63,9918.TW,欣天然,1.61,N/A,44.2000007629,174.38
📉 獲利侵蝕,-2.17,-29.85,0.0,-157.79,2026-03,N/A,⚪ 數據不足,16.9,-100.0,2025,-0.62,8067.TWO,志旭,-0.59,N/A,13.25,57.79
📉 獲利侵蝕,2.86,-50.4,0.0,-158.26999999999998,2026-03,N/A,⚪ 數據不足,-1377.78,-90.0,2025,-0.57,5272.TWO,笙科,-1.33,N/A,18.6000003815,68.27
📉 獲利侵蝕,-31.39,13.800000000000002,15.43478240141304,-158.51,2026-03,-2.71%,❌ 暫避觀望,-57.58,-90.0,2025,0.02,3024.TW,憶聲,0.28,24.73%,14.1999998093,68.51
📉 獲利侵蝕,22.38,9.0,44.66666539516667,-158.55,2026-03,N/A,❌ 暫避觀望,139.29,-81.82,2025,0.02,8080.TWO,泰霖,0.12,N/A,26.7999992371,76.73
📉 獲利侵蝕,2.98,277.65,8.31982712047542,-159.02,2026-03,N/A,⚪ 中性觀察,-19.59,-68.65,2025,1.0,6862.TW,三集瑞-KY,8.29,N/A,154.0,90.37
⚠️ 獲利稀釋,9.94,-58.650000000000006,0.0,-159.39000000000001,2026-03,-18.87%,⚪ 數據不足,31.02,26.19,2025,-0.31,4128.TWO,中天,-1.29,42.56%,15.4499998093,185.58
⚠️ 獲利稀釋,-9.4,419.85,6.109324758842443,-159.41,2026-03,N/A,⚪ 中性觀察,-14.17,36.13,2025,3.27,6996.TWO,力領科技,12.15,N/A,171.0,195.54
📉 獲利侵蝕,0.3,49.35,9.2097262118845,-159.61,2026-03,17.09%,⚪ 中性觀察,-13.92,-3.77,2025,0.51,1568.TW,倉佑,1.36,34.44%,30.2999992371,155.84
⚠️ 獲利稀釋,11.69,-67.2,0.0,-161.35,2026-03,N/A,⚪ 數據不足,-462.96,52.94,2025,-0.24,6237.TWO,驊訊,-1.52,N/A,35.7999992371,214.29
📉 獲利侵蝕,-23.31,79.49999999999999,14.056603773584909,-162.27,2026-03,N/A,⚪ 中性觀察,-62.55,-61.9,2025,0.4,8102.TWO,傑霖科技,2.25,N/A,74.5,100.37
📉 獲利侵蝕,37.15,164.85,5.841673971628753,-162.29000000000002,2026-03,N/A,⚪ 中性觀察,57.43,-25.14,2025,1.37,6203.TWO,海韻電,5.51,N/A,64.1999969482,137.15
⚠️ 獲利稀釋,3.91,234.00000000000003,7.724358974358974,-163.5,2026-03,N/A,⚪ 中性觀察,-22.95,22.89,2025,2.47,6651.TWO,全宇昕,6.32,N/A,120.5,186.39
📉 獲利侵蝕,1.19,292.35,6.08004104669061,-164.20999999999998,2026-03,7.00%,⚪ 中性觀察,-12.32,-8.48,2025,2.59,3213.TWO,茂訊,7.4,25.33%,118.5,155.73
📉 獲利侵蝕,34.04,-58.8,0.0,-165.21,2026-03,-40.94%,⚪ 數據不足,59.69,-114.81,2025,-0.58,2424.TW,隴華,-1.34,27.86%,8.8800001144,50.4
📉 獲利侵蝕,-11.82,145.8,5.226337370072017,-165.56,2026-03,12.42%,⚪ 中性觀察,-32.69,-26.32,2025,0.84,4138.TWO,曜亞,3.81,44.64%,50.7999992371,139.24
⚠️ 獲利稀釋,-4.75,139.19999999999996,6.5517240557219845,-165.8,2026-03,30.49%,⚪ 中性觀察,-22.2,333.33,2025,1.17,2606.TW,裕民,4.31,35.36%,60.7999992371,499.13
⚠️ 獲利稀釋,-3.71,2.55,100.29411315941178,-166.92,2026-03,22.84%,❌ 暫避觀望,141.94,12.5,2025,0.09,3252.TWO,海灣,0.13,43.11%,17.0499992371,179.42
⚠️ 獲利稀釋,-0.48,80.1,12.94007462061798,-167.23000000000002,2026-03,N/A,⚪ 中性觀察,240.74,197.5,2025,1.19,4949.TW,有成精密,1.91,N/A,69.0999984741,364.73
⚠️ 獲利稀釋,12.03,325.49999999999994,14.032258064516132,-167.26,2026-03,N/A,⚪ 中性觀察,-0.23,96.93,2025,3.21,6197.TW,佳必琪,8.67,N/A,304.5,264.19
⚠️ 獲利稀釋,-62.05,-160.04999999999998,0.0,-167.39999999999998,2026-03,N/A,⚪ 數據不足,-40.62,25.58,2025,-0.64,6550.TW,北極星藥業-KY,-5.1,N/A,12.1999998093,192.98
📉 獲利侵蝕,-16.89,-45.3,0.0,-167.48000000000002,2026-03,-38.32%,⚪ 數據不足,-234.57,-4.55,2025,-0.23,2482.TW,連宇,-1.09,35.81%,18.1000003815,162.93
📉 獲利侵蝕,-31.28,-46.050000000000004,0.0,-168.3,2026-03,N/A,⚪ 數據不足,-516.13,-11.11,2025,-0.4,8437.TWO,大地-KY,-1.29,N/A,9.8400001526,157.19
⚠️ 獲利稀釋,18.56,453.6,16.96428571428571,-168.54,2026-03,15.69%,❌ 暫避觀望,17.26,21.52,2025,3.85,2395.TW,研華,12.25,39.78%,513.0,190.06
⚠️ 獲利稀釋,-2.5,46.949999999999996,18.690095846645367,-168.57000000000002,2026-03,N/A,❌ 暫避觀望,-69.96,46.51,2025,0.64,6224.TW,聚鼎,0.67,N/A,58.5,215.08
⚠️ 獲利稀釋,28.3,432.6,27.635228848821082,-169.10000000000002,2026-03,23.34%,❌ 暫避觀望,32.78,63.39,2025,3.66,4749.TWO,新應材,11.33,44.02%,797.0,232.49
⚠️ 獲利稀釋,-13.26,103.49999999999999,38.98550724637681,-169.86,2026-03,N/A,❌ 暫避觀望,-50.25,31.51,2025,0.96,6937.TW,天虹,3.01,N/A,269.0,201.37
⚠️ 獲利稀釋,13.3,358.95000000000005,6.665273715002089,-170.18,2026-03,N/A,⚪ 中性觀察,36.27,21.39,2025,2.27,6690.TWO,安�硌穈T,10.22,N/A,159.5,191.57
📉 獲利侵蝕,16.84,10.5,93.57142857142858,-170.28,2026-03,N/A,❌ 暫避觀望,152.21,-100.0,2025,0.0,6485.TWO,點序,0.71,N/A,65.5,70.28
⚠️ 獲利稀釋,-1.45,-49.05,0.0,-170.61,2026-03,N/A,⚪ 數據不足,-54.29,25.0,2025,-0.21,6929.TWO,佑全,-1.63,N/A,23.1000003815,195.61
⚠️ 獲利稀釋,-12.32,161.55,8.950789371021354,-170.81,2026-03,N/A,⚪ 中性觀察,-22.77,18.71,2025,1.65,5299.TWO,杰力,4.58,N/A,96.4000015259,189.52
⚠️ 獲利稀釋,-23.91,10.2,29.705883474852943,-172.04999999999995,2026-03,1.25%,❌ 暫避觀望,-89.88,620.0,2025,0.36,1323.TW,永裕,0.26,15.09%,20.2000007629,792.05
📉 獲利侵蝕,-2.97,65.1,12.350230063156681,-172.23000000000002,2026-03,17.87%,⚪ 中性觀察,-22.56,-43.18,2025,0.28,2070.TWO,精湛,2.3,45.13%,53.5999984741,129.05
📉 獲利侵蝕,38.81,204.29999999999998,3.1864905672466963,-172.28,2026-03,N/A,⚪ 中性觀察,60.88,-55.88,2025,0.75,6591.TW,動力-KY,5.37,N/A,43.4000015259,116.4
⚠️ 獲利稀釋,1.84,19.2,24.453124403984376,-172.47,2026-03,-1.48%,❌ 暫避觀望,100.0,6.25,2025,0.17,2926.TWO,誠品生活,0.54,40.82%,31.2999992371,178.72
⚠️ 獲利稀釋,20.59,18.45,26.300811767560972,-173.02,2026-03,-18.51%,❌ 暫避觀望,461.54,28.57,2025,-0.05,3297.TWO,杭特,0.47,30.70%,32.3499984741,201.59
⚠️ 獲利稀釋,-11.73,73.49999999999999,10.816326530612246,-173.26,2026-03,N/A,⚪ 中性觀察,-22.56,42.86,2025,0.7,7704.TWO,明遠精密,2.07,N/A,53.0,216.12
⚠️ 獲利稀釋,1.36,96.74999999999999,9.550387360325582,-173.3,2026-03,N/A,⚪ 中性觀察,-21.14,18.94,2025,1.57,6844.TWO,諾貝兒,2.35,N/A,61.5999984741,192.24
⚠️ 獲利稀釋,10.19,487.05000000000007,28.857406837080376,-174.41,2026-03,N/A,❌ 暫避觀望,-14.04,218.52,2025,5.19,6640.TWO,均華,12.75,N/A,937.0,392.93
⚠️ 獲利稀釋,2.67,189.75,10.909090909090908,-174.49,2026-03,17.33%,⚪ 中性觀察,3.96,3.17,2025,1.3,2412.TW,中華電,4.99,33.63%,138.0,177.66
⚠️ 獲利稀釋,-3.52,56.7,8.783068984894179,-174.67999999999998,2026-03,N/A,⚪ 中性觀察,-13.79,29.27,2025,0.53,9960.TWO,邁達康,1.75,N/A,33.2000007629,203.95
⚠️ 獲利稀釋,-3.87,15.3,21.323529411764707,-175.97999999999996,2026-03,N/A,❌ 暫避觀望,-43.1,416.67,2025,0.19,3021.TW,鴻名,0.33,N/A,21.75,592.65
⚠️ 獲利稀釋,-9.88,92.85,46.12277867528272,-176.56,2026-03,9.03%,❌ 暫避觀望,-66.46,11.85,2025,1.51,3675.TWO,德微,2.67,36.51%,285.5,188.41
⚠️ 獲利稀釋,20.03,221.54999999999998,10.15572105619499,-176.75,2026-03,N/A,⚪ 中性觀察,-27.15,84.31,2025,3.81,6579.TW,研揚,5.62,N/A,150.0,261.06
📉 獲利侵蝕,-54.43,8.100000000000001,18.88888853574074,-177.2,2026-03,10.56%,❌ 暫避觀望,-93.38,-30.0,2025,0.14,1805.TW,寶徠,0.2,21.75%,10.1999998093,147.2
