
📅 投資日報表: 2026-07-17
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 236.00   | 241.00   | 235.50   | 239.00   | 35,204,710   | 241.21      | 2000     | ▼4,420    |   -0.92%
4142     | 國光生        | 17.00    | 17.50    | 16.95    | 17.45    | 1,416,000    | 25.32       | 1000     | ▼7,870    |  -31.08%
0050     | 元大台灣50     | 105.30   | 106.45   | 104.65   | 106.30   | 106,147,811  | 46.60       | 16000    | ▲955,200  | +128.11%
0056     | 元大高股息      | 52.50    | 53.05    | 52.35    | 53.00    | 30,819,927   | 36.43       | 4000     | ▲66,280   |  +45.48%
00635U   | 期元大S&P黃金   | 42.22    | 42.27    | 41.97    | 41.97    | 1,090,214    | 55.25       | 3000     | ▼39,840   |  -24.04%
00738U   | 期元大道瓊白銀    | 47.35    | 47.47    | 46.85    | 46.85    | 2,150,912    | 66.26       | 1000     | ▼19,410   |  -29.29%
00929    | 復華台灣科技優息   | 29.93    | 30.17    | 29.70    | 30.12    | 18,915,706   | 19.73       | 8000     | ▲83,120   |  +52.66%
009816   | 凱基台灣TOP50  | 15.14    | 15.35    | 15.07    | 15.29    | 92,133,098   | 11.01       | 63000    | ▲269,640  |  +38.87%
00990A   | 主動元大AI新經濟  | 17.86    | 18.21    | 17.78    | 18.16    | 22,809,196   | 11.48       | 5000     | ▲33,400   |  +58.19%
2009     | 第一銅        | 38.05    | 38.70    | 38.05    | 38.65    | 876,580      | 50.56       | 4000     | ▼47,640   |  -23.56%
2337     | 旺宏         | 144.50   | 150.50   | 144.00   | 148.50   | 109,271,875  | 95.28       | 2000     | ▲106,440  |  +55.86%
2409     | 友達         | 28.20    | 28.75    | 27.70    | 28.30    | 202,694,190  | 16.21       | 2000     | ▲24,180   |  +74.58%
3481     | 群創         | 58.40    | 59.20    | 57.40    | 58.50    | 264,418,767  | 25.10       | 4000     | ▲133,600  | +133.07%
3105     | 穩懋         | 387.00   | 394.00   | 379.00   | 386.00   | 14,627,921   | 556.47      | 300      | ▼51,141   |  -30.63%
4966     | 譜瑞-KY      | 630.00   | 642.00   | 626.00   | 636.00   | 721,073      | 1921.64     | 1000     | ▼1,285,640 |  -66.90%
2327     | 國巨*        | 799.00   | 813.00   | 773.00   | 798.00   | 50,194,080   | 1030.00     | 1        | ▼232      |  -22.52%
00403A   | 主動統一升級50   | 10.25    | 10.44    | 10.19    | 10.41    | 224,574,025  | 10.68       | 26000    | ▼7,020    |   -2.53%
00981A   | 主動統一台股增長   | 28.75    | 29.46    | 28.51    | 29.38    | 169,674,674  | 27.48       | 2000     | ▲3,800    |   +6.91%
2330     | 台積電        | 2425.00  | 2460.00  | 2415.00  | 2440.00  | 28,532,735   | 225.55      | 10       | ▲22,144   | +981.80%
6789     | 采鈺         | 485.00   | 529.00   | 478.50   | 527.00   | 3,488,412    | 593.50      | 400      | ▼26,600   |  -11.20%
6849     | 奇鼎科技       | 157.00   | 171.00   | 155.50   | 171.00   | 409,731      | 266.40      | 280      | ▼26,712   |  -35.81%
7853     | 政美應用       | 356.50   | 358.00   | 338.50   | 347.00   | 233,518      | 409.29      | 280      | ▼17,441   |  -15.22%
3576     | 聯合再生       | 17.70    | 18.25    | 17.60    | 17.70    | 23,924,578   | 18.15       | 5000     | ▼2,250    |   -2.48%
1721     | 三晃         | 23.85    | 23.85    | 23.05    | 23.35    | 974,100      | 27.88       | 3000     | ▼13,600   |  -16.26%
8215     | 明基材        | 26.50    | 28.20    | 26.45    | 27.40    | 1,446,192    | 31.60       | 200      | ▼840      |  -13.29%
00405A   | 主動富邦台灣龍耀   | 8.44     | 8.62     | 8.36     | 8.62     | 72,086,691   | 9.34        | 11000    | ▼7,920    |   -7.71%
5498     | 凱崴         | 55.50    | 56.40    | 54.80    | 56.40    | 1,270,217    | 69.61       | 188      | ▼2,483    |  -18.98%
1301     | 台塑         | 64.00    | 66.40    | 63.00    | 65.70    | 146,165,982  | 50.50       | 100      | ▲1,520    |  +30.10%
6498     | 久禾光        | 86.80    | 87.80    | 85.10    | 85.50    | 101,002      | 67.30       | 12       | ▲218      |  +27.04%
009821   | 野村稀土關鍵資源   | 13.34    | 13.45    | 13.33    | 13.39    | 7,759,164    | 17.30       | 12000    | ▼46,920   |  -22.60%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,426,664    📊 未實現損益:         +91,563 (  +1.42%)
