日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-07-17,2317,鴻海,239.0,241.21,2000,-4420,-0.92%
2026-07-17,4142,國光生,17.45,25.32,1000,-7870,-31.08%
2026-07-17,0050,元大台灣50,106.3,46.6,16000,955200,128.11%
2026-07-17,0056,元大高股息,53.0,36.43,4000,66280,45.48%
2026-07-17,00635U,期元大S&P黃金,41.97,55.25,3000,-39840,-24.04%
2026-07-17,00738U,期元大道瓊白銀,46.85,66.26,1000,-19410,-29.29%
2026-07-17,00929,復華台灣科技優息,30.12,19.73,8000,83120,52.66%
2026-07-17,009816,凱基台灣TOP50,15.29,11.01,63000,269640,38.87%
2026-07-17,00990A,主動元大AI新經濟,18.16,11.48,5000,33400,58.19%
2026-07-17,2009,第一銅,38.65,50.56,4000,-47640,-23.56%
2026-07-17,2337,旺宏,148.5,95.28,2000,106440,55.86%
2026-07-17,2409,友達,28.3,16.21,2000,24180,74.58%
2026-07-17,3481,群創,58.5,25.1,4000,133600,133.07%
2026-07-17,3105,穩懋,386.0,556.47,300,-51141,-30.63%
2026-07-17,4966,譜瑞-KY,636.0,1921.64,1000,-1285640,-66.90%
2026-07-17,2327,國巨*,798.0,1030.0,1,-232,-22.52%
2026-07-17,00403A,主動統一升級50,10.41,10.68,26000,-7020,-2.53%
2026-07-17,00981A,主動統一台股增長,29.38,27.48,2000,3800,6.91%
2026-07-17,2330,台積電,2440.0,225.55,10,22144,981.80%
2026-07-17,6789,采鈺,527.0,593.5,400,-26600,-11.20%
2026-07-17,6849,奇鼎科技,171.0,266.4,280,-26712,-35.81%
2026-07-17,7853,政美應用,347.0,409.29,280,-17441,-15.22%
2026-07-17,3576,聯合再生,17.7,18.15,5000,-2250,-2.48%
2026-07-17,1721,三晃,23.35,27.88,3000,-13600,-16.26%
2026-07-17,8215,明基材,27.4,31.6,200,-840,-13.29%
2026-07-17,00405A,主動富邦台灣龍耀,8.62,9.34,11000,-7920,-7.71%
2026-07-17,5498,凱崴,56.4,69.61,188,-2483,-18.98%
2026-07-17,1301,台塑,65.7,50.5,100,1520,30.10%
2026-07-17,6498,久禾光,85.5,67.3,12,218,27.04%
2026-07-17,009821,野村稀土關鍵資源,13.39,17.3,12000,-46920,-22.60%
