股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
BID.VN,未知,🔥 訊號出現,45300.0,67.79,🟢 黃金標的,55.56%,55.56%,8.88%,-1.85%,9,44462.29,0.5556,0.0888
VCB.VN,未知,🔥 訊號出現,63200.0,51.89,🟡 妖股/高波動,57.14%,42.86%,6.49%,-1.18%,7,62452.9,0.4286,0.0649
VHM.VN,未知,無,154000.0,53.57,🟢 黃金標的,33.33%,100.00%,8.40%,-5.34%,3,0.0,1.0,0.084
VIC.VN,未知,無,225000.0,58.48,🟢 黃金標的,42.86%,85.71%,9.23%,-3.93%,7,0.0,0.8571,0.0923
GMD.VN,未知,無,79700.0,73.5,🔵 穩健標的,71.43%,57.14%,0.69%,-3.31%,7,0.0,0.5714,0.0069
BCM.VN,未知,無,56200.0,62.03,⚪ 一般監控,0.00%,50.00%,1.49%,-4.12%,4,0.0,0.5,0.0149
FPT.VN,未知,無,74900.0,51.81,⚪ 一般監控,50.00%,50.00%,0.56%,-2.70%,2,0.0,0.5,0.0056
HPG.VN,未知,無,26450.0,33.17,⚪ 一般監控,50.00%,50.00%,0.09%,-2.03%,2,0.0,0.5,0.0009
VPB.VN,未知,無,27450.0,55.76,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
MBB.VN,未知,無,25500.0,21.88,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
VID.VN,未知,無,4890.0,47.06,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
FUEVFVND.VN,未知,無,36300.0,38.36,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
VJC.VN,未知,無,171100.0,43.83,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
E1VFVN30.VN,未知,無,36420.0,60.09,🔴 空頭陷阱,100.00%,75.00%,-0.18%,-0.81%,4,0.0,0.75,-0.0018
SSI.VN,未知,無,28150.0,52.94,🔴 空頭陷阱,66.67%,66.67%,-1.29%,-5.54%,3,0.0,0.6667,-0.0129
VHC.VN,未知,無,59000.0,30.77,🔴 空頭陷阱,25.00%,25.00%,-2.78%,-3.08%,4,0.0,0.25,-0.0278
MWG.VN,未知,無,79000.0,32.26,🔴 空頭陷阱,33.33%,0.00%,-4.59%,-3.89%,3,0.0,0.0,-0.0459
GEE.VN,未知,無,119800.0,66.5,🔴 空頭陷阱,60.00%,0.00%,-7.26%,-9.39%,5,0.0,0.0,-0.0726
VNM.VN,未知,無,60500.0,36.84,🔴 空頭陷阱,0.00%,0.00%,-10.24%,-8.02%,1,0.0,0.0,-0.1024
HVN.VN,未知,無,21250.0,26.67,🔴 空頭陷阱,100.00%,0.00%,-4.38%,-4.72%,1,0.0,0.0,-0.0438
