
📅 投資日報表: 2026-05-18
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 251.00   | 251.00   | 241.00   | 248.50   | 61,864,437   | 241.21      | 2000     | ▲14,580   |   +3.02%
4142     | 國光生        | 17.25    | 18.05    | 17.20    | 17.60    | 1,816,466    | 25.32       | 1000     | ▼7,720    |  -30.49%
0050     | 元大台灣50     | 94.00    | 95.20    | 93.30    | 94.90    | 118,032,538  | 46.60       | 16016    | ▲773,573  | +103.65%
0056     | 元大高股息      | 44.01    | 44.75    | 43.66    | 44.50    | 59,714,487   | 36.43       | 8000     | ▲64,560   |  +22.15%
00635U   | 期元大S&P黃金   | 47.26    | 47.68    | 47.05    | 47.62    | 5,766,618    | 55.25       | 3000     | ▼22,890   |  -13.81%
00738U   | 期元大道瓊白銀    | 60.65    | 61.25    | 59.75    | 61.05    | 12,532,672   | 66.26       | 1000     | ▼5,210    |   -7.86%
00929    | 復華台灣科技優息   | 25.22    | 25.79    | 24.93    | 25.70    | 38,031,549   | 19.73       | 8000     | ▲47,760   |  +30.26%
009816   | 凱基台灣TOP50  | 13.54    | 13.73    | 13.40    | 13.65    | 175,971,139  | 11.01       | 63000    | ▲166,320  |  +23.98%
00990A   | 主動元大AI新經濟  | 17.20    | 17.49    | 17.10    | 17.40    | 35,365,563   | 11.48       | 5000     | ▲29,600   |  +51.57%
2009     | 第一銅        | 38.40    | 38.40    | 37.70    | 38.15    | 1,451,751    | 50.56       | 4000     | ▼49,640   |  -24.55%
2337     | 旺宏         | 157.00   | 163.00   | 153.00   | 160.00   | 79,643,071   | 95.28       | 2000     | ▲129,440  |  +67.93%
2409     | 友達         | 18.80    | 19.50    | 18.20    | 19.25    | 207,544,192  | 16.21       | 2000     | ▲6,080    |  +18.75%
3481     | 群創         | 35.95    | 39.40    | 34.55    | 38.70    | 947,661,961  | 25.10       | 4000     | ▲54,400   |  +54.18%
6806     | 森崴能源       | 14.05    | 14.05    | 14.05    | 14.05    | 198,926      | 45.39       | 5000     | ▼156,700  |  -69.05%
3105     | 穩懋         | 448.00   | 461.00   | 436.00   | 450.50   | 17,602,584   | 556.47      | 300      | ▼31,791   |  -19.04%
4966     | 譜瑞-KY      | 784.00   | 784.00   | 750.00   | 757.00   | 1,636,292    | 1921.64     | 1000     | ▼1,164,640 |  -60.61%
00403A   | 主動統一升級50   | 9.88     | 9.88     | 9.71     | 9.84     | 1,279,467,688 | 10.68       | 26026    | ▼21,862   |   -7.87%
00981A   | 主動統一台股增長   | 27.60    | 28.24    | 27.40    | 28.24    | 304,423,601  | 27.48       | 2000     | ▲1,520    |   +2.77%
2313     | 華通         | 234.00   | 259.00   | 233.50   | 259.00   | 97,244,810   | 250.71      | 1000     | ▲8,290    |   +3.31%
2330     | 台積電        | 2225.00  | 2260.00  | 2215.00  | 2240.00  | 28,052,858   | 225.55      | 10       | ▲20,144   | +893.13%
6239     | 力成         | 245.50   | 253.50   | 240.00   | 250.00   | 44,280,517   | 243.21      | 1000     | ▲6,790    |   +2.79%
6789     | 采鈺         | 578.00   | 580.00   | 538.00   | 549.00   | 8,845,407    | 593.50      | 400      | ▼17,800   |   -7.50%
5276     | 達輝-KY      | 20.75    | 20.75    | 19.40    | 19.70    | 36,759       | 22.18       | 300      | ▼744      |  -11.18%
5474     | 聰泰         | 162.00   | 168.00   | 161.00   | 164.50   | 378,048      | 175.15      | 2000     | ▼21,300   |   -6.08%
6849     | 奇鼎科技       | 226.00   | 234.00   | 222.00   | 227.50   | 277,431      | 266.40      | 280      | ▼10,892   |  -14.60%
7853     | 政美應用       | 326.00   | 334.50   | 304.00   | 331.50   | 735,639      | 409.29      | 280      | ▼21,781   |  -19.01%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       7,140,197    📊 未實現損益:        -209,913 (  -2.94%)
