日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-05-18,2317,鴻海,248.5,241.21,2000,14580,3.02%
2026-05-18,4142,國光生,17.6,25.32,1000,-7720,-30.49%
2026-05-18,0050,元大台灣50,94.9,46.6,16016,773573,103.65%
2026-05-18,0056,元大高股息,44.5,36.43,8000,64560,22.15%
2026-05-18,00635U,期元大S&P黃金,47.62,55.25,3000,-22890,-13.81%
2026-05-18,00738U,期元大道瓊白銀,61.05,66.26,1000,-5210,-7.86%
2026-05-18,00929,復華台灣科技優息,25.7,19.73,8000,47760,30.26%
2026-05-18,009816,凱基台灣TOP50,13.65,11.01,63000,166320,23.98%
2026-05-18,00990A,主動元大AI新經濟,17.4,11.48,5000,29600,51.57%
2026-05-18,2009,第一銅,38.15,50.56,4000,-49640,-24.55%
2026-05-18,2337,旺宏,160.0,95.28,2000,129440,67.93%
2026-05-18,2409,友達,19.25,16.21,2000,6080,18.75%
2026-05-18,3481,群創,38.7,25.1,4000,54400,54.18%
2026-05-18,6806,森崴能源,14.05,45.39,5000,-156700,-69.05%
2026-05-18,3105,穩懋,450.5,556.47,300,-31791,-19.04%
2026-05-18,4966,譜瑞-KY,757.0,1921.64,1000,-1164640,-60.61%
2026-05-18,00403A,主動統一升級50,9.84,10.68,26026,-21862,-7.87%
2026-05-18,00981A,主動統一台股增長,28.24,27.48,2000,1520,2.77%
2026-05-18,2313,華通,259.0,250.71,1000,8290,3.31%
2026-05-18,2330,台積電,2240.0,225.55,10,20144,893.13%
2026-05-18,6789,采鈺,549.0,593.5,400,-17800,-7.50%
2026-05-18,5474,聰泰,164.5,175.15,2000,-21300,-6.08%
2026-05-18,6849,奇鼎科技,227.5,266.4,280,-10892,-14.60%
2026-05-18,7853,政美應用,331.5,409.29,280,-21781,-19.01%
