eps_yoy,prev_year,expansion,om,prev_eps,symbol,prev_eps_yoy,gm,rev_yoy,name,pe,advice,status,est_price,prev_rev_yoy,eps,date,price
34.92,2025,28.590000000000003,30.89%,7.56,2072.TWO,-17.2,35.24%,6.33,未知,0.0,⚪ 數據不足,🚀 利潤擴張,0.0,15.19,11.94,2025-12,180.0
10.4,2025,28.560000000000002,N/A,3.16,6592.TW,-6.98,N/A,-18.16,和潤企業,5.910418769513144,💎 強力關注,🧐 疑業外收益,154.05,-20.79,4.72,2025-12,60.7000007629
70.36,2025,28.509999999999998,N/A,-1.48,8472.TWO,56.34,N/A,41.85,夠麻吉,0.0,⚪ 數據不足,🚀 利潤擴張,-76.95,41.03,-1.31,2025-12,70.0
33.97,2025,28.14,N/A,10.64,8478.TW,-16.29,N/A,5.83,東哥遊艇,5.161398789509079,💎 強力關注,🚀 利潤擴張,446.09999999999997,-6.86,13.25,2025-12,153.5
13.33,2025,27.98,8.66%,0.97,1409.TW,15.66,22.79%,-14.65,新纖,6.447876742432432,💎 強力關注,🧐 疑業外收益,38.85,-10.34,1.19,2025-12,16.7000007629
41.18,2025,27.98,-7.29%,0.16,3094.TW,128.57,73.82%,13.2,聯傑,70.20833492270832,⚠️ 追價風險,🏰 高護城河,7.2,18.72,0.25,2025-12,33.7000007629
19.44,2025,27.93,N/A,-1.71,6535.TWO,-0.6,N/A,-8.49,順藥,0.0,⚪ 數據不足,🧐 疑業外收益,-88.64999999999999,17.74,-2.05,2025-12,126.5
34.97,2025,27.89,26.59%,4.2,3264.TWO,19.76,37.83%,7.08,欣銓,16.522988505747126,⚪ 中性觀察,🚀 利潤擴張,208.8,2.87,5.99,2025-12,230.0
21.43,2025,27.509999999999998,-0.03%,0.87,1907.TW,33.85,13.94%,-6.08,永豐餘,12.538860498911918,✅ 穩健價值,🧐 疑業外收益,28.95,-5.16,1.19,2025-12,24.2000007629
-8.41,2025,27.430000000000003,N/A,4.29,6419.TWO,-50.97,N/A,-35.84,京晨科,11.922554347826084,💎 強力關注,🌑 雙重衰退,220.80000000000004,-38.21,9.58,2025-12,175.5
15.99,2025,27.41,N/A,3.8,8249.TW,30.36,N/A,-11.42,菱光,4.8127854577990865,💎 強力關注,🧐 疑業外收益,164.25,-8.11,4.03,2025-12,52.7000007629
31.55,2025,27.1,N/A,-0.69,6218.TWO,54.0,N/A,4.45,豪勉,0.0,⚪ 數據不足,🚀 利潤擴張,-37.65,11.68,-1.15,2025-12,40.9000015259
-13.83,2025,26.660000000000004,25.70%,50.89,3661.TW,-11.99,42.25%,-40.49,世芯-KY,26.579419769529213,⚠️ 追價風險,🌑 雙重衰退,2590.35,-32.65,69.18,2025-12,4590.0
0.46,2025,26.150000000000002,N/A,-2.86,6153.TW,20.51,N/A,-25.69,嘉聯益,0.0,⚪ 數據不足,🧐 疑業外收益,-155.7,-25.38,-4.38,2025-12,17.2999992371
77.66,2025,26.11,N/A,20.45,8210.TW,64.4,N/A,51.55,勤誠,20.462633451957295,⚪ 中性觀察,🚀 利潤擴張,1011.5999999999999,43.27,29.06,2025-12,1380.0
39.0,2025,26.09,19.04%,4.69,4417.TWO,56.86,29.73%,12.91,金洲,2.9415626550952068,💎 強力關注,🚀 利潤擴張,228.45000000000002,16.97,6.13,2025-12,44.7999992371
39.35,2025,25.89,2.13%,4.07,3702.TW,44.82,4.26%,13.46,大聯大,8.403041825095057,💎 強力關注,🚀 利潤擴張,197.24999999999997,14.61,5.77,2025-12,110.5
20.0,2025,25.8,4.08%,1.1,2069.TW,27.91,10.04%,-5.8,運錩,5.05181347150259,💎 強力關注,🧐 疑業外收益,57.900000000000006,-3.4,1.62,2025-12,19.5
59.69,2025,25.65,-40.94%,-1.3,2424.TW,57.33,27.86%,34.04,隴華,0.0,⚪ 數據不足,🚀 利潤擴張,-54.15,87.04,-1.34,2025-12,22.1499996185
30.0,2025,25.55,7.81%,2.18,2481.TW,16.58,32.67%,4.45,強茂,17.43243243243243,⚪ 中性觀察,🚀 利潤擴張,111.0,2.28,3.12,2025-12,129.0
73.24,2025,25.339999999999996,-30.62%,-0.11,2712.TW,90.52,2.82%,47.9,遠雄來,0.0,⚪ 數據不足,🚀 利潤擴張,-15.15,68.78,-0.38,2025-12,15.5
25.0,2025,25.22,N/A,0.36,6179.TWO,130.0,N/A,-0.22,亞通,22.99065456214953,⚠️ 追價風險,🧐 疑業外收益,16.05,34.28,0.05,2025-12,24.6000003815
46.43,2025,25.16,2.82%,0.1,2359.TW,400.0,24.10%,21.27,所羅門,295.74468085106383,⚠️ 追價風險,🚀 利潤擴張,7.050000000000001,27.31,1.23,2025-12,139.0
17.02,2025,25.14,N/A,-0.33,6512.TWO,25.0,N/A,-8.12,啟發電,0.0,⚪ 數據不足,🧐 疑業外收益,-22.950000000000003,0.72,-0.78,2025-12,19.1499996185
16.53,2025,25.090000000000003,N/A,4.06,6961.TWO,24.54,N/A,-8.56,旅天下,0.0,⚪ 數據不足,🧐 疑業外收益,0.0,-5.29,4.23,2025-12,58.5999984741
25.52,2025,25.06,-20.80%,-0.51,3058.TW,59.68,2.21%,0.46,立德,0.0,⚪ 數據不足,🚀 利潤擴張,-32.400000000000006,-0.37,-1.44,2025-12,8.1499996185
44.71,2025,24.75,N/A,-0.69,6228.TWO,-7.81,N/A,19.96,全譜,0.0,⚪ 數據不足,🚀 利潤擴張,-28.049999999999997,2.61,-0.47,2025-12,22.2999992371
51.58,2025,24.61,N/A,3.08,8028.TW,81.07,N/A,26.97,昇陽半導體,26.028037383177573,⚠️ 追價風險,🚀 利潤擴張,160.5,31.53,4.37,2025-12,278.5
39.41,2025,24.389999999999997,N/A,10.1,6782.TW,24.08,N/A,15.02,視陽,5.720720720720721,💎 強力關注,🚀 利潤擴張,499.49999999999994,14.41,14.08,2025-12,190.5
-9.3,2025,24.319999999999997,N/A,0.33,8176.TWO,557.14,N/A,-33.62,智捷,10.357142467857145,💎 強力關注,🌑 雙重衰退,14.7,-15.17,0.4,2025-12,10.1499996185
25.86,2025,23.91,N/A,0.49,8423.TWO,28.95,N/A,1.95,保綠-KY,0.0,⚪ 數據不足,🚀 利潤擴張,0.0,0.21,0.73,2025-12,0.0
-38.16,2025,23.760000000000005,N/A,-1.54,6872.TWO,-17.19,N/A,-61.92,浩宇生醫,0.0,⚪ 數據不足,🌑 雙重衰退,-78.00000000000001,-52.22,-2.14,2025-12,18.0499992371
22.0,2025,23.66,1.75%,0.69,3296.TW,6800.0,19.21%,-1.66,勝德,9.641148142822967,💎 強力關注,🧐 疑業外收益,31.349999999999998,2.21,0.61,2025-12,20.1499996185
3.51,2025,23.659999999999997,4.46%,0.41,1410.TW,0.0,31.89%,-20.15,南染,25.238095238095237,⚠️ 追價風險,🧐 疑業外收益,15.75,-18.74,0.58,2025-12,26.5
3.03,2025,23.43,-34.01%,-1.5,3672.TWO,33.88,28.80%,-20.4,康聯訊,0.0,⚪ 數據不足,🧐 疑業外收益,-78.30000000000001,-8.13,-2.25,2025-12,11.0
33.33,2025,23.339999999999996,N/A,-0.69,5484.TW,2.82,N/A,9.99,慧友,0.0,⚪ 數據不足,🚀 利潤擴張,-45.3,-8.43,-0.6,2025-12,41.4000015259
8.85,2025,23.32,51.79%,0.9,2910.TW,8.43,87.61%,-14.47,統領,7.5352111332746485,💎 強力關注,🏰 高護城河,42.599999999999994,-15.17,1.23,2025-12,21.3999996185
18.87,2025,23.01,-2.32%,-0.3,1626.TW,53.13,20.74%,-4.14,艾美特-KY,0.0,⚪ 數據不足,🧐 疑業外收益,-16.2,-4.12,-0.86,2025-12,9.970000267
32.45,2025,22.800000000000004,N/A,3.38,6170.TWO,78.84,N/A,9.65,統振,4.723004623201878,💎 強力關注,🚀 利潤擴張,159.75,13.41,4.49,2025-12,50.2999992371
52.37,2025,22.759999999999998,10.88%,3.98,4442.TWO,81.37,27.73%,29.61,竣邦-KY,3.6956521739130435,💎 強力關注,🚀 利潤擴張,207.0,39.34,5.23,2025-12,51.0
31.82,2025,22.689999999999998,-7.01%,-0.11,2913.TW,35.29,40.70%,9.13,農林,0.0,⚪ 數據不足,🚀 利潤擴張,-5.7,18.12,-0.15,2025-12,10.8500003815
24.55,2025,22.64,N/A,1.38,6907.TWO,56.82,N/A,1.91,雅特力-KY,0.0,⚪ 數據不足,🚀 利潤擴張,0.0,0.12,2.08,2025-12,117.0
51.69,2025,22.519999999999996,N/A,22.8,7750.TW,21.35,N/A,29.17,新代,0.0,⚪ 數據不足,🚀 利潤擴張,0.0,26.18,35.12,2025-12,0.0
27.34,2025,22.34,7.57%,1.13,1733.TW,25.56,30.15%,5.0,五鼎,6.794871705944056,💎 強力關注,🚀 利潤擴張,64.35,7.7,1.63,2025-12,29.1499996185
60.88,2025,22.07,N/A,4.65,6591.TW,74.3,N/A,38.81,動力-KY,3.6008230452674903,💎 強力關注,🚀 利潤擴張,218.7,38.83,5.37,2025-12,52.5
45.42,2025,22.03,3.72%,3.27,3694.TW,51.89,15.30%,23.39,海華,6.084762788809284,💎 強力關注,🚀 利潤擴張,148.65,26.88,4.03,2025-12,60.2999992371
24.44,2025,21.990000000000002,2.25%,0.37,2032.TW,12.12,6.08%,2.45,新鋼,13.10483870967742,✅ 穩健價值,🚀 利潤擴張,18.6,9.42,0.56,2025-12,16.25
24.88,2025,21.939999999999998,6.32%,9.32,1256.TW,13.52,24.61%,2.94,鮮活果汁-KY,7.316118935837247,💎 強力關注,🚀 利潤擴張,383.3999999999999,-3.77,11.19,2025-12,187.0
40.52,2025,21.910000000000004,19.61%,7.36,2211.TW,46.61,25.25%,18.61,長榮鋼,4.247948812588878,💎 強力關注,🚀 利潤擴張,329.1,21.52,8.6,2025-12,93.1999969482
73.18,2025,21.56000000000001,N/A,20.04,6805.TW,68.69,N/A,51.62,富世達,26.18472683368548,⚠️ 追價風險,🚀 利潤擴張,993.9000000000001,55.74,31.0,2025-12,1735.0
-40.62,2025,21.43,N/A,-2.91,6550.TW,-31.08,N/A,-62.05,北極星藥業-KY,0.0,⚪ 數據不足,🌑 雙重衰退,-163.35,-51.12,-5.1,2025-12,16.1499996185
31.02,2025,21.08,-18.87%,-1.23,4128.TWO,8.21,42.56%,9.94,中天,0.0,⚪ 數據不足,🚀 利潤擴張,0.0,10.85,-1.29,2025-12,0.0
40.61,2025,21.03,N/A,2.13,5607.TW,41.06,N/A,19.58,遠雄港,7.202381179449405,💎 強力關注,🚀 利潤擴張,100.80000000000001,17.61,2.77,2025-12,48.4000015259
26.43,2025,20.98,N/A,2.87,6967.TWO,14.98,N/A,5.45,汎瑋材料,8.156424581005586,💎 強力關注,🚀 利潤擴張,134.25000000000003,-1.08,4.02,2025-12,73.0
39.69,2025,20.569999999999997,N/A,-1.31,6217.TWO,10.71,N/A,19.12,中探針,0.0,⚪ 數據不足,🚀 利潤擴張,-78.60000000000001,20.43,-1.65,2025-12,294.5
-34.98,2025,20.330000000000005,N/A,3.26,6212.TWO,59.8,N/A,-55.31,理銘,2.2419354223467742,💎 強力關注,🌑 雙重衰退,185.99999999999997,-39.92,3.96,2025-12,27.7999992371
57.43,2025,20.28,N/A,3.28,6203.TWO,26.15,N/A,37.15,海韻電,5.991266242279477,💎 強力關注,🚀 利潤擴張,171.75,42.84,5.51,2025-12,68.5999984741
26.76,2025,20.200000000000003,N/A,2.29,6799.TW,5.14,N/A,6.56,來頡,11.87810945273632,💎 強力關注,🚀 利潤擴張,120.6,6.38,3.7,2025-12,95.5
32.41,2025,20.159999999999997,7.93%,-0.92,4577.TWO,35.66,23.60%,12.25,達航科技,0.0,⚪ 數據不足,🚀 利潤擴張,-48.449999999999996,23.84,-0.73,2025-12,127.0
40.48,2025,20.15,N/A,4.38,6870.TWO,64.04,N/A,20.33,騰雲,13.95007342143906,✅ 穩健價值,🚀 利潤擴張,204.3,20.49,7.08,2025-12,190.0
32.55,2025,20.119999999999997,N/A,5.33,5234.TW,39.9,N/A,12.43,達興材料,22.459744586340925,⚠️ 追價風險,🚀 利潤擴張,270.15,12.88,7.37,2025-12,404.5
16.48,2025,19.67,N/A,-0.17,4973.TWO,-108.72,N/A,-3.19,廣穎,97.1774193548387,⚠️ 追價風險,🔄 轉虧為盈,18.6,-2.98,2.11,2025-12,120.5
38.78,2025,19.37,N/A,0.45,6259.TWO,15.38,N/A,19.41,百徽,13.898809750892857,✅ 穩健價值,🚀 利潤擴張,25.2,22.11,0.7,2025-12,23.3500003815
26.8,2025,19.35,4.30%,0.57,2516.TW,-5.0,6.67%,7.45,新建,5.10080629778226,💎 強力關注,🚀 利潤擴張,37.199999999999996,12.18,1.23,2025-12,12.6499996185
19.51,2025,19.240000000000002,0.36%,1.03,1259.TWO,-53.6,23.02%,0.27,安心,12.222222385235042,✅ 穩健價值,🚀 利潤擴張,70.19999999999999,-0.82,2.45,2025-12,57.2000007629
16.9,2025,19.07,N/A,0.02,8067.TWO,110.53,N/A,-2.17,志旭,0.0,⚪ 數據不足,🧐 疑業外收益,-25.200000000000003,2.3,-0.59,2025-12,12.6499996185
17.15,2025,18.27,N/A,-1.44,6431.TW,11.69,N/A,-1.12,光麗-KY,0.0,⚪ 數據不足,🧐 疑業外收益,-74.85,2.36,-2.07,2025-12,20.8500003815
-15.31,2025,17.939999999999998,N/A,-5.84,8444.TWO,-22.62,N/A,-33.25,綠河-KY,0.0,⚪ 數據不足,🌑 雙重衰退,-315.75,-31.52,-10.06,2025-12,8.1199998856
31.15,2025,17.71,15.62%,3.48,3450.TW,91.21,26.67%,13.44,聯鈞,29.927007299270073,⚠️ 追價風險,🚀 利潤擴張,205.5,26.94,5.01,2025-12,410.0
17.57,2025,17.38,-58.34%,-0.36,4147.TWO,-20.0,28.91%,0.19,中裕,0.0,⚪ 數據不足,🚀 利潤擴張,-20.55,-0.63,-0.61,2025-12,50.2000007629
12.0,2025,17.34,N/A,1.58,2477.TW,15.33,N/A,-5.34,美隆電,4.715909090909092,💎 強力關注,🧐 疑業外收益,65.99999999999999,-5.96,1.68,2025-12,20.75
14.36,2025,17.34,8.37%,1.72,2221.TWO,28.36,20.63%,-2.98,大甲,7.878006610670102,💎 強力關注,🧐 疑業外收益,87.30000000000001,0.76,2.31,2025-12,45.8499984741
45.05,2025,17.33,16.47%,5.65,2421.TW,45.85,32.82%,27.72,建準,7.62757871878393,💎 強力關注,🚀 利潤擴張,276.3,27.79,7.94,2025-12,140.5
13.93,2025,16.97,N/A,12.1,6187.TWO,29.69,N/A,-3.04,萬潤,29.199897092873677,⚠️ 追價風險,🧐 疑業外收益,583.0500000000001,13.75,15.46,2025-12,1135.0
22.61,2025,16.95,N/A,2.13,7547.TWO,41.18,N/A,5.66,碩網,11.545893228373592,💎 強力關注,🚀 利潤擴張,93.14999999999999,11.11,2.65,2025-12,71.6999969482
24.54,2025,16.86,21.55%,5.19,2472.TW,4.85,32.60%,7.68,立隆電,12.709572742022713,✅ 穩健價值,🚀 利潤擴張,277.35,8.92,8.73,2025-12,235.0
31.78,2025,16.630000000000003,N/A,1.09,8034.TWO,208.57,N/A,15.15,榮群,7.906976490730898,💎 強力關注,🚀 利潤擴張,45.15,71.04,1.42,2025-12,23.7999992371
32.54,2025,16.619999999999997,N/A,2.91,5515.TW,20.75,N/A,15.92,建國,4.654970671005848,💎 強力關注,🚀 利潤擴張,128.25,28.4,4.48,2025-12,39.7999992371
16.56,2025,16.509999999999998,21.14%,2.0,2851.TW,-23.95,24.99%,0.05,中再保,4.637583790214766,💎 強力關注,🚀 利潤擴張,111.75,-7.87,3.66,2025-12,34.5499992371
41.55,2025,16.49,-22.91%,-1.8,3593.TW,7.69,-4.13%,25.06,力銘,0.0,⚪ 數據不足,🚀 利潤擴張,-66.3,43.83,-1.4,2025-12,17.5
12.64,2025,16.11,N/A,5.89,8436.TWO,16.0,N/A,-3.47,大江,6.09375,💎 強力關注,🧐 疑業外收益,288.0,-3.22,8.68,2025-12,117.0
41.92,2025,16.060000000000002,4.63%,44.63,2357.TW,11.41,15.94%,25.86,華碩,4.170497832654669,💎 強力關注,🚀 利潤擴張,2283.9,23.74,59.99,2025-12,635.0
43.01,2025,15.95,N/A,3.73,4979.TWO,37.64,N/A,27.06,華星光,42.81274281274281,⚠️ 追價風險,🚀 利潤擴張,193.04999999999998,34.44,5.43,2025-12,551.0
28.24,2025,15.929999999999998,10.89%,1.28,1593.TWO,26.73,31.32%,12.31,祺驊,6.705263238210526,💎 強力關注,🚀 利潤擴張,71.25,12.07,2.18,2025-12,31.8500003815
55.56,2025,15.870000000000005,N/A,-0.2,5302.TWO,0.0,N/A,39.69,太欣,0.0,⚪ 數據不足,🚀 利潤擴張,-8.85,22.1,-0.12,2025-12,9.970000267
95.65,2025,15.790000000000006,N/A,-0.24,6969.TW,87.3,N/A,79.86,成信實業*-創,0.0,⚪ 數據不足,🚀 利潤擴張,-8.85,95.06,-0.09,2025-12,28.0499992371
34.88,2025,15.790000000000003,-32.45%,-0.94,3234.TWO,45.03,8.38%,19.09,光環,0.0,⚪ 數據不足,🚀 利潤擴張,-41.099999999999994,19.64,-1.4,2025-12,95.9000015259
24.18,2025,15.79,9.94%,5.99,3711.TW,11.64,19.52%,8.39,日月光投控,24.76930548810102,⚠️ 追價風險,🚀 利潤擴張,308.85,7.92,9.37,2025-12,510.0
26.25,2025,15.71,-18.36%,-0.35,1799.TWO,44.44,41.11%,10.54,易威,0.0,⚪ 數據不足,🚀 利潤擴張,0.0,12.53,-0.59,2025-12,0.0
16.81,2025,15.649999999999999,N/A,-0.86,6124.TWO,-22.86,N/A,1.16,業強,0.0,⚪ 數據不足,🚀 利潤擴張,-49.95,12.2,-0.99,2025-12,28.6000003815
75.21,2025,15.249999999999993,N/A,12.46,5289.TWO,33.7,N/A,59.96,宜鼎,42.81450872359963,⚠️ 追價風險,🚀 利潤擴張,653.4000000000001,41.37,21.72,2025-12,1865.0
20.66,2025,15.120000000000001,18.42%,2.0,2423.TW,26.58,51.76%,5.54,固緯,11.458026959027983,💎 強力關注,🏰 高護城河,101.85,4.13,2.92,2025-12,77.8000030518
14.63,2025,15.030000000000001,N/A,-0.31,6222.TWO,16.13,N/A,-0.4,立軒,0.0,⚪ 數據不足,🧐 疑業外收益,-15.449999999999998,12.72,-0.4,2025-12,21.0
46.42,2025,14.810000000000002,54.00%,46.75,2330.TW,51.8,62.33%,31.61,台積電,14.334165226850965,✅ 穩健價值,🏰 高護城河,2344.0499999999997,36.39,66.26,2025-12,2240.0
17.48,2025,14.71,N/A,2.35,6509.TWO,9.22,N/A,2.77,聚和,6.382550233167785,💎 強力關注,🚀 利潤擴張,111.75000000000001,4.39,2.87,2025-12,47.5499992371
11.54,2025,14.329999999999998,N/A,2.02,6722.TW,-11.4,N/A,-2.79,輝創,0.0,⚪ 數據不足,🧐 疑業外收益,0.0,-0.96,2.9,2025-12,37.2000007629
8.0,2025,14.25,5.38%,1.12,1225.TW,-6.67,10.74%,-6.25,福懋油,7.346938580892857,💎 強力關注,🧐 疑業外收益,58.8,-5.83,1.62,2025-12,28.7999992371
11.76,2025,14.129999999999999,N/A,0.87,6614.TW,163.64,N/A,-2.37,資拓宏宇,0.0,⚪ 數據不足,🧐 疑業外收益,0.0,15.97,2.08,2025-12,0.0
44.26,2025,14.11,N/A,11.58,7738.TWO,75.19,N/A,30.15,東聯互動,0.0,⚪ 數據不足,🚀 利潤擴張,0.0,32.44,14.61,2025-12,169.5
30.18,2025,14.079999999999998,15.49%,6.02,1560.TW,9.71,34.18%,16.1,中砂,30.84600760456274,⚠️ 追價風險,🚀 利潤擴張,315.59999999999997,15.28,9.28,2025-12,649.0
56.1,2025,13.940000000000005,N/A,1.17,5864.TWO,-53.39,N/A,42.16,致和證,14.55399061032864,✅ 穩健價值,🚀 利潤擴張,31.95,-34.55,2.56,2025-12,31.0
13.14,2025,13.9,N/A,1.67,8048.TWO,5.03,N/A,-0.76,德勝,11.043478260869565,💎 強力關注,🧐 疑業外收益,86.25,-5.79,2.67,2025-12,63.5
25.87,2025,13.89,7.24%,0.92,3703.TW,-42.14,13.84%,11.98,欣陸,6.340694126656151,💎 強力關注,🚀 利潤擴張,47.55,-3.98,1.8,2025-12,20.1000003815
14.29,2025,13.87,N/A,-0.19,6225.TW,-375.0,N/A,0.42,天瀚,0.0,⚪ 數據不足,🚀 利潤擴張,-7.199999999999999,-19.16,-0.06,2025-12,31.6499996185
21.15,2025,13.79,N/A,1.54,5457.TWO,-11.11,N/A,7.36,宣德,5.10204081632653,💎 強力關注,🚀 利潤擴張,88.20000000000002,11.53,2.77,2025-12,30.0
28.3,2025,13.780000000000001,32.37%,0.49,2836.TW,28.21,89.95%,14.52,高雄銀,7.208588957055215,💎 強力關注,🏰 高護城河,24.45,13.69,0.68,2025-12,11.75
-9.8,2025,13.629999999999999,-33.95%,-1.54,2007.TW,0.0,-29.22%,-23.43,燁興,0.0,⚪ 數據不足,🌑 雙重衰退,-76.95,-17.76,-2.24,2025-12,6.8899998665
22.08,2025,13.499999999999998,N/A,4.14,6727.TWO,-7.17,N/A,8.58,亞泰金屬,36.14206128133705,⚠️ 追價風險,🚀 利潤擴張,215.39999999999998,-2.39,6.8,2025-12,519.0
10.87,2025,13.469999999999999,1.57%,1.13,3704.TW,633.33,30.58%,-2.6,合勤控,12.253967769555553,✅ 穩健價值,🧐 疑業外收益,47.25000000000001,6.34,1.56,2025-12,38.5999984741
44.34,2025,13.460000000000004,N/A,2.94,6272.TW,137.1,N/A,30.88,驊陞,0.0,⚪ 數據不足,🚀 利潤擴張,0.0,41.28,3.43,2025-12,0.0
6.63,2025,13.46,-27.74%,-4.9,4927.TW,31.27,-13.35%,-6.83,泰鼎-KY,0.0,⚪ 數據不足,🧐 疑業外收益,-262.95000000000005,-4.71,-8.65,2025-12,47.9500007629
10.59,2025,13.39,N/A,17.04,6414.TW,28.02,N/A,-2.8,樺漢,5.687455705173636,💎 強力關注,🧐 疑業外收益,846.5999999999999,-3.72,23.26,2025-12,321.0
47.62,2025,13.059999999999995,N/A,3.21,7810.TWO,56.59,N/A,34.56,捷創科技,0.0,⚪ 數據不足,🚀 利潤擴張,0.0,23.91,6.25,2025-12,258.5
25.0,2025,12.78,N/A,0.27,6603.TWO,-35.71,N/A,12.22,富強鑫,25.459769676436782,⚠️ 追價風險,🚀 利潤擴張,13.05,9.61,0.61,2025-12,22.1499996185
51.64,2025,12.649999999999999,N/A,6.5,6625.TW,68.94,N/A,38.99,必應,3.7343748410520834,💎 強力關注,🚀 利潤擴張,288.0,33.28,9.13,2025-12,71.6999969482
17.71,2025,12.46,N/A,2.47,8103.TW,2.54,N/A,5.25,瀚荃,12.318840579710143,✅ 穩健價值,🚀 利潤擴張,124.20000000000002,4.44,3.92,2025-12,102.0
17.23,2025,12.36,10.97%,3.61,2313.TW,9.06,18.70%,4.87,華通,21.547420965058237,⚪ 中性觀察,🚀 利潤擴張,180.29999999999998,4.46,5.51,2025-12,259.0
22.25,2025,12.29,N/A,8.34,8416.TWO,24.85,N/A,9.96,實威,5.755755755755756,💎 強力關注,🚀 利潤擴張,449.54999999999995,13.82,13.46,2025-12,172.5
19.21,2025,12.260000000000002,1.48%,1.85,2356.TW,35.04,5.21%,6.95,英業達,8.902230107358493,💎 強力關注,🚀 利潤擴張,87.44999999999999,15.92,2.42,2025-12,51.9000015259
94.5,2025,12.180000000000007,7.02%,0.5,3379.TWO,100.0,13.52%,82.32,彬台,13.99999974138983,✅ 穩健價值,🚀 利潤擴張,44.25,71.69,2.12,2025-12,41.2999992371
52.82,2025,12.18,N/A,72.23,5274.TWO,67.72,N/A,40.64,信驊,67.37026530952778,⚠️ 追價風險,🚀 利潤擴張,3595.8,52.48,103.92,2025-12,16150.0
66.99,2025,11.849999999999994,N/A,3.69,5206.TWO,61.14,N/A,55.14,坤悅,1.84274196625,💎 強力關注,🚀 利潤擴張,186.0,56.94,3.44,2025-12,22.8500003815
18.15,2025,11.79,2.40%,2.27,2013.TW,13.5,4.40%,6.36,中鋼構,5.603217055911529,💎 強力關注,🚀 利潤擴張,111.9,10.09,3.19,2025-12,41.7999992371
1.75,2025,11.74,23.11%,-1.09,4142.TW,-137.78,49.56%,-9.99,國光生,0.0,⚪ 數據不足,🧐 疑業外收益,-48.6,-35.17,-0.57,2025-12,17.6000003815
41.67,2025,11.590000000000003,28.21%,7.17,2449.TW,52.55,37.66%,30.08,京元電子,11.809447558046438,💎 強力關注,🚀 利潤擴張,374.69999999999993,27.65,9.01,2025-12,295.0
13.14,2025,11.55,N/A,1.11,6016.TWO,-23.97,N/A,1.59,康和證,10.954773485979901,💎 強力關注,🚀 利潤擴張,29.849999999999998,-12.49,1.98,2025-12,21.7999992371
-20.55,2025,11.239999999999998,-125.48%,-1.73,3055.TW,-19.72,16.83%,-31.79,蔚華科,0.0,⚪ 數據不足,🌑 雙重衰退,-99.60000000000001,-39.2,-2.68,2025-12,113.0
31.09,2025,11.120000000000001,N/A,12.09,6788.TWO,34.48,N/A,19.97,華景電,9.921317924760267,💎 強力關注,🚀 利潤擴張,610.05,19.97,17.36,2025-12,403.5
15.38,2025,10.98,N/A,0.81,8074.TWO,-10.99,N/A,4.4,鉅橡,27.372262773722625,⚠️ 追價風險,🚀 利潤擴張,41.1,4.12,1.35,2025-12,75.0
64.8,2025,10.75,24.30%,13.61,2368.TW,50.06,33.66%,54.05,金像電,28.56489945155393,⚠️ 追價風險,🚀 利潤擴張,656.4,49.83,19.47,2025-12,1250.0
21.94,2025,10.400000000000002,17.08%,14.75,3044.TW,25.96,25.47%,11.54,健鼎,9.809663250366032,💎 強力關注,🚀 利潤擴張,717.1500000000001,11.61,19.45,2025-12,469.0
30.21,2025,10.27,4.34%,0.77,2468.TW,32.76,11.41%,19.94,華經,11.577060658458782,💎 強力關注,🚀 利潤擴張,41.85,25.51,1.25,2025-12,32.2999992371
-80.68,2025,10.25,12.48%,0.6,2527.TW,-55.04,61.03%,-90.93,宏璟,420.62501907375025,⚠️ 追價風險,🏰 高護城河,1.1999999999999993,-70.82,0.93,2025-12,33.6500015259
4.73,2025,10.05,2.59%,1.07,1218.TW,-16.8,16.49%,-5.32,泰山,0.0,⚪ 數據不足,🧐 疑業外收益,0.0,-6.62,1.59,2025-12,0.0
32.83,2025,10.049999999999997,1.75%,8.11,3036.TW,41.71,3.74%,22.78,文曄,9.817436661698958,💎 強力關注,🚀 利潤擴張,402.59999999999997,19.83,11.61,2025-12,263.5
30.29,2025,9.989999999999998,14.20%,7.84,3357.TWO,58.06,28.44%,20.3,臺慶科,8.551347130027333,✅ 穩健價值,🚀 利潤擴張,384.15,20.14,10.26,2025-12,219.0
39.18,2025,9.86,18.06%,2.65,3257.TW,26.19,45.11%,29.32,虹冠電,6.53333351829091,✅ 穩健價值,🚀 利潤擴張,123.75,22.45,3.42,2025-12,53.9000015259
30.06,2025,9.619999999999997,40.48%,1.62,2884.TW,23.66,91.14%,20.44,玉山金,5.94746731011257,✅ 穩健價值,🏰 高護城河,79.95,15.61,2.12,2025-12,31.7000007629
-25.0,2025,9.369999999999997,-72.91%,-0.05,1471.TW,-117.24,5.75%,-34.37,首利,46.363635496818176,⚠️ 追價風險,🔄 轉虧為盈,3.3,-27.03,0.03,2025-12,10.1999998093
5.37,2025,9.21,10.83%,4.55,2006.TW,-0.44,15.94%,-3.84,東和鋼鐵,4.172569417372827,✅ 穩健價值,🧐 疑業外收益,232.95,-2.5,6.47,2025-12,64.8000030518
31.94,2025,9.05,N/A,9.27,6138.TWO,24.31,N/A,22.89,茂達,9.79808010592519,✅ 穩健價值,🚀 利潤擴張,453.15000000000003,21.32,13.04,2025-12,296.0
