股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
6548.TWO,長科*,🔥 訊號出現,61.0999984741,82.14,🟢 黃金標的,0.00%,66.67%,4.76%,-6.53%,3,57.11,0.6667,0.0476
3016.TW,嘉晶,🔥 訊號出現,77.0,93.75,🟡 妖股/高波動,55.56%,44.44%,9.42%,-3.85%,9,74.03,0.4444,0.0942
2312.TW,金寶,🔥 訊號出現,29.8500003815,82.42,🟡 妖股/高波動,57.14%,42.86%,12.61%,-2.06%,7,29.24,0.4286,0.1261
3701.TW,大眾控,🔥 訊號出現,78.5999984741,83.0,🟡 妖股/高波動,40.00%,20.00%,9.40%,-3.86%,5,75.57,0.2,0.094
2340.TW,台亞,🔥 訊號出現,42.9500007629,92.91,⚪ 一般監控,50.00%,50.00%,5.75%,-3.61%,4,41.4,0.5,0.0575
2351.TW,順德,🔥 訊號出現,166.0,91.92,⚪ 一般監控,25.00%,50.00%,0.57%,-6.30%,8,155.54,0.5,0.0057
3013.TW,晟銘電,🔥 訊號出現,121.0,85.8,⚪ 一般監控,33.33%,0.00%,nan%,-2.70%,3,117.73,0.0,
3338.TW,泰碩,🔥 訊號出現,77.6999969482,86.67,🔴 空頭陷阱,66.67%,33.33%,-2.91%,-5.24%,9,73.63,0.3333,-0.0291
8271.TW,宇瞻,🔥 訊號出現,238.0,90.0,🔴 空頭陷阱,50.00%,25.00%,-4.41%,-5.07%,4,225.94,0.25,-0.0441
2454.TW,聯發科,🔥 訊號出現,2295.0,93.99,🔴 空頭陷阱,71.43%,14.29%,-0.16%,0.18%,7,2299.23,0.1429,-0.0016
1727.TW,中華化,🔥 訊號出現,64.9000015259,78.18,🔴 空頭陷阱,28.57%,14.29%,-1.39%,-8.45%,7,59.42,0.1429,-0.0139
1721.TW,三晃,🔥 訊號出現,27.25,82.95,🔴 空頭陷阱,57.14%,14.29%,-6.82%,-6.34%,7,25.52,0.1429,-0.0682
4960.TW,誠美材,無,44.9500007629,84.71,🟢 黃金標的,71.43%,71.43%,25.83%,-0.81%,7,0.0,0.7143,0.2583
1711.TW,永光,無,59.5999984741,82.7,⚪ 一般監控,60.00%,50.00%,6.88%,-4.39%,10,0.0,0.5,0.0688
4931.TWO,新盛力,無,159.5,78.43,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
8028.TW,昇陽半導體,無,230.0,70.94,🔴 空頭陷阱,25.00%,50.00%,-2.40%,-7.86%,4,0.0,0.5,-0.024
4967.TW,十銓,無,262.0,80.88,🔴 空頭陷阱,57.14%,42.86%,-3.40%,-4.37%,7,0.0,0.4286,-0.034
