股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
0056.TW,元大高股息,🔥 訊號出現,42.6100006104,95.21,⚪ 一般監控,66.67%,50.00%,0.48%,-0.26%,6,42.5,0.5,0.0048
4966.TWO,譜瑞-KY,🔥 訊號出現,590.0,76.47,⚪ 一般監控,0.00%,25.00%,1.03%,-3.24%,4,570.91,0.25,0.0103
1721.TW,三晃,🔥 訊號出現,27.25,82.95,🔴 空頭陷阱,57.14%,14.29%,-6.82%,-6.34%,7,25.52,0.1429,-0.0682
2317.TW,鴻海,🔥 訊號出現,221.0,83.17,🔴 空頭陷阱,0.00%,0.00%,-5.40%,-6.16%,3,207.38,0.0,-0.054
3702.TW,大聯大,無,101.5,82.61,🟢 黃金標的,66.67%,100.00%,3.64%,-2.60%,6,0.0,1.0,0.0364
7792.TWO,安葆,無,358.5,75.55,🟢 黃金標的,33.33%,88.89%,8.70%,-5.89%,9,0.0,0.8889,0.087
3105.TWO,穩懋,無,600.0,88.06,🟢 黃金標的,57.14%,85.71%,5.35%,-6.96%,7,0.0,0.8571,0.0535
2367.TW,燿華,無,67.8000030518,40.27,🟢 黃金標的,33.33%,66.67%,4.93%,-4.33%,6,0.0,0.6667,0.0493
6136.TW,富爾特,無,27.6499996185,84.85,🟢 黃金標的,66.67%,66.67%,6.30%,-1.32%,3,0.0,0.6667,0.063
2337.TW,旺宏,無,134.5,59.05,🟢 黃金標的,80.00%,60.00%,9.66%,-2.16%,5,0.0,0.6,0.0966
3714.TW,富采,無,73.3000030518,74.49,🟢 黃金標的,22.22%,55.56%,9.50%,-6.62%,9,0.0,0.5556,0.095
3481.TW,群創,無,25.6000003815,58.62,⚪ 一般監控,75.00%,75.00%,1.89%,-5.96%,4,0.0,0.75,0.0189
8104.TW,錸寶,無,37.2000007629,65.58,⚪ 一般監控,40.00%,60.00%,1.27%,-7.73%,5,0.0,0.6,0.0127
4142.TW,國光生,無,18.1499996185,46.55,⚪ 一般監控,0.00%,50.00%,0.82%,-2.95%,2,0.0,0.5,0.0082
1802.TW,台玻,無,70.9000015259,74.23,⚪ 一般監控,42.86%,42.86%,1.30%,-5.70%,7,0.0,0.4286,0.013
2327.TW,國巨*,無,315.5,81.3,⚪ 一般監控,33.33%,33.33%,2.63%,-2.70%,3,0.0,0.3333,0.0263
2009.TW,第一銅,無,39.5,48.85,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
6806.TW,森崴能源,無,26.8500003815,35.17,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
0050.TW,元大台灣50,無,86.3499984741,86.65,🔴 空頭陷阱,66.67%,66.67%,-0.97%,-1.98%,3,0.0,0.6667,-0.0097
2352.TW,佳世達,無,26.0,90.12,🔴 空頭陷阱,33.33%,33.33%,-2.69%,-3.05%,3,0.0,0.3333,-0.0269
2409.TW,友達,無,18.5499992371,68.33,🔴 空頭陷阱,66.67%,33.33%,-0.04%,-4.96%,6,0.0,0.3333,-0.0004
2485.TW,兆赫,無,71.0,39.25,🔴 空頭陷阱,50.00%,16.67%,-4.96%,-9.08%,6,0.0,0.1667,-0.0496
6188.TWO,廣明,無,88.4000015259,54.64,🔴 空頭陷阱,50.00%,0.00%,-5.11%,-4.47%,2,0.0,0.0,-0.0511
