Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
1727.TW,中華化,2026-04-13,看漲 FVG,56.8,55.42,59.64,❌ 已失效,實體破中線,1,60.08,2026-04-15,2,True
4931.TWO,新盛力,2026-03-25,看漲 FVG,145.0,142.78,152.25,❌ 已失效,實體破中線,1,60.67,2026-03-27,2,True
4967.TW,十銓,2026-04-21,看漲 FVG,235.0,219.4,246.75,⏳ 待回測,⚡結構突破,1,59.0,-,2,False
1711.TW,永光,2026-04-21,看漲 FVG,53.6,52.44,56.28,⏳ 待回測,⚡結構突破 ⚠️過熱,1,75.24,-,4,True
1721.TW,三晃,2026-04-21,看漲 FVG,25.75,22.44,27.04,⏳ 待回測,⚡結構突破 ⚠️過熱,0,73.91,-,4,True
2312.TW,金寶,2026-04-21,看漲 FVG,27.9,25.67,29.29,⏳ 待回測,⚡結構突破 ⚠️過熱,1,72.35,-,4,False
2340.TW,台亞,2026-04-21,看漲 FVG,41.8,35.32,43.89,⏳ 待回測,⚡結構突破 ⚠️過熱,0,85.86,-,4,True
2351.TW,順德,2026-04-21,看漲 FVG,146.5,140.79,153.83,⏳ 待回測,⚡結構突破 ⚠️過熱,1,86.87,-,4,True
2454.TW,聯發科,2026-04-21,看漲 FVG,2110.0,1955.17,2215.5,⏳ 待回測,⚡結構突破 ⚠️過熱,0,89.73,-,4,False
3016.TW,嘉晶,2026-04-21,看漲 FVG,68.7,67.46,72.14,⏳ 待回測,⚡結構突破 ⚠️過熱,1,81.71,-,4,True
3338.TW,泰碩,2026-04-21,看漲 FVG,69.7,68.26,73.19,⏳ 待回測,⚡結構突破 ⚠️過熱,1,73.54,-,4,True
3701.TW,大眾控,2026-04-21,看漲 FVG,73.1,69.05,76.75,⏳ 待回測,⚡結構突破 ⚠️過熱,0,68.67,-,4,True
4960.TW,誠美材,2026-04-21,看漲 FVG,43.0,37.01,45.15,⏳ 待回測,⚡結構突破 ⚠️過熱,0,74.47,-,4,False
6548.TWO,長科*,2026-04-17,看漲 FVG,54.7,50.25,57.44,💰 已達標,獲利點,1,68.49,2026-04-21,4,True
