股票代碼         名稱              收盤價       最佳均線          勝率%            報酬%       次數        外資5日買 目前狀態                
00953B.TW    未知             9.71         17          0.0          -0.31        1        38939 📈 持有                
00955.TWO    中信日本商社         15.4          3        76.92          16.12        2        -1692 📉 觀望/賣出             
00959B.TWO   未知             9.61         17         50.0           0.52        0         1332 📈 持有                
00965.TW     元大航太防衛科技       26.4          3        69.23           0.11        3        -4281 📈 持有                
00968B.TWO   未知             9.45         17        54.55           0.88        0         4804 📈 持有                
00970B.TWO   未知             9.56         17        66.67           0.82        0         1752 📈 持有                
009801.TW    中信美國創新科技      10.68         13         40.0          -2.67        2         2134 📈 持有                
009803.TW    保德信市值動能50     15.66          7        66.67          11.48        2        -1189 📉 觀望/賣出             
009805.TW    新光美國電力基建      14.66         15        54.55          10.14        0         -285 📈 持有                
00980A.TW    未知            16.93          3        61.11           6.22        5        -1123 📉 觀望/賣出             
009811.TW    統一美國50        11.44         19          0.0           -1.6        2         4326 📉 觀望/賣出             
009813.TW    貝萊德標普卓越50     10.25         19          0.0          -1.13        1         4508 📉 觀望/賣出             
009814.TWO   富邦標普500       10.08          3        16.67          -2.33        4         -310 📈 持有                
009815.TWO   大華美國MAG7+      9.66         10          0.0            0.0        0         5655 📈 持有                
00981A.TW    未知            19.78          9          0.0            0.0        0       -45894 📉 觀望/賣出             
00981B.TWO   未知              9.3         16          0.0            0.0        0        16799 📈 持有                
00981D.TWO   未知            10.43          9         40.0           0.19        2        11590 📈 持有                
00982A.TW    未知            15.82          3          0.0            0.0        0       -20516 📉 觀望/賣出             
00982D.TW    未知            10.19         11          0.0            0.0        0         4697 📉 觀望/賣出             
00983A.TW    未知            11.08          9        100.0           0.09        0         1098 📈 持有                
00984B.TWO   未知             16.9         19         62.5           0.42        0        -3590 📈 持有                
00985A.TW    未知            15.95          3         75.0           9.44        3        -1192 📉 觀望/賣出             
00985B.TW    未知            10.35          5         25.0          -0.69        3         9743 📈 持有                
00987A.TW    未知            11.29          9          0.0            0.0        0        -2380 📉 觀望/賣出             
00988A.TW    未知            12.47          9          0.0            0.0        0         4826 📉 觀望/賣出             
00989A.TW    未知            14.17         14          0.0            0.0        0         -360 📈 持有                
00990A.TW    未知            11.97          6        54.17           7.47        3       -10045 📉 觀望/賣出             
00991A.TW    未知            12.02          8          0.0            0.0        0       -35961 📉 觀望/賣出             
00992A.TW    未知            12.28          9          0.0            0.0        0       -22195 📉 觀望/賣出             
00995A.TW    未知            11.29          3         62.5           5.06        2        -3488 📉 觀望/賣出             
02001L.TW    未知             63.5          3          0.0            0.0        0            0 📉 觀望/賣出             
02001R.TW    未知             0.74          3          0.0            0.0        0            0 📉 觀望/賣出             
1101.TW      台泥            25.15          3        54.55           8.86        4        -4082 📉 觀望/賣出             
1102.TW      亞泥            34.45          9         60.0          -0.57        1        -6519 📉 觀望/賣出             
1203.TW      味王             39.8          4        42.86          -2.05        6           16 📉 觀望/賣出             
1213.TW      大飲             9.86         20          0.0          -3.65        1            0 📉 觀望/賣出             
1216.TW      統一             71.9          6         37.5          -2.41        3         4533 📉 觀望/賣出             
1229.TW      聯華            45.25         19          0.0            0.0        0        -1038 📈 持有                
1235.TW      興泰            41.65          5        46.15          -0.33        3           -2 📉 觀望/賣出             
1256.TW      鮮活果汁-KY       166.5          3        42.86          -5.79        3           16 📈 持有                
1294.TWO     漢田生技           87.2         19        46.67           9.21        1           54 📈 持有                
1301.TW      台塑             50.2          4        72.73          14.51        3       -15183 📉 觀望/賣出             
1303.TW      南亞             82.3          8        53.85          17.72        2       -41959 📉 觀望/賣出             
1304.TW      台聚             13.1          6        56.25           4.47        3        -2510 📉 觀望/賣出             
1305.TW      華夏            13.25          5         40.0           1.03        4        -2150 📉 觀望/賣出             
1307.TW      三芳            35.25         19        55.56           6.82        0        -1437 📈 持有                
1308.TW      亞聚             15.0          3        54.55          -2.69        5        -2006 📉 觀望/賣出             
1309.TW      台達化           13.95         13         40.0           7.97        1        -1909 📈 持有                
1310.TW      台苯            10.65         18        53.85          15.99        1        -9099 📈 持有                
1312.TW      國喬            14.05          4         40.0          -4.76        2        -4466 📉 觀望/賣出             
1313.TW      聯成             13.5          5        63.16          28.68        3       -16190 📈 持有                
1314.TW      中石化            8.92         16         37.5           8.65        0       -17537 📈 持有                
1323.TW      永裕             18.7         18          0.0            0.0        0           -6 📈 持有                
1326.TW      台化             46.0         15        60.87          31.43        0       -32445 📈 持有                
1337.TW      再生-KY          5.77          7        41.67          15.73        2          211 📉 觀望/賣出             
1338.TW      廣華-KY         17.25          3        66.67           1.45        1          -47 📉 觀望/賣出             
1340.TW      勝悅-KY          7.27          4        38.46           5.34        4          -15 📈 持有                
1402.TW      遠東新           29.25         18        28.57          -4.49        4        -9252 📈 持有                
1409.TW      新纖            15.55          4         75.0           6.79        2        -4981 📉 觀望/賣出             
1418.TW      東華            19.25         19          0.0          -2.99        2           -6 📉 觀望/賣出             
1432.TW      大魯閣            17.2         12        43.75           1.93        1          -24 📉 觀望/賣出             
1435.TW      中福             20.8         20        57.14          -2.32        1           -2 📉 觀望/賣出             
1436.TW      華友聯            54.9         18          0.0            0.0        0         -113 📉 觀望/賣出             
1438.TW      三地開發           31.9          3        42.86           5.86        3          -12 📉 觀望/賣出             
1439.TW      雋揚             27.9          3        66.67          -0.51        2          -13 📉 觀望/賣出             
1442.TW      名軒            27.75          6         62.5          -0.84        3         -645 📉 觀望/賣出             
1443.TW      立益物流          26.25          3        28.57          -7.08        5          -12 📉 觀望/賣出             
1444.TW      力麗             6.27          3         40.0          -1.13        2         -110 📉 觀望/賣出             
1455.TW      集盛             8.85          6        61.54          16.93        1          497 📉 觀望/賣出             
1456.TW      怡華            12.95          6        27.27          -7.99        6           -7 📉 觀望/賣出             
1459.TW      聯發            11.95          3         60.0           6.42        2            4 📉 觀望/賣出             
1460.TW      宏遠             6.65         12        68.75            1.4        2          205 📉 觀望/賣出             
1466.TW      聚隆             17.1          6         61.9          23.59        2          -60 📉 觀望/賣出             
1471.TW      首利             12.7          4        54.55          28.67        1           73 📉 觀望/賣出             
1477.TW      聚陽            308.0          8         50.0           0.68        2         -184 📉 觀望/賣出             
1503.TW      士電            218.5          7         50.0          23.84        2        -1615 📉 觀望/賣出             
1504.TW      東元             72.3         19          0.0            0.0        0        -5402 📉 觀望/賣出             
1513.TW      中興電           160.0          8        58.33          14.42        2        -6249 📉 觀望/賣出             
1514.TW      亞力            117.5          5        63.64          30.15        2         1376 📉 觀望/賣出             
1516.TW      川飛             22.6          5        53.33          -3.69        4          -11 📈 持有                
1519.TW      華城            926.0          3         70.0          31.04        1        -1247 📉 觀望/賣出             
1522.TW      堤維西            41.9          8         62.5           9.09        1         -263 📉 觀望/賣出             
1525.TW      江申             62.0          8        45.45          -4.02        3           19 📉 觀望/賣出             
1528.TW      恩德             22.4          4        71.43          34.97        1          795 📉 觀望/賣出             
1529.TW      樂事綠能          27.05          4        71.43          40.19        2          154 📉 觀望/賣出             
1536.TW      和大             55.7         20          0.0          -2.39        1        -1985 📉 觀望/賣出             
1537.TW      廣隆            124.0          4        42.86            0.4        4           41 📉 觀望/賣出             
1538.TW      正峰             17.8          3         60.0           -2.3        3            0 📉 觀望/賣出             
1560.TW      中砂            486.5          3        45.45          15.75        4         1568 📉 觀望/賣出             
1563.TW      巧新             43.0         19          0.0            0.0        0           96 📉 觀望/賣出             
1568.TW      倉佑            21.55          3        66.67           9.46        2          103 📉 觀望/賣出             
1569.TWO     濱川             52.3          4         60.0          11.16        2          170 📉 觀望/賣出             
1582.TW      信錦             90.5          6        63.16          37.56        1         -612 📈 持有                
1583.TW      程泰            46.05          4         62.5           8.55        2           -9 📉 觀望/賣出             
1587.TW      吉茂             39.4         15          0.0            0.0        0          577 📉 觀望/賣出             
1589.TW      永冠-KY          7.38         18          0.0            0.0        0          212 📉 觀望/賣出             
1590.TW      亞德客-KY       1040.0          7        73.33          18.06        2          263 📉 觀望/賣出             
1593.TWO     祺驊            34.45          4         50.0            5.1        1           -7 📉 觀望/賣出             
1597.TW      直得             74.4          8        46.15           2.47        3         -102 📉 觀望/賣出             
1599.TWO     宏佳騰            27.0          9          0.0          -3.17        1          -15 📉 觀望/賣出             
1605.TW      華新            32.75          3        33.33           1.39        2         6541 📉 觀望/賣出             
1609.TW      大亞             37.9          5        71.43           6.58        2          284 📉 觀望/賣出             
1611.TW      中電             12.7          5        38.46           1.51        4          -65 📉 觀望/賣出             
1612.TW      宏泰             34.8          8        57.14           7.31        2         -650 📉 觀望/賣出             
1623.TW      大東電           203.5          5         40.0           2.91        2           10 📉 觀望/賣出             
1708.TW      東鹼            36.35         18        61.11           8.35        0         2910 📈 持有                
1710.TW      東聯             13.7          4         40.0          -4.82        3        -1670 📉 觀望/賣出             
1711.TW      永光            27.45         14        72.73          21.19        0         2169 📈 持有                
1714.TW      和桐             10.2         11         50.0           8.89        1         1705 📈 持有                
1717.TW      長興             62.8          5         75.0          29.77        1        -3031 📉 觀望/賣出             
1718.TW      中纖             7.54          6        53.33          -3.48        4        -2806 📉 觀望/賣出             
1721.TW      三晃             17.2          4         50.0          -3.78        1          286 📉 觀望/賣出             
1723.TW      中碳             69.1          4        58.33           2.59        2          -82 📉 觀望/賣出             
1726.TW      永記             76.7          3        54.55           0.64        4           -4 📉 觀望/賣出             
1727.TW      中華化            47.5          9         50.0          -2.36        0        -1662 📉 觀望/賣出             
1735.TW      日勝化            20.8         18         50.0          13.42        1         -210 📈 持有                
1736.TW      喬山            142.5         13          0.0            0.0        0         -190 📉 觀望/賣出             
1762.TW      中化生            26.9         10        46.67           1.95        2           16 📉 觀望/賣出             
1773.TW      勝一            149.0          3        57.14           6.16        1         1013 📉 觀望/賣出             
1784.TWO     訊聯             94.0          5        42.86          -1.27        3          294 📉 觀望/賣出             
1785.TWO     光洋科            66.3          4        58.33            3.8        4        -5387 📈 持有                
1789.TW      神隆            21.65          3         80.0           9.48        1          -66 📈 持有                
1795.TW      美時            268.0          5        68.75          16.69        2        -1263 📉 觀望/賣出             
1802.TW      台玻             59.1         20         50.0           2.96        0        15129 📈 持有                
1805.TW      寶徠             10.9         16          0.0            0.0        0          -12 📉 觀望/賣出             
1809.TW      中釉             25.4          8        66.67          35.42        2          255 📉 觀望/賣出             
1815.TWO     富喬            106.0         16        44.44           9.73        0        -3136 📈 持有                
2002.TW      中鋼             19.9         13         60.0           4.34        1       -40263 📉 觀望/賣出             
2006.TW      東和鋼鐵           80.4          4         75.0          15.62        1         5910 📈 持有                
2009.TW      第一銅            43.0         18        66.67            0.0        1          324 📉 觀望/賣出             
2010.TW      春源            22.85          3        71.43           7.54        3         1197 📉 觀望/賣出             
2012.TW      春雨            16.75          3        22.22          -2.87        5           31 📉 觀望/賣出             
2013.TW      中鋼構            42.9          3        42.86          -0.13        3            1 📈 持有                
2014.TW      中鴻            18.05          5        54.55          13.47        3         2804 📉 觀望/賣出             
2017.TW      官田鋼            9.99          7        57.14          11.12        2        -1185 📈 持有                
2022.TW      聚亨             9.06          4        41.67          -0.11        5          182 📉 觀望/賣出             
2023.TW      燁輝             14.9         18         50.0          -0.34        1        -3789 📈 持有                
2027.TW      大成鋼            37.7          3        55.56           1.44        3       -11161 📈 持有                
2031.TW      新光鋼           39.05         11        30.77          -4.62        3         -858 📉 觀望/賣出             
2034.TW      允強             20.2          8        54.55           0.45        2        -2322 📉 觀望/賣出             
2035.TWO     唐榮            28.65          4        33.33           1.56        3            1 📉 觀望/賣出             
2049.TW      上銀            230.0          6        55.56          18.17        1        11532 📉 觀望/賣出             
2059.TW      川湖           3205.0          5        53.85           5.88        3          -96 📉 觀望/賣出             
2066.TWO     世德             50.4          3         62.5          18.75        3            4 📉 觀望/賣出             
2067.TWO     嘉鋼              9.1          3        33.33          -4.71        6            1 📉 觀望/賣出             
2069.TW      運錩             18.9          4        54.55           6.64        3           50 📈 持有                
2072.TWO     世紀風電          261.5         16        58.82          11.71        1            0 📉 觀望/賣出             
2103.TW      台橡             21.0         18        66.67          33.73        1       -11172 📈 持有                
2104.TW      國際中橡          12.85          3         60.0           7.51        3        -1995 📉 觀望/賣出             
2105.TW      正新            29.35          5        58.33           -0.8        3        29354 📉 觀望/賣出             
2108.TW      南帝            25.75          6        38.46           7.62        3         -279 📉 觀望/賣出             
2201.TW      裕隆            29.35         18          0.0            0.0        0        -3823 📉 觀望/賣出             
2204.TW      中華             55.9          3        58.33            3.4        2          529 📉 觀望/賣出             
2206.TW      三陽工業           60.0          8        66.67           1.68        1          696 📉 觀望/賣出             
2208.TW      台船            22.05          4        73.33           14.4        2        -2829 📉 觀望/賣出             
2211.TW      長榮鋼           100.0          3        33.33          -2.44        4         -634 📉 觀望/賣出             
2230.TWO     泰茂             33.4         11          0.0            0.0        0          240 📉 觀望/賣出             
2231.TW      為升             89.0          4         50.0           3.78        4         -118 📉 觀望/賣出             
2233.TW      宇隆            227.0         14        45.45            3.1        1          -28 📉 觀望/賣出             
2235.TWO     謚源            33.85         14        66.67           1.59        1            0 📉 觀望/賣出             
2236.TW      百達-KY         113.0          3        57.14          -0.47        4         -111 📉 觀望/賣出             
2237.TWO     華德動能           31.0          4        44.44          -0.96        3            0 📉 觀望/賣出             
2239.TW      英利-KY          24.9         13          0.0            0.0        0          -72 📉 觀望/賣出             
2241.TW      艾姆勒           29.95         18          0.0            0.0        0         -253 📈 持有                
2252.TWO     為昇科            14.6         16          0.0          -5.56        1            0 📉 觀望/賣出             
2254.TW      巨鎧精密-創         72.5         20         87.5          21.24        0            6 📈 持有                
2258.TW      鴻華先進-創         35.8          6         30.0           0.27        3         -254 📉 觀望/賣出             
2301.TW      光寶科           159.0         17        54.55          -6.59        3       -13631 📉 觀望/賣出             
2302.TW      麗正             18.4          3        54.55          10.42        3         -657 📉 觀望/賣出             
2303.TW      聯電             62.0          7         50.0          22.69        2        36813 📉 觀望/賣出             
2308.TW      台達電          1320.0          5        57.14          11.86        2        -2976 📉 觀望/賣出             
2312.TW      金寶            23.55         19          0.0            0.0        0         -123 📉 觀望/賣出             
2313.TW      華通            203.0         14        60.87          40.48        0        15511 📈 持有                
2314.TW      台揚            19.05         18          0.0            0.0        0          -27 📉 觀望/賣出             
2316.TW      楠梓電            93.0          3        45.45          -4.14        6        -3579 📉 觀望/賣出             
2317.TW      鴻海            223.0          3         60.0           6.79        3       -40336 📉 觀望/賣出             
2321.TW      東訊            16.15         20          0.0          -9.13        2            0 📈 持有                
2323.TW      中環            11.05          6        44.44           0.06        2        -4964 📈 持有                
2324.TW      仁寶            31.45          6        45.45           0.08        2       -35835 📈 持有                
2327.TW      國巨*           265.0          8        41.67           5.28        2       -10072 📉 觀望/賣出             
2328.TW      廣宇             47.3          4        45.45           2.59        3        -1811 📉 觀望/賣出             
2329.TW      華泰             51.6          4         62.5           4.51        2        -3103 📉 觀望/賣出             
2330.TW      台積電          1890.0         20        44.44           4.71        0       -88771 📈 持有                
2331.TW      精英             24.2          3         60.0          11.56        3         1193 📉 觀望/賣出             
2332.TW      友訊            16.05          7        46.15           5.48        2         -613 📈 持有                
2337.TW      旺宏            102.5          9         62.5          34.44        1       -14846 📉 觀望/賣出             
2338.TW      光罩             52.8          6        66.67          11.12        2           -3 📈 持有                
2340.TW      台亞            25.95          8         50.0           1.64        2         -816 📉 觀望/賣出             
2342.TW      茂矽             30.2         10        54.55           1.47        2         -421 📉 觀望/賣出             
2344.TW      華邦電           106.5          3          0.0            0.0        0         1705 📉 觀望/賣出             
2345.TW      智邦           1465.0         17        69.23          16.88        1         -204 📈 持有                
2347.TW      聯強             70.5          4        53.85           3.33        3         -575 📉 觀望/賣出             
2349.TW      錸德             13.3          3        66.67           9.81        2          573 📉 觀望/賣出             
2351.TW      順德             82.0          5        72.73          16.84        1         -223 📉 觀望/賣出             
2352.TW      佳世達           23.75          3        54.55           6.81        4        -4490 📉 觀望/賣出             
2353.TW      宏��            26.9         11         50.0           0.41        2         -475 📉 觀望/賣出             
2354.TW      鴻準             55.2          3        44.44            0.2        4        -5255 📉 觀望/賣出             
2355.TW      敬鵬            43.45         14        66.67          12.89        1         1098 📈 持有                
2356.TW      英業達            41.8          6        58.33           4.04        2       -32966 📉 觀望/賣出             
2357.TW      華碩            527.0          6        36.36          -0.01        4        -3617 📈 持有                
2359.TW      所羅門           119.0          3         62.5           4.22        2         -838 📉 觀望/賣出             
2360.TW      致茂           1375.0         12        58.82          35.09        1        -1891 📈 持有                
2363.TW      矽統             50.7          6         50.0          12.13        3          773 📉 觀望/賣出             
2365.TW      昆盈            33.65          3        55.56           7.38        3         -112 📉 觀望/賣出             
2367.TW      燿華             69.0         14        59.09          72.07        0        11755 📈 持有                
2368.TW      金像電           792.0         12        57.14          13.73        1          687 📉 觀望/賣出             
2369.TW      菱生            27.15          4        72.73          17.51        2          -85 📉 觀望/賣出             
2371.TW      大同            33.85          3         87.5          31.57        1       -17389 📉 觀望/賣出             
2374.TW      佳能             72.1         10        57.14           2.78        2        -1520 📉 觀望/賣出             
2376.TW      技嘉            219.0          4        41.67          -1.64        3        -1708 📉 觀望/賣出             
2377.TW      微星             96.7          8        52.94           6.32        2         5898 📈 持有                
2379.TW      瑞昱            463.0         20          0.0            0.0        0        -3845 📉 觀望/賣出             
2380.TW      虹光             6.05         20        100.0           21.0        0          -12 📈 持有                
2382.TW      廣達            289.0         20         50.0          -2.11        2        20225 📉 觀望/賣出             
2383.TW      台光電          2360.0         14        56.52          42.17        0           19 📈 持有                
2385.TW      群光            125.5          8        73.33           8.19        1         2000 📈 持有                
2387.TW      精元            43.85          8        47.37           11.9        2        -1662 📈 持有                
2388.TW      威盛             46.0          8        44.44           0.42        2        -2397 📉 觀望/賣出             
2392.TW      正崴            37.75          3        54.55           6.19        3        -2513 📉 觀望/賣出             
2393.TW      億光             59.6         18        31.25          -3.14        2         -198 📉 觀望/賣出             
2395.TW      研華            375.0         13         62.5          25.61        1          252 📈 持有                
2397.TW      友通             57.4         12        27.27          -4.93        3         -242 📉 觀望/賣出             
2401.TW      凌陽            21.65          5         50.0           6.56        3         -613 📉 觀望/賣出             
2404.TW      漢唐           1100.0          3         80.0          16.47        1         1675 📈 持有                
2405.TW      輔信            15.35         18          0.0            0.0        0         -378 📉 觀望/賣出             
2406.TW      國碩             34.1          4         60.0          24.73        2       -10653 📈 持有                
2408.TW      南亞科           233.0          8        64.29          20.65        1        33113 📉 觀望/賣出             
2409.TW      友達            15.85          9         50.0           6.39        2        17201 📉 觀望/賣出             
2412.TW      中華電           136.5         18        57.14           1.11        0        23220 📈 持有                
2413.TW      環科             49.1          3         60.0           5.42        1        -1511 📉 觀望/賣出             
2414.TW      精技             42.1          5        63.64           1.33        2            9 📉 觀望/賣出             
2419.TW      仲琦            29.65          5         60.0          22.27        2          644 📉 觀望/賣出             
2420.TW      新巨             52.0          4         60.0           4.52        2         -120 📈 持有                
2421.TW      建準            137.0         16         50.0          -7.16        2        -4140 📉 觀望/賣出             
2423.TW      固緯             48.4         19          0.0          -0.62        0          154 📈 持有                
2425.TW      承啟             27.0          7        57.14           1.43        2         -113 📉 觀望/賣出             
2426.TW      鼎元             22.8          6        63.64           4.96        2         1477 📉 觀望/賣出             
2428.TW      興勤            171.0          3        54.55           6.06        4          -88 📉 觀望/賣出             
2429.TW      銘旺科            51.0         15          0.0            0.0        0         -116 📉 觀望/賣出             
2431.TW      聯昌            12.85          8        64.29          27.97        1          206 📉 觀望/賣出             
2432.TW      倚天酷��-創       25.85         17          0.0            0.0        1           42 📉 觀望/賣出             
2434.TW      統懋             30.0         16         50.0          -0.67        2           -3 📈 持有                
2436.TW      偉詮電            55.4          7         62.5           5.15        3         2123 📉 觀望/賣出             
2438.TW      翔耀            21.65          3        33.33           0.38        5          -56 📉 觀望/賣出             
